id,step,bank,channel,raw_attempts,valid_count,acceptance_rate,extended_budget,checkpoints,source_ess,source_proposals,noise_samples,selected_noise_ess,zero_source_weights
26,17,2,2,4096,1853,0.452392578125,False,[],86.0852378453253,128,512,512.0,6
26,17,2,3,4096,2682,0.65478515625,False,[],90.1303596978932,128,512,321.00000000000017,3
26,17,2,4,4096,289,0.070556640625,False,[],73.01698112084057,128,512,367.0000000000008,17
26,17,2,8,4096,179,0.043701171875,False,[],46.25803840888294,128,512,34.00000000000007,31
26,17,2,9,4096,355,0.086669921875,False,[],72.88724477558863,128,512,467.00000000000006,8
26,17,2,10,4096,2136,0.521484375,False,[],46.02589435809716,128,512,447.99999999999966,22
26,17,2,12,8192,135,0.0164794921875,False,[],50.06680080482903,128,512,144.99999999999997,21
26,17,2,13,4096,171,0.041748046875,False,[],45.377429618622465,128,512,511.0,45
26,17,2,15,4096,136,0.033203125,False,[],81.84646837763589,128,512,117.00000000000004,14
26,17,2,16,4096,2309,0.563720703125,False,[],97.83333124319111,128,512,405.00000000000006,1
26,17,2,18,4096,240,0.05859375,False,[],74.89515741136847,128,512,492.9999999999998,23
26,17,2,19,4096,396,0.0966796875,False,[],63.28480781133897,128,512,435.9999999999999,9
26,17,2,20,4096,2113,0.515869140625,False,[],59.92712928405882,128,512,291.00000000000074,17
32,5,0,1,4096,1932,0.4716796875,False,[],126.99889407589735,128,512,512.0,1
32,5,0,3,4096,2508,0.6123046875,False,[],90.00847892501712,128,512,413.00000000000074,4
32,5,0,7,4096,1898,0.46337890625,False,[],95.63791947389673,128,512,118.00000000000024,3
32,5,0,8,4096,2010,0.49072265625,False,[],83.67801460055803,128,512,507.0000000000003,5
32,5,0,9,4096,1946,0.47509765625,False,[],54.459947955204825,128,512,332.0000000000005,24
32,5,0,10,4096,1659,0.405029296875,False,[],127.9313479396545,128,512,512.0,0
32,5,0,12,4096,1217,0.297119140625,False,[],86.94992398653308,128,512,338.99999999999983,6
32,5,0,15,4096,1975,0.482177734375,False,[],127.99999999999997,128,512,512.0,0
32,5,1,1,4096,1982,0.48388671875,False,[],127.89672909747246,128,512,512.0,0
32,5,1,3,4096,2509,0.612548828125,False,[],88.57582342091887,128,512,507.0000000000003,4
32,5,1,7,4096,1877,0.458251953125,False,[],89.78978962087466,128,512,491.0000000000007,3
32,5,1,8,4096,1977,0.482666015625,False,[],80.04140214674696,128,512,512.0,9
32,5,1,9,4096,1962,0.47900390625,False,[],55.520174347257765,128,512,511.0,24
32,5,1,10,4096,1717,0.419189453125,False,[],126.57339531825437,128,512,512.0,1
32,5,1,12,4096,1159,0.282958984375,False,[],88.81428373733482,128,512,512.0,5
32,5,1,15,4096,1896,0.462890625,False,[],127.99123551636404,128,512,512.0,0
32,5,2,1,4096,1945,0.474853515625,False,[],127.75901727109607,128,512,512.0,0
32,5,2,3,4096,2514,0.61376953125,False,[],84.85525283328853,128,512,472.9999999999997,10
32,5,2,7,4096,1933,0.471923828125,False,[],97.41334817921562,128,512,428.00000000000074,3
32,5,2,8,4096,1951,0.476318359375,False,[],91.71779107963621,128,512,461.9999999999994,2
32,5,2,9,4096,1969,0.480712890625,False,[],49.71596789614661,128,512,247.9999999999998,29
32,5,2,10,4096,1673,0.408447265625,False,[],127.99491510675006,128,512,512.0,0
32,5,2,12,4096,1186,0.28955078125,False,[],86.18557180806654,128,512,508.0,6
32,5,2,15,4096,1876,0.4580078125,False,[],127.9844585963169,128,512,512.0,0
35,3,1,1,4096,2488,0.607421875,False,[],81.34176674056594,128,512,478.00000000000085,9
35,3,1,4,4096,1033,0.252197265625,False,[],24.45716563923375,128,512,445.0000000000009,100
35,3,1,6,4096,2040,0.498046875,False,[],57.881567449586704,128,512,238.0000000000002,14
35,3,1,7,4096,2026,0.49462890625,False,[],127.83789504015994,128,512,512.0,0
35,3,1,12,4096,2432,0.59375,False,[],83.71032397723684,128,512,207.99999999999994,9
35,3,1,14,4096,1457,0.355712890625,False,[],89.57083328631626,128,512,222.00000000000014,7
35,3,1,16,4096,988,0.2412109375,False,[],127.99337748462604,128,512,512.0,0
35,3,1,17,4096,1064,0.259765625,False,[],81.12481446290828,128,512,512.0,12
35,3,1,19,4096,866,0.21142578125,False,[],82.18951998067776,128,512,108.00000000000009,9
35,3,0,1,4096,2523,0.615966796875,False,[],82.77585317807792,128,512,44.99999999999998,9
35,3,0,4,4096,992,0.2421875,False,[],15.590980878589818,128,512,447.9999999999993,108
35,3,0,6,4096,2051,0.500732421875,False,[],65.64421162397247,128,512,291.9999999999999,22
35,3,0,7,4096,1989,0.485595703125,False,[],126.91487003658172,128,512,512.0,1
35,3,0,12,4096,2404,0.5869140625,False,[],83.16202901375435,128,512,501.9999999999989,11
35,3,0,14,4096,1494,0.36474609375,False,[],78.67524276969145,128,512,509.0000000000003,7
35,3,0,16,4096,996,0.2431640625,False,[],127.98394980591593,128,512,512.0,0
35,3,0,17,4096,1045,0.255126953125,False,[],87.85279532188326,128,512,461.9999999999994,2
35,3,0,19,4096,865,0.211181640625,False,[],88.71121684461008,128,512,293.0000000000004,7
35,3,2,1,4096,2484,0.6064453125,False,[],87.86206989068869,128,512,497.9999999999994,8
35,3,2,4,4096,1009,0.246337890625,False,[],20.243540375415307,128,512,447.9999999999993,106
35,3,2,6,4096,2037,0.497314453125,False,[],66.38405179830235,128,512,478.99999999999943,16
35,3,2,7,4096,2003,0.489013671875,False,[],126.6236299828453,128,512,512.0,1
35,3,2,12,4096,2355,0.574951171875,False,[],77.72435358617555,128,512,509.0000000000003,9
35,3,2,14,4096,1431,0.349365234375,False,[],82.03073992288316,128,512,512.0,7
35,3,2,16,4096,1006,0.24560546875,False,[],127.84853515885034,128,512,512.0,0
35,3,2,17,4096,985,0.240478515625,False,[],84.34612904695396,128,512,512.0,11
35,3,2,19,4096,833,0.203369140625,False,[],90.85798056993194,128,512,512.0,4
77,17,0,1,4096,486,0.11865234375,False,[],40.9022241852802,128,512,127.0,44
77,17,0,3,4096,2595,0.633544921875,False,[],95.18897777406599,128,512,372.9999999999999,5
77,17,0,5,4096,964,0.2353515625,False,[],52.008734215462226,128,512,511.9999999999998,74
77,17,0,8,4096,286,0.06982421875,False,[],79.98586280170119,128,512,79.00000000000011,10
77,17,0,9,4096,800,0.1953125,False,[],65.80444737563131,128,512,384.9999999999991,14
77,17,0,10,4096,1163,0.283935546875,False,[],69.22227533259192,128,512,114.0000000000001,21
77,17,0,12,12288,141,0.011474609375,False,[],71.6446000505104,128,512,235.0,14
77,17,0,13,4096,1694,0.41357421875,False,[],65.1915601332686,128,512,54.0,20
77,17,0,14,4096,2142,0.52294921875,False,[],117.78059396688352,128,512,511.9999999999998,1
77,17,0,15,4096,959,0.234130859375,False,[],59.52442893742374,128,512,512.0,16
77,17,0,16,4096,388,0.0947265625,False,[],35.93446577052547,128,512,36.99999999999996,39
77,17,0,17,4096,223,0.054443359375,False,[],59.84010480169468,128,512,421.00000000000006,15
77,17,0,18,4096,582,0.14208984375,False,[],51.6234169232654,128,512,335.00000000000017,21
77,17,0,19,12288,150,0.01220703125,False,[],80.21788441200954,128,512,511.0,7
77,17,1,1,4096,470,0.11474609375,False,[],50.801313004270085,128,512,146.99999999999994,32
77,17,1,3,4096,2572,0.6279296875,False,[],85.7927561047239,128,512,503.9999999999994,11
77,17,1,5,4096,1024,0.25,False,[],36.52607427537394,128,512,511.9999999999998,89
77,17,1,8,4096,295,0.072021484375,False,[],77.15583251488022,128,512,179.00000000000009,11
77,17,1,9,4096,815,0.198974609375,False,[],63.28024532225454,128,512,151.00000000000026,21
77,17,1,10,4096,1095,0.267333984375,False,[],78.885076139125,128,512,72.0,13
77,17,1,12,12288,172,0.013997395833333334,False,[],73.29778930837884,128,512,274.0000000000007,8
77,17,1,13,4096,1731,0.422607421875,False,[],73.09923702301744,128,512,266.9999999999996,17
77,17,1,14,4096,2107,0.514404296875,False,[],113.59280336252542,128,512,511.9999999999998,5
77,17,1,15,4096,906,0.22119140625,False,[],61.55558031348336,128,512,269.00000000000006,10
77,17,1,16,4096,398,0.09716796875,False,[],41.03884388747833,128,512,10.000000000000021,34
77,17,1,17,4096,249,0.060791015625,False,[],44.01372504946109,128,512,149.99999999999994,21
77,17,1,18,4096,556,0.1357421875,False,[],53.82243123391915,128,512,196.00000000000014,24
77,17,1,19,12288,163,0.013264973958333334,False,[],90.21023432454083,128,512,502.9999999999996,6
77,17,2,1,4096,427,0.104248046875,False,[],44.058929519027444,128,512,407.99999999999915,43
77,17,2,3,4096,2525,0.616455078125,False,[],86.3553962302567,128,512,447.99999999999966,7
77,17,2,5,4096,988,0.2412109375,False,[],39.39029599258954,128,512,511.9999999999998,85
77,17,2,8,4096,299,0.072998046875,False,[],82.99839456809178,128,512,168.0,12
77,17,2,9,4096,812,0.1982421875,False,[],56.50693037418962,128,512,305.9999999999999,17
77,17,2,10,4096,1131,0.276123046875,False,[],77.87535246338803,128,512,128.99999999999997,13
77,17,2,12,12288,163,0.013264973958333334,False,[],64.94812193879415,128,512,463.00000000000017,16
77,17,2,13,4096,1728,0.421875,False,[],66.54640626743604,128,512,137.99999999999983,18
77,17,2,14,4096,2095,0.511474609375,False,[],115.75030309108432,128,512,511.9999999999998,3
77,17,2,15,4096,946,0.23095703125,False,[],58.57555077616684,128,512,460.0000000000001,16
77,17,2,16,4096,395,0.096435546875,False,[],38.84023591514871,128,512,34.00000000000007,41
77,17,2,17,4096,219,0.053466796875,False,[],57.870235074564526,128,512,332.99999999999983,15
77,17,2,18,4096,537,0.131103515625,False,[],54.83445494386131,128,512,142.00000000000026,19
77,17,2,19,12288,162,0.01318359375,False,[],77.16124936636574,128,512,433.0000000000002,6
98,4,0,1,4096,1237,0.302001953125,False,[],77.85101724004457,128,512,172.99999999999977,10
98,4,0,2,4096,2344,0.572265625,False,[],88.37225725092468,128,512,359.9999999999997,2
98,4,0,3,4096,279,0.068115234375,False,[],91.15829092702975,128,512,511.0,6
98,4,0,5,4096,2343,0.572021484375,False,[],76.68287048445666,128,512,162.99999999999974,2
98,4,0,9,4096,236,0.0576171875,False,[],62.45444772596617,128,512,380.00000000000114,17
98,4,0,10,8192,235,0.0286865234375,False,[],87.69149826341742,128,512,426.0000000000007,3
98,4,0,13,4096,251,0.061279296875,False,[],127.8088022950304,128,512,512.0,0
98,4,0,14,4096,1450,0.35400390625,False,[],58.51650090180578,128,512,227.99999999999966,8
98,4,0,15,4096,2555,0.623779296875,False,[],88.37304868241002,128,512,484.9999999999999,5
98,4,0,16,4096,1971,0.481201171875,False,[],84.63360467786052,128,512,500.0000000000005,10
98,4,0,17,4096,311,0.075927734375,False,[],127.0,128,512,512.0,1
98,4,0,19,4096,2540,0.6201171875,False,[],67.40266680141731,128,512,139.99999999999986,14
98,4,2,1,4096,1214,0.29638671875,False,[],81.72847865767255,128,512,277.9999999999997,3
98,4,2,2,4096,2322,0.56689453125,False,[],88.30288944055226,128,512,180.99999999999974,1
98,4,2,3,4096,245,0.059814453125,False,[],79.18830864870398,128,512,495.00000000000034,7
98,4,2,5,4096,2255,0.550537109375,False,[],85.38569711301936,128,512,329.99999999999903,6
98,4,2,9,4096,244,0.0595703125,False,[],66.12289343653917,128,512,183.00000000000028,15
98,4,2,10,8192,223,0.0272216796875,False,[],88.83954219134309,128,512,471.0000000000002,12
98,4,2,13,4096,252,0.0615234375,False,[],126.73280859330899,128,512,512.0,1
98,4,2,14,4096,1499,0.365966796875,False,[],61.82637869305007,128,512,256.0000000000002,5
98,4,2,15,4096,2570,0.62744140625,False,[],88.24305723005939,128,512,236.00000000000034,5
98,4,2,16,4096,1966,0.47998046875,False,[],90.23418609576,128,512,326.0000000000002,5
98,4,2,17,4096,316,0.0771484375,False,[],125.9826332514455,128,512,512.0,2
98,4,2,19,4096,2560,0.625,False,[],70.21503815950145,128,512,293.99999999999966,7
98,4,1,1,4096,1226,0.29931640625,False,[],80.31680509910572,128,512,212.0000000000003,7
98,4,1,2,4096,2429,0.593017578125,False,[],83.0421101533597,128,512,449.0000000000006,6
98,4,1,3,4096,245,0.059814453125,False,[],91.15702298831458,128,512,507.0000000000003,6
98,4,1,5,4096,2308,0.5634765625,False,[],83.24960856649089,128,512,176.00000000000006,1
98,4,1,9,4096,221,0.053955078125,False,[],68.28375817381604,128,512,375.99999999999926,14
