problem,seed,seed_hex,source_seed,baseline,candidate,baseline_status,candidate_status,baseline_time_per_source,candidate_time_per_source,time_delta_s_per_source,comparison,actual_polygon_clear_travel_delta_m,candidate_same_state_counterfactual_saving_m,whole_run_distance_delta_m,baseline_valid_full_clear,baseline_invalid_evidence,baseline_total,baseline_cleared,baseline_virtual_time_s,baseline_distance,baseline_polygon_clear_travel_m,baseline_same_state_clear_saving_m,baseline_polygon_certified_count,baseline_near_certified_count,baseline_polygon_zero_move_count,baseline_nccp_fallback_count,baseline_current_position_certified_count,baseline_current_position_certified_case_count,baseline_zero_move_clear_count,baseline_zero_move_clear_case_count,baseline_minimum_same_state_saving_m,candidate_valid_full_clear,candidate_invalid_evidence,candidate_total,candidate_cleared,candidate_virtual_time_s,candidate_distance,candidate_polygon_clear_travel_m,candidate_same_state_clear_saving_m,candidate_polygon_certified_count,candidate_near_certified_count,candidate_polygon_zero_move_count,candidate_nccp_fallback_count,candidate_current_position_certified_count,candidate_current_position_certified_case_count,candidate_zero_move_clear_count,candidate_zero_move_clear_case_count,candidate_minimum_same_state_saving_m
3,40,0000000000000000040000000000000000000000000000000000000000000000,192,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,358.5681853333333,357.38880416666666,-1.1793811666666443,win,-94.16673033082498,98.4492236969829,-70.76285984897186,True,False,12,12,4302.818224,17934.09112272865,2603.6216801395294,0.0,11,1,0,0,0,0,1,1,0.0,True,False,12,12,4288.66565,17863.328262879677,2509.4549498087044,98.4492236969829,11,1,0,0,0,0,1,1,1.2232327168617303
3,41,0000000000000001000000000000000000000000000000000000000000000000,198,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,304.7330048181818,303.5151016363636,-1.2179031818182011,win,-96.85500240601414,100.62941750539787,-66.98466705548344,True,False,11,11,3352.063053,12855.315265122434,1410.8117080533793,0.0,10,1,0,0,0,0,1,1,0.0,True,False,11,11,3338.666118,12788.33059806695,1313.9567056473652,100.62941750539787,10,1,0,0,0,0,1,1,3.9847863147852536
3,42,0000000000000040000000000000000000000000000000000000000000000000,204,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,280.77679792857145,280.3241349285714,-0.45266300000002957,win,-104.84208373015827,125.19383573808057,-31.6864264365322,True,False,14,14,3930.875171,16584.375854774593,2743.818812013236,0.0,14,0,0,0,0,0,0,0,0.0,True,False,14,14,3924.537889,16552.68942833806,2638.9767282830776,125.19383573808057,14,0,0,0,0,0,0,0,0.23893417675719775
3,43,0000000000001000000000000000000000000000000000000000000000000000,210,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,283.3009533333333,281.48705993333334,-1.8138933999999836,win,-133.53069827480613,138.1546148173395,-136.0420026280517,True,False,15,15,4249.5143,17707.571490409187,2079.3488578619226,0.0,14,1,0,0,0,0,1,1,0.0,True,False,15,15,4222.305899,17571.529487781136,1945.8181595871165,138.1546148173395,14,1,0,0,0,0,1,1,2.680648943071617
3,44,0000000000040000000000000000000000000000000000000000000000000000,216,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,278.9655530625,276.9097600625,-2.055792999999994,win,-157.0012472834146,157.30675202213337,-164.46345349444528,True,False,16,16,4463.448849,18642.24425606723,2011.5850007754457,0.0,16,0,0,0,0,0,0,0,0.0,True,False,16,16,4430.556161,18477.780802572786,1854.583753492031,157.30675202213337,16,0,0,0,0,0,0,0,0.41736448438643947
3,45,0000000001000000000000000000000000000000000000000000000000000000,222,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,362.0194429,360.3126325,-1.7068103999999948,win,-85.39091187389567,86.21327871197894,-85.34053193277214,True,False,10,10,3620.194429,14530.9721520886,1523.381615974318,0.0,10,0,0,0,0,0,0,0,0.0,True,False,10,10,3603.126325,14445.631620155827,1437.9907041004224,86.21327871197894,10,0,0,0,0,0,0,0,0.25640143553266626
3,46,0000000040000000000000000000000000000000000000000000000000000000,228,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,753.8163236666666,354.6182768333333,-399.19804683333325,win,-791.4236912455126,100.47358988652971,-21686.882788512965,True,False,12,12,9045.795884,39663.97940067578,3192.0079444491525,0.0,11,0,0,0,0,0,0,0,0.0,True,False,12,12,4255.419322,17977.096612162815,2400.58425320364,100.47358988652971,12,0,0,0,0,0,0,0,0.971935530484501
3,47,0000001000000000000000000000000000000000000000000000000000000000,234,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,307.04341354545454,305.8347368181818,-1.2086767272727457,win,-88.96154253145369,90.42355690577986,-66.47723515678081,True,False,11,11,3377.477549,13392.387753099983,1698.1387325936014,0.0,11,0,0,0,0,0,0,0,0.0,True,False,11,11,3364.182105,13325.910517943203,1609.1771900621477,90.42355690577986,11,0,0,0,0,0,0,0,0.6690126215167069
3,48,0000040000000000000000000000000000000000000000000000000000000000,240,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,310.98390561538463,309.8320616153846,-1.1518440000000396,win,-81.34897867935751,73.96880408903932,-74.86985776891379,True,False,13,13,4042.790773,15973.953867489374,2643.9598111745618,0.0,10,0,0,0,0,0,0,0,0.0,True,False,13,13,4027.816801,15899.08400972046,2562.6108324952042,73.96880408903932,10,0,0,0,0,0,0,0,0.20682857275050992
3,49,0001000000000000000000000000000000000000000000000000000000000000,246,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,258.628859125,257.1775616875,-1.4512974375000454,win,-144.0582202719595,143.30751590340824,-116.10377998397598,True,False,16,16,4138.061746,17330.30872669796,1950.7050052613363,0.0,16,0,0,0,0,0,0,0,0.0,True,False,16,16,4114.840987,17214.204946713984,1806.6467849893768,143.30751590340824,16,0,0,0,0,0,0,0,0.2272756490407346
3,50,0040000000000000000000000000000000000000000000000000000000000000,252,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,343.71764010000004,342.4482447,-1.2693954000000645,win,-96.97790314824647,97.83581180985203,-63.46977183742092,True,False,10,10,3437.176401,13275.882008948662,1870.964688899184,0.0,10,0,0,0,1,1,0,0,0.0,True,False,10,10,3424.482447,13212.41223711124,1773.9867857509375,97.83581180985203,10,0,1,0,1,1,1,1,1.1085873587478545
3,51,1000000000000000000000000000000000000000000000000000000000000000,258,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,343.2818929,342.2067318,-1.0751611000000025,win,-65.20521516370036,64.03454796578667,-53.758055965901804,True,False,10,10,3432.818929,13379.094641678912,3052.737934329157,0.0,10,0,0,0,0,0,0,0,0.0,True,False,10,10,3422.067318,13325.33658571301,2987.5327191654565,64.03454796578667,10,0,0,0,0,0,0,0,0.18673982489531227
3,52,ba3d6678dd7cb0d065858640fcf0007dd3a31be73d5a5b71173279bbab46ccf3,264,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,326.4718131333333,328.774085,2.302271866666729,loss,509.90627231554595,183.09770517489795,167.67037727921343,True,False,15,15,4897.077197,21050.386004122374,965.1022991685675,0.0,15,0,0,0,0,0,0,0,0.0,True,False,15,15,4931.611275,21218.056381401588,1475.0085714841134,183.09770517489795,15,0,0,0,0,0,0,0,6.64896170149359
3,53,2f0f7f7080cea2468e02407ae424cd306a88aa29c679e003533c57445d74160b,270,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,297.2566878,295.257293,-1.9993948000000046,win,-140.45781874307522,142.3384966370565,-149.95461379969856,True,False,15,15,4458.850317,19199.251582127028,2084.698718630558,0.0,15,0,0,0,0,0,0,0,0.0,True,False,15,15,4428.859395,19049.29696832733,1944.2408998874826,142.3384966370565,15,0,0,0,0,0,0,0,0.7168206341467567
3,54,97d80d4f862e21ec78a03669b6b7714d8c40b51a8a699ba5ea7c5388c456ab65,276,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,337.7123555384615,335.91902723076925,-1.7933283076922635,win,-129.5624371257752,128.63175154587083,-116.56633218641582,True,False,13,13,4390.260622,18801.303107771975,1217.7230159204914,0.0,12,1,0,0,0,0,1,1,0.0,True,False,13,13,4366.947354,18684.73677558556,1088.1605787947162,128.63175154587083,12,1,0,0,0,0,1,1,3.060974212984206
3,55,d770912cb60bc809ff0ade4c922fa2e48f49e08e760e10f39b6fad070001ae79,282,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,286.8859626666666,284.73709433333335,-2.1488683333332688,win,-158.63632866032708,157.83866824933247,-161.1651177180065,True,False,15,15,4303.28944,17771.447191010804,1425.8969564898457,0.0,14,1,0,0,0,0,1,1,0.0,True,False,15,15,4271.056415,17610.282073292798,1267.2606278295186,157.83866824933247,14,1,0,0,0,0,1,1,2.6557884857205067
3,56,784f17a46998e17f112cffa6f4e7c8e56588c8dabd3aa02ebb1c32e44a3ffb1e,283,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,336.967258,334.9258643,-2.0413937000000146,win,-92.3833864049625,91.16642951036282,-102.0696941615879,True,False,10,10,3369.67258,13033.362903861222,2806.131937599373,0.0,10,0,0,0,0,0,0,0,0.0,True,False,10,10,3349.258643,12931.293209699634,2713.7485511944105,91.16642951036282,10,0,0,0,0,0,0,0,0.8255388917607434
3,57,1548da85d6c6e39eb890c305e8d66c0fd204ecd3c3c6cc267e1a045f97fe7a4a,288,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,275.9547888125,274.11288325,-1.841905562500017,win,-120.76884525036985,123.33075706143754,-147.35245703043256,True,False,16,16,4415.276621,18911.383107882073,2354.3082468386438,0.0,15,0,0,0,0,0,0,0,0.0,True,False,16,16,4385.806132,18764.03065085164,2233.539401588274,123.33075706143754,15,0,0,0,0,0,0,0,1.6578001532828353
3,58,3968cf2f68f506d6ea7ca59ddf7bfa1c70cb5ca081c7faf38d6551380c551f9d,294,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,324.7895638571428,322.83398285714287,-1.9555809999999383,win,-673.9801050613921,123.92588972392417,-136.89067973285273,True,False,14,14,4547.053894,18370.269478133843,2512.931596644614,0.0,13,0,0,0,0,0,0,0,0.0,True,False,14,14,4519.67576,18233.37879840099,1838.9514915832217,123.92588972392417,13,0,1,0,1,1,1,1,1.4780337067734308
3,59,c5a6a4109c0888085001a62e9a939573dfc3a9188630cddb899dfb7c060e27dd,300,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,291.75009193333335,289.6353777333333,-2.114714200000037,win,-143.6204557012352,145.10812579337548,-158.60357550740082,True,False,15,15,4376.251379,18266.25690696711,2608.693466583921,0.0,15,0,0,0,1,1,0,0,0.0,True,False,15,15,4344.530666,18107.65333145971,2465.0730108826856,145.10812579337548,15,0,1,0,1,1,1,1,2.1356315019987164
3,60,1c98b0acecb38f668a506387b2098fa851a68592867cb74166ab0144c4605406,306,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,386.1546409,383.5406357,-2.6140052000000082,win,-97.4021897211228,97.45918863690093,-130.70024765380913,True,False,10,10,3861.546409,15432.732040411931,819.4931109292372,0.0,9,1,0,0,0,0,1,1,0.0,True,False,10,10,3835.406357,15302.031792758122,722.0909212081144,97.45918863690093,9,1,0,0,0,0,1,1,6.355792128705037
3,61,04ac3add1ca2a7a7ca96c56bf0bc4d9964d00237856b65c412634d286fd42a97,312,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,344.88790871428574,343.9622865714286,-0.9256221428571507,win,-124.83783220246869,125.24824586394513,-64.793538292437,True,False,14,14,4828.430722,20467.153616899028,1937.7002680216463,0.0,13,1,0,0,0,0,1,1,0.0,True,False,14,14,4815.472012,20402.36007860659,1812.8624358191776,125.24824586394513,13,1,0,0,0,0,1,1,2.0518576417794634
3,62,a86cc0ddc589b07998f70774bf0f3a594106c04cc5bcc3536ceddfb336ee01b7,318,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,317.54221,316.9688308181818,-0.5733791818182112,win,-91.59953026438802,91.74090230072314,-31.535861772852513,True,False,11,11,3492.96431,13844.821558024618,1633.2788144818262,0.0,11,0,0,0,0,0,0,0,0.0,True,False,11,11,3486.657139,13813.285696251765,1541.6792842174382,91.74090230072314,11,0,0,0,0,0,0,0,0.14102269677164259
3,63,6364202139a56f22a4593bac2c2b49a74274a633454c597e722f367556ec01c1,324,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,352.47815854545456,350.57234854545453,-1.9058100000000309,win,-100.30191757089028,94.79709791570525,-104.81954848710848,True,False,11,11,3877.259744,15871.298731806359,2024.1789788168278,0.0,11,0,0,0,0,0,0,0,0.0,True,False,11,11,3856.295834,15766.47918331925,1923.8770612459375,94.79709791570525,11,0,0,0,0,0,0,0,2.5818483980140456
3,64,6a46f19ac7726ada9a0bbf3eaba282bef248e1c8b236c96880d8892ff792eb7f,330,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,267.8207826153846,273.50657723076927,5.68579461538468,loss,289.3689382033469,141.49834333261978,399.57664536149605,True,False,13,13,3481.670174,13743.350869321679,378.93628082200127,0.0,12,1,0,0,1,1,1,1,0.0,True,False,13,13,3555.585504,14142.927514683175,668.3052190253482,141.49834333261978,12,1,0,0,0,0,1,1,4.540415102781708
3,65,7b1f6f8cec673f9fcfd66ebb3b5a98ca08252f4c39a8a24ec462f46b685823a7,336,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,278.5678797692308,277.5893646153846,-0.9785151538461605,win,-110.9224908309609,124.72127667303269,-63.603497793719725,True,False,13,13,3621.382437,14621.912188270986,2035.1817034421126,0.0,13,0,0,0,0,0,0,0,0.0,True,False,13,13,3608.66174,14558.308690477266,1924.2592126111517,124.72127667303269,13,0,0,0,0,0,0,0,0.1793504593661055
3,66,4f2b105f432e2c81de6bcb11748644a3781d1423ebabe2231c9c704099697fc3,342,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,269.0617718666667,267.5692608,-1.4925110666666797,win,-127.63102218845142,124.29598952114992,-111.9383213048568,True,False,15,15,4035.926578,16459.63287957062,3469.04034150043,0.0,15,0,0,0,0,0,0,0,0.0,True,False,15,15,4013.538912,16347.694558265764,3341.4093193119784,124.29598952114992,15,0,0,0,0,0,0,0,0.19900663389921647
3,67,f970dc1fa6e82813e7d955be7a2c784895fbe642d9614d3dabb44caf93fb0afd,348,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,354.25358666666665,353.44228541666666,-0.8113012499999854,win,-100.2538981346438,106.13858184280832,-48.67806869508058,True,False,12,12,4251.04304,17600.21518935933,2709.3150275049948,0.0,12,0,0,0,0,0,0,0,0.0,True,False,12,12,4241.307425,17551.53712066425,2609.061129370351,106.13858184280832,12,0,0,0,0,0,0,0,0.23903684959475413
3,68,0a43a4c70fbb7645f951ca49e6bd9ea6b1532e2d1b325ec3dc7b730b65505ea5,351,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,1198.4644513333333,1196.8738455999999,-1.5906057333334047,win,-135.47999656467073,130.73843811086337,-119.29542270004458,True,False,15,15,17976.96677,83414.83384171734,1828.2753644407003,0.0,14,0,0,0,0,0,0,0,0.0,True,False,15,15,17953.107684,83295.53841901729,1692.7953678760296,130.73843811086337,14,0,0,0,0,0,0,0,3.7509286651496723
3,69,8df8a0ae76a4cd281a0b7a15188ee2a7fd08f5b90969ffcc7ae815f4f5366ebc,354,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,384.6797348,383.70118160000004,-0.9785531999999648,win,-95.24037415712542,95.35603232947163,-48.92765542379675,True,False,10,10,3846.797348,15753.986746053535,817.0942145396598,0.0,10,0,0,0,0,0,0,0,0.0,True,False,10,10,3837.011816,15705.059090629738,721.8538403825344,95.35603232947163,10,0,0,0,0,0,0,0,3.8694398603590976
3,70,d6f2558171a603d648294fa0805c6f4c91104f70676decf9a07de4030717734f,360,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,624.991115,622.5395373846154,-2.451577615384622,win,-119.6854150437182,121.2383580164934,-159.35255338261777,True,False,13,13,8124.884495,32534.422630089735,1320.7384100356794,0.0,12,0,0,0,2,1,0,0,0.0,True,False,13,13,8093.013986,32375.070076707118,1201.0529949919612,121.2383580164934,12,0,2,0,2,1,2,1,4.172230116075525
3,71,f6d3e037aa23c2a3ae9351cd4cc855074d8b9c0a4a96d52b720e802c7f742889,363,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,1747.263183909091,1400.6309586363636,-346.6322252727273,win,-100.12158468211533,110.07469199545699,-19064.772373689353,True,False,11,11,19219.895023,88884.47505448108,1706.9242768461272,0.0,10,0,0,0,1,1,0,0,0.0,True,False,11,11,15406.940545,69819.70268079173,1606.802692164012,110.07469199545699,10,0,1,0,1,1,1,1,6.627814125604004
3,72,f59ab0da552f2688f3af556b17b3b265716e331184fb2d18ec7c83f5904ef598,366,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,287.91776484615383,285.51356084615384,-2.404203999999993,win,391.27824256648,143.62542531377565,-131.27325791400835,True,False,13,13,3742.930943,15619.654717358002,1128.168279753709,0.0,13,0,0,0,0,0,0,0,0.0,True,False,13,13,3711.676291,15488.381459443994,1519.446522320189,143.62542531377565,13,0,0,0,0,0,0,0,1.7255069215352705
3,73,b90746144e04c8b3da88845b056839d55e673a696c9bea054537e2619e298b55,372,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,329.7245969090909,327.41458254545455,-2.3100143636363555,win,-115.25129920392146,111.05248902974131,-127.05079165942152,True,False,11,11,3626.970566,14129.852820728644,1723.7064309736786,0.0,11,0,0,0,0,0,0,0,0.0,True,False,11,11,3601.560408,14002.802029069222,1608.4551317697571,111.05248902974131,11,0,0,0,0,0,0,0,2.6650931512720035
3,74,fdbb8d8266f5a47c3c578640e5e4ffd0a98da717683991aece971d993d198374,378,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,292.942102,291.7893273125,-1.1527746874999707,win,-122.26190546336147,124.14329422852718,-92.2219699658126,True,False,16,16,4687.073632,19125.368147741337,3303.5110648596337,0.0,13,0,0,0,0,0,0,0,0.0,True,False,16,16,4668.629237,19033.146177775525,3181.2491593962723,124.14329422852718,13,0,0,0,0,0,0,0,3.809838780547011
3,75,9688e602a62469980db9a173df708fd85dd32e87295571c54d5956c015a8d3ed,384,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,310.76606957142855,308.78686392857145,-1.9792056428570959,win,-134.13378035848586,137.40533446186546,-138.54438944978028,True,False,14,14,4350.724974,18263.624853135138,1732.4363254716893,0.0,13,1,0,0,0,0,1,1,0.0,True,False,14,14,4323.016095,18125.080463685357,1598.3025451132035,137.40533446186546,13,1,0,0,0,0,1,1,0.3997198299538809
3,76,203900a04f3213c83cfd64fcde62304947dcfa0b0e564a2484b2ca9f30079ac5,390,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,1791.9464777333335,1790.5712467333333,-1.3752310000002126,win,-138.23635442106388,132.7193184796071,-103.14230756097822,True,False,15,15,26879.197166,126760.98582720716,2888.8009914727327,0.0,13,1,0,0,1,1,1,1,0.0,True,False,15,15,26858.568701,126657.84351964618,2750.564637051669,132.7193184796071,13,1,1,0,1,1,2,1,0.789644485335316
3,77,8c9018fdbc851f5eca97c37a399d64c2f8251ee55e80d15eba489fefe150ab1c,396,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,390.7559365384616,388.84326138461535,-1.9126751538462372,win,-105.14984022370072,105.23104575234291,-124.3238905463877,True,False,13,13,5079.827175,20739.13593208932,2158.2373752997173,0.0,12,0,0,0,1,1,0,0,0.0,True,False,13,13,5054.962398,20614.812041542933,2053.0875350760166,105.23104575234291,12,0,1,0,1,1,1,1,0.25173441133688357
3,78,d036688037ab4281d988dd57fe83338d05c8008c5b4b2f8c63accd4c2a9d5598,402,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,320.9703854,318.3273154,-2.643070000000023,win,-116.91666714858616,110.25727154987925,-132.15348779074884,True,False,10,10,3209.703854,12503.519271513733,1169.9790483157947,0.0,10,0,0,0,0,0,0,0,0.0,True,False,10,10,3183.273154,12371.365783722984,1053.0623811672085,110.25727154987925,10,0,0,0,0,0,0,0,6.700689801507508
3,79,a6ba2dd1b21b567d9d7e3a352524e055066cefce17e809774129cd8e632d97fe,408,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,257.4288715625,259.157043,1.7281714375000092,loss,-436.79379065417925,139.0216662302196,113.25371808302589,True,False,16,16,4118.861945,16964.309749333333,3594.36232150271,0.0,14,0,0,0,2,1,0,0,0.0,True,False,16,16,4146.512688,17077.56346741636,3157.568530848531,139.0216662302196,14,0,2,0,2,1,2,1,4.144228636806702
3,80,94018b9b3219c756621656d79d2b577167a27a0060befd05e569be644dfc0b9c,414,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,368.32002339999997,365.7645499,-2.555473499999948,win,-105.75324267092788,107.81641472495427,-127.77367889995912,True,False,10,10,3683.200234,14821.001172108881,999.3309572209212,0.0,10,0,0,0,0,0,0,0,0.0,True,False,10,10,3657.645499,14693.227493208922,893.5777145499933,107.81641472495427,10,0,0,0,0,0,0,0,1.2918416853747487
3,81,f5e448db998402da006dd0a63b61cef865dacc9d9d4caa4e8ad34f48feb6ea1e,420,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,329.6800227692308,328.5614180769231,-1.1186046923077129,win,-70.23847116215757,70.23847116215818,-72.7092991890895,True,False,13,13,4285.840296,17379.20147308884,2191.890842242493,0.0,9,1,0,0,0,0,1,1,0.0,True,False,13,13,4271.298435,17306.49217389975,2121.6523710803353,70.23847116215818,9,1,0,0,0,0,1,1,0.8067471622667881
3,82,8127aa1ef27a701b4627f2a9b49c3ccf8a81d85105ebc1e2dbbc65dd1e9cf686,426,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,250.42598825,249.01560425,-1.4103839999999934,win,-146.48031085850425,158.0801240996623,-112.83073344505465,True,False,16,16,4006.815812,16674.07905947001,2951.6592358701996,0.0,16,0,0,0,1,1,0,0,0.0,True,False,16,16,3984.249668,16561.248326024954,2805.1789250116954,158.0801240996623,16,0,1,0,1,1,1,1,2.6328511063575206
3,83,49f8ce17d98b74d4934e7d721b6fbc06e02787155797de9f775ea3e24b4c0c87,432,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,291.64831746153845,289.90267046153843,-1.7456470000000195,win,-106.31220760970245,112.49962330210572,-113.4670329780256,True,False,13,13,3791.428127,14807.140626076065,2226.8009656052373,0.0,13,0,0,0,1,1,0,0,0.0,True,False,13,13,3768.734716,14693.67359309804,2120.488757995535,112.49962330210572,13,0,1,0,1,1,1,1,0.44663566504942764
3,84,66425253a769bb2c957eca16b1b8a4ac846609f9c9e9fbb8ee3f46a995a03df3,438,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,356.759837,354.33709554545453,-2.4227414545454735,win,-121.298844147811,115.25704368872258,-133.2507644235684,True,False,11,11,3924.358207,16081.79101971939,1707.1614664489286,0.0,11,0,0,0,0,0,0,0,0.0,True,False,11,11,3897.708051,15948.540255295822,1585.8626223011177,115.25704368872258,11,0,0,0,0,0,0,0,3.3480324635485204
3,85,a15bbdfc4c87482262295c719a883d867c503d508db8e94bd8380fddf9345293,444,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,419.99426538461535,418.97066669230765,-1.0235986923077007,win,-114.1873214955649,112.64078917149857,-66.53391631723571,True,False,13,13,5459.92545,21994.627288712905,3289.884295824738,0.0,12,0,0,0,0,0,0,0,0.0,True,False,13,13,5446.618667,21928.09337239567,3175.696974329173,112.64078917149857,12,0,0,0,0,0,0,0,0.6824832419171116
3,86,20eb4f3904a69054d9761472a73fc2d576f7717320933de3ea5f7d3d73322aa3,450,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,330.42199941666667,325.7157030833333,-4.706296333333341,win,-309.67640644403957,131.32899748448997,-307.3777830742147,True,False,12,12,3965.063993,16080.319956479805,1207.2159141740983,0.0,12,0,0,0,2,1,0,0,0.0,True,False,12,12,3908.588437,15772.94217340559,897.5395077300587,131.32899748448997,12,0,2,0,2,1,2,1,0.40107829316025345
3,87,1080c3e927c1683056c3e816124e72eaffabaa26960f0d3c787ee9f95cf6563f,455,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,384.456161,381.2718403,-3.1843207000000007,win,-126.60988471955443,126.53541796117827,-159.21602834810074,True,False,10,10,3844.56161,15292.808040499209,1760.4159375455208,0.0,10,0,0,0,0,0,0,0,0.0,True,False,10,10,3812.718403,15133.592012151108,1633.8060528259664,126.53541796117827,10,0,0,0,0,0,0,0,6.156740449919056
3,88,fa71271cf39f080ccda04b745523eb06b01a10490c123c1aad8553c6036d9131,456,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,291.8609779375,289.560648,-2.3003299375000097,win,-180.99550996749758,177.17561010736142,-184.026406650446,True,False,16,16,4669.775647,19978.878232911986,2294.280643364368,0.0,16,0,0,0,0,0,0,0,0.0,True,False,16,16,4632.970368,19794.85182626154,2113.2851333968706,177.17561010736142,16,0,0,0,0,0,0,0,1.9776713503264318
3,89,06c348606eb2e414823bd970e2eeb0db811b46dc975606d5c91e6e719d2ea8a9,462,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,318.56881741666666,316.83760366666667,-1.7312137499999949,win,-110.49309645176436,114.99058774344915,-103.87282075454277,True,False,12,12,3822.825809,15924.129034075022,2002.4029852413878,0.0,12,0,0,0,0,0,0,0,0.0,True,False,12,12,3802.051244,15820.25621332048,1891.9098887896234,114.99058774344915,12,0,0,0,0,0,0,0,1.8420307807259633
3,90,eff26fad7c2b82a7f4c6b5d9abd9801c8889be505d185f96594d0ae0483ef080,468,P3_current_grid_v1,P3_current_grid_v1_nccp,FULL_CLEAR,FULL_CLEAR,383.8230246,381.7078806,-2.1151439999999866,win,-97.90308526788908,97.87047633091989,-105.75720904083391,True,False,10,10,3838.230246,15466.151236111371,742.9704145971914,0.0,9,1,0,0,0,0,1,1,0.0,True,False,10,10,3817.078806,15360.394027070537,645.0673293293023,97.87047633091989,9,1,0,0,0,0,1,1,6.403692783196586
