seed,seed_hex,stress,problem,variant,run_status,engine_end_reason,total,cleared,clear_rate,error,mean_time_per_source,virtual_time_s,distance,runtime,device,fallback_count,grid_points,clear_attempts,optical_clear_attempts,diagnostic_count,detect_count,switch_count,config_hash,scene_hash,source_hash,directional_count,evidence,grid_version,stage_discovery_s,stage_active_localization_s,stage_diagnostic_s,stage_optical_fallback_s,stage_certified_clear_s,stage_sum_error_s
0,0000000000000000000000000000000000000000000000000000000000000000,byte_pattern,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,260.2759700666667,3904.139551,15990.697747888986,0.5124402999990707,cpu,0,0,15,0,0,106,101,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,67d5b8e9c1bd64b99f561877a6bcf68d460522292c9ffa243333ab00f1b8e97b,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1875.99834,1505.6515259999994,0.0,0.0,522.4896850000007,0.0
1,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,byte_pattern,3,P3_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,357.7748098571428,5008.847338,21499.236700852474,0.5541002999998454,cpu,0,0,14,0,0,108,99,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,6504988f67731f6f53a8892dc59f16815ae82c90fd460836d49f0075213c7b41,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1945.821974,2663.8689010000003,0.0,0.0,399.15646299999946,0.0
2,000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f,byte_pattern,3,P3_current_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,313.39484015384613,4074.132922,16765.664614929265,0.5338431000000128,cpu,0,0,13,0,0,111,101,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,fa0d6996b45fb0cb89765d4a8804c4f81649adc707dcd57d318ed0c253fc39b2,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1609.7828290000007,2060.009825,0.0,0.0,404.3402679999993,4.547473508864641e-13
3,1f1e1d1c1b1a191817161514131211100f0e0d0c0b0a09080706050403020100,byte_pattern,3,P3_current_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,332.53949341666663,3990.473921,16502.369594499127,0.5607488000005105,cpu,0,0,12,0,0,107,95,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,27625219ae30d42518a0d3d19a21a238b9bee74c23228226a439fa791d411c13,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1582.313284,2131.4736460000004,0.0,0.0,276.68699099999964,0.0
4,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,byte_pattern,3,P3_current_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,375.244212,4127.686332,16863.43166042197,0.4604156999994302,cpu,0,0,11,0,0,118,110,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,922dfbf24fd3fb84805fab8054f5806bd6632eacd9f8c56a2c71fc421f468d0b,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,2127.334321,1637.496728999999,0.0,0.0,362.8552820000013,0.0
5,5555555555555555555555555555555555555555555555555555555555555555,byte_pattern,3,P3_current_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,304.61398584615387,3959.981816,16169.909065681184,0.4263544000004913,cpu,0,0,13,0,0,111,106,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,272c78947f468818b77a9dceeba71bfb434b723fc7e4bd538672a0dac9a63188,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1632.6547620000001,2048.9080859999995,0.0,0.0,278.4189680000003,0.0
6,0000000000000000000000000000000000000000000000000000000000000001,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,381.8998779090909,4200.898657,17419.49328895423,0.5285715999998502,cpu,0,0,11,0,0,112,102,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,dd5b673e0658725ae31d48c8f8005cb08756242f86ec8d90a0c778aa5f964965,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1690.1846959999998,2238.0419840000004,0.0,0.0,272.67197699999963,0.0
7,0000000000000000000000000000000000000000000000000000000000000002,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,342.6904363,3426.904363,13194.521819223331,0.34811640000043553,cpu,0,0,10,0,0,124,118,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,0f15777b9f8ce3559d8ef6e661c5a994b025270e5723338bdfd56edcac892414,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1464.2439380000003,1518.9738230000005,0.0,0.0,443.6866019999993,0.0
8,0000000000000000000000000000000000000000000000000000000000000004,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,306.160853,4898.573648,21177.868250070398,0.6029374000008829,cpu,0,0,16,0,0,99,88,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,bf2ea284830da4f97724848567a7669746a87e60e18056842fd6315379f1ab0f,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1958.4699609999996,2262.648384,0.0,0.0,677.4553029999997,0.0
9,0000000000000000000000000000000000000000000000000000000000000008,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,255.880137125,4094.082194,16910.410971234774,0.6293389999991632,cpu,0,0,16,0,0,107,97,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,0d7fbbbc5f8736c471ca265e7378208c7ee7a6e7eeedd13caa4a7f08821f164e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1307.5528959999997,2275.500751,0.0,0.0,511.0285470000003,0.0
10,0000000000000000000000000000000000000000000000000000000000000010,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,293.5201657142857,4109.28232,16956.411602031174,0.5168155000010302,cpu,0,0,14,0,0,109,103,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,43803986c4166eaf36122fda30d62a2ba05419407f184a811353c90b5b905d1c,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1703.8023550000005,1892.8455280000003,0.0,0.0,512.6344369999994,0.0
11,0000000000000000000000000000000000000000000000000000000000000020,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,254.198330375,4067.173286,16220.866421171399,0.5900865999992675,cpu,0,0,16,0,0,125,118,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,f7e2c948af666fd9cbb5ab258274accc7d8299e78bd7f950a5ad5e189317deeb,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1450.8049900000005,2242.753036999999,0.0,0.0,373.61525900000066,0.0
12,0000000000000000000000000000000000000000000000000000000000000040,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,291.22918473333334,4368.437771,18477.188862051677,0.5705710000002,cpu,0,0,15,0,0,101,93,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,01936da6915c2cd97e502cd6b4fb3bf69aa0d60d401e10b65a76684813e0c76c,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1634.270976999999,2129.2572020000007,0.0,0.0,604.909592,0.0
13,0000000000000000000000000000000000000000000000000000000000000080,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,346.16909139999996,3461.690914,13728.454567640536,0.3880761000000348,cpu,0,0,10,0,0,112,106,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,1c2f623a38145e9a369d85805d4134a4f36c2c86d75dd18d0bd86d22af28e513,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1688.606792,1368.6186069999999,0.0,0.0,404.4655149999996,4.547473508864641e-13
14,0000000000000000000000000000000000000000000000000000000000000100,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,389.9972903,3899.972903,15984.864502020819,0.39356950000001234,cpu,0,0,10,0,0,110,103,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,a081280d9ffba11721e6f70139906e0b17b1a8139d9b28676eaa1bcb3bbe54c2,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1723.0872110000003,1787.5141350000001,0.0,0.0,389.3715569999995,0.0
15,0000000000000000000000000000000000000000000000000000000000000200,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,371.87642584615384,4834.393536,20836.96769195783,0.6078870000001189,cpu,0,0,13,0,0,102,92,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,ac9c9a8d6e3613851dc358baa7fad9d25f5fb12a6bf6b7ecb13b52a502e4af2a,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,2170.626561,2230.7574140000006,0.0,0.0,433.00956099999934,0.0
16,0000000000000000000000000000000000000000000000000000000000000400,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,289.8976725333333,4348.465088,18712.32543753184,0.6101514000001771,cpu,0,0,15,0,0,90,81,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,4a984e4e26f7db09697a8b38cb58bfe33e03828c96caa75a91814970813ea853,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1926.8699460000003,1996.8814129999994,0.0,0.0,424.7137290000003,0.0
17,0000000000000000000000000000000000000000000000000000000000000800,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,244.52850506666667,3667.927576,14724.637888337209,0.5404602000016894,cpu,0,0,15,0,0,109,103,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,2f4011df832b10041955a9368f54783b95682e8bb5cbb5b7b7e44c34cb16b77f,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1391.4162370000001,1780.295807,0.0,0.0,496.215532,0.0
18,0000000000000000000000000000000000000000000000000000000000001000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,374.1362158,3741.362158,15251.810796361231,0.39530919999924663,cpu,0,0,10,0,0,108,101,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,91875d626d35727adae39b4fea15e666d88381ff375515d72b97977144105366,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,2162.381999,1201.220913,0.0,0.0,377.7592459999998,0.0
19,0000000000000000000000000000000000000000000000000000000000002000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,379.782157,3797.82157,15549.107841393825,0.4389525999995385,cpu,0,0,10,0,0,108,98,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,b6ec9fa87e6c959d82988ddc43369074521326a9961490fa69c26c0a58b1edb3,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1916.4606319999996,1547.843095,0.0,0.0,333.5178430000006,0.0
20,0000000000000000000000000000000000000000000000000000000000004000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,544.4364730833333,6533.237677,27746.18840539013,0.42263180000009015,cpu,1,390,102,91,0,110,104,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,b2c6b7c05bd9d691077d36fdce6eecad21a8ee90db68a197612eacf6881e6c87,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1698.6128250000002,1246.6140390000003,0.0,3090.6897619999995,497.3210510000001,0.0
21,0000000000000000000000000000000000000000000000000000000000008000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,315.25702716666666,3783.084326,15245.421626347419,0.3714251000001241,cpu,0,0,12,0,0,113,109,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,8fb78cd5e13961b5632f88bdb8cc3ccf1e99f7bf600df3eec75f555c4f966b4e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1929.6421599999999,1057.2133690000007,0.0,0.0,796.2287969999996,0.0
22,0000000000000000000000000000000000000000000000000000000000010000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,307.1222093076923,3992.588721,16237.943618447684,0.39900699999998324,cpu,3,228,22,12,0,110,103,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,bcee0bcddd3d09134e905de427971c9c850f852395166cd068a2e9b912a4eae1,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1583.3827449999997,1409.4804010000003,0.0,742.0147080000002,257.7108669999999,4.547473508864641e-13
23,0000000000000000000000000000000000000000000000000000000000020000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,348.56110753846156,4531.294398,19196.47198703477,0.5605656000007002,cpu,0,0,13,0,0,106,97,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,2a0d596f5a5e81962f3ed09f998fc48e2ccb77d2749392cf059a240f91c1d9d6,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1982.1031479999995,2279.054599000001,0.0,0.0,270.1366509999995,0.0
24,0000000000000000000000000000000000000000000000000000000000040000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,263.74804675,4219.968748,17654.843741431305,0.6336457999987033,cpu,0,0,16,0,0,103,94,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,9caaa90a943395c684f3e8ae7961ff4b88bf6f7a5d77e9359d25fdababa5ebf6,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1580.1170060000002,1982.4540060000004,0.0,0.0,657.3977359999996,0.0
25,0000000000000000000000000000000000000000000000000000000000080000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,335.4251487142857,4695.952082,19964.760411772906,0.6207441000005929,cpu,0,0,14,0,0,107,98,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,432ef9d06aeacd2e23639ba0ac99d04234d2749f7e6cf7116d72ab22dcef39e2,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,2017.108092,2198.644867,0.0,0.0,480.1991229999997,9.094947017729282e-13
26,0000000000000000000000000000000000000000000000000000000000100000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,374.2422336363636,4116.66457,17253.32285687796,0.41623300000173913,cpu,0,0,11,0,0,103,96,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,7f4fc9df535d7342d1834b522ce45de1c0ee66eb59e98f6674529df1a23652e3,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,2218.4763410000005,1366.1126000000008,0.0,0.0,532.075628999999,9.094947017729282e-13
27,0000000000000000000000000000000000000000000000000000000000200000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,611.0306681999999,9165.460023,37082.30021205588,0.5738557000004221,cpu,1,385,378,364,0,99,90,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,e55d55ac3c749cec8b4824c5a14f5e322b496b51c667a2a76ca1a7bbce517522,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1882.2715050000004,1405.4228289999987,0.0,5103.874902999999,773.8907860000011,0.0
28,0000000000000000000000000000000000000000000000000000000000400000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,284.5411796428572,3983.576515,16067.882567937751,0.5897808999998233,cpu,0,0,14,0,0,118,110,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,01486768ad17dfd9baae11cf18a18e0362d0027249b350cb7e0d3c32af5ca1d1,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1418.067045,2078.0814740000005,0.0,0.0,487.42799599999944,4.547473508864641e-13
29,0000000000000000000000000000000000000000000000000000000000800000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,313.0579390714286,4382.811147,18534.055731834713,0.5753272999991168,cpu,0,0,14,0,0,102,96,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,ba32288dc425bb171ece37311f90b394b12a77010d508ef8bd367c0cb20f3dc1,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,2000.8765619999995,1904.8407300000001,0.0,0.0,477.0938550000007,0.0
30,0000000000000000000000000000000000000000000000000000000001000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,266.573534375,4265.17655,17740.882753129586,0.6303792999988218,cpu,0,0,16,0,0,108,97,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,7674b8169b841100721a560cdeb368e35e744139573b74d131aabeba6149c59a,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1591.6291820000001,1874.6622530000006,0.0,0.0,798.8851149999995,0.0
31,0000000000000000000000000000000000000000000000000000000002000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,315.74346841666664,3788.921621,15474.608101319503,0.5231714000001375,cpu,0,0,12,0,0,107,99,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,34cfc5dee3f434bbfb71ce96b8417da724f307dfc95b447ffbdefe8ef2d43e50,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1413.9055229999997,1869.338986,0.0,0.0,505.6771120000003,0.0
32,0000000000000000000000000000000000000000000000000000000004000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,303.76321153333333,4556.448173,19482.240887805867,0.5842859000003955,cpu,0,0,15,0,0,99,90,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,ab7fc772089604682cf8575627c551efdb7e4b7f492a9001446cbf57bb59993b,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1661.1056960000008,2478.5026639999996,0.0,0.0,416.8398129999993,0.0
33,0000000000000000000000000000000000000000000000000000000008000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,381.5898339090909,4197.488173,17572.440865690427,0.4415904999987106,cpu,0,0,11,0,0,106,98,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,4c216e84e3b0643659333fcdeca3c28c8637343efe0873817f51b9762a95db34,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,2206.41921,1712.0692579999998,0.0,0.0,278.9997050000002,0.0
34,0000000000000000000000000000000000000000000000000000000010000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,239.3117868,3589.676802,14428.38400310178,0.5513070999986667,cpu,0,0,15,0,0,106,99,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,8d92f035eb8445e0ee4fc424477642b61a359932a0a14535e7bd0a7ebfd7fbad,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1598.8925759999997,1535.050870999999,0.0,0.0,455.7333550000013,0.0
35,0000000000000000000000000000000000000000000000000000000020000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,375.7519423636364,4133.271366,16876.356835271752,0.4310626999995293,cpu,0,0,11,0,0,118,113,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,a92911491f017652a88715a3b596bad2662248528e65c801c8e7c19bf24c8ffa,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,2086.487118,1421.0876420000002,0.0,0.0,625.6966059999999,0.0
36,0000000000000000000000000000000000000000000000000000000040000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,259.6589266428571,3635.224973,14581.124858722094,0.5180702000016026,cpu,0,0,14,0,0,109,104,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,cf7b9b77d669322324098ee6cc66d161006828e5dcc9b4a187488dbf7f7f23fe,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1531.1367869999995,1722.8088410000007,0.0,0.0,381.2793449999996,0.0
37,0000000000000000000000000000000000000000000000000000000080000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,299.4700858,4492.051287,18850.256416194836,0.5821856000002299,cpu,0,0,15,0,0,109,102,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,968b16268e75c243314b5ae619f2f836a42019caa73d191cefa0a5442c1f6a52,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1856.4865100000002,2016.8263189999996,0.0,0.0,618.7384580000005,0.0
38,0000000000000000000000000000000000000000000000000000000100000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,274.389360625,4390.22977,18046.14887186978,0.6117326000003231,cpu,1,36,30,15,0,111,104,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,425f8089092268ac2d2a0d3172c62a494e2f7e61e2ee52dd8a826c4decdcf1cb,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1490.393081,1970.0045840000005,0.0,523.4900939999998,406.3420109999998,0.0
39,0000000000000000000000000000000000000000000000000000000200000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,288.61603433333335,4329.240515,18471.20255795964,0.6037047000008897,cpu,0,0,15,0,0,95,85,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,ecdec403f2f309f01c2f578c4daf5d2f82e92873f321d88399f9a43b0f7583ad,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1888.9764519999994,1797.834511000001,0.0,0.0,642.4295520000001,0.0
40,0000000000000000000000000000000000000000000000000000000400000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,294.7725903333333,4421.588855,18407.944295026573,0.5882041000004392,cpu,0,0,15,0,0,112,105,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,548e57cba581eeddeb2a2881119444f418e94021826e57270dee675034e5ec75,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1818.1519589999996,2027.779594,0.0,0.0,575.6573020000004,0.0
41,0000000000000000000000000000000000000000000000000000000800000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,338.4688959,3384.688959,13078.4447899234,0.4595859000000928,cpu,0,0,10,0,0,121,114,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,55445519f7c41cea264aab655123d1c6fb03493848099b103a94fcb940edb147,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1549.0975960000003,1603.4964650000004,0.0,0.0,232.09489799999938,0.0
42,0000000000000000000000000000000000000000000000000000001000000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,336.9791564615385,4380.729034,18403.645163491085,0.5618212999997922,cpu,0,0,13,0,0,107,100,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,1e982d80df9f8f166070f6a12b9a31cff052eca79cd81e843d8d1425ea549aa5,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,2140.6178960000007,1865.379500999999,0.0,0.0,374.73163700000066,0.0
43,0000000000000000000000000000000000000000000000000000002000000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,277.3666892857143,3883.13365,15685.668245892493,0.5042754999994941,cpu,0,0,14,0,0,114,106,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,10d17d8e6d3627fdff0f60b3af1a25b3ecd1fd0fe5bb60659218f2dd78180695,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1381.6655990000004,1927.3643020000004,0.0,0.0,574.1037489999997,4.547473508864641e-13
44,0000000000000000000000000000000000000000000000000000004000000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,260.0132769375,4160.212431,17631.062149766196,0.6542503000000579,cpu,0,0,16,0,0,94,84,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,bbf78eb080b4179bd773ccb49737222c1de844c3aa9f04714c5c91c5a1760a23,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1454.1066410000003,2154.3041990000006,0.0,0.0,551.8015909999992,0.0
45,0000000000000000000000000000000000000000000000000000008000000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,286.1980901333333,4292.971352,17709.85676539797,0.5731465000008029,cpu,0,0,15,0,0,114,106,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,dac4419e51949948b4f1ff43c779b0bb3f7a9df33ef9c376778dad732530babe,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,0,recovered_practice_engine_local,grid_v1,1579.9128810000002,2197.372669,0.0,0.0,515.6858019999995,0.0
