N,cohort,comparison,delta_detection_s,delta_failed_clear_s,delta_movement_s,delta_s_per_source,delta_switch_s,delta_total_s,directional_count,family,id,strict_mixed
14,evaluation,C-B,-115,0,-453.25098957565933,-42.16078485714286,-22,-590.2509879999998,4,practice-gen-v1,82,True
14,evaluation,C-A,-115,0,-453.25098957565933,-42.16078485714286,-22,-590.2509879999998,4,practice-gen-v1,82,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,6,practice-gen-v1,83,True
11,evaluation,C-B,225,0,-1618.5760104312817,-121.3250917272727,59,-1334.5760090000003,6,practice-gen-v1,83,True
11,evaluation,C-A,225,0,-1618.5760104312817,-121.3250917272727,59,-1334.5760090000003,6,practice-gen-v1,83,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,2,practice-gen-v1,84,True
15,evaluation,C-B,55,0,-1123.9717905531616,-69.93145266666659,20,-1048.9717899999996,2,practice-gen-v1,84,True
15,evaluation,C-A,55,0,-1123.9717905531616,-69.93145266666659,20,-1048.9717899999996,2,practice-gen-v1,84,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,8,practice-gen-v1,85,True
10,evaluation,C-B,-465,0,-886.2093269441881,-143.72093270000016,-86,-1437.2093270000005,8,practice-gen-v1,85,True
10,evaluation,C-A,-465,0,-886.2093269441881,-143.72093270000016,-86,-1437.2093270000005,8,practice-gen-v1,85,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,3,practice-gen-v1,86,True
15,evaluation,C-B,-195,0,-925.3307976050143,-76.88871993333328,-33,-1153.3307989999994,3,practice-gen-v1,86,True
15,evaluation,C-A,-195,0,-925.3307976050143,-76.88871993333328,-33,-1153.3307989999994,3,practice-gen-v1,86,True
14,evaluation,B-A,0,0,0.0,0.0,0,0.0,1,practice-gen-v1,87,True
14,evaluation,C-B,-650,0,-1040.3625514406472,-129.45446821428584,-122,-1812.3625550000015,1,practice-gen-v1,87,True
14,evaluation,C-A,-650,0,-1040.3625514406472,-129.45446821428584,-122,-1812.3625550000015,1,practice-gen-v1,87,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,88,True
10,evaluation,C-B,-460,0,-1475.388954032192,-201.93889560000002,-84,-2019.3889560000007,9,practice-gen-v1,88,True
10,evaluation,C-A,-460,0,-1475.388954032192,-201.93889560000002,-84,-2019.3889560000007,9,practice-gen-v1,88,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,5,practice-gen-v1,89,True
12,evaluation,C-B,-170,0,-1046.3447610984956,-103.61206324999989,-27,-1243.3447589999996,5,practice-gen-v1,89,True
12,evaluation,C-A,-170,0,-1046.3447610984956,-103.61206324999989,-27,-1243.3447589999996,5,practice-gen-v1,89,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,3,practice-gen-v1,90,True
10,evaluation,C-B,-480,0,-1230.6469001671335,-179.7646899,-87,-1797.6468989999994,3,practice-gen-v1,90,True
10,evaluation,C-A,-480,0,-1230.6469001671335,-179.7646899,-87,-1797.6468989999994,3,practice-gen-v1,90,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,1,practice-gen-v1,91,True
11,evaluation,C-B,-390,0,-1910.5488851043542,-215.50444381818193,-70,-2370.548882000001,1,practice-gen-v1,91,True
11,evaluation,C-A,-390,0,-1910.5488851043542,-215.50444381818193,-70,-2370.548882000001,1,practice-gen-v1,91,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,10,practice-gen-v1,92,False
10,evaluation,C-B,-380,0,-1303.113670788273,-174.61136690000012,-63,-1746.1136690000003,10,practice-gen-v1,92,False
10,evaluation,C-A,-380,0,-1303.113670788273,-174.61136690000012,-63,-1746.1136690000003,10,practice-gen-v1,92,False
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,8,practice-gen-v1,93,True
11,evaluation,C-B,-805,0,-720.751757082119,-153.06834181818192,-158,-1683.751760000001,8,practice-gen-v1,93,True
11,evaluation,C-A,-805,0,-720.751757082119,-153.06834181818192,-158,-1683.751760000001,8,practice-gen-v1,93,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,7,practice-gen-v1,94,True
12,evaluation,C-B,-615,0,-1027.536293636341,-146.79469124999991,-119,-1761.5362949999999,7,practice-gen-v1,94,True
12,evaluation,C-A,-615,0,-1027.536293636341,-146.79469124999991,-119,-1761.5362949999999,7,practice-gen-v1,94,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,95,True
10,evaluation,C-B,-535,0,-1086.2889498135846,-172.22889469999984,-101,-1722.288946999999,9,practice-gen-v1,95,True
10,evaluation,C-A,-535,0,-1086.2889498135846,-172.22889469999984,-101,-1722.288946999999,9,practice-gen-v1,95,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,11,practice-gen-v1,96,False
11,evaluation,C-B,-345,0,-1404.5422263605985,-164.3220201818183,-58,-1807.542222,11,practice-gen-v1,96,False
11,evaluation,C-A,-345,0,-1404.5422263605985,-164.3220201818183,-58,-1807.542222,11,practice-gen-v1,96,False
16,evaluation,B-A,-160,0,-1248.8481333557052,-89.55300831249997,-24,-1432.8481329999995,15,practice-gen-v1,97,True
16,evaluation,C-B,-180,0,-163.23279727616608,-23.327050062500007,-30,-373.2328010000001,15,practice-gen-v1,97,True
16,evaluation,C-A,-340,0,-1412.080930631871,-112.88005837499998,-54,-1806.0809339999996,15,practice-gen-v1,97,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,10,practice-gen-v1,98,False
10,evaluation,C-B,-115,0,-1389.117067332237,-151.71170680000023,-13,-1517.1170680000014,10,practice-gen-v1,98,False
10,evaluation,C-A,-115,0,-1389.117067332237,-151.71170680000023,-13,-1517.1170680000014,10,practice-gen-v1,98,False
13,evaluation,B-A,0,0,0.0,0.0,0,0.0,4,practice-gen-v1,99,True
13,evaluation,C-B,-135,0,-1075.1281130802745,-94.62523953846141,-20,-1230.1281139999992,4,practice-gen-v1,99,True
13,evaluation,C-A,-135,0,-1075.1281130802745,-94.62523953846141,-20,-1230.1281139999992,4,practice-gen-v1,99,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,4,practice-gen-v1,100,True
15,evaluation,C-B,-395,0,-1017.63292429227,-98.57552826666677,-66,-1478.6329240000014,4,practice-gen-v1,100,True
15,evaluation,C-A,-395,0,-1017.63292429227,-98.57552826666677,-66,-1478.6329240000014,4,practice-gen-v1,100,True
13,evaluation,B-A,0,0,0.0,0.0,0,0.0,1,practice-gen-v1,101,True
13,evaluation,C-B,-15,0,-1062.1867216767416,-82.32205530769227,7,-1070.1867189999994,1,practice-gen-v1,101,True
13,evaluation,C-A,-15,0,-1062.1867216767416,-82.32205530769227,7,-1070.1867189999994,1,practice-gen-v1,101,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,5,practice-gen-v1,102,True
10,evaluation,C-B,-435,0,-1313.4795483872767,-182.64795530000015,-78,-1826.479553000001,5,practice-gen-v1,102,True
10,evaluation,C-A,-435,0,-1313.4795483872767,-182.64795530000015,-78,-1826.479553000001,5,practice-gen-v1,102,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,3,practice-gen-v1,103,True
11,evaluation,C-B,-535,0,-793.8165566130396,-130.16514127272717,-103,-1431.816553999999,3,practice-gen-v1,103,True
11,evaluation,C-A,-535,0,-793.8165566130396,-130.16514127272717,-103,-1431.816553999999,3,practice-gen-v1,103,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,11,practice-gen-v1,104,True
12,evaluation,C-B,-550,0,-1068.028664020192,-142.83572183333342,-96,-1714.0286620000006,11,practice-gen-v1,104,True
12,evaluation,C-A,-550,0,-1068.028664020192,-142.83572183333342,-96,-1714.0286620000006,11,practice-gen-v1,104,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,105,True
10,evaluation,C-B,-365,0,-996.8305215290733,-142.58305239999993,-64,-1425.830523999999,9,practice-gen-v1,105,True
10,evaluation,C-A,-365,0,-996.8305215290733,-142.58305239999993,-64,-1425.830523999999,9,practice-gen-v1,105,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,13,practice-gen-v1,106,True
15,evaluation,C-B,-275,0,-1206.4782048324262,-102.16521399999999,-51,-1532.4782099999993,13,practice-gen-v1,106,True
15,evaluation,C-A,-275,0,-1206.4782048324262,-102.16521399999999,-51,-1532.4782099999993,13,practice-gen-v1,106,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,10,practice-gen-v1,107,True
12,evaluation,C-B,-75,0,-1212.1854722283001,-107.26545558333328,0,-1287.1854669999993,10,practice-gen-v1,107,True
12,evaluation,C-A,-75,0,-1212.1854722283001,-107.26545558333328,0,-1287.1854669999993,10,practice-gen-v1,107,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,5,practice-gen-v1,108,True
15,evaluation,C-B,-650,0,-610.8104354468348,-91.85402893333344,-117,-1377.810434000001,5,practice-gen-v1,108,True
15,evaluation,C-A,-650,0,-610.8104354468348,-91.85402893333344,-117,-1377.810434000001,5,practice-gen-v1,108,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,2,practice-gen-v1,109,True
15,evaluation,C-B,5,0,-1071.2311478106035,-70.81540966666671,4,-1062.2311450000016,2,practice-gen-v1,109,True
15,evaluation,C-A,5,0,-1071.2311478106035,-70.81540966666671,4,-1062.2311450000016,2,practice-gen-v1,109,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,7,practice-gen-v1,110,True
10,evaluation,C-B,-410,0,-301.9641798732322,-78.69641820000015,-75,-786.9641819999997,7,practice-gen-v1,110,True
10,evaluation,C-A,-410,0,-301.9641798732322,-78.69641820000015,-75,-786.9641819999997,7,practice-gen-v1,110,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,8,practice-gen-v1,111,True
10,evaluation,C-B,-885,0,-546.7767217120287,-160.27767169999993,-171,-1602.7767169999988,8,practice-gen-v1,111,True
10,evaluation,C-A,-885,0,-546.7767217120287,-160.27767169999993,-171,-1602.7767169999988,8,practice-gen-v1,111,True
14,evaluation,B-A,0,0,0.0,0.0,0,0.0,11,practice-gen-v1,112,True
14,evaluation,C-B,-310,0,-1139.3718190498716,-107.52655821428573,-56,-1505.3718150000004,11,practice-gen-v1,112,True
14,evaluation,C-A,-310,0,-1139.3718190498716,-107.52655821428573,-56,-1505.3718150000004,11,practice-gen-v1,112,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,113,True
10,evaluation,C-B,-390,0,-1129.5452502494772,-158.05452520000006,-61,-1580.545252,9,practice-gen-v1,113,True
10,evaluation,C-A,-390,0,-1129.5452502494772,-158.05452520000006,-61,-1580.545252,9,practice-gen-v1,113,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,114,True
11,evaluation,C-B,-355,0,-225.55448413993,-58.23222554545464,-60,-640.554481000001,9,practice-gen-v1,114,True
11,evaluation,C-A,-355,0,-225.55448413993,-58.23222554545464,-60,-640.554481000001,9,practice-gen-v1,114,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,5,practice-gen-v1,115,True
12,evaluation,C-B,-390,0,-857.5113332131768,-109.79261108333333,-70,-1317.5113330000004,5,practice-gen-v1,115,True
12,evaluation,C-A,-390,0,-857.5113332131768,-109.79261108333333,-70,-1317.5113330000004,5,practice-gen-v1,115,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,116,True
10,evaluation,C-B,-295,0,-1403.883010196993,-174.68830070000013,-48,-1746.8830070000004,9,practice-gen-v1,116,True
10,evaluation,C-A,-295,0,-1403.883010196993,-174.68830070000013,-48,-1746.8830070000004,9,practice-gen-v1,116,True
13,evaluation,B-A,0,0,0.0,0.0,0,0.0,6,practice-gen-v1,117,True
13,evaluation,C-B,-375,0,-1295.139895892229,-133.54922284615384,-66,-1736.139896999999,6,practice-gen-v1,117,True
13,evaluation,C-A,-375,0,-1295.139895892229,-133.54922284615384,-66,-1736.139896999999,6,practice-gen-v1,117,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,7,practice-gen-v1,118,True
11,evaluation,C-B,-470,0,-999.2274149421821,-141.47521936363626,-87,-1556.2274129999987,7,practice-gen-v1,118,True
11,evaluation,C-A,-470,0,-999.2274149421821,-141.47521936363626,-87,-1556.2274129999987,7,practice-gen-v1,118,True
13,evaluation,B-A,0,0,0.0,0.0,0,0.0,10,practice-gen-v1,119,True
13,evaluation,C-B,25,0,56.92159526999603,6.6862766153846,5,86.92159600000014,10,practice-gen-v1,119,True
13,evaluation,C-A,25,0,56.92159526999603,6.6862766153846,5,86.92159600000014,10,practice-gen-v1,119,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,7,practice-gen-v1,120,True
12,evaluation,C-B,-500,0,-983.1742271167583,-131.34785233333332,-93,-1576.1742279999999,7,practice-gen-v1,120,True
12,evaluation,C-A,-500,0,-983.1742271167583,-131.34785233333332,-93,-1576.1742279999999,7,practice-gen-v1,120,True
14,evaluation,B-A,0,0,0.0,0.0,0,0.0,7,practice-gen-v1,121,True
14,evaluation,C-B,-205,0,-991.5913714569891,-87.82795514285704,-33,-1229.591371999999,7,practice-gen-v1,121,True
14,evaluation,C-A,-205,0,-991.5913714569891,-87.82795514285704,-33,-1229.591371999999,7,practice-gen-v1,121,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,4,practice-gen-v1,122,True
11,evaluation,C-B,-925,0,-1074.7691503461697,-197.7062861818182,-175,-2174.7691479999994,4,practice-gen-v1,122,True
11,evaluation,C-A,-925,0,-1074.7691503461697,-197.7062861818182,-175,-2174.7691479999994,4,practice-gen-v1,122,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,3,practice-gen-v1,123,True
10,evaluation,C-B,-185,0,-784.6241279019748,-99.66241270000023,-27,-996.624127000001,3,practice-gen-v1,123,True
10,evaluation,C-A,-185,0,-784.6241279019748,-99.66241270000023,-27,-996.624127000001,3,practice-gen-v1,123,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,8,practice-gen-v1,124,True
12,evaluation,C-B,-305,0,-1202.4421545468867,-129.95351299999993,-52,-1559.4421559999992,8,practice-gen-v1,124,True
12,evaluation,C-A,-305,0,-1202.4421545468867,-129.95351299999993,-52,-1559.4421559999992,8,practice-gen-v1,124,True
14,evaluation,B-A,0,0,0.0,0.0,0,0.0,5,practice-gen-v1,125,True
14,evaluation,C-B,-250,0,-1016.2568371740541,-93.37548828571425,-41,-1307.2568359999987,5,practice-gen-v1,125,True
14,evaluation,C-A,-250,0,-1016.2568371740541,-93.37548828571425,-41,-1307.2568359999987,5,practice-gen-v1,125,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,8,practice-gen-v1,126,True
15,evaluation,C-B,-285,0,-1604.2360537380796,-128.81573666666657,-43,-1932.2360499999995,8,practice-gen-v1,126,True
15,evaluation,C-A,-285,0,-1604.2360537380796,-128.81573666666657,-43,-1932.2360499999995,8,practice-gen-v1,126,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,7,practice-gen-v1,127,True
11,evaluation,C-B,-805,0,-1027.7173125956317,-180.33793745454534,-151,-1983.7173119999989,7,practice-gen-v1,127,True
11,evaluation,C-A,-805,0,-1027.7173125956317,-180.33793745454534,-151,-1983.7173119999989,7,practice-gen-v1,127,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,3,practice-gen-v1,128,True
12,evaluation,C-B,-375,0,-1121.0242399570284,-130.16868666666664,-66,-1562.0242399999988,3,practice-gen-v1,128,True
12,evaluation,C-A,-375,0,-1121.0242399570284,-130.16868666666664,-66,-1562.0242399999988,3,practice-gen-v1,128,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,6,practice-gen-v1,129,True
15,evaluation,C-B,15,0,-1672.093258456794,-109.60621733333335,13,-1644.0932599999996,6,practice-gen-v1,129,True
15,evaluation,C-A,15,0,-1672.093258456794,-109.60621733333335,13,-1644.0932599999996,6,practice-gen-v1,129,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,8,practice-gen-v1,130,True
10,evaluation,C-B,-385,0,-554.4419418935125,-101.24419410000007,-73,-1012.441941000001,8,practice-gen-v1,130,True
10,evaluation,C-A,-385,0,-554.4419418935125,-101.24419410000007,-73,-1012.441941000001,8,practice-gen-v1,130,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,4,practice-gen-v1,131,True
10,evaluation,C-B,-290,0,-889.8745956849016,-123.08745939999983,-51,-1230.874593999999,4,practice-gen-v1,131,True
10,evaluation,C-A,-290,0,-889.8745956849016,-123.08745939999983,-51,-1230.874593999999,4,practice-gen-v1,131,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,132,True
10,evaluation,C-B,-495,0,-835.4307295935548,-141.94307330000004,-89,-1419.4307329999992,9,practice-gen-v1,132,True
10,evaluation,C-A,-495,0,-835.4307295935548,-141.94307330000004,-89,-1419.4307329999992,9,practice-gen-v1,132,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,3,practice-gen-v1,133,True
10,evaluation,C-B,-480,0,-1063.4661024744753,-163.24661040000012,-89,-1632.466104000001,3,practice-gen-v1,133,True
10,evaluation,C-A,-480,0,-1063.4661024744753,-163.24661040000012,-89,-1632.466104000001,3,practice-gen-v1,133,True
16,evaluation,B-A,-120,0,-1139.8786778575436,-79.92991737499995,-19,-1278.8786779999991,4,practice-gen-v1,134,True
16,evaluation,C-B,-570,0,-1427.5201821145347,-131.34501143750003,-104,-2101.5201830000005,4,practice-gen-v1,134,True
16,evaluation,C-A,-690,0,-2567.3988599720783,-211.27492881249998,-123,-3380.3988609999997,4,practice-gen-v1,134,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,10,practice-gen-v1,135,True
12,evaluation,C-B,-315,0,-1224.1978438509286,-133.09982025,-58,-1597.197843,10,practice-gen-v1,135,True
12,evaluation,C-A,-315,0,-1224.1978438509286,-133.09982025,-58,-1597.197843,10,practice-gen-v1,135,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,2,practice-gen-v1,136,True
11,evaluation,C-B,-65,0,-1303.9456800155226,-124.72233481818171,-3,-1371.945683,2,practice-gen-v1,136,True
11,evaluation,C-A,-65,0,-1303.9456800155226,-124.72233481818171,-3,-1371.945683,2,practice-gen-v1,136,True
13,evaluation,B-A,0,0,0.0,0.0,0,0.0,2,practice-gen-v1,137,True
13,evaluation,C-B,-165,0,-668.6731996220594,-65.8210153846153,-22,-855.6731999999993,2,practice-gen-v1,137,True
13,evaluation,C-A,-165,0,-668.6731996220594,-65.8210153846153,-22,-855.6731999999993,2,practice-gen-v1,137,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,3,practice-gen-v1,138,True
12,evaluation,C-B,-465,0,-1191.8508782180775,-145.07090658333345,-84,-1740.8508790000014,3,practice-gen-v1,138,True
12,evaluation,C-A,-465,0,-1191.8508782180775,-145.07090658333345,-84,-1740.8508790000014,3,practice-gen-v1,138,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,4,practice-gen-v1,139,True
15,evaluation,C-B,-265,0,-889.2415870628065,-80.08277239999995,-47,-1201.241586,4,practice-gen-v1,139,True
15,evaluation,C-A,-265,0,-889.2415870628065,-80.08277239999995,-47,-1201.241586,4,practice-gen-v1,139,True
16,evaluation,B-A,-80,0,-451.4428855139748,-34.027680375000045,-13,-544.4428860000007,8,practice-gen-v1,140,True
16,evaluation,C-B,-405,0,-1971.0381122053514,-152.752382,-68,-2444.038112,8,practice-gen-v1,140,True
16,evaluation,C-A,-485,0,-2422.4809977193263,-186.78006237500006,-81,-2988.480998000001,8,practice-gen-v1,140,True
13,evaluation,B-A,0,0,0.0,0.0,0,0.0,11,practice-gen-v1,141,True
13,evaluation,C-B,-200,0,-1166.245959381129,-107.24968938461552,-28,-1394.2459620000009,11,practice-gen-v1,141,True
13,evaluation,C-A,-200,0,-1166.245959381129,-107.24968938461552,-28,-1394.2459620000009,11,practice-gen-v1,141,True
14,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,142,True
14,evaluation,C-B,-315,0,-964.5151824744578,-95.10822735714282,-52,-1331.5151829999995,9,practice-gen-v1,142,True
14,evaluation,C-A,-315,0,-964.5151824744578,-95.10822735714282,-52,-1331.5151829999995,9,practice-gen-v1,142,True
14,evaluation,B-A,0,0,0.0,0.0,0,0.0,11,practice-gen-v1,143,True
14,evaluation,C-B,-385,0,-1055.682723830326,-107.90590907142871,-70,-1510.6827270000013,11,practice-gen-v1,143,True
14,evaluation,C-A,-385,0,-1055.682723830326,-107.90590907142871,-70,-1510.6827270000013,11,practice-gen-v1,143,True
12,evaluation,B-A,0,0,0.0,0.0,0,0.0,11,practice-gen-v1,144,True
12,evaluation,C-B,-120,0,-677.3404477843709,-68.02837016666672,-19,-816.3404420000006,11,practice-gen-v1,144,True
12,evaluation,C-A,-120,0,-677.3404477843709,-68.02837016666672,-19,-816.3404420000006,11,practice-gen-v1,144,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,1,practice-gen-v1,145,True
11,evaluation,C-B,-640,0,-843.861351107523,-145.80557772727263,-120,-1603.861354999999,1,practice-gen-v1,145,True
11,evaluation,C-A,-640,0,-843.861351107523,-145.80557772727263,-120,-1603.861354999999,1,practice-gen-v1,145,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,2,practice-gen-v1,146,True
10,evaluation,C-B,-860,0,-833.54160329628,-185.75416000000007,-164,-1857.5416000000005,2,practice-gen-v1,146,True
10,evaluation,C-A,-860,0,-833.54160329628,-185.75416000000007,-164,-1857.5416000000005,2,practice-gen-v1,146,True
13,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,147,True
13,evaluation,C-B,-145,0,-1005.8902592234648,-90.22232807692308,-22,-1172.890265,9,practice-gen-v1,147,True
13,evaluation,C-A,-145,0,-1005.8902592234648,-90.22232807692308,-22,-1172.890265,9,practice-gen-v1,147,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,1,practice-gen-v1,148,True
11,evaluation,C-B,-385,0,-1000.2696174569835,-132.2972380000001,-70,-1455.2696180000003,1,practice-gen-v1,148,True
11,evaluation,C-A,-385,0,-1000.2696174569835,-132.2972380000001,-70,-1455.2696180000003,1,practice-gen-v1,148,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,14,practice-gen-v1,149,True
15,evaluation,C-B,25,0,-946.8830803536912,-60.85887180000009,9,-912.8830770000004,14,practice-gen-v1,149,True
15,evaluation,C-A,25,0,-946.8830803536912,-60.85887180000009,9,-912.8830770000004,14,practice-gen-v1,149,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,8,practice-gen-v1,150,True
10,evaluation,C-B,-675,0,-1089.5835167920268,-189.1583518,-127,-1891.5835180000013,8,practice-gen-v1,150,True
10,evaluation,C-A,-675,0,-1089.5835167920268,-189.1583518,-127,-1891.5835180000013,8,practice-gen-v1,150,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,9,practice-gen-v1,151,True
11,evaluation,C-B,-540,0,-898.505741075518,-139.95506736363643,-101,-1539.5057410000009,9,practice-gen-v1,151,True
11,evaluation,C-A,-540,0,-898.505741075518,-139.95506736363643,-101,-1539.5057410000009,9,practice-gen-v1,151,True
16,evaluation,B-A,-60,0,-554.5999621627125,-39.037497625000015,-10,-624.5999620000002,14,practice-gen-v1,152,True
16,evaluation,C-B,-130,0,-1639.2680279371539,-111.01675150000005,-7,-1776.2680240000009,14,practice-gen-v1,152,True
16,evaluation,C-A,-190,0,-2193.8679900998663,-150.05424912500007,-17,-2400.867986000001,14,practice-gen-v1,152,True
10,evaluation,B-A,0,0,0.0,0.0,0,0.0,7,practice-gen-v1,153,True
10,evaluation,C-B,-510,0,-986.6360388413683,-159.2636038999998,-96,-1592.636038999999,7,practice-gen-v1,153,True
10,evaluation,C-A,-510,0,-986.6360388413683,-159.2636038999998,-96,-1592.636038999999,7,practice-gen-v1,153,True
16,evaluation,B-A,-180,0,-1361.4989950084905,-98.0311871875,-27,-1568.498995,3,practice-gen-v1,154,True
16,evaluation,C-B,230,0,-402.8031271312939,-7.987695625000015,45,-127.80313000000024,3,practice-gen-v1,154,True
16,evaluation,C-A,50,0,-1764.3021221397844,-106.01888281250001,18,-1696.3021250000002,3,practice-gen-v1,154,True
13,evaluation,B-A,0,0,0.0,0.0,0,0.0,7,practice-gen-v1,155,True
13,evaluation,C-B,-145,0,-1514.2917031772588,-128.8685926153846,-16,-1675.2917039999993,7,practice-gen-v1,155,True
13,evaluation,C-A,-145,0,-1514.2917031772588,-128.8685926153846,-16,-1675.2917039999993,7,practice-gen-v1,155,True
15,evaluation,B-A,0,0,0.0,0.0,0,0.0,12,practice-gen-v1,156,True
15,evaluation,C-B,-535,0,-1787.2073651081053,-161.41382413333338,-99,-2421.207362000001,12,practice-gen-v1,156,True
15,evaluation,C-A,-535,0,-1787.2073651081053,-161.41382413333338,-99,-2421.207362000001,12,practice-gen-v1,156,True
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,2,practice-gen-v1,157,True
11,evaluation,C-B,-200,0,-1151.8688021180853,-125.80625500000008,-32,-1383.868805,2,practice-gen-v1,157,True
11,evaluation,C-A,-200,0,-1151.8688021180853,-125.80625500000008,-32,-1383.868805,2,practice-gen-v1,157,True
14,evaluation,B-A,0,0,0.0,0.0,0,0.0,14,practice-gen-v1,158,False
14,evaluation,C-B,-205,0,-1501.44485784758,-124.10320450000006,-31,-1737.4448630000006,14,practice-gen-v1,158,False
14,evaluation,C-A,-205,0,-1501.44485784758,-124.10320450000006,-31,-1737.4448630000006,14,practice-gen-v1,158,False
11,evaluation,B-A,0,0,0.0,0.0,0,0.0,1,practice-gen-v1,159,True
11,evaluation,C-B,-300,0,-1583.8436268469218,-176.07669345454542,-53,-1936.8436280000005,1,practice-gen-v1,159,True
11,evaluation,C-A,-300,0,-1583.8436268469218,-176.07669345454542,-53,-1936.8436280000005,1,practice-gen-v1,159,True
16,stress,B-A,-580,0,-4187.541756708463,-303.47135987499996,-88,-4855.541757999999,1,generated_16,160,True
16,stress,C-B,400,0,2058.6851238806853,157.66782024999998,64,2522.6851239999996,1,generated_16,160,True
16,stress,C-A,-180,0,-2128.8566328277784,-145.80353962499998,-24,-2332.8566339999998,1,generated_16,160,True
16,stress,B-A,-300,0,-2463.9169866188204,-175.61981168750003,-46,-2809.9169870000005,6,generated_16,161,True
16,stress,C-B,85,0,31.49458077856689,8.28091143749998,16,132.4945829999997,6,generated_16,161,True
16,stress,C-A,-215,0,-2432.4224058402533,-167.33890025000005,-30,-2677.422404000001,6,generated_16,161,True
16,stress,B-A,-20,0,-215.0564017570432,-14.94102512500001,-4,-239.05640200000016,13,generated_16,162,True
16,stress,C-B,-560,0,-445.35245492840767,-69.27202837499999,-103,-1108.3524539999999,13,generated_16,162,True
16,stress,C-A,-580,0,-660.4088566854509,-84.2130535,-107,-1347.408856,13,generated_16,162,True
16,stress,B-A,-20,0,-39.45221660642128,-3.965763562500001,-4,-63.45221700000002,12,generated_16,163,True
16,stress,C-B,50,0,-1908.963076355568,-114.93519212500007,20,-1838.9630740000011,12,generated_16,163,True
16,stress,C-A,30,0,-1948.4152929619893,-118.90095568750007,16,-1902.4152910000012,12,generated_16,163,True
16,stress,B-A,-380,0,-2732.619041390063,-198.1636900625,-58,-3170.619041,6,generated_16,164,True
16,stress,C-B,240,0,1225.587273406179,93.91170449999993,37,1502.5872719999988,6,generated_16,164,True
16,stress,C-A,-140,0,-1507.0317679838838,-104.25198556250007,-21,-1668.031769000001,6,generated_16,164,True
16,stress,B-A,-240,0,-1637.8737986234635,-119.6796124375,-37,-1914.873799,6,generated_16,165,True
