state_id,world_id,channel,history_index,dog_position,historical_response,replayed_response,mismatched_keys,source_position,source_type,source_heading,source_radius,true_geometric_bearing,angular_error,rounding_result,historical_reported_angle,replayed_reported_angle,interval_low,interval_high,constraint_violation,distance,clamp_changed_report,failure_class,mechanism
0664_17,1434134,1,149,"[1455.0, 840.0446416709054]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 231.98}","{'accepted': True, 'virtual_time_s': 2952.867689, 'measure_result': 'direction', 'svd_deg': 231.99}",['svd_deg'],"[1109.639020203513, 382.0485761642106]",directional,40.257795612471604,1209.7548618105677,232.98115867546252,-0.9968222409453843,231.98,231.98,231.99,-1.0,-0.9961586764625341,0.0,573.6153784423865,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0664_17,1434134,1,179,"[1003.7104717115701, 789.4182285906843]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 285.58}","{'accepted': True, 'virtual_time_s': 3365.566827, 'measure_result': 'direction', 'svd_deg': 285.57}",['svd_deg'],"[1109.639020203513, 382.0485761642106]",directional,40.257795612471604,1209.7548618105677,284.5758549105972,0.9992012073910259,285.58,285.58,285.57,0.9991450904028116,1.0,0.0,420.9167270419125,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0664_17,1434134,17,264,"[-699.885102669593, -1418.2481501011655]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 39.59}","{'accepted': True, 'virtual_time_s': 5349.99797, 'measure_result': 'direction', 'svd_deg': 39.6}",['svd_deg'],"[-235.70876691969232, -1020.5411375183578]",directional,-112.71415674926864,1337.9174554403944,40.59002021174947,-0.9951860122265465,39.59,39.59,39.6,-1.0,-0.9950202127494723,0.0,611.2532523657818,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0655_21,1433692,2,44,"[-901.4514839246999, -944.56170479389]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 255.08}","{'accepted': True, 'virtual_time_s': 666.569591, 'measure_result': 'direction', 'svd_deg': 255.07}",['svd_deg'],"[-910.9858706236353, -977.9878359753552]",omni,-115.24626366329548,1084.4891136474312,254.07986240570352,0.9972943521044796,255.08,255.08,255.07,0.9951375952964898,1.0,0.0,34.75932645327514,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0200_16,1410933,10,180,"[-970.0, 0.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 229.28}","{'accepted': True, 'virtual_time_s': 3218.837983, 'measure_result': 'direction', 'svd_deg': 229.27}",['svd_deg'],"[-1394.2417518178183, -475.76333119546894]",directional,62.11278633899663,1352.570565642873,228.2763712232298,0.9998770638875458,229.28,229.28,229.27,0.9986287777701992,1.0,0.0,637.441614028815,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0398_14,1420829,20,47,"[73.90936697294599, -229.5235797758337]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 205.46}","{'accepted': True, 'virtual_time_s': 819.104889, 'measure_result': 'direction', 'svd_deg': 205.47}",['svd_deg'],"[-24.800816273583795, -278.6561618420784]",omni,103.33327292834116,1385.6496431364453,206.46163448911463,-0.9980164761466866,205.46,205.46,205.47,-1.0,-0.9966344901146218,0.0,110.26201021684558,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0563_18,1429087,1,49,"[-970.0, 0.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 267.18}","{'accepted': True, 'virtual_time_s': 850.175144, 'measure_result': 'direction', 'svd_deg': 267.17}",['svd_deg'],"[-1023.3969319700309, -799.1279284740782]",directional,135.65833063204158,1331.2625482433064,266.17723560803734,0.9977940327052215,267.18,267.18,267.17,0.9977643929626712,1.0,0.0,800.9099065507203,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0517_21,1426792,12,64,"[-631.1018995193994, 1507.8478704612544]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 172.39}","{'accepted': True, 'virtual_time_s': 1094.40994, 'measure_result': 'direction', 'svd_deg': 172.38}",['svd_deg'],"[-670.4128905752864, 1513.8008736435022]",directional,-49.86826005266535,1106.0777710722195,171.3889220093231,0.996653226333846,172.39,172.39,172.38,0.9960779916768903,1.0,0.0,39.75917837033209,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0683_20,1435091,8,278,"[1252.3920935709539, -281.8534310321765]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 210.59}","{'accepted': True, 'virtual_time_s': 5698.946878, 'measure_result': 'direction', 'svd_deg': 210.6}",['svd_deg'],"[1226.1336671523668, -298.002609829564]",directional,-12.790606738533903,1195.6083100813833,211.59190603552668,-0.997067270781853,210.59,210.59,210.6,-1.0,-0.9969060365266731,0.0,30.82695141933989,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0341_14,1417978,10,100,"[1097.9100529417299, -169.03477881962834]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 357.8}","{'accepted': True, 'virtual_time_s': 1952.611196, 'measure_result': 'direction', 'svd_deg': 357.81}",['svd_deg'],"[1675.1376568090636, -181.11322596021364]",omni,134.6083357040312,1339.9366849450585,358.8012647668454,-0.9974980253227295,357.8,357.8,357.81,-1.0,-0.9962647678453951,0.0,577.353960367253,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0428_10,1422321,4,69,"[1168.9183299274173, -1029.812199238419]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 288.86}","{'accepted': True, 'virtual_time_s': 1484.469456, 'measure_result': 'direction', 'svd_deg': 288.85}",['svd_deg'],"[1183.911691330136, -1076.3551146533823]",directional,94.50850889365076,1118.0248140707909,287.85585580361976,0.9993374510696619,288.86,288.86,288.85,0.9991441973802526,1.0,0.0,48.89830121258777,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0263_15,1414081,15,114,"[1619.4675050769001, 935.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 238.87}","{'accepted': True, 'virtual_time_s': 2066.007227, 'measure_result': 'direction', 'svd_deg': 238.88}",['svd_deg'],"[1419.5930705383214, 590.5804178759482]",directional,19.651354694611754,1382.2553963665625,239.8724419707704,-0.9976463239497505,238.87,238.87,238.88,-1.0,-0.9974419717704055,0.0,398.2143118129019,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0922_23,1447047,12,162,"[-485.0, 840.0446416709054]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 144.62}","{'accepted': True, 'virtual_time_s': 2748.146817, 'measure_result': 'direction', 'svd_deg': 144.63}",['svd_deg'],"[-945.6396013668306, 1155.2018836129323]",omni,-83.19945644291523,1200.8852395741878,145.62111438488057,-0.9961249759230988,144.62,144.62,144.63,-1.0,-0.9961143858805659,0.0,558.1334334152523,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0627_21,1432292,14,14,"[0.0, 0.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 326.03}","{'accepted': True, 'virtual_time_s': 83.0, 'measure_result': 'direction', 'svd_deg': 326.02}",['svd_deg'],"[1029.8707374203973, -720.3352714132471]",directional,-141.0128811340615,1499.6511810421143,325.0294266982686,0.9964360271038734,326.03,326.03,326.02,0.9955733027313787,1.0,0.0,1256.7882236227508,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0608_23,1431347,19,81,"[-1619.4675050769001, -935.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 98.82}","{'accepted': True, 'virtual_time_s': 935.304176, 'measure_result': 'direction', 'svd_deg': 98.81}",['svd_deg'],"[-1747.7847707768742, -0.16010081187269037]",omni,113.90880925308487,1373.2205397710059,97.81564888798002,0.9996230710924701,98.82,98.82,98.81,0.9993511130199753,1.0,0.0,943.6052976699451,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0219_18,1411887,14,14,"[0.0, 0.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 298.34}","{'accepted': True, 'virtual_time_s': 83.0, 'measure_result': 'direction', 'svd_deg': 298.35}",['svd_deg'],"[261.957922948342, -465.97468336126224]",omni,10.419562559302284,1025.0967670157563,299.3434758459257,-0.9995797620312421,298.34,298.34,298.35,-1.0,-0.9984758469257204,0.0,534.5599675705599,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0219_18,1411887,19,19,"[0.0, 0.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 228.62}","{'accepted': True, 'virtual_time_s': 113.0, 'measure_result': 'direction', 'svd_deg': 228.61}",['svd_deg'],"[-683.878063344861, -749.3741123832016]",omni,-77.47500630647203,1062.2669039930122,227.61645392630635,0.9991951026276699,228.62,228.62,228.61,0.9985460746936556,1.0,0.0,1014.5199681792512,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0592_22,1430544,16,16,"[0.0, 0.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 212.46}","{'accepted': True, 'virtual_time_s': 95.0, 'measure_result': 'direction', 'svd_deg': 212.45}",['svd_deg'],"[-782.7804287323128, -478.9189431274845]",omni,-170.5362157256482,1269.9250199855494,211.45903389882417,0.9960273701677886,212.46,212.46,212.45,0.9959661021758339,1.0,0.0,917.6647283690761,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0682_21,1435043,10,31,"[-485.0, -840.0446416709054]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 138.72}","{'accepted': True, 'virtual_time_s': 378.0, 'measure_result': 'direction', 'svd_deg': 138.73}",['svd_deg'],"[-647.2314008927805, -702.5618517572644]",directional,-50.45081285515169,1022.0466439026078,139.7204345960103,-0.9965375622154742,138.72,138.72,138.73,-1.0,-0.995434597010308,0.0,212.65122844242495,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0547_21,1428292,2,289,"[1241.7644395851264, -1219.7152909253784]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 112.35}","{'accepted': True, 'virtual_time_s': 5902.591151, 'measure_result': 'direction', 'svd_deg': 112.34}",['svd_deg'],"[1230.052018302795, -1189.7468638677133]",omni,-65.90392739508474,1375.6840424982884,111.34681860305784,0.9988266709763962,112.35,112.35,112.34,0.9981813979421534,1.0,0.0,32.17588277896052,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0917_19,1446789,17,147,"[1619.4675050769001, 935.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 252.41}","{'accepted': True, 'virtual_time_s': 2371.487715, 'measure_result': 'direction', 'svd_deg': 252.4}",['svd_deg'],"[1283.7847384667066, -63.00319413676657]",omni,135.640794598055,1083.6265137104208,251.40940763635064,0.9960857210390736,252.41,252.41,252.4,0.9955923646493605,1.0,0.0,1052.9450580663088,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0607_22,1431294,20,213,"[0.0, -1680.0892833418109]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 32.97}","{'accepted': True, 'virtual_time_s': 4019.452819, 'measure_result': 'direction', 'svd_deg': 32.96}",['svd_deg'],"[759.3287642710684, -1206.1766252174316]",omni,121.32848559812705,1206.6688266792512,31.96913274865674,0.9987455558529901,32.97,32.97,32.96,0.9958672523432657,1.0,0.0,895.0828898934124,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0883_22,1445094,20,20,"[0.0, 0.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 347.45}","{'accepted': True, 'virtual_time_s': 119.0, 'measure_result': 'direction', 'svd_deg': 347.46}",['svd_deg'],"[238.55563910039658, -48.7314830646038]",omni,171.09789717374048,1157.0456529906594,348.45462143541545,-0.9999622204489921,347.45,347.45,347.46,-1.0,-0.9996214364154585,0.0,243.4821356655852,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0345_12,1418175,2,41,"[-496.8158283586933, -1297.5448911634312]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 175.3}","{'accepted': True, 'virtual_time_s': 529.530561, 'measure_result': 'direction', 'svd_deg': 175.31}",['svd_deg'],"[-553.7512672759688, -1293.86507845782]",omni,-42.4322957113549,1438.9497027828525,176.30204132936757,-0.9975522682337022,175.3,175.3,175.31,-1.0,-0.9970413303675574,0.0,57.054230572773335,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0422_09,1422018,14,35,"[-485.0, -840.0446416709054]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 352.49}","{'accepted': True, 'virtual_time_s': 402.0, 'measure_result': 'direction', 'svd_deg': 352.5}",['svd_deg'],"[-183.1096793981941, -874.4877279906037]",directional,120.48490898165836,1446.7671711132384,353.491188899569,-0.9974935790216131,352.49,352.49,352.5,-1.0,-0.9961889005690014,0.0,303.8487977074903,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0479_18,1424887,14,35,"[-485.0, -840.0446416709054]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 279.8}","{'accepted': True, 'virtual_time_s': 402.0, 'measure_result': 'direction', 'svd_deg': 279.79}",['svd_deg'],"[-349.64946104992356, -1714.6613532221797]",omni,-115.67562321535497,1285.6296849224098,278.7969750713395,0.9984769227946406,279.8,279.8,279.79,0.9980249296605226,1.0,0.0,885.0277738686177,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
0746_19,1438238,11,11,"[0.0, 0.0]","{'accepted': True, 'measure_result': 'direction', 'svd_deg': 118.35}","{'accepted': True, 'virtual_time_s': 65.0, 'measure_result': 'direction', 'svd_deg': 118.34}",['svd_deg'],"[-458.7606549727052, 887.1144278768684]",omni,115.25384976365804,1388.4799219475947,117.34520636014047,0.9999404234032694,118.35,118.35,118.34,0.9997936408595425,1.0,0.0,998.715848827027,True,ANGLE_ROUNDING_MISMATCH,physical_clamp_after_rounding
