index,x,y,D_old_m,J_old_m,T_s,continuous_LB_m,continuous_UB_m,gap_m,J_LB_m,J_UB_m,converged,splits,coarse_max_outer_D_m,fine_max_outer_D_m,fine_minus_coarse_m,coarse_scenarios,fine_scenarios,coarse_near_scenarios,fine_near_scenarios,near_boundary_scenarios,near_boundary_near_scenarios,near_boundary_max_outer_D_m,near_outer_upper_m,all_branch_outer_upper_m,R_at_sampled_D_argmax_m,sampled_D_argmax_report_deg,clip_max_residual_m,calipers_max_difference_m,nesting_residual_m,cached_wedge_evaluations,wedge_evaluations,near_disk_intersections,posterior_evaluations,runtime_s
10,416.3139720814413,378.9230484541326,421.05079209886264,444.56834081092273,117.58774356030055,421.04987191308993,421.0568771059967,0.007005192906774482,444.56742062515,444.5744258180568,True,24,420.35284554861465,421.00324552180075,0.6503999731860972,765,5049,0,0,0,0,0.0,0.0,421.0568771059967,210.52493596654503,20.23895263671875,1.3241780225643582e-12,0.0,0.0,3637,3653,1,3654,0.34038979999604635
11,396.3139720814413,413.5640646055101,352.50605173762796,376.41805732421943,119.5600279329575,352.5058690846123,352.51286399563577,0.0069949110234688305,376.4178746712038,376.42486958222725,True,27,351.999846563986,352.4366723601101,0.4368257961240829,765,5049,0,0,0,0,0.0,0.0,352.51286399563577,176.25293455230616,17.898406982421875,3.1008464891821405e-13,0.0,0.0,3901,3917,1,3918,0.45071659999666736
12,376.3139720814413,448.2050807568877,304.3836355189255,328.7930353403647,122.04699910719626,304.382171208131,304.38835360778376,0.0061823996527436975,328.79157102957026,328.797753429223,True,29,303.82882668535905,304.2047816472948,0.3759549619357472,765,5049,0,0,0,0,0.0,0.0,304.38835360778376,152.19108561406563,15.594711303710938,2.984279490192421e-13,0.0,0.0,3849,3865,1,3866,0.3694685000082245
13,356.3139720814413,482.8460969082652,268.9282882357535,293.93162133763747,125.01666550941998,268.92772930572755,268.933664338165,0.005935032437434984,293.93106240761153,293.93699744004897,True,28,268.80282672238405,268.80282672238405,0.0,765,5049,0,0,0,0,0.0,0.0,268.933664338165,134.4638646628639,13.3343505859375,2.5579538487363607e-13,0.0,0.0,4207,4223,1,4224,0.40860219999740366
14,336.3139720814413,517.4871130596428,241.8659956850438,267.55283428377896,128.4341929936758,241.8655860329537,241.8738302323096,0.00824419935588594,267.55242463168884,267.5606688310447,True,32,241.57260762981699,241.80029007749636,0.22768244767937063,765,5049,0,0,0,0,0.0,0.0,241.8738302323096,120.93279302647684,11.122894287109375,3.1008464891821405e-13,0.0,0.0,4222,4238,1,4239,0.40773029999400023
15,719.6152422706632,-46.41016151377556,179.3401610923025,209.18457129601444,149.22205101855957,179.33777196843405,179.3465784128032,0.008806444369156452,209.18218217214599,209.19098861651514,True,43,179.28890754640162,179.28890754640162,0.0,765,5049,0,0,0,0,0.0,0.0,179.3465784128032,89.6688859942171,56.31591796875,3.410605131648481e-13,0.3778474946909398,8.526512829121202e-14,4325,4341,1,4342,0.4244763999886345
16,699.6152422706632,-11.769145362397978,192.2189242989324,221.20749339418984,144.94284547628723,192.21830169619088,192.22814574968632,0.00984405349544204,221.20687079144832,221.21671484494377,True,40,191.98005168634768,192.13365816368963,0.15360647734195254,765,5049,0,0,0,0,0.0,0.0,192.22814574968632,96.10915085809548,54.202880859375,3.979039320256561e-13,0.34220850178260775,5.684341886080801e-13,4260,4276,1,4277,0.4047147999954177
17,679.6152422706632,22.87187078897955,208.08254489307956,236.28254489307955,141.0,208.08251124270535,208.08959946924014,0.007088226534790465,236.28251124270537,236.28959946924016,True,40,208.05026480807794,208.05026480807794,0.0,765,5049,0,0,0,0,0.0,0.0,208.08959946924014,104.0412556313527,52.021026611328125,3.979039320256561e-13,0.3044156489457919,4.263256414560601e-13,4227,4243,1,4244,0.38182019999658223
18,659.6152422706632,57.512886940357106,227.95449918606536,255.43921175766033,137.4235628579748,227.95297631359483,227.96093535544222,0.007959041847385606,255.4376888851898,255.4456479270372,True,36,227.62160023214716,227.82306700729467,0.20146677514750877,765,5049,0,0,0,0,0.0,0.0,227.96093535544222,113.97648816679741,49.7735595703125,3.410605131648481e-13,0.26454647791501884,4.831690603168681e-13,4221,4237,1,4238,0.37810800000443123
19,639.6152422706632,92.15390309173466,253.37978466921206,280.22857574345767,134.24395537122808,253.37901948797852,253.38622402174693,0.007204533768401689,280.22781056222414,280.23501509599254,True,35,253.23807388102622,253.23807388102622,0.0,765,5049,0,0,0,0,0.0,0.0,253.38622402174693,126.6895097539893,47.464447021484375,5.082345672969286e-13,0.22271578679399795,6.252776074688882e-13,4295,4311,1,4312,0.43047000000660773
20,619.6152422706632,126.79491924311219,286.80554229917976,313.1037635805268,131.49110640673518,286.80462306121973,286.8140425997695,0.009419538549764184,313.10284434256675,313.1122638811165,True,26,286.7740639113627,286.7740639113627,0.0,765,5049,0,0,0,0,0.0,0.0,286.8140425997695,143.40231154060996,45.099029541015625,3.1008464891821405e-13,0.1790774454326538,5.115907697472721e-13,3863,3879,1,3880,0.3856759000045713
21,599.6152422706632,161.43593539448975,332.3523399321516,358.1910194461677,129.1933975700802,332.34923030284835,332.35533823205736,0.006107929209008489,358.1879098168644,358.1940177460734,True,26,332.0600626462244,332.2062653138894,0.1462026676649657,765,5049,0,0,0,0,0.0,0.0,332.35533823205736,166.1746151614243,42.6837158203125,2.8421709430404007e-13,0.133824753053716,2.2737367544323206e-13,3926,3942,1,3943,0.3984409999975469
22,579.6152422706632,196.0769515458673,397.5404950412446,423.01578870648996,127.37646832622684,397.53818273118344,397.5466305162177,0.008447785034263688,423.0134763964288,423.0219241814631,True,20,397.3115890961334,397.3115890961334,0.0,765,5049,0,0,0,0,0.0,0.0,397.5466305162177,198.76909137559173,40.225372314453125,7.623518509453928e-13,0.08718905372916197,7.389644451905042e-13,3772,3788,1,3789,0.4257740999892121
23,559.6152422706632,230.71796769724483,497.7099130224297,522.9223065431042,126.06196760337245,497.7051474400931,497.7116368088475,0.006489368754387215,522.9175409607676,522.924030329522,True,20,497.604509386753,497.604509386753,0.0,765,5049,0,0,0,0,0.0,0.0,497.7116368088475,248.8525737300467,37.7325439453125,4.5464296297489175e-13,0.03943643273498765,8.526512829121202e-13,3456,3472,1,3473,0.32293969999591354
24,539.6152422706632,265.3589838486224,669.7595036153922,694.8127778207888,125.26637102698325,669.7556941654951,669.765590638067,0.009896472571881532,694.8089683708918,694.8188648434636,True,16,669.3140085628295,669.6383854126212,0.3243768497917472,765,5049,0,0,0,0,0.0,0.0,669.765590638067,334.87784709274763,35.213623046875,2.398081733190338e-13,0.0,0.0,2963,2979,1,2980,0.3314637000003131
