mode,region,level,step_m,key,x,y,parent,rank_cumulative,in_Csafe,in_Q0,in_Qvis_Q5,squared_slack_lower_m2,boundary_distance_m,D_lower_m,D_upper_m,inner_gap_m,T_s,J_lower_m,J_upper_m,near_possible,near_upper_m,score_elapsed_s,safety_status
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c821218773aebp+8,0x1.bf48559ebc66cp+9",456.1294178636005,894.5651129169396,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",1,False,False,True,1160397145999227116798628543/19807040628566084398385987584,2.9292542649272946e-05,111.50697819425454,111.51466015761186,0.007681963357313748,205.82836324470546,152.67265084319564,152.68033280655294,False,0.0,0.03614240000024438,SAFE
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",456.1293325628445,894.5651561110099,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",2,False,False,True,1160393684795218415311445183/19807040628566084398385987584,2.9292455337781576e-05,111.50698562009215,111.51466758486444,0.007681964772288552,205.8283631912725,152.67265825834664,152.68034022311895,False,0.0,0.02114090000395663,SAFE
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c73caf6542048p+8,0x1.bf821a2ab2ceep+9",455.237051323526,895.0164235470854,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",4,False,False,True,1125411583430173871177819647/19807040628566084398385987584,2.840938293502404e-05,111.50802509875345,111.51571718527275,0.0076920865192988686,205.82780398308938,152.67358589537133,152.68127798189062,False,0.0,0.03475560000515543,SAFE
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c905760d7ecccp+8,0x1.bf0e73d698108p+9",457.02133259149264,894.1129101030829,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",5,False,False,True,1197905436972541022686680639/19807040628566084398385987584,3.0239385068853153e-05,111.50772957652188,111.51684695187323,0.009117375351351598,205.82892166784217,152.67351391009032,152.6826312854417,False,0.0,0.02428860000509303,SAFE
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c9e9ace84f4bfp+8,0x1.bed474d609364p+9",457.912794608459,893.6598155541401,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",6,False,False,True,1238188986751217687757019839/19807040628566084398385987584,3.125628484212939e-05,111.50766530670111,111.51728175072974,0.00961644402862305,205.82947925067063,152.67356115683523,152.68317760086387,False,0.0,0.02817700000014156,SAFE
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c6581fb5fbe37p+8,0x1.bfbbc176b91bcp+9",454.344233869549,895.4668415454721,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",12,False,False,True,1092724387827483257115806655/19807040628566084398385987584,2.758424204785115e-05,111.50889122527678,111.51858914788241,0.009697922605624854,205.82724388468125,152.67434000221303,152.68403792481865,False,0.0,0.02646759999333881,SAFE
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c9fecfc79a7c0p+8,0x1.beaaa331d033ap+9",457.99535796662894,893.333105303441,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",23,False,False,True,10050279430225885005757068756351/19807040628566084398385987584,0.2537369121399706,111.54856113704551,111.55622302895289,0.007661891907375207,205.778861930241,152.7043335230937,152.71199541500107,False,0.0,0.021928700007265434,SAFE
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c6c3681914f74p+8,0x1.bf7730f4b4573p+9",454.7633071590601,894.9311815147943,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",26,False,False,True,11471962476724439041611117366687/19807040628566084398385987584,0.28963499074359333,111.5557376996656,111.56540009418767,0.009662394522067075,205.76966754823414,152.70967120931243,152.7193336038345,False,0.0,0.020421599998371676,SAFE
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8a11bf057b9ap+8,0x1.bed97d1d7194dp+9",456.6293325628445,893.6991307072254,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",28,False,False,True,21639923757036921440018635811935/19807040628566084398385987584,0.5464177611894456,111.59623976038246,111.60609758457035,0.009857824187889719,205.7195539635976,152.74015055310198,152.75000837728987,False,0.0,0.02449660000274889,SAFE
M3,Q5,5,1,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c565b441d234dp+8,0x1.bfa60ae055b86p+9",453.3972817552756,895.2972069185787,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",29,False,False,True,22863536397250832236192224966527/19807040628566084398385987584,0.5773234517885157,111.60312571025543,111.61216249146902,0.00903678121359519,205.71135332305258,152.74539637486595,152.75443315607953,False,0.0,0.019776000001002103,SAFE
