mode,level,x,y,parent,reason
M1,0,-319.99999999999994,554.2562584220408,coarse_grid,float_prefilter
M1,0,-339.99999999999994,588.8972745734184,coarse_grid,float_prefilter
M1,0,-359.99999999999994,623.5382907247958,coarse_grid,float_prefilter
M1,0,-379.99999999999994,658.1793068761734,coarse_grid,float_prefilter
M1,0,-399.99999999999994,692.820323027551,coarse_grid,float_prefilter
M1,0,-419.99999999999994,727.4613391789285,coarse_grid,float_prefilter
M1,0,-439.99999999999994,762.1023553303061,coarse_grid,float_prefilter
M1,0,-459.99999999999994,796.7433714816837,coarse_grid,float_prefilter
M1,0,-479.99999999999994,831.3843876330611,coarse_grid,float_prefilter
M1,0,-499.99999999999994,866.0254037844387,coarse_grid,float_prefilter
M1,0,543.3012701892219,-841.0254037844387,coarse_grid,float_prefilter
M1,0,523.3012701892219,-806.3843876330611,coarse_grid,float_prefilter
M1,0,503.3012701892219,-771.7433714816837,coarse_grid,float_prefilter
M1,0,483.3012701892219,-737.1023553303061,coarse_grid,float_prefilter
M1,0,463.3012701892219,-702.4613391789285,coarse_grid,float_prefilter
M1,0,443.3012701892219,-667.820323027551,coarse_grid,float_prefilter
M1,0,423.3012701892219,-633.1793068761734,coarse_grid,float_prefilter
M1,0,403.3012701892219,-598.5382907247958,coarse_grid,float_prefilter
M1,0,383.3012701892219,-563.8972745734184,coarse_grid,float_prefilter
M1,0,363.3012701892219,-529.2562584220408,coarse_grid,float_prefilter
M1,0,343.3012701892219,-494.6152422706632,coarse_grid,float_prefilter
M1,0,323.3012701892219,-459.9742261192857,coarse_grid,float_prefilter
M1,0,303.3012701892219,-425.33320996790815,coarse_grid,float_prefilter
M1,0,283.3012701892219,-390.69219381653056,coarse_grid,float_prefilter
M1,0,263.3012701892219,-356.05117766515303,coarse_grid,float_prefilter
M1,0,243.3012701892219,-321.4101615137755,coarse_grid,float_prefilter
M1,0,223.3012701892219,-286.7691453623979,coarse_grid,float_prefilter
M1,0,203.3012701892219,-252.1281292110204,coarse_grid,float_prefilter
M1,0,183.3012701892219,-217.48711305964284,coarse_grid,float_prefilter
M1,0,163.30127018922192,-182.84609690826528,coarse_grid,float_prefilter
M1,0,143.30127018922192,-148.20508075688775,coarse_grid,float_prefilter
M1,0,123.30127018922192,-113.5640646055102,coarse_grid,float_prefilter
M1,0,103.30127018922192,-78.92304845413264,coarse_grid,float_prefilter
M1,0,83.30127018922192,-44.2820323027551,coarse_grid,float_prefilter
M1,0,63.30127018922194,-9.641016151377553,coarse_grid,float_prefilter
M1,0,43.30127018922194,24.999999999999996,coarse_grid,float_prefilter
M1,0,23.301270189221942,59.64101615137754,coarse_grid,float_prefilter
M1,0,3.3012701892219454,94.2820323027551,coarse_grid,float_prefilter
M1,0,-16.698729810778055,128.92304845413264,coarse_grid,float_prefilter
M1,0,-36.69872981077805,163.5640646055102,coarse_grid,float_prefilter
M1,0,-56.69872981077805,198.20508075688775,coarse_grid,float_prefilter
M1,0,-76.69872981077805,232.84609690826528,coarse_grid,float_prefilter
M1,0,-96.69872981077803,267.4871130596428,coarse_grid,float_prefilter
M1,0,-116.69872981077803,302.1281292110204,coarse_grid,float_prefilter
M1,0,-136.69872981077805,336.7691453623979,coarse_grid,float_prefilter
M1,0,-156.69872981077805,371.4101615137755,coarse_grid,float_prefilter
M1,0,-176.69872981077805,406.05117766515303,coarse_grid,float_prefilter
M1,0,-196.69872981077805,440.69219381653056,coarse_grid,float_prefilter
M1,0,-216.698729810778,475.33320996790815,coarse_grid,float_prefilter
M1,0,-236.698729810778,509.9742261192857,coarse_grid,float_prefilter
M1,0,-256.698729810778,544.6152422706632,coarse_grid,float_prefilter
M1,0,-276.698729810778,579.2562584220408,coarse_grid,float_prefilter
M1,0,-296.698729810778,613.8972745734184,coarse_grid,float_prefilter
M1,0,-316.698729810778,648.5382907247958,coarse_grid,float_prefilter
M1,0,-336.698729810778,683.1793068761734,coarse_grid,float_prefilter
M1,0,-356.698729810778,717.820323027551,coarse_grid,float_prefilter
M1,0,-376.698729810778,752.4613391789285,coarse_grid,float_prefilter
M1,0,-396.698729810778,787.1023553303061,coarse_grid,float_prefilter
M1,0,-416.698729810778,821.7433714816837,coarse_grid,float_prefilter
M1,0,-436.698729810778,856.3843876330611,coarse_grid,float_prefilter
M1,0,-456.698729810778,891.0254037844387,coarse_grid,float_prefilter
M1,0,586.6025403784438,-816.0254037844387,coarse_grid,float_prefilter
M1,0,566.6025403784438,-781.3843876330611,coarse_grid,float_prefilter
M1,0,546.6025403784438,-746.7433714816837,coarse_grid,float_prefilter
M1,0,526.6025403784438,-712.1023553303061,coarse_grid,float_prefilter
M1,0,506.6025403784438,-677.4613391789285,coarse_grid,float_prefilter
M1,0,486.6025403784438,-642.820323027551,coarse_grid,float_prefilter
M1,0,466.6025403784438,-608.1793068761734,coarse_grid,float_prefilter
M1,0,446.6025403784438,-573.5382907247958,coarse_grid,float_prefilter
M1,0,426.6025403784438,-538.8972745734184,coarse_grid,float_prefilter
M1,0,406.6025403784438,-504.2562584220408,coarse_grid,float_prefilter
M1,0,386.6025403784438,-469.6152422706632,coarse_grid,float_prefilter
M1,0,366.6025403784438,-434.9742261192857,coarse_grid,float_prefilter
M1,0,346.6025403784438,-400.33320996790815,coarse_grid,float_prefilter
M1,0,326.60254037844385,-365.69219381653056,coarse_grid,float_prefilter
M1,0,306.60254037844385,-331.05117766515303,coarse_grid,float_prefilter
