mode,region,level,step_m,key,x,y,parent,rank_cumulative,in_Csafe,in_Q0,in_Qvis_Q5,squared_slack_lower_m2,boundary_distance_m,D_lower_m,D_upper_m,inner_gap_m,T_s,J_lower_m,J_upper_m,near_possible,near_upper_m,score_elapsed_s,safety_status
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc9588c83e1aap+8,0x1.be25ce50ef7d7p+9",460.58411838070117,892.2953587693581,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc9583509fbc6p+8,0x1.be25cfb7b5465p+9",1,False,False,True,1378709150733136209611401119/19807040628566084398385987584,3.4803512562575634e-05,111.50961177962219,111.5172435043315,0.007631724709312948,205.8311467263846,152.6758411248991,152.68347284960842,False,0.0,0.024329199994099326,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc9583509fbc6p+8,0x1.be25cfb7b5465p+9",460.58403495693017,892.2954015383845,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc9583509fbc6p+8,0x1.be25cfb7b5465p+9",2,False,False,True,1378704229730632598057899103/19807040628566084398385987584,3.480338841654884e-05,111.5096191503195,111.51725087642305,0.007631726103554115,205.83114667438946,152.67584848519738,152.68348021130095,False,0.0,0.028313899994827807,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c1e019b125317p+8,0x1.c0da2e71191d9p+9",449.8753920284084,897.7045422909388,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.9c13d34cb33e3p+8,0x1.c7930c6308f7dp+9",3,False,False,True,957521750286897933909848415/19807040628566084398385987584,2.4171247446247435e-05,111.51694551181264,111.52601702593459,0.00907151412195617,205.82443213936875,152.6818319396864,152.69090345380835,False,0.0,0.024765399997704662,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.d5998d00ebea2p+8,0x1.bbcec180aab3bp+9",469.59980779418595,887.6152802308565,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f67adc8b1d2dep+8,0x1.b04b5fb818ef7p+9",4,False,False,True,2232744675372576451147747871/19807040628566084398385987584,5.636240121020819e-05,111.53331600066221,111.54308576434917,0.009769763686961142,205.83673619929579,152.70066324052138,152.71043300420834,False,0.0,0.021401799996965565,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bab2571fe8402p+8,0x1.c29ed96526996p+9",442.69664191646746,901.2410093725655,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc9583509fbc6p+8,0x1.be25cfb7b5465p+9",5,False,False,True,808903981962566759833327487/19807040628566084398385987584,2.041960760834627e-05,111.54208533831601,111.55130574354396,0.009220405227949868,205.81988683783263,152.70606270588254,152.7152831111105,False,0.0,0.022290199995040894,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.de49fe16f9eadp+8,0x1.b97f339225eaep+9",478.28903335191245,882.9937613186974,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc9583509fbc6p+8,0x1.be25cfb7b5465p+9",6,False,False,True,3867645865427621757527084159/19807040628566084398385987584,9.76331126594232e-05,111.58260280357254,111.5921663368948,0.009563533322264561,205.84206550943927,152.7510159054604,152.76057943878266,False,0.0,0.021802800009027123,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.d128cfb9e5fdfp+8,0x1.bc9d6c89501f6p+9",465.1594196497444,889.2298747674201,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f67adc8b1d2dep+8,0x1.b04b5fb818ef7p+9",7,False,False,True,24776827681940899038702961024767/19807040628566084398385987584,0.6256507822885169,111.62178954724482,111.63003419794845,0.008244650703630896,205.70904871158837,152.76359928956248,152.77184394026614,False,0.0,0.02588419998937752,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.afe1c29231fbcp+8,0x1.c537ac4bc27e4p+9",431.88187516899393,906.4349455547022,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.9c13d34cb33e3p+8,0x1.c7930c6308f7dp+9",8,False,False,True,674182193391982482192132543/19807040628566084398385987584,1.701875146409293e-05,111.61010581369469,111.62006892982316,0.00996311612847478,205.81297414482384,152.77270064265946,152.78266375878792,False,0.0,0.020277399991755374,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.e735931553816p+8,0x1.b711341d2a08cp+9",487.20927556313234,878.1344028907056,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f67adc8b1d2dep+8,0x1.b04b5fb818ef7p+9",9,False,False,True,2704166345859221712761458495/19807040628566084398385987584,6.82627579635664e-05,111.6660747733885,111.67606577420776,0.009991000819255191,205.8474951534092,152.83557380407035,152.8455648048896,False,0.0,0.025031400000443682,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.a8a242fb13efap+8,0x1.c6e9dfa97d941p+9",424.6338345454857,909.8271381247688,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc9583509fbc6p+8,0x1.be25cfb7b5465p+9",10,False,False,True,617573247768885370406455007/19807040628566084398385987584,1.5589740769428317e-05,111.6743564888543,111.68396352706306,0.00960703820875608,205.80829810633924,152.83601611012216,152.8456231483309,False,0.0,0.02138310000009369,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.efcdedde84f2ep+8,0x1.b4ab879ee12d5p+9",495.8044108461935,873.3400763129708,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc9583509fbc6p+8,0x1.be25cfb7b5465p+9",12,False,False,True,1589270215047125260751519839/19807040628566084398385987584,4.011882140275702e-05,111.7747250943388,111.78462873325533,0.009903638916526347,205.85267264429288,152.9452596231974,152.9551632621139,False,0.0,0.02498849999392405,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.9db7a4bfc5419p+8,0x1.c966e161299f4p+9",413.71735762182067,914.803753037761,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.9c13d34cb33e3p+8,0x1.c7930c6308f7dp+9",13,False,False,True,561564291487021310898064959/19807040628566084398385987584,1.417587589003233e-05,111.79725074969896,111.80549736456878,0.008246614869818814,205.80119108905248,152.95748896750945,152.9657355823793,False,0.0,0.024315299990121275,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f53f5303cde56p+9,-0x1.c9f52d4302b49p+5",1002.49472091249,-57.24471523620611,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f1a7f284bf561p+9,-0x1.82dbdd6ab5287p+6",14,False,False,True,4300115421445585348935887775/39614081257132168796771975168,5.427508858701913e-05,111.79511664735402,111.80286638792585,0.007749740571824759,205.82555842122144,152.96022833159833,152.96797807217013,False,0.0,0.019299699997645803,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f585703baf5adp+9,-0x1.7a29448f5061bp+5",1003.042487583754,-47.27015029872947,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f5857018745dfp+9,-0x1.7a2970addde7bp+5",15,False,False,True,4267283856556825554743606419/39614081257132168796771975168,5.386069597079768e-05,111.79277000894353,111.80276273513286,0.00999272618932423,205.83114290442802,152.95899858982915,152.96899131601847,False,0.0,0.019192200008546934,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f5857018745dfp+9,-0x1.7a2970addde7bp+5",1003.0424833839605,-47.270234449705605,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f5857018745dfp+9,-0x1.7a2970addde7bp+5",16,False,False,True,4267284134297606920983341715/39614081257132168796771975168,5.386069949508965e-05,111.79277665944198,111.80276938765294,0.009992728210960422,205.83114285767462,152.9590052309769,152.96899795918787,False,0.0,0.025729100001626648,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f4ec4642986bcp+9,-0x1.0cef9a8191612p+6",1001.8458941692584,-67.2339878315909,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f5857018745dfp+9,-0x1.7a2970addde7bp+5",17,False,False,True,4332917554510648840680394359/39614081257132168796771975168,5.468910978834174e-05,111.82209663574808,111.83191646298009,0.009819827232007583,205.8198799704391,152.98607262983592,152.9958924570679,False,0.0,0.019816600004560314,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f48ca422eb4b8p+9,-0x1.34c84c3c4755ap+6",1001.0987590454961,-77.19560331521407,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f1a7f284bf561p+9,-0x1.82dbdd6ab5287p+6",18,False,False,True,4365553360780610120710408983/39614081257132168796771975168,5.5101031534832146e-05,111.87474230604765,111.88270950463752,0.007967198589867053,205.8141316275956,153.03756863156678,153.04553583015664,False,0.0,0.024923300006776117,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f5eb77bc634a7p+9,-0x1.b494fe13a89e2p+4",1003.8395915493792,-27.286375119010593,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f5857018745dfp+9,-0x1.7a2970addde7bp+5",19,False,False,True,4201264594292377944603501487/39614081257132168796771975168,5.302741567447811e-05,111.87348278469557,111.88249583957682,0.009013054881251037,205.84207445942792,153.04189767658116,153.0509107314624,False,0.0,0.020188800001051277,SAFE
M3,Q5,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f8a031bee93b9p+8,0x1.b226d07cd16edp+9",504.6257590598503,868.3032375357267,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f67adc8b1d2dep+8,0x1.b04b5fb818ef7p+9",21,False,False,True,1102697946218675391937964895/19807040628566084398385987584,2.783600996281166e-05,111.92168561472016,111.93150186365271,0.00981624893255173,205.85792680616365,153.0932709759529,153.10308722488543,False,0.0,0.020732400007545948,SAFE
