mode,region,level,step_m,key,x,y,parent,rank_cumulative,in_Csafe,in_Q0,in_Qvis_Q5,squared_slack_lower_m2,boundary_distance_m,D_lower_m,D_upper_m,inner_gap_m,T_s,J_lower_m,J_upper_m,near_possible,near_upper_m,score_elapsed_s,safety_status
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.bf4a1f1e73a46p+8,0x1.bf31d16454b25p+9",447.2895373375253,894.389202634197,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",1,True,True,True,1856890348883260107948495/77371252455336267181195264,1.1999872754131502e-05,112.18256610005598,112.1917003385562,0.009134238500223546,204.9999976000252,153.18256562006104,153.19169985856126,False,0.0,0.025946200010366738,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835fe7413f74p+8,0x1.bcef928bb3bd3p+9",456.2109139012093,889.871659720195,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",2,True,True,True,302369235650966754805671/9671406556917033397649408,1.5632123222530936e-05,112.18582346713711,112.19352072011638,0.00769725297926982,204.99999687357507,153.18582284185214,153.1935200948314,False,0.0,0.021191900013945997,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",456.21082600804846,889.8717047804752,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",3,True,True,True,2418945848304251381292051/77371252455336267181195264,1.5632071267646097e-05,112.18583133379714,112.19352858825623,0.007697254459088754,204.99999687358547,153.18583070851423,153.19352796297332,False,0.0,0.022127200005343184,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.b652cc60a368ep+8,0x1.c1689d7aceecap+9",438.3234310530614,898.8173058996556,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",6,True,True,True,789386177053476586720827/38685626227668133590597632,1.020257730033336e-05,112.20525582714613,112.21478760829714,0.009531781151011387,204.9999979594843,153.205255419043,153.214787200194,False,0.0,0.024468700008583255,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.d1162fbe0f296p+8,0x1.baa1efa871011p+9",465.08666599149853,885.2651262809542,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",7,True,True,True,3814996636573339765809711/77371252455336267181195264,2.4653838181620813e-05,112.21619560473027,112.22513295368533,0.008937348955058155,204.99999506923209,153.2161946185767,153.22513196753175,False,0.0,0.02507819999300409,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.d9ea7728e26c9p+8,0x1.b848f763b2ff7p+9",473.9158807328027,880.5700497268689,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",8,True,True,True,38844475256598688269561391/309485009821345068724781056,6.275663645283203e-05,112.27489494723619,112.28473671351405,0.00984176627785871,204.99998744867244,153.27489243697067,153.28473420324855,False,0.0,0.01998529999400489,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.a480b72811641p+8,0x1.c5a5472278cc7p+9",420.50279474663336,907.291233357414,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.924624454b757p+8,0x1.c9c278f8b41e2p+9",10,True,True,True,5410742143257889625783807/309485009821345068724781056,8.7415254483858e-06,112.32337561056511,112.33157360655152,0.008197995986407136,204.99999825169465,153.32337526090404,153.33157325689047,False,0.0,0.029141399994841777,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.9b68b4ccb4f17p+8,0x1.c7b9b4b51a2a0p+9",411.4090087835079,911.4508272531275,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.924624454b757p+8,0x1.c9c278f8b41e2p+9",12,True,True,True,5258570749403114342764955/309485009821345068724781056,8.495679253428534e-06,112.41639393510499,112.42606455135352,0.009670616248527608,204.9999983008639,153.41639359527778,153.4260642115263,False,0.0,0.040144900005543604,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f31aafc91b55bp+9,-0x1.dea51e711fa87p+5",998.2084895499678,-59.83062446954596,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",14,True,True,True,2134524616915298245116272879/19807040628566084398385987584,5.3882978136243764e-05,112.46641424978417,112.47557166694945,0.009157417165283732,204.9999892234041,153.466412094465,153.47556951163028,False,0.0,0.03761490000761114,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",998.7568720340223,-49.84579859264516,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",15,True,True,True,2117916829672825680143569103/19807040628566084398385987584,5.346373859538289e-05,112.47138205271749,112.48069320892446,0.009311156206976534,204.999989307252,153.4713799141679,153.48069107037486,False,0.0,0.0320549000025494,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e15222b3ap+9,-0x1.8ec405cd0e9fbp+5",998.7568762463991,-49.845714189537794,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",16,True,True,True,2117916689560316122085624455/19807040628566084398385987584,5.346373507109092e-05,112.47137529551861,112.48072014617502,0.009344850656404446,204.99998930725272,153.47137315696915,153.48071800762557,False,0.0,0.02104759999201633,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.eb32c94dd09ebp+8,0x1.b3861b200544ep+9",491.1983841547323,871.0477027917602,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.fc8520b0a24a9p+8,0x1.ae866b367c3f7p+9",17,True,True,True,14504007134969803928646419/309485009821345068724781056,2.3432487523677992e-05,112.47894120676376,112.48814461274056,0.009203405976791146,204.9999953135022,153.4789402694642,153.488143675441,False,0.0,0.02930539999215398,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f2c7b7590d8e3p+9,-0x1.173cfb20fb1fcp+6",997.5602828327359,-69.80955173046817,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",19,True,True,True,33610647855918943891405211/309485009821345068724781056,5.430093176528317e-05,112.48694662031002,112.49618001786641,0.00923339755638608,204.9999891398134,153.4869444482727,153.4961778458291,False,0.0,0.0438743999984581,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f39a4a281f6b5p+9,-0x1.3ed8b7d3d868ep+5",999.2053880837835,-39.85581937317066,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",20,True,True,True,525314537845093785061344479/4951760157141521099596496896,5.3043214393255766e-05,112.50494736783813,112.51256192504329,0.00761455720515869,204.99998939135685,153.50494524610951,153.51255980331467,False,0.0,0.03462289999879431,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.92462a3fd19bbp+8,0x1.c9c277a873a64p+9",402.27408217303645,915.519276672811,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.924624454b757p+8,0x1.c9c278f8b41e2p+9",21,True,True,True,5215543997162043815524659/309485009821345068724781056,8.426165777564165e-06,112.53486238953167,112.54422040576712,0.009358016235452737,204.99999831476657,153.53486205248498,153.54422006872045,False,0.0,0.03529519999574404,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.924624454b757p+8,0x1.c9c278f8b41e2p+9",402.27399094669585,915.5193167571526,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.924624454b757p+8,0x1.c9c278f8b41e2p+9",22,True,True,True,5215543988275282760926619/309485009821345068724781056,8.426165777564165e-06,112.53484061426816,112.54422728776952,0.00938667350135347,204.99999831476657,153.53484027722146,153.54422695072282,False,0.0,0.032495399995241314,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.ba8cf248de1efp+8,0x1.bec41739ffc03p+9",442.5505719702041,893.5319588183196,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",23,True,True,True,1779424241045454747887105401407/309485009821345068724781056,2.8789591123550053,112.65388259760356,112.66174581975419,0.00786322215063251,204.42420817752873,153.5387242331093,153.54658745525995,False,0.0,0.01886729999387171,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f3c6e8d2d508cp+9,-0x1.ddca808cf1c29p+4",999.5539802112776,-29.861939001621213,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",24,True,True,True,8338197915624622014314087727/79228162514264337593543950336,5.262142826722993e-05,112.56566504743446,112.57548549447681,0.009820447042343972,204.9999894757141,153.5656629425773,153.57548338961965,False,0.0,0.033140700004878454,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.dadeff1a154edp+8,0x1.b6c68d9d165c4p+9",474.8710800458928,877.5511967047864,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",25,True,True,True,1362153240053682648297835753987/309485009821345068724781056,2.2031040828208006,112.66710160341829,112.67667732476525,0.009575721346962496,204.55937918343557,153.5789774401054,153.58855316145235,False,0.0,0.024377800000365824,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f1fe8a8e01589p+9,-0x1.65eb11e784cdap+6",995.9886033541271,-89.47956048725192,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f0fffdb850543p+9,-0x1.b5855115a5d10p+6",26,True,True,True,136475091406769326067240655/1237940039285380274899124224,5.5121852028605645e-05,112.60024246650761,112.60912365239027,0.008881185882657405,204.99998897562935,153.60024026163347,153.60912144751615,False,0.0,0.02825489999668207,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f3e2583e9b5f8p+8,0x1.b10bcf1199108p+9",499.8841590051011,866.092256736506,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.fc8520b0a24a9p+8,0x1.ae866b367c3f7p+9",28,True,True,True,2351840519524823433040095/77371252455336267181195264,1.5198413279904344e-05,112.63074676087057,112.63955396279584,0.008807201925279173,204.99999696031708,153.63074615293397,153.63955335485926,False,0.0,0.02712240000255406,SAFE
M1,Csafe,2,10,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.8919535faaa5fp+8,0x1.cbbf82a81463fp+9",393.09892843166557,919.4961748218119,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.924624454b757p+8,0x1.c9c278f8b41e2p+9",30,True,True,True,5246987084794514697113631/309485009821345068724781056,8.476964922010666e-06,112.67292699478577,112.68271323394043,0.009786239154664145,204.99999830460678,153.67292665570713,153.6827128948618,False,0.0,0.02638239999942016,SAFE
