prior_radius,id,method,top1,top3,mrr,brier,fallback
1800,15,R12,0.24,0.44,0.3963809523809524,,0.0
1800,15,belief,0.4,0.8,0.58,0.18964314033328583,0.0
1800,15,distance,0.24,0.48,0.4026666666666667,,0.0
1800,15,geometry,0.04,0.8,0.4,0.3848323884699325,0.0
1800,15,uniform,0.4858487611668928,0.754415735787522,0.6179258114533028,0.36708699311246407,0.0
1800,16,R12,0.24,0.44,0.36838095238095236,,0.0
1800,16,belief,0.64,0.64,0.64,0.11513608221442183,0.0
1800,16,distance,0.24,0.44,0.3637142857142857,,0.0
1800,16,geometry,0.64,0.64,0.64,0.17430389981597266,0.0
1800,16,uniform,0.3958850386791833,0.5984794371016877,0.49652663549599213,0.1832092626978858,0.0
1800,17,R12,0.16,0.36,0.3147950937950938,,0.0
1800,17,belief,0.64,0.72,0.69,0.121422723064733,0.0
1800,17,distance,0.16,0.32,0.30742857142857144,,0.0
1800,17,geometry,0.76,0.76,0.76,0.28140022143635235,0.0
1800,17,uniform,0.3383940251250522,0.6020660957026551,0.4855927418753566,0.27805390740627317,0.0
1800,18,R12,0.16,0.28,0.24941025641025638,,0.0
1800,18,belief,0.2,0.36,0.302,0.10275118947540882,0.0
1800,18,distance,0.16,0.24,0.22647907647907647,,0.0
1800,18,geometry,0.08,0.24,0.19942857142857143,0.19661719466518313,0.0
1800,18,uniform,0.1532138940119422,0.3065394795853404,0.25017387324864704,0.19153770608869983,0.0
1800,19,R12,0.5,0.7142857142857143,0.6412698412698413,,0.0
1800,19,belief,0.8571428571428571,0.9285714285714286,0.8988095238095238,0.1737106676414138,0.0
1800,19,distance,0.5714285714285714,0.7142857142857143,0.6779761904761905,,0.0
1800,19,geometry,1.0,1.0,1.0,0.1862646145216523,0.0
1800,19,uniform,0.4390475210396417,0.7810824803989862,0.6319302087869555,0.2024182393635643,0.0
1800,20,R12,0.28,0.4,0.3457142857142857,,0.0
1800,20,belief,0.28,0.28,0.30714285714285716,0.16118237937977864,0.0
1800,20,distance,0.28,0.36,0.32726739926739923,,0.0
1800,20,geometry,0.28,0.32,0.3203809523809524,0.1636148848551776,0.0
1800,20,uniform,0.18901914825426736,0.3576941953097829,0.2857645801922067,0.15795656883538395,0.0
1800,21,R12,0.28,0.4,0.37215873015873013,,0.0
1800,21,belief,0.64,0.64,0.64,0.0945932387575236,0.0
1800,21,distance,0.28,0.44,0.38799999999999996,,0.0
1800,21,geometry,0.64,0.64,0.64,0.18115325668768897,0.0
1800,21,uniform,0.4505045519727577,0.6223630442111395,0.5338289739696669,0.17466889970086114,0.0
1800,22,R12,0.24,0.4,0.3313333333333333,,0.0
1800,22,belief,0.16,0.16,0.18957042957042958,0.21490680496246398,0.0
1800,22,distance,0.24,0.4,0.3203030303030303,,0.0
1800,22,geometry,0.16,0.16,0.2220952380952381,0.2813601387963689,0.0
1800,22,uniform,0.16725909781279277,0.3100245537654341,0.2632068013505153,0.26943737595800427,0.0
1800,23,R12,0.16,0.2,0.18890376290376287,,0.0
1800,23,belief,0.12,0.4,0.26,0.09093837345018783,0.0
1800,23,distance,0.16,0.16,0.1968095238095238,,0.0
1800,23,geometry,0.04,0.4,0.22,0.09249699455695005,0.0
1800,23,uniform,0.14856322820925055,0.2831101250568877,0.2288888808227187,0.09866272823433894,0.0
1800,24,R12,0.4,0.8,0.6266666666666667,,0.0
1800,24,belief,0.95,1.0,0.975,0.18720177350220193,0.0
1800,24,distance,0.4,0.8,0.6154761904761905,,0.0
1800,24,geometry,0.5,0.8,0.65,0.2697881156359785,0.0
1800,24,uniform,0.610357193693595,0.9414396613168318,0.7729788408605988,0.22990603898145437,0.0
1800,25,R12,0.36,0.84,0.59,,0.0
1800,25,belief,0.88,0.88,0.88,0.2138359944061679,0.0
1800,25,distance,0.4,0.72,0.5760000000000001,,0.0
1800,25,geometry,0.64,0.88,0.76,0.17795396296214677,0.0
1800,25,uniform,0.7515700284385303,0.8785279699481207,0.8129273426067374,0.15696524225194305,0.0
1800,26,R12,0.32,0.64,0.49504761904761907,,0.0
1800,26,belief,0.84,0.84,0.84,0.1424390555615289,0.0
1800,26,distance,0.28,0.68,0.498,,0.0
1800,26,geometry,0.84,0.84,0.84,0.1863747024340692,0.0
1800,26,uniform,0.5205254748751047,0.794664818243631,0.6547988684831038,0.19900164074440202,0.0
1800,27,R12,0.24,0.64,0.466,,0.0
1800,27,belief,0.8,0.88,0.84,0.20701971345594924,0.0
1800,27,distance,0.28,0.72,0.5146666666666667,,0.0
1800,27,geometry,0.72,0.88,0.8,0.1976109606841423,0.0
1800,27,uniform,0.6343982984500282,0.860489400333592,0.743518163307977,0.20591072086919426,0.0
1800,28,R12,0.4,0.72,0.5673809523809524,,0.0
1800,28,belief,0.68,0.8,0.7366666666666667,0.15398565399834754,0.0
1800,28,distance,0.44,0.68,0.572047619047619,,0.0
1800,28,geometry,0.56,0.8,0.6546666666666667,0.1736469752290531,0.0
1800,28,uniform,0.6222494279101494,0.799755074826013,0.7123771615117913,0.1620310596411801,0.0
1800,29,R12,0.28,0.56,0.43799999999999994,,0.0
1800,29,belief,0.36,0.72,0.49333333333333335,0.2213946475397105,0.0
1800,29,distance,0.28,0.6,0.44,,0.0
1800,29,geometry,0.72,0.72,0.72,0.20022991454934175,0.0
1800,29,uniform,0.3924595899516346,0.6551388677280453,0.5244416769833495,0.2271433463161618,0.0
1800,30,R12,0.16,0.32,0.276,,0.0
1800,30,belief,0.56,0.56,0.56,0.17852974664865062,0.0
1800,30,distance,0.16,0.28,0.263,,0.0
1800,30,geometry,0.56,0.56,0.56,0.36645658829144073,0.0
1800,30,uniform,0.24882807850380875,0.4684913656362034,0.3647795722471666,0.36873115713096666,0.0
1800,31,R12,0.5384615384615384,0.8461538461538461,0.7141025641025641,,0.0
1800,31,belief,0.9230769230769231,1.0,0.9487179487179488,0.17773239808341007,0.0
1800,31,distance,0.5384615384615384,0.7692307692307693,0.6923076923076923,,0.0
1800,31,geometry,0.7692307692307693,1.0,0.8846153846153846,0.20818028564908722,0.0
1800,31,uniform,0.6869041265881093,0.9435448011128555,0.8161752055688556,0.22299381302321877,0.0
1800,32,R12,0.28,0.56,0.4387142857142857,,0.0
1800,32,belief,0.52,0.8,0.66,0.17079597170373315,0.0
1800,32,distance,0.32,0.56,0.47204761904761905,,0.0
1800,32,geometry,0.24,0.8,0.52,0.1558315152472521,0.0
1800,32,uniform,0.6564540871401822,0.79409549068063,0.7228139568644236,0.13808324069908945,0.0
1800,33,R12,0.24,0.28,0.27304761904761904,,0.0
1800,33,belief,0.4,0.4,0.4,0.05490875946200633,0.0
1800,33,distance,0.24,0.32,0.28904761904761905,,0.0
1800,33,geometry,0.4,0.4,0.4,0.08246504856292214,0.0
1800,33,uniform,0.2601658755312679,0.3718574554847943,0.31654500458136725,0.08928774974687129,0.0
1800,34,R12,0.36,0.72,0.5537142857142857,,0.0
1800,34,belief,0.84,0.92,0.8733333333333333,0.1751906981856665,0.0
1800,34,distance,0.4,0.72,0.5773333333333334,,0.0
1800,34,geometry,0.76,0.8,0.7979999999999999,0.24450955025947763,0.0
1800,34,uniform,0.49817976739313397,0.8263505727502631,0.6646942446221076,0.2533977047260551,0.0
1800,35,R12,0.6153846153846154,1.0,0.782051282051282,,0.0
1800,35,belief,0.8461538461538461,0.9230769230769231,0.8923076923076922,0.19492003399289606,0.0
1800,35,distance,0.6153846153846154,0.9230769230769231,0.7532051282051282,,0.0
1800,35,geometry,0.9230769230769231,1.0,0.9615384615384616,0.18576646879661116,0.0
1800,35,uniform,0.5030484752800883,0.8056923473429216,0.6736262305492472,0.18589372467725504,0.0
1800,36,R12,0.16,0.24,0.21577777777777776,,0.0
1800,36,belief,0.4,0.4,0.4,0.14905692307189222,0.0
1800,36,distance,0.16,0.2,0.21087301587301588,,0.0
1800,36,geometry,0.4,0.4,0.4,0.37804916731035,0.0
1800,36,uniform,0.1166516504583943,0.2348474117751948,0.19578619215507076,0.3793037851637396,0.0
1800,37,R12,0.2,0.48,0.38576190476190475,,0.0
1800,37,belief,0.72,0.84,0.78,0.18351152936978868,0.0
1800,37,distance,0.24,0.6,0.44799999999999995,,0.0
1800,37,geometry,0.56,0.84,0.6933333333333332,0.23453660472720145,0.0
1800,37,uniform,0.6054069051317806,0.8245799648415479,0.7108009714549514,0.23182063151376056,0.0
1800,38,R12,0.24,0.4,0.3775821009056303,,0.0
1800,38,belief,0.96,0.96,0.96,0.2323795823769581,0.0
1800,38,distance,0.24,0.6,0.46799999999999997,,0.0
1800,38,geometry,0.92,0.96,0.94,0.20293505301336354,0.0
1800,38,uniform,0.5286920308076184,0.8214157875103762,0.6864207888206008,0.230397839001713,0.0
1800,39,R12,0.28,0.44,0.38299999999999995,,0.0
1800,39,belief,0.12,0.56,0.3457142857142857,0.1416826810928425,0.0
1800,39,distance,0.24,0.44,0.36,,0.0
1800,39,geometry,0.08,0.6,0.33333333333333337,0.23446692038311287,0.0
1800,39,uniform,0.356224699677762,0.560185984249519,0.45729244874148123,0.2375994626151624,0.0
1800,40,R12,0.36,0.56,0.4893333333333333,,0.0
1800,40,belief,0.8,0.8,0.8,0.129180648962232,0.0
1800,40,distance,0.4,0.68,0.5313333333333333,,0.0
1800,40,geometry,0.8,0.8,0.8,0.1827735468191655,0.0
1800,40,uniform,0.6264887648105174,0.7930448431632979,0.7068935822643155,0.19295148136000656,0.0
1800,41,R12,0.24,0.44,0.3884920634920635,,0.0
1800,41,belief,0.8,0.8,0.8,0.11566996596308185,0.0
1800,41,distance,0.24,0.44,0.3913809523809524,,0.0
1800,41,geometry,0.76,0.8,0.78,0.22807050370350002,0.0
1800,41,uniform,0.5657409885593087,0.7706342886260775,0.6664296928228297,0.23423281402456517,0.0
1800,42,R12,0.32,0.64,0.498,,0.0
1800,42,belief,0.84,0.84,0.84,0.12074910152670273,0.0
1800,42,distance,0.32,0.72,0.5366666666666666,,0.0
1800,42,geometry,0.84,0.84,0.84,0.18615363903803875,0.0
1800,42,uniform,0.7175442920759114,0.8355625078470683,0.7747756254055891,0.17862600328602074,0.0
1800,43,R12,0.2,0.36,0.3207950937950938,,0.0
1800,43,belief,0.6,0.68,0.64,0.13204346137282752,0.0
1800,43,distance,0.2,0.36,0.3240952380952381,,0.0
1800,43,geometry,0.04,0.68,0.36,0.2367821953960821,0.0
1800,43,uniform,0.28972729624513177,0.5565818510918793,0.4323939405668761,0.2439166179779377,0.0
1800,44,R12,0.32,0.6,0.4613333333333333,,0.0
1800,44,belief,0.72,0.72,0.72,0.11548386577759186,0.0
1800,44,distance,0.32,0.64,0.4733333333333334,,0.0
1800,44,geometry,0.68,0.72,0.7,0.22167800529629697,0.0
1800,44,uniform,0.5291306707381549,0.7080284352879588,0.6151636620015908,0.23946614528613971,0.0
1800,45,R12,0.2,0.32,0.3072053502053502,,0.0
1800,45,belief,0.2,0.64,0.36266666666666664,0.1480061483867982,0.0
1800,45,distance,0.16,0.32,0.288984126984127,,0.0
1800,45,geometry,0.72,0.72,0.72,0.263339969336224,0.0
1800,45,uniform,0.20677825406970649,0.40284730047177214,0.34284185171125997,0.2692844724445482,0.0
1800,46,R12,0.24,0.24,0.29647098979451925,,0.0
1800,46,belief,0.72,0.8,0.76,0.22623929086895855,0.0
1800,46,distance,0.24,0.6,0.4406666666666667,,0.0
1800,46,geometry,0.8,0.8,0.8,0.2203674979360785,0.0
1800,46,uniform,0.2536836995687043,0.541800137310529,0.425708933799259,0.27716882776331864,0.0
1800,47,R12,0.32,0.64,0.4746666666666667,,0.0
1800,47,belief,0.72,0.72,0.72,0.17114003882296946,0.0
1800,47,distance,0.36,0.64,0.488,,0.0
1800,47,geometry,0.52,0.72,0.5933333333333334,0.24144550220826133,0.0
1800,47,uniform,0.4446225858913973,0.6709417473539159,0.5578650521211165,0.24534502391944318,0.0
1800,48,R12,0.28,0.6,0.4738253968253968,,0.0
1800,48,belief,0.68,0.92,0.8,0.20634164241178868,0.0
1800,48,distance,0.28,0.52,0.46485714285714286,,0.0
1800,48,geometry,0.6,0.92,0.76,0.25199499891027155,0.0
1800,48,uniform,0.48198184498381025,0.8050429762995115,0.6498816893869099,0.24830176099146084,0.0
1800,49,R12,0.12,0.24,0.20335714285714285,,0.0
1800,49,belief,0.36,0.4,0.38333333333333336,0.12239713151687891,0.0
1800,49,distance,0.12,0.2,0.1951919191919192,,0.0
1800,49,geometry,0.2,0.44,0.32,0.4074780913970987,0.0
1800,49,uniform,0.15496710430653088,0.2920417811470174,0.24073134337727392,0.3978931704980993,0.0
1800,50,R12,0.4,0.64,0.5487142857142857,,0.0
1800,50,belief,0.56,0.84,0.6866666666666668,0.14591493088958216,0.0
1800,50,distance,0.44,0.6,0.5573809523809524,,0.0
1800,50,geometry,0.32,0.84,0.58,0.19733920824874993,0.0
1800,50,uniform,0.5260603213675094,0.8027272012368661,0.6604662542068097,0.19785711482174484,0.0
1800,51,R12,0.24,0.36,0.305,,0.0
1800,51,belief,0.44,0.44,0.44,0.10116220107408823,0.0
1800,51,distance,0.24,0.4,0.31466666666666665,,0.0
1800,51,geometry,0.4,0.44,0.42,0.20495295440098496,0.0
1800,51,uniform,0.2500952875873323,0.39488111023001315,0.32447546762613494,0.21626856216163426,0.0
1800,52,R12,0.4,0.65,0.5667261904761904,,0.0
1800,52,belief,0.85,0.95,0.8979166666666666,0.2124421405772888,0.0
1800,52,distance,0.4,0.7,0.5713095238095238,,0.0
1800,52,geometry,0.95,1.0,0.975,0.2182096389366493,0.0
1800,52,uniform,0.47606473122045545,0.8497103481780929,0.6727031035273552,0.2437058688169178,0.0
1800,53,R12,0.38095238095238093,0.7142857142857143,0.5825396825396825,,0.0
1800,53,belief,0.6666666666666666,1.0,0.8333333333333334,0.2499690607653136,0.0
1800,53,distance,0.38095238095238093,0.8571428571428571,0.6087301587301587,,0.0
1800,53,geometry,0.047619047619047616,1.0,0.5238095238095238,0.25643235290872707,0.0
1800,53,uniform,0.6303846256195159,0.9476126395467588,0.786565267810615,0.26310140641769736,0.0
1800,54,R12,0.36,0.6,0.5274920634920635,,0.0
1800,54,belief,0.68,0.8,0.7583333333333333,0.2607816120413274,0.0
1800,54,distance,0.36,0.68,0.5331587301587302,,0.0
1800,54,geometry,0.76,0.92,0.84,0.21701751527477486,0.0
1800,54,uniform,0.5502645118615102,0.8525107978618949,0.7014522776722759,0.22989273450369185,0.0
1800,55,R12,0.24,0.4,0.3724285714285714,,0.0
1800,55,belief,0.76,0.76,0.76,0.10742754900116608,0.0
1800,55,distance,0.24,0.48,0.3917142857142857,,0.0
1800,55,geometry,0.72,0.76,0.74,0.23498050810498705,0.0
1800,55,uniform,0.44701317913775845,0.7019903730002666,0.5741244848785327,0.2502041867746525,0.0
1800,56,R12,0.32,0.6,0.49049206349206353,,0.0
1800,56,belief,0.6,0.88,0.74,0.29536052755642667,0.0
1800,56,distance,0.32,0.56,0.48442857142857143,,0.0
1800,56,geometry,0.04,0.8,0.43333333333333335,0.2982129606990515,0.0
1800,56,uniform,0.5091051784353305,0.8223217088426,0.6632532913972898,0.25241850547520694,0.0
1800,57,R12,0.3333333333333333,0.5555555555555556,0.5011042969376303,,0.0
1800,57,belief,1.0,1.0,1.0,0.1987283415704581,0.0
1800,57,distance,0.2777777777777778,0.5555555555555556,0.46911375661375665,,0.0
1800,57,geometry,0.2777777777777778,1.0,0.6388888888888888,0.26492168273611577,0.0
1800,57,uniform,0.49581233818429266,0.8500427007956621,0.6833180052830928,0.2616170133963346,0.0
1800,58,R12,0.28,0.56,0.46304761904761904,,0.0
1800,58,belief,0.8,0.84,0.8257142857142857,0.2824406860315025,0.0
1800,58,distance,0.28,0.68,0.48504761904761906,,0.0
1800,58,geometry,0.76,0.88,0.8133333333333332,0.22526632164083937,0.0
1800,58,uniform,0.6115454834616633,0.854553495658557,0.7292709990819326,0.2281853086161841,0.0
1800,59,R12,0.28,0.36,0.3674285714285714,,0.0
1800,59,belief,0.36,0.68,0.5,0.1985812384189943,0.0
1800,59,distance,0.28,0.48,0.40838095238095234,,0.0
1800,59,geometry,0.04,0.68,0.28,0.2993758865216643,0.0
1800,59,uniform,0.3528063900114782,0.6125204310922173,0.48348299618646373,0.29196450177342465,0.0
1800,60,R12,0.24,0.52,0.4141111111111111,,0.0
1800,60,belief,0.56,0.8,0.68,0.1352873658631456,0.0
1800,60,distance,0.28,0.44,0.4193333333333334,,0.0
1800,60,geometry,0.2,0.8,0.5,0.25825201850344004,0.0
1800,60,uniform,0.5233904048106364,0.769294978387252,0.6427206177002134,0.24714781919408435,0.0
1800,61,R12,0.2,0.4,0.3521284271284271,,0.0
1800,61,belief,0.8,0.8,0.8,0.1619935952707222,0.0
1800,61,distance,0.2,0.56,0.40371428571428575,,0.0
1800,61,geometry,0.8,0.8,0.8,0.30371601063062714,0.0
1800,61,uniform,0.45300105045938943,0.7200257054382777,0.5893364154936939,0.30334580284585394,0.0
1800,62,R12,0.28,0.52,0.418,,0.0
1800,62,belief,0.68,0.68,0.68,0.07381809081424082,0.0
1800,62,distance,0.28,0.52,0.4103809523809524,,0.0
1800,62,geometry,0.68,0.68,0.68,0.2834192005600135,0.0
1800,62,uniform,0.4662904385499486,0.6603545888983363,0.5599267995439179,0.2901151136561426,0.0
1800,63,R12,0.2,0.28,0.2624920634920635,,0.0
1800,63,belief,0.48,0.48,0.48,0.10751164986503028,0.0
1800,63,distance,0.2,0.24,0.25442857142857145,,0.0
1800,63,geometry,0.48,0.48,0.48,0.14061282260774743,0.0
1800,63,uniform,0.2577186059778603,0.4221512853817336,0.3429698264915581,0.14244031162077853,0.0
1800,64,R12,0.28,0.44,0.40004761904761904,,0.0
1800,64,belief,0.64,0.72,0.68,0.16314146139229307,0.0
1800,64,distance,0.36,0.6,0.4774444444444444,,0.0
1800,64,geometry,0.68,0.72,0.7,0.17262060552481248,0.0
1800,64,uniform,0.4596580001936712,0.682811286483517,0.5690874497323047,0.17338341245500513,0.0
1800,65,R12,0.28,0.44,0.3944920634920635,,0.0
1800,65,belief,0.64,0.72,0.68,0.12089691788194369,0.0
1800,65,distance,0.32,0.44,0.42649206349206353,,0.0
1800,65,geometry,0.2,0.72,0.4,0.21419481271887925,0.0
1800,65,uniform,0.5008372268075324,0.6875878847674514,0.5934586750498461,0.19860310754739674,0.0
1800,66,R12,0.28,0.56,0.446,,0.0
1800,66,belief,0.68,0.76,0.7133333333333333,0.16871453067364772,0.0
1800,66,distance,0.32,0.56,0.4646666666666667,,0.0
1800,66,geometry,0.44,0.68,0.5646666666666667,0.22673284136773492,0.0
1800,66,uniform,0.4947465565648363,0.7184504535711966,0.6052037497590426,0.22324691050447712,0.0
1800,67,R12,0.45454545454545453,0.7272727272727273,0.6155844155844156,,0.0
1800,67,belief,0.8636363636363636,1.0,0.9318181818181818,0.2591508515941704,0.0
1800,67,distance,0.45454545454545453,0.7727272727272727,0.634090909090909,,0.0
1800,67,geometry,1.0,1.0,1.0,0.25959707832564854,0.0
1800,67,uniform,0.8147049169987532,0.9891648763095428,0.8988287112114562,0.2676788493489663,0.0
1800,68,R12,0.24,0.44,0.357047619047619,,0.0
1800,68,belief,0.52,0.56,0.55,0.13176694998641272,0.0
1800,68,distance,0.28,0.44,0.3720952380952381,,0.0
1800,68,geometry,0.16,0.6,0.38,0.29333393620376436,0.0
1800,68,uniform,0.20648308208296093,0.42016438272993667,0.3331381286717553,0.29257371230099144,0.0
1800,69,R12,0.2,0.44,0.35600000000000004,,0.0
1800,69,belief,0.72,0.72,0.72,0.13894685660455675,0.0
1800,69,distance,0.2,0.48,0.38171428571428573,,0.0
1800,69,geometry,0.72,0.72,0.72,0.29031731159798335,0.0
1800,69,uniform,0.42862523778699574,0.6789324233176973,0.5511305366208851,0.30454822901378786,0.0
1800,70,R12,0.28,0.4,0.348,,0.0
1800,70,belief,0.16,0.32,0.27044444444444443,0.09948486904520626,0.0
1800,70,distance,0.28,0.48,0.36,,0.0
1800,70,geometry,0.32,0.48,0.4,0.14602407657188504,0.0
1800,70,uniform,0.2271356065899073,0.38764573029608695,0.3157881681609452,0.1441466495211072,0.0
1800,71,R12,0.32,0.56,0.45466666666666666,,0.0
1800,71,belief,0.68,0.72,0.6933333333333332,0.14188183513391214,0.0
1800,71,distance,0.28,0.64,0.43799999999999994,,0.0
1800,71,geometry,0.56,0.72,0.64,0.1891900576971973,0.0
1800,71,uniform,0.3571065542689314,0.6328685395907094,0.4983447070985793,0.20167395533124424,0.0
1800,72,R12,0.16,0.16,0.16333333333333333,,0.0
1800,72,belief,0.2,0.2,0.2,0.08424888176728855,0.0
1800,72,distance,0.16,0.2,0.1733333333333333,,0.0
1800,72,geometry,0.2,0.2,0.2,0.36139189978763064,0.0
1800,72,uniform,0.10858524374176548,0.17008312282682994,0.14186623160488476,0.35722376009666634,0.0
1800,73,R12,0.28,0.56,0.45282539682539685,,0.0
1800,73,belief,0.84,0.84,0.84,0.2433622586698215,0.0
1800,73,distance,0.28,0.6,0.46266666666666667,,0.0
1800,73,geometry,0.16,0.8,0.4033333333333334,0.24243830157599766,0.0
1800,73,uniform,0.4789809311924671,0.7824071362522702,0.6285141363143663,0.22142905460467696,0.0
1800,74,R12,0.2,0.32,0.3072053502053502,,0.0
1800,74,belief,0.72,0.72,0.72,0.09917673675414075,0.0
1800,74,distance,0.2,0.28,0.3127142857142857,,0.0
1800,74,geometry,0.72,0.72,0.72,0.22273712255471417,0.0
1800,74,uniform,0.3482274345343264,0.5971394405164091,0.48259987620741013,0.2420897553385393,0.0
1800,75,R12,0.32,0.64,0.5183809523809524,,0.0
1800,75,belief,0.76,0.84,0.8133333333333332,0.1395722405135303,0.0
1800,75,distance,0.32,0.8,0.5537142857142857,,0.0
1800,75,geometry,0.92,0.92,0.92,0.19439339761153657,0.0
1800,75,uniform,0.5546839092870457,0.8448112365446732,0.7013691563155737,0.22215579321156376,0.0
1800,76,R12,0.28,0.44,0.38266666666666665,,0.0
1800,76,belief,0.56,0.6,0.5733333333333334,0.16184120246611028,0.0
1800,76,distance,0.28,0.44,0.37277777777777776,,0.0
1800,76,geometry,0.6,0.6,0.6,0.2578272782546417,0.0
1800,76,uniform,0.2521576044914987,0.47804172325184574,0.3760277251073188,0.275183179570184,0.0
1800,77,R12,0.32,0.48,0.4400476190476191,,0.0
1800,77,belief,0.64,0.76,0.7,0.16607817248028564,0.0
1800,77,distance,0.32,0.52,0.44871428571428573,,0.0
1800,77,geometry,0.48,0.76,0.58,0.18919081060337245,0.0
1800,77,uniform,0.48451517222700424,0.7197114724643597,0.6005720244510045,0.19498236453419512,0.0
1800,78,R12,0.28,0.44,0.38704761904761903,,0.0
1800,78,belief,0.6,0.64,0.6133333333333334,0.1486892890450511,0.0
1800,78,distance,0.28,0.56,0.408,,0.0
1800,78,geometry,0.64,0.64,0.64,0.31757718866436596,0.0
1800,78,uniform,0.2245001678105326,0.4577497987228368,0.3607836578625123,0.3315421434703643,0.0
1800,79,R12,0.24,0.44,0.38171428571428573,,0.0
1800,79,belief,0.72,0.72,0.72,0.1771286862858915,0.0
1800,79,distance,0.28,0.56,0.4346666666666667,,0.0
1800,79,geometry,0.72,0.72,0.72,0.3112992560976762,0.0
1800,79,uniform,0.3605663050190712,0.635824953778218,0.5010930594769636,0.3382634352902559,0.0
1800,80,R12,0.32,0.52,0.4498253968253968,,0.0
1800,80,belief,0.56,0.64,0.6340476190476191,0.2585854043694714,0.0
1800,80,distance,0.32,0.6,0.47600000000000003,,0.0
1800,80,geometry,0.64,0.84,0.7133333333333333,0.2729120581502687,0.0
1800,80,uniform,0.4217495123697439,0.7360152136820868,0.5837721349333996,0.2818011033493132,0.0
1800,81,R12,0.36,0.52,0.4764920634920635,,0.0
1800,81,belief,0.6,0.76,0.67,0.2066158060228299,0.0
1800,81,distance,0.4,0.56,0.5057777777777778,,0.0
1800,81,geometry,0.48,0.76,0.6033333333333334,0.15967707573819817,0.0
1800,81,uniform,0.5892562900374181,0.764808642338054,0.677128883166856,0.1536385376380126,0.0
1800,82,R12,0.36363636363636365,0.5454545454545454,0.5258116883116883,,0.0
1800,82,belief,0.7727272727272727,0.8636363636363636,0.8273809523809524,0.23798261250265984,0.0
1800,82,distance,0.36363636363636365,0.5909090909090909,0.5309163059163059,,0.0
1800,82,geometry,0.6363636363636364,0.7727272727272727,0.7492424242424243,0.23464616216721035,0.0
1800,82,uniform,0.4030464239239891,0.7939590286741041,0.6160806215345352,0.2328052412625367,0.0
1800,83,R12,0.5714285714285714,1.0,0.7857142857142857,,0.0
1800,83,belief,0.14285714285714285,1.0,0.5238095238095238,0.21441759717537387,0.0
1800,83,distance,0.5714285714285714,0.7142857142857143,0.7142857142857143,,0.0
1800,83,geometry,0.14285714285714285,1.0,0.5714285714285714,0.22025573933600717,0.0
1800,83,uniform,0.4653569270437528,0.8152976022945063,0.6565471621353088,0.2261828261099794,0.0
1800,84,R12,0.24,0.4,0.32666666666666666,,0.0
1800,84,belief,0.48,0.48,0.48,0.07608427204510447,0.0
1800,84,distance,0.24,0.28,0.29371428571428576,,0.0
1800,84,geometry,0.48,0.48,0.48,0.09452292136698638,0.0
1800,84,uniform,0.2592913992335718,0.4036390129366304,0.33829716757603806,0.10755565933821976,0.0
1800,85,R12,0.3,0.5,0.4739484126984127,,0.0
1800,85,belief,0.9,0.9,0.925,0.19899902949566242,0.0
1800,85,distance,0.3,0.6,0.5129761904761905,,0.0
1800,85,geometry,1.0,1.0,1.0,0.25244938907861114,0.0
1800,85,uniform,0.5806738748717817,0.9094621700034609,0.7475621180998528,0.25196093369160655,0.0
1800,86,R12,0.16,0.24,0.2033333333333333,,0.0
1800,86,belief,0.04,0.08,0.07107142857142856,0.25455520403406706,0.0
1800,86,distance,0.16,0.2,0.18196969696969695,,0.0
1800,86,geometry,0.04,0.08,0.07733333333333334,0.3902701626298862,0.0
1800,86,uniform,0.0798701278888922,0.16657046825387112,0.1358199918931004,0.37413997078009387,0.0
1800,87,R12,0.2,0.28,0.3095093795093795,,0.0
1800,87,belief,0.76,0.76,0.76,0.16102900125721592,0.0
1800,87,distance,0.2,0.28,0.31923809523809527,,0.0
1800,87,geometry,0.52,0.76,0.64,0.2610650557920178,0.0
1800,87,uniform,0.2837620392798748,0.5774956017195888,0.4483260913597539,0.27898777821625287,0.0
1800,88,R12,0.32,0.56,0.4503809523809524,,0.0
1800,88,belief,0.72,0.72,0.72,0.12037938674864584,0.0
1800,88,distance,0.32,0.52,0.4613333333333333,,0.0
1800,88,geometry,0.64,0.72,0.6733333333333333,0.1763441312957457,0.0
1800,88,uniform,0.5793430081158578,0.715668225725905,0.6448214964677114,0.16850858043614272,0.0
1800,89,R12,0.4444444444444444,0.8333333333333334,0.6499999999999999,,0.0
1800,89,belief,1.0,1.0,1.0,0.14940720682550643,0.0
1800,89,distance,0.4444444444444444,0.8333333333333334,0.6592592592592593,,0.0
1800,89,geometry,0.9444444444444444,1.0,0.9722222222222222,0.17331821204467465,0.0
1800,89,uniform,0.9045460810907036,0.9990336957728262,0.9505227005363669,0.16847486774196366,0.0
1800,90,R12,0.2,0.32,0.2837142857142857,,0.0
1800,90,belief,0.28,0.52,0.39333333333333337,0.19379846586277868,0.0
1800,90,distance,0.2,0.36,0.2991111111111111,,0.0
1800,90,geometry,0.04,0.52,0.21333333333333332,0.2599276541102127,0.0
1800,90,uniform,0.15539418328788365,0.3249363335323088,0.26318303911179974,0.27154707196332684,0.0
1800,91,R12,0.32,0.52,0.4667142857142857,,0.0
1800,91,belief,0.84,0.84,0.84,0.17528861628991618,0.0
1800,91,distance,0.32,0.6,0.4893333333333333,,0.0
1800,91,geometry,0.84,0.84,0.84,0.19013298025102704,0.0
1800,91,uniform,0.42124929681227974,0.7360837092642182,0.5833533527853116,0.21873731020564616,0.0
