id,arm,N,total,runtime,discovery__travel_s,discovery__measure_s,discovery__switch_s,discovery__clear_s,discovery__total_s,active_localization__travel_s,active_localization__measure_s,active_localization__switch_s,active_localization__clear_s,active_localization__total_s,diagnostic__travel_s,diagnostic__measure_s,diagnostic__switch_s,diagnostic__clear_s,diagnostic__total_s,optical_fallback__travel_s,optical_fallback__measure_s,optical_fallback__switch_s,optical_fallback__clear_s,optical_fallback__total_s,certified_clear__travel_s,certified_clear__measure_s,certified_clear__switch_s,certified_clear__clear_s,certified_clear__total_s,all__travel_s,all__measure_s,all__switch_s,all__clear_s,last_source_first_seen_s,post_last_seen_discovery_s,post_all_cleared_discovery_s,discovery_nodes,detect_count,clear_attempts,fallback_count,diagnostic_count,distance
33,B10,14,6343.244714,3.745934699996724,3314.7115189999995,1185.0,217.0,0.0,4716.7115189999995,892.6635320000001,70.0,9.0,0.0,971.6635320000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.869663000001,0.0,0.0,70.0,654.869663000001,4792.244714000001,1255.0,226.0,70.0,4007.213918,2186.9475879999995,1400.137678,25,251,14,0,0,23961.22357309034
34,B10,15,7451.135953,3.7727663999976357,3079.1235260000003,1535.0,290.0,0.0,4904.123526,1107.3978589999992,55.0,7.0,0.0,1169.3978589999992,262.39434100000017,15.0,1.0,0.0,278.39434100000017,0.0,0.0,0.0,0.0,0.0,1024.2202270000002,0.0,0.0,75.0,1099.2202270000002,5473.135953000001,1605.0,298.0,75.0,3093.514444,2671.4715670000005,0.0,25,321,15,0,3,27365.679765472727
35,B10,14,6886.163528,3.8001483000116423,3145.5036329999994,1410.0,263.0,0.0,4818.503632999999,1222.517916,75.0,10.0,0.0,1307.517916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.1419790000007,0.0,0.0,70.0,760.1419790000007,5058.163528,1485.0,273.0,70.0,5855.185873,730.362936999999,639.3807939999997,25,297,14,0,0,25290.817663882288
36,B10,12,7297.775501,3.3800953999889316,3437.220461000001,1575.0,294.0,0.0,5306.220461000001,822.3372749999994,45.0,6.0,0.0,873.3372749999994,299.30948400000034,5.0,0.0,0.0,304.30948400000034,0.0,0.0,0.0,0.0,0.0,753.9082809999993,0.0,0.0,60.0,813.9082809999993,5312.775501,1625.0,300.0,60.0,2672.465727,3641.526255000001,0.0,25,325,12,0,1,26563.877514774635
37,B10,12,6470.275563,3.449178999988362,3289.189468000001,1315.0,244.0,0.0,4848.1894680000005,986.4324729999998,70.0,8.0,0.0,1064.4324729999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.65362199999925,0.0,0.0,60.0,557.6536219999992,4773.275563,1385.0,252.0,60.0,2986.67614,3015.6802390000007,2702.5912160000003,25,277,12,0,0,23866.377826394135
38,B10,10,7496.753666,3.0979592999938177,3933.896678,1770.0,336.0,0.0,6039.896678,544.6680899999998,50.0,4.0,0.0,598.6680899999998,284.44886499999984,10.0,1.0,0.0,295.44886499999984,0.0,0.0,0.0,0.0,0.0,512.7400329999999,0.0,0.0,50.0,562.7400329999999,5275.7536660000005,1830.0,341.0,50.0,6308.79907,1025.6896969999998,414.78310799999963,25,366,10,0,2,26378.768331419295
39,B10,11,7575.915116,2.988452799996594,3847.413231,1605.0,300.0,0.0,5752.413231,370.4934050000003,20.0,3.0,0.0,393.4934050000003,417.353742,15.0,1.0,0.0,433.353742,0.0,0.0,0.0,0.0,0.0,941.654738,0.0,0.0,55.0,996.654738,5576.915116000001,1640.0,304.0,55.0,5402.040102,1599.612529,1265.82964,25,328,11,0,3,27884.575576631767
40,B10,15,7022.746283,3.464027200010605,2990.521108,1250.0,233.0,0.0,4473.521108,952.2093479999995,55.0,9.0,0.0,1016.2093479999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.015827000001,0.0,0.0,75.0,1533.015827000001,5400.746283,1305.0,242.0,75.0,5683.080295,963.1106100000006,643.1284670000005,25,261,15,0,0,27003.731426397248
41,B10,16,5630.341547,3.94351289999031,2413.3347269999995,985.0,181.0,0.0,3579.3347269999995,832.3922020000002,75.0,11.0,0.0,918.3922020000002,417.17819899999995,20.0,2.0,0.0,439.17819899999995,0.0,0.0,0.0,0.0,0.0,613.4364190000002,0.0,0.0,80.0,693.4364190000002,4276.341547,1080.0,194.0,80.0,4861.822166,0.0,0.0,20,216,16,0,4,21381.707751571794
42,B10,15,6855.949882,3.593859100001282,3027.711112999999,1305.0,244.0,0.0,4576.7111129999985,1240.1217680000002,75.0,10.0,0.0,1325.1217680000002,174.43711299999995,5.0,1.0,0.0,180.43711299999995,0.0,0.0,0.0,0.0,0.0,698.6798880000008,0.0,0.0,75.0,773.6798880000008,5140.949882,1385.0,255.0,75.0,2352.087034,3356.104503999999,0.0,25,277,15,0,1,25704.74942311674
43,B10,15,6547.862992,3.472911100005149,3211.8960120000024,1160.0,213.0,0.0,4584.896012000003,1010.9190590000003,75.0,11.0,0.0,1096.9190590000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0479209999976,0.0,0.0,75.0,866.0479209999976,5013.862992,1235.0,224.0,75.0,2779.119496,3170.4065500000024,317.5841610000007,25,247,15,0,0,25069.314964954727
44,B10,12,7113.419353,3.3988166999915848,3218.5395160000007,1470.0,276.0,0.0,4964.539516000001,1159.1003629999996,60.0,7.0,0.0,1226.1003629999996,268.6366479999997,10.0,1.0,0.0,279.6366479999997,0.0,0.0,0.0,0.0,0.0,583.142826,0.0,0.0,60.0,643.142826,5229.419353,1540.0,284.0,60.0,2422.526332,3643.511097000001,1642.7195090000005,25,308,12,0,2,26147.096775808117
45,B10,12,7313.24744,3.728164200001629,3180.0116359999993,1915.0,365.0,0.0,5460.011635999999,1389.8955170000002,85.0,10.0,0.0,1484.8955170000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.34028700000056,0.0,0.0,60.0,368.34028700000056,4878.24744,2000.0,375.0,60.0,7067.784191,42.0,0.0,25,400,12,0,0,24391.237210182968
46,B10,12,7962.749614,3.36441169999307,4204.959774000001,1430.0,268.0,0.0,5902.959774,1153.4275879999996,55.0,8.0,0.0,1216.4275879999996,262.7748510000001,5.0,1.0,0.0,268.7748510000001,0.0,0.0,0.0,0.0,0.0,514.5874010000003,0.0,0.0,60.0,574.5874010000003,6135.749614000001,1490.0,277.0,60.0,1349.763614,5059.684273000001,446.35886500000015,25,298,12,0,1,30678.748080630812
47,B10,13,6168.870466,2.9079010999994352,2673.5143479999992,1395.0,261.0,0.0,4329.514347999999,882.0787090000001,40.0,6.0,0.0,928.0787090000001,162.39998699999978,10.0,1.0,0.0,173.39998699999978,0.0,0.0,0.0,0.0,0.0,672.8774220000013,0.0,0.0,65.0,737.8774220000013,4390.870466,1445.0,268.0,65.0,1933.379592,3240.0691899999993,452.8585290000001,25,289,13,0,2,21954.352343205963
48,B10,14,7232.825948,3.5199496999994153,3338.8400849999985,1470.0,277.0,0.0,5085.840084999999,1332.9849880000002,70.0,11.0,0.0,1413.9849880000002,161.48995100000047,5.0,1.0,0.0,167.48995100000047,0.0,0.0,0.0,0.0,0.0,495.51092400000084,0.0,0.0,70.0,565.5109240000008,5328.825948,1545.0,289.0,70.0,6302.193008,685.8223449999996,600.8402019999994,25,309,14,0,1,26644.129738776166
49,B10,13,6694.073942,3.3548044999915874,3001.110473,1570.0,296.0,0.0,4867.110473000001,768.826448,35.0,7.0,0.0,810.826448,359.3963440000007,15.0,2.0,0.0,376.3963440000007,0.0,0.0,0.0,0.0,0.0,574.7406769999992,0.0,0.0,65.0,639.7406769999992,4704.073942,1620.0,305.0,65.0,5241.78463,1011.8789889999998,440.7433600000004,25,324,13,0,3,23520.369724328964
50,B10,10,7703.617304,3.342796199998702,3431.149292,1815.0,344.0,0.0,5590.149292,1005.7849279999994,45.0,7.0,0.0,1057.7849279999994,560.6723520000005,10.0,1.0,0.0,571.6723520000005,0.0,0.0,0.0,0.0,0.0,434.0107320000003,0.0,0.0,50.0,484.0107320000003,5431.617304,1870.0,352.0,50.0,4414.376426,2139.9665350000005,0.0,25,374,10,0,2,27158.08653918969
51,B10,10,6861.110545,3.1203215999994427,3575.985998,1645.0,310.0,0.0,5530.985998,813.8633749999997,40.0,6.0,0.0,859.8633749999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.26117199999953,0.0,0.0,50.0,470.26117199999953,4810.110545,1685.0,316.0,50.0,6419.051464,362.3047749999996,205.32263199999943,25,337,10,0,0,24050.552735110014
52,B10,12,7129.025208,3.536912300012773,3160.926583,1415.0,266.0,0.0,4841.926583,1245.6145550000003,75.0,7.0,0.0,1327.6145550000003,352.050213,10.0,1.0,0.0,363.050213,0.0,0.0,0.0,0.0,0.0,536.4338569999998,0.0,0.0,60.0,596.4338569999998,5295.025208000001,1500.0,274.0,60.0,4235.448336,2657.627598,1724.9801230000003,25,300,12,0,2,26475.126059172573
53,B10,16,6440.442707,3.5403262000036193,2566.6102450000008,1170.0,218.0,0.0,3954.610245000001,937.5918470000006,65.0,8.0,0.0,1010.5918470000006,293.77597400000013,5.0,1.0,0.0,299.77597400000013,0.0,0.0,0.0,0.0,0.0,1095.4646409999984,0.0,0.0,80.0,1175.4646409999984,4893.442707,1240.0,227.0,80.0,6189.430802,0.0,0.0,21,248,16,0,1,24467.21354255163
54,B10,12,7200.772143,3.5622328000026755,3271.8685770000006,1735.0,331.0,0.0,5337.868577,1177.036521000001,75.0,10.0,0.0,1262.036521000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.8670449999988,0.0,0.0,60.0,600.8670449999988,4989.772143,1810.0,341.0,60.0,6990.2147,96.98214299999927,0.0,25,362,12,0,0,24948.860716514348
55,B10,15,6775.151674,3.924293799995212,2947.9040050000012,1485.0,282.0,0.0,4714.904005000001,1655.353134999999,95.0,14.0,0.0,1764.353134999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.89453399999968,0.0,0.0,75.0,295.8945339999997,4824.151674,1580.0,296.0,75.0,5963.606969,581.7986309999997,551.7986309999997,25,316,15,0,0,24120.75838563878
56,B10,11,7012.332644,3.509985800003051,3347.304621000001,1705.0,322.0,0.0,5374.304621000001,665.3514050000001,45.0,6.0,0.0,716.3514050000001,182.60523599999942,10.0,1.0,0.0,193.60523599999942,0.0,0.0,0.0,0.0,0.0,673.0713819999994,0.0,0.0,55.0,728.0713819999994,4868.332644,1760.0,329.0,55.0,4203.594799,1919.0296420000004,660.764674,25,352,11,0,2,24341.663223193784
57,B10,14,6819.648209,3.805709200009005,3492.080337000002,1475.0,277.0,0.0,5244.080337000001,1010.5931169999989,75.0,12.0,0.0,1097.593116999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.97475499999905,0.0,0.0,70.0,477.97475499999905,4910.648209,1550.0,289.0,70.0,6290.617086,410.89044100000046,289.9082980000003,25,310,14,0,0,24553.24105896434
58,B10,12,6605.300678,3.1368379999912577,3397.540463,1465.0,274.0,0.0,5136.540462999999,899.9829669999995,45.0,7.0,0.0,951.9829669999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.77724800000027,0.0,0.0,60.0,516.7772480000003,4754.300678,1510.0,281.0,60.0,6371.439918,114.98214300000018,0.0,25,302,12,0,0,23771.503397116874
59,B10,16,7402.332379,4.048808599996846,2921.137343999999,1380.0,259.0,0.0,4560.137343999999,1898.7515780000015,95.0,13.0,0.0,2006.7515780000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.4434569999999,0.0,0.0,80.0,835.4434569999999,5575.3323789999995,1475.0,272.0,80.0,6631.533028,0.0,0.0,23,295,16,0,0,27876.661924001422
60,B10,15,6180.33669,3.8311777000053553,3007.958383,1070.0,195.0,0.0,4272.958382999999,962.5645960000002,80.0,9.0,0.0,1051.5645960000002,20.223748000000114,5.0,0.0,0.0,25.223748000000114,0.0,0.0,0.0,0.0,0.0,755.5899629999999,0.0,0.0,75.0,830.5899629999999,4746.33669,1155.0,204.0,75.0,2193.013595,3525.58963,151.59065999999984,25,231,15,0,1,23731.68346784674
61,B10,14,6936.580212,3.392167600002722,3362.1944710000002,1355.0,251.0,0.0,4968.194471000001,525.4301050000004,45.0,8.0,0.0,578.4301050000004,667.9865499999996,15.0,2.0,0.0,684.9865499999996,0.0,0.0,0.0,0.0,0.0,634.9690859999996,0.0,0.0,70.0,704.9690859999996,5190.580211999999,1415.0,261.0,70.0,3630.144706,2566.5664760000004,0.0,25,283,14,0,3,25952.901055228132
62,B10,16,7081.283606,4.051691699991352,3068.2872939999997,1145.0,214.0,0.0,4427.287294,1333.0896900000002,95.0,11.0,0.0,1439.0896900000002,370.6075460000002,15.0,2.0,0.0,387.6075460000002,0.0,0.0,0.0,0.0,0.0,747.2990759999994,0.0,0.0,80.0,827.2990759999994,5519.283606,1255.0,227.0,80.0,6345.562483,0.0,0.0,22,251,16,0,3,27596.418035809576
63,B10,13,8310.403589,3.9480660000117496,3869.5342120000005,1585.0,302.0,0.0,5756.5342120000005,1239.4071529999985,75.0,9.0,0.0,1323.4071529999985,411.80524200000036,10.0,1.0,0.0,422.80524200000036,0.0,0.0,0.0,0.0,0.0,742.6569820000001,0.0,0.0,65.0,807.6569820000001,6263.403589,1670.0,312.0,65.0,6199.01665,1379.4240370000007,540.9034369999999,25,334,13,0,2,31317.017940204103
64,B10,10,7212.259951,3.345325700007379,3405.1171390000004,1820.0,346.0,0.0,5571.117139,1065.5157320000008,65.0,9.0,0.0,1139.5157320000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.62707999999884,0.0,0.0,50.0,501.62707999999884,4922.259951,1885.0,355.0,50.0,5304.400742,1588.2044020000003,1266.2155140000004,25,377,10,0,0,24611.29976546562
65,B10,11,6866.734901,3.499019299997599,3366.2183909999994,1430.0,266.0,0.0,5062.218391,532.9727980000005,45.0,6.0,0.0,583.9727980000005,730.8128680000002,25.0,3.0,0.0,758.8128680000002,0.0,0.0,0.0,0.0,0.0,406.7308439999995,0.0,0.0,55.0,461.7308439999995,5036.734901,1500.0,275.0,55.0,3008.265157,3666.842073,3612.842073,25,300,11,0,5,25183.67451217269
66,B10,10,8137.952317,3.5248069999943255,3470.892089000001,1970.0,377.0,0.0,5817.892089000001,1293.8685219999995,70.0,8.0,0.0,1371.8685219999995,528.3300769999996,20.0,1.0,0.0,549.3300769999996,0.0,0.0,0.0,0.0,0.0,348.8616290000002,0.0,0.0,50.0,398.8616290000002,5641.952317,2060.0,386.0,50.0,7756.116201,42.0,0.0,25,412,10,0,4,28209.761608481203
67,B10,16,4939.516178,3.6900165999977617,868.3814489999996,710.0,139.0,0.0,1717.3814489999995,2270.480371999999,105.0,13.0,0.0,2388.480371999999,154.07350600000018,10.0,1.0,0.0,165.07350600000018,0.0,0.0,0.0,0.0,0.0,588.5808510000011,0.0,0.0,80.0,668.5808510000011,3881.516178,825.0,153.0,80.0,2991.512786,0.0,0.0,9,165,16,0,2,19407.580907683834
68,B10,13,7102.863346,3.682090700007393,3404.7843330000014,1540.0,291.0,0.0,5235.784333000001,1445.290668999999,85.0,10.0,0.0,1540.290668999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.78834399999965,0.0,0.0,65.0,326.78834399999965,5111.863346,1625.0,301.0,65.0,4744.937788,1887.3099390000007,635.4524840000004,25,325,13,0,0,25559.316729934366
69,B10,14,6644.366359,3.498719800001709,2994.8966689999993,1410.0,267.0,0.0,4671.896669,1209.6683550000002,70.0,10.0,0.0,1289.6683550000002,206.10264300000017,5.0,1.0,0.0,212.10264300000017,0.0,0.0,0.0,0.0,0.0,400.69869200000005,0.0,0.0,70.0,470.69869200000005,4811.366359,1485.0,278.0,70.0,5146.173501,1020.3524929999994,408.8761770000001,25,297,14,0,1,24056.83181102783
70,B10,10,7184.253414,3.5510111000039615,3676.793288,1705.0,322.0,0.0,5703.793288,902.7854459999999,55.0,8.0,0.0,965.7854459999999,78.69287299999996,5.0,1.0,0.0,84.69287299999996,0.0,0.0,0.0,0.0,0.0,379.9818070000003,0.0,0.0,50.0,429.9818070000003,5038.253414,1765.0,331.0,50.0,5233.573062,1612.755458999999,997.4069639999998,25,353,10,0,1,25191.26709890775
71,B10,15,7392.253824,3.4866082000080496,3604.9900539999994,1280.0,239.0,0.0,5123.990054,912.2128990000018,75.0,8.0,0.0,995.2128990000018,196.17507000000023,5.0,1.0,0.0,202.17507000000023,0.0,0.0,0.0,0.0,0.0,995.8758009999989,0.0,0.0,75.0,1070.8758009999988,5709.253824,1360.0,248.0,75.0,5685.078389,1443.0863869999994,554.5413280000002,25,272,15,0,1,28546.269134068574
72,B10,12,6950.901874,3.325978099994245,3393.6859409999993,1580.0,298.0,0.0,5271.685940999999,999.3953200000011,55.0,8.0,0.0,1062.395320000001,238.33047200000055,10.0,2.0,0.0,250.33047200000055,0.0,0.0,0.0,0.0,0.0,306.4901409999992,0.0,0.0,60.0,366.4901409999992,4937.901874,1645.0,308.0,60.0,2848.92749,2957.627796999999,1751.6051310000003,25,329,12,0,2,24689.509384044744
73,B10,12,7241.097546,3.648010600009002,3641.176168999998,1425.0,267.0,0.0,5333.1761689999985,943.7124530000011,65.0,9.0,0.0,1017.7124530000011,372.69089999999983,25.0,1.0,0.0,398.69089999999983,0.0,0.0,0.0,0.0,0.0,431.5180240000009,0.0,0.0,60.0,491.5180240000009,5389.097546,1515.0,277.0,60.0,5206.408992,1907.123074,1798.140931,25,303,12,0,5,26945.487730065364
74,B10,14,6787.079322,3.443363500002306,3527.7644739999996,1420.0,265.0,0.0,5212.764474,796.9870769999995,65.0,8.0,0.0,869.9870769999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.3277710000006,0.0,0.0,70.0,704.3277710000006,4959.079322,1485.0,273.0,70.0,3670.698622,2565.057443,1412.4181409999992,25,297,14,0,0,24795.396611242923
75,B10,10,6590.347219,3.094776500001899,3291.300152,1645.0,309.0,0.0,5245.300152000001,637.7075629999998,40.0,5.0,0.0,682.7075629999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.3395040000004,0.0,0.0,50.0,662.3395040000004,4541.347219,1685.0,314.0,50.0,4638.269956,1644.5431239999998,406.64645800000017,25,337,10,0,0,22706.73609822503
76,B10,12,7147.013784,3.712603100007982,3419.6906340000005,1495.0,281.0,0.0,5195.6906340000005,1268.6320149999992,70.0,8.0,0.0,1346.6320149999992,85.5779620000003,10.0,0.0,0.0,95.5779620000003,0.0,0.0,0.0,0.0,0.0,449.11317299999956,0.0,0.0,60.0,509.11317299999956,5223.013784,1575.0,289.0,60.0,5631.699694,1055.6986100000004,928.7164670000002,25,315,12,0,2,26115.06891954848
77,B10,10,7437.935487,3.605189900001278,3188.2447719999996,1805.0,343.0,0.0,5336.244772,1278.4263009999997,70.0,8.0,0.0,1356.4263009999997,326.30391900000006,10.0,1.0,0.0,337.30391900000006,0.0,0.0,0.0,0.0,0.0,357.9604950000004,0.0,0.0,50.0,407.9604950000004,5150.935487,1885.0,352.0,50.0,3999.76212,2589.812707,2434.3128849999994,25,377,10,0,2,25754.67744110224
78,B10,14,6189.792906,3.6349177000083728,3288.0809519999993,1275.0,237.0,0.0,4800.080951999998,970.2747020000004,70.0,13.0,0.0,1053.2747020000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.43725200000017,0.0,0.0,70.0,336.43725200000017,4524.792906000001,1345.0,250.0,70.0,827.054062,4120.987636999998,1485.3622349999996,25,269,14,0,0,22623.964549821896
79,B10,13,6556.243871,3.513498799991794,2784.592165000001,1390.0,261.0,0.0,4435.592165000001,1264.359446999999,70.0,7.0,0.0,1341.359446999999,250.06740499999978,15.0,1.0,0.0,266.0674049999998,0.0,0.0,0.0,0.0,0.0,448.22485400000005,0.0,0.0,65.0,513.224854,4747.243871,1475.0,269.0,65.0,5593.576124,761.7939690000003,676.8118260000001,25,295,13,0,3,23736.219374507626
80,B10,12,6816.270802,3.3802933000115445,3418.331992,1425.0,265.0,0.0,5108.331991999999,924.0539010000009,60.0,8.0,0.0,992.0539010000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.8849089999994,0.0,0.0,60.0,715.8849089999994,4998.270802,1485.0,273.0,60.0,3059.872179,3172.016987,1715.3146980000001,25,297,12,0,0,24991.354023332624
81,B10,12,6929.688922,3.489073599994299,3414.404644,1555.0,292.0,0.0,5261.404644000001,1047.883031,60.0,9.0,0.0,1116.883031,248.4145840000001,10.0,1.0,0.0,259.4145840000001,0.0,0.0,0.0,0.0,0.0,231.98666299999968,0.0,0.0,60.0,291.9866629999997,4942.688922,1625.0,302.0,60.0,3763.831588,2689.540687,0.0,25,325,12,0,2,24713.444617288988
82,B10,10,8468.656129,3.494948799998383,3505.008222,1925.0,367.0,0.0,5797.0082219999995,649.3946379999998,40.0,4.0,0.0,693.3946379999998,1376.1109050000005,35.0,2.0,0.0,1413.1109050000005,0.0,0.0,0.0,0.0,0.0,515.1423640000006,0.0,0.0,50.0,565.1423640000006,6045.656129000001,2000.0,373.0,50.0,5841.940313,1370.575629,0.0,25,400,10,0,7,30228.280648757063
83,B10,12,6753.622775,3.269005299996934,3542.188957,1335.0,247.0,0.0,5124.188956999999,731.494994,40.0,6.0,0.0,777.494994,229.10129300000017,10.0,2.0,0.0,241.10129300000017,0.0,0.0,0.0,0.0,0.0,550.8375309999999,0.0,0.0,60.0,610.8375309999999,5053.622775000001,1385.0,255.0,60.0,2606.99646,3735.191125,978.2766299999994,25,277,12,0,2,25268.11387104257
84,B10,14,7883.231138,3.694110600001295,3370.580819999999,1505.0,284.0,0.0,5159.580819999999,1502.8141680000003,85.0,10.0,0.0,1597.8141680000003,520.4817189999999,25.0,2.0,0.0,547.4817189999999,0.0,0.0,0.0,0.0,0.0,508.3544310000008,0.0,0.0,70.0,578.3544310000008,5902.231138,1615.0,296.0,70.0,5499.004222,2017.4883269999991,1593.3640919999998,25,323,14,0,5,29511.15569499278
85,B10,11,7212.376934,3.1455107999936445,3473.088856999999,1795.0,340.0,0.0,5608.088856999999,1056.8507310000005,50.0,7.0,0.0,1113.8507310000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.4373460000003,0.0,0.0,55.0,490.4373460000003,4965.376934,1845.0,347.0,55.0,5910.141128,1073.793095,264.0262279999997,25,369,11,0,0,24826.88467069133
86,B10,10,7031.945432,3.3521948999987217,3194.189469000001,1760.0,336.0,0.0,5290.189469000001,1062.8081789999999,65.0,10.0,0.0,1137.8081789999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.9477839999997,0.0,0.0,50.0,603.9477839999997,4810.945432,1825.0,346.0,50.0,4433.289859,2053.3048290000006,1907.2260030000007,25,365,10,0,0,24054.727170538335
87,B10,14,6934.632266,3.732944100003806,3362.100759,1455.0,271.0,0.0,5088.100759,584.2501340000001,60.0,8.0,0.0,652.2501340000001,214.20497099999966,20.0,2.0,0.0,236.20497099999966,0.0,0.0,0.0,0.0,0.0,888.0764019999997,0.0,0.0,70.0,958.0764019999997,5048.632266,1535.0,281.0,70.0,6504.790919,319.9821430000002,0.0,25,307,14,0,4,25243.161327362563
88,B10,13,7413.994473,3.05957810000109,3771.846066,1455.0,272.0,0.0,5498.846066,780.019409,35.0,4.0,0.0,819.019409,150.8796830000001,5.0,1.0,0.0,156.8796830000001,0.0,0.0,0.0,0.0,0.0,874.2493149999996,0.0,0.0,65.0,939.2493149999996,5576.994473000001,1495.0,277.0,65.0,5102.758426,2255.4287619999996,1978.4287619999996,25,299,13,0,1,27884.97239289227
89,B10,13,6942.687995,3.371814700003597,3246.824337000001,1250.0,233.0,0.0,4729.824337000001,1459.479651,65.0,7.0,0.0,1531.479651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.3840069999992,0.0,0.0,65.0,681.3840069999992,5322.687995,1315.0,240.0,65.0,4038.021037,2754.0567160000005,2238.3735270000006,25,263,13,0,0,26613.439980141
90,B10,11,7841.95606,3.471585799998138,3676.0176040000015,1605.0,303.0,0.0,5584.0176040000015,866.4111490000003,50.0,7.0,0.0,923.4111490000003,690.0205860000003,25.0,3.0,0.0,718.0205860000003,0.0,0.0,0.0,0.0,0.0,561.5067209999984,0.0,0.0,55.0,616.5067209999984,5793.95606,1680.0,313.0,55.0,4290.636325,2966.1928160000007,2621.749962000001,25,336,11,0,5,28969.780314195417
91,B10,14,7511.005483,3.459991900002933,3378.9041049999996,1600.0,303.0,0.0,5281.904105,506.12851300000005,40.0,7.0,0.0,553.1285130000001,502.21476600000005,15.0,2.0,0.0,519.214766,0.0,0.0,0.0,0.0,0.0,1086.758099,0.0,0.0,70.0,1156.758099,5474.005483,1655.0,312.0,70.0,5664.704529,1162.6233900000007,530.6514470000002,25,331,14,0,3,27370.027410181912
92,B10,15,7274.495147,4.080398799997056,3374.1278359999988,1525.0,289.0,0.0,5188.127835999999,1095.152070000002,85.0,10.0,0.0,1190.152070000002,118.95303200000035,10.0,1.0,0.0,129.95303200000035,0.0,0.0,0.0,0.0,0.0,691.2622089999984,0.0,0.0,75.0,766.2622089999984,5279.495147,1620.0,300.0,75.0,5082.253052,1637.392711999999,0.0,25,324,15,0,2,26397.47575017554
93,B10,13,7343.704681,3.6190495000046212,3352.987425000001,1490.0,279.0,0.0,5121.987425000001,609.0858969999995,65.0,9.0,0.0,683.0858969999995,738.3580759999995,5.0,0.0,0.0,743.3580759999995,0.0,0.0,0.0,0.0,0.0,730.2732830000001,0.0,0.0,65.0,795.2732830000001,5430.704681000001,1560.0,288.0,65.0,4716.58035,1617.603247000001,0.0,25,312,13,0,1,27153.5234265296
94,B10,10,6723.026882,2.8971865000057733,3498.6136489999994,1495.0,280.0,0.0,5273.613649,959.3306290000003,45.0,6.0,0.0,1010.3306290000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0826040000004,0.0,0.0,50.0,439.0826040000004,4847.026882,1540.0,286.0,50.0,2037.040787,4094.8013789999995,3372.894413,25,308,10,0,0,24235.134410706032
95,B10,11,6790.43913,3.4783478999888757,3422.085326,1630.0,306.0,0.0,5358.085325999999,593.9660569999996,45.0,7.0,0.0,645.9660569999996,143.28231300000016,15.0,1.0,0.0,159.28231300000016,28.80069299999991,0.0,0.0,14.0,42.80069299999991,534.3047410000003,0.0,0.0,50.0,584.3047410000003,4722.43913,1690.0,314.0,64.0,5097.637887,1412.6317049999998,473.89889499999936,25,338,14,1,3,23612.195662067166
96,B10,12,6658.875625,3.688426900000195,3189.209962999999,1430.0,267.0,0.0,4886.209962999999,564.5936459999998,45.0,6.0,0.0,615.5936459999998,361.3458879999996,10.0,1.0,0.0,372.3458879999996,0.0,0.0,0.0,0.0,0.0,724.7261280000015,0.0,0.0,60.0,784.7261280000015,4839.875625,1485.0,274.0,60.0,1764.792807,3867.715877999999,252.2444719999994,25,297,12,0,2,24199.378137387394
97,B10,13,7281.873419,3.863127800010261,3371.764395,1540.0,291.0,0.0,5202.764395,1283.6439400000004,80.0,9.0,0.0,1372.6439400000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.4650839999988,0.0,0.0,65.0,706.4650839999988,5296.873418999999,1620.0,300.0,65.0,5762.475015,1326.4425069999998,1290.4425069999998,25,324,13,0,0,26484.367097904553
