id,arm,N,total,runtime,discovery__travel_s,discovery__measure_s,discovery__switch_s,discovery__clear_s,discovery__total_s,active_localization__travel_s,active_localization__measure_s,active_localization__switch_s,active_localization__clear_s,active_localization__total_s,diagnostic__travel_s,diagnostic__measure_s,diagnostic__switch_s,diagnostic__clear_s,diagnostic__total_s,optical_fallback__travel_s,optical_fallback__measure_s,optical_fallback__switch_s,optical_fallback__clear_s,optical_fallback__total_s,certified_clear__travel_s,certified_clear__measure_s,certified_clear__switch_s,certified_clear__clear_s,certified_clear__total_s,all__travel_s,all__measure_s,all__switch_s,all__clear_s,last_source_first_seen_s,post_last_seen_discovery_s,post_all_cleared_discovery_s,discovery_nodes,detect_count,clear_attempts,fallback_count,diagnostic_count,distance
43,B20,15,7122.097255,3.8237386000109836,3826.306393,1175.0,217.0,0.0,5218.306393,795.3316180000006,75.0,11.0,0.0,881.3316180000006,226.33123799999976,10.0,1.0,0.0,237.33123799999976,0.0,0.0,0.0,0.0,0.0,710.1280059999995,0.0,0.0,75.0,785.1280059999995,5558.097255000001,1260.0,229.0,75.0,3017.491726,3402.2214129999998,0.0,25,252,15,0,2,27790.486277022643
44,B20,12,7179.89461,3.498810200006119,3442.310740000001,1475.0,277.0,0.0,5194.310740000001,990.9234099999994,60.0,7.0,0.0,1057.9234099999994,268.6366479999997,10.0,1.0,0.0,279.6366479999997,0.0,0.0,0.0,0.0,0.0,588.0238120000001,0.0,0.0,60.0,648.0238120000001,5289.89461,1545.0,285.0,60.0,2422.526332,3873.282321000001,1490.9226330000001,25,309,12,0,2,26449.47306174277
45,B20,12,7313.24744,3.704107700003078,3180.0116359999993,1915.0,365.0,0.0,5460.011635999999,1389.8955170000002,85.0,10.0,0.0,1484.8955170000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.34028700000056,0.0,0.0,60.0,368.34028700000056,4878.24744,2000.0,375.0,60.0,7067.784191,42.0,0.0,25,400,12,0,0,24391.237210182968
46,B20,12,7962.749614,3.448930200000177,4204.959774000001,1430.0,268.0,0.0,5902.959774,1153.4275879999996,55.0,8.0,0.0,1216.4275879999996,262.7748510000001,5.0,1.0,0.0,268.7748510000001,0.0,0.0,0.0,0.0,0.0,514.5874010000003,0.0,0.0,60.0,574.5874010000003,6135.749614000001,1490.0,277.0,60.0,1349.763614,5059.684273000001,446.35886500000015,25,298,12,0,1,30678.748080630812
47,B20,13,6168.870466,3.070234500002698,2673.5143479999992,1395.0,261.0,0.0,4329.514347999999,882.0787090000001,40.0,6.0,0.0,928.0787090000001,162.39998699999978,10.0,1.0,0.0,173.39998699999978,0.0,0.0,0.0,0.0,0.0,672.8774220000013,0.0,0.0,65.0,737.8774220000013,4390.870466,1445.0,268.0,65.0,1933.379592,3240.0691899999993,452.8585290000001,25,289,13,0,2,21954.352343205963
48,B20,14,7232.825948,3.5933570000051986,3338.8400849999985,1470.0,277.0,0.0,5085.840084999999,1332.9849880000002,70.0,11.0,0.0,1413.9849880000002,161.48995100000047,5.0,1.0,0.0,167.48995100000047,0.0,0.0,0.0,0.0,0.0,495.51092400000084,0.0,0.0,70.0,565.5109240000008,5328.825948,1545.0,289.0,70.0,6302.193008,685.8223449999996,600.8402019999994,25,309,14,0,1,26644.129738776166
49,B20,13,6818.042996,3.3133288999961223,3125.079527000002,1570.0,296.0,0.0,4991.079527000002,768.8264479999991,35.0,7.0,0.0,810.8264479999991,359.3963440000007,15.0,2.0,0.0,376.3963440000007,0.0,0.0,0.0,0.0,0.0,574.7406769999983,0.0,0.0,65.0,639.7406769999983,4828.042996,1620.0,305.0,65.0,5365.753684,1011.8789890000007,440.7433600000004,25,324,13,0,3,24140.214995319096
50,B20,10,7738.681351,3.6375780000089435,3936.1385139999998,1675.0,317.0,0.0,5928.138514,1014.9257789999999,50.0,7.0,0.0,1071.925779,289.88942099999986,15.0,2.0,0.0,306.88942099999986,0.0,0.0,0.0,0.0,0.0,381.7276370000005,0.0,0.0,50.0,431.7276370000005,5622.681351,1740.0,326.0,50.0,6696.976602,904.1542010000003,759.1720580000001,25,348,10,0,3,28113.40677283975
51,B20,10,6861.110545,3.09511979999661,3575.985998,1645.0,310.0,0.0,5530.985998,813.8633749999997,40.0,6.0,0.0,859.8633749999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.26117199999953,0.0,0.0,50.0,470.26117199999953,4810.110545,1685.0,316.0,50.0,6419.051464,362.3047749999996,205.32263199999943,25,337,10,0,0,24050.552735110014
52,B20,12,7129.025208,3.5149737000028836,3160.926583,1415.0,266.0,0.0,4841.926583,1245.6145550000003,75.0,7.0,0.0,1327.6145550000003,352.050213,10.0,1.0,0.0,363.050213,0.0,0.0,0.0,0.0,0.0,536.4338569999998,0.0,0.0,60.0,596.4338569999998,5295.025208000001,1500.0,274.0,60.0,4235.448336,2657.627598,1724.9801230000003,25,300,12,0,2,26475.126059172573
53,B20,16,6440.442707,3.5425822000106564,2566.6102450000008,1170.0,218.0,0.0,3954.610245000001,937.5918470000006,65.0,8.0,0.0,1010.5918470000006,293.77597400000013,5.0,1.0,0.0,299.77597400000013,0.0,0.0,0.0,0.0,0.0,1095.4646409999984,0.0,0.0,80.0,1175.4646409999984,4893.442707,1240.0,227.0,80.0,6189.430802,0.0,0.0,21,248,16,0,1,24467.21354255163
54,B20,12,7200.772143,3.58298890000151,3271.8685770000006,1735.0,331.0,0.0,5337.868577,1177.036521000001,75.0,10.0,0.0,1262.036521000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.8670449999988,0.0,0.0,60.0,600.8670449999988,4989.772143,1810.0,341.0,60.0,6990.2147,96.98214299999927,0.0,25,362,12,0,0,24948.860716514348
55,B20,15,7230.719416,3.554335299995728,3351.0242109999995,1500.0,284.0,0.0,5135.024211,1368.1772060000005,80.0,13.0,0.0,1461.1772060000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.5179989999998,0.0,0.0,75.0,634.5179989999998,5278.719416,1580.0,297.0,75.0,6390.615831,456.26824000000033,432.26824000000033,25,316,15,0,0,26393.597097390702
56,B20,11,7012.332644,3.5305286000075284,3347.304621000001,1705.0,322.0,0.0,5374.304621000001,665.3514050000001,45.0,6.0,0.0,716.3514050000001,182.60523599999942,10.0,1.0,0.0,193.60523599999942,0.0,0.0,0.0,0.0,0.0,673.0713819999994,0.0,0.0,55.0,728.0713819999994,4868.332644,1760.0,329.0,55.0,4203.594799,1919.0296420000004,660.764674,25,352,11,0,2,24341.663223193784
57,B20,14,6819.648209,3.848497999992105,3492.080337000002,1475.0,277.0,0.0,5244.080337000001,1010.5931169999989,75.0,12.0,0.0,1097.593116999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.97475499999905,0.0,0.0,70.0,477.97475499999905,4910.648209,1550.0,289.0,70.0,6290.617086,410.89044100000046,289.9082980000003,25,310,14,0,0,24553.24105896434
58,B20,12,6605.300678,3.1091892999975244,3397.540463,1465.0,274.0,0.0,5136.540462999999,899.9829669999995,45.0,7.0,0.0,951.9829669999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.77724800000027,0.0,0.0,60.0,516.7772480000003,4754.300678,1510.0,281.0,60.0,6371.439918,114.98214300000018,0.0,25,302,12,0,0,23771.503397116874
59,B20,16,7402.332379,3.969847500004107,2921.137343999999,1380.0,259.0,0.0,4560.137343999999,1898.7515780000015,95.0,13.0,0.0,2006.7515780000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.4434569999999,0.0,0.0,80.0,835.4434569999999,5575.3323789999995,1475.0,272.0,80.0,6631.533028,0.0,0.0,23,295,16,0,0,27876.661924001422
60,B20,15,6180.33669,3.695540799992159,3007.958383,1070.0,195.0,0.0,4272.958382999999,962.5645960000002,80.0,9.0,0.0,1051.5645960000002,20.223748000000114,5.0,0.0,0.0,25.223748000000114,0.0,0.0,0.0,0.0,0.0,755.5899629999999,0.0,0.0,75.0,830.5899629999999,4746.33669,1155.0,204.0,75.0,2193.013595,3525.58963,151.59065999999984,25,231,15,0,1,23731.68346784674
61,B20,14,7353.826005,3.789533900009701,3726.2442969999993,1425.0,267.0,0.0,5418.244296999999,1024.2455150000012,80.0,11.0,0.0,1115.2455150000012,417.7027429999998,10.0,1.0,0.0,428.7027429999998,0.0,0.0,0.0,0.0,0.0,321.6334499999994,0.0,0.0,70.0,391.6334499999994,5489.826005,1515.0,279.0,70.0,4593.678587,2126.893719999999,0.0,25,303,14,0,2,27449.13003272017
62,B20,16,7081.283606,4.270372600003611,3068.2872939999997,1145.0,214.0,0.0,4427.287294,1333.0896900000002,95.0,11.0,0.0,1439.0896900000002,370.6075460000002,15.0,2.0,0.0,387.6075460000002,0.0,0.0,0.0,0.0,0.0,747.2990759999994,0.0,0.0,80.0,827.2990759999994,5519.283606,1255.0,227.0,80.0,6345.562483,0.0,0.0,22,251,16,0,3,27596.418035809576
63,B20,13,8310.403589,3.9766602000017883,3869.5342120000005,1585.0,302.0,0.0,5756.5342120000005,1239.4071529999985,75.0,9.0,0.0,1323.4071529999985,411.80524200000036,10.0,1.0,0.0,422.80524200000036,0.0,0.0,0.0,0.0,0.0,742.6569820000001,0.0,0.0,65.0,807.6569820000001,6263.403589,1670.0,312.0,65.0,6199.01665,1379.4240370000007,540.9034369999999,25,334,13,0,2,31317.017940204103
64,B20,10,7335.844936,3.6770730999996886,3660.9302080000007,1805.0,345.0,0.0,5810.930208000001,987.0865380000005,75.0,9.0,0.0,1071.0865380000005,190.48567399999956,10.0,1.0,0.0,201.48567399999956,0.0,0.0,0.0,0.0,0.0,202.34251599999993,0.0,0.0,50.0,252.34251599999993,5040.844936,1890.0,355.0,50.0,5619.566073,1360.3720590000003,1007.0863730000001,25,378,10,0,2,25204.22469576371
65,B20,11,6884.41809,3.3205248000012944,3383.9015799999997,1430.0,266.0,0.0,5079.90158,532.9727980000005,45.0,6.0,0.0,583.9727980000005,730.8128680000002,25.0,3.0,0.0,758.8128680000002,0.0,0.0,0.0,0.0,0.0,406.7308439999995,0.0,0.0,55.0,461.7308439999995,5054.41809,1500.0,275.0,55.0,3008.265157,3684.525262,3630.525262,25,300,11,0,5,25272.09045715821
66,B20,10,8137.952317,3.5567133000004105,3470.892089000001,1970.0,377.0,0.0,5817.892089000001,1293.8685219999995,70.0,8.0,0.0,1371.8685219999995,528.3300769999996,20.0,1.0,0.0,549.3300769999996,0.0,0.0,0.0,0.0,0.0,348.8616290000002,0.0,0.0,50.0,398.8616290000002,5641.952317,2060.0,386.0,50.0,7756.116201,42.0,0.0,25,412,10,0,4,28209.761608481203
67,B20,16,4939.516178,3.7158242000004975,868.3814489999996,710.0,139.0,0.0,1717.3814489999995,2270.480371999999,105.0,13.0,0.0,2388.480371999999,154.07350600000018,10.0,1.0,0.0,165.07350600000018,0.0,0.0,0.0,0.0,0.0,588.5808510000011,0.0,0.0,80.0,668.5808510000011,3881.516178,825.0,153.0,80.0,2991.512786,0.0,0.0,9,165,16,0,2,19407.580907683834
68,B20,13,7102.863346,3.7697842000052333,3404.7843330000014,1540.0,291.0,0.0,5235.784333000001,1445.290668999999,85.0,10.0,0.0,1540.290668999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.78834399999965,0.0,0.0,65.0,326.78834399999965,5111.863346,1625.0,301.0,65.0,4744.937788,1887.3099390000007,635.4524840000004,25,325,13,0,0,25559.316729934366
69,B20,14,6644.366359,3.708118900001864,2994.8966689999993,1410.0,267.0,0.0,4671.896669,1209.6683550000002,70.0,10.0,0.0,1289.6683550000002,206.10264300000017,5.0,1.0,0.0,212.10264300000017,0.0,0.0,0.0,0.0,0.0,400.69869200000005,0.0,0.0,70.0,470.69869200000005,4811.366359,1485.0,278.0,70.0,5146.173501,1020.3524929999994,408.8761770000001,25,297,14,0,1,24056.83181102783
70,B20,10,7184.253414,3.574618200000259,3676.793288,1705.0,322.0,0.0,5703.793288,902.7854459999999,55.0,8.0,0.0,965.7854459999999,78.69287299999996,5.0,1.0,0.0,84.69287299999996,0.0,0.0,0.0,0.0,0.0,379.9818070000003,0.0,0.0,50.0,429.9818070000003,5038.253414,1765.0,331.0,50.0,5233.573062,1612.755458999999,997.4069639999998,25,353,10,0,1,25191.26709890775
71,B20,15,7507.95487,3.612589600001229,3750.6910999999996,1255.0,234.0,0.0,5239.691099999999,912.2128990000009,75.0,8.0,0.0,995.2128990000009,196.17507000000023,5.0,1.0,0.0,202.17507000000023,0.0,0.0,0.0,0.0,0.0,995.8758009999989,0.0,0.0,75.0,1070.8758009999988,5854.95487,1335.0,243.0,75.0,5574.096246,1669.7695759999997,781.2245169999997,25,267,15,0,1,29274.77436239591
72,B20,12,6950.901874,3.379387399996631,3393.6859409999993,1580.0,298.0,0.0,5271.685940999999,999.3953200000011,55.0,8.0,0.0,1062.395320000001,238.33047200000055,10.0,2.0,0.0,250.33047200000055,0.0,0.0,0.0,0.0,0.0,306.4901409999992,0.0,0.0,60.0,366.4901409999992,4937.901874,1645.0,308.0,60.0,2848.92749,2957.627796999999,1751.6051310000003,25,329,12,0,2,24689.509384044744
73,B20,12,7241.097546,3.6517389999935403,3641.176168999998,1425.0,267.0,0.0,5333.1761689999985,943.7124530000011,65.0,9.0,0.0,1017.7124530000011,372.69089999999983,25.0,1.0,0.0,398.69089999999983,0.0,0.0,0.0,0.0,0.0,431.5180240000009,0.0,0.0,60.0,491.5180240000009,5389.097546,1515.0,277.0,60.0,5206.408992,1907.123074,1798.140931,25,303,12,0,5,26945.487730065364
74,B20,14,6787.079322,3.5236072999978205,3527.7644739999996,1420.0,265.0,0.0,5212.764474,796.9870769999995,65.0,8.0,0.0,869.9870769999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.3277710000006,0.0,0.0,70.0,704.3277710000006,4959.079322,1485.0,273.0,70.0,3670.698622,2565.057443,1412.4181409999992,25,297,14,0,0,24795.396611242923
75,B20,10,6626.197735,2.812038100004429,3405.125547999999,1565.0,293.0,0.0,5263.125548,658.2564449999999,45.0,5.0,0.0,708.2564449999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.8157420000006,0.0,0.0,50.0,654.8157420000006,4668.197735,1610.0,298.0,50.0,4969.970085,1513.4674509999995,1151.4853079999993,25,322,10,0,0,23340.988676461675
76,B20,12,7166.087043,3.671743900005822,3438.763892999999,1495.0,281.0,0.0,5214.7638929999985,1268.6320150000006,70.0,8.0,0.0,1346.6320150000006,85.57796199999939,10.0,0.0,0.0,95.57796199999939,0.0,0.0,0.0,0.0,0.0,449.1131730000014,0.0,0.0,60.0,509.1131730000014,5242.087043,1575.0,289.0,60.0,5650.772953,1055.6986100000004,928.7164670000002,25,315,12,0,2,26210.435211191725
77,B20,10,7411.280581,3.6943272999924375,3377.765639,1750.0,332.0,0.0,5459.765639,1525.9221250000007,85.0,9.0,0.0,1619.9221250000007,153.85905500000024,15.0,1.0,0.0,169.85905500000024,0.0,0.0,0.0,0.0,0.0,111.73376199999905,0.0,0.0,50.0,161.73376199999905,5169.280581,1850.0,342.0,50.0,5677.008803,1537.914952,1501.914952,25,370,10,0,3,25846.40291631817
78,B20,14,6189.792906,3.6612530999991577,3288.0809519999993,1275.0,237.0,0.0,4800.080951999998,970.2747020000004,70.0,13.0,0.0,1053.2747020000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.43725200000017,0.0,0.0,70.0,336.43725200000017,4524.792906000001,1345.0,250.0,70.0,827.054062,4120.987636999998,1485.3622349999996,25,269,14,0,0,22623.964549821896
79,B20,13,6556.243871,3.45251570000255,2784.592165000001,1390.0,261.0,0.0,4435.592165000001,1264.359446999999,70.0,7.0,0.0,1341.359446999999,250.06740499999978,15.0,1.0,0.0,266.0674049999998,0.0,0.0,0.0,0.0,0.0,448.22485400000005,0.0,0.0,65.0,513.224854,4747.243871,1475.0,269.0,65.0,5593.576124,761.7939690000003,676.8118260000001,25,295,13,0,3,23736.219374507626
80,B20,12,6816.270802,3.333267199996044,3418.331992,1425.0,265.0,0.0,5108.331991999999,924.0539010000009,60.0,8.0,0.0,992.0539010000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.8849089999994,0.0,0.0,60.0,715.8849089999994,4998.270802,1485.0,273.0,60.0,3059.872179,3172.016987,1715.3146980000001,25,297,12,0,0,24991.354023332624
81,B20,12,7149.389968,3.731152500011376,3574.10569,1605.0,302.0,0.0,5481.105689999999,1047.8830310000003,60.0,9.0,0.0,1116.8830310000003,248.4145840000001,10.0,1.0,0.0,259.4145840000001,0.0,0.0,0.0,0.0,0.0,231.98666300000014,0.0,0.0,60.0,291.98666300000014,5102.3899679999995,1675.0,312.0,60.0,4230.532634,2442.5406869999997,0.0,25,335,12,0,2,25511.949845616324
82,B20,10,8468.656129,3.406753100003698,3505.008222,1925.0,367.0,0.0,5797.0082219999995,649.3946379999998,40.0,4.0,0.0,693.3946379999998,1376.1109050000005,35.0,2.0,0.0,1413.1109050000005,0.0,0.0,0.0,0.0,0.0,515.1423640000006,0.0,0.0,50.0,565.1423640000006,6045.656129000001,2000.0,373.0,50.0,5841.940313,1370.575629,0.0,25,400,10,0,7,30228.280648757063
83,B20,12,6753.622775,3.2198845999955665,3542.188957,1335.0,247.0,0.0,5124.188956999999,731.494994,40.0,6.0,0.0,777.494994,229.10129300000017,10.0,2.0,0.0,241.10129300000017,0.0,0.0,0.0,0.0,0.0,550.8375309999999,0.0,0.0,60.0,610.8375309999999,5053.622775000001,1385.0,255.0,60.0,2606.99646,3735.191125,978.2766299999994,25,277,12,0,2,25268.11387104257
84,B20,14,7810.295982,4.003477100006421,3246.1810760000008,1505.0,284.0,0.0,5035.181076,1544.3304629999998,95.0,10.0,0.0,1649.3304629999998,520.4817190000003,25.0,2.0,0.0,547.4817190000003,0.0,0.0,0.0,0.0,0.0,508.3027239999989,0.0,0.0,70.0,578.3027239999989,5819.295982000001,1625.0,296.0,70.0,5426.069066,2017.488327,1593.3640919999998,25,325,14,0,5,29096.479915366464
85,B20,11,7651.467368,3.6863844000035897,3902.1898310000006,1630.0,308.0,0.0,5840.189831000001,1437.0022409999988,75.0,9.0,0.0,1521.0022409999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.27529600000037,0.0,0.0,55.0,290.27529600000037,5574.4673680000005,1705.0,317.0,55.0,4993.00464,2322.3720670000002,2189.389924,25,341,11,0,0,27872.336851024025
86,B20,10,7289.87497,3.0827180999913253,3184.076529,1845.0,352.0,0.0,5381.076529,1211.7262449999994,60.0,9.0,0.0,1280.7262449999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0721960000008,0.0,0.0,50.0,628.0721960000008,4973.874970000001,1905.0,361.0,50.0,6021.34397,1066.6843520000002,683.0190199999997,25,381,10,0,0,24869.374870578453
87,B20,14,6927.835485,3.832722899998771,3720.0000819999996,1405.0,261.0,0.0,5386.000082,566.6751589999994,60.0,6.0,0.0,632.6751589999994,163.83904399999983,15.0,1.0,0.0,179.83904399999983,0.0,0.0,0.0,0.0,0.0,659.321200000001,0.0,0.0,70.0,729.321200000001,5109.8354850000005,1480.0,268.0,70.0,5564.5236,1280.5261109999992,956.8607789999996,25,296,14,0,3,25549.177420837765
88,B20,13,7413.994473,3.0525091999879805,3771.846066,1455.0,272.0,0.0,5498.846066,780.019409,35.0,4.0,0.0,819.019409,150.8796830000001,5.0,1.0,0.0,156.8796830000001,0.0,0.0,0.0,0.0,0.0,874.2493149999996,0.0,0.0,65.0,939.2493149999996,5576.994473000001,1495.0,277.0,65.0,5102.758426,2255.4287619999996,1978.4287619999996,25,299,13,0,1,27884.97239289227
89,B20,13,6942.687995,3.395513600000413,3246.824337000001,1250.0,233.0,0.0,4729.824337000001,1459.479651,65.0,7.0,0.0,1531.479651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.3840069999992,0.0,0.0,65.0,681.3840069999992,5322.687995,1315.0,240.0,65.0,4038.021037,2754.0567160000005,2238.3735270000006,25,263,13,0,0,26613.439980141
90,B20,11,7859.035916,3.487461100012297,3856.830242,1740.0,330.0,0.0,5926.830241999999,749.2642290000001,50.0,4.0,0.0,803.2642290000001,537.1209249999993,25.0,3.0,0.0,565.1209249999993,39.74439799999982,0.0,0.0,23.0,62.74439799999982,451.07612200000085,0.0,0.0,50.0,501.07612200000085,5634.035916000001,1815.0,337.0,73.0,4690.818999,2584.780782,1131.688497,25,363,17,1,5,28170.179580675464
91,B20,14,7511.005483,3.4165594999940367,3378.9041049999996,1600.0,303.0,0.0,5281.904105,506.12851300000005,40.0,7.0,0.0,553.1285130000001,502.21476600000005,15.0,2.0,0.0,519.214766,0.0,0.0,0.0,0.0,0.0,1086.758099,0.0,0.0,70.0,1156.758099,5474.005483,1655.0,312.0,70.0,5664.704529,1162.6233900000007,530.6514470000002,25,331,14,0,3,27370.027410181912
92,B20,15,7076.775866,3.829328699997859,3385.2038330000005,1340.0,251.0,0.0,4976.203833000001,1026.7340969999993,75.0,9.0,0.0,1110.7340969999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.8379359999999,0.0,0.0,75.0,989.8379359999999,5326.775866,1415.0,260.0,75.0,6856.70867,90.98214300000018,0.0,25,283,15,0,0,26633.87933167134
93,B20,13,7343.704681,3.6070379999873694,3352.987425000001,1490.0,279.0,0.0,5121.987425000001,609.0858969999995,65.0,9.0,0.0,683.0858969999995,738.3580759999995,5.0,0.0,0.0,743.3580759999995,0.0,0.0,0.0,0.0,0.0,730.2732830000001,0.0,0.0,65.0,795.2732830000001,5430.704681000001,1560.0,288.0,65.0,4716.58035,1617.603247000001,0.0,25,312,13,0,1,27153.5234265296
94,B20,10,6495.992636,2.8422726999997394,3299.4887879999997,1505.0,281.0,0.0,5085.488788,828.6299999999999,40.0,5.0,0.0,873.6299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.8738480000004,0.0,0.0,50.0,536.8738480000004,4614.992636,1545.0,286.0,50.0,2037.040787,3906.6765179999998,3034.949424,25,309,10,0,0,23074.963180086765
95,B20,11,6790.43913,3.4091792999970494,3422.085326,1630.0,306.0,0.0,5358.085325999999,593.9660569999996,45.0,7.0,0.0,645.9660569999996,143.28231300000016,15.0,1.0,0.0,159.28231300000016,28.80069299999991,0.0,0.0,14.0,42.80069299999991,534.3047410000003,0.0,0.0,50.0,584.3047410000003,4722.43913,1690.0,314.0,64.0,5097.637887,1412.6317049999998,473.89889499999936,25,338,14,1,3,23612.195662067166
96,B20,12,6658.875625,3.5106510000041453,3189.209962999999,1430.0,267.0,0.0,4886.209962999999,564.5936459999998,45.0,6.0,0.0,615.5936459999998,361.3458879999996,10.0,1.0,0.0,372.3458879999996,0.0,0.0,0.0,0.0,0.0,724.7261280000015,0.0,0.0,60.0,784.7261280000015,4839.875625,1485.0,274.0,60.0,1764.792807,3867.715877999999,252.2444719999994,25,297,12,0,2,24199.378137387394
97,B20,13,6883.955518,3.5796177000011085,3557.2854719999996,1420.0,266.0,0.0,5243.285472,944.8001189999994,55.0,8.0,0.0,1007.8001189999994,50.80450699999983,5.0,1.0,0.0,56.80450699999983,0.0,0.0,0.0,0.0,0.0,511.06542000000104,0.0,0.0,65.0,576.065420000001,5063.955518,1480.0,275.0,65.0,5239.772567,1503.8533280000001,1382.871185,25,296,13,0,1,25319.777591214413
98,B20,11,7687.550844,3.4349984000000404,4100.145435000002,1760.0,331.0,0.0,6191.145435000002,487.0067639999995,50.0,4.0,0.0,541.0067639999995,177.62018899999975,5.0,1.0,0.0,183.62018899999975,0.0,0.0,0.0,0.0,0.0,716.7784559999991,0.0,0.0,55.0,771.7784559999991,5481.550844,1815.0,336.0,55.0,6043.648212,1379.4599940000007,293.0036960000007,25,363,11,0,1,27407.754227252677
99,B20,11,7720.847894,3.235673000002862,4175.697652,1595.0,299.0,0.0,6069.697652,915.8718329999998,50.0,9.0,0.0,974.8718329999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.2784090000008,0.0,0.0,55.0,676.2784090000008,5712.847894,1645.0,308.0,55.0,6058.900812,1323.2947810000005,330.45337500000005,25,329,11,0,0,28564.239483167425
100,B20,16,8120.155227,4.1068246999930125,3425.3790719999997,1785.0,342.0,0.0,5552.379072000001,1716.535945000002,95.0,12.0,0.0,1823.535945000002,132.59586599999966,10.0,0.0,0.0,142.59586599999966,0.0,0.0,0.0,0.0,0.0,521.6443439999987,0.0,0.0,80.0,601.6443439999987,5796.155226999999,1890.0,354.0,80.0,7747.789061,0.0,0.0,25,378,16,0,2,28980.77615545448
101,B20,12,7747.498239,3.8738725000002887,3595.109507,1640.0,312.0,0.0,5547.109507,1129.1841279999996,75.0,9.0,0.0,1213.1841279999996,490.97134299999937,25.0,1.0,0.0,516.9713429999994,0.0,0.0,0.0,0.0,0.0,410.2332610000002,0.0,0.0,60.0,470.2332610000002,5625.498239,1740.0,322.0,60.0,3916.529904,3137.507514,239.19286499999998,25,348,12,0,5,28127.49119347019
102,B20,11,7520.962961,3.661757399997441,3201.139838000001,1515.0,283.0,0.0,4999.139838000001,1032.715353,50.0,6.0,0.0,1088.715353,844.9576719999995,15.0,1.0,0.0,860.9576719999995,0.0,0.0,0.0,0.0,0.0,517.1500979999995,0.0,0.0,55.0,572.1500979999995,5595.962960999999,1580.0,290.0,55.0,4601.227552,1990.330664,0.0,25,316,11,0,3,27979.814824158162
103,B20,16,8728.867605,4.740960900002392,2667.1108200000003,1475.0,280.0,0.0,4422.110820000001,1672.8362820000011,110.0,10.0,0.0,1792.8362820000011,1694.7490199999997,50.0,3.0,0.0,1747.7490199999997,22.612152000000606,0.0,0.0,17.0,39.612152000000606,651.5593309999977,0.0,0.0,75.0,726.5593309999977,6708.8676049999995,1635.0,293.0,92.0,7016.338421,0.0,0.0,21,327,20,1,10,33544.33802732622
104,B20,16,7212.27704,3.8101317999971798,2293.3891700000004,1000.0,190.0,0.0,3483.3891700000004,1302.1825939999999,85.0,10.0,0.0,1397.1825939999999,1541.5132169999997,30.0,4.0,0.0,1575.5132169999997,143.8902079999998,0.0,0.0,11.0,154.8902079999998,526.3018510000004,0.0,0.0,75.0,601.3018510000004,5807.27704,1115.0,204.0,86.0,4984.320863,0.0,0.0,16,223,18,1,6,29036.38521442693
105,B20,10,7098.03877,3.2496262000058778,3212.231986,1780.0,338.0,0.0,5330.231986,827.6749050000008,50.0,6.0,0.0,883.6749050000008,560.6775910000001,15.0,3.0,0.0,578.6775910000001,0.0,0.0,0.0,0.0,0.0,255.45428799999922,0.0,0.0,50.0,305.4542879999992,4856.038769999999,1845.0,347.0,50.0,6163.030018,661.0596999999998,492.0775570000005,25,369,10,0,3,24280.19385533101
106,B20,12,7456.580242,3.611808799993014,3713.9407,1725.0,329.0,0.0,5767.9407,1275.9911779999995,90.0,11.0,0.0,1376.9911779999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.64836400000036,0.0,0.0,60.0,311.64836400000036,5241.580242,1815.0,340.0,60.0,5844.183679,1151.1170140000004,902.5764429999999,25,363,12,0,0,26207.901226654427
