case_id,family,total_sources,stage,travel_m,travel_s,switch_s,measure_s,clear_s,total_s,actions
227,mixed,15,active_localization,4873.225606625811,974.6451199999992,9.0,65.0,0.0,1048.6451199999992,13
227,mixed,15,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
227,mixed,15,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
227,mixed,15,certified_clear,4344.64903705677,868.9298060000009,0.0,0.0,75.0,943.9298060000009,15
228,mixed,16,discovery,13041.72438352958,2608.344880999999,202.0,1070.0,0.0,3880.3448809999995,214
228,mixed,16,active_localization,9390.046444988171,1878.0092880000007,11.0,125.0,0.0,2014.0092880000007,25
228,mixed,16,diagnostic,1115.474495147393,223.09489900000005,0.0,10.0,0.0,233.09489900000005,2
228,mixed,16,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
228,mixed,16,certified_clear,1962.2198284957171,392.4439659999996,0.0,0.0,80.0,472.4439659999996,16
229,mixed,16,discovery,11124.250647575163,2224.8501319999987,209.0,1090.0,0.0,3523.850131999999,218
229,mixed,16,active_localization,9399.744230685352,1879.948847000001,11.0,105.0,0.0,1995.948847000001,21
229,mixed,16,diagnostic,1532.9809818214212,306.59619699999894,0.0,15.0,0.0,321.59619699999894,3
229,mixed,16,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
229,mixed,16,certified_clear,3247.8863597416944,649.5772710000011,0.0,0.0,80.0,729.5772710000011,16
230,mixed,10,discovery,15522.624609848757,3104.5249270000004,253.0,1355.0,0.0,4712.524927,271
230,mixed,10,active_localization,2923.307427446727,584.6614850000003,5.0,40.0,0.0,629.6614850000003,8
230,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
230,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
230,mixed,10,certified_clear,2621.2543379791086,524.2508669999991,0.0,0.0,50.0,574.2508669999991,10
231,mixed,10,discovery,16660.11001815464,3332.0220069999996,291.0,1525.0,0.0,5148.022006999999,305
231,mixed,10,active_localization,6255.8935319274515,1251.1787070000005,7.0,55.0,0.0,1313.1787070000005,11
231,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
231,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
231,mixed,10,certified_clear,2014.5740418612595,402.9148080000003,0.0,0.0,50.0,452.9148080000003,10
232,mixed,10,discovery,18139.369294205488,3627.8738619999995,262.0,1395.0,0.0,5284.8738619999995,279
232,mixed,10,active_localization,3783.312597146271,756.6625199999999,4.0,40.0,0.0,800.6625199999999,8
232,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
232,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
232,mixed,10,certified_clear,3923.021871425925,784.6043740000002,0.0,0.0,50.0,834.6043740000002,10
233,mixed,10,discovery,15981.649731961674,3196.32995,288.0,1515.0,0.0,4999.329949999999,303
233,mixed,10,active_localization,5778.35626240075,1155.6712509999998,9.0,80.0,0.0,1244.6712509999998,16
233,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
233,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
233,mixed,10,certified_clear,1242.2409188198728,248.4481840000002,0.0,0.0,50.0,298.4481840000002,10
234,mixed,16,discovery,9185.19449450987,1837.038898,171.0,895.0,0.0,2903.038898,179
234,mixed,16,active_localization,9582.117466323602,1916.4234940000006,13.0,110.0,0.0,2039.4234940000006,22
234,mixed,16,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
234,mixed,16,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
234,mixed,16,certified_clear,2484.6509172834126,496.93018299999915,0.0,0.0,80.0,576.9301829999991,16
235,mixed,12,discovery,15866.84306142425,3173.3686149999994,272.0,1430.0,0.0,4875.368614999999,286
235,mixed,12,active_localization,4106.9057170870565,821.3811440000015,8.0,40.0,0.0,869.3811440000015,8
235,mixed,12,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
235,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
235,mixed,12,certified_clear,2289.749171249579,457.94983399999967,0.0,0.0,60.0,517.9498339999997,12
236,mixed,13,discovery,16523.732758872484,3304.7465569999995,272.0,1435.0,0.0,5011.746557,287
236,mixed,13,active_localization,7665.512876297077,1533.102574000001,10.0,60.0,0.0,1603.102574000001,12
236,mixed,13,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
236,mixed,13,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
236,mixed,13,certified_clear,3522.5323359902713,704.5064669999995,0.0,0.0,65.0,769.5064669999995,13
237,mixed,14,discovery,14496.484854536655,2899.2969749999997,227.0,1210.0,0.0,4336.296974999999,242
237,mixed,14,active_localization,6329.526381864389,1265.905277,8.0,65.0,0.0,1338.905277,13
237,mixed,14,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
237,mixed,14,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
237,mixed,14,certified_clear,3544.4686779562835,708.8937370000006,0.0,0.0,70.0,778.8937370000006,14
238,mixed,10,discovery,17968.48388503398,3593.6967819999995,263.0,1390.0,0.0,5246.696782,278
238,mixed,10,active_localization,4881.98029524383,976.3960580000003,8.0,60.0,0.0,1044.3960580000003,12
238,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
238,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
238,mixed,10,certified_clear,1606.4123692839203,321.28247299999975,0.0,0.0,50.0,371.28247299999975,10
239,mixed,13,discovery,14587.467357471252,2917.4934730000004,246.0,1295.0,0.0,4458.493473,259
239,mixed,13,active_localization,5313.441776486115,1062.6883549999995,10.0,75.0,0.0,1147.6883549999995,15
239,mixed,13,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
239,mixed,13,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
239,mixed,13,certified_clear,2322.7685969766153,464.55371799999966,0.0,0.0,65.0,529.5537179999997,13
240,mixed,10,discovery,16579.226628649973,3315.845330000001,295.0,1550.0,0.0,5160.84533,310
240,mixed,10,active_localization,4485.176217448332,897.0352429999991,7.0,55.0,0.0,959.0352429999991,11
240,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
240,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
240,mixed,10,certified_clear,2507.467535161061,501.49350600000025,0.0,0.0,50.0,551.4935060000003,10
241,mixed,16,discovery,4267.700625885503,853.540125,120.0,620.0,0.0,1593.540125,124
241,mixed,16,active_localization,7964.217503552301,1592.8435009999994,9.0,80.0,0.0,1681.8435009999994,16
241,mixed,16,diagnostic,727.7711534488761,145.55423100000007,0.0,5.0,0.0,150.55423100000007,1
241,mixed,16,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
241,mixed,16,certified_clear,4182.91430975439,836.5828630000011,0.0,0.0,80.0,916.5828630000011,16
242,mixed,14,discovery,16221.817510313185,3244.363506,265.0,1395.0,0.0,4904.363506,279
242,mixed,14,active_localization,4014.7438829792154,802.9487769999989,8.0,60.0,0.0,870.9487769999989,12
242,mixed,14,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
242,mixed,14,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
242,mixed,14,certified_clear,3779.64481370357,755.9289630000004,0.0,0.0,70.0,825.9289630000004,14
243,mixed,15,discovery,13789.51762917247,2757.9035280000003,231.0,1220.0,0.0,4208.903528000001,244
243,mixed,15,active_localization,4941.128501782368,988.2256999999998,9.0,55.0,0.0,1052.2257,11
243,mixed,15,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
243,mixed,15,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
243,mixed,15,certified_clear,5232.968762310169,1046.5937529999997,0.0,0.0,75.0,1121.5937529999997,15
244,mixed,12,discovery,17142.733484374185,3428.5466980000006,286.0,1500.0,0.0,5214.546698,300
244,mixed,12,active_localization,7066.413528197698,1413.282703999999,11.0,80.0,0.0,1504.282703999999,16
244,mixed,12,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
244,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
244,mixed,12,certified_clear,1630.8585406462073,326.17170800000065,0.0,0.0,60.0,386.17170800000065,12
245,mixed,12,discovery,13588.06491523969,2717.6129880000003,253.0,1345.0,0.0,4315.612988000001,269
245,mixed,12,active_localization,8493.566002426864,1698.7131989999993,11.0,90.0,0.0,1799.7131989999993,18
245,mixed,12,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
245,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
245,mixed,12,certified_clear,1972.717389182758,394.54347600000074,0.0,0.0,60.0,454.54347600000074,12
246,mixed,11,discovery,15476.471575213458,3095.2943170000003,274.0,1440.0,0.0,4809.294317000001,288
246,mixed,11,active_localization,9819.465825312702,1963.8931639999987,10.0,75.0,0.0,2048.8931639999987,15
246,mixed,11,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
246,mixed,11,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
246,mixed,11,certified_clear,944.1720122530087,188.83440100000104,0.0,0.0,55.0,243.83440100000104,11
247,mixed,15,discovery,14226.156896961333,2845.2313830000003,241.0,1265.0,0.0,4351.231383,253
247,mixed,15,active_localization,7844.565059723073,1568.9130110000003,11.0,75.0,0.0,1654.9130110000003,15
247,mixed,15,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
247,mixed,15,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
247,mixed,15,certified_clear,3931.245354114028,786.249069999999,0.0,0.0,75.0,861.249069999999,15
248,mixed,13,discovery,15621.546756063028,3124.3093549999994,232.0,1235.0,0.0,4591.309354999999,247
248,mixed,13,active_localization,5668.735799906643,1133.7471609999996,8.0,60.0,0.0,1201.7471609999996,12
248,mixed,13,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
248,mixed,13,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
248,mixed,13,certified_clear,1687.7102973734898,337.542059000001,0.0,0.0,65.0,402.542059000001,13
249,mixed,12,discovery,16345.26123732021,3269.052249999999,268.0,1405.0,0.0,4942.052249999999,281
249,mixed,12,active_localization,4077.330352515666,815.4660700000002,7.0,45.0,0.0,867.4660700000002,9
249,mixed,12,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
249,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
249,mixed,12,certified_clear,4043.5413911713176,808.7082790000004,0.0,0.0,60.0,868.7082790000004,12
250,mixed,12,discovery,15063.414039784013,3012.682811999999,262.0,1380.0,0.0,4654.682811999999,276
250,mixed,12,active_localization,8101.929521102835,1620.385904,9.0,90.0,0.0,1719.385904,18
250,mixed,12,diagnostic,899.5397066121975,179.9079410000004,0.0,10.0,0.0,189.9079410000004,2
250,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
250,mixed,12,certified_clear,2889.9063446451833,577.9812670000009,0.0,0.0,60.0,637.9812670000009,12
251,mixed,10,discovery,17147.804734281035,3429.5609490000006,254.0,1355.0,0.0,5038.560949000001,271
251,mixed,10,active_localization,3406.0289373876312,681.2057869999992,8.0,70.0,0.0,759.2057869999992,14
251,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
251,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
251,mixed,10,certified_clear,1665.3519493083468,333.0703890000003,0.0,0.0,50.0,383.0703890000003,10
252,mixed,10,discovery,16934.33546561162,3386.8670969999994,317.0,1660.0,0.0,5363.867096999999,332
252,mixed,10,active_localization,4970.019142052662,994.0038300000001,7.0,45.0,0.0,1046.00383,9
252,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
252,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
252,mixed,10,certified_clear,3465.2864475969677,693.05729,0.0,0.0,50.0,743.05729,10
253,mixed,16,discovery,8291.718944663311,1658.3437899999994,146.0,760.0,0.0,2564.3437899999994,152
253,mixed,16,active_localization,4885.462415796432,977.0924819999999,11.0,75.0,0.0,1063.092482,15
253,mixed,16,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
253,mixed,16,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
253,mixed,16,certified_clear,4888.7090382534,977.7418090000006,0.0,0.0,80.0,1057.7418090000006,16
254,all_directional,15,discovery,17813.205704415246,3562.6411439999993,260.0,1370.0,0.0,5192.641143999998,274
254,all_directional,15,active_localization,8442.253691509282,1688.450736000002,14.0,140.0,0.0,1842.450736000002,28
254,all_directional,15,diagnostic,215.24188318017974,43.04837599999996,0.0,10.0,0.0,53.04837599999996,2
254,all_directional,15,optical_fallback,99.25998736317757,19.851996999999983,0.0,0.0,5.0,24.851996999999983,1
254,all_directional,15,certified_clear,2581.8738593329545,516.3747729999989,0.0,0.0,70.0,586.3747729999989,14
255,mixed,11,discovery,15171.319533084124,3034.263911000001,238.0,1265.0,0.0,4537.263911000002,253
255,mixed,11,active_localization,4558.475792641049,911.6951589999999,9.0,70.0,0.0,990.6951589999999,14
255,mixed,11,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
255,mixed,11,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
255,mixed,11,certified_clear,1525.9722106932345,305.1944429999992,0.0,0.0,55.0,360.1944429999992,11
256,mixed,12,discovery,14549.806793438594,2909.961361,284.0,1495.0,0.0,4688.961361,299
256,mixed,12,active_localization,7162.308837386545,1432.4617659999992,11.0,70.0,0.0,1513.4617659999992,14
256,mixed,12,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
256,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
256,mixed,12,certified_clear,1722.8405556158518,344.56811200000067,0.0,0.0,60.0,404.56811200000067,12
257,mixed,13,discovery,14929.085102758543,2985.8170200000004,243.0,1280.0,0.0,4508.817020000001,256
257,mixed,13,active_localization,6545.1963476842975,1309.0392689999994,11.0,90.0,0.0,1410.0392689999994,18
257,mixed,13,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
257,mixed,13,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
257,mixed,13,certified_clear,1592.692505307678,318.53849999999983,0.0,0.0,65.0,383.53849999999983,13
258,mixed,15,discovery,19023.27311706844,3804.6546280000002,221.0,1165.0,0.0,5190.654628,233
258,mixed,15,active_localization,8387.311013425982,1677.4622050000003,11.0,105.0,0.0,1793.4622050000003,21
258,mixed,15,diagnostic,1787.972618084128,357.5945240000001,0.0,15.0,0.0,372.5945240000001,3
258,mixed,15,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
258,mixed,15,certified_clear,2457.303222078788,491.46064599999914,0.0,0.0,75.0,566.4606459999991,15
259,mixed,14,discovery,18166.80738123287,3633.36148,205.0,1095.0,0.0,4933.36148,219
259,mixed,14,active_localization,4357.40799557277,871.4815990000003,9.0,80.0,0.0,960.4815990000003,16
259,mixed,14,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
259,mixed,14,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
259,mixed,14,certified_clear,5679.830093243568,1135.9660179999998,0.0,0.0,70.0,1205.9660179999998,14
260,mixed,14,discovery,14224.317652525631,2844.863534,218.0,1165.0,0.0,4227.863534,233
260,mixed,14,active_localization,9249.32315935538,1849.86463,9.0,60.0,0.0,1918.86463,12
260,mixed,14,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
260,mixed,14,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
260,mixed,14,certified_clear,3803.0805855375493,760.6161190000003,0.0,0.0,70.0,830.6161190000003,14
261,mixed,12,discovery,16929.547061225283,3385.9094149999996,235.0,1260.0,0.0,4880.909414999999,252
261,mixed,12,active_localization,5106.247752360987,1021.2495510000006,8.0,85.0,0.0,1114.2495510000006,17
261,mixed,12,diagnostic,508.40061692085385,101.6801230000001,0.0,5.0,0.0,106.6801230000001,1
261,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
261,mixed,12,certified_clear,2882.361506810281,576.4723019999999,0.0,0.0,60.0,636.4723019999999,12
262,mixed,12,discovery,14598.10996985087,2919.6219949999995,234.0,1235.0,0.0,4388.621994999999,247
262,mixed,12,active_localization,6266.857378646933,1253.3714760000012,11.0,65.0,0.0,1329.3714760000012,13
262,mixed,12,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
262,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
262,mixed,12,certified_clear,1963.670439376707,392.73408699999914,0.0,0.0,60.0,452.73408699999914,12
263,mixed,16,discovery,14479.456505711361,2895.8913030000012,241.0,1265.0,0.0,4401.891303000001,253
263,mixed,16,active_localization,9355.530740861188,1871.1061480000005,12.0,120.0,0.0,2003.1061480000005,24
263,mixed,16,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
263,mixed,16,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
263,mixed,16,certified_clear,2507.6812210456437,501.53624399999865,0.0,0.0,80.0,581.5362439999986,16
264,mixed,13,discovery,13350.411512666513,2670.0823030000006,266.0,1395.0,0.0,4331.082303,279
264,mixed,13,active_localization,10521.38752920899,2104.277507,10.0,100.0,0.0,2214.277507,20
264,mixed,13,diagnostic,952.4082513065447,190.48164999999972,0.0,10.0,0.0,200.48164999999972,2
264,mixed,13,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
264,mixed,13,certified_clear,2632.143408318549,526.4286820000001,0.0,0.0,65.0,591.4286820000001,13
265,mixed,16,discovery,14092.56736479264,2818.513477,174.0,935.0,0.0,3927.513477,187
265,mixed,16,active_localization,4765.003905290666,953.0007810000008,10.0,70.0,0.0,1033.0007810000006,14
265,mixed,16,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
265,mixed,16,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
265,mixed,16,certified_clear,5464.190131143846,1092.8380249999996,0.0,0.0,80.0,1172.8380249999996,16
266,mixed,10,discovery,16247.374592379367,3249.4749220000012,277.0,1455.0,0.0,4981.474922000001,291
266,mixed,10,active_localization,4050.5988051720674,810.1197609999992,9.0,65.0,0.0,884.1197609999992,13
266,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
266,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
266,mixed,10,certified_clear,2085.34493150555,417.0689849999995,0.0,0.0,50.0,467.0689849999995,10
267,mixed,13,discovery,14606.768792881301,2921.3537629999996,257.0,1345.0,0.0,4523.353763,269
267,mixed,13,active_localization,9263.011253332692,1852.6022499999992,11.0,80.0,0.0,1943.6022499999992,16
267,mixed,13,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
267,mixed,13,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
267,mixed,13,certified_clear,1026.6975081879427,205.3395010000014,0.0,0.0,65.0,270.3395010000014,13
268,mixed,13,discovery,17564.2959637668,3512.859196000001,239.0,1265.0,0.0,5016.859196,253
268,mixed,13,active_localization,5421.765278065031,1084.3530550000007,10.0,100.0,0.0,1194.3530550000007,20
268,mixed,13,diagnostic,101.11874208078342,20.223747999999887,0.0,5.0,0.0,25.223747999999887,1
268,mixed,13,optical_fallback,82.13002288675844,16.426004999999805,0.0,0.0,11.0,27.426004999999805,3
268,mixed,13,certified_clear,2584.928604454021,516.9857229999991,0.0,0.0,60.0,576.9857229999991,12
269,mixed,14,discovery,16727.973174977153,3345.5946390000004,232.0,1225.0,0.0,4802.594639000001,245
269,mixed,14,active_localization,5506.356767176727,1101.2713529999999,9.0,70.0,0.0,1180.2713529999999,14
269,mixed,14,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
269,mixed,14,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
269,mixed,14,certified_clear,2792.0048607887566,558.4009739999999,0.0,0.0,70.0,628.4009739999999,14
270,mixed,11,discovery,17505.600177597098,3501.1200370000006,294.0,1535.0,0.0,5330.120037,307
270,mixed,11,active_localization,6777.242692403069,1355.4485360000003,9.0,75.0,0.0,1439.4485360000003,15
270,mixed,11,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
270,mixed,11,optical_fallback,679.3700928381583,135.87401899999986,0.0,0.0,89.0,224.87401899999986,29
270,mixed,11,certified_clear,1276.0866164767422,255.21732199999917,0.0,0.0,50.0,305.21732199999917,10
271,mixed,11,discovery,16585.67153749613,3317.1343099999995,285.0,1495.0,0.0,5097.1343099999995,299
271,mixed,11,active_localization,6081.728228274845,1216.345644999999,10.0,75.0,0.0,1301.345644999999,15
271,mixed,11,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
271,mixed,11,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
271,mixed,11,certified_clear,719.7145587974146,143.9429130000011,0.0,0.0,55.0,198.9429130000011,11
272,mixed,10,discovery,16383.261739437481,3276.6523500000003,268.0,1410.0,0.0,4954.65235,282
272,mixed,10,active_localization,3336.3192852223583,667.2638569999997,6.0,65.0,0.0,738.2638569999997,13
272,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
272,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
272,mixed,10,certified_clear,1604.7161168695252,320.94322300000033,0.0,0.0,50.0,370.94322300000033,10
273,mixed,12,discovery,16370.392243675527,3274.078451000001,238.0,1260.0,0.0,4772.078451,252
273,mixed,12,active_localization,3847.234966495654,769.4469939999999,11.0,65.0,0.0,845.4469939999999,13
273,mixed,12,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
273,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
273,mixed,12,certified_clear,3338.2998301741263,667.6599659999995,0.0,0.0,60.0,727.6599659999995,12
274,mixed,16,discovery,10897.915212564638,2179.5830429999996,178.0,930.0,0.0,3287.583043,186
274,mixed,16,active_localization,10832.209034537655,2166.4418080000005,13.0,125.0,0.0,2304.4418080000005,25
274,mixed,16,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
274,mixed,16,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
274,mixed,16,certified_clear,2116.340580149945,423.2681190000002,0.0,0.0,80.0,503.2681190000002,16
275,mixed,15,discovery,16549.304448727282,3309.8608939999995,243.0,1280.0,0.0,4832.860893999999,256
275,mixed,15,active_localization,6207.264814571131,1241.452964,12.0,95.0,0.0,1348.452964,19
275,mixed,15,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
275,mixed,15,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
275,mixed,15,certified_clear,2636.054103624538,527.2108210000008,0.0,0.0,75.0,602.2108210000008,15
276,mixed,10,discovery,16255.610063986604,3251.122015,270.0,1415.0,0.0,4936.122015,283
276,mixed,10,active_localization,5500.380360415643,1100.0760730000006,9.0,55.0,0.0,1164.0760730000006,11
276,mixed,10,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
276,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
276,mixed,10,certified_clear,1126.4611232066763,225.29222500000003,0.0,0.0,50.0,275.29222500000003,10
277,mixed,12,discovery,14478.955421998176,2895.7910879999977,287.0,1490.0,0.0,4672.791087999998,298
277,mixed,12,active_localization,8578.983229867712,1715.7966440000005,9.0,85.0,0.0,1809.7966440000005,17
277,mixed,12,diagnostic,500.0000000000001,100.0,0.0,5.0,0.0,105.0,1
277,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
277,mixed,12,certified_clear,1801.3229325218351,360.26458700000137,0.0,0.0,60.0,420.26458700000137,12
278,mixed,15,discovery,14809.149739366414,2961.8299499999994,240.0,1265.0,0.0,4466.82995,253
278,mixed,15,active_localization,4063.1796493807283,812.6359309999999,7.0,50.0,0.0,869.6359309999999,10
278,mixed,15,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
278,mixed,15,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
278,mixed,15,certified_clear,4464.446010422562,892.8892010000004,0.0,0.0,75.0,967.8892010000004,15
279,mixed,16,discovery,15781.498749438393,3156.299752,180.0,960.0,0.0,4296.299752000001,192
279,mixed,16,active_localization,6463.625132654064,1292.7250270000004,12.0,95.0,0.0,1399.7250270000004,19
279,mixed,16,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
279,mixed,16,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
279,mixed,16,certified_clear,2256.8986870452154,451.3797369999992,0.0,0.0,80.0,531.3797369999992,16
280,mixed,13,discovery,16623.577664796067,3324.7155380000004,218.0,1170.0,0.0,4712.715538,234
280,mixed,13,active_localization,4419.857195433228,883.9714410000003,10.0,75.0,0.0,968.9714410000003,15
280,mixed,13,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
280,mixed,13,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
280,mixed,13,certified_clear,2738.5630771851515,547.7126159999989,0.0,0.0,65.0,612.7126159999989,13
281,mixed,10,discovery,17859.835240943394,3571.9670510000005,285.0,1490.0,0.0,5346.9670510000005,298
281,mixed,10,active_localization,5856.88171261066,1171.3763439999993,9.0,90.0,0.0,1270.3763439999993,18
281,mixed,10,diagnostic,122.041374239122,24.408275000000003,0.0,5.0,0.0,29.408275000000003,1
281,mixed,10,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
281,mixed,10,certified_clear,1840.7457557262587,368.14915199999996,0.0,0.0,50.0,418.14915199999996,10
282,mixed,14,discovery,14924.162123976472,2984.8324260000018,235.0,1240.0,0.0,4459.832426000002,248
282,mixed,14,active_localization,5021.247152838143,1004.2494290000002,10.0,65.0,0.0,1079.2494290000002,13
282,mixed,14,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
282,mixed,14,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
282,mixed,14,certified_clear,4912.592984525634,982.5185969999978,0.0,0.0,70.0,1052.518596999998,14
283,mixed,11,discovery,16256.961136955022,3251.3922310000003,247.0,1310.0,0.0,4808.392231,262
283,mixed,11,active_localization,5282.962067172965,1056.5924140000002,9.0,65.0,0.0,1130.5924140000002,13
283,mixed,11,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
283,mixed,11,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
283,mixed,11,certified_clear,2641.506769097603,528.3013539999992,0.0,0.0,55.0,583.3013539999992,11
284,mixed,12,discovery,17996.891612291474,3599.378327,289.0,1520.0,0.0,5408.378327,304
284,mixed,12,active_localization,3613.7802339441423,722.7560480000003,8.0,50.0,0.0,780.7560480000003,10
284,mixed,12,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
284,mixed,12,optical_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0
284,mixed,12,certified_clear,3755.2872457903445,751.0574499999996,0.0,0.0,60.0,811.0574499999996,12
285,mixed,13,discovery,15974.337649504088,3194.8675350000003,289.0,1525.0,0.0,5008.867535,305
285,mixed,13,active_localization,5359.091706194755,1071.8183390000006,9.0,80.0,0.0,1160.8183390000006,16
285,mixed,13,diagnostic,0.0,0.0,0.0,0.0,0.0,0.0,0
