case_id,event_index,vertex_index,x_m,y_m
9,8,3,848.8116629473961,-66.63272592640436
9,9,0,1307.0347589484236,948.1615798423655
9,9,1,1307.3354287716325,946.5046349825326
9,9,2,1332.9690986488292,951.8434475903128
9,9,3,1332.8588783184796,952.6012952693355
9,10,0,937.0555682833633,1242.878516639818
9,10,1,926.723603302471,1218.8475650872515
9,10,2,944.8075335670444,1211.3255055487027
9,10,3,955.680452877327,1234.3533446439735
9,11,0,460.04398085576526,1613.5294183926535
9,11,1,460.88621554539276,1613.5322848587077
9,11,2,444.9805363482007,1630.586053592286
9,11,3,442.91285685972167,1630.6515748946495
9,12,0,-371.7171397109082,1581.8786840642758
9,12,1,-372.3339134163834,1581.4089134659534
9,12,2,-364.08405795145006,1568.3463169524944
9,12,3,-362.70293342830246,1568.0782287606853
9,12,4,-362.4497229180381,1568.2855160646325
9,13,0,-1097.4216048705598,1149.54226296354
9,13,1,-1101.5140892103987,1137.9886480358937
9,13,2,-1085.6630090620058,1129.2185183555264
9,13,3,-1082.1459978788305,1140.3764478910805
10,0,0,744.1295966380557,-222.45515362365404
10,0,1,745.089350503193,-221.61746438750197
10,0,2,736.6580636930884,-213.23752470936824
10,0,3,735.992020270691,-213.77890003326928
10,1,0,319.8610795607394,-776.3549916629757
10,1,1,320.6821928020589,-775.3429891126428
10,1,2,309.00937672634404,-765.6434236020978
10,1,3,308.5038585737209,-766.2236250284471
10,2,0,1170.696536168702,-581.6876693561509
10,2,1,1175.4785798639484,-597.8886709250696
10,2,2,1196.8768090069125,-592.9386650939532
10,2,3,1191.2772632073645,-576.1596032717038
10,3,0,1125.784684800074,-909.364112690751
10,3,1,1132.9354768982655,-912.8247907443164
10,3,2,1136.5943812551234,-896.2726964101915
10,3,3,1129.9242521432973,-893.3287327783262
10,4,0,45.37480044729569,449.437156670144
10,4,1,43.74594543758194,433.30335647759017
10,4,2,58.128713976334694,425.73140753442397
10,4,3,60.20682416337972,440.9513687966409
10,5,0,-18.37381419117492,1654.1926165491893
10,5,1,-19.737574691957562,1655.9760186709848
10,5,2,-31.205858915107687,1629.1603607156665
10,5,3,-31.10369476794568,1627.0972931358585
10,6,0,340.6437275743142,-1433.4663560133981
10,6,1,340.2620112048191,-1434.2251495654298
10,6,2,353.3037796956464,-1462.7964343408796
10,6,3,354.95026616273515,-1462.1044842263466
10,7,0,441.7525032036971,-676.6913523293974
10,7,1,471.0943837892166,-679.9851643700001
10,7,2,477.1365268250998,-675.8935569686527
10,7,3,475.35563730448996,-672.220250750117
10,7,4,452.51221882860625,-668.8409171485341
10,8,0,-487.7982385136391,-114.81631047373418
10,8,1,-489.0855706861126,-115.11931839530422
10,8,2,-485.7479818575874,-132.47564121095573
10,8,3,-485.0696424270363,-132.29064105783667
10,9,0,-702.891873988202,-886.352049098038
10,9,1,-706.2229003721181,-890.5524989399626
10,9,2,-706.2031758697675,-911.1003279588454
10,9,3,-698.9864641402099,-911.9985773804264
10,9,4,-699.89386817407,-886.8325201694105
10,10,0,-1637.9694453705856,-199.86254259049608
10,10,1,-1638.0120647132119,-198.49496925802333
10,10,2,-1663.2662366795362,-206.92774650516446
10,10,3,-1663.2397945897478,-207.32637732869168
11,0,0,-85.73680206463317,816.96265636986
11,0,1,-84.99582417397652,816.4045935617115
11,0,2,-80.7088787101284,833.3900607044459
11,0,3,-82.14854617136095,833.6223335292086
11,1,0,-10.904320479717839,1193.7331554888651
11,1,1,-10.968249828122419,1194.874828073262
11,1,2,-18.167164131288033,1198.0461761680078
