case_id,event_index,channel,rho,model,adopted,baseline_bridge_us,candidate_bridge_us,saving_us,baseline_bridge_distance,candidate_bridge_distance,bridge_consumed,coalescence_prestate_pass,time_before,clear_success,clear_end_us,bridge_end_us,total_planning_wall_s,bridge_validation_s,start_x_m,start_y_m,z_x_m,z_y_m,q_x_m,q_y_m,next_x_m,next_y_m,fallback_z
1,11,15,16.9501598076555,CT,True,73461207,72659067,802140,367.3060332259113,363.29533517127777,True,True,5340.132466,True,5382182098.0,5422791533.0,0.031267000000000156,0.0058477999999997365,-966.5088790367568,-73.73953836898036,-894.4076741551573,-243.58886828529523,-902.5960179973221,-247.61313391522953,-914.6379109329249,-425.25262603259773,
1,12,12,10.820130987441324,CT,True,56943952,53267650,3676302,284.7197572046787,266.3382511903862,True,True,5566.203536,True,5575523845.0,5630471186.0,0.07432709999999965,0.004250199999999538,-1400.5162787101601,-787.5160200425217,-1422.2290221305257,-765.69144056044,-1416.082047769554,-772.5382502808467,-1247.2587262272589,-949.7238630726083,
1,13,7,7.566367083183821,CT,True,6055347,3566194,2489153,30.276736209427547,17.830969234702547,True,True,5720.98679,True,5729552984.0,5729552984.0,0.030455599999999805,0.0035274000000002914,-956.7872354259143,-1263.4901408715757,-979.3258896347808,-1283.7062191744615,-969.9030768392865,-1275.5698001328371,,,
2,0,18,8.180022861039312,CT,True,81957723,78083452,3874271,409.7886107550336,390.41725787568686,True,True,527.273974,True,536822080.0,616357426.0,0.04270029999999991,0.006361199999999956,931.1772015575193,411.822382482112,959.6047878385318,425.2908738054685,946.8797783412415,428.27111328990935,706.3996744155884,706.3996744155884,
2,1,11,9.97917148880366,CT,True,86410655,83910131,2500524,432.0532708576479,419.55065469332254,True,True,842.870229,True,853227506.0,937780360.0,0.032940699999999934,0.0066950000000001175,1204.2512685236784,968.3578018460216,1212.1648531920623,940.4561259217865,1222.7179274619302,948.9543759602836,1615.1373777389526,932.5,
2,2,3,18.105750053186785,CT,True,137895244,137622096,273148,689.4762165057489,688.1104802377184,True,True,1127.474306,True,1262464297.0,1276096402.0,0.08426990000000001,0.005727399999999827,1297.892509503118,675.2001467404132,759.9930083142056,300.9121392178361,768.1666938708818,298.60287942733714,739.105966612785,273.87031051518113,
2,3,12,8.52865893044379,CT,True,199779981,195516062,4263919,998.8999030216952,977.5803109487158,True,True,1276.096402,True,1296883321.0,1482612464.0,0.0841759999999998,0.005382999999999694,739.105966612785,273.87031051518113,650.8284984521899,264.5063832800569,661.7437584857722,258.19359916771543,1181.9809024334706,-474.55290143825835,
2,4,5,9.788325402883517,CT,True,9461091,5758449,3702642,47.30545407899983,28.79224616491766,True,True,1482.612464,True,1492419902.0,1499370913.0,0.06950179999999984,0.004774300000000231,1181.9809024334706,-474.55290143825835,1196.5958579295316,-446.6424370282347,1199.1077911907396,-457.68707033009997,1201.927889203509,-461.5155937552134,
2,5,16,5.419783490871604,CT,True,126965439,121251961,5713478,634.8271956851647,606.2598060478017,True,True,1563.774431,True,1572052425.0,1696026392.0,0.0336527000000002,0.005627999999999744,1498.3913877927139,-443.3815743505015,1488.6747351307527,-472.54615966915804,1495.0318501594243,-459.423540527682,1865.0,0.0,
2,6,2,19.31618959893673,CT,True,212980015,212752368,227647,1064.90007698528,1063.7618388437263,True,True,2174.172201,True,2239804978.0,2397924569.0,0.030433500000000002,0.006737600000000121,1755.179164739833,-560.1477977527885,1450.7576500508649,-551.2790218945847,1452.0397130497292,-556.2990951242498,706.3996744155884,-706.3996744155884,
2,7,19,3.834257004418806,CT,True,143725616,137873095,5852521,718.6280781034478,689.3654770806862,True,True,2593.879439,True,2600209551.0,2742752534.0,0.03153119999999987,0.00850950000000017,691.4136165783127,-979.471326694043,699.1473505177077,-958.8152773410995,696.0294114589968,-974.6833841290546,932.5,-1615.1373777389526,
2,8,1,17.376828166810395,CT,True,255681870,254560076,1121794,1278.4093514502576,1272.8003808007034,True,True,2808.752534,True,2889081274.0,3073312610.0,0.032868099999999956,0.004807299999999959,932.5,-1615.1373777389526,869.3134174764914,-1245.7469093564719,861.670281668023,-1245.2135619401229,0.0,-999.0,
2,9,15,12.16915927478834,CT,True,56335510,53326877,3008633,281.6775512070901,266.6343876420282,True,True,3270.190216,True,3279787805.0,3334517093.0,0.02623040000000021,0.005513000000000101,-650.1231791987022,-924.4107994994191,-660.2150440511238,-953.2447802632355,-659.3588142623371,-945.4618967154285,-706.3996744155884,-706.3996744155884,
2,10,17,16.618653059670617,CT,True,174964542,173795151,1169391,874.8227083676752,868.9757576944919,True,True,3388.517093,True,3445545743.0,3573312244.0,0.09824900000000003,0.004886500000000016,-706.3996744155884,-706.3996744155884,-647.3363076271715,-453.9905078356854,-655.3420924873061,-451.3160919950581,-1000.5067830248881,50.21990714002956,
2,11,4,12.380142769758862,CT,True,14513870,11619808,2894062,72.56934899559734,58.099042797636514,True,True,3573.312244,True,3579373320.0,3595932052.0,0.021301999999999932,0.02945120000000001,-1000.5067830248881,50.21990714002956,-1008.8347778489143,59.38028032910057,-1005.3382044179164,52.41181020714626,-999.0,0.0,
2,12,14,5.387157582933139,CT,True,66944703,62386428,4558275,334.72351225606684,311.9321387614271,True,True,3748.123729,True,3756739773.0,3821510157.0,0.02516539999999967,0.0042688000000001836,-935.1922564385393,517.0359872124811,-958.7914219777408,534.3237832897621,-943.6489908809418,533.0165374863874,-706.3996744155884,706.3996744155884,
2,13,9,15.757335226467081,CT,True,337636276,336027935,1608341,1688.1813768309844,1680.1396767851454,True,True,3857.510157,True,4005293768.0,4203538092.0,0.029539600000000554,0.00522519999999993,-706.3996744155884,706.3996744155884,-337.73461576460556,89.87108670764707,-339.0771652463687,94.22881371668807,0.0,999.0,
2,14,6,7.863614431497629,CT,True,164507808,164258656,249152,822.5390404532137,821.2932801548852,True,True,5498.853021,True,5507838826.0,5674111677.0,0.016566300000000034,0.0066454000000000235,-1442.0985412991624,-129.6424702282888,-1439.986590920912,-160.03533604338224,-1446.2974012776265,-149.12414509114546,-1615.1373777389526,-932.5,
2,15,20,14.085478806415287,CT,True,40949455,39680315,1269140,204.74727451941112,198.40157279158413,True,True,6026.779871,True,6071460186.0,6071460186.0,0.018856699999999726,0.0035316999999999155,-304.6772072733978,-1602.7023594530012,-303.6163796019608,-1397.957833109124,-300.4010289348799,-1404.34687456541,,,
3,0,9,19.91735223096789,CT,True,288017360,287907532,109828,1440.0868025780987,1439.537658521645,True,True,1037.27333,True,1112784712.0,1336180862.0,0.0368383000000001,0.0023256000000000387,157.0312990137034,1073.0675233784204,377.75558769889744,798.8759181024125,376.768145079945,797.3646144997136,-706.3996744155884,706.3996744155884,
3,1,18,5.153508644370257,CT,True,193892220,191805542,2086678,969.4610963128481,959.0277089811524,True,True,1506.602207,True,1516686979.0,1709407749.0,0.0750268999999999,0.002451299999999934,-854.2348162314681,946.6682226569731,-880.1943128348404,932.2035676975363,-865.8701225056161,924.0630827317783,-999.0,0.0,
3,2,15,17.683659659575735,CT,True,249755975,247798030,1957945,1248.7798752509605,1238.9901475527636,True,True,1811.407749,True,1915225918.0,2069205779.0,0.02562350000000002,0.004226799999999864,-999.0,0.0,-500.9853586048946,15.467942013070171,-505.02642132677005,10.764035785710249,-706.3996744155884,-706.3996744155884,
3,3,13,17.524480755146445,CT,True,108416864,106811450,1605414,542.0843197984036,534.0572514051269,True,True,2300.225995,True,2312635621.0,2418037445.0,0.03956919999999986,0.005062999999999818,-1153.6719667856507,-1171.2683682866877,-1189.354636886905,-1179.9071433713686,-1186.699581415876,-1188.0534989362484,-932.5,-1615.1373777389526,
3,4,1,3.2692230629987002,CT,True,41326240,39223278,2102962,206.63120167735187,196.1163911051883,True,True,3041.284451,True,3052352671.0,3091507729.0,0.07089239999999997,0.0042784000000000155,-1068.2191020077557,130.9442567674115,-1035.07164917633,118.5040140107269,-1038.2816706694255,135.87706211855388,-888.7271537946332,207.3955460496913,
3,5,5,4.902979580853187,CT,True,258864468,255700480,3163988,1294.3223403965662,1278.502403469614,True,True,3151.609411,True,3160684117.0,3418309891.0,0.14565289999999997,0.0038031000000002813,-619.907990350014,267.73741120607144,-633.4810147564269,292.775260632758,-637.8367581936013,277.41419283497936,-1865.0,0.0,
3,6,7,6.907747627065091,CT,True,121010392,115773963,5236429,605.0519559471886,578.8698148780729,True,True,4253.814463,True,4261979278.0,4380588426.0,0.02082269999999964,0.004500499999999796,-7.879316240358596,1317.802189925873,-10.058394583398126,1288.9601216680974,-9.140517209850222,1302.0284568001866,0.0,1865.0,
3,7,20,5.573708178826951,CT,True,236379194,233212508,3166686,1181.8959683525245,1166.0625427148984,True,True,5063.829473,True,5072966778.0,5308041981.0,0.020925999999999778,0.005356100000000197,1293.8346521820827,1009.5631847859422,1273.1213310975759,989.8002063811527,1288.3386798809722,989.6200996250642,1865.0,0.0,
3,8,19,16.842170814624907,CT,True,295322560,293530315,1792245,1476.6127992782226,1467.6515725740398,True,True,5431.34636,True,5521280312.0,5735876675.0,0.020852399999999882,0.005093700000000201,1610.2969711641435,59.33016661517253,1213.1128398936316,213.76771460927353,1211.750757374051,205.97708411988876,706.3996744155884,-706.3996744155884,
3,9,11,7.341770714685674,CT,True,170492589,170123595,368994,852.462946670602,850.6179760723222,True,True,6305.726598,True,6316541637.0,6486850193.0,0.022130300000000158,0.007388200000000289,82.27475649869655,-1640.9826196709416,118.21611527376973,-1628.4292047681697,111.33652817553106,-1640.0991966889717,932.5,-1615.1373777389526,
3,10,4,16.950914965786954,CT,True,504053588,501849071,2204517,2520.2679416272526,2509.2453550480577,True,True,6540.850193,True,6719140580.0,7052699264.0,0.032833699999999855,0.0074681000000000886,932.5,-1615.1373777389526,67.83469224623553,-1499.4345816113491,73.66435359853126,-1500.5062826512037,1615.1373777389526,-932.5,
3,11,10,13.977527941951228,CT,True,7249712,6043903,1205809,36.24855963821792,30.219514046571902,True,True,7281.168924,True,7292212827.0,7292212827.0,0.021877399999999714,0.005162499999999959,1411.2785178477368,-112.28969056431234,1429.683044880774,-81.0609944574359,1426.340288902497,-86.09117759305867,,,
4,0,9,17.530535129667342,CT,True,67082863,66083355,999508,335.4143166343019,330.41677607162507,True,True,437.8,True,504601763.0,514883355.0,0.09949199999999991,0.006847599999999954,999.0,0.0,893.1186585022126,289.73652525196894,898.8889276953095,292.34264216306417,910.4367707953197,310.3689605116063,
4,1,3,6.452021901822643,CT,True,164574972,160334207,4240765,822.8748586183417,801.6710382212702,True,True,514.883355,True,535681747.0,686217562.0,0.0746872999999999,0.006126900000000157,910.4367707953197,310.3689605116063,996.5159109546189,329.97513174629364,989.0733924139216,317.8530520075537,1012.8903032090107,-404.4334587164383,
4,2,12,7.390901586655165,CT,True,97869077,92923629,4945448,489.34538411069354,464.61814536746846,True,True,686.217562,True,694863963.0,790141191.0,0.02719819999999995,0.0053250999999998605,1012.8903032090107,-404.4334587164383,1041.128321010753,-392.6835910511843,1030.395642457347,-399.3374680307776,706.3996744155884,-706.3996744155884,
4,3,17,17.100134846933766,CT,True,173269356,172981094,288262,866.3467823109313,864.9054686131432,True,True,886.141191,True,1014070191.0,1070122285.0,0.08341980000000015,0.005297499999999955,706.3996744155884,-706.3996744155884,143.1224025157009,-470.87542312365673,137.57079188223614,-473.5431111959824,-112.68602178485655,-472.1906638462781,
4,4,13,7.305319710555958,CT,True,162973146,160955680,2017466,814.8657325680774,804.7783974606324,True,True,1157.286496,True,1167718264.0,1329242176.0,0.03369840000000002,0.005404599999999871,-513.4313777686373,-381.76336112971626,-520.1049017347273,-410.37483222371276,-504.82215804287125,-407.52154158641076,0.0,-999.0,
4,5,2,19.834895466005843,CT,True,223988127,223937165,50962,1119.9406327278741,1119.6858247997966,True,True,1413.242176,True,1542016690.0,1647179341.0,0.0296871000000003,0.004286299999999965,0.0,-999.0,494.77213552499677,-1368.4241592585477,497.1719304571527,-1367.5421685944048,932.5,-1615.1373777389526,
4,6,20,8.177452161104604,CT,True,177423051,172976948,4446103,887.1152527807815,864.8847392479476,True,True,2651.637576,True,2660288257.0,2835614524.0,0.09031060000000002,0.004970499999999767,1225.5034685374562,1188.3129637866728,1243.14295169658,1211.6056233962645,1233.3252115130088,1204.805602251368,416.274898176525,982.96466385172,
4,7,5,10.481242365137492,CT,True,80295782,80164975,130807,401.47891260358114,400.8248734417242,True,True,2835.614524,True,2840820365.0,2926779499.0,0.023346599999999995,0.004463499999999954,416.274898176525,982.96466385172,420.9163746072818,973.5671568498676,417.0198563979478,982.2545233207769,706.3996744155884,706.3996744155884,
4,8,14,12.375328428491045,CT,True,188852400,185803005,3049395,944.2619992916311,929.0150279904598,True,True,3131.848741,True,3140714281.0,3328651746.0,0.023431400000000213,0.004254300000000377,1359.4348863410264,833.799022991991,1373.0053903780126,810.5152902527583,1369.3196738149618,817.1902592135871,932.5,1615.1373777389526,
4,9,16,8.238109895619857,CT,True,111593818,109303203,2290615,557.969090424568,546.5160131851708,True,True,3488.573921,True,3499011617.0,3608877124.0,0.024658899999999928,0.006197300000000183,463.95526781523415,1583.5113269803583,464.4208040905895,1613.1754352057912,450.91945157323994,1607.3709366136054,0.0,1865.0,
4,10,11,9.582446146467028,CT,True,500180761,496354324,3826437,2500.903800822198,2481.771621665418,True,True,3895.077124,True,4133879191.0,4402431448.0,0.0690719999999998,0.008709599999999984,0.0,999.0,328.91158577568496,-131.82256104979018,320.27778718596807,-125.28079266486859,-897.1469827906881,365.8598460838383,
4,11,15,6.683032266706045,CT,True,87525317,83279316,4246001,437.62658452567405,416.3965809991033,True,True,4402.431448,True,4413175134.0,4496710764.0,0.02013519999999991,0.0033391000000002613,-897.1469827906881,365.8598460838383,-867.4096156257261,341.2792390146194,-870.4949778731747,355.1631722282367,-706.3996744155884,706.3996744155884,
4,12,8,11.102943417595027,CT,True,102985584,99489354,3496230,514.9279217149988,497.4467699273128,True,True,4856.817118,True,4866893421.0,4967306472.0,0.04365700000000006,0.007044300000000003,-520.5000905948971,-292.71249269213996,-491.71854432326927,-275.51777996398914,-496.90147327405106,-283.36763001015987,-706.3996744155884,-706.3996744155884,
4,13,19,15.730128681374723,CT,True,224421679,223507483,914196,1122.1083972214387,1117.5374153361745,True,True,6017.936585,True,6165074879.0,6252444068.0,0.017459800000000136,0.00468970000000013,-1865.0,0.0,-1432.312908930635,565.0413211017519,-1436.4891330136163,566.9751323884685,-1615.1373777389526,932.5,
5,0,16,12.683034362439722,CT,True,31437835,28976369,2461466,157.18917765773264,144.88184215287748,True,True,583.698701,True,594231649.0,623675070.0,0.023009899999999917,0.015342500000000037,767.2656380811619,587.9277659499716,788.3936781165878,608.5039634662292,777.8593725594834,613.4837938854525,706.3996744155884,706.3996744155884,
5,1,8,19.440866511183195,CT,True,175934989,175835435,99554,879.6749429327704,879.177178454232,True,True,997.59537,True,1084641482.0,1183430805.0,0.027404799999999785,0.005343100000000156,0.0,999.0,-97.6641113173086,600.3082501273475,-98.08988655215366,600.6691219061436,-528.8985015793679,415.4264001247375,
5,2,2,9.572075443381213,CT,True,211150976,209123156,2027820,1055.7548822023393,1045.6157799785306,True,True,1232.758716,True,1313830459.0,1452881872.0,0.01970089999999991,0.0033463999999998606,-465.3470552568526,208.31795097283464,-329.00615537349296,-150.56065772895215,-340.33958979862336,-150.91162065677074,-706.3996744155884,-706.3996744155884,
5,3,6,17.546103607811315,CT,True,161875468,161281263,594205,809.3773353431814,806.4063145837642,True,True,1542.881872,True,1655935262.0,1714163135.0,0.023458499999999827,0.004514600000000035,-706.3996744155884,-706.3996744155884,-792.4649460967845,-173.98406149136946,-797.5071501740149,-173.87004630788263,-999.0,0.0,
5,4,7,10.465889093678069,CT,True,87120265,83399851,3720414,435.6013258910117,416.99925664284854,True,True,1926.171322,True,1933509016.0,2020571173.0,0.020035000000000025,0.004442000000000057,-508.64753868403267,362.9110163936633,-491.0315501970614,351.87551739723915,-497.63716579894793,358.9877463156364,-706.3996744155884,706.3996744155884,
5,5,20,19.51406989757686,CT,True,109939110,109017870,921240,549.6955507231287,545.0893513049255,True,True,2255.164336,True,2289456716.0,2375182206.0,0.02068770000000031,0.004370900000000066,-1166.0678374993465,840.5264290275459,-1265.625322412363,732.4187268884361,-1268.4330529536517,735.7769595525691,-1615.1373777389526,932.5,
5,6,17,12.052954995730452,CT,True,136367929,133189843,3178086,681.8396459388186,665.9492144375882,True,True,2929.614672,True,2939021572.0,3073804515.0,0.023185400000000023,0.004311500000000024,2.7745818360615786,1243.1020960497367,1.4999979902145615,1213.1456395559208,1.8293533251518868,1221.0878817929363,0.0,1865.0,
5,7,15,7.319126645349748,CT,True,25389763,20518479,4871284,126.94881530540374,102.59239370665836,True,True,4578.747314,True,4587318976.0,4610265793.0,0.07448640000000006,0.009085199999999904,305.01296047876724,-271.673666333018,317.88363556800925,-244.6711843485598,309.20184846121344,-254.31358294362155,234.46634869743158,-294.24439583944314,
5,8,1,13.702055938551872,CT,True,153049983,151830319,1219664,765.2499151141809,759.151598705044,True,True,4610.265793,True,4653148556.0,4773096112.0,0.039796299999999896,0.00611589999999973,234.46634869743158,-294.24439583944314,106.1915911771429,-431.3640189952655,114.60121873633467,-440.90708632613456,0.0,-999.0,
5,9,14,13.42574438591506,CT,True,223645760,223555179,90581,1118.2287999739954,1117.7758963064223,True,True,4827.096112,True,4916690857.0,5060651291.0,0.02267969999999986,0.006114799999999754,0.0,-999.0,361.32558057381686,-1217.1662469543662,356.996476935213,-1225.8485998528263,932.5,-1615.1373777389526,
5,10,18,18.793032851490985,CT,True,262101074,261529007,572067,1310.505371127447,1307.6450337421247,True,True,5354.730299,True,5576641746.0,5626259306.0,0.03331749999999989,0.008359099999999842,0.0,-1865.0,-979.9772001760223,-1396.0991853571145,-978.2907590514034,-1396.799629519407,-932.5,-1615.1373777389526,
5,11,11,6.125856493824137,CT,True,105528797,102416233,3112564,527.643984609994,512.081162299721,True,True,5953.631671,True,5965499134.0,6067047904.0,0.06928589999999968,0.0056491000000002956,-1450.6208120569572,-1039.894122921111,-1413.171829483298,-1025.3025431190192,-1425.7733726458277,-1016.1948431802706,-1442.9342757830034,-538.7593099715175,
5,12,5,11.194243186847093,CT,True,191061577,187130214,3931363,955.3078853930315,935.6510718708547,True,True,6096.420538,True,6138460190.0,6294550752.0,0.02115910000000021,0.005273299999999814,-1450.3748873579295,-417.123501684642,-1261.5634517659519,-463.48214748818896,-1269.4314650848128,-456.59341009713427,-1865.0,0.0,
5,13,12,15.378342722618598,CT,True,6034877,5110745,924132,30.1743834847978,25.553726207878444,True,True,6654.294625,True,6664405370.0,6664405370.0,0.02087020000000006,0.004926199999999881,-359.41123914645584,-594.5207071304777,-358.4013030550864,-564.3632296534242,-358.55595637392423,-568.9812980831598,,,
6,0,3,15.282136024140673,CT,True,111330742,110420300,910442,556.6537114640863,552.1015013499916,True,True,491.3542,True,574207903.0,611774500.0,0.030660199999999804,0.006145000000000067,777.8457197546917,-87.32600836116686,434.6474866524602,-277.39170429926094,432.38743861794023,-266.7376978215429,270.4217960448133,-283.5219589275123,
6,1,10,9.414675426835554,CT,True,76883018,75651606,1231412,384.41509201807577,378.25803179008426,True,True,698.052588,True,703052588.0,784704194.0,0.025339500000000292,0.00477620000000023,329.021715909379,-680.6117887443263,331.77508628440165,-689.614847379163,329.021715909379,-680.6117887443263,706.3996744155884,-706.3996744155884,
6,2,16,19.231385772207624,CT,True,327928699,326372468,1556231,1639.6434964106988,1631.862343438631,True,True,880.704194,True,1036660764.0,1218076662.0,0.09614730000000016,0.008187399999999734,706.3996744155884,-706.3996744155884,384.1551659112537,-19.679686079889915,382.18003293681846,-24.79951541224417,-409.3819192820552,-402.5535508147105,
