case_id,channel,observation_index,time,diameter,mec_radius,particle_count
3,4,0,6209.996975,1434.8311217899668,717.4265647173036,314
3,4,1,6498.850193,33.901829911573714,16.950914965786954,1062
3,5,0,1733.407749,1500.7738170770554,750.3902115553827,467
3,5,1,2099.205779,67.32952964399009,33.66476483199506,1219
3,5,2,2442.037445,67.32952964399009,33.66476483199506,1219
3,5,3,2736.116453,67.32952964399009,33.66476483199506,1219
3,5,4,3091.507729,43.980066380239194,21.990033200119644,485
3,5,5,3151.609411,9.805959141706326,4.902979580853187,839
3,7,0,1372.180862,1500.4607908596365,750.2701734103367,855
3,7,1,1745.407749,1500.4607908596365,750.2701734103367,698
3,7,2,2111.205779,1500.4607908596365,750.2701734103367,698
3,7,3,2454.037445,1500.4607908596365,750.2701734103367,698
3,7,4,2748.116453,1500.4607908596365,750.2701734103367,698
3,7,5,3442.309891,1500.4607908596365,750.2701734103367,698
3,7,6,3724.388899,1500.4607908596365,750.2701734103367,649
3,7,7,4000.467907,68.4581989816358,34.22909950081793,1159
3,7,8,4131.108913,45.85638627541511,22.928193147707557,434
3,7,9,4253.814463,13.815495234130182,6.907747627065091,1010
3,9,0,649.7203,1501.1266621313962,750.5633310756981,936
3,9,1,921.6406,1501.1266621313962,750.5633310756981,312
3,9,2,1006.81741,1501.1266621313962,750.5633310756981,265
3,9,3,1037.27333,39.83470444193576,19.91735223096789,282
3,10,0,5765.876675,1433.8772664276748,716.9386332238374,545
3,10,1,5989.796975,1433.8772664276748,716.9386332238374,404
3,10,2,6227.996975,1433.8772664276748,716.9386332238374,404
3,10,3,6516.850193,1433.8772664276748,716.9386332238374,383
3,10,4,7082.699264,61.16792184528464,30.58396093264232,543
3,10,5,7173.05894,49.71376410487808,24.85688206243904,326
3,10,6,7281.168924,27.955055863902338,13.977527941951228,488
3,11,0,2472.037445,1361.8193429932287,680.9096715066144,3255
3,11,1,2766.116453,1361.8193429932287,680.9096715066144,3174
3,11,2,3460.309891,1361.8193429932287,680.9096715066144,3174
3,11,3,3742.388899,1361.8193429932287,680.9096715066144,3174
3,11,4,4018.467907,1361.8193429932287,680.9096715066144,3174
3,11,5,4416.588426,1361.8193429932287,680.9096715066144,3174
3,11,6,4692.667434,1361.8193429932287,680.9096715066144,3174
3,11,7,4962.746442,1361.8193429932287,680.9096715066144,3174
3,11,8,5344.041981,1361.8193429932287,680.9096715066144,3174
3,11,9,5771.876675,1361.8193429932287,680.9096715066144,1831
3,11,10,5995.796975,1361.8193429932287,680.9096715066144,981
3,11,11,6233.996975,45.46666930251285,22.733334661256425,1249
3,11,12,6305.726598,14.683541409371347,7.341770714685674,1304
3,13,0,1775.407749,1366.3545605334557,683.1772802767279,7474
3,13,1,2141.205779,103.07779432137117,51.538897170685686,327
3,13,2,2300.225995,35.04896149029289,17.524480755146445,6531
3,15,0,1414.180862,1500.410321799064,750.256456395716,935
3,15,1,1787.407749,35.36731929915147,17.683659659575735,1293
3,18,0,975.6406,1500.7487792058673,750.3789611788093,5046
3,18,1,1432.180862,43.98431731730197,21.992158668651022,6018
3,18,2,1506.602207,10.307017268740514,5.153508644370257,5961
3,19,0,4920.746442,1425.8068579734206,712.9035026726434,959
3,19,1,5374.041981,42.23276307030436,21.116381545152294,1639
3,19,2,5431.34636,33.684341609249586,16.842170814624907,802
3,20,0,4650.667434,1371.5272901398562,685.7636450799282,1011
3,20,1,4992.746442,43.205913003747085,21.60295651187357,1239
3,20,2,5063.829473,11.147416337653816,5.573708178826951,1240
4,2,0,796.141191,1119.3790609096077,559.689530464804,9411
4,2,1,1335.242176,39.66979091201167,19.834895466005843,9878
4,3,0,17.0,1501.1064409335806,750.5532204767903,8685
4,3,1,341.8,43.75052409922511,21.875262059612556,9678
4,3,2,514.883355,12.904043783645157,6.452021901822643,747
4,5,0,29.0,1500.6259836737718,750.3273941147293,8583
4,5,1,353.8,84.91974143240155,42.45987072620083,406
4,5,2,808.141191,84.91974143240155,42.45987072620083,406
4,5,3,1347.242176,84.91974143240155,42.45987072620083,406
4,5,4,1665.179341,84.91974143240155,42.45987072620083,406
4,5,5,1941.258349,84.91974143240155,42.45987072620083,406
4,5,6,2217.337357,84.91974143240155,42.45987072620083,406
4,5,7,2493.416365,48.51368993184284,24.852392232672106,6116
4,5,8,2835.614524,20.962484710274854,10.481242365137492,4777
4,8,0,4520.710764,1500.6488918892558,750.3365170423713,879
4,8,1,4726.631064,66.10355546886791,33.051777744434,1439
4,8,2,4856.817118,22.205886815190027,11.102943417595027,1381
4,9,0,53.0,1501.0177155014694,750.5088577607347,8663
4,9,1,377.8,35.06107023933468,17.530535129667342,10222
4,11,0,65.0,1500.6800772630945,750.3493214008307,8729
4,11,1,389.8,1500.6800772630945,750.3493214008307,1581
4,11,2,838.141191,1500.6800772630945,750.3493214008307,637
4,11,3,1377.242176,1500.6800772630945,750.3493214008307,436
4,11,4,1695.179341,1500.6800772630945,750.3493214008307,436
4,11,5,1971.258349,1500.6800772630945,750.3493214008307,436
4,11,6,2247.337357,1500.6800772630945,750.3493214008307,436
4,11,7,2523.416365,1500.6800772630945,750.3493214008307,436
4,11,8,2962.779499,35.05853170162469,17.52928748670912,1356
4,11,9,3364.651746,35.05853170162469,17.52928748670912,1356
4,11,10,3644.877124,35.05853170162469,17.52928748670912,1356
