family,id,seconds_per_source,cumulative_probability
mixed,718,536.5455596923077,0.5886143931256713
mixed,751,536.7119258571429,0.58968850698174
mixed,588,536.9598503333333,0.5907626208378088
mixed,449,537.0156334545454,0.5918367346938775
mixed,927,537.0870135,0.5929108485499462
mixed,161,537.107261,0.5939849624060151
mixed,817,537.6807264166666,0.5950590762620838
mixed,634,537.7839078333333,0.5961331901181526
mixed,301,537.7886881666667,0.5972073039742213
mixed,109,538.3079925384616,0.59828141783029
mixed,320,538.4332372499999,0.5993555316863588
mixed,76,539.3516496666667,0.6004296455424275
mixed,816,539.6613912500001,0.6015037593984962
mixed,111,539.6822285,0.602577873254565
mixed,571,539.8002804166666,0.6036519871106337
mixed,425,539.80518575,0.6047261009667024
mixed,0,540.0797629230769,0.6058002148227712
mixed,143,540.133274076923,0.60687432867884
mixed,781,540.7454399999999,0.6079484425349087
mixed,408,541.6297004166667,0.6090225563909775
mixed,152,541.8301804285715,0.6100966702470462
mixed,488,542.2234779230769,0.611170784103115
mixed,434,542.3164088461538,0.6122448979591837
mixed,171,542.6290171666667,0.6133190118152524
mixed,780,543.8162804166667,0.6143931256713212
mixed,673,543.9527879166667,0.6154672395273899
mixed,821,544.0071993571429,0.6165413533834586
mixed,439,544.022701,0.6176154672395274
mixed,792,544.2955990833333,0.6186895810955961
mixed,142,544.6671126666666,0.6197636949516648
mixed,844,544.7834868461539,0.6208378088077336
mixed,607,544.803594923077,0.6219119226638024
mixed,784,544.8140771666666,0.6229860365198711
mixed,148,544.981962,0.6240601503759399
mixed,789,545.6777617500001,0.6251342642320086
mixed,916,545.77397875,0.6262083780880774
mixed,871,545.7740005333333,0.6272824919441461
mixed,742,546.0022689166666,0.6283566058002148
mixed,773,546.0718038333333,0.6294307196562836
mixed,399,546.4111544166667,0.6305048335123523
mixed,476,546.8229488461538,0.631578947368421
mixed,626,546.9844414285715,0.6326530612244898
mixed,396,547.3475114545455,0.6337271750805585
mixed,245,547.4891385833333,0.6348012889366272
mixed,807,548.8288455,0.635875402792696
mixed,256,550.58260325,0.6369495166487648
mixed,491,550.7062377692308,0.6380236305048335
mixed,933,550.8629130833333,0.6390977443609023
mixed,123,550.8850595454546,0.640171858216971
mixed,70,551.93421,0.6412459720730398
mixed,400,552.3273482307693,0.6423200859291085
mixed,764,552.8806075833334,0.6433941997851772
mixed,494,553.2375057692308,0.644468313641246
mixed,913,553.4746809090909,0.6455424274973147
mixed,312,553.80725,0.6466165413533834
mixed,900,553.878907,0.6476906552094522
mixed,832,553.8977075454545,0.6487647690655209
mixed,523,554.0322082727272,0.6498388829215896
mixed,719,554.0364165,0.6509129967776585
mixed,911,554.5685935714286,0.6519871106337272
mixed,429,555.32865625,0.6530612244897959
mixed,451,555.377717923077,0.6541353383458647
mixed,819,556.0172644166666,0.6552094522019334
mixed,249,556.5188832499999,0.6562835660580022
mixed,643,557.1083826666667,0.6573576799140709
mixed,556,557.1906241538461,0.6584317937701396
mixed,839,557.8704864545455,0.6595059076262084
mixed,787,558.4737186923077,0.6605800214822771
mixed,450,558.698691,0.6616541353383458
mixed,813,559.3869292727272,0.6627282491944146
mixed,671,559.4283035,0.6638023630504833
mixed,863,559.7347104166666,0.664876476906552
mixed,84,559.7925518181818,0.6659505907626209
mixed,349,560.0136883636363,0.6670247046186896
mixed,530,560.3528720833333,0.6680988184747583
mixed,531,560.7237772307692,0.6691729323308271
mixed,131,560.8306807272728,0.6702470461868958
mixed,96,561.2597009230769,0.6713211600429646
mixed,261,561.52594925,0.6723952738990333
mixed,322,562.1638898333333,0.673469387755102
mixed,728,562.2547405833333,0.6745435016111708
mixed,420,563.2012450769231,0.6756176154672395
mixed,767,563.3552864615384,0.6766917293233082
mixed,885,564.2915819333334,0.677765843179377
mixed,695,564.3262838181819,0.6788399570354458
mixed,264,564.4053955384616,0.6799140708915145
mixed,647,564.5940706666667,0.6809881847475833
mixed,475,564.6243660833334,0.682062298603652
mixed,854,565.3675142727272,0.6831364124597207
mixed,870,565.4965778461539,0.6842105263157895
mixed,99,565.8060594666666,0.6852846401718582
mixed,955,566.68222125,0.686358754027927
mixed,236,568.0273536923077,0.6874328678839957
mixed,403,568.5706486153847,0.6885069817400644
mixed,375,568.8075582499999,0.6895810955961332
mixed,942,569.2047882727273,0.6906552094522019
mixed,194,569.3231328181818,0.6917293233082706
mixed,141,569.8163152727274,0.6928034371643395
mixed,950,570.0562264166666,0.6938775510204082
mixed,951,571.6526158181819,0.6949516648764769
mixed,563,572.5644905,0.6960257787325457
mixed,426,572.5801014545455,0.6970998925886144
mixed,744,573.177894,0.6981740064446831
mixed,287,573.2491261666667,0.6992481203007519
mixed,342,573.3947513636364,0.7003222341568206
mixed,122,574.3649453636364,0.7013963480128894
mixed,975,576.0736359166666,0.7024704618689581
mixed,103,576.313481,0.7035445757250268
mixed,423,576.4347322307692,0.7046186895810956
mixed,810,576.4803830833333,0.7056928034371643
mixed,303,576.9514142727273,0.706766917293233
mixed,724,577.0453380909091,0.7078410311493019
mixed,380,577.0913460833334,0.7089151450053706
mixed,419,577.23132125,0.7099892588614393
mixed,44,577.6630733636364,0.7110633727175081
mixed,504,578.0378322307693,0.7121374865735768
mixed,848,578.276417090909,0.7132116004296455
mixed,886,578.3288261538462,0.7142857142857143
mixed,980,578.4936380833334,0.715359828141783
mixed,121,578.7519110909091,0.7164339419978518
mixed,576,578.9676331818182,0.7175080558539205
mixed,128,579.0282071818182,0.7185821697099892
mixed,86,579.1055232727273,0.719656283566058
mixed,590,579.7055349090909,0.7207303974221267
mixed,760,580.8322953636364,0.7218045112781954
mixed,181,580.8935025,0.7228786251342643
mixed,890,580.9789121538462,0.723952738990333
mixed,572,581.0335448333334,0.7250268528464017
mixed,73,581.3286086666667,0.7261009667024705
mixed,686,581.7294668181818,0.7271750805585392
mixed,802,581.8331909230769,0.728249194414608
mixed,550,582.9240935,0.7293233082706767
mixed,284,583.34931875,0.7303974221267454
mixed,277,583.98769325,0.7314715359828142
mixed,289,584.8264495384615,0.7325456498388829
mixed,601,585.3596873636363,0.7336197636949516
mixed,794,585.8401821,0.7346938775510204
mixed,667,585.9547894666666,0.7357679914070892
mixed,167,586.6344957499999,0.7368421052631579
mixed,645,586.863075,0.7379162191192267
mixed,852,587.6382922727272,0.7389903329752954
mixed,876,587.824945909091,0.7400644468313641
mixed,26,588.1565615000001,0.7411385606874329
mixed,196,588.4484256666666,0.7422126745435016
mixed,333,589.0012768181819,0.7432867883995704
mixed,925,589.1395833333333,0.7443609022556391
mixed,367,590.4542637272727,0.7454350161117078
mixed,788,590.695190090909,0.7465091299677766
mixed,179,591.5946145454545,0.7475832438238453
mixed,230,591.6437278999999,0.748657357679914
mixed,840,591.8137993636363,0.7497314715359829
mixed,87,591.9140669090909,0.7508055853920516
mixed,244,592.0834258333333,0.7518796992481203
mixed,170,592.2988126363636,0.7529538131041891
mixed,283,592.9350908181818,0.7540279269602578
mixed,999,593.184226,0.7551020408163265
mixed,646,593.4269686363637,0.7561761546723953
mixed,32,593.6011540000001,0.757250268528464
mixed,326,594.2802899090909,0.7583243823845328
mixed,473,594.5225102727272,0.7593984962406015
mixed,633,595.2276936363637,0.7604726100966702
mixed,697,595.3495933636364,0.761546723952739
mixed,811,595.4901493636363,0.7626208378088077
mixed,97,595.9812525454546,0.7636949516648764
mixed,14,596.0194292727273,0.7647690655209453
mixed,651,596.1644001818181,0.765843179377014
mixed,486,596.6694635833334,0.7669172932330827
mixed,842,596.6779712727273,0.7679914070891515
mixed,71,597.46637175,0.7690655209452202
mixed,67,598.1600287272727,0.7701396348012889
mixed,836,598.51673,0.7712137486573577
mixed,468,598.543184,0.7722878625134264
mixed,814,599.1359244545455,0.7733619763694952
mixed,51,599.5542385454545,0.7744360902255639
mixed,674,599.5733928,0.7755102040816326
mixed,271,599.7657152727272,0.7765843179377014
mixed,631,600.0122668181818,0.7776584317937701
mixed,515,600.0791217272728,0.7787325456498388
mixed,250,600.1631603333334,0.7798066595059077
mixed,896,600.2224004999999,0.7808807733619764
mixed,733,601.0916997,0.7819548872180451
mixed,849,602.0016889999999,0.7830290010741139
mixed,991,602.0300711666666,0.7841031149301826
mixed,768,602.8235584545455,0.7851772287862513
mixed,835,603.574843,0.7862513426423201
mixed,414,603.9457117272727,0.7873254564983888
mixed,217,604.3918832,0.7883995703544576
mixed,521,604.557767,0.7894736842105263
mixed,546,604.7478884,0.790547798066595
mixed,966,605.1273114545455,0.7916219119226638
mixed,466,605.2083738181818,0.7926960257787325
mixed,163,605.8379789230769,0.7937701396348013
mixed,272,606.385943,0.7948442534908701
mixed,3,607.6844022500001,0.7959183673469388
mixed,153,608.0688338181818,0.7969924812030075
mixed,901,608.1852863636364,0.7980665950590763
mixed,307,608.7076596363636,0.799140708915145
mixed,339,608.7938341666667,0.8002148227712137
mixed,661,609.2279197272727,0.8012889366272825
mixed,83,609.2408196666667,0.8023630504833512
mixed,803,609.8606580833333,0.80343716433942
mixed,654,610.1265351,0.8045112781954887
mixed,637,610.2365615,0.8055853920515574
mixed,903,610.5492692,0.8066595059076263
mixed,617,610.5770325454546,0.807733619763695
mixed,81,610.6311968181818,0.8088077336197637
mixed,294,611.6771293333334,0.8098818474758325
mixed,561,611.95216675,0.8109559613319012
mixed,11,611.9631153636363,0.8120300751879699
mixed,738,612.4902288999999,0.8131041890440387
mixed,334,613.3547626,0.8141783029001074
mixed,710,613.7408625454545,0.8152524167561761
mixed,45,613.9594128181818,0.8163265306122449
mixed,778,614.0986809,0.8174006444683136
mixed,775,614.2133689166667,0.8184747583243824
mixed,528,615.1072856,0.8195488721804511
mixed,596,615.5450151818181,0.8206229860365198
mixed,457,615.7410425,0.8216970998925887
mixed,208,616.994808,0.8227712137486574
mixed,603,617.5703942,0.8238453276047261
mixed,346,617.7258928181818,0.8249194414607949
mixed,952,617.8303054545454,0.8259935553168636
mixed,251,618.0837125,0.8270676691729323
mixed,219,618.3737189000001,0.8281417830290011
mixed,331,618.39244975,0.8292158968850698
mixed,822,619.3285875,0.8302900107411385
mixed,424,619.3290595999999,0.8313641245972073
mixed,190,621.3160575833333,0.832438238453276
mixed,46,621.3395845454545,0.8335123523093448
mixed,118,622.6709114166666,0.8345864661654135
mixed,137,622.8273476,0.8356605800214822
mixed,931,623.4460185454545,0.8367346938775511
mixed,112,625.6336448181818,0.8378088077336198
mixed,388,625.7211647272727,0.8388829215896885
mixed,820,626.7398683,0.8399570354457573
mixed,578,627.0981244166667,0.841031149301826
mixed,624,627.173021,0.8421052631578947
mixed,479,627.8617287272727,0.8431793770139635
mixed,438,627.8651784,0.8442534908700322
mixed,683,628.1820733,0.8453276047261009
mixed,873,629.0286342727272,0.8464017185821697
mixed,554,631.0857414545454,0.8474758324382384
mixed,506,632.7595058181819,0.8485499462943072
mixed,266,633.2663668,0.849624060150376
mixed,441,633.7123596363637,0.8506981740064447
mixed,967,633.8575497272727,0.8517722878625135
mixed,92,633.8595403636364,0.8528464017185822
mixed,200,634.2334555,0.8539205155746509
mixed,996,635.620846,0.8549946294307197
mixed,165,637.1022103,0.8560687432867884
mixed,436,637.1183235454546,0.8571428571428571
mixed,644,637.2739316923077,0.8582169709989259
mixed,690,637.5475244,0.8592910848549946
mixed,276,637.5490313,0.8603651987110634
mixed,60,638.062947090909,0.8614393125671321
mixed,409,638.0762619,0.8625134264232008
mixed,698,638.4984327999999,0.8635875402792696
mixed,892,638.6260463333333,0.8646616541353384
mixed,895,638.7479443999999,0.8657357679914071
mixed,126,638.9594344999999,0.8668098818474759
mixed,54,639.5482102,0.8678839957035446
mixed,853,639.8246239090909,0.8689581095596133
mixed,101,639.8611557,0.8700322234156821
mixed,649,640.3170638333333,0.8711063372717508
mixed,38,641.0205533999999,0.8721804511278195
mixed,325,642.0716288,0.8732545649838883
mixed,216,642.2094482727273,0.874328678839957
mixed,107,642.5829406363637,0.8754027926960258
mixed,681,642.6500955454545,0.8764769065520945
mixed,618,643.2886474,0.8775510204081632
mixed,522,643.6452096,0.878625134264232
mixed,154,643.793316,0.8796992481203008
mixed,623,644.0844894545454,0.8807733619763695
mixed,577,644.6533593636364,0.8818474758324383
mixed,455,644.8692631818182,0.882921589688507
mixed,894,644.9819602,0.8839957035445757
mixed,471,645.3049891,0.8850698174006445
mixed,598,645.3695291,0.8861439312567132
mixed,246,645.6383529090909,0.8872180451127819
mixed,184,645.6546372,0.8882921589688507
mixed,806,645.9078643,0.8893662728249194
mixed,946,646.0833517,0.8904403866809882
mixed,843,647.5573594,0.8915145005370569
mixed,458,647.5831365,0.8925886143931256
mixed,411,648.0815964000001,0.8936627282491945
mixed,664,648.9170718,0.8947368421052632
mixed,201,649.550598,0.8958109559613319
mixed,762,650.493933,0.8968850698174007
mixed,663,650.7641724,0.8979591836734694
mixed,178,650.990068,0.8990332975295381
mixed,52,652.1715107,0.9001074113856069
mixed,360,652.5809038,0.9011815252416756
mixed,930,653.0865695,0.9022556390977443
mixed,630,653.7634748181819,0.9033297529538131
mixed,559,654.0443262,0.9044038668098818
mixed,233,654.2449385,0.9054779806659506
mixed,680,654.2503087,0.9065520945220193
mixed,162,654.3545392,0.907626208378088
mixed,456,654.7976495,0.9087003222341569
mixed,579,654.9867760909091,0.9097744360902256
mixed,315,655.1855529000001,0.9108485499462943
mixed,186,658.0012163,0.9119226638023631
mixed,619,658.3676004,0.9129967776584318
mixed,805,658.5511983,0.9140708915145005
mixed,874,659.1465855,0.9151450053705693
mixed,348,659.6384604545455,0.916219119226638
mixed,8,660.2595162,0.9172932330827067
mixed,526,660.3584109999999,0.9183673469387755
mixed,712,660.5721734,0.9194414607948442
mixed,440,660.9685363,0.920515574650913
mixed,641,661.1846494,0.9215896885069818
mixed,304,661.2153286,0.9226638023630505
mixed,638,662.6539,0.9237379162191193
mixed,286,663.1029583,0.924812030075188
mixed,47,663.1565704,0.9258861439312567
mixed,270,663.6054467272727,0.9269602577873255
mixed,765,663.6257942999999,0.9280343716433942
mixed,737,663.8747052,0.9291084854994629
mixed,361,664.2929965000001,0.9301825993555317
mixed,327,664.6327457,0.9312567132116004
mixed,85,666.1376216,0.9323308270676691
mixed,238,666.2375313,0.9334049409237379
mixed,648,666.6554293,0.9344790547798066
mixed,240,667.1374079,0.9355531686358755
mixed,17,667.57384675,0.9366272824919442
mixed,785,668.0530378000001,0.9377013963480129
mixed,990,668.9411917,0.9387755102040817
mixed,962,669.2641776363636,0.9398496240601504
mixed,799,669.6059989,0.9409237379162191
mixed,963,670.0900791,0.9419978517722879
mixed,669,670.2751101818181,0.9430719656283566
mixed,923,670.497963,0.9441460794844253
mixed,321,670.6741678000001,0.9452201933404941
mixed,392,672.6886688,0.9462943071965628
mixed,78,672.920947,0.9473684210526315
mixed,345,674.4231644545454,0.9484425349087003
mixed,881,674.4545734545454,0.949516648764769
mixed,970,676.1398352,0.9505907626208379
mixed,226,676.1471671818182,0.9516648764769066
mixed,620,676.6125924,0.9527389903329753
mixed,182,676.7222308,0.9538131041890441
mixed,22,677.58386825,0.9548872180451128
mixed,362,677.5915253000001,0.9559613319011815
mixed,538,678.0122064999999,0.9570354457572503
mixed,534,678.3857995999999,0.958109559613319
mixed,627,679.5114278,0.9591836734693877
mixed,383,679.7735187999999,0.9602577873254565
mixed,545,680.920576,0.9613319011815252
mixed,859,681.400378090909,0.9624060150375939
mixed,39,681.4262843636363,0.9634801288936627
mixed,513,683.4214562,0.9645542427497314
mixed,841,683.8465765,0.9656283566058003
mixed,299,688.0982086,0.966702470461869
mixed,65,690.4262404,0.9677765843179377
mixed,472,690.595823,0.9688506981740065
mixed,910,690.7415028,0.9699248120300752
mixed,231,691.4115522,0.9709989258861439
mixed,232,692.0140756,0.9720730397422127
mixed,187,694.9482372,0.9731471535982814
mixed,846,695.7048651,0.9742212674543501
mixed,628,697.7954432,0.9752953813104189
mixed,721,698.8630572,0.9763694951664876
mixed,385,698.9554891,0.9774436090225563
mixed,125,705.0191605,0.9785177228786252
mixed,740,705.0591975,0.9795918367346939
mixed,869,706.1969807,0.9806659505907627
mixed,281,706.4900822,0.9817400644468314
mixed,210,711.7781386363636,0.9828141783029001
mixed,800,712.4816423999999,0.9838882921589689
mixed,224,713.6995256,0.9849624060150376
mixed,510,714.5459932,0.9860365198711063
mixed,252,715.2928217,0.9871106337271751
mixed,947,715.8011355,0.9881847475832438
mixed,652,717.1574039,0.9892588614393125
mixed,969,718.642817,0.9903329752953813
mixed,699,724.2067394,0.99140708915145
mixed,391,736.7234786,0.9924812030075187
mixed,389,736.8703944,0.9935553168635876
mixed,90,740.6981280909091,0.9946294307196563
mixed,657,749.5160873,0.9957035445757251
mixed,500,761.4899883,0.9967776584317938
mixed,595,762.7818793,0.9978517722878625
mixed,337,773.2412564,0.9989258861439313
mixed,33,782.0298454,1.0
