id,scene_hash,family,total,mean_time_per_source,historical_B,revised_B,N,A_s_per_source,B_s_per_source,delta_s_per_source,delta_game_s,A_failed_clears,B_failed_clears,final_minus_old_A,final_minus_historical_B
34,29fec4f2f9c984168bc2378c6d0a4a465dcb89b265cf13ecb1ec2cf57c40aa9b,mixed,13,505.6383310769231,505.6383310769231,505.6383310769231,13,487.1466587692308,505.6383310769231,18.491672307692284,240.39174000000003,0,0,18.49167230769234,0.0
35,f97d8b5d3c60c51977faa371653052c4ad838c12eb1ca04da28b6ef5be147bd1,mixed,14,411.2056899285714,411.3056542857143,411.2056899285714,14,499.9569727142857,411.3056542857143,-88.65131842857141,-1241.118458,0,0,-88.7512827857143,-0.09996435714288054
36,cb2803fc318c4bdaa9839fda2492c3f49557782e6b88f8d9496a5d26b33d2ab8,mixed,16,374.9853844375,374.9853844375,374.9853844375,16,418.027134875,374.9853844375,-43.04175043750001,-688.6680070000002,0,0,-43.04175043750001,0.0
37,4d923ddeb67b67e038891a52e7d178b6f877654f0740252a16bf1bb3d0fe5e14,mixed,15,420.56815973333335,420.56815973333335,420.56815973333335,15,474.79383006666666,420.56815973333335,-54.22567033333331,-813.3850549999997,0,0,-54.22567033333331,0.0
38,3643b2eda9a702cb4fe0c8e9d240fcba45fe939c0715a04f0b675b27df69ccb1,mixed,10,641.0205533999999,641.0205533999999,641.0205533999999,10,645.8839863000001,641.0205533999999,-4.863432900000134,-48.634329000000434,0,0,-4.863432900000134,0.0
39,e6ba0a7631e460c49164968eefce10481a5f59e17b82074559e83698ca24313f,mixed,11,681.4262843636363,681.4262843636363,681.4262843636363,11,653.4275483636364,681.4262843636363,27.99873599999989,307.98609599999963,0,0,27.998735999999894,0.0
40,fd1a50928fca582ea1b8444f20ef1402192833be974960f41e57baf95783ff96,mixed,16,363.391876875,363.391876875,363.391876875,16,385.14631375,363.391876875,-21.75443687500001,-348.07099000000017,0,0,-21.75443687500001,0.0
41,79b3ad9572fb1fa0abbe2345432720dfc2fd1bd93f072828a8bac7f3e03083db,mixed,15,432.6366681333333,432.6401572666667,432.6366681333333,15,467.0770277333333,432.6401572666667,-34.43687046666662,-516.5530569999992,0,0,-34.44035960000002,-0.0034891333334030605
42,042779d14a0c6d149779c13e553eab359806c319170162c72ff609292cc149ea,all_directional,10,683.2920874,683.2920874,683.2920874,10,722.0765166,683.2920874,-38.78442919999998,-387.84429199999977,0,0,-38.78442919999998,0.0
43,f97d64d139dd71754fa320ac60c124ab58e6e529de135ce024bffdef267d2dcb,mixed,14,522.8210762857143,522.8210762857143,522.8210762857143,14,484.08997292857146,522.8210762857143,38.73110335714284,542.235447,0,0,38.73110335714284,0.0
44,f8956481f09d8170e06fffeed4ec46c1cf630229d13dbbdc3f31c130ac1e3fd4,mixed,11,577.6630733636364,577.6630733636364,577.6630733636364,11,648.0097378181819,577.6630733636364,-70.34666445454548,-773.8133090000001,0,0,-70.34666445454548,0.0
45,17cf8774a2b8bb53b535a868263ac257c84b4986ebc36e03e02a5db92f293d93,mixed,11,613.9594128181818,613.9594128181818,613.9594128181818,11,616.9401379090909,613.9594128181818,-2.980725090909118,-32.78797599999962,0,0,-2.980725090909118,0.0
46,57a52fa06f11b6e8939fddd1ac3f02eb6308bfbad5554416e0c9db325c7abf5c,mixed,11,621.3395845454545,621.066341,621.3395845454545,11,636.7036622727272,621.066341,-15.637321272727265,-172.010534,0,0,-15.36407772727273,0.2732435454545339
47,760fa12fd6ba1c320d73780316288e14e14465d5e2330d3eb6cc5b702814d1e4,mixed,10,663.1565704,663.1565704,663.1565704,10,746.5662076,663.1565704,-83.40963720000002,-834.096372,0,0,-83.40963720000002,0.0
48,35814dc2cdd906f3fce94ff2322522577cb8444a39fff9c634a6a77087b93607,mixed,15,391.3895958,391.3895958,391.3895958,15,481.71542366666665,391.3895958,-90.32582786666666,-1354.8874180000005,0,0,-90.32582786666666,0.0
49,31597d34d3d2864ee3e30f59174f7985b73512c0481418ec391da82240f800aa,all_directional,12,594.30724375,594.30724375,594.30724375,12,627.4192429999999,594.30724375,-33.11199924999994,-397.3439909999997,0,0,-33.11199924999994,0.0
50,1dcf8e0af2ea032d726288ee2787c78f90c30239e5d3996b5a72bcf83bdc6e30,mixed,15,437.4401773333333,437.4403652,437.4401773333333,15,444.614994,437.4403652,-7.174628799999937,-107.6194319999995,0,0,-7.174816666666743,-0.00018786666669257102
51,c8c37d5d169e7744edb5231135fe84ce55203f9eb7ceb09b307f5d4c47baa097,mixed,11,599.5542385454545,599.5542385454545,599.5542385454545,11,648.1977389090908,599.5542385454545,-48.64350036363635,-535.0785040000001,0,0,-48.64350036363635,0.0
52,06a2e0cf3ae9ce38885c75d580c20667f6fd885597fa6719a918ac22f9e268fb,mixed,10,652.1715107,652.1804562,652.1715107,10,711.0433998999999,652.1804562,-58.86294369999996,-588.6294369999996,0,0,-58.87188919999994,-0.008945499999981621
53,328dbf7d4fecb6796d6e2905197eefd77c112abcd0276f4d28e5ec09d853a001,mixed,13,495.58962115384617,495.58962115384617,495.58962115384617,13,544.3890901538462,495.58962115384617,-48.79946899999999,-634.3930970000001,0,0,-48.79946899999999,0.0
54,33bc6a6c36408d8b1163fe81865a4d1806715489356fa5d24b1a8a1cdb280f1d,mixed,10,639.5482102,639.3278086,639.5482102,10,788.800847,639.3278086,-149.47303839999995,-1494.7303839999995,0,0,-149.2526368,0.22040159999994557
55,b27a91bffc03b23807308c52c21ac316ab248c33728f9e64ea29f7e5e1f3ec5a,mixed,12,513.471759,514.0343523333333,513.471759,12,555.1935912499999,514.0343523333333,-41.1592389166666,-493.9108669999996,0,0,-41.72183224999992,-0.5625933333333251
56,bbf6b006c2860dceb736b762e2ae1a733db2cd48678d0b916239f772bbe6433b,mixed,16,403.76516925,403.76516925,403.76516925,16,422.8722125625,403.76516925,-19.107043312500025,-305.7126930000004,0,0,-19.107043312500025,0.0
57,bd89ce15e59113fac78203a34d49d3b49f801f89f3887b77d1710fb70a562291,mixed,14,453.0233287142857,453.0233287142857,453.0233287142857,14,520.1772444285714,453.0233287142857,-67.15391571428569,-940.1548199999996,7,0,-67.15391571428569,0.0
58,357d76b37bececbbe9df68b4fb9aebfe3021d78f18507780e2994d21e58c640f,mixed,16,381.3586960625,381.3586960625,381.3586960625,16,417.1556394375,381.3586960625,-35.79694337500001,-572.7510940000002,0,0,-35.79694337500001,0.0
59,aad096e0ffe73811e8ac5133dd5ed3ade1ad373f6e6ed825904e5066d8d53969,mixed,16,415.9533133125,415.9533133125,415.9533133125,16,500.0603824375,415.9533133125,-84.10706912500001,-1345.7131060000002,0,0,-84.10706912500001,0.0
60,56ab3de5021d4be703f85d9262870031aa680e12be08c239efea8cf7ca356f12,mixed,11,638.062947090909,637.9598344545454,638.062947090909,11,652.7679587272728,637.9598344545454,-14.808124272727357,-162.88936700000068,0,0,-14.705011636363793,0.10311263636356216
61,b7393e3462e7c51c075161c28b25320e0bcddb025d2aa3d1c018dc816cec0002,mixed,12,485.4994154166666,485.4994154166666,485.4994154166666,12,539.9371644166666,485.4994154166666,-54.437749,-653.2529880000002,0,0,-54.43774900000005,0.0
62,4483b7bef371b06ba41968fa2e76000fea587b7993c8b1b8ac3575b3548a41e2,all_directional,12,611.0738729999999,611.0738729999999,611.0738729999999,12,630.999273,611.0738729999999,-19.92540000000008,-239.10480000000007,0,0,-19.92540000000008,0.0
63,6ad04cbc28fa24ad4fb50def9b28d6b59de117f0fe9c055660b2a47173b1fea0,mixed,16,379.5947049375,379.5946365625,379.5947049375,16,366.20271175,379.5946365625,13.391924812500008,214.27079700000013,0,0,13.39199318750002,6.837500001211083e-05
64,9f1c242ec1ead7869b2438d54ed55b83e5442fe731c146a06eeb6792815700dc,mixed,14,492.1508921428572,492.1438911428572,492.1508921428572,14,500.3964458571429,492.1438911428572,-8.25255471428568,-115.53576599999997,0,0,-8.245553714285734,0.007000999999945634
65,16278abf65d9c1b301b55c4131f4526e8c9273750d2550da29173eb81728aa00,mixed,10,690.4262404,690.4262404,690.4262404,10,660.5224094,690.4262404,29.90383099999997,299.0383099999999,0,0,29.90383099999997,0.0
66,c79e8e1d828da6135721cff93b17b17cf16236cb46fc369220a9c115559f2f15,mixed,13,474.72505584615385,474.72505584615385,474.72505584615385,13,544.3726684615384,474.72505584615385,-69.64761261538456,-905.4189639999996,0,0,-69.64761261538456,0.0
67,71419f7c065edd0caa27dda5ac57393fc08ba48eb4f1577d77f4e3438513858b,mixed,11,598.1600287272727,598.1785866363635,598.1600287272727,11,630.8656563636364,598.1785866363635,-32.68706972727284,-359.55776700000024,0,0,-32.705627636363715,-0.01855790909087318
68,5541263b4b78919dd9217efc47951acf8138eb6d608bfbd62f5710290467efe6,all_directional,12,532.2844680833333,532.2844680833333,532.2844680833333,12,587.6325496666667,532.2844680833333,-55.3480815833334,-664.1769789999998,0,0,-55.348081583333396,0.0
69,2f78223e29a2c2e231c6cc66f61282efd3be07ea963a48fa88e9bd11b1904c4d,mixed,16,425.947895625,425.947895625,425.947895625,16,413.135032125,425.947895625,12.812863499999992,205.00581599999987,0,0,12.812863499999992,0.0
70,35d443ecc9a9229441b566e59d0c2908d531fefcf3305dfc7652c176cc23d8a5,mixed,14,551.93421,551.9260296428572,551.93421,14,499.2125190714286,551.9260296428572,52.71351057142863,737.9891480000006,0,0,52.721690928571434,0.008180357142805406
71,eacc64cdc7338b78f0efdb9ed2e00feae52589ba3c6d78d03108abff6e0d8d1e,mixed,12,597.46637175,597.2702880833333,597.46637175,12,652.2860685833333,597.2702880833333,-55.015780500000005,-660.1893660000005,4,0,-54.819696833333296,0.19608366666670918
72,524db4fc12a9bbc2f938d4383e67be15568062babafbfa1f399ec728b080121c,all_directional,15,453.8938288,453.8938288,453.8938288,15,481.1675387333333,453.8938288,-27.27370993333335,-409.1056490000001,0,0,-27.273709933333294,0.0
73,8c953e0a0df37973fe9fe302fbd707a480587e0e0f374187722df9ccac89143e,mixed,12,581.3286086666667,581.328886,581.3286086666667,12,652.9489036666666,581.328886,-71.62001766666663,-859.4402119999995,0,0,-71.62029499999994,-0.000277333333315255
74,56bd76d4fb3327dcbecb04f6fdfb3bb9602d0795d4745acb6252dec29d0a1210,mixed,15,457.9949614,457.9788198,457.9949614,15,494.36146326666665,457.9788198,-36.38264346666665,-545.7396519999993,0,0,-36.366501866666624,0.016141600000025846
75,ca6bd98262ac47a58065ab0573d733ea9f14f3b524c3157f720e94eceba16970,mixed,14,502.923444,502.91738464285714,502.923444,14,477.5753957142857,502.91738464285714,25.341988928571425,354.78784499999983,0,0,25.3480482857143,0.006059357142873978
76,011855a79645c17a7f1d4b55055d7eb84fe53417199a39105ba36ed960e0efe7,mixed,12,539.3516496666667,539.3511040833333,539.3516496666667,12,544.60463475,539.3511040833333,-5.25353066666662,-63.04236799999944,0,0,-5.252985083333215,0.000545583333405375
77,07e4526030043ee390675fb477c2af90692f4e72a65958df7e907a157e7abd21,mixed,12,522.5991441666666,522.5991441666666,522.5991441666666,12,565.5940735833334,522.5991441666666,-42.99492941666677,-515.9391530000003,0,0,-42.994929416666764,0.0
78,303fcfa003e113d00aeebdfe03b8f96a6ac1e6335b919b15ff6ec092ada58cae,mixed,10,672.920947,672.8902279,672.920947,10,748.3672277,672.8902279,-75.47699979999993,-754.7699979999998,0,0,-75.44628069999999,0.030719099999942046
79,3a149717f2e98b190c6cd5c57f4920d0efe3eee4a1e260c20c7b9adb831d9dc3,all_directional,14,535.9439575714285,535.9429913571429,535.9439575714285,14,514.8248325714286,535.9429913571429,21.11815878571429,295.65422300000046,0,0,21.11912499999994,0.0009662142856541323
80,b122682061a12ca2a093f50e3b4428eb8354fe0816e52e4cf9dd7ab60b000a4b,mixed,16,264.2382260625,264.238226,264.2382260625,16,394.62023375,264.238226,-130.38200775,-2086.112124,0,0,-130.3820076875,6.250002115848474e-08
81,d9e6d4d8cd8129cfdc84b4349236e7b42021957c1c2833bcccd1554f40db90c3,mixed,11,610.6311968181818,610.6311968181818,610.6311968181818,11,641.9387206363637,610.6311968181818,-31.307523818181835,-344.3827620000002,0,0,-31.307523818181835,0.0
82,ad489a6d375acd5c409cea316ede5090475598ab75db3ad3827c8fdac00e258f,mixed,16,337.9333934375,337.9333934375,337.9333934375,16,396.54207075,337.9333934375,-58.60867731249999,-937.738837,0,0,-58.60867731249999,0.0
83,f910822fa8eaf8d1f0fa843ebc921746f309343c435ee4c9f94c7d8b3217aace,mixed,12,609.2408196666667,608.9577728333334,609.2408196666667,12,567.1196065,608.9577728333334,41.83816633333333,502.05799600000046,0,0,42.12121316666662,0.2830468333332874
84,f3729e057bc4d456a6d31d90e65ac261898aba533327bbcf49447e38a9821f7c,mixed,11,559.7925518181818,559.4969388181818,559.7925518181818,11,594.0067253636363,559.4969388181818,-34.50978654545452,-379.6076519999997,0,0,-34.214173545454514,0.295613000000003
85,14baf25b2caede989b14c8391bd8612493721ac66332d04ef6206e2bcd75d293,mixed,10,666.1376216,666.1376216,666.1376216,10,682.2800711,666.1376216,-16.142449499999998,-161.4244950000002,0,0,-16.142449499999998,0.0
86,ab9169aad8e519071e11278b1753ed557fc2b5d6ac2d812b8af57ffc0e13ed9b,mixed,11,579.1055232727273,579.1020212727273,579.1055232727273,11,594.6221297272727,579.1020212727273,-15.520108454545491,-170.7211929999994,0,0,-15.516606454545467,0.0035020000000258733
87,b883c257a261c1c8b9f3cf2b2e9de25b24e86df592b03f1cfbbb221b43c9847f,mixed,11,591.9140669090909,591.8970479090909,591.9140669090909,11,589.6406624545455,591.8970479090909,2.256385454545466,24.820240000000013,0,0,2.273404454545471,0.01701900000000478
88,2de2d2cd5f88e34f9414e4653e047dd104a67497e3d0d8871606f8270ef48652,mixed,14,533.2559727142857,533.2559727142857,533.2559727142857,14,548.0526827857143,533.2559727142857,-14.796710071428606,-207.1539410000005,9,0,-14.796710071428606,0.0
89,fb358029600a8a27508122f5f62bc2c5687087281178cac70cd72225e13c1f4c,mixed,16,340.6983735625,340.91047075,340.6983735625,16,371.3738295,340.91047075,-30.46335875,-487.41374,0,0,-30.675455937499976,-0.2120971874999782
90,348240be330c2932503dc8a5512276126fd5ee9d9427979e9df08ddc92b9d7e1,mixed,11,740.6981280909091,740.6981280909091,740.6981280909091,11,676.9513992727273,740.6981280909091,63.74672881818185,701.2140170000002,0,0,63.74672881818185,0.0
91,dcf2b9d1275c976ef75a873b68b9ac5d45f871d99adbb822a9f86c2b0083133d,mixed,15,443.4143034,443.4714914,443.4143034,15,433.3000866666667,443.4714914,10.171404733333304,152.5710710000003,0,0,10.114216733333308,-0.057187999999996464
92,b5bb06fcc45507883f290d94f96ba2384775a80d04f4aece293246341bab5308,mixed,11,633.8595403636364,634.1628771818182,633.8595403636364,11,668.7477904545455,634.1628771818182,-34.58491327272725,-380.4340460000003,3,0,-34.88825009090908,-0.3033368181818332
93,75e6d0830554ef7532fa91846e2f8750af73f3ebbbbc1fd0cf056a82af8422ff,mixed,12,506.52581575,506.52581575,506.52581575,12,560.0300854166667,506.52581575,-53.50426966666669,-642.0512360000002,0,0,-53.50426966666669,0.0
94,536b52a93db4e4873daaa0a4211a8fd7c93e68f11a9591c4061575f134757a65,mixed,15,485.0524925333333,485.0524925333333,485.0524925333333,15,478.63800253333335,485.0524925333333,6.414489999999944,96.2173499999999,0,0,6.414489999999944,0.0
95,e1de7f664da2b4b4c895cc8501a062ac31cf96de11b3197958e2c36dea4de0fc,mixed,16,349.132984875,349.143122875,349.132984875,16,222.3167084375,349.143122875,126.8264144375,2029.222631,0,0,126.81627643749997,-0.010138000000040392
96,7ffa6af94adb2e66cec7e810b1cf269c8a03d3bfa53862a9b6fa4534f798a885,mixed,13,561.2597009230769,561.2597009230769,561.2597009230769,13,492.596451,561.2597009230769,68.66324992307693,892.622249,0,0,68.66324992307693,0.0
97,d44d886841d3ca2fe07de482640f4f6d46eb94fcc5b80372be966b048581d58f,mixed,11,595.9812525454546,595.9812525454546,595.9812525454546,11,655.5884084545455,595.9812525454546,-59.60715590909092,-655.678715,0,0,-59.60715590909092,0.0
98,c501a90c301672ef9bee4de03be0b29664e181801d22e5392f71b211fe8102fd,mixed,16,341.1026023125,341.0333876875,341.1026023125,16,341.3294673125,341.0333876875,-0.2960796250000044,-4.73727400000007,0,0,-0.22686500000003207,0.06921462499997233
99,bb44990d917ef8bee65be422f5c1d547e89ec8d7b396f6584b92c306676e96c4,mixed,15,565.8060594666666,565.8060594666666,565.8060594666666,15,497.04099973333336,565.8060594666666,68.76505973333326,1031.475896,0,0,68.76505973333326,0.0
100,7e483e2a9f61074321cb615772514859b1fc93d043f33544280767fbe5a5dc40,mixed,12,520.7484740833333,520.788498,520.7484740833333,12,583.6784695833334,520.788498,-62.88997158333336,-754.6796590000004,0,0,-62.92999550000002,-0.04002391666665517
101,805ad7bbc89b17edf4facc78a947773c6d9ee24dde229e118607a5139880832c,mixed,10,639.8611557,639.8611557,639.8611557,10,685.5317936,639.8611557,-45.67063789999997,-456.7063790000002,0,0,-45.670637899999974,0.0
102,bcf0f6761f4b149aaee4b9c26f9c1f27f049afc0df02d7f2bcf864d296a23404,mixed,16,311.966902875,311.9703990625,311.966902875,16,409.2204815625,311.9703990625,-97.25008250000002,-1556.0013200000003,0,0,-97.25357868750001,-0.0034961874999908105
103,5c5c1d74056d40e58bf3ca5e4ea34eed25f78fa91c587c3fb7ecc57edd7c2c07,mixed,11,576.313481,576.313481,576.313481,11,631.229093,576.313481,-54.91561200000001,-604.0717320000003,0,0,-54.91561200000001,0.0
104,bec772619e446a2052b1f2737e4a1c21141e53701f79a4699bf6cfb2563a8db1,mixed,16,412.6958214375,412.7296511875,412.6958214375,16,365.463124125,412.7296511875,47.26652706250002,756.2644330000003,0,0,47.23269731250002,-0.03382974999999533
105,9634a4212c5d4012e9c72bd6901a85036376f0d926acdad47d6bb2056d7fd135,mixed,15,443.3303401333333,443.3303401333333,443.3303401333333,15,471.8215216,443.3303401333333,-28.49118146666666,-427.367722,0,0,-28.49118146666666,0.0
106,d7fd05212c32e3228f501206f0c11e24c2fc493dae26ec8bb5732413ae7ec046,all_directional,16,404.156218875,404.156218875,404.156218875,16,454.6231225625,404.156218875,-50.46690368750001,-807.4704590000001,0,0,-50.46690368750001,0.0
107,84b22e110299e35ded069facc67f28c05a219212e2f4f66512c95a46c419f950,mixed,11,642.5829406363637,642.5829667272727,642.5829406363637,11,667.2479282727273,642.5829667272727,-24.664961545454616,-271.3145770000001,0,0,-24.664987636363662,-2.6090909045706212e-05
108,cda4277db2ff239c90c80da9d01e83dd4b5d866501996c0c4ce659b59ab322e3,mixed,15,407.56322453333337,407.56322453333337,407.56322453333337,15,413.2888339333333,407.56322453333337,-5.725609399999939,-85.88414099999954,0,0,-5.725609399999939,0.0
109,45c36f6e1aa38978ebf5e8c1dcddd9ed31f96b14045c828187ba7d345ba56cde,mixed,13,538.3079925384616,538.3079925384616,538.3079925384616,13,530.8746076153847,538.3079925384616,7.433384923076915,96.63400399999956,0,0,7.433384923076915,0.0
