case_id,action_count,cost_sum_s,end_time_s,ledger_error_s
863,310,6716.816525,6716.816525,0.0
864,300,7057.851702,7057.851702,0.0
865,269,7095.722283,7095.722283,0.0
866,271,6391.269013,6391.269013,0.0
867,263,6458.715719,6458.715719,0.0
868,335,7219.712082,7219.712082,0.0
869,316,7061.969807,7061.969807,0.0
870,325,7351.455512,7351.455512,0.0
871,324,8186.610008,8186.610008,0.0
872,253,6398.302477,6398.302477,0.0
873,328,6919.314977,6919.314977,0.0
874,342,6591.465855,6591.465855,0.0
875,238,6207.446555,6207.446555,0.0
876,337,6466.074405,6466.074405,0.0
877,339,6431.329845,6431.329845,0.0
878,312,6633.88286,6633.88286,0.0
879,296,7401.359907,7401.359907,0.0
880,280,7241.506009,7241.506009,0.0
881,312,7419.000308,7419.000308,0.0
882,253,6331.182845,6331.182845,0.0
883,191,5378.084687,5378.084687,0.0
884,276,6327.353585,6327.353585,0.0
885,293,8464.373729,8464.373729,0.0
886,246,7518.27474,7518.27474,0.0
887,174,4290.430457,4290.430457,0.0
888,294,6741.474027,6741.474027,0.0
889,215,5201.856022,5201.856022,0.0
890,327,7552.725858,7552.725858,0.0
891,280,6558.901287,6558.901287,0.0
892,311,7663.512556,7663.512556,0.0
893,282,6820.813795,6820.813795,0.0
894,303,6449.819602,6449.819602,0.0
895,298,6387.479444,6387.479444,0.0
896,311,7202.668806,7202.668806,0.0
897,296,7168.591141,7168.591141,0.0
898,288,6176.913487,6176.913487,0.0
899,265,6619.744821,6619.744821,0.0
900,299,6646.546884,6646.546884,0.0
901,297,6690.03815,6690.03815,0.0
902,273,6913.766234,6913.766234,0.0
903,324,6105.492692,6105.492692,0.0
904,268,6620.402328,6620.402328,0.0
905,306,7819.845845,7819.845845,0.0
906,269,6536.580734,6536.580734,0.0
907,240,6571.468277,6571.468277,0.0
908,280,6942.851822,6942.851822,0.0
909,317,6645.544732,6645.544732,0.0
910,317,6907.415028,6907.415028,0.0
911,313,7763.96031,7763.96031,0.0
912,293,6813.071061,6813.071061,0.0
913,299,6088.22149,6088.22149,0.0
914,178,4544.918229,4544.918229,0.0
915,266,6424.557338,6424.557338,0.0
916,281,6549.287745,6549.287745,0.0
917,209,5137.211355,5137.211355,0.0
918,219,4988.803397,4988.803397,0.0
919,283,6382.94025,6382.94025,0.0
920,261,6832.130775,6832.130775,0.0
921,306,6345.758027,6345.758027,0.0
922,305,6706.958605,6706.958605,0.0
923,306,6704.97963,6704.97963,0.0
924,318,7264.667308,7264.667308,0.0
925,312,7069.675,7069.675,0.0
926,287,7326.170641,7326.170641,0.0
927,302,6445.044162,6445.044162,0.0
928,309,7220.875182,7220.875182,0.0
929,311,6631.836779,6631.836779,0.0
930,346,6530.865695,6530.865695,0.0
931,326,6857.906204,6857.906204,0.0
932,264,6561.12625,6561.12625,0.0
933,307,6610.354957,6610.354957,0.0
934,219,4762.131168,4762.131168,0.0
935,293,7358.128204,7358.128204,0.0
936,250,5759.666373,5759.666373,0.0
937,268,6699.921764,6699.921764,0.0
938,295,6163.813608,6163.813608,0.0
939,323,6178.463676,6178.463676,0.0
940,286,7173.664613,7173.664613,0.0
941,229,6456.597929,6456.597929,0.0
942,333,6261.252671,6261.252671,0.0
943,281,6627.238144,6627.238144,0.0
944,243,5926.843331,5926.843331,0.0
945,183,5601.463644,5601.463644,0.0
946,328,6460.833517,6460.833517,0.0
947,319,7158.011355,7158.011355,0.0
948,298,7236.25126,7236.25126,0.0
949,306,7568.532666,7568.532666,0.0
950,297,6840.674717,6840.674717,0.0
951,284,6288.178774,6288.178774,0.0
952,289,6796.13336,6796.13336,0.0
953,304,6362.215921,6362.215921,0.0
954,265,6428.723133,6428.723133,0.0
955,335,6800.186655,6800.186655,0.0
956,325,6527.478761,6527.478761,0.0
957,255,6879.891984,6879.891984,0.0
958,290,6191.662932,6191.662932,0.0
959,278,6580.789579,6580.789579,0.0
960,280,6399.5958,6399.5958,0.0
961,242,5917.365351,5917.365351,0.0
962,323,7361.905954,7361.905954,0.0
963,304,6700.900791,6700.900791,0.0
964,279,6708.286542,6708.286542,0.0
965,309,6746.263371,6746.263371,0.0
966,303,6656.400426,6656.400426,0.0
967,304,6972.433047,6972.433047,0.0
968,213,6072.120216,6072.120216,0.0
969,361,7186.42817,7186.42817,0.0
970,355,6761.398352,6761.398352,0.0
971,282,7264.263653,7264.263653,0.0
972,291,7548.642389,7548.642389,0.0
973,236,5926.814122,5926.814122,0.0
974,250,6207.895073,6207.895073,0.0
975,310,6912.883631,6912.883631,0.0
976,270,7033.48893,7033.48893,0.0
977,321,7035.022616,7035.022616,0.0
978,222,5733.407392,5733.407392,0.0
979,115,3221.141252,3221.141252,0.0
980,337,6941.923657,6941.923657,0.0
981,275,6101.548013,6101.548013,0.0
982,278,6657.301763,6657.301763,0.0
983,294,6735.474239,6735.474239,0.0
984,263,6568.877785,6568.877785,0.0
985,293,6842.201092,6842.201092,0.0
986,273,6755.432251,6755.432251,0.0
987,261,7099.573924,7099.573924,0.0
988,283,6395.292824,6395.292824,0.0
989,291,6951.591149,6951.591149,0.0
990,318,6689.411917,6689.411917,0.0
991,328,7224.360854,7224.360854,0.0
992,265,7081.184154,7081.184154,0.0
993,208,5983.739112,5983.739112,0.0
994,258,6387.665509,6387.665509,0.0
995,294,6247.865316,6247.865316,0.0
996,311,6356.20846,6356.20846,0.0
997,263,6392.147812,6392.147812,0.0
998,278,6545.321465,6545.321465,0.0
999,309,6525.026486,6525.026486,0.0
