id,step,phase,N,time_s,nodes,sample_group,remaining_cost,spearman,constant_prediction,top1_optimal,top3_best_recall,top3_overlap,predictor_regret,R12_regret,predictor_gain,top3_available_gain,margin,H1_pred,H1_R12,H2_pred,H2_R12,H3_pred,H3_R12
412,17,late,16,4683.682698,8,N16_late,2314.5069000000003,0.5476190476190477,False,False,True,0.3333333333333333,298.71395200000006,346.29697000000033,47.583018000000266,346.29697000000033,0.18987029639493025,False,False,False,False,False,False
412,18,late,16,5071.54203,7,N16_late,1926.6475680000003,0.5357142857142858,False,True,True,0.3333333333333333,0.0,435.4276030000001,435.4276030000001,435.4276030000001,0.03587470803138293,True,False,False,False,True,False
413,7,middle,16,1986.260759,18,middle,2695.6567430000005,0.08152734778121776,False,False,False,0.3333333333333333,937.0484799999995,0.0,-937.0484799999995,-249.60580500000015,0.44893251324577954,True,False,False,False,False,False
413,11,late,16,3451.522021,14,late,1230.395481,0.2923076923076923,False,False,True,0.3333333333333333,551.0324149999997,94.14081400000032,-456.89160099999935,94.14081400000032,0.23508948597061385,False,False,False,False,False,False
414,12,late,16,3852.847229,13,N16_late,2250.1232309999996,0.8186813186813187,False,False,True,1.0,173.23607400000037,929.5597589999998,756.3236849999994,929.5597589999998,0.2582568145762222,True,False,False,False,True,False
415,15,late,16,5104.165626,10,N16_late,2050.283577,-0.04242424242424241,False,False,False,0.3333333333333333,31.650579000000107,0.0,-31.650579000000107,-31.650579000000107,0.27672088993222277,True,True,False,False,False,False
416,1,early,16,119.0,24,early,5915.509737,-0.3887801787927602,False,False,False,0.0,1244.2440269999997,573.4691640000001,-670.7748629999996,0.0,0.00037181047283163515,True,True,False,False,False,False
416,12,late,16,3729.533493,13,N16_late,2304.9762440000004,0.5529578821201331,False,False,True,0.6666666666666666,238.84606900000017,402.08838300000025,163.24231400000008,402.08838300000025,0.3866675115645397,True,False,False,False,True,False
416,15,late,16,4983.059538,10,N16_late,1051.4501989999999,0.6848484848484848,False,False,True,0.6666666666666666,72.15163099999972,241.07465800000045,168.92302700000073,241.07465800000045,0.39376915219611863,True,False,False,False,True,False
416,17,late,16,5300.72487,8,N16_late,733.7848670000003,0.6428571428571429,False,True,True,0.6666666666666666,0.0,8.008231000000706,8.008231000000706,8.008231000000706,0.05761357470527306,True,True,False,False,True,True
417,4,early,16,1721.278793,21,early,4568.724517000001,-0.23766233766233766,False,False,False,0.0,454.9770410000001,1776.9326560000004,1321.9556150000003,1321.9556150000003,0.3015595162316995,False,False,False,False,False,False
417,19,late,16,5610.139388,6,N16_late,679.8639220000005,0.23190841426097938,False,False,True,0.3333333333333333,167.50391900000068,99.66533200000049,-67.83858700000019,99.66533200000049,0.08168731168396393,True,False,False,False,True,False
417,21,late,16,5900.121531,4,N16_late,389.8817790000003,-0.39999999999999997,False,False,False,0.6666666666666666,192.9144299999998,0.0,-192.9144299999998,-153.77272600000015,0.07585490270168138,True,True,False,False,True,True
418,9,middle,16,3118.554126,16,middle,3969.318915,-0.4705882352941176,False,False,False,0.0,1190.5281519999999,0.0,-1190.5281519999999,-854.8973029999997,0.6969038071180326,True,False,False,False,False,False
418,10,middle,16,3545.859567,15,middle,3542.013474,-0.3571428571428571,False,False,False,0.0,1251.7943819999996,25.428321999999753,-1226.3660599999998,-610.4177429999995,0.46550630985014585,True,True,False,False,False,False
418,12,middle,16,4192.074609,13,middle,2895.7984319999996,-0.021978021978021976,False,False,False,0.0,808.4328800000003,185.76035200000024,-622.672528,-622.672528,0.2926980386572856,True,True,False,False,False,False
418,16,late,16,5124.482603,9,late,1963.3904379999994,-0.3,False,False,False,0.0,460.2821670000003,36.03280900000027,-424.24935800000003,-213.87431900000047,0.2574411517948658,False,False,False,False,False,False
418,17,late,16,5527.067824,8,N16_late,1560.805217,-0.14285714285714288,False,False,False,0.3333333333333333,140.12129900000036,116.72451000000001,-23.396789000000354,-23.396789000000354,0.23501024171141272,True,True,False,False,False,False
418,18,late,16,5637.983455,7,late,1449.8895860000002,-0.21428571428571433,False,False,False,0.3333333333333333,551.2644709999995,160.94596999999976,-390.31850099999974,0.0,0.03125374206681841,False,False,False,False,False,False
418,22,late,16,6521.803936,3,N16_late,566.0691049999996,-0.5,False,False,True,1.0,63.690513999999894,0.0,-63.690513999999894,0.0,0.009823597760642344,True,True,False,False,True,True
420,9,late,16,2985.182855,16,N16_late,1947.8936830000002,0.19117647058823528,False,True,True,0.3333333333333333,0.0,404.8835370000006,404.8835370000006,404.8835370000006,0.13135087331417195,True,True,False,False,True,True
421,9,middle,16,2959.338536,16,middle,4338.739876,-0.09117647058823529,False,True,True,0.3333333333333333,0.0,236.49560500000007,236.49560500000007,236.49560500000007,0.511656054197209,False,True,False,False,False,False
422,9,late,16,2814.168301,16,late,1316.3544529999995,0.6558823529411765,False,True,True,0.3333333333333333,0.0,13.629558999999972,13.629558999999972,13.629558999999972,0.3896516784019981,True,False,False,False,True,False
423,2,early,16,1015.208152,23,early,4010.940009,-0.13339920948616601,False,False,False,0.0,282.76957500000026,0.0,-282.76957500000026,-282.76957500000026,0.18817510875447985,True,False,False,False,False,False
423,11,late,16,4013.281599,14,N16_late,1012.8665620000002,0.3362637362637363,False,False,False,0.3333333333333333,96.37808099999984,190.34897699999965,93.97089599999981,93.97089599999981,0.05064936024621891,True,True,False,False,False,False
423,12,late,16,4308.28455,13,N16_late,717.8636109999998,0.13736263736263735,False,False,False,0.3333333333333333,1830.0075359999992,148.39238099999966,-1681.6151549999995,0.0,0.031844215349369875,False,False,False,False,False,False
424,17,late,16,5091.989684,8,N16_late,2320.4336089999997,-0.5714285714285715,False,False,False,0.3333333333333333,482.91250200000013,123.91761399999996,-358.9948880000002,25.011449999999968,0.23184687552890915,True,True,False,False,False,False
424,18,late,16,5344.989684,7,N16_late,2067.4336089999997,0.5357142857142858,False,False,True,0.6666666666666666,160.0628800000004,217.60337299999992,57.540492999999515,217.60337299999992,0.11279534577766048,True,True,False,False,False,False
424,19,late,16,5597.989684,6,N16_late,1814.4336089999997,0.6571428571428573,False,False,True,0.6666666666666666,25.32789700000012,222.4393540000001,197.11145699999997,222.4393540000001,0.2379199263690751,True,False,False,False,True,False
425,11,late,16,3436.910685,14,late,2332.1638110000004,0.432967032967033,False,False,False,0.3333333333333333,175.24499099999957,0.0,-175.24499099999957,-175.24499099999957,0.5285095607242247,True,False,False,False,True,False
425,13,late,16,4532.888753,12,N16_late,1236.185743,0.4825174825174825,False,False,True,0.3333333333333333,165.21262300000035,114.78245800000059,-50.43016499999976,114.78245800000059,0.06961356686127329,True,False,False,False,True,False
427,18,late,16,5535.040767,7,N16_late,1453.7839759999997,-0.41443123283995714,False,False,True,0.3333333333333333,625.4903480000003,431.49034800000027,-194.0,431.49034800000027,0.1160920991832517,False,False,False,False,False,False
427,20,late,16,5837.02291,5,N16_late,1151.8018330000004,0.7,False,True,True,0.6666666666666666,0.0,286.25440700000036,286.25440700000036,286.25440700000036,0.0638657031765173,True,False,False,False,True,False
427,21,late,16,6069.706099,4,N16_late,919.1186440000001,0.7999999999999999,False,True,True,0.6666666666666666,0.0,319.87531300000046,319.87531300000046,319.87531300000046,0.07634533633335705,True,True,False,False,True,False
428,4,early,16,2477.449277,21,early,4057.6695479999994,-0.27662337662337666,False,False,False,0.0,1666.7879559999997,930.1737989999992,-736.6141570000004,-260.36987799999997,0.3220399822248359,True,False,False,False,False,False
428,7,middle,16,3145.814277,18,middle,3389.3045479999996,0.38080495356037153,False,False,False,0.6666666666666666,920.1010410000004,0.0,-920.1010410000004,-572.914855,0.365932293802391,True,True,False,False,False,False
428,9,late,16,3871.588227,16,N16_late,2663.5305979999994,0.4382352941176471,False,False,False,0.3333333333333333,239.36315999999988,862.6546309999994,623.2914709999995,623.2914709999995,0.33150267981208226,True,False,True,False,True,False
428,10,late,16,4534.809808,15,late,2000.3090169999996,0.9357142857142854,False,False,False,0.6666666666666666,22.887635000000046,695.1604119999993,672.2727769999992,672.2727769999992,0.17381309345327356,True,False,True,False,True,False
429,15,late,16,5167.900047,10,N16_late,1923.0980520000003,-0.22424242424242422,False,False,False,0.3333333333333333,487.9352509999999,0.0,-487.9352509999999,-146.63375300000007,0.22078939124986952,True,False,False,False,True,False
430,1,early,16,119.0,24,early,8140.583887000001,0.15959991679747537,False,False,False,0.0,2389.8909570000005,3215.973731000001,826.0827740000004,1384.203746000001,0.00033135445946463893,True,True,False,False,False,False
430,18,late,16,7121.90439,7,N16_late,1137.679497000001,0.6785714285714287,False,False,True,0.6666666666666666,52.659418999999616,329.4868640000004,276.8274450000008,329.4868640000004,0.5267193600040041,True,False,False,False,True,False
430,20,late,16,7647.602896,5,N16_late,611.9809910000004,0.7999999999999999,False,False,True,1.0,22.574577000001227,77.68790600000102,55.113328999999794,77.68790600000102,0.11003587764991718,True,True,False,False,True,False
430,21,late,16,7777.950634,4,N16_late,481.6332530000009,-0.39999999999999997,False,False,True,0.6666666666666666,430.27294399999846,0.0,-430.27294399999846,0.0,0.0035525517719435795,False,True,False,False,False,True
431,9,middle,16,2642.907785,16,middle,3802.544805,0.43529411764705883,False,False,False,0.3333333333333333,598.2305640000004,1525.1309700000002,926.9004059999997,1364.1834120000003,0.18245527248742688,True,False,False,False,True,False
431,13,late,16,3578.256306,12,N16_late,2867.1962839999997,0.14010529366766927,False,False,False,0.3333333333333333,682.2324849999995,737.7930559999995,55.56057099999998,571.8311389999999,0.2122956370320208,True,False,False,False,True,False
431,17,late,16,4617.480323,8,late,1827.972267,0.4047619047619048,False,False,False,0.6666666666666666,201.17662399999972,311.50347299999976,110.32684900000004,161.77128900000025,0.22900020843465574,False,False,False,False,False,False
431,18,late,16,4815.563309,7,N16_late,1629.8892809999998,0.4642857142857144,False,False,False,0.6666666666666666,165.97983899999963,6.807568999999603,-159.17227000000003,0.0,0.07014451885794859,False,True,False,False,False,True
432,2,early,16,799.66316,23,early,5416.886884,-0.4683794466403162,False,False,False,0.0,1052.1853790000005,0.0,-1052.1853790000005,-1052.1853790000005,0.18376997656200855,True,False,False,False,False,False
432,6,middle,16,1794.474451,19,middle,4422.075593,-0.6754385964912282,False,False,False,0.0,1877.3855440000007,0.0,-1877.3855440000007,-1830.442771,0.6792221743497309,False,False,False,False,False,False
432,7,middle,16,2304.318535,18,middle,3912.2315089999997,-0.6119711042311662,False,False,False,0.0,2377.8245249999995,454.89866299999994,-1922.9258619999996,-1850.3287180000002,0.6756721777632865,False,True,False,False,False,False
434,7,early,16,2028.279078,18,early,4665.034960999999,-0.3312693498452013,False,False,False,0.3333333333333333,1706.284247,1052.6336789999991,-653.6505680000009,546.410781999999,0.7926886722393524,True,False,False,False,False,False
434,9,middle,16,3497.051634,16,middle,3196.262405,-0.0823529411764706,False,False,False,0.0,421.90762600000016,522.8816109999998,100.97398499999963,346.8670890000003,0.6382588625381502,True,False,False,False,False,False
434,21,late,16,6322.998939,4,N16_late,370.3150999999998,0.7999999999999999,False,True,True,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,True
435,19,late,16,4873.650528,6,late,2341.0114999999996,-0.028571428571428574,False,True,True,0.3333333333333333,0.0,725.6761699999997,725.6761699999997,725.6761699999997,0.2805474595280071,True,False,False,False,False,False
436,13,late,16,3942.12161,12,N16_late,2771.838293,-0.4265734265734266,False,False,False,0.0,734.9811209999998,0.0,-734.9811209999998,-734.9811209999998,0.6677839273756442,True,False,False,False,False,False
436,17,late,16,5033.969595,8,N16_late,1679.9903080000004,0.07142857142857144,False,False,False,0.3333333333333333,117.66548799999964,18.506156999999803,-99.15933099999984,-99.15933099999984,0.12198183872452617,True,False,False,False,True,False
436,18,late,16,5469.958293,7,N16_late,1244.0016100000003,0.03571428571428572,False,False,True,0.3333333333333333,207.53003199999966,68.97839399999975,-138.5516379999999,68.97839399999975,0.2370503597122302,False,True,False,False,False,True
438,9,middle,16,3963.508544,16,middle,3768.671366,-0.27058823529411763,False,False,False,0.3333333333333333,2748.2059539999996,2151.9202829999995,-596.2856710000001,1605.5430749999996,0.344020480312081,False,False,False,False,False,False
438,20,late,16,6465.634711,5,N16_late,1266.5451990000001,-0.7,False,False,True,0.3333333333333333,717.1747639999994,575.1569069999996,-142.01785699999982,575.1569069999996,0.07473772166001302,False,False,False,False,False,False
438,22,late,16,6755.616854,3,late,976.563056,1.0,False,True,True,1.0,0.0,138.8616579999998,138.8616579999998,138.8616579999998,0.005084745762711784,True,False,False,False,True,False
438,23,late,16,6982.300043,2,late,749.8798669999996,-0.9999999999999999,False,False,True,1.0,249.86803299999974,0.0,-249.86803299999974,0.0,0.0016486104569006788,True,True,False,False,True,True
439,2,early,16,564.673016,23,early,5150.19538,0.23122529644268777,False,False,False,0.0,164.5627770000001,659.799129,495.2363519999999,495.2363519999999,0.38361395621271543,True,True,False,False,False,False
440,9,middle,16,2918.235135,16,middle,3583.643534,-0.25588235294117645,False,False,False,0.0,476.2889530000002,0.0,-476.2889530000002,-476.2889530000002,0.7705910106613543,True,True,False,False,False,False
440,14,late,16,4538.557011,11,late,1963.3216579999998,-0.28181818181818186,False,False,False,0.0,1072.082238,0.0,-1072.082238,-285.44636400000036,0.052821347100897476,True,False,False,False,False,False
441,10,middle,16,3547.532754,15,middle,3348.125551,-0.4357142857142856,False,False,False,0.0,494.189977,0.0,-494.189977,-494.189977,0.5169258866806596,True,False,False,False,False,False
441,13,middle,16,4361.664093,12,middle,2533.9942119999996,-0.7552447552447553,False,False,False,0.0,841.9490779999996,0.0,-841.9490779999996,-841.9490779999996,0.531167561012465,True,True,False,False,False,False
441,17,late,16,5349.565626,8,late,1546.0926790000003,0.04761904761904763,False,True,True,0.3333333333333333,0.0,51.63147000000026,51.63147000000026,51.63147000000026,0.28026606455562164,True,False,False,False,True,False
441,21,late,16,6312.365351,4,late,583.2929539999996,0.7999999999999999,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,True
443,0,early,16,0.0,25,early,6566.196553,0.16849394425936856,False,False,False,0.3333333333333333,852.9479249999995,852.9479249999995,0.0,640.1156449999999,0.0,True,True,False,False,False,False
443,13,middle,16,3836.116465,12,middle,2730.0800879999997,0.034965034965034975,False,True,True,0.3333333333333333,0.0,205.57893199999944,205.57893199999944,205.57893199999944,0.1098882874674958,True,True,False,False,False,False
443,14,late,16,4455.644906,11,N16_late,2110.5516469999993,0.3454545454545455,False,True,True,0.6666666666666666,0.0,330.84439699999984,330.84439699999984,330.84439699999984,0.10378164986809657,True,False,False,False,False,False
443,19,late,16,5677.137069,6,N16_late,889.0594839999994,-0.3714285714285715,False,False,False,0.6666666666666666,163.83168300000034,0.0,-163.83168300000034,-162.54940799999986,0.0937290862657939,True,True,False,False,False,False
443,20,late,16,6067.249329,5,N16_late,498.94722399999955,-0.7999999999999999,False,False,False,0.3333333333333333,960.77754,0.0,-960.77754,-28.454169000000547,0.07322040174025746,False,True,False,False,False,True
444,15,late,16,4595.146992,10,N16_late,2617.544683,-0.28484848484848485,False,False,False,0.0,1059.721196999999,23.871060999999827,-1035.850135999999,-963.6948819999998,0.3253410623289643,True,True,False,False,False,False
444,20,late,16,5835.330426,5,late,1377.3612489999996,-0.09999999999999999,False,False,True,0.3333333333333333,74.9171379999998,0.0,-74.9171379999998,0.0,0.0027285129604366354,True,True,False,False,True,True
445,14,late,16,4549.428838,11,late,2834.553387,0.02727272727272728,False,False,False,0.6666666666666666,484.91963300000043,625.241403,140.32176999999956,158.8380849999994,0.24171493790326637,True,False,False,False,False,False
445,15,late,16,4681.005477,10,N16_late,2702.976748,-0.28484848484848485,False,False,False,0.3333333333333333,615.6540889999997,597.6501799999996,-18.00390900000002,-18.00390900000002,0.38887220555500335,True,False,False,False,False,False
446,2,early,16,713.406528,23,early,3539.5147410000004,-0.424901185770751,False,False,False,0.0,1052.9610660000003,0.0,-1052.9610660000003,-1011.8051099999998,0.38361395621271543,True,True,False,False,False,False
446,6,middle,16,1701.502048,19,middle,2551.419221,0.20526315789473687,False,False,False,0.3333333333333333,386.68144499999926,252.99629499999992,-133.68514999999934,-133.68514999999934,0.4208233922735186,True,False,False,False,True,False
446,8,late,16,2809.986892,17,late,1442.9343770000005,0.40441176470588236,False,False,False,0.3333333333333333,434.90219699999943,0.0,-434.90219699999943,-434.90219699999943,0.1785200576959527,True,True,False,False,True,False
447,12,middle,16,3793.603086,13,middle,2269.5577590000003,0.4505494505494505,False,False,True,0.3333333333333333,271.24275599999964,783.2581049999999,512.0153490000002,783.2581049999999,0.3744305877081622,True,False,False,False,True,False
447,16,late,16,4946.93477,9,N16_late,1116.2260750000005,-0.15,False,False,False,0.3333333333333333,494.26604000000043,241.5392010000005,-252.72683899999993,62.509627000000364,0.35165227038592606,True,False,False,False,True,False
448,13,late,16,3693.154599,12,N16_late,2056.371369,0.5034965034965035,False,False,True,0.3333333333333333,34.735843999999815,50.1255199999996,15.389675999999781,50.1255199999996,0.19269869207659407,True,False,False,False,True,False
449,7,early,16,2407.17275,18,early,4172.519866999999,-0.6284829721362228,False,False,False,0.0,284.78420300000107,59.22934600000008,-225.554857000001,-225.554857000001,0.7130751726632151,True,True,False,False,False,False
449,11,middle,16,3694.455644,14,middle,2885.2369729999996,-0.054945054945054944,False,False,False,0.0,609.3871360000003,0.14948199999980716,-609.2376540000005,-382.2172440000004,0.46700720991634337,True,True,False,False,False,False
449,17,late,16,5202.945867,8,N16_late,1376.7467499999993,0.4285714285714286,False,False,False,0.6666666666666666,168.28076599999986,0.0,-168.28076599999986,-96.77780400000029,0.2640642763352393,True,True,False,False,False,False
450,7,middle,16,3309.500736,18,middle,2922.2320680000003,0.11042311661506708,False,False,True,0.3333333333333333,2450.419605,1307.0771910000003,-1143.3424139999997,1307.0771910000003,0.24472882745695201,False,False,False,False,False,False
450,16,late,16,5567.806258,9,N16_late,663.9265460000006,0.03333333333333333,False,False,False,0.3333333333333333,835.9410859999998,266.5687710000002,-569.3723149999996,54.23723599999994,0.2428086619263089,False,True,False,False,False,True
451,4,early,16,1238.759642,21,early,4606.51434,0.00909090909090909,False,False,False,0.0,434.35911399999986,374.7125269999997,-59.64658700000018,125.8403389999994,0.662469446683336,True,False,False,False,False,False
451,14,late,16,4186.83352,11,N16_late,1658.4404619999996,0.3727272727272728,False,True,True,0.3333333333333333,0.0,300.84712899999977,300.84712899999977,300.84712899999977,0.6529306258946871,True,False,False,False,True,False
451,15,late,16,4481.848322,10,late,1363.4256599999999,0.7818181818181817,False,True,True,0.3333333333333333,0.0,559.0810309999997,559.0810309999997,559.0810309999997,0.40791210136801226,True,False,False,False,True,False
451,17,late,16,4856.042291,8,N16_late,989.231691,0.4523809523809524,False,False,True,0.6666666666666666,295.6535509999994,312.0449439999993,16.39139299999988,312.0449439999993,0.23094949156797928,True,False,False,False,True,False
452,13,late,16,3866.496376,12,late,1919.9873390000002,0.15384615384615385,False,False,False,0.0,146.5539719999997,0.0,-146.5539719999997,-146.5539719999997,0.4406307074305531,True,True,False,False,True,False
452,14,late,16,4252.4905,11,N16_late,1533.9932150000004,0.19090909090909092,False,False,False,0.0,277.2933759999996,95.79468600000018,-181.49868999999944,-181.49868999999944,0.40738674656031015,True,False,False,False,True,False
452,17,late,16,4853.869078,8,N16_late,932.6146370000006,0.4047619047619048,False,False,False,0.3333333333333333,146.8885250000003,31.097086000000672,-115.79143899999963,-115.79143899999963,0.21745308647135042,True,False,False,False,True,False
454,2,early,16,605.485454,23,early,5045.499737,-0.0800395256916996,False,False,False,0.0,997.7571340000004,468.83445200000006,-528.9226820000003,-220.29881900000055,0.6267588750680728,True,False,False,False,False,False
454,8,late,16,2440.393591,17,N16_late,3210.5915999999997,-0.4730392156862746,False,False,False,0.0,1955.6255679999995,3.7908129999996163,-1951.8347549999999,-1381.2439030000005,0.7470988932433745,True,False,False,False,False,False
454,10,late,16,3642.821582,15,N16_late,2008.1636089999997,0.7928571428571427,False,False,False,0.6666666666666666,115.4339600000003,205.35466499999984,89.92070499999954,89.92070499999954,0.05117046165059769,True,True,False,False,False,False
455,4,early,16,1218.806581,21,early,4905.1637550000005,-0.18181818181818182,False,False,False,0.0,1770.6658189999998,366.0199910000001,-1404.6458279999997,-508.58402899999965,0.32444896146927094,False,True,False,False,False,False
455,13,late,16,4431.002104,12,late,1692.9682320000002,0.4545454545454546,False,False,False,0.0,283.087004,0.0,-283.087004,-283.087004,0.20545428170784774,True,True,False,False,True,True
456,12,late,16,3368.959127,13,late,2740.125599,0.4835164835164835,False,False,False,0.3333333333333333,427.0943900000002,38.97031700000025,-388.12407299999995,-345.2869899999996,0.34953046032586454,True,True,False,False,False,False
457,0,early,16,0.0,25,early,8163.1807,-0.17195614859346517,False,False,False,0.3333333333333333,1607.5204160000003,1607.5204160000003,0.0,1536.5525049999997,0.0,True,True,False,False,False,False
457,21,late,16,6552.798029,4,late,1610.3826710000003,-0.7999999999999999,False,False,False,0.6666666666666666,126.94951700000001,168.35684500000025,41.407328000000234,77.45814100000007,0.0006056935190792423,True,False,False,False,True,False
458,16,late,16,4479.998899,9,N16_late,307.8888969999998,0.049999999999999996,False,False,False,0.3333333333333333,109.4054070000002,0.0,-109.4054070000002,-109.4054070000002,0.20518615439514687,True,True,False,False,True,True
459,5,early,16,1694.497703,20,early,4131.130514,-0.30075187969924805,False,False,False,0.0,1012.6580089999998,655.261786,-357.39622299999974,257.01975200000015,0.6386929801011351,True,False,False,False,False,False
