id,step,group,N,node,probability,cost,gain,prediction_rank,cost_rank,hit,quick_clear,release16
664,3,early,12,6,0.5242612526926604,7106.0971119999995,-1148.4892409999993,14.0,18.0,True,False,False
664,3,early,12,7,0.7197609841881039,7216.373087,-1258.7652159999998,10.0,20.0,True,False,False
664,3,early,12,8,0.8128677729455986,6518.518016999999,-560.9101459999993,7.0,4.0,True,False,False
664,3,early,12,9,0.870241501285402,6885.572106,-927.9642349999995,3.0,11.0,True,False,False
664,3,early,12,10,0.8363637337721157,6895.448785,-937.8409139999994,6.0,12.0,False,False,False
664,3,early,12,11,0.8388812197916796,7134.823022999999,-1177.2151519999989,4.0,19.0,True,False,False
664,3,early,12,12,0.8709537576696258,6960.987996,-1003.3801249999997,2.0,15.0,False,False,False
664,3,early,12,13,0.8369079779201691,6994.455092,-1036.847221,5.0,16.0,False,False,False
664,3,early,12,14,0.7205859926466036,7251.780143,-1294.1722719999998,9.0,21.0,True,False,False
664,3,early,12,15,0.5625297116389083,6622.663256,-665.0553849999997,11.0,6.0,True,False,False
664,3,early,12,16,0.522251911127743,6664.184179,-706.5763079999997,15.0,7.0,True,False,False
664,3,early,12,17,0.3106549156622307,6299.122230999999,-341.5143599999992,21.0,2.0,True,False,False
664,3,early,12,18,0.47731344804789055,6579.257906,-621.6500349999997,20.0,5.0,True,False,False
664,3,early,12,19,0.49075991241614525,6320.944782,-363.3369109999994,18.0,3.0,True,False,False
664,3,early,12,20,0.8111470603644455,6955.112861,-997.5049899999995,8.0,14.0,False,False,False
664,3,early,12,21,0.9341098914303229,7462.3970819999995,-1504.7892109999993,1.0,22.0,True,False,False
664,17,late,12,0,0.37170355921881926,1756.8391440000005,0.0,7.0,1.0,True,False,False
664,17,late,12,1,0.32930445161054844,1783.7265420000003,-26.88739799999985,8.0,2.0,True,False,False
664,17,late,12,2,0.5677184447039512,2069.579683,-312.74053899999944,4.0,5.0,True,False,False
664,17,late,12,3,0.6329929049245512,2017.1841249999998,-260.3449809999993,1.0,3.0,False,False,False
664,17,late,12,4,0.6067005344032685,2258.9624219999996,-502.1232779999991,3.0,7.0,False,False,False
664,17,late,12,5,0.39081512307461885,2279.27945,-522.4403059999995,6.0,8.0,False,False,False
664,17,late,12,6,0.5124455467770916,2172.3744340000003,-415.5352899999998,5.0,6.0,False,False,False
664,17,late,12,7,0.6179738937036123,2041.218272,-284.3791279999996,2.0,4.0,False,False,False
665,11,middle,13,0,0.10481165129102687,3327.637113,0.0,14.0,1.0,False,False,False
665,11,middle,13,1,0.1143390458285164,3330.4614260000003,-2.8243130000000747,13.0,2.0,False,False,False
665,11,middle,13,2,0.18685599509387585,3673.479283,-345.8421699999999,12.0,5.0,False,False,False
665,11,middle,13,3,0.1905169534884723,3955.6317700000004,-627.9946570000002,11.0,8.0,False,False,False
665,11,middle,13,4,0.20567510458892935,3985.4034400000005,-657.7663270000003,10.0,10.0,False,False,False
665,11,middle,13,5,0.21679209715334824,3977.989637,-650.3525239999999,9.0,9.0,False,False,False
665,11,middle,13,6,0.4311453384204873,4132.32877,-804.6916569999999,6.0,11.0,False,False,False
665,11,middle,13,7,0.3981644040680957,4165.213033,-837.5759199999998,7.0,13.0,False,False,False
665,11,middle,13,8,0.5611450852202327,4157.262097000001,-829.6249840000005,4.0,12.0,True,False,False
665,11,middle,13,9,0.6173051436567715,3756.195889,-428.55877599999985,1.0,6.0,True,True,False
665,11,middle,13,10,0.5909781192291907,3792.337878,-464.7007649999996,3.0,7.0,False,False,False
665,11,middle,13,11,0.3783331359559414,3635.6810490000003,-308.04393600000003,8.0,4.0,True,False,False
665,11,middle,13,12,0.4978651149528206,4355.9354029999995,-1028.2982899999993,5.0,14.0,True,False,False
665,11,middle,13,13,0.6089657574203651,3580.068567,-252.43145399999958,2.0,3.0,True,False,False
667,21,late,15,0,0.08547502165752241,739.6653319999996,0.0,4.0,1.0,False,False,False
667,21,late,15,1,0.16661853883915678,881.6831889999994,-142.01785699999982,1.0,2.5,False,False,False
667,21,late,15,2,0.1659447492540187,881.6831889999994,-142.01785699999982,2.0,2.5,False,False,False
667,21,late,15,3,0.10819135624217913,933.6653319999996,-194.0,3.0,4.0,False,False,False
668,20,late,10,0,0.14055966911535478,1594.3964740000001,0.0,5.0,1.0,False,False,False
668,20,late,10,1,0.7572104878953105,1920.4680349999999,-326.07156099999975,3.0,2.0,False,False,False
