seed,seed_hex,stress,problem,variant,run_status,engine_end_reason,total,cleared,clear_rate,error,mean_time_per_source,virtual_time_s,distance,runtime,device,fallback_count,grid_points,clear_attempts,optical_clear_attempts,diagnostic_count,detect_count,switch_count,config_hash,scene_hash,source_hash,directional_count,evidence,grid_version,clearance_point,polygon_certified_count,near_certified_count,polygon_clear_travel_m,polygon_clear_mec_travel_m,same_state_clear_saving_m,polygon_zero_move_count,nccp_fallback_count,max_clearance_vertex_distance,certificate_audit_violations,stage_discovery_s,stage_active_localization_s,stage_diagnostic_s,stage_optical_fallback_s,stage_certified_clear_s,stage_sum_error_s
10,0000000000000000000000000000000000000000000000000000000000001000,one_bit,3,P3_current_grid_v1_nccp,FULL_CLEAR,user_exit,10,10,1.0,,359.83422770000004,3598.342277,14471.711395344988,0.3654238000017358,cpu,0,0,10,0,0,110,104,3f1f7923e2eaa2ea072e18ef2502688a129191128b4f17237edbf21f366dba17,91875d626d35727adae39b4fea15e666d88381ff375515d72b97977144105366,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,nccp,9,1,1857.2564935001565,1947.7069620063417,90.45046850618499,1,0,19.998999999999988,0,1986.0330780000004,1190.8579010000003,0.0,0.0,421.45129799999944,0.0
11,0000000000000000000000000000000000000000000000000000000000040000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,263.74804675,4219.968748,17654.843741431305,0.5968063999971491,cpu,0,0,16,0,0,103,94,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,9caaa90a943395c684f3e8ae7961ff4b88bf6f7a5d77e9359d25fdababa5ebf6,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,mec_center,15,1,2886.988682562397,2886.988682562397,0.0,0,0,19.351804762181505,0,1580.1170060000002,1982.4540060000004,0.0,0.0,657.3977359999996,0.0
11,0000000000000000000000000000000000000000000000000000000000040000,one_bit,3,P3_current_grid_v1_nccp,FULL_CLEAR,user_exit,16,16,1.0,,262.008264875,4192.132238,17515.661179822484,0.6095552999977372,cpu,0,0,16,0,0,103,94,3f1f7923e2eaa2ea072e18ef2502688a129191128b4f17237edbf21f366dba17,9caaa90a943395c684f3e8ae7961ff4b88bf6f7a5d77e9359d25fdababa5ebf6,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,nccp,15,1,2738.6152758936228,2887.9019742148603,149.28669832123734,0,0,19.998999999999995,0,1578.9146000000003,1985.4945819999991,0.0,0.0,627.7230560000005,0.0
12,0000000000000000000000000000000000000000000000000000000001000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,266.573534375,4265.17655,17740.882753129586,0.5459951000011642,cpu,0,0,16,0,0,108,97,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,7674b8169b841100721a560cdeb368e35e744139573b74d131aabeba6149c59a,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,mec_center,15,1,3594.4255809232127,3594.4255809232127,0.0,0,0,19.99472466557752,0,1591.6291820000001,1874.6622530000006,0.0,0.0,798.8851149999995,0.0
12,0000000000000000000000000000000000000000000000000000000001000000,one_bit,3,P3_current_grid_v1_nccp,FULL_CLEAR,user_exit,16,16,1.0,,265.144404875,4242.310478,17626.552378471253,0.5538798000052338,cpu,0,0,16,0,0,108,97,3f1f7923e2eaa2ea072e18ef2502688a129191128b4f17237edbf21f366dba17,7674b8169b841100721a560cdeb368e35e744139573b74d131aabeba6149c59a,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,nccp,15,1,3467.302117269846,3590.2212316512364,122.91911438139114,1,0,19.998999999999995,0,1592.091077,1876.7589780000003,0.0,0.0,773.4604230000001,0.0
13,0000000000000000000000000000000000000000000000000000000040000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,259.6589266428571,3635.224973,14581.124858722094,0.4510024000046542,cpu,0,0,14,0,0,109,104,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,cf7b9b77d669322324098ee6cc66d161006828e5dcc9b4a187488dbf7f7f23fe,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,mec_center,14,0,1556.3967186300445,1556.3967186300445,0.0,0,0,19.840793275203968,0,1531.1367869999995,1722.8088410000007,0.0,0.0,381.2793449999996,0.0
13,0000000000000000000000000000000000000000000000000000000040000000,one_bit,3,P3_current_grid_v1_nccp,FULL_CLEAR,user_exit,14,14,1.0,,257.7876645,3609.027303,14450.136509086906,0.45574849999684375,cpu,0,0,14,0,0,109,104,3f1f7923e2eaa2ea072e18ef2502688a129191128b4f17237edbf21f366dba17,cf7b9b77d669322324098ee6cc66d161006828e5dcc9b4a187488dbf7f7f23fe,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,nccp,14,0,1411.9950935667086,1556.2547765006345,144.25968293392637,0,0,19.998999999999988,0,1531.7373609999993,1724.8909229999997,0.0,0.0,352.3990190000009,0.0
14,0000000000000000000000000000000000000000000000000000001000000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,336.9791564615385,4380.729034,18403.645163491085,0.4665008999945712,cpu,0,0,13,0,0,107,100,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,1e982d80df9f8f166070f6a12b9a31cff052eca79cd81e843d8d1425ea549aa5,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,mec_center,13,0,1548.6581831127892,1548.6581831127892,0.0,0,0,19.901039616386146,0,2140.6178960000007,1865.379500999999,0.0,0.0,374.73163700000066,0.0
14,0000000000000000000000000000000000000000000000000000001000000000,one_bit,3,P3_current_grid_v1_nccp,FULL_CLEAR,user_exit,13,13,1.0,,335.4071316153846,4360.292711,18301.463543345402,0.47793190000083996,cpu,0,0,13,0,0,107,100,3f1f7923e2eaa2ea072e18ef2502688a129191128b4f17237edbf21f366dba17,1e982d80df9f8f166070f6a12b9a31cff052eca79cd81e843d8d1425ea549aa5,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,nccp,13,0,1444.002688863724,1544.9111044033168,100.90841553959258,2,0,19.99899999999999,0,2143.6947729999997,1862.7974000000002,0.0,0.0,353.80053800000013,0.0
15,0000000000000000000000000000000000000000000000000000040000000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,311.0974622857143,4355.364472,18391.82234785918,0.4391393000041717,cpu,0,0,14,0,0,102,97,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,dff6de4efa19c29bf8c8e45c06a19d7f9b6b525824a7ba4a5f58d4386fb445ce,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,mec_center,14,0,2082.5342622888948,2082.5342622888948,0.0,0,0,18.73288914169187,0,1888.970589,1979.887029,0.0,0.0,486.50685400000026,0.0
15,0000000000000000000000000000000000000000000000000000040000000000,one_bit,3,P3_current_grid_v1_nccp,FULL_CLEAR,user_exit,14,14,1.0,,309.3411349285714,4330.775889,18268.87943971856,0.46573760000319453,cpu,0,0,14,0,0,102,97,3f1f7923e2eaa2ea072e18ef2502688a129191128b4f17237edbf21f366dba17,dff6de4efa19c29bf8c8e45c06a19d7f9b6b525824a7ba4a5f58d4386fb445ce,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,nccp,14,0,1954.3191866150469,2087.1253122697717,132.80612565472515,0,0,19.99899999999999,0,1884.8606929999996,1985.051360000001,0.0,0.0,460.86383599999897,0.0
16,0000000000000000000000000000000000000000000000000001000000000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,324.2062354545455,3566.26859,13881.342940748778,0.511611099995207,cpu,0,0,11,0,0,124,115,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,e2c3d8120272eadf08e6525ad563651c5bfb6ab4b96e3259d87cb6c40738f865,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,mec_center,11,0,454.41688963078025,454.41688963078025,0.0,0,0,16.46225246942929,0,1448.2512229999998,1972.133988,0.0,0.0,145.8833790000005,0.0
16,0000000000000000000000000000000000000000000000000001000000000000,one_bit,3,P3_current_grid_v1_nccp,FULL_CLEAR,user_exit,11,11,1.0,,322.5348681818182,3547.88355,13789.417754798056,0.5073379999957979,cpu,0,0,11,0,0,124,115,3f1f7923e2eaa2ea072e18ef2502688a129191128b4f17237edbf21f366dba17,e2c3d8120272eadf08e6525ad563651c5bfb6ab4b96e3259d87cb6c40738f865,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,nccp,11,0,331.0136806372824,454.1848499573024,123.17116932002,1,0,19.998999999999995,0,1448.5856750000003,1978.095139,0.0,0.0,121.20273599999962,0.0
17,0000000000000000000000000000000000000000000000000040000000000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,312.8062658,4692.093987,19900.46992243752,0.5985661999948206,cpu,0,0,15,0,0,108,97,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,807319808002553707a394e0f43605d762b4722f8a6e22819e7a72eeb8cb5e89,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,mec_center,15,0,1408.7310553876214,1408.7310553876214,0.0,0,0,17.610223172553,0,1627.1287059999997,2708.2190689999993,0.0,0.0,356.74621200000104,0.0
17,0000000000000000000000000000000000000000000000000040000000000000,one_bit,3,P3_current_grid_v1_nccp,FULL_CLEAR,user_exit,15,15,1.0,,310.9475261333333,4664.212892,19761.06444976378,0.6019793000014033,cpu,0,0,15,0,0,108,97,3f1f7923e2eaa2ea072e18ef2502688a129191128b4f17237edbf21f366dba17,807319808002553707a394e0f43605d762b4722f8a6e22819e7a72eeb8cb5e89,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,nccp,15,0,1237.1246473988133,1410.9302552830711,173.80560788425822,0,0,19.999,0,1632.0156480000003,2709.7723149999997,0.0,0.0,322.4249289999997,0.0
18,0000000000000000000000000000000000000000000000001000000000000000,one_bit,3,P3_current_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,308.0999425,3697.19931,14970.996572384134,0.4769134000016493,cpu,0,0,12,0,0,109,98,f646560a9ee6ee2255038d24f08d28bed39916b903e10ada4d73d4781204966c,9f14b66e3dc0693022358af09f37f6123c7ca72fbccc4dfc65f3ba1ec9a05e58,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,mec_center,12,0,2047.9344997580438,2047.9344997580438,0.0,0,0,19.76769583813149,0,1768.3055540000003,1459.3068570000003,0.0,0.0,469.5868989999995,0.0
18,0000000000000000000000000000000000000000000000001000000000000000,one_bit,3,P3_current_grid_v1_nccp,FULL_CLEAR,user_exit,12,12,1.0,,306.96938766666665,3683.632652,14903.16326795627,0.4921535999965272,cpu,0,0,12,0,0,109,98,3f1f7923e2eaa2ea072e18ef2502688a129191128b4f17237edbf21f366dba17,9f14b66e3dc0693022358af09f37f6123c7ca72fbccc4dfc65f3ba1ec9a05e58,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,0,recovered_practice_engine_local,grid_v1,nccp,12,0,1952.466219681149,2042.3715148297024,89.90529514855325,0,0,19.99899999999999,0,1771.0203159999999,1462.1190920000006,0.0,0.0,450.4932439999994,0.0
