id,step,N,confirmed,residual,planned_discovery_cost,belief_hit,R12_hit,residual_quartile
4,18,15,14,1627.2410200000004,1440.1320889581118,0.0,0.0,Q1_low
4,19,15,14,1289.1523000000007,1208.8260236738809,0.0,1.0,Q1_low
4,20,15,15,1144.2954820000004,1063.9692054584054,0.0,0.0,Q1_low
4,21,15,15,950.3123140000007,950.3123145773309,0.0,0.0,Q1_low
4,22,15,15,516.6653320000005,516.6653323287426,0.0,0.0,Q1_low
4,23,15,15,293.6653320000005,293.66533232874264,0.0,0.0,Q1_low
4,24,15,15,226.6831890000003,226.68318899710482,0.0,0.0,Q1_low
5,0,10,0,6760.492319,6716.991993972456,1.0,1.0,Q4_high
5,1,10,2,6641.492319,6882.02770730918,1.0,1.0,Q4_high
5,2,10,3,6159.524568,6285.828854739065,1.0,1.0,Q4_high
5,3,10,4,5831.724975,5611.649516149858,1.0,0.0,Q4_high
5,4,10,4,5623.384264,5403.308804975351,1.0,0.0,Q4_high
5,5,10,4,5322.384264,5102.308804975351,1.0,0.0,Q4_high
5,6,10,4,5177.402121,4957.326661643713,1.0,0.0,Q4_high
5,7,10,4,4872.718932,4652.643472646609,1.0,1.0,Q3
5,8,10,5,4571.718932,4351.643472646609,1.0,0.0,Q3
5,9,10,5,4119.828371,3901.731673115807,1.0,0.0,Q3
5,10,10,5,3940.074838,3721.978140317866,1.0,0.0,Q3
5,11,10,5,3651.074838,3432.978140317866,1.0,1.0,Q3
5,12,10,6,3150.209355,2924.453224972139,1.0,0.0,Q2
5,13,10,6,3008.73427,2782.9781403178654,1.0,0.0,Q2
5,14,10,6,2881.7521269999997,2655.9959969862275,1.0,0.0,Q2
5,15,10,6,2595.0689380000003,2369.312807989123,1.0,1.0,Q2
5,16,10,8,2312.0689380000003,2086.312807989123,1.0,0.0,Q2
5,17,10,8,2185.086795,1959.3306646574852,1.0,0.0,Q2
5,18,10,8,1749.1107700000002,1564.2594411788723,1.0,1.0,Q2
5,19,10,9,1415.3590020000001,1242.8085339823326,1.0,1.0,Q1_low
5,20,10,10,1008.6374299999998,985.3777593033535,0.0,0.0,Q1_low
5,21,10,10,753.1457469999996,753.1457477376623,0.0,0.0,Q1_low
5,22,10,10,606.6653319999996,606.6653323287426,0.0,0.0,Q1_low
5,23,10,10,349.9821430000002,349.98214333163776,0.0,0.0,Q1_low
5,24,10,10,96.98214300000018,96.98214333163779,0.0,0.0,Q1_low
6,0,13,0,6907.970679,6716.991993972456,1.0,1.0,Q4_high
6,1,13,8,6788.970679,6882.02770730918,1.0,1.0,Q4_high
6,2,13,9,6351.8477330000005,6063.475930997477,1.0,0.0,Q4_high
6,3,13,9,5517.186517,5094.339686769777,1.0,0.0,Q4_high
6,4,13,9,5056.79781,4702.937770743541,0.0,1.0,Q3
6,5,13,10,4753.655795000001,4343.784646457503,1.0,1.0,Q3
6,6,13,11,4575.709506,4165.838357195124,1.0,0.0,Q3
6,7,13,11,4211.49075,3654.948732037086,1.0,0.0,Q3
6,8,13,11,4135.886536,3579.3445183120753,0.0,1.0,Q3
6,9,13,12,3888.886536,3332.3445183120757,1.0,0.0,Q3
6,10,13,12,3641.886536,3085.3445183120757,1.0,0.0,Q3
6,11,13,12,3550.904393,2994.3623749804374,1.0,0.0,Q3
6,12,13,12,3300.221204,2743.6791859833324,1.0,0.0,Q2
6,13,13,12,3049.538015,2492.9959969862275,1.0,0.0,Q2
6,14,13,12,2958.555872,2402.01385365459,1.0,0.0,Q2
6,15,13,12,2711.555872,2155.01385365459,1.0,1.0,Q2
6,16,13,13,2122.3735939999997,1828.0950490343246,0.0,0.0,Q2
6,17,13,13,1765.274542,1470.995996986228,0.0,0.0,Q2
6,18,13,13,1680.292399,1386.01385365459,0.0,0.0,Q1_low
6,19,13,13,1435.6092099999996,1141.3306646574852,0.0,0.0,Q1_low
6,20,13,13,1194.6092099999996,900.3306646574853,0.0,0.0,Q1_low
6,21,13,13,1109.6270670000004,815.3485213258475,0.0,0.0,Q1_low
6,22,13,13,864.943878,570.6653323287426,0.0,0.0,Q1_low
6,23,13,13,623.943878,329.66533232874264,0.0,0.0,Q1_low
6,24,13,13,538.9617349999999,244.68318899710482,0.0,0.0,Q1_low
7,0,15,0,7061.757053,6716.991993972456,1.0,1.0,Q4_high
7,1,15,5,6942.757053,6882.02770730918,0.0,1.0,Q4_high
7,2,15,8,6299.889812,6051.114981328905,0.0,0.0,Q4_high
7,3,15,8,5962.284235,5490.554487381387,0.0,0.0,Q4_high
7,4,15,8,5820.721742,5348.991993972456,0.0,0.0,Q4_high
7,5,15,8,5687.739599,5216.0098506408185,0.0,0.0,Q4_high
7,6,15,8,5166.157456000001,4626.898347500901,0.0,1.0,Q4_high
7,7,15,9,5065.585770000001,4526.326661643713,0.0,0.0,Q3
7,8,15,9,4594.944263,3869.7632382484526,0.0,1.0,Q3
7,9,15,10,4451.842354,3726.6613293149703,0.0,1.0,Q3
7,10,15,11,3842.50766,3247.5972481397703,0.0,0.0,Q3
7,11,15,11,3753.5895980000005,3158.679185983333,0.0,0.0,Q3
7,12,15,11,3650.6074550000003,3055.697042651695,0.0,0.0,Q3
7,13,15,11,3387.9242660000004,2793.01385365459,0.0,0.0,Q3
7,14,15,11,3128.9242660000004,2534.01385365459,1.0,0.0,Q2
7,15,15,11,3025.9421230000003,2431.031710322952,1.0,1.0,Q2
7,16,15,12,2763.2589340000004,2168.3485213258473,1.0,0.0,Q2
7,17,15,12,2357.6792510000005,1916.4209844421073,1.0,1.0,Q2
7,18,15,14,1920.9393150000005,1631.6879370826823,0.0,1.0,Q2
7,19,15,15,1818.5820430000003,1529.3306646574852,0.0,0.0,Q2
7,20,15,15,1367.0048310000002,1296.407153392854,0.0,0.0,Q1_low
7,21,15,15,1222.2630100000006,1151.6653323287426,0.0,0.0,Q1_low
7,22,15,15,993.2630100000006,922.6653323287426,0.0,0.0,Q1_low
7,23,15,15,920.2808670000004,849.6831889971048,0.0,0.0,Q1_low
7,24,15,15,687.5976780000001,617.0,0.0,0.0,Q1_low
8,0,15,0,6622.068472,6716.991993972456,1.0,1.0,Q4_high
8,1,15,6,6503.068472,6882.02770730918,1.0,0.0,Q4_high
8,2,15,6,5603.59099,5654.877003502923,1.0,1.0,Q4_high
8,3,15,7,5209.841716,5349.174333258811,1.0,0.0,Q4_high
8,4,15,7,5031.677233,5028.991993972456,1.0,0.0,Q3
8,5,15,7,4904.69509,4902.0098506408185,1.0,1.0,Q3
8,6,15,9,4618.011901,4615.326661643713,1.0,1.0,Q3
8,7,15,12,4335.011901,4332.326661643713,1.0,0.0,Q3
8,8,15,12,4052.011901,4049.326661643713,1.0,0.0,Q3
8,9,15,12,3582.87633,3538.166954132999,1.0,1.0,Q3
8,10,15,13,3222.843712,3128.316068242666,1.0,1.0,Q2
8,11,15,15,2747.450021,2660.1812096049875,0.0,0.0,Q2
8,12,15,15,2603.621158,2534.444449717251,0.0,0.0,Q2
8,13,15,15,2367.5390829999997,2298.362374980438,0.0,0.0,Q2
8,14,15,15,2134.8558940000003,2065.679185983333,0.0,0.0,Q2
8,15,15,15,1902.172705,1832.995996986228,0.0,0.0,Q2
8,16,15,15,1673.172705,1603.995996986228,0.0,0.0,Q1_low
8,17,15,15,1600.1905619999998,1531.01385365459,0.0,0.0,Q1_low
8,18,15,15,1367.5073730000004,1298.3306646574852,0.0,0.0,Q1_low
8,19,15,15,927.2010449999998,927.2010459505279,0.0,0.0,Q1_low
8,20,15,15,810.3306640000001,810.3306646574854,0.0,0.0,Q1_low
8,21,15,15,743.3485209999999,743.3485213258475,0.0,0.0,Q1_low
8,22,15,15,516.6653319999996,516.6653323287426,0.0,0.0,Q1_low
8,23,15,15,293.6653319999996,293.6653323287427,0.0,0.0,Q1_low
8,24,15,15,226.6831890000003,226.68318899710488,0.0,0.0,Q1_low
9,0,11,0,7750.727141,6716.991993972456,1.0,1.0,Q4_high
9,1,11,3,7631.727141,6882.02770730918,1.0,1.0,Q4_high
9,2,11,4,7195.600636,6189.277138280944,1.0,0.0,Q4_high
9,3,11,4,6988.333348,5982.0098506408185,1.0,0.0,Q4_high
9,4,11,4,6546.865812,5587.193198442815,1.0,1.0,Q4_high
9,5,11,6,6360.017132000001,5400.344518312075,1.0,0.0,Q4_high
9,6,11,6,5836.19004,5169.257683567462,1.0,1.0,Q4_high
9,7,11,7,5494.489639,4776.630472548555,1.0,1.0,Q4_high
9,8,11,8,5074.469862,4332.658968342244,1.0,0.0,Q3
9,9,11,8,4900.4900800000005,4297.01385365459,1.0,0.0,Q3
9,10,11,8,4623.4900800000005,3877.995996986228,1.0,0.0,Q3
9,11,11,8,4502.507937,3757.01385365459,1.0,0.0,Q3
9,12,11,8,4221.824748000001,3476.3306646574856,1.0,0.0,Q3
9,13,11,8,3368.5980560000007,2682.135912209125,1.0,1.0,Q3
9,14,11,9,3206.7749520000007,2520.312807989123,0.0,0.0,Q2
9,15,11,9,2935.7749520000007,2249.312807989123,0.0,0.0,Q2
9,16,11,9,2664.7749520000007,1978.312807989123,0.0,1.0,Q2
9,17,11,10,2549.7928090000005,1863.3306646574852,0.0,1.0,Q2
9,18,11,11,2074.270087,1545.606034807401,0.0,0.0,Q2
9,19,11,11,1597.0049520000002,1313.7428349070365,0.0,0.0,Q1_low
9,20,11,11,1155.34274,1027.6450657274197,0.0,0.0,Q1_low
9,21,11,11,831.3451500000001,703.6474756603805,0.0,0.0,Q1_low
9,22,11,11,734.3630069999999,606.6653323287426,0.0,0.0,Q1_low
9,23,11,11,477.6798180000005,349.9821433316378,0.0,0.0,Q1_low
9,24,11,11,224.67981800000052,96.98214333163783,0.0,0.0,Q1_low
10,0,16,0,4931.054167,6716.991993972456,1.0,1.0,Q3
10,1,16,8,4812.054167,6882.02770730918,1.0,1.0,Q3
10,2,16,10,4275.5284010000005,5899.646301498267,1.0,1.0,Q3
10,3,16,11,3890.8739860000005,5452.85016402769,1.0,0.0,Q3
10,4,16,11,3715.3326270000002,5277.308804975351,1.0,0.0,Q3
10,5,16,11,3420.3326270000002,4982.308804975351,1.0,0.0,Q3
10,6,16,11,3281.3504840000005,4843.326661643713,1.0,0.0,Q2
10,7,16,11,2728.127144,4289.078339996508,1.0,0.0,Q2
10,8,16,11,2586.692277,4147.643472646609,1.0,0.0,Q2
10,9,16,11,2202.451496,3904.853951348386,1.0,1.0,Q2
10,10,16,12,1900.5339630000003,3546.2726535506076,1.0,1.0,Q2
10,11,16,15,1286.5921720000001,2764.608504615705,1.0,1.0,Q1_low
11,0,10,0,6611.79657,6716.991993972456,1.0,1.0,Q4_high
11,1,10,7,6492.79657,6882.02770730918,0.0,1.0,Q4_high
11,2,10,8,5778.78725,5753.558559893179,0.0,1.0,Q4_high
11,3,10,9,5186.034221,5044.979415056139,0.0,0.0,Q4_high
11,4,10,9,5044.0468,4902.991993972456,0.0,0.0,Q3
11,5,10,9,4773.950355000001,4725.124414851519,0.0,0.0,Q3
11,6,10,9,4578.1704580000005,4529.344518312076,0.0,0.0,Q3
11,7,10,9,4307.1704580000005,4258.344518312076,0.0,0.0,Q3
11,8,10,9,4192.188315,4143.362374980437,0.0,0.0,Q3
11,9,10,9,3917.5051260000005,3868.679185983333,0.0,0.0,Q3
11,10,10,9,3448.7946980000006,3239.7957842585774,0.0,0.0,Q3
11,11,10,9,3309.6602430000003,3100.6613293149703,1.0,0.0,Q2
11,12,10,9,3044.6602430000003,2835.6613293149703,1.0,0.0,Q2
11,13,10,9,2935.6781000000005,2726.679185983333,1.0,0.0,Q2
11,14,10,9,2666.9949110000002,2457.995996986228,1.0,0.0,Q2
11,15,10,9,2401.9949110000007,2192.995996986228,1.0,0.0,Q2
11,16,10,9,2293.0127680000005,2084.01385365459,1.0,0.0,Q2
11,17,10,9,2024.3295790000002,1815.3306646574852,1.0,0.0,Q2
11,18,10,9,1581.2345560000003,1561.858794890995,1.0,1.0,Q1_low
11,19,10,10,1268.7064260000006,1249.3306646574852,0.0,0.0,Q1_low
11,20,10,10,1165.7242830000005,1146.3485213258475,0.0,0.0,Q1_low
11,21,10,10,804.4870450000008,804.4870455289808,0.0,0.0,Q1_low
11,22,10,10,606.6653320000005,606.6653323287426,0.0,0.0,Q1_low
11,23,10,10,353.6653320000005,353.6653323287427,0.0,0.0,Q1_low
11,24,10,10,256.6831890000003,256.6831889971049,0.0,0.0,Q1_low
12,0,11,0,6772.18724,6716.991993972456,1.0,1.0,Q4_high
12,1,11,3,6653.18724,6882.02770730918,1.0,1.0,Q4_high
12,2,11,5,6122.1892370000005,6012.260985348801,1.0,0.0,Q4_high
12,3,11,5,5956.254913000001,5846.326661643712,1.0,0.0,Q4_high
12,4,11,5,5655.254913000001,5545.326661643713,1.0,0.0,Q4_high
12,5,11,5,5333.002735,5013.081653404771,1.0,0.0,Q4_high
12,6,11,5,5163.247743,4843.326661643713,1.0,0.0,Q4_high
12,7,11,5,4868.247743,4548.326661643713,1.0,1.0,Q3
12,8,11,6,4573.247743,4253.326661643713,1.0,0.0,Q3
12,9,11,6,4180.911727000001,3878.577102772071,1.0,1.0,Q3
12,10,11,7,4027.995954,3725.6613293149703,1.0,0.0,Q3
12,11,11,7,3349.122601,3104.2866374058513,1.0,1.0,Q3
12,12,11,9,2941.913642,2746.8265666207344,1.0,0.0,Q2
12,13,11,9,2762.0652160000004,2566.9781403178654,1.0,0.0,Q2
12,14,11,9,2653.083073,2457.9959969862275,1.0,0.0,Q2
12,15,11,9,2384.3998840000004,2189.312807989123,1.0,0.0,Q2
12,16,11,9,2119.3998840000004,1924.312807989123,1.0,0.0,Q2
12,17,11,9,2010.4177410000002,1815.3306646574852,1.0,1.0,Q2
12,18,11,10,1741.734552,1546.6474756603805,1.0,1.0,Q2
12,19,11,11,1155.806904,1076.912419085866,0.0,0.0,Q1_low
12,20,11,11,1035.541961,956.6474756603805,0.0,0.0,Q1_low
12,21,11,11,763.9419779999998,763.941978240746,0.0,0.0,Q1_low
12,22,11,11,584.9821430000002,584.9821433316378,0.0,0.0,Q1_low
12,23,11,11,337.9821430000002,337.9821433316378,0.0,0.0,Q1_low
12,24,11,11,90.98214300000018,90.98214333163783,0.0,0.0,Q1_low
13,0,16,0,7893.707741,6716.991993972456,1.0,1.0,Q4_high
13,1,16,3,7774.707741,6882.02770730918,1.0,1.0,Q4_high
13,2,16,5,7247.215926,6042.628921593391,1.0,0.0,Q4_high
13,3,16,5,6756.800354,5891.454254426006,1.0,0.0,Q4_high
13,4,16,5,6556.373807,5691.02770730918,1.0,0.0,Q4_high
13,5,16,5,6411.391664000001,5546.045563977542,1.0,1.0,Q4_high
13,6,16,6,6106.708475,5241.362374980437,1.0,1.0,Q4_high
13,7,16,7,5762.818888,4867.553364184816,1.0,0.0,Q4_high
13,8,16,7,5588.645755,4693.3802316488,1.0,0.0,Q4_high
13,9,16,7,5121.7104309999995,3928.085503582898,1.0,1.0,Q3
13,10,16,8,4650.672408,3496.4312755116516,1.0,1.0,Q3
13,11,16,11,4291.843870000001,3255.473003995284,1.0,1.0,Q3
13,12,16,13,3139.258059,2773.5400090364824,1.0,0.0,Q2
13,13,16,13,2934.397236,2568.679185983333,1.0,0.0,Q2
13,14,16,13,2837.4150930000005,2471.697042651695,1.0,0.0,Q2
13,15,16,13,2580.731904,2215.01385365459,1.0,0.0,Q2
13,16,16,13,2327.731904,1962.0138536545903,1.0,0.0,Q2
13,17,16,13,2230.749761,1865.0317103229522,1.0,1.0,Q2
13,18,16,14,1974.0665719999997,1608.3485213258475,1.0,1.0,Q2
13,19,16,15,1721.0665719999997,1355.3485213258475,1.0,0.0,Q2
13,20,16,15,1187.2964240000001,880.054747276985,1.0,0.0,Q1_low
13,21,16,15,797.9278140000006,651.9120509077355,1.0,1.0,Q1_low
14,0,11,0,8113.258827,6716.991993972456,1.0,1.0,Q4_high
14,1,11,7,7994.258827,6882.02770730918,0.0,1.0,Q4_high
14,2,11,8,7326.746346,5768.728073335804,0.0,1.0,Q4_high
14,3,11,10,6915.363885,5280.1554278772455,0.0,0.0,Q4_high
14,4,11,10,6660.517261999999,5025.308804975351,0.0,0.0,Q4_high
14,5,11,10,6377.517261999999,4742.308804975351,0.0,0.0,Q4_high
14,6,11,10,6250.535119,4615.326661643713,0.0,0.0,Q4_high
14,7,11,10,5494.887578,4059.239338563627,0.0,0.0,Q4_high
14,8,11,10,3771.2252369999997,3551.91106155924,1.0,0.0,Q3
14,9,11,10,3695.9576479999996,3476.643472646608,0.0,1.0,Q3
14,10,11,11,3442.9576479999996,3223.6434726466086,0.0,0.0,Q3
14,11,11,11,3189.9576479999996,2970.643472646608,0.0,0.0,Q2
14,12,11,11,3092.9755049999994,2873.6613293149703,0.0,0.0,Q2
14,13,11,11,2836.292316,2616.978140317866,0.0,0.0,Q2
14,14,11,11,2583.292316,2363.9781403178654,0.0,0.0,Q2
14,15,11,11,2486.310173,2266.9959969862275,0.0,0.0,Q2
14,16,11,11,2229.6269839999995,2010.312807989123,0.0,0.0,Q2
14,17,11,11,1972.9437949999992,1753.629618992018,0.0,0.0,Q2
14,18,11,11,1875.961652,1656.6474756603805,0.0,0.0,Q2
14,19,11,11,1622.961652,1403.6474756603805,0.0,0.0,Q1_low
14,20,11,11,1175.961652,956.6474756603805,0.0,0.0,Q1_low
14,21,11,11,922.961652,703.6474756603805,0.0,0.0,Q1_low
14,22,11,11,648.0140599999995,648.0140599465965,0.0,0.0,Q1_low
14,23,11,11,337.98214299999927,337.98214333163776,0.0,0.0,Q1_low
14,24,11,11,90.98214299999927,90.98214333163779,0.0,0.0,Q1_low
15,0,10,0,7352.122069,6716.991993972456,1.0,1.0,Q4_high
15,1,10,3,7233.122069,6882.02770730918,0.0,1.0,Q4_high
15,2,10,4,6705.208234,6170.261313330013,0.0,0.0,Q4_high
15,3,10,4,6513.273582,5978.326661643712,0.0,0.0,Q4_high
15,4,10,4,6362.291439,5827.344518312075,0.0,0.0,Q4_high
15,5,10,4,6051.60825,5516.66132931497,0.0,0.0,Q4_high
15,6,10,4,5744.60825,5209.66132931497,0.0,0.0,Q4_high
15,7,10,4,5593.626107,5058.679185983333,0.0,0.0,Q4_high
15,8,10,4,5282.942918000001,4747.9959969862275,0.0,1.0,Q4_high
15,9,10,5,4975.942918000001,4440.9959969862275,0.0,0.0,Q3
15,10,10,5,4660.874879999999,4102.557057808045,0.0,0.0,Q3
15,11,10,5,4264.829814000001,3734.3045815101127,1.0,0.0,Q3
15,12,10,5,3715.050684,3355.775029674779,1.0,0.0,Q3
15,13,10,5,3370.271651,3010.9959969862275,1.0,0.0,Q3
15,14,10,5,3081.271651,2721.995996986228,1.0,0.0,Q2
15,15,10,5,2948.289508,2589.01385365459,1.0,0.0,Q2
15,16,10,5,2655.6063190000004,2296.330664657485,1.0,1.0,Q2
15,17,10,6,2366.6063190000004,2007.3306646574852,1.0,0.0,Q2
15,18,10,6,1904.6384660000003,1653.1369995071923,1.0,1.0,Q2
15,19,10,7,1761.1667989999996,1509.6653323287426,1.0,1.0,Q2
15,20,10,10,1423.5243540000001,1252.459129106,0.0,0.0,Q1_low
