seed,time_s,channel,nodes,scan_credit_s
0,432.0,13,23,138
0,527.833413,2,23,137
0,527.833413,13,23,138
0,546.425004,13,23,138
0,742.333757,13,23,138
0,742.333757,17,23,137
0,749.03261,13,23,138
0,791.614656,13,23,138
0,839.321116,13,23,138
0,839.321116,15,23,137
0,852.27753,13,23,138
0,1037.102107,13,22,132
0,1329.009485,6,22,131
0,2215.401644,18,20,119
0,2457.979338,12,19,113
0,3339.430185,5,15,89
0,4040.584652,8,12,71
0,5181.233067,11,6,35
0,6115.114425,7,3,17
0,6631.603168,10,1,5
0,6839.428213,9,1,5
1,432.0,1,23,138
1,506.4029,1,23,138
1,506.4029,10,23,137
1,517.800882,1,23,138
1,733.358565,17,23,137
1,1066.335958,19,22,131
1,1563.208683,3,20,120
1,2319.581565,2,18,107
1,2785.129517,6,16,95
1,2964.270967,12,15,89
1,3052.938037,18,15,89
1,4471.107956,15,9,53
1,4838.878271,20,8,47
1,4955.561796,5,7,42
1,5046.543939,5,6,36
1,5409.478174,7,5,29
1,6216.947318,11,2,11
2,543.861921,12,23,137
2,702.298274,10,23,137
2,825.413168,8,23,137
2,1026.095203,1,22,132
2,1165.077346,1,21,126
2,1889.605723,9,19,113
2,2998.581149,14,15,89
2,3036.129417,20,15,89
2,3338.716033,11,14,83
2,4068.646794,6,11,65
2,5652.136661,2,4,23
2,6046.705266,5,3,17
2,6165.008286,13,2,12
2,6165.008286,18,2,12
2,6251.880466,18,2,12
3,602.555698,8,23,137
3,1156.004837,13,21,125
3,1606.111718,18,20,119
3,2338.338171,14,17,101
3,2781.29127,15,16,95
3,3169.215882,1,15,89
3,3306.069186,7,15,89
3,3426.471462,12,15,89
3,3516.630308,2,14,84
4,450.300816,8,23,137
4,607.646228,18,23,137
4,757.656319,4,23,137
4,1335.206426,17,21,125
4,2742.92722,14,16,95
4,2867.148999,11,15,90
4,3293.178671,3,14,83
4,3446.687329,16,13,78
4,3446.687329,1,13,78
4,3446.687329,15,13,78
4,3596.182964,16,13,78
4,3596.182964,1,13,78
4,3639.263831,16,13,78
4,3810.303697,16,12,72
4,3913.28584,16,11,66
4,4175.969029,16,10,60
4,4693.262733,10,9,54
5,499.421092,5,23,137
5,1083.69011,10,21,125
5,1395.684701,18,20,119
5,1996.444424,13,19,113
5,2271.271282,7,18,108
5,2450.853709,2,18,107
5,2482.412257,19,18,107
5,2827.347287,17,17,102
5,2827.347287,16,17,102
5,2910.497162,17,17,102
5,3631.900946,4,16,95
5,4883.504732,3,10,60
5,5698.431354,6,7,41
5,6479.481735,9,3,18
6,556.971662,6,23,137
6,713.345323,18,23,137
6,1040.022914,2,22,131
6,1256.373497,14,22,131
6,2035.348073,7,19,113
6,3837.59283,4,11,65
6,4958.673537,13,6,36
6,5024.739941,13,6,36
6,5124.13328,13,6,36
6,5124.13328,16,6,35
6,5134.963565,13,6,36
6,5371.730898,10,6,35
6,6146.636305,17,2,12
6,6358.898624,20,2,11
7,603.304884,13,23,137
7,1206.931538,6,21,125
7,1648.304871,3,20,119
7,5254.369391,15,13,77
7,6816.801844,5,7,41
7,6975.819883,20,7,41
7,7108.387992,14,6,36
8,561.246561,9,23,137
8,717.613445,3,23,137
8,942.5703,12,22,132
8,1243.499582,11,21,126
8,1243.499582,18,21,126
8,1348.18203,11,21,126
8,1799.104298,6,20,119
8,1960.313401,7,19,114
8,2169.745437,8,19,113
8,2723.743125,2,17,102
8,4633.331178,4,8,48
8,4633.331178,16,8,48
8,4730.313321,4,7,42
8,4730.313321,16,7,42
8,4877.350273,16,7,42
8,5279.507899,5,6,35
8,5360.315134,15,6,35
8,5402.345219,10,6,35
9,751.002689,5,22,132
9,751.002689,6,22,132
9,848.19183,5,22,132
9,848.19183,6,22,132
9,848.19183,10,22,131
9,859.184149,5,22,132
9,859.184149,6,22,132
9,967.75283,5,22,132
9,990.103798,5,22,132
9,990.103798,20,22,131
9,1082.635746,5,22,132
9,1497.06401,16,21,125
9,1732.156498,1,21,125
9,3098.504135,12,15,89
9,3375.923882,15,13,77
9,3862.924431,11,12,71
10,432.0,16,23,138
10,1064.326903,6,22,131
10,1501.168514,8,21,125
10,2857.42378,9,16,95
10,3168.887999,12,16,95
10,3747.114464,15,14,83
10,4004.377086,17,13,77
10,4094.904896,1,13,77
10,4305.669779,4,13,77
10,4736.878169,5,11,65
10,5869.012665,14,6,35
10,6810.186949,2,2,11
11,432.0,19,23,137
11,484.345973,19,23,138
11,513.66559,19,23,138
11,552.377711,19,23,138
11,578.454254,19,23,138
11,597.824707,19,23,138
11,597.824707,2,23,137
11,625.229927,19,23,138
11,831.692116,19,22,132
11,982.674259,19,21,125
11,1137.4264,19,21,126
11,1158.834999,19,21,126
11,1158.834999,18,21,125
11,1170.318598,19,21,126
11,1197.833581,19,21,126
11,1368.407772,19,21,126
11,1384.645974,19,21,126
11,1384.645974,16,21,125
11,1408.873986,19,21,126
11,1648.050184,19,20,120
11,1943.050184,19,19,113
11,2082.032327,19,18,108
11,2117.312459,19,18,108
11,2138.511367,19,18,108
11,2138.511367,14,18,107
11,2167.764564,19,18,108
11,2243.537925,19,18,108
11,2339.847987,19,18,108
11,2339.847987,4,18,107
11,2350.651513,19,18,108
11,2532.984373,19,17,102
11,2549.908628,12,17,101
11,2549.908628,19,17,102
11,2576.60949,19,17,102
11,2827.296195,19,16,96
11,3104.296195,19,15,89
11,3225.278338,19,14,84
11,3505.961527,19,13,77
11,3782.961527,19,12,72
11,3782.961527,11,12,72
11,3870.819874,19,12,72
11,3891.000021,19,12,72
11,3954.005595,19,12,72
11,3968.706047,19,12,72
11,3968.706047,1,12,71
11,3984.932976,19,12,72
11,4285.549877,19,11,66
11,4394.53202,19,10,59
11,4394.53202,13,10,60
11,4548.678731,19,10,59
11,4864.788183,19,9,54
11,5435.216238,5,8,47
11,6054.031117,20,5,29
12,613.524433,20,23,137
12,1262.280126,19,21,125
12,2481.052617,3,17,101
12,2511.477977,11,17,101
12,2670.711921,8,17,101
12,3161.547137,9,15,90
12,3161.547137,16,15,90
12,3232.390526,16,15,90
12,3267.84671,16,15,90
12,3332.119544,16,15,90
12,3332.119544,15,15,89
12,3343.785135,16,15,90
12,3865.420401,4,14,83
12,4235.999998,5,13,77
12,4649.076674,12,12,71
12,4842.011606,1,12,71
12,4985.435887,10,12,71
12,5579.816286,6,9,53
12,6630.981208,18,4,23
12,6703.963351,18,3,18
13,1370.970477,10,21,126
13,1813.504144,2,20,119
13,2337.821693,1,18,108
13,2563.354107,13,18,107
13,4030.597552,3,11,66
13,4030.597552,15,11,66
13,4151.579695,3,10,60
13,4151.579695,15,10,60
13,4310.674965,15,10,60
13,6090.06947,8,3,17
13,6492.981839,6,1,5
14,432.0,13,23,138
14,446.385212,8,23,137
14,446.385212,13,23,138
14,466.265916,13,23,138
14,1393.790555,2,21,125
14,1809.181339,17,20,119
14,2108.974644,19,19,113
14,2964.918719,15,16,95
14,3709.930316,7,13,77
14,5486.354939,9,6,35
15,856.041113,4,22,131
15,1025.230758,16,22,131
15,1102.044967,14,22,131
15,1347.527416,20,21,125
15,1903.753046,2,19,113
15,2294.942324,1,18,107
15,2421.564927,6,17,102
15,3130.238883,19,15,89
15,3548.831315,18,14,83
15,4069.89957,17,12,71
15,5209.73937,10,7,41
15,6351.513689,7,2,11
16,712.40086,6,23,137
16,1034.570797,19,22,131
16,1218.002828,3,22,131
16,1744.836314,15,20,119
16,1995.638514,18,19,114
16,2843.072686,5,18,107
16,3005.929341,1,18,107
16,3965.585023,9,14,83
16,4851.766641,16,10,59
16,7630.100491,13,2,12
16,7679.157774,20,2,11
16,7679.157774,13,2,12
16,7690.649076,13,2,12
16,7878.404588,2,2,11
17,432.0,3,23,138
17,432.0,14,23,138
17,454.252556,14,23,138
17,513.510539,14,23,138
17,513.510539,20,23,137
17,525.78087,14,23,138
17,570.131879,14,23,138
17,637.690114,11,23,137
17,637.690114,14,23,138
17,649.510781,14,23,138
17,688.138226,10,23,137
17,688.138226,14,23,138
17,753.803594,14,23,138
17,1173.301614,8,22,132
17,1173.301614,19,22,131
17,1303.003398,19,22,131
17,1501.097787,4,22,131
17,1536.244003,13,22,131
17,1932.53899,17,21,125
17,2036.137077,6,21,125
17,2352.545328,12,20,119
17,2941.785037,9,18,107
17,3984.300632,5,12,72
17,5284.576178,7,6,35
18,717.858333,6,23,137
18,1065.451294,18,22,131
18,1523.852897,7,21,125
18,1891.001468,12,21,125
18,2204.295582,4,20,119
18,2331.221276,3,20,119
18,4633.352872,17,9,53
18,4943.432729,19,8,47
18,6608.153921,15,1,6
19,642.081483,4,23,137
19,1129.230771,15,21,125
19,2142.500597,8,17,101
19,2350.848,3,17,101
19,3061.496475,20,15,89
19,3272.976056,12,15,89
19,3297.056093,7,15,89
19,3493.913774,6,15,89
19,4256.09614,16,13,77
20,551.410428,4,23,137
20,583.286238,17,23,137
20,638.319483,1,23,137
20,772.677131,6,23,137
20,964.905892,20,22,131
20,1157.354163,15,22,131
20,1593.373242,18,21,125
20,2870.264601,7,15,89
20,3477.80727,14,13,77
20,6026.523418,8,1,6
21,513.542187,5,23,137
21,664.969743,20,23,137
21,1053.071756,10,22,131
21,1548.954423,7,20,120
21,2034.736934,1,19,113
21,2753.02777,17,16,95
21,4064.570017,3,10,60
21,4375.160831,11,10,59
21,5390.818137,18,5,29
21,5611.79096,15,4,24
21,6582.420197,4,2,12
21,6673.40234,4,1,6
22,432.0,5,23,138
22,432.0,12,23,138
22,499.459236,5,23,138
22,597.490341,19,23,137
22,714.467862,11,23,137
22,1164.071942,14,22,131
22,1566.028094,20,21,125
22,1850.974524,10,19,114
22,2064.915222,3,19,113
22,3600.566032,18,12,71
22,3842.944025,2,11,66
22,3842.944025,9,11,66
22,3922.327403,2,11,66
22,4622.123876,15,9,53
23,609.212742,1,23,137
23,939.074764,16,22,131
23,996.79906,2,22,131
23,2996.517357,5,16,95
23,3847.980876,15,13,77
23,4305.834044,11,11,66
23,5212.679827,17,8,47
23,5386.037187,7,7,42
23,6220.658199,14,4,23
23,6650.156803,4,2,12
23,7064.049438,3,1,5
24,449.958571,1,23,137
24,536.262903,16,23,137
24,899.047782,15,22,131
24,1009.493804,20,22,131
24,1528.629701,3,20,119
24,2618.156132,9,19,113
24,2998.844389,8,18,107
24,4584.545594,12,11,66
24,4829.751199,2,11,65
24,4857.346732,11,11,65
24,5690.034419,19,7,41
25,432.0,20,23,138
25,880.785348,6,22,131
25,1240.800209,7,21,125
25,1910.732253,18,19,113
25,2160.667179,19,18,107
25,2708.072884,10,17,101
25,3081.641966,4,16,95
25,3487.031526,15,15,89
25,3670.618842,5,14,84
25,5278.144583,2,7,41
25,5759.428536,11,5,29
25,6058.176531,16,4,23
25,6223.329302,8,4,23
25,6824.598716,3,1,5
26,649.781021,2,23,137
26,1052.229728,14,22,131
26,1559.307024,16,21,125
26,2217.539422,13,18,107
26,3172.546507,3,15,89
26,5032.756444,12,7,41
26,5250.555869,6,6,36
26,5370.633169,18,6,35
26,6561.91221,19,2,11
26,6723.849536,20,2,11
26,7013.29543,1,1,5
27,622.606208,12,23,137
27,758.711091,11,22,132
27,1119.374186,2,22,131
27,1307.478078,7,21,126
27,1307.478078,10,21,126
27,1365.097489,7,21,126
27,1519.539598,17,21,125
27,2719.188314,18,17,101
27,2805.961763,20,16,95
27,2805.961763,6,16,96
27,2914.943906,20,15,90
27,2914.943906,6,15,90
27,3107.440627,20,15,90
27,3107.440627,6,15,90
27,3107.440627,3,15,89
27,3119.006419,20,15,90
27,3119.006419,6,15,90
27,3264.732569,20,15,90
27,4401.890126,9,10,60
27,4492.872269,9,9,54
27,5183.723371,19,6,35
27,5440.904811,13,5,29
27,6363.434681,16,1,5
28,643.036489,16,23,137
28,908.138458,12,22,131
28,1043.061842,2,22,131
28,1466.257749,1,20,119
28,1526.122853,18,20,119
28,1734.044158,15,19,114
28,1964.950805,13,19,113
28,2013.803617,4,19,113
28,2308.818772,17,18,107
28,3249.362831,14,14,83
28,3716.447779,3,12,71
28,5076.699835,7,7,41
28,5423.506556,6,5,30
28,6280.612942,5,1,5
29,432.0,2,23,138
29,508.238234,1,23,137
29,553.677068,15,23,137
29,673.773801,14,23,137
29,987.605498,6,23,137
29,1215.240607,5,22,131
29,1400.182522,9,22,131
29,1488.291935,10,22,131
29,1724.739354,11,21,126
29,2252.26444,4,19,114
29,2602.296895,13,18,108
29,3233.941438,12,16,95
29,4963.686179,18,7,41
29,5281.905021,7,6,36
29,5360.887164,7,5,30
30,495.736495,1,23,137
30,526.811258,5,23,137
30,605.563003,2,23,137
30,969.349871,11,22,131
30,1075.715992,19,22,131
30,1207.067013,7,22,131
30,1625.164078,18,21,125
30,1762.666551,20,21,125
30,1800.18138,17,21,125
30,1830.159556,14,21,125
30,3363.326802,9,14,83
31,483.730891,19,23,137
31,573.981936,12,23,137
31,1170.235357,10,21,126
31,1244.414525,13,21,125
31,1482.248754,4,21,125
31,3342.435808,11,14,83
31,3491.522385,20,13,77
31,4597.549422,7,9,53
31,4886.966062,15,8,47
31,6122.596993,3,2,11
31,6362.225322,18,1,5
32,432.0,18,23,138
32,498.943947,13,23,137
32,498.943947,18,23,138
32,509.834559,18,23,138
32,1078.366032,19,22,131
32,2496.464397,10,17,101
32,3291.149497,20,14,83
32,3742.461327,16,13,77
32,3923.906404,12,12,72
32,4322.225148,6,10,60
32,4601.972198,17,10,59
32,5142.418115,14,8,47
32,5391.362931,7,7,41
32,6083.726811,5,4,23
32,6330.04128,3,3,18
32,6950.441452,9,1,5
33,432.0,17,23,138
33,536.474053,8,23,137
33,1064.515648,15,22,131
33,1589.933531,5,20,119
33,1619.005744,6,20,119
33,2627.497754,7,17,101
33,5079.508535,16,7,41
33,5145.268491,12,7,41
33,5814.210163,9,5,29
34,601.208611,13,23,137
34,697.491536,7,23,137
34,1283.259608,8,21,125
34,1435.290178,14,21,125
34,1701.548445,20,20,119
34,2064.435322,1,18,108
34,2463.709419,19,17,101
34,2765.429271,11,16,95
34,2845.981079,6,16,95
34,2964.864185,18,16,95
34,3122.393209,17,16,95
34,4082.844444,10,13,77
34,5727.162493,16,4,23
35,432.0,14,23,138
35,510.569483,14,23,138
35,510.569483,15,23,137
35,521.803853,14,23,138
35,863.833997,1,23,137
35,1053.710586,2,23,137
35,1623.544829,9,21,125
35,2446.81272,20,18,107
35,2881.805831,8,16,95
35,3654.748922,10,13,77
35,3966.075548,12,12,71
35,5294.765918,5,7,41
36,480.889361,17,23,137
36,640.849301,19,23,137
36,855.220288,16,22,132
36,1835.1292,14,19,113
36,2262.726865,6,17,101
36,2807.058146,20,15,90
36,3075.567841,4,15,89
36,3368.67853,15,14,83
36,3629.759561,18,13,77
36,3960.028463,2,12,72
36,5394.454248,9,5,30
36,5485.436391,9,4,24
36,5806.2645,11,3,17
36,6124.431319,8,1,6
37,432.0,4,23,138
37,432.0,11,23,138
37,509.992997,11,23,138
37,795.858961,6,23,137
37,857.957024,10,23,137
37,1382.999357,7,22,131
37,1786.353511,5,20,119
37,3529.513627,20,13,77
37,3719.787537,16,12,72
37,3903.236537,18,12,71
37,4249.115952,15,11,66
37,4346.098095,15,10,60
37,4860.876407,2,9,53
37,6491.329955,13,6,35
37,7270.419203,19,2,12
37,7343.401346,19,1,5
38,619.234371,6,23,137
38,642.546395,7,23,137
38,931.260408,10,22,131
38,1336.533146,20,21,125
38,1768.078284,3,19,113
38,2295.73432,19,17,101
38,2638.174314,14,16,95
38,2670.61543,16,16,95
38,3014.36415,5,15,89
38,3036.746521,1,15,89
38,4073.952979,15,11,65
38,4333.285312,2,10,59
38,4461.833228,12,9,54
39,588.174913,10,23,137
39,679.235238,1,23,137
39,818.066205,12,22,132
39,818.066205,9,22,132
39,911.941266,9,22,132
39,1430.520326,4,21,126
39,1582.038592,15,21,125
39,1908.321599,6,20,119
39,3306.083068,20,14,84
39,3421.065211,20,13,77
39,4074.759713,17,12,71
39,4179.791461,13,12,71
39,4335.524595,16,11,66
39,4432.506738,16,10,60
39,4598.204934,16,10,60
39,4598.204934,11,10,59
39,4612.141448,16,10,60
39,4739.068412,16,9,54
39,5357.454022,5,8,47
40,432.0,12,23,138
40,512.398348,12,23,138
40,512.398348,16,23,137
40,523.898947,12,23,138
40,1075.120157,14,22,131
40,1306.784034,6,21,125
40,2010.389678,2,18,107
40,2138.433671,19,18,107
40,2542.897077,7,16,95
40,2575.917564,15,16,95
40,2632.180226,9,16,95
40,3302.873591,5,13,78
40,3424.929593,4,13,77
40,4630.997391,8,7,41
40,4803.336102,20,7,41
40,5299.38955,3,4,24
40,6047.331348,10,1,5
41,547.110152,17,23,137
41,823.765933,12,22,131
41,944.743597,14,22,131
41,1281.015297,19,22,131
41,3527.743041,15,13,77
41,3818.369526,5,12,71
41,4015.979547,7,11,66
41,4136.96169,7,10,60
41,4307.576184,7,10,60
41,4331.311063,7,10,60
41,4344.326903,7,10,60
41,4344.326903,18,10,59
41,4360.413935,7,10,60
41,4382.610603,7,10,60
41,4417.672261,7,10,60
41,4436.366264,7,10,60
41,4436.366264,1,10,59
41,4447.742558,7,10,60
41,4570.705661,7,9,54
41,4835.705661,10,8,48
41,4835.705661,7,8,48
41,5049.520085,7,8,48
42,432.0,8,23,138
42,432.0,20,23,138
42,558.355447,8,23,138
42,944.265217,10,22,131
42,1018.609023,11,22,131
42,1131.451522,6,22,131
42,1592.466798,18,20,119
42,2158.568392,13,18,107
42,2841.959298,12,15,90
42,3206.563535,17,14,83
42,3660.786374,7,12,72
42,4445.965686,4,9,53
42,4899.006232,5,7,41
42,5109.8943,15,6,35
43,556.391263,8,23,137
43,1118.490821,1,21,125
43,1876.029256,7,19,113
43,2251.529423,13,18,107
43,2293.580617,19,18,107
43,2393.957332,10,18,107
43,3426.374296,17,14,83
43,3802.113754,14,13,77
43,4892.984372,2,8,48
43,4950.814316,2,8,48
43,4950.814316,20,8,47
43,4960.814606,2,8,48
43,5443.173414,15,7,41
43,6004.506195,18,4,23
43,6272.960736,12,3,18
43,6351.942879,12,2,11
44,558.852102,1,23,137
44,624.321198,20,23,137
44,802.264976,7,22,132
44,934.277463,14,22,131
44,1002.825858,17,22,131
44,2628.661541,2,15,90
44,2971.941801,18,14,84
44,3150.842508,8,14,83
44,3223.150673,9,14,83
44,3302.356951,9,13,78
45,432.0,18,23,138
45,543.699982,4,23,137
45,543.699982,18,23,138
45,554.897345,18,23,138
45,729.034104,1,23,137
45,729.034104,18,23,138
45,739.115617,18,23,138
45,1086.852423,2,22,132
45,1182.942085,8,22,131
45,1430.42872,10,22,131
45,1609.621817,13,21,125
45,1956.997193,14,20,119
45,2256.338697,19,19,113
45,3228.493092,12,14,83
45,3252.766175,20,14,83
45,3344.750897,15,14,83
45,4982.280246,7,6,35
45,5184.078028,17,5,29
46,497.992003,8,23,137
46,1092.296393,13,21,125
46,1290.284602,10,21,125
46,1410.525751,6,20,120
46,1698.89334,3,20,119
46,2377.196162,15,19,113
46,2446.453299,4,19,113
46,2727.986342,14,18,108
46,3639.466047,17,15,89
46,5021.67699,20,9,53
46,5305.571397,9,8,47
46,5889.264335,19,5,29
46,6397.335244,16,3,17
47,976.352484,15,22,131
47,1449.284524,4,20,119
47,3362.736022,7,13,77
47,3527.210042,17,12,72
47,3972.387112,14,12,71
47,4203.004938,13,11,66
47,4676.193129,2,11,65
47,6165.090046,18,4,23
47,7098.524444,10,1,5
48,432.0,17,23,138
48,764.86255,19,23,137
48,819.793805,16,23,137
48,1019.846292,11,22,132
48,1019.846292,15,22,132
48,1160.258202,15,22,132
48,1763.686244,20,21,125
48,2230.078641,12,19,114
48,3034.360305,2,16,96
48,3338.331626,4,15,90
48,3680.785453,1,15,89
48,3812.310877,18,14,83
48,4479.620396,7,11,65
48,4917.563904,6,9,54
48,5152.54398,9,9,53
49,619.873453,1,23,137
49,1244.324015,3,21,125
49,2306.376218,7,17,101
49,3102.207845,2,14,83
49,3328.274947,20,13,77
49,3482.017864,13,13,77
49,3538.005187,12,13,77
49,3644.781926,11,13,77
49,4033.144524,19,12,71
49,6421.304606,9,2,12
50,599.052626,7,23,137
50,856.678587,11,22,131
50,896.086022,13,22,131
50,954.085091,5,22,131
50,1435.746728,9,21,125
50,2003.070276,8,18,108
50,2305.023298,4,17,102
50,2426.005441,4,16,96
50,4037.294965,2,11,65
50,4545.342113,15,10,59
51,432.0,11,23,138
51,642.506146,1,23,137
51,920.384753,6,22,131
51,1612.668864,14,19,113
51,4126.947653,19,10,59
51,4817.480086,10,7,41
51,5320.84309,15,6,35
51,6191.510121,9,5,29
52,476.634187,5,23,137
52,724.215433,19,23,137
52,869.027173,9,23,137
52,1235.656001,17,22,131
52,1408.101557,2,22,131
52,1715.55034,1,21,125
52,2496.279353,18,18,107
52,2957.439186,20,18,107
52,3591.355173,11,15,90
52,5119.696675,7,9,53
52,5315.176847,16,8,47
52,6108.344234,4,6,35
53,523.395395,7,23,137
53,729.842607,8,23,137
53,983.966853,18,22,131
53,1103.183422,4,22,131
53,1333.693201,10,21,126
53,1559.594798,19,21,125
53,1950.210791,11,20,119
53,2462.656098,17,18,107
53,3019.329576,6,16,95
53,3107.372834,9,16,95
53,4363.403654,2,11,66
54,1073.196468,19,22,132
54,1073.196468,5,22,132
54,1139.24915,5,22,132
54,1497.413437,6,22,131
54,2043.199124,9,21,125
54,2300.27944,20,19,114
54,3930.946062,11,14,83
54,5059.23224,3,10,59
54,6473.744042,7,4,23
54,7004.653328,12,2,11
55,528.541448,6,23,137
55,635.089244,15,23,137
55,1286.233162,2,21,126
55,2152.987571,5,18,107
55,2185.382186,13,18,107
55,2247.394952,19,18,107
55,3080.728784,8,15,89
55,3315.949789,12,14,83
55,3356.944198,4,14,83
55,3498.141698,18,14,83
55,5011.947103,17,7,41
55,5834.867533,7,4,23
56,479.398192,7,23,137
56,1673.467298,14,19,113
56,1856.259105,18,18,108
56,2163.772662,9,18,107
56,2423.033749,5,17,101
56,2931.213918,10,15,89
56,3181.979064,12,14,84
56,3485.614872,6,14,83
56,3931.624669,8,12,71
56,4254.75062,4,11,65
56,4478.183612,20,11,65
56,4800.775039,11,10,59
56,5207.72916,17,8,47
56,5704.996116,13,6,35
56,6156.37817,15,4,23
57,593.936514,9,23,137
57,913.595764,16,22,131
57,1007.943642,4,22,131
57,1163.549304,12,22,131
57,1549.511944,20,21,125
57,2007.02235,15,20,119
57,2855.909336,18,16,95
57,3040.470015,5,16,95
57,3215.919013,11,15,90
57,3617.334634,10,14,83
57,3930.922985,1,13,77
57,5704.132905,8,6,35
58,1326.495376,9,20,119
58,2235.542602,18,17,101
58,2435.535318,20,17,101
58,2829.254481,13,16,95
58,2957.311527,4,16,95
58,4478.310657,3,11,65
58,4829.294167,19,10,59
58,4953.439519,5,10,59
58,5185.056458,7,9,53
59,454.772222,12,23,137
59,648.257212,3,23,137
59,1187.199869,8,21,125
59,1789.526424,16,19,114
59,2032.282424,11,19,113
59,3060.044609,14,16,95
59,3088.180064,10,16,95
59,3238.485631,20,15,89
59,3238.485631,15,15,90
59,3313.25554,17,15,89
59,3313.25554,20,15,90
59,3313.25554,15,15,90
59,3325.576211,20,15,90
59,3325.576211,15,15,90
59,3387.246202,15,15,90
59,3453.89162,4,15,89
59,3453.89162,15,15,90
59,3560.900337,15,15,90
59,3836.01784,15,14,84
59,4089.01784,15,13,78
59,4342.01784,15,12,72
59,4342.01784,6,12,72
59,4412.075156,15,12,72
59,4559.89077,15,11,66
59,4810.573959,15,10,60
59,4810.573959,9,10,60
59,4870.403625,15,10,60
59,5056.611716,15,9,54
59,5297.611716,15,8,48
59,5382.593859,15,7,42
59,5627.277048,15,6,36
59,5727.165338,15,6,36
59,5727.165338,2,6,35
59,5737.755632,15,6,36
59,5932.302142,15,5,30
59,6167.302142,15,4,24
59,6246.284285,15,3,18
59,6484.967474,15,2,12
60,521.657161,17,23,137
60,733.020136,12,23,137
60,1038.171279,2,22,131
60,1170.718859,3,22,131
60,3102.756653,14,14,83
60,3275.193687,10,13,78
60,3299.294231,10,13,78
60,3319.223646,10,13,78
60,3319.223646,1,13,77
60,3346.760248,10,13,78
60,3633.123574,19,13,77
60,3814.115811,7,12,72
60,3814.115811,5,12,72
60,3953.944742,5,12,72
60,4106.381498,5,11,66
60,4106.381498,6,11,66
60,4106.381498,8,11,66
60,4126.887018,5,11,66
60,4126.887018,8,11,66
60,4203.584355,5,11,66
60,4232.579882,5,11,66
60,4360.775082,5,11,66
60,4360.775082,11,11,65
60,4380.969423,5,11,66
60,4441.69259,5,10,60
60,4526.674733,5,9,54
60,4771.357922,5,8,48
60,4771.357922,15,8,48
60,4874.653434,5,8,48
60,5020.43627,5,7,42
60,5099.418413,5,6,36
61,547.595361,2,23,137
61,745.803382,12,23,137
61,995.395679,11,22,131
61,1208.595459,7,22,131
61,1570.147277,14,21,125
61,1982.943642,18,20,119
61,2090.804908,6,20,119
61,3087.040848,10,16,95
61,3526.662787,1,14,83
61,3699.385055,9,14,83
61,5030.992523,20,8,48
61,5278.448635,19,7,42
61,5595.128153,4,7,41
61,5842.604746,5,7,41
62,432.0,14,23,138
62,544.454574,12,23,137
62,2291.955599,3,17,101
62,2726.815706,15,16,95
62,2914.024491,8,15,90
62,2914.024491,9,15,90
62,3049.219518,8,15,90
62,3242.520763,11,14,84
62,3657.615499,6,14,83
62,3776.356392,4,14,83
62,4337.487522,18,12,71
62,5463.388651,16,7,41
62,5991.859688,7,4,23
63,525.622092,13,23,137
63,679.211432,16,23,137
63,1429.300172,5,20,119
63,2280.07753,19,17,101
63,2540.769556,7,16,95
63,2975.212039,8,15,89
63,3169.000666,18,14,84
63,3169.000666,11,14,84
63,3301.352025,11,14,84
63,3426.399331,11,14,84
63,3600.679635,11,13,78
63,3750.238412,11,13,78
63,3792.524713,11,13,78
63,3903.027208,11,13,78
63,3903.027208,2,13,77
63,3914.096067,11,13,78
63,4135.333232,11,12,72
63,4388.333232,11,11,66
63,4485.315375,11,10,60
63,4707.495101,11,10,60
63,4707.495101,15,10,59
63,4718.258388,11,10,60
63,4824.404535,11,9,54
63,5071.404535,11,8,48
63,5162.386678,11,7,42
63,5413.069867,11,6,36
63,5660.069867,11,5,30
63,5751.05201,11,4,24
64,592.085625,19,23,137
64,773.581822,15,22,132
64,1852.183927,12,18,108
64,2065.695121,11,18,107
64,3218.204689,8,14,83
64,4061.603798,1,10,60
64,4506.730281,2,10,59
64,5022.444296,5,8,48
64,5125.426439,5,7,42
64,6509.770192,18,3,17
65,536.509672,3,23,137
65,3239.010387,5,14,83
65,3641.387995,15,13,77
65,3858.389132,19,12,72
65,4166.446291,2,12,71
65,4607.515834,8,11,65
65,4715.400307,16,11,65
65,5041.063019,14,11,65
65,6215.649289,20,6,35
65,6309.770705,20,6,36
65,6309.770705,13,6,35
65,6321.416629,20,6,36
65,6518.600077,20,5,29
65,6777.600077,20,4,24
65,6880.58222,20,3,17
65,7065.208048,20,3,18
65,7081.294602,12,3,17
65,7081.294602,20,3,18
65,7093.06486,20,3,18
65,7347.262054,20,2,11
65,7600.262054,20,1,6
66,465.545396,4,23,137
66,957.287759,6,22,131
66,1155.196009,8,22,131
66,1317.149719,16,22,131
66,1460.9205,18,22,131
66,1817.055802,10,20,119
66,1936.786373,13,20,119
66,3005.192592,19,16,95
66,3274.02102,3,16,95
66,4198.465038,17,12,71
66,5005.057178,9,8,48
66,5298.098144,7,7,42
67,446.331215,5,23,137
67,513.899613,19,23,137
67,537.962236,12,23,137
67,744.142579,18,23,137
67,820.85253,15,23,137
67,1147.123825,6,22,131
67,1652.382966,20,20,119
67,1995.218919,11,19,113
67,2107.809181,17,19,113
67,2644.617337,14,17,101
67,3288.747863,9,14,84
67,4805.783535,3,7,41
67,5305.024874,16,4,23
68,432.0,5,23,138
