seed,time_s,channel,nodes,scan_credit_s
138,3380.591955,13,13,78
138,3461.801423,19,13,77
138,3896.407255,12,12,71
138,4021.31787,3,11,66
138,4021.31787,15,11,66
138,4137.881557,3,11,66
138,4137.881557,15,11,66
138,4137.881557,17,11,65
138,4149.830318,3,11,66
138,4149.830318,15,11,66
138,4398.391807,3,11,66
138,5257.627604,7,8,48
138,5643.336999,20,7,41
138,6315.30352,18,3,18
138,6394.285663,18,2,11
138,6632.968852,18,1,6
139,553.844983,15,23,137
139,775.041865,10,22,132
139,790.677476,10,22,132
139,790.677476,1,22,131
139,811.789399,10,22,132
139,1648.428884,11,20,119
139,1667.541784,4,20,119
139,2115.126494,13,19,113
139,2910.400982,20,15,90
139,3031.383125,20,14,83
139,3608.63108,5,12,72
139,3764.283034,19,12,71
139,4006.202522,7,12,71
139,4998.225848,8,8,47
139,5244.964803,3,7,42
139,5244.964803,6,7,42
139,5304.754751,3,7,42
139,5491.974732,3,6,36
139,5732.974732,3,5,30
139,5732.974732,9,5,30
139,5817.956875,3,4,24
139,5817.956875,9,4,24
139,6020.762826,3,4,24
140,432.0,1,23,138
140,432.0,16,23,138
140,432.0,20,23,138
140,500.140188,1,23,138
140,500.140188,16,23,138
140,540.884229,16,23,138
140,554.208162,16,23,138
140,578.689679,13,23,137
140,578.689679,16,23,138
140,589.960944,16,23,138
140,769.662851,16,22,132
140,1207.986279,5,21,126
140,1884.907754,18,19,113
140,2750.162435,11,16,95
140,3273.027259,17,14,83
140,3291.404154,2,14,83
140,3672.168395,14,13,77
140,3801.984962,6,13,77
140,4424.930416,3,10,59
140,5466.445101,9,5,29
141,432.0,10,23,138
141,832.01096,17,22,131
141,1256.504777,6,21,125
141,1516.921714,12,20,119
141,3677.300411,13,13,77
141,3862.848621,11,13,77
141,4606.95079,8,12,71
141,5538.974412,18,8,48
141,5629.956555,18,7,42
141,6053.465535,3,6,36
141,6080.755381,3,6,36
141,6097.569474,3,6,36
141,6097.569474,9,6,35
141,6118.457226,3,6,36
142,432.0,16,23,138
142,701.795448,8,23,137
142,927.905995,17,22,131
142,1383.999417,20,21,125
142,1726.791943,12,20,119
142,1834.85584,19,20,119
142,2276.639188,5,19,113
142,3979.981186,1,12,71
142,4222.758126,11,12,71
142,4275.492911,3,12,71
143,432.0,1,23,138
143,432.0,6,23,138
143,455.020009,1,23,138
143,532.748307,1,23,138
143,532.748307,9,23,137
143,544.294115,1,23,138
143,835.919805,15,23,137
143,1068.917212,12,23,137
143,1395.626304,17,22,131
143,2307.841572,10,18,107
143,2885.255542,13,16,95
143,3395.359766,19,14,83
143,3447.124932,5,14,83
143,4452.312585,16,10,59
143,4645.699927,14,9,53
144,475.251468,8,23,137
144,612.102335,11,23,137
144,734.265231,14,23,137
144,764.470559,2,23,137
144,1642.417193,20,20,119
144,1774.087951,5,19,114
144,1901.070094,5,18,108
144,2471.276716,3,17,101
144,2714.785974,18,16,95
144,2915.567522,15,16,95
144,3070.349833,1,15,90
144,4811.35118,6,8,48
144,4977.604301,19,8,47
144,5212.044167,13,7,42
144,6380.060142,12,1,5
145,620.24781,9,23,137
145,1415.622025,16,20,119
145,2550.047399,17,16,95
145,3042.756342,18,14,84
145,3276.861156,6,14,83
145,3793.460585,12,12,71
145,3858.702003,8,12,71
145,4336.205488,19,10,59
145,4560.484687,15,9,54
145,5486.737831,1,5,30
145,5564.517552,14,5,29
145,5564.517552,1,5,30
145,5575.449025,1,5,30
145,6031.366361,20,4,23
146,432.0,13,23,138
146,534.167078,13,23,138
146,534.167078,17,23,137
146,545.8568,13,23,138
146,831.231199,3,22,132
146,1073.876227,5,22,131
146,1504.534584,4,21,125
146,2272.871578,1,18,107
146,2566.948158,14,17,101
146,3687.96436,6,12,71
146,3838.025598,12,11,66
146,4147.118941,2,10,60
146,5959.0597,9,4,23
146,6395.828549,19,2,11
147,432.0,11,23,138
147,917.525481,13,22,131
147,1948.847037,15,18,107
147,2771.140353,10,15,89
147,2953.387209,20,14,83
147,3434.245094,18,13,77
147,3458.065567,9,13,77
147,3531.258904,3,13,77
147,3871.347439,7,12,71
147,5926.907497,8,3,18
147,6135.987241,5,3,17
148,432.0,19,23,137
148,479.530633,19,23,138
148,571.28095,19,23,138
148,571.28095,16,23,137
148,581.506496,19,23,138
148,588.741914,19,23,138
148,588.741914,17,23,137
148,663.830713,19,23,138
148,889.784231,19,22,132
148,992.459908,19,22,132
148,992.459908,13,22,131
148,1004.735758,19,22,132
148,1180.197309,19,22,132
148,1294.559376,19,21,126
148,1482.515341,5,21,125
148,1482.515341,19,21,126
148,1493.036584,19,21,126
148,1506.82302,19,21,126
148,1521.374483,9,21,125
148,1521.374483,19,21,126
148,1541.841902,19,21,126
148,1698.572569,19,20,120
148,1747.000046,19,20,120
148,1867.118566,19,20,120
148,1867.118566,2,20,119
148,1881.305018,19,20,120
148,2027.096401,19,19,114
148,2111.479143,19,19,114
148,2111.479143,10,19,113
148,2242.303269,19,19,114
148,2410.295452,19,18,108
148,2519.277595,19,17,101
148,2641.346092,19,17,102
148,2641.346092,4,17,101
148,2651.940658,19,17,102
148,2689.381738,19,17,102
148,2748.296337,19,17,102
148,2748.296337,15,17,101
148,2759.167001,19,17,102
148,2903.881091,19,16,96
148,3493.206974,12,15,89
148,3548.674357,8,15,89
148,5190.659852,3,6,35
148,5675.802088,7,5,30
149,1350.797452,18,20,119
149,1628.210338,17,20,119
149,3363.888301,16,13,77
149,3454.095593,8,13,77
149,3669.811044,7,12,71
149,3968.376904,19,12,71
149,6268.586324,9,5,29
149,6682.747191,4,3,18
149,6682.747191,6,3,18
149,6780.180928,4,3,18
149,6940.386773,13,2,12
150,613.48592,19,23,137
150,1419.977504,20,20,119
150,1465.415868,4,20,119
150,1679.022295,18,19,113
150,2257.790838,11,19,113
150,2499.646021,13,18,108
150,2730.060533,2,18,107
150,3194.903951,3,16,95
150,3636.454738,1,14,84
150,3782.729511,17,14,83
150,4070.831142,10,13,77
150,4753.527498,16,10,59
150,5038.223519,14,8,47
150,6611.571635,7,2,12
150,6684.553778,7,1,6
151,541.426376,1,23,137
151,885.597065,6,22,131
151,3411.85708,20,14,83
151,4912.688021,2,9,54
151,5836.209524,12,6,35
151,6168.113929,18,4,23
151,6799.652078,7,2,11
152,519.635168,1,23,137
152,739.177253,20,23,137
152,1321.192426,3,21,125
152,1607.871137,13,20,119
152,3167.245043,9,15,89
152,4133.379572,7,11,65
152,5297.539074,8,6,35
152,5742.447414,17,5,29
152,5812.358834,16,5,29
152,5988.627124,5,4,24
152,6741.296408,10,2,12
153,577.891345,2,23,137
153,712.041157,5,23,137
153,1993.868086,17,18,107
153,2716.317918,14,15,89
153,3286.409075,18,13,78
153,3311.239648,18,13,78
153,3348.977132,13,13,77
153,3348.977132,18,13,78
153,3361.684664,18,13,78
153,4389.667076,10,10,59
153,5736.703596,4,5,29
153,5772.522275,19,5,29
154,501.492588,8,23,137
154,900.835272,6,23,137
154,961.147069,5,23,137
154,1145.872957,3,22,132
154,2806.776551,16,16,95
154,2954.967379,4,15,90
154,3252.301086,13,14,84
154,3373.283229,13,13,78
154,3588.779871,9,13,77
154,3800.461819,18,12,72
154,3964.354015,1,12,71
154,4332.301866,12,12,71
154,5955.799101,2,4,23
154,6611.92865,20,1,5
155,432.0,5,23,138
155,571.070285,5,23,138
155,571.070285,10,23,137
155,582.105288,5,23,138
155,778.950405,4,23,137
155,1101.199084,6,22,132
155,1395.31094,13,21,126
155,1582.255155,18,21,125
155,1703.226476,20,20,119
155,1773.106226,7,20,119
155,1773.106226,20,20,120
155,1883.014452,20,20,120
155,2242.149359,16,18,108
155,2518.621159,11,18,107
155,2995.287436,1,16,96
155,3378.31596,8,15,89
156,642.001432,17,23,137
156,964.000108,10,21,126
156,2197.050682,11,19,113
156,2287.039082,8,19,113
156,2703.466005,12,17,101
156,5545.676973,4,8,48
156,6291.916519,16,6,35
156,7243.427707,5,5,30
156,7328.40985,5,4,24
156,8255.183154,15,1,5
157,633.833823,3,23,137
157,854.742899,17,22,131
157,933.982837,10,22,131
157,1298.790986,6,22,131
157,1617.504329,18,21,125
157,3419.511637,2,14,83
157,4523.181339,19,9,53
157,4766.808525,7,8,48
157,4766.808525,16,8,48
157,4766.808525,12,8,48
157,4933.211646,16,8,48
157,4933.211646,12,8,48
157,5002.802385,12,8,48
157,5086.81744,5,7,42
157,5086.81744,12,7,42
157,5169.977805,12,7,42
157,5215.08338,12,7,42
157,5280.863662,1,7,41
157,5280.863662,12,7,42
157,5290.837703,12,7,42
157,5374.76571,12,6,36
157,5621.76571,12,5,30
157,5712.747853,12,4,24
157,5963.431042,12,3,18
157,6210.431042,12,2,12
157,6301.413185,12,1,6
158,745.0,16,22,132
158,965.289454,15,22,131
158,984.578946,2,22,131
158,1049.476314,5,22,131
158,1578.361658,3,21,125
158,3421.236054,11,13,77
158,3522.718278,4,13,77
158,3665.692358,9,13,77
158,4339.588092,12,10,59
158,5794.748542,6,3,17
158,5914.427544,10,3,17
159,577.54568,10,23,137
159,986.147525,20,22,131
159,1906.990314,6,18,108
159,2192.023699,2,18,107
159,2668.445635,9,17,101
159,2995.252541,7,17,101
159,3188.748919,18,16,96
159,3271.208454,19,16,95
159,3271.208454,18,16,96
159,3282.258167,18,16,96
159,3304.321012,12,16,95
159,3304.321012,18,16,96
159,3345.141305,18,16,96
159,3670.100241,13,16,95
159,4967.410235,11,10,59
159,5272.238742,8,8,47
159,5614.328448,1,7,41
160,669.206756,4,23,137
160,899.774789,7,22,131
160,1144.518141,6,22,131
160,1459.675496,18,21,125
160,3016.317552,14,15,89
160,4306.075911,5,12,71
160,4650.070185,8,11,65
160,5143.335892,10,8,48
160,5619.731606,3,7,42
161,432.0,6,23,138
161,591.736687,3,23,137
161,853.462896,20,22,131
161,1077.057973,19,22,131
161,1375.961153,2,21,125
161,2430.171658,11,17,101
161,3193.807173,7,14,83
161,3543.835459,9,12,71
161,3565.5657,8,12,71
161,3937.874098,1,11,65
161,3977.568704,5,11,65
162,841.997883,3,22,131
162,1063.981148,18,22,131
162,2193.486658,14,18,107
162,3009.235499,5,15,90
162,4148.056302,11,11,65
162,4228.886578,2,11,65
162,5164.901779,8,10,59
162,5353.220836,4,9,53
162,6839.200679,17,4,23
163,432.0,15,23,138
163,481.130292,15,23,138
163,598.012167,15,23,138
163,598.012167,7,23,137
163,613.247484,15,23,138
163,809.019115,15,22,132
163,1116.019115,15,21,126
163,1267.001258,15,20,120
163,1577.684447,15,19,114
163,1884.684447,15,18,108
163,2035.66659,15,17,102
163,2108.576029,15,17,102
163,2127.774565,15,17,102
163,2127.774565,9,17,101
163,2153.92788,15,17,102
163,2418.714566,15,16,96
163,2736.192405,8,16,95
163,3138.271102,5,15,89
163,3392.566774,12,14,83
163,3572.441436,2,14,83
163,3790.110279,11,13,77
163,4542.22265,20,11,66
163,4651.204793,20,10,59
163,5621.710635,1,7,41
163,6648.961476,16,2,12
164,505.732288,18,23,137
164,1033.239433,5,22,131
164,1383.098518,9,20,119
164,2050.579925,3,18,107
164,2751.219858,16,16,96
164,2884.202001,16,15,90
164,3657.781914,1,14,83
164,4007.530015,12,12,71
164,4061.563308,8,12,71
164,4435.845376,2,11,65
164,6228.085319,10,2,12
164,6460.317411,15,2,11
165,432.0,1,23,138
165,432.0,10,23,138
165,526.179518,1,23,138
165,526.179518,3,23,137
165,526.179518,10,23,138
165,536.383303,1,23,138
165,536.383303,10,23,138
165,626.438068,10,23,138
165,795.529158,4,23,137
165,1004.384759,20,22,131
165,1315.628898,15,21,126
165,2182.142365,14,18,107
165,2244.162881,5,18,107
165,2472.229808,16,18,107
165,3166.274529,12,15,90
165,3585.378225,8,14,83
165,3611.093766,18,14,83
165,3839.739544,13,13,77
165,5692.658802,7,5,30
165,5765.640945,7,4,24
165,5998.324134,7,3,18
165,6227.324134,7,2,12
165,6300.306277,7,1,6
166,531.382167,3,23,137
166,1157.734104,2,21,125
166,1671.995147,18,19,114
166,2061.551484,10,18,107
166,2333.684288,8,17,102
166,2733.564347,9,17,101
166,3180.769796,14,16,95
166,5691.857392,11,8,47
166,6756.090513,5,3,18
166,6859.072656,5,2,12
167,544.430673,10,23,137
167,1014.304746,13,22,131
167,1311.831611,7,20,120
167,1651.920209,8,19,114
167,1863.0141,6,19,113
167,2291.769999,16,18,107
167,2830.941879,5,17,101
167,5491.543968,4,6,35
167,6122.575121,15,3,17
167,6200.32006,2,3,17
168,585.104986,17,23,137
168,645.489831,12,23,137
168,895.626939,7,23,137
168,1373.599481,14,21,125
168,1776.444473,19,20,119
168,3681.984218,20,14,83
168,4240.453173,2,11,65
168,6635.621581,4,3,17
168,6836.830976,1,2,12
169,550.40029,10,23,137
169,611.139454,1,23,137
169,1078.491073,2,22,131
169,1237.11709,8,21,126
169,1552.399896,20,20,120
169,1652.425928,19,20,119
169,1755.87765,4,20,119
169,3877.699013,12,11,66
169,4541.253059,7,9,53
169,4566.524588,5,9,53
169,4899.620209,3,8,47
169,5137.038414,16,7,41
170,432.0,10,23,138
170,441.12334,10,23,138
170,441.12334,11,23,137
170,452.076709,10,23,138
170,764.534291,1,22,132
170,946.95979,5,22,131
170,1172.473051,15,21,126
170,1501.068961,18,21,125
170,1750.351526,3,20,120
170,1750.351526,9,20,120
170,1860.253993,3,20,120
170,2184.833628,16,20,119
170,3164.865075,2,16,95
170,3648.601952,19,14,83
170,5371.380291,14,6,36
170,5872.746682,4,5,29
171,551.782488,20,23,137
171,789.643255,12,22,132
171,1095.746101,9,21,126
171,1475.959213,6,20,119
171,1621.023263,4,20,119
171,2833.94233,19,15,89
171,3686.541252,13,12,71
171,3824.122079,8,11,66
171,4337.582526,11,10,60
171,4443.21662,11,10,60
171,4443.21662,7,10,59
171,4454.092801,11,10,60
172,446.160291,15,23,137
172,624.823181,18,23,137
172,841.424557,6,22,132
172,2656.611224,19,16,95
172,2794.253194,11,16,95
172,3828.367361,20,12,71
172,3889.363815,10,12,71
172,4276.670436,16,11,65
172,4305.891527,13,11,65
172,4677.984788,2,10,59
173,432.0,9,23,138
173,432.0,10,23,138
173,517.088193,10,23,138
173,575.291144,8,23,137
173,575.291144,10,23,138
173,667.381973,10,23,138
173,845.91919,10,22,132
173,845.91919,16,22,132
173,1011.309855,10,22,132
173,1019.123814,10,22,132
173,1118.415932,10,22,132
173,1118.415932,14,22,131
173,1148.402008,10,22,132
173,1366.823303,5,21,126
173,1366.823303,10,21,126
173,1607.847784,10,21,126
173,1776.420983,10,20,120
173,1903.403126,10,19,114
173,2190.086315,10,18,108
173,2473.086315,10,17,102
173,2600.068458,10,16,96
173,2756.073093,10,16,96
173,2756.073093,17,16,95
173,2769.997778,10,16,96
173,2938.71585,10,15,90
173,3215.71585,6,14,84
173,3215.71585,10,14,84
173,3341.145794,10,14,84
173,3497.017911,10,13,78
173,3497.017911,18,13,78
173,3677.608305,10,13,78
173,3717.588804,10,13,78
173,3717.588804,7,13,77
173,3785.581544,10,13,78
173,3891.174639,10,12,72
173,3994.156782,10,11,66
173,4122.826192,10,11,66
173,4122.826192,11,11,65
173,4133.782396,10,11,66
173,4152.370699,10,11,66
173,4152.370699,13,11,65
173,4186.504662,10,11,66
173,4367.69511,10,10,60
173,4614.69511,10,9,54
173,4705.677253,10,8,48
173,4956.360442,10,7,42
173,5203.360442,10,6,36
173,5203.360442,2,6,36
173,5294.342585,10,5,30
173,5294.342585,2,5,30
173,5448.722866,10,5,30
173,5574.839402,10,4,24
173,5806.219398,10,4,24
173,5806.219398,3,4,23
173,5823.181252,10,4,24
173,5979.638168,10,3,18
173,6218.321357,10,2,12
173,6297.3035,10,1,6
174,432.0,4,23,138
174,491.515629,4,23,138
174,501.10783,4,23,138
174,501.10783,19,23,137
174,511.656052,4,23,138
174,524.493627,4,23,138
174,645.194732,4,23,138
174,645.194732,2,23,137
174,663.554893,4,23,138
174,809.59166,4,22,132
174,954.573803,4,21,126
174,1103.873162,4,21,126
174,1103.873162,15,21,125
174,1114.903717,4,21,126
174,1308.22702,4,20,120
174,1603.22702,4,19,114
174,1679.687089,4,19,114
174,1797.052343,4,19,114
174,1797.052343,14,19,113
174,1803.750085,4,19,114
174,1921.97352,4,18,108
174,1984.574867,4,18,108
174,2139.112425,4,18,108
174,2153.083269,4,18,108
174,2153.083269,9,18,107
174,2168.321181,4,18,108
174,2270.579912,4,17,102
174,2397.562055,4,16,96
174,2559.724743,4,16,96
174,2559.724743,20,16,95
174,2571.611717,4,16,96
174,2591.581183,4,16,96
174,2591.581183,18,16,95
174,2625.042032,4,16,96
174,2761.580621,4,15,90
174,3032.580621,4,14,84
174,3032.580621,16,14,83
174,3197.09631,4,14,84
174,3509.718758,4,13,78
174,3618.700901,4,12,72
174,3887.38409,4,11,66
174,4152.38409,4,10,60
174,4167.38405,4,10,60
174,4167.38405,3,10,59
174,4184.957226,4,10,60
174,4271.755399,4,9,54
174,4428.819992,4,9,54
174,4451.961878,4,9,54
174,4451.961878,8,9,53
174,4463.816782,4,9,54
174,4560.145136,4,9,54
174,4560.145136,7,9,53
174,4571.24138,4,9,54
174,4628.966171,4,8,48
174,4628.966171,6,8,48
174,4667.66222,4,8,48
174,4667.66222,17,8,47
174,4667.66222,6,8,48
174,4678.838308,4,8,48
174,4678.838308,6,8,48
174,4732.913443,6,8,48
175,432.0,10,23,138
175,432.0,19,23,137
175,496.313713,19,23,137
175,810.220258,12,23,137
175,852.353185,15,23,137
175,1172.07018,5,23,137
175,1348.906652,18,22,132
175,1543.826699,11,22,131
175,1967.751482,8,21,125
175,2102.54207,13,20,120
175,2411.085469,20,20,119
175,2447.657087,16,20,119
175,2880.152579,1,18,107
175,3457.876761,4,15,89
176,432.0,19,23,137
176,454.469962,19,23,138
176,470.799144,1,23,137
176,470.799144,19,23,138
176,492.096222,19,23,138
176,704.011118,8,23,137
176,989.308886,9,22,131
176,1313.261101,17,20,120
176,2002.171967,13,18,108
176,2129.15411,13,17,102
176,2978.359648,16,15,89
176,3160.256073,10,15,89
176,3258.780724,11,14,84
176,3401.239578,3,14,83
176,4000.596979,18,13,77
176,4327.534679,12,11,65
176,4691.35336,20,9,54
176,4770.335503,20,8,47
176,4901.37717,2,8,47
176,4901.37717,20,8,48
176,4911.259708,20,8,48
177,657.479766,12,23,137
177,950.370966,20,22,131
177,1287.081268,6,21,126
177,1429.16837,6,21,126
177,1596.920876,6,20,120
177,1596.920876,9,20,120
177,1700.415075,6,20,120
177,1700.415075,9,20,120
177,1700.415075,11,20,119
177,1711.71238,6,20,120
177,1711.71238,9,20,120
177,1799.660662,9,20,120
177,2081.481374,14,20,119
177,5262.991943,15,6,35
177,5849.046872,19,4,23
178,501.386666,9,23,137
178,701.655437,8,23,137
178,760.964883,18,23,137
178,802.796937,14,23,137
178,1172.544372,6,22,131
178,2077.68594,4,19,113
178,2425.317916,15,18,107
178,3029.560462,3,15,89
178,3689.87268,19,12,71
178,4239.683753,1,9,54
179,432.0,7,23,138
179,536.871548,7,23,138
179,536.871548,10,23,137
179,546.668329,7,23,138
179,627.138831,7,23,138
179,627.138831,14,23,137
179,755.208603,7,23,138
179,946.542663,3,23,137
179,1215.819038,6,22,131
179,1545.512495,20,21,125
179,2040.682262,18,20,119
179,2205.439513,16,20,119
179,2344.660878,8,19,114
180,1134.681566,1,22,131
180,2795.804649,6,16,95
180,2970.006183,19,16,95
180,3171.344669,5,16,95
180,3500.073218,17,15,89
180,5376.008705,4,8,47
180,5789.491231,20,7,41
180,6724.75802,8,4,24
180,6833.740163,8,3,18
180,7305.106349,11,3,17
181,432.0,2,23,138
181,432.0,13,23,138
181,438.188681,13,23,138
181,567.581176,16,23,137
181,1081.43737,10,22,131
181,1413.57669,17,21,125
181,1685.536777,1,19,114
181,2036.42916,9,18,108
181,3685.438882,4,12,71
181,3907.45479,5,11,65
181,4843.425258,12,7,41
181,4885.27452,8,7,41
181,5572.090268,6,4,23
182,432.0,15,23,138
182,523.002663,15,23,138
182,523.002663,17,23,137
182,534.70312,15,23,138
182,747.048345,12,23,137
182,834.723809,9,23,137
182,1176.663618,19,22,131
182,1490.48362,1,21,125
182,1718.29565,5,20,120
182,1718.29565,2,20,120
182,1769.574431,5,20,120
182,1998.617525,20,19,114
182,2725.562269,7,17,101
182,2836.196419,3,16,96
182,2933.178562,3,15,90
182,5242.348152,10,5,30
182,5333.330295,10,4,24
183,450.734952,8,23,137
183,678.504251,13,23,137
183,1162.633861,14,21,125
183,1446.206277,5,21,125
183,1701.033613,17,20,119
183,2452.928826,1,18,107
183,4763.407515,2,8,48
183,5529.745115,12,6,35
183,5550.324173,15,6,35
183,5660.814967,4,6,35
184,1002.302966,2,22,131
184,1851.304715,5,19,113
184,2015.350743,3,19,113
184,2680.252397,16,16,96
184,4157.810158,11,11,65
184,6282.947002,18,6,35
184,6571.110591,10,6,35
184,7049.264062,12,4,23
185,476.48342,12,23,137
185,800.355642,4,23,137
185,1075.356158,19,23,137
185,1424.714272,10,22,131
185,2854.803198,17,16,95
185,4080.48733,3,11,66
185,4080.48733,11,11,66
185,4145.495537,11,11,66
185,4539.20428,18,10,59
185,4594.761345,5,10,59
185,5424.16592,16,7,42
185,5521.148063,16,6,35
185,5628.545588,16,6,36
185,5628.545588,20,6,35
185,5639.986775,16,6,36
185,6898.956572,2,1,5
186,587.70592,2,23,137
186,931.952894,10,22,131
186,1152.02995,5,21,126
186,1922.730897,20,19,113
186,2186.813195,12,19,113
186,3062.462988,13,16,95
186,3670.890857,4,14,83
186,3954.070232,16,13,77
186,5068.643301,11,8,47
186,5110.698902,15,8,47
186,5511.086546,8,7,41
186,5553.658387,3,7,41
186,6152.138189,6,4,23
187,432.0,15,23,138
187,513.871727,3,23,137
187,513.871727,15,23,138
187,528.782257,15,23,138
187,669.961244,19,23,137
187,739.976894,4,23,137
187,1096.886996,11,22,131
187,1542.838248,17,21,125
187,1922.388686,14,19,113
187,2395.192493,18,17,101
187,2759.701763,9,16,96
187,2759.701763,8,16,96
187,2802.637628,9,16,96
187,3217.453421,20,16,95
187,3617.691383,6,15,90
187,3888.773073,13,14,83
187,3967.755216,13,13,78
187,4206.438405,13,12,71
187,4441.438405,13,11,66
187,4520.420548,13,10,59
187,4759.103737,13,9,54
187,4997.786926,13,8,47
187,5076.769069,13,7,42
187,5631.044823,13,6,35
187,5866.044823,13,5,30
187,5945.026966,13,4,23
187,6183.710155,13,3,18
187,6418.710155,13,2,11
187,6497.692298,13,1,6
188,610.289043,13,23,137
188,946.118372,19,22,131
188,1298.956134,6,21,125
188,1931.130547,10,18,108
188,2617.497148,11,16,96
188,2750.479291,11,15,90
188,2974.823626,2,15,89
188,5909.970511,5,4,23
188,6087.91024,7,3,17
189,523.003269,2,23,137
189,1937.612812,4,18,107
189,2385.523807,10,16,96
189,3248.364073,6,14,83
189,3527.674544,18,13,77
189,4152.437565,8,10,60
189,4604.075056,16,9,53
189,5388.616131,13,7,41
189,6206.018864,11,3,18
189,6315.001007,11,2,12
190,550.713837,16,23,137
190,753.929027,20,22,131
190,1004.576898,6,22,131
190,1719.126874,8,20,119
190,2542.598934,17,17,101
190,2684.947831,19,16,95
190,4783.769403,9,8,47
190,5146.885017,7,6,35
190,5587.284168,15,4,23
190,5690.266311,15,3,18
190,6179.438312,3,2,11
191,612.64221,1,23,137
191,2665.655496,13,15,89
191,3609.592773,2,13,77
191,3870.582161,17,12,72
191,4324.635657,4,11,65
191,4503.086727,12,11,65
191,4623.127027,9,10,60
191,4623.127027,11,10,60
191,4623.127027,18,10,60
191,4732.10917,9,9,54
191,4732.10917,11,9,54
191,4732.10917,18,9,53
191,4886.871958,9,9,54
191,4886.871958,18,9,53
191,5000.335731,9,9,54
191,5000.335731,15,9,53
191,5000.335731,18,9,54
191,5011.388967,9,9,54
191,5011.388967,18,9,54
191,5137.04189,9,9,54
192,486.439535,13,23,137
192,783.253703,10,22,132
192,1140.986235,12,22,131
192,1564.911295,18,22,131
192,1944.715786,3,21,125
192,1999.278557,1,21,125
192,2161.708153,20,20,119
192,2716.191045,14,19,113
192,3017.538286,16,18,107
192,4575.489867,7,11,65
192,5296.810917,19,8,47
192,6143.38107,8,5,29
193,634.752918,19,23,137
193,784.658961,4,22,132
193,784.658961,16,22,132
193,818.083302,16,22,132
193,1091.877404,7,22,131
193,1153.992901,10,22,131
193,2744.53146,6,16,95
193,2794.205149,5,16,95
193,3078.314385,15,15,89
193,3237.974477,14,15,89
193,3614.788671,20,14,83
193,4197.539617,3,12,72
193,4294.52176,3,11,66
194,540.797746,1,23,137
194,733.684878,19,23,137
194,1032.046691,3,22,131
194,1090.936346,9,22,131
194,1516.325263,12,21,125
194,1539.929733,8,21,125
194,2474.898188,6,19,113
194,2714.475923,18,18,108
194,3810.166979,20,14,83
194,4119.328686,7,14,83
194,4800.462602,2,10,60
194,4891.444745,2,9,54
194,5010.353004,2,9,54
194,5010.353004,10,9,53
194,5020.368787,2,9,54
194,5154.922453,2,8,48
194,5395.922453,2,7,42
195,432.0,10,23,138
195,432.0,15,23,138
195,535.57499,15,23,138
195,753.50183,2,23,137
195,1120.961591,13,22,131
195,1224.140918,3,22,131
195,1299.397986,5,22,131
195,1777.695578,18,21,125
195,2103.851716,9,20,119
195,3425.943961,6,15,89
195,4520.717595,4,10,59
195,4726.011225,19,9,54
195,5106.598483,20,8,47
195,5538.496672,17,5,29
195,5773.863416,14,5,29
195,6037.581505,7,4,24
196,432.0,2,23,138
196,432.0,7,23,138
196,432.0,20,23,138
196,502.590443,2,23,138
196,502.590443,4,23,137
196,502.590443,7,23,138
196,502.590443,20,23,138
196,513.595374,2,23,138
196,513.595374,7,23,138
196,513.595374,20,23,138
196,590.075358,7,23,138
196,590.075358,20,23,138
196,628.334367,20,23,138
196,693.80865,6,23,137
196,693.80865,20,23,138
196,800.504428,20,23,138
196,1159.409544,19,22,131
196,1259.988406,13,22,131
196,1664.209645,12,21,125
196,2985.928715,8,15,89
196,3330.594601,5,14,83
196,3605.64726,10,13,78
196,3782.452177,18,13,77
196,3994.519185,3,13,77
196,4941.448641,1,8,48
196,6454.732134,9,2,11
197,432.0,14,23,138
197,548.273959,3,23,137
197,721.88721,15,23,137
197,1212.158456,11,21,125
197,2545.516959,8,16,95
197,3705.847066,2,15,89
197,4011.05158,5,14,83
197,4377.250105,4,13,77
197,4739.340438,6,11,65
197,5886.213521,18,6,35
198,588.591253,4,23,137
198,1847.845999,7,18,107
198,2719.905602,2,15,89
198,3009.352453,9,14,83
198,3761.103817,15,11,65
198,3873.848328,20,11,65
198,4648.928301,10,9,53
198,5347.776533,6,6,35
198,5706.965835,12,4,23
199,501.287635,20,23,137
199,573.328608,1,23,137
199,1101.917769,6,21,126
199,1412.822219,8,20,120
199,1412.822219,17,20,120
199,1436.390121,8,20,120
199,1436.390121,17,20,120
199,1452.523364,8,20,120
199,1452.523364,10,20,119
199,1452.523364,17,20,120
199,1474.31333,8,20,120
199,1474.31333,17,20,120
199,1569.224026,17,20,120
199,1850.714381,13,20,119
199,3433.426552,7,13,77
199,4231.50786,9,10,59
199,4448.653197,11,9,54
199,5387.756876,19,7,41
199,5997.792496,4,4,23
200,432.0,10,23,138
200,432.0,16,23,138
200,571.998284,10,23,138
200,749.131545,10,22,132
200,870.116056,10,22,132
200,870.116056,11,22,131
200,881.566067,10,22,132
200,914.210286,10,22,132
200,914.210286,12,22,131
200,965.882789,10,22,132
200,1138.1188,10,21,126
200,1219.610884,10,21,126
200,1219.610884,2,21,125
200,1285.914414,10,21,126
200,1472.245439,10,20,120
200,1605.227582,10,19,114
200,1897.910771,10,18,108
200,2186.910771,10,17,102
200,2319.892914,10,16,96
200,2480.971841,10,16,96
200,2491.971841,10,16,96
200,2501.564042,10,16,96
200,2501.564042,3,16,95
