seed,index,remaining,r12_m,reference_m,gap,saving_s,reference_kind,reference_wall_s,r12_wall_s
26,10,18,14019.490878400706,13309.401595058895,0.05335245752937767,142.0178566683622,multistart_2opt_relocate,0.000960700010182336,0.001709899996058084
26,11,18,13955.065612414548,13244.976329072737,0.053611970735135586,142.0178566683622,multistart_2opt_relocate,0.0009663999953772873,0.0016896999877644703
26,12,15,11810.95698853128,11100.86770518947,0.06396700710250375,142.01785666836184,exact_dp_fp64,0.010945999994874,0.002413800000795163
26,13,15,11840.521425300263,11130.432141958452,0.06379709918584235,142.0178566683622,exact_dp_fp64,0.012474699993617833,0.001334200002020225
26,14,7,6360.232867352911,5850.36055048354,0.08715228958448207,101.97446337387427,exact_dp_fp64,2.7000001864507794e-05,0.0002905000001192093
26,15,7,6375.332890421373,5885.2677148278335,0.08326981869640843,98.01303511870792,exact_dp_fp64,1.649999467190355e-05,0.00027940000290982425
26,16,6,5928.876329539973,5456.939641177464,0.08648376551599118,94.38733767250179,exact_dp_fp64,9.300012607127428e-06,0.00035200000274926424
26,17,6,5770.892175661678,5518.377462366797,0.045758869344646,50.50294265897628,exact_dp_fp64,4.49999060947448e-06,0.00034440000308677554
26,18,6,5546.643609209225,5546.643609209225,0.0,0.0,exact_dp_fp64,3.5999983083456755e-06,0.00021669999114237726
26,19,2,2066.594097273614,2066.594097273614,0.0,0.0,exact_dp_fp64,1.2999953469261527e-06,6.280001252889633e-05
26,20,2,2052.5577598143423,2052.5577598143423,0.0,0.0,exact_dp_fp64,6.999907782301307e-07,8.949999755714089e-05
26,21,2,2025.9385960970476,2025.9385960970476,0.0,0.0,exact_dp_fp64,8.00006091594696e-07,9.339999814983457e-05
26,22,2,1627.7998608467153,1627.7998608467153,0.0,0.0,exact_dp_fp64,7.00005330145359e-07,6.419999408535659e-05
26,23,2,1469.8041254975103,1469.8041254975103,0.0,0.0,exact_dp_fp64,6.999907782301307e-07,9.770000178832561e-05
26,24,2,1492.4659233626087,1492.4659233626087,0.0,0.0,exact_dp_fp64,9.00006853044033e-07,8.6499989265576e-05
26,25,1,1236.6772882601085,1236.6772882601085,0.0,0.0,exact_dp_fp64,1.0999938240274787e-06,5.3499999921768904e-05
26,26,1,1217.5606222907286,1217.5606222907286,0.0,0.0,exact_dp_fp64,7.00005330145359e-07,4.810000245925039e-05
27,0,23,17803.696683122314,16833.696683122314,0.05762251858633848,194.0,multistart_2opt_relocate,0.0025107999972533435,0.01312629999301862
27,1,23,16846.270428698324,16827.8544837128,0.0010943727260863468,3.683188997105026,multistart_2opt_relocate,0.0022813000105088577,0.011658799994620495
27,2,22,17114.502928817587,16423.193472277017,0.042093485515318746,138.261891308114,multistart_2opt_relocate,0.0022037000017007813,0.008362299995496869
27,3,22,16196.617401996586,16178.201457011062,0.0011383184363514332,3.6831889971046623,multistart_2opt_relocate,0.0019164999976055697,0.018383800008450635
27,4,22,16196.872468882504,16178.45652389698,0.0011383004898100982,3.6831889971046623,multistart_2opt_relocate,0.0019130000000586733,0.016411400007200427
27,5,21,15746.657085991203,15728.24114100568,0.0011708839418484258,3.6831889971046623,multistart_2opt_relocate,0.0016875000001164153,0.003090199999860488
27,6,21,15286.389605433977,15267.973660448453,0.0012061813437122732,3.6831889971046623,multistart_2opt_relocate,0.0016710999916540459,0.0024114999978337437
27,7,21,15099.536819068297,15081.120874082773,0.0012211257465067802,3.6831889971046623,multistart_2opt_relocate,0.0017026999994413927,0.002869699994334951
27,8,21,14967.59316619234,14949.177221206815,0.0012319035832554302,3.683188997105026,multistart_2opt_relocate,0.001610499995877035,0.005259300000034273
27,9,20,14750.930627863941,14034.392169124038,0.05105589541072565,143.30769174798078,multistart_2opt_relocate,0.001337599998805672,0.0021895000099902973
27,10,17,11734.733359998772,11716.31741501325,0.0015718202514659904,3.683188997104298,multistart_2opt_relocate,0.0007464999944204465,0.001549599997815676
27,11,17,11757.061789135803,11738.64584415028,0.0015688304451829534,3.6831889971046623,multistart_2opt_relocate,0.0007231000054161996,0.0015114999987417832
27,12,17,11740.137812736804,11721.721867751281,0.0015710955432400363,3.6831889971046623,multistart_2opt_relocate,0.0007233999931486323,0.001556099989102222
27,13,15,11954.86461940999,11729.055909665827,0.01925207889563173,45.16174194883242,exact_dp_fp64,0.011738100001821294,0.0020117999956710264
27,14,15,11944.978130744423,11724.75458389765,0.018782785197842895,44.04470936935468,exact_dp_fp64,0.015448100006324239,0.003956000000471249
27,15,15,11615.951489280025,11615.951489280023,1.5659409435589857e-16,3.637978807091713e-13,exact_dp_fp64,0.014028300007339567,0.0025085999950533733
27,16,15,11013.846878641267,11013.846878641267,0.0,0.0,exact_dp_fp64,0.012082000001100823,0.0023034000041661784
27,17,9,6526.42222254509,6508.006277559566,0.002829736819557895,3.683188997104844,exact_dp_fp64,0.00012660000356845558,0.000865399997564964
27,18,6,4644.3987162497615,4625.982771264237,0.003980980020055569,3.683188997104844,exact_dp_fp64,9.60000033956021e-06,0.00023320000036619604
27,19,6,4631.271728352742,4612.855783367218,0.003992308853861728,3.683188997104844,exact_dp_fp64,4.699992132373154e-06,0.0003919000009773299
27,20,5,3930.5175959040766,3912.1016509185524,0.004707430079481753,3.683188997104844,exact_dp_fp64,4.3000036384910345e-06,0.00016070000128820539
27,21,5,3904.406309570411,3885.9903645848867,0.004739060897669381,3.683188997104844,exact_dp_fp64,1.8999999156221747e-06,0.00016349999350495636
27,22,1,640.495143056025,640.495143056025,0.0,0.0,exact_dp_fp64,1.00000761449337e-06,5.0699993153102696e-05
27,23,1,112.85426439571526,112.85426439571526,0.0,0.0,exact_dp_fp64,6.00004568696022e-07,5.290000990498811e-05
27,24,1,114.22738684623472,114.22738684623472,0.0,0.0,exact_dp_fp64,6.999907782301307e-07,5.149999924469739e-05
28,0,23,18776.47777296176,17337.883261292613,0.08297405686661048,287.7189023338295,multistart_2opt_relocate,0.003966699994634837,0.002714600006584078
28,1,23,18330.2739810971,16891.679469427952,0.08516586608648609,287.7189023338295,multistart_2opt_relocate,0.0037622999952873215,0.003089599995291792
28,2,23,18351.525831400053,16912.931319730906,0.08505885138851473,287.7189023338295,multistart_2opt_relocate,0.00228909999714233,0.006310700002359226
28,3,22,16562.95046249043,16531.52737469789,0.0019007976141777658,6.284617558508034,multistart_2opt_relocate,0.002493699998012744,0.0073933000094257295
28,4,22,16517.877153562054,16483.863557013086,0.0020634480764369655,6.802719309793611,multistart_2opt_relocate,0.001823999991756864,0.004460500000277534
28,5,22,16541.639092436955,16389.539103898664,0.009280309078496958,30.419997707658332,multistart_2opt_relocate,0.0018416999955661595,0.004560299988952465
28,6,22,16578.21178080687,16382.039183654173,0.011974858255035472,39.23451943053915,multistart_2opt_relocate,0.0017764999938663095,0.004754900000989437
28,7,22,16595.724279231537,16173.827844220707,0.026085132046312985,84.37928700216617,multistart_2opt_relocate,0.0018392999918432906,0.004657900004531257
28,8,22,16648.139792200014,16040.29019204747,0.03789517476771749,121.56992003050873,multistart_2opt_relocate,0.0019395999988773838,0.0050937999913003296
28,9,22,15959.854289218747,15959.854289218747,0.0,0.0,multistart_2opt_relocate,0.001971600009710528,0.009375900001032278
28,10,22,15913.584768643012,15913.584768643012,0.0,0.0,multistart_2opt_relocate,0.001743400003761053,0.00660500000230968
28,11,20,15173.804563683048,15173.804563683048,0.0,0.0,multistart_2opt_relocate,0.0013094000023556873,0.002150100001017563
28,12,20,15203.978057261967,15203.978057261967,0.0,0.0,multistart_2opt_relocate,0.0013102999946568161,0.0021246999967843294
28,13,20,15036.706208904874,15036.706208904874,0.0,0.0,multistart_2opt_relocate,0.0013315000105649233,0.00217569999222178
28,14,20,14813.760728025434,14813.760728025434,0.0,0.0,multistart_2opt_relocate,0.0013408000086201355,0.0021536999993259087
28,15,19,14816.518428398522,14816.518428398522,0.0,0.0,multistart_2opt_relocate,0.001116799990995787,0.0020246999920345843
28,16,19,14258.137332974888,14258.137332974888,0.0,0.0,multistart_2opt_relocate,0.0011839999933727086,0.0022716999956173822
28,17,19,14278.04586503655,14278.04586503655,0.0,0.0,multistart_2opt_relocate,0.001186900000902824,0.00340400000277441
28,18,19,14281.912232483757,14281.912232483757,0.0,0.0,multistart_2opt_relocate,0.0011759000044548884,0.006052099997759797
28,19,19,14292.042887112517,14292.042887112517,0.0,0.0,multistart_2opt_relocate,0.0011932999914279208,0.005742399996961467
28,20,19,14304.332850700177,14304.332850700177,0.0,0.0,multistart_2opt_relocate,0.0012334999919403344,0.0035887999983970076
28,21,19,14183.522624809368,14183.522624809368,0.0,0.0,multistart_2opt_relocate,0.0012204999948153272,0.0033909000048879534
28,22,18,13310.521948978947,13310.521948978947,0.0,0.0,multistart_2opt_relocate,0.0010722000006353483,0.0017525000002933666
28,23,18,12971.356685090013,12971.356685090013,0.0,0.0,multistart_2opt_relocate,0.0010741000005509704,0.002560799999628216
28,24,14,10211.695961677628,10211.695961677626,1.7812804164676916e-16,3.637978807091713e-13,exact_dp_fp64,0.005293200010783039,0.0034503999922890216
28,25,14,9809.85851298569,9809.858512985687,1.8542463187802251e-16,3.637978807091713e-13,exact_dp_fp64,0.005746199996792711,0.0034903000050690025
28,26,12,9543.310938553126,9543.310938553126,0.0,0.0,exact_dp_fp64,0.001248700005817227,0.0036373000039020553
28,27,12,9620.150662993898,9620.150662993898,0.0,0.0,exact_dp_fp64,0.0010996999917551875,0.0017287999944528565
28,28,12,9648.96113792271,9648.96113792271,0.0,0.0,exact_dp_fp64,0.0010779000003822148,0.0036657000018749386
28,29,12,9632.925540945842,9632.92554094584,1.888304228880454e-16,3.637978807091713e-13,exact_dp_fp64,0.0010215999936917797,0.003257500007748604
28,30,7,4543.661324504034,4543.6613245040335,2.001678023113232e-16,1.8189894035458566e-13,exact_dp_fp64,1.3800003216601908e-05,0.0005226000066613778
28,31,7,4528.744339824993,4528.7443398249925,2.008271241489588e-16,1.8189894035458566e-13,exact_dp_fp64,8.29999044071883e-06,0.0005055999936303124
28,32,7,4528.786336841376,4528.7863368413755,2.0082526180894191e-16,1.8189894035458566e-13,exact_dp_fp64,6.699992809444666e-06,0.00048460000834893435
28,33,5,3503.093196106075,3503.093196106075,0.0,0.0,exact_dp_fp64,2.7000060072168708e-06,0.0003944000054616481
28,34,1,998.4693050111877,998.4693050111877,0.0,0.0,exact_dp_fp64,9.999930625781417e-07,8.060000254772604e-05
28,35,1,1021.4489509629782,1021.4489509629782,0.0,0.0,exact_dp_fp64,5.00003807246685e-07,7.619999814778566e-05
29,0,23,18618.037194314904,17464.98571966248,0.06602075107077199,230.61029493048483,multistart_2opt_relocate,0.003688900003908202,0.00816220001433976
29,1,23,17444.828005109302,17426.41206012378,0.0010567835147007698,3.683188997104298,multistart_2opt_relocate,0.004003299996838905,0.007667500001844019
29,2,23,17429.772575748608,17411.356630763083,0.0010576973050444043,3.683188997105026,multistart_2opt_relocate,0.004364899999927729,0.003012199988006614
29,3,23,17399.729595338435,17381.31365035291,0.001059525497093323,3.683188997105026,multistart_2opt_relocate,0.00387590000173077,0.0029675999976461753
29,4,23,17615.84137729615,17597.425432310625,0.0010465135969101264,3.683188997105026,multistart_2opt_relocate,0.0036561000015353784,0.005558100005146116
29,5,23,17422.138458975976,17403.72251399045,0.0010581612623805612,3.683188997105026,multistart_2opt_relocate,0.0027086999907623976,0.004409300003317185
29,6,23,17428.48231417249,17326.068301269068,0.005910978250958351,20.482802580684073,multistart_2opt_relocate,0.0026842999941436574,0.009313699993072078
29,7,23,18031.78970852238,17311.670770529046,0.04159731013480497,144.02378759866696,multistart_2opt_relocate,0.0025102000072365627,0.011536999998497777
29,8,23,18018.053091123442,17307.96380778163,0.04102673724234136,142.0178566683622,multistart_2opt_relocate,0.002450699990731664,0.00706730000092648
29,9,22,16752.491711866434,16734.20691840539,0.0010926596970025966,3.6569586922087183,multistart_2opt_relocate,0.0018503000028431416,0.007841600003303029
29,10,22,16700.626342100917,16700.626342100917,0.0,0.0,multistart_2opt_relocate,0.002925300010247156,0.008520999996108003
29,11,22,16473.263395064994,16473.263395064994,0.0,0.0,multistart_2opt_relocate,0.002354900003410876,0.00580709999485407
29,12,22,16640.59678076051,16074.466242206943,0.03521924336542315,113.22610771071304,multistart_2opt_relocate,0.0026959000097122043,0.007331600005272776
29,13,22,16661.003700203473,16084.62987087747,0.0358338260782472,115.2747658652006,multistart_2opt_relocate,0.002411599998595193,0.008839499991154298
29,14,22,16676.06171949722,16094.194139353303,0.03615388102726686,116.37351602878297,multistart_2opt_relocate,0.0025480000040261075,0.010533299995586276
29,15,22,16570.783736867983,15964.252091796456,0.03799311371330734,121.30632901430545,multistart_2opt_relocate,0.003626100005931221,0.008315300001413561
29,16,22,16539.229928051634,16000.252930097726,0.033685529866846725,107.79539959078174,multistart_2opt_relocate,0.0033170999959111214,0.005782400010502897
29,17,21,16383.758993919411,15395.343048933884,0.06420226829917726,197.6831889971054,multistart_2opt_relocate,0.0020065999997314066,0.004726999992271885
29,18,19,14518.510290358672,13808.421007016861,0.051424365101627005,142.0178566683622,multistart_2opt_relocate,0.001240700003108941,0.0034143000084441155
29,19,18,13958.350051119834,13248.260767778023,0.05359867953904308,142.0178566683622,multistart_2opt_relocate,0.001000400006887503,0.001661599992075935
29,20,16,11849.47228060421,11139.382997262399,0.06374583614876352,142.0178566683622,exact_dp_fp64,0.028386699996190146,0.0014037999935681
29,21,16,11857.27110521519,11147.181821873379,0.06370123809665056,142.0178566683622,exact_dp_fp64,0.027252300002146512,0.0015376000083051622
29,22,7,6340.958345317439,5630.869061975628,0.12610651668974726,142.0178566683622,exact_dp_fp64,2.989999484270811e-05,0.00029719999292865396
29,23,7,6338.464253947326,5628.374970605515,0.126162398036785,142.0178566683622,exact_dp_fp64,1.8000006093643606e-05,0.0002918999962275848
29,24,5,3638.897507321456,3638.897507321456,0.0,0.0,exact_dp_fp64,6.100002792663872e-06,0.0004318999999668449
30,0,23,19010.080690763294,17571.486179094147,0.08187096395868493,287.7189023338295,multistart_2opt_relocate,0.002595199999632314,0.0027200999902561307
30,1,23,18972.016980906476,17533.42246923733,0.08204869951620596,287.7189023338295,multistart_2opt_relocate,0.003536399992299266,0.002816799998981878
30,2,23,19011.073647913916,17572.479136244772,0.08186633772703801,287.71890233382874,multistart_2opt_relocate,0.003114799998002127,0.002885900001274422
30,3,23,18408.788158478543,17500.0188398667,0.05192961944369903,181.75386372236827,multistart_2opt_relocate,0.0032038999925134704,0.01053430000320077
30,4,23,17376.904837394843,17358.488892409317,0.001060918672107353,3.683188997105026,multistart_2opt_relocate,0.0029479999939212576,0.007183699999586679
30,5,23,17314.243540309264,17295.82759532374,0.0010647622892878648,3.683188997105026,multistart_2opt_relocate,0.003507100002025254,0.002956000011181459
30,6,22,16423.745505453713,16405.32956046819,0.0011225586732434968,3.683188997104298,multistart_2opt_relocate,0.0029510000022128224,0.002555600003688596
30,7,22,16431.122072068996,16412.706127083475,0.0011220541477393764,3.683188997104298,multistart_2opt_relocate,0.0026833000010810792,0.004447600003913976
30,8,22,16446.748039118633,16113.115766100384,0.020705633712392375,66.72645460364984,multistart_2opt_relocate,0.002827299991622567,0.0070549000083701685
30,9,22,16430.777982730975,16121.757814244049,0.019167895464469623,61.804033697385236,multistart_2opt_relocate,0.002821900008711964,0.007180800006608479
30,10,22,16352.72765239107,16211.201331595128,0.008730156260542585,28.3052641591883,multistart_2opt_relocate,0.0026948999875457957,0.012088999996194616
30,11,22,16780.072244104627,15810.162543616041,0.06134723142870055,193.98194009771723,multistart_2opt_relocate,0.0021865000016987324,0.007918900009826757
30,12,22,16795.379708883705,15842.501023869432,0.060146985856500745,190.57573700285465,multistart_2opt_relocate,0.0018642000068211928,0.008396399993216619
30,13,21,15364.95608392917,15346.540138943647,0.0012000063088350897,3.6831889971046623,multistart_2opt_relocate,0.0016892999992705882,0.0024516999983461574
30,14,21,15365.713959755205,15335.674042286995,0.001958826027820941,6.00798349364195,multistart_2opt_relocate,0.001759699996910058,0.007647699996596202
30,15,21,15189.554285086717,15189.554285086717,0.0,0.0,multistart_2opt_relocate,0.0018489999929443002,0.007600199998705648
30,16,21,14990.227774458233,14990.227774458233,0.0,0.0,multistart_2opt_relocate,0.0020628999918699265,0.0066184000024804845
30,17,21,15016.632675408586,15016.632675408586,0.0,0.0,multistart_2opt_relocate,0.0018955999985337257,0.006152899994049221
30,18,21,15045.552436106993,15045.552436106993,0.0,0.0,multistart_2opt_relocate,0.002246999996714294,0.006053999997675419
30,19,21,15084.27685687323,15084.27685687323,0.0,0.0,multistart_2opt_relocate,0.0030918999982532114,0.0062424999923678115
30,20,21,15143.528580222428,15143.528580222428,0.0,0.0,multistart_2opt_relocate,0.002980199991725385,0.00623529999575112
30,21,21,15167.77685688773,15167.77685688773,0.0,0.0,multistart_2opt_relocate,0.0029694999975617975,0.014244399993913248
30,22,21,15209.521016873996,15209.521016873996,0.0,0.0,multistart_2opt_relocate,0.003019899988430552,0.007609899999806657
30,23,14,9772.655806971592,9754.239861986069,0.0018879938617557869,3.6831889971046623,exact_dp_fp64,0.005658199996105395,0.0022158000065246597
30,24,14,9771.885959862238,9753.470014876715,0.0018881428822187332,3.6831889971046623,exact_dp_fp64,0.005269800007226877,0.0022462999913841486
31,0,23,18482.21871993358,17512.21871993358,0.05538989750601282,194.0,multistart_2opt_relocate,0.0025051999982679263,0.004805399992619641
31,1,23,17932.27531756644,17514.6046852896,0.02384699168389677,83.5341264553681,multistart_2opt_relocate,0.0020714999991469085,0.004852300000493415
31,2,23,17372.968087889214,17354.55214290369,0.0010611593335213463,3.683188997105026,multistart_2opt_relocate,0.0027031000063288957,0.007067500002449378
31,3,23,17084.14780746419,17065.731862478664,0.001079118383783768,3.683188997105026,multistart_2opt_relocate,0.002463900003931485,0.002860799999325536
31,4,21,15964.886694590508,15656.771457771112,0.01967935967197539,61.62304736387923,multistart_2opt_relocate,0.0014544000005116686,0.005775700003141537
31,5,21,15936.425584324896,15721.447291275177,0.013674204993138487,42.99565860994371,multistart_2opt_relocate,0.0017265000060433522,0.012152700001024641
31,6,21,15863.80079705714,15845.384852071618,0.001162227686954148,3.683188997104298,multistart_2opt_relocate,0.0016494999872520566,0.006205099998624064
31,7,21,15926.833374899019,15216.744091557206,0.046664994762959565,142.01785666836258,multistart_2opt_relocate,0.0015524000045843422,0.0041049000137718394
31,8,21,15911.712215317708,15201.622931975897,0.04671141275634273,142.0178566683622,multistart_2opt_relocate,0.0016374000115320086,0.006718599994201213
31,9,14,10744.051371401847,10033.962088060036,0.070768583447887,142.0178566683622,exact_dp_fp64,0.005423700000392273,0.0025372999953106046
31,10,14,10514.519451790402,9804.43016844859,0.07242534967783573,142.0178566683622,exact_dp_fp64,0.006089900009101257,0.00327139999717474
31,11,14,10498.989492814966,9788.900209473155,0.07254025152433631,142.0178566683622,exact_dp_fp64,0.005566799998632632,0.0029165000014472753
31,12,14,10520.887374750178,9810.79809140837,0.07237834034762751,142.01785666836184,exact_dp_fp64,0.005349499988369644,0.006926100002601743
31,13,14,10536.657327395433,9826.568044053622,0.07226218555231084,142.0178566683622,exact_dp_fp64,0.005212100004428066,0.00269869998737704
31,14,14,10536.058713059909,9825.969429718098,0.07226658788436545,142.0178566683622,exact_dp_fp64,0.005605099999229424,0.004902000000583939
31,15,13,10624.72729384792,9914.638010506109,0.07162029340752134,142.0178566683622,exact_dp_fp64,0.0022631000028923154,0.002159200012101792
31,16,9,7671.840493020375,6980.167154664089,0.09909122848069844,138.3346676712572,exact_dp_fp64,7.890000415500253e-05,0.0010395999997854233
31,17,9,7288.299781512817,7008.649710386371,0.03990070593940836,55.930014225289234,exact_dp_fp64,6.86999992467463e-05,0.0007192000048235059
31,18,9,7258.534866949474,7037.920288773615,0.031346558233654356,44.12291563517192,exact_dp_fp64,6.479999865405262e-05,0.0007296999974641949
31,19,8,6583.433457274371,6583.433457274371,0.0,0.0,exact_dp_fp64,3.519999154377729e-05,0.0010220000112894922
31,20,8,6558.261466612996,6558.261466612995,1.3867923784420805e-16,1.8189894035458566e-13,exact_dp_fp64,2.8700000257231295e-05,0.0010170000023208559
31,21,2,2532.0300748537584,2532.0300748537584,0.0,0.0,exact_dp_fp64,1.1999945854768157e-06,7.409999670926481e-05
31,22,2,2325.071251750144,2325.071251750144,0.0,0.0,exact_dp_fp64,5.00003807246685e-07,6.289999873843044e-05
31,23,1,1309.5624281426951,1309.5624281426951,0.0,0.0,exact_dp_fp64,7.00005330145359e-07,7.240001286845654e-05
32,0,23,18431.469158346474,17461.469158346474,0.055550881269136855,194.0,multistart_2opt_relocate,0.0021650999988196418,0.01048689999151975
32,1,23,18010.0243913707,17446.109431790985,0.03232325016557154,112.78299191594343,multistart_2opt_relocate,0.002290699994773604,0.010056699989945628
32,2,23,17303.366193710168,17303.366193710168,0.0,0.0,multistart_2opt_relocate,0.00203200000396464,0.003260299999965355
32,3,22,16404.836659974324,16404.836659974324,0.0,0.0,multistart_2opt_relocate,0.0016348999924957752,0.0026092000043718144
32,4,22,16257.502273446533,16257.502273446533,0.0,0.0,multistart_2opt_relocate,0.001600300005520694,0.0026258999860147014
32,5,22,16310.420392967286,16292.00444798176,0.0011303670487155116,3.683188997105026,multistart_2opt_relocate,0.001674799990723841,0.0052610999991884455
32,6,17,13041.572551308635,13023.15660632311,0.0014140922621312616,3.683188997105026,multistart_2opt_relocate,0.0008776000031502917,0.0028549999988172203
32,7,17,13020.445753242042,13002.029808256517,0.0014163899988777662,3.683188997105026,multistart_2opt_relocate,0.0008390999864786863,0.0027908000047318637
32,8,14,10436.579265319106,10418.16332033358,0.001767676741022281,3.683188997105026,exact_dp_fp64,0.005852199989021756,0.002308800001628697
32,9,13,9670.17381551746,9456.007198993639,0.022648736619681815,42.83332330476442,exact_dp_fp64,0.0023194999957922846,0.0028506999951787293
32,10,13,9722.945752396474,9722.945752396474,0.0,0.0,exact_dp_fp64,0.0020634999964386225,0.0022748000046703964
32,11,13,9672.336837906112,9672.336837906112,0.0,0.0,exact_dp_fp64,0.0021111000096425414,0.002375299998675473
32,12,12,8884.358891293774,8884.358891293774,0.0,0.0,exact_dp_fp64,0.0010762999881990254,0.002239900000859052
32,13,10,7374.325857977287,7374.325857977287,0.0,0.0,exact_dp_fp64,0.00020930000755470246,0.0005292999994708225
32,14,10,7100.829640294954,7100.829640294954,0.0,0.0,exact_dp_fp64,0.00016850000247359276,0.0009174000006169081
32,15,10,6687.707258100307,6687.707258100307,0.0,0.0,exact_dp_fp64,0.00016029999824240804,0.0010539000068092719
32,16,8,5511.66511859105,5511.66511859105,0.0,0.0,exact_dp_fp64,3.309999010525644e-05,0.0005823999963467941
32,17,8,5507.667639449668,5507.667639449668,0.0,0.0,exact_dp_fp64,2.6299996534362435e-05,0.0005755000020144507
32,18,7,4832.218107504805,4832.218107504805,0.0,0.0,exact_dp_fp64,1.3700002455152571e-05,0.0008076999947661534
32,19,7,4862.040512385666,4862.040512385666,0.0,0.0,exact_dp_fp64,8.29999044071883e-06,0.0009170999983325601
32,20,4,3165.8234522448183,3165.8234522448183,0.0,0.0,exact_dp_fp64,1.600012183189392e-06,0.00011789999553002417
32,21,4,3022.1351353376795,3022.1351353376795,0.0,0.0,exact_dp_fp64,6.999907782301307e-07,0.00012029999925289303
32,22,4,3055.0641209547675,3055.0641209547675,0.0,0.0,exact_dp_fp64,6.00004568696022e-07,0.00011110000195913017
32,23,3,2284.1158709657934,2284.1158709657934,0.0,0.0,exact_dp_fp64,1.00000761449337e-06,0.00012850000348407775
32,24,3,1548.4199954580188,1548.4199954580188,0.0,0.0,exact_dp_fp64,6.00004568696022e-07,9.519999730400741e-05
32,25,1,310.4095966156575,310.4095966156575,0.0,0.0,exact_dp_fp64,1.00000761449337e-06,5.94000011915341e-05
32,26,1,323.2515675349002,323.2515675349002,0.0,0.0,exact_dp_fp64,6.00004568696022e-07,5.0000002374872565e-05
33,0,23,18851.447066191024,17412.852554521876,0.08261682037246472,287.7189023338295,multistart_2opt_relocate,0.003682099995785393,0.002741300006164238
33,1,23,18211.940087978248,17483.43485965091,0.041668312558455815,145.70104566546723,multistart_2opt_relocate,0.003497199999401346,0.00604130000283476
33,2,23,17365.031106439663,17365.031106439663,0.0,0.0,multistart_2opt_relocate,0.0033103999885497615,0.012251000007381663
33,3,22,17109.279082015073,16380.773853687735,0.04447318758163142,145.7010456654676,multistart_2opt_relocate,0.003005099992151372,0.004516900007729419
33,4,22,16753.50090005444,16024.995671727105,0.04546055694808316,145.70104566546723,multistart_2opt_relocate,0.003045699995709583,0.006258900000830181
33,5,22,16725.567845925038,15997.0626175977,0.0455399372836073,145.7010456654676,multistart_2opt_relocate,0.0030841999978292733,0.005143799993675202
33,6,20,16182.635491112724,15454.130262785387,0.047139840025913794,145.70104566546723,multistart_2opt_relocate,0.002220599999418482,0.003740000000107102
33,7,20,16301.839290022668,15573.334061695332,0.046779015042077016,145.70104566546723,multistart_2opt_relocate,0.0021166999940760434,0.004027100003440864
33,8,20,16279.990033820124,15551.484805492786,0.04684473781371859,145.7010456654676,multistart_2opt_relocate,0.002214100008131936,0.006974200005060993
33,9,20,16249.989077543154,15539.899794201343,0.04569458572743039,142.0178566683622,multistart_2opt_relocate,0.0022099000052548945,0.007664100005058572
33,10,20,15630.862099432861,15502.289786763944,0.00829376269166984,25.714462533783443,multistart_2opt_relocate,0.0020195999968564138,0.007939799994346686
33,11,18,14394.289175261323,14375.873230275798,0.0012810313982694896,3.683188997105026,multistart_2opt_relocate,0.001407100004144013,0.004564000002574176
33,12,17,13562.726029908597,13070.294649110972,0.037675614362000606,98.486276159525,multistart_2opt_relocate,0.0013445000076899305,0.002660199999809265
33,13,17,13591.924740405746,13042.680768151267,0.04211127926980085,109.84879445089572,multistart_2opt_relocate,0.0013544999965233728,0.002631900002597831
33,14,7,5768.022565604905,5768.022565604905,0.0,0.0,exact_dp_fp64,2.0699997548945248e-05,0.00047849999100435525
33,15,7,5830.5594237370115,5830.5594237370115,0.0,0.0,exact_dp_fp64,1.3600001693703234e-05,0.0002964000013889745
33,16,7,5800.770246297424,5800.770246297424,0.0,0.0,exact_dp_fp64,1.09999964479357e-05,0.0002894999925047159
33,17,7,5583.027895065624,5583.027895065624,0.0,0.0,exact_dp_fp64,9.900002623908222e-06,0.0002767999976640567
33,18,7,5403.9288129382385,5403.9288129382385,0.0,0.0,exact_dp_fp64,9.60000033956021e-06,0.0002668000088306144
33,19,5,3846.086242462382,3846.086242462382,0.0,0.0,exact_dp_fp64,4.4000043999403715e-06,0.0001672000071266666
33,20,5,3968.8571757148757,3968.8571757148757,0.0,0.0,exact_dp_fp64,2.2000021999701858e-06,0.00017120000848080963
33,21,5,3896.4584734495693,3896.4584734495693,0.0,0.0,exact_dp_fp64,1.6999983927235007e-06,0.0001618999958736822
34,0,23,17891.45844817352,16921.458448173515,0.05732366409023712,194.00000000000074,multistart_2opt_relocate,0.0025316999963251874,0.006953499992960133
34,1,23,16945.035995442526,16926.620050457,0.0010879871427744324,3.683188997105026,multistart_2opt_relocate,0.002338399994187057,0.007510499999625608
34,2,23,17070.213943851428,17051.797998865903,0.001080000184540654,3.683188997105026,multistart_2opt_relocate,0.002326999994693324,0.0034029999951599166
34,3,23,17045.52708426655,17027.111139281023,0.001081566029309582,3.683188997105026,multistart_2opt_relocate,0.0023342999920714647,0.002849600001354702
34,4,23,17065.285214494117,17046.869269508592,0.0010803124429695356,3.683188997105026,multistart_2opt_relocate,0.0023357999889412895,0.0026962999982060865
34,5,21,16029.405933283955,15319.316649942142,0.04635254297354672,142.01785666836258,multistart_2opt_relocate,0.001545299994177185,0.004587199990055524
34,6,21,16034.427625687897,15324.338342346085,0.04633735352733668,142.0178566683622,multistart_2opt_relocate,0.0016140999941853806,0.0030697000038344413
