seed,index,remaining,r12_m,reference_m,gap,saving_s,reference_kind,reference_wall_s,r12_wall_s
1,9,18,13248.129956453988,13248.129956453988,0.0,0.0,multistart_2opt_relocate,0.0010560999944573268,0.002160599993658252
1,10,18,12885.674680659107,12885.674680659107,0.0,0.0,multistart_2opt_relocate,0.0011163999879499897,0.0018413999932818115
1,11,18,12854.882536269295,12854.882536269295,0.0,0.0,multistart_2opt_relocate,0.0010864999931072816,0.0017410000000381842
1,12,16,12330.130141907524,11622.012431502817,0.06092900989206241,141.6235420809415,exact_dp_fp64,0.038630100010777824,0.0013984000106574968
1,13,16,12328.210793306098,11618.121509964285,0.061119113165825016,142.01785666836258,exact_dp_fp64,0.026315499999327585,0.0014380000066012144
1,14,15,11447.408734087789,11320.794268710317,0.011184238700231755,25.322893075494356,exact_dp_fp64,0.011999900001683272,0.0021877999970456585
1,15,15,11475.76351750242,11293.580082107,0.016131592822727896,36.436687079084,exact_dp_fp64,0.01085570000577718,0.0020952999911969528
1,16,15,11374.339230382075,11374.339230382073,1.599204460762997e-16,3.637978807091713e-13,exact_dp_fp64,0.014683299988973886,0.002078100005746819
1,17,15,11333.364411697994,11333.36441169799,3.209972497960703e-16,7.275957614183426e-13,exact_dp_fp64,0.012482099991757423,0.0022753999946871772
1,18,15,11521.264790358979,11521.264790358977,1.5788105183278065e-16,3.637978807091713e-13,exact_dp_fp64,0.011921299999812618,0.0032838000042829663
1,19,9,7568.556117604356,6876.88277924807,0.10057948645620432,138.3346676712572,exact_dp_fp64,0.00012900000729132444,0.0004231000057188794
1,20,9,7548.414450528618,6856.741112172332,0.10087493855184393,138.3346676712572,exact_dp_fp64,9.299999510403723e-05,0.00041730000521056354
1,21,8,5500.295604238172,5500.295604238172,0.0,0.0,exact_dp_fp64,3.1499992473982275e-05,0.0009191999997710809
1,22,8,5521.6693960074535,5521.6693960074535,0.0,0.0,exact_dp_fp64,2.5699991965666413e-05,0.000582000007852912
1,23,6,4797.538294136628,4797.538294136628,0.0,0.0,exact_dp_fp64,8.300004992634058e-06,0.00023030000738799572
1,24,5,5030.2933175473845,5030.2933175473845,0.0,0.0,exact_dp_fp64,3.2999960239976645e-06,0.0005808999994769692
1,25,5,4695.362329915169,4695.362329915169,0.0,0.0,exact_dp_fp64,1.0999938240274787e-06,0.00031209998996928334
1,26,2,2832.0757521664523,2832.0757521664523,0.0,0.0,exact_dp_fp64,8.999923011288047e-07,8.690000686328858e-05
1,27,2,3011.9314969357756,3011.9314969357756,0.0,0.0,exact_dp_fp64,4.00003045797348e-07,8.539999544154853e-05
2,0,23,18202.231652713,17232.231652713,0.05628986538416721,194.0,multistart_2opt_relocate,0.02002599999832455,0.010394100012490526
2,1,23,17963.341958508056,17253.252675166248,0.0411568355666573,142.0178566683615,multistart_2opt_relocate,0.002331200012122281,0.010397400008514524
2,2,23,17345.95594529947,17327.540000313944,0.0010628135895338557,3.683188997105026,multistart_2opt_relocate,0.0024516999983461574,0.010496799994143657
2,3,23,17518.23744962054,16998.14156334965,0.03059722054511472,104.01917725417806,multistart_2opt_relocate,0.002317400008905679,0.009952299995347857
2,4,23,17561.456619814664,16955.472170960435,0.03573975662512639,121.19688977084589,multistart_2opt_relocate,0.0024747999996179715,0.006913799996254966
2,5,23,17618.790504038407,16890.28527571107,0.04313161183695085,145.70104566546723,multistart_2opt_relocate,0.0021349000016925856,0.00740139999834355
2,6,23,17180.058346360987,17180.058346360987,0.0,0.0,multistart_2opt_relocate,0.0025101999926846474,0.014791299996431917
2,7,23,17191.939359396543,17191.939359396543,0.0,0.0,multistart_2opt_relocate,0.002624400003696792,0.0031694999925093725
2,8,21,16760.070746190053,16031.565517862715,0.045441926898257184,145.7010456654676,multistart_2opt_relocate,0.0015798999957041815,0.002913000003900379
2,9,19,15564.676582194017,14836.171353866683,0.04910331722054878,145.7010456654669,multistart_2opt_relocate,0.0011017000069841743,0.003564999991795048
2,10,19,15570.850582747527,14842.345354420193,0.04908289161391724,145.7010456654669,multistart_2opt_relocate,0.0010755999974207953,0.001953200000571087
2,11,15,12494.55416078722,11766.343588166377,0.06188928337544191,145.64211452416856,exact_dp_fp64,0.019239399989601225,0.0011717000015778467
2,12,15,12480.349659165695,11778.456181230098,0.059591296782520585,140.37869558711935,exact_dp_fp64,0.01240039999538567,0.0012516999995568767
2,13,15,12371.91861085002,11895.205506525775,0.040076071326612804,95.34262086484887,exact_dp_fp64,0.010295200001564808,0.0025384999898960814
2,14,15,12186.525710578317,12136.408862760927,0.004129462708789159,10.0233695634779,exact_dp_fp64,0.01128390000667423,0.0023289999953703955
2,15,14,11692.35851453644,11692.35851453644,0.0,0.0,exact_dp_fp64,0.005117300010169856,0.001831699992180802
2,16,14,11666.275067067576,11666.275067067574,1.5591861096097712e-16,3.637978807091713e-13,exact_dp_fp64,0.0057000999950105324,0.0018481000006431714
2,17,11,9583.028681510907,9323.117964852718,0.027878089458701263,51.98214333163778,exact_dp_fp64,0.0005474999925354496,0.0005992000078549609
2,18,11,9588.405761417875,9328.495044759684,0.02786202012340635,51.98214333163814,exact_dp_fp64,0.00045039999531582,0.000625100001343526
2,19,4,4273.75078209453,4273.75078209453,0.0,0.0,exact_dp_fp64,2.8999929782003164e-06,0.00011449999874457717
2,20,4,4330.208702874417,4330.208702874417,0.0,0.0,exact_dp_fp64,1.7999991541728377e-06,0.00011860000086016953
2,21,3,3487.5130732177286,3487.5130732177286,0.0,0.0,exact_dp_fp64,2.3000029614195228e-06,8.579999848734587e-05
2,22,3,3151.6730584324127,3151.6730584324127,0.0,0.0,exact_dp_fp64,1.3999961083754897e-06,0.00011799999629147351
2,23,3,3177.429176425092,3177.429176425092,0.0,0.0,exact_dp_fp64,1.300009898841381e-06,8.319999324157834e-05
2,24,2,2521.6573862705445,2521.6573862705445,0.0,0.0,exact_dp_fp64,1.5999976312741637e-06,5.5500000598840415e-05
2,25,2,2470.038713985059,2470.038713985059,0.0,0.0,exact_dp_fp64,9.999930625781417e-07,5.6599994422867894e-05
3,0,23,17381.78979420323,17363.373849217704,0.001060620196595885,3.683188997105026,multistart_2opt_relocate,0.019185599987395108,0.014353500009747222
3,1,23,17094.472259994924,17076.056315009402,0.0010784659318167254,3.683188997104298,multistart_2opt_relocate,0.0024733000027481467,0.007336399998166598
3,2,23,17088.418718344594,17088.418718344594,0.0,0.0,multistart_2opt_relocate,0.002366300002904609,0.005488700000569224
3,3,21,16790.70889782873,15839.124842814257,0.06007807025059069,190.31681100289424,multistart_2opt_relocate,0.0019280999986222014,0.00794280000263825
3,4,21,16788.621085763334,15837.037030748861,0.060085990401291436,190.3168110028946,multistart_2opt_relocate,0.0018029000057140365,0.0025126000109594315
3,5,21,16766.705372567285,15815.121317552812,0.0601692542161111,190.3168110028946,multistart_2opt_relocate,0.001785200001904741,0.002528800003346987
3,6,20,16140.440751920678,15745.869840366111,0.02505869256857725,78.91418231091339,multistart_2opt_relocate,0.002023599998210557,0.002228500001365319
3,7,20,16043.547676580762,15802.052904908096,0.015282493554850562,48.29895433453312,multistart_2opt_relocate,0.0024056000111158937,0.00835689999803435
3,8,20,16007.064164906185,15765.56939323352,0.015317859168239974,48.29895433453312,multistart_2opt_relocate,0.0024693000013940036,0.005285799998091534
3,9,20,15994.04070559601,15752.545933923344,0.015330523249108767,48.29895433453312,multistart_2opt_relocate,0.0023997999960556626,0.005462899993290193
3,10,20,16036.966920279478,15795.472148606814,0.015288860592493526,48.29895433453275,multistart_2opt_relocate,0.002311899996129796,0.005227600006037392
3,11,17,14150.663491075917,14150.663491075917,0.0,0.0,multistart_2opt_relocate,0.0014833000022917986,0.001408099997206591
3,12,17,14130.544193381962,14130.544193381962,0.0,0.0,multistart_2opt_relocate,0.0013755999971181154,0.0016976999904727563
3,13,16,13119.01148241622,13119.011482416217,1.3865293173833254e-16,3.637978807091713e-13,exact_dp_fp64,0.03617360000498593,0.006358600003295578
3,14,16,12885.933536200535,12885.933536200535,0.0,0.0,exact_dp_fp64,0.030995399996754713,0.003348300000652671
3,15,15,12707.854755807366,12707.854755807366,0.0,0.0,exact_dp_fp64,0.01385439999285154,0.003417800005991012
3,16,15,12743.372793016508,12743.372793016508,0.0,0.0,exact_dp_fp64,0.015218100001220591,0.005011799992644228
3,17,15,12810.54647925978,12810.54647925978,0.0,0.0,exact_dp_fp64,0.014650600001914427,0.0036360999947646633
3,18,15,12944.724542976017,12796.199606813065,0.011606956809572836,29.70498723259043,exact_dp_fp64,0.01598119999107439,0.0031553000007988885
3,19,15,13087.1092615338,12582.402798544455,0.040112089166922056,100.94129259786897,exact_dp_fp64,0.016293599997879937,0.0021933999960310757
3,20,15,13086.562696263878,12575.75466740431,0.04061847915843617,102.16160577191367,exact_dp_fp64,0.014888899997458793,0.002083300001686439
3,21,15,13123.02525798839,12542.710298238992,0.046267110213880656,116.06299194987987,exact_dp_fp64,0.011570000002393499,0.0021258999913698062
3,22,15,12939.401470678777,12732.843984920219,0.016222415510877886,41.31149715171159,exact_dp_fp64,0.013514799997210503,0.00391370001307223
3,23,15,13160.97669603218,12534.597924299529,0.04997198757515426,125.27575434653008,exact_dp_fp64,0.012351599987596273,0.001978400003281422
3,24,15,13135.840023870269,12509.461252137618,0.0500724019290291,125.27575434653008,exact_dp_fp64,0.013045400002738461,0.0020989000040572137
3,25,14,13364.053807069267,12673.576699036692,0.054481629332393436,138.0954216065151,exact_dp_fp64,0.00707019999390468,0.003185200010193512
3,26,10,8905.573420753088,8905.573420753088,0.0,0.0,exact_dp_fp64,0.00025919999461621046,0.001256999996257946
3,27,10,8401.43888823416,8401.43888823416,0.0,0.0,exact_dp_fp64,0.00022560000070370734,0.00228610000340268
3,28,6,5323.653505910482,5323.653505910482,0.0,0.0,exact_dp_fp64,8.90000956133008e-06,0.00021040000137872994
4,0,23,18435.83308019433,17667.638399542397,0.04348032619185994,153.63893613038672,multistart_2opt_relocate,0.028695700006210245,0.009314399998402223
4,1,23,17617.146399677244,17617.146399677244,0.0,0.0,multistart_2opt_relocate,0.0032484999974258244,0.0031125999958021566
4,2,23,17319.278833198307,17319.278833198307,0.0,0.0,multistart_2opt_relocate,0.003032300010090694,0.0027612000121735036
4,3,23,17335.422568538685,17317.00662355316,0.0010634600647710837,3.683188997105026,multistart_2opt_relocate,0.003615699999500066,0.002546300005633384
4,4,23,17268.396637305475,17249.98069231995,0.00106759220859443,3.683188997105026,multistart_2opt_relocate,0.0037539000040851533,0.005489499992108904
4,5,23,17433.617236663787,17203.709448905855,0.013363849723267382,45.98155755158659,multistart_2opt_relocate,0.003526200001942925,0.00512860000890214
4,6,23,17463.247983237194,17187.714866386574,0.016030817301342988,55.106623370124,multistart_2opt_relocate,0.0035857000038959086,0.009829599992372096
4,7,21,16604.418475425897,15912.745137069614,0.04346662580204287,138.33466767125645,multistart_2opt_relocate,0.0030284999957075343,0.005375099994125776
4,8,21,16664.850731099872,15973.177392743588,0.04330217597598976,138.33466767125682,multistart_2opt_relocate,0.0029636999970534816,0.002546600007917732
4,9,16,13446.14486832451,12804.067204083174,0.05014638348950404,128.41553284826733,exact_dp_fp64,0.04199019999941811,0.004606899994541891
4,10,16,13277.170339102675,12307.170339102675,0.07881584257577794,194.0,exact_dp_fp64,0.03167609999945853,0.002537699998356402
4,11,16,13303.336086743424,12333.336086743424,0.0786486310903837,194.0,exact_dp_fp64,0.028628000000026077,0.002887499998905696
4,12,15,12966.350641838872,12441.389256270628,0.04219475612851323,104.99227711364874,exact_dp_fp64,0.014218899988918565,0.003083500007051043
4,13,14,11589.37544335997,11311.048781716256,0.02460661845023736,55.66533232874281,exact_dp_fp64,0.006502699994598515,0.0010211999906459823
4,14,14,11583.678735493419,11305.352073849705,0.024619017596763628,55.66533232874281,exact_dp_fp64,0.005962700000964105,0.0021182999917073175
4,15,13,10799.893726956452,10521.8749036861,0.026422935628416726,55.603764654070254,exact_dp_fp64,0.002310399999259971,0.0008815000037429854
4,16,13,10803.59525830489,10332.50850254547,0.04559268019410431,94.21735115188385,exact_dp_fp64,0.0021917999983998016,0.0017099999968195334
4,17,10,8138.930456916792,8138.930456916792,0.0,0.0,exact_dp_fp64,0.00019530000281520188,0.0014058999950066209
4,18,9,7127.908090377081,7127.908090377081,0.0,0.0,exact_dp_fp64,8.469999011140317e-05,0.00044920000073034316
5,0,23,18200.620123824607,17472.11489549727,0.041695308935673206,145.70104566546723,multistart_2opt_relocate,0.01972589999786578,0.004986200001440011
5,1,23,18210.112876050025,17481.60764772269,0.04167266781223281,145.70104566546723,multistart_2opt_relocate,0.0034405000042170286,0.0031221000099321827
5,2,21,16664.223885651547,15972.550547295263,0.04330387537721142,138.33466767125682,multistart_2opt_relocate,0.0028909999964525923,0.00451739999698475
5,3,21,16680.692081871708,15989.018743515424,0.04325927372102195,138.33466767125682,multistart_2opt_relocate,0.00286019999475684,0.004624799999874085
5,4,20,15880.446072188608,15170.356788846797,0.0468076850943853,142.0178566683622,multistart_2opt_relocate,0.0021792000043205917,0.00540049999835901
5,5,20,15913.301191101404,15203.211907759594,0.04670653067588866,142.01785666836184,multistart_2opt_relocate,0.0020490999886533245,0.006063599998014979
5,6,19,15204.745409666708,14496.980096108537,0.048821568965812315,141.55306271163425,multistart_2opt_relocate,0.0018742999964160845,0.006154100003186613
5,7,19,15180.431086027134,14488.757747670848,0.04773862262052635,138.3346676712572,multistart_2opt_relocate,0.0019472000130917877,0.00706720000016503
5,8,18,14214.346594821178,13792.04834354138,0.030618965418400187,84.45965025595942,multistart_2opt_relocate,0.0014598999987356365,0.004338600003393367
5,9,18,14198.22992049696,13950.102921407653,0.01778675042666061,49.6253998178614,multistart_2opt_relocate,0.0014127000031294301,0.006093500007409602
5,10,18,14643.674018062273,13801.869626050304,0.06099205504905708,168.36087840239378,multistart_2opt_relocate,0.0013627000007545575,0.0052774999930989
5,11,18,14615.124879370233,13829.993785634386,0.0567701696693013,157.02621874716934,multistart_2opt_relocate,0.0013004999927943572,0.004651999988709576
5,12,18,14652.59435414457,13798.295426153227,0.06191336694908773,170.85978559826873,multistart_2opt_relocate,0.0011636999988695607,0.008163100006640889
5,13,18,14342.79540771563,13975.018212754501,0.026316759617921043,73.55543899222576,multistart_2opt_relocate,0.0012832999927923083,0.004371100003481843
5,14,17,13678.772105071332,13517.457852335481,0.011933771460436206,32.26285054717009,multistart_2opt_relocate,0.0008429000008618459,0.003975300001911819
5,15,17,12877.03474734782,12737.979350834616,0.010916597733697284,27.811079302640792,multistart_2opt_relocate,0.0007653000066056848,0.002909999995608814
5,16,16,11554.454824563483,11554.454824563483,0.0,0.0,exact_dp_fp64,0.03637660000822507,0.0033645000075921416
5,17,16,11806.83923415634,11806.83923415634,0.0,0.0,exact_dp_fp64,0.028316500000073574,0.00381809999817051
5,18,16,11848.73079828787,11848.73079828787,0.0,0.0,exact_dp_fp64,0.027528199992957525,0.006243900003028102
5,19,10,7243.920401894503,7243.920401894503,0.0,0.0,exact_dp_fp64,0.00025610000011511147,0.0009775000071385875
5,20,7,4931.158945164555,4931.158945164555,0.0,0.0,exact_dp_fp64,1.5400000847876072e-05,0.00031770000350661576
5,21,7,4999.355187244283,4999.355187244283,0.0,0.0,exact_dp_fp64,9.60000033956021e-06,0.0007329999934881926
5,22,3,2271.678807829262,2271.678807829262,0.0,0.0,exact_dp_fp64,1.2999953469261527e-06,8.329999400302768e-05
6,0,23,18984.762382416055,17546.167870746907,0.08198909997137221,287.7189023338295,multistart_2opt_relocate,0.016914400010136887,0.0031893999985186383
6,1,23,18953.485493268105,17514.890981598957,0.08213551047394622,287.7189023338295,multistart_2opt_relocate,0.001935399996000342,0.0026003999955719337
6,2,23,18892.853370230823,17454.258858561676,0.08242083054494674,287.7189023338295,multistart_2opt_relocate,0.002331699986825697,0.0028297999961068854
