audit,delta,directional_count,full,historical_B,historical_failed,id,revised_B,revised_failed,scene_hash,total
True,0.0,7,True,512.4182478461538,0,305,512.4182478461538,0,b558018b23aec9a2060117c0bd1238bdd053f27616a4cf7be76cf4ee96355354,13
True,0.0,10,True,448.88174146666665,0,306,448.88174146666665,0,d2d156f7863b789905b7cbc8a49a78bb448f095258d437481cd94e11df872433,15
True,0.0,7,True,608.7076596363636,0,307,608.7076596363636,0,2d55bcbf9ed3be8e4307f4ecd395b58a6540906735135ebfd17c42e1dc393b3a,11
True,-0.028328750000014224,3,True,497.65474066666667,0,308,497.62641191666665,0,a7df64380905ea43d3376e23aa4abeaa2b096e1d7d56589ae20a45bff1bdc64a,12
True,0.0,3,True,441.4333948666666,0,309,441.4333948666666,0,afb09459694be9af583d91f7145f38793ff3ba7aa4c50fde07de189a24a43206,15
True,0.0,13,True,530.4098022857144,0,310,530.4098022857144,0,4880d4fdf2e007990efb80397c750d858fcb4fbfba915d20c0d45c15e28192ad,14
True,0.0,13,True,522.2864365714286,0,311,522.2864365714286,0,15b12b559d7b8759b134a68c4bba4ead9f9689e59890e98655301ca5b0594d5a,14
True,8.333336154464632e-08,10,True,553.8072499166666,0,312,553.80725,0,2943accd336389b0b767f4e49e8b104cb67ff836992d559e0034c7d478873e0a,12
True,0.00014500000000339242,1,True,244.69536775,0,313,244.69551275,0,43be6de2cd928b19b24b4b2cc1b4851e1b9eb81ae53eea862e155b460a27357a,16
True,-3.300000003036985e-05,12,True,567.78245525,0,314,567.78242225,0,664571fc730e48828156c2856d89a9e3dc0530a25a1c7edb5805af8d281e57ff,12
True,0.0,9,True,655.1855529000001,0,315,655.1855529000001,0,7a6de028b32cb77d1380dfacedd3c300e75e89037ea09fa811fafd2e303f5e85,10
True,0.0,9,True,352.71916325,0,316,352.71916325,0,922922b7b2e1e4088ef95033c2e7c2d6fae2af330f827dbf97bf983de4f167b4,16
True,-0.11462949999997818,6,True,514.1519219166667,0,317,514.0372924166667,0,8089325dcdc71dab19c354943c6bcea1204f91d3ce8d3c96606b6fc66873d559,12
True,0.0,9,True,506.374394,0,318,506.374394,0,3a494a6e151c742d5bfdbe8ba36c1e694c5e4c9daf9e92aed7f8c7f31244f47b,13
True,-0.011764071428501666,9,True,520.8446464285714,0,319,520.8328823571429,0,166460c76a0304e79eb54e158387b51ffd62fd66fedf8719b10d1a2316cfbf02,14
True,0.04033966666656852,6,True,538.3928975833334,0,320,538.4332372499999,0,d013b0681cd645a8a9b01e0818a59de3b1127bee6212cdbedfd49183f0c1f2da,12
True,0.0,7,True,670.6741678000001,0,321,670.6741678000001,0,b61fb4eb7fa0167c8d37b1ffc8f626bf47aac5bb50116b120ebb7eadd244bcf7,10
True,0.0,5,True,562.1638898333333,0,322,562.1638898333333,0,86a5b303f9b7554aa97143c17e1d59a90b6afd0b1cb0f10169dc58ca262343d5,12
True,0.0,2,True,452.4733567142857,0,323,452.4733567142857,0,88ab83d008d6d8e5926f1b8f0aa6e83370d9038462e483aa35e0bd4616a59cb6,14
True,6.666664376098197e-08,15,True,499.020288,0,324,499.02028806666664,0,5bffe0735296561498a233dbe1f18a9916fe1a24afd26c5de30eceb804e6efdc,15
True,0.062139600000023165,2,True,642.0094892,0,325,642.0716288,0,2e3f95b8af4725e5cad1958d651b5da7aeeee7e61f8d9436e601a2bf482dc42d,10
True,0.0,4,True,594.2802899090909,0,326,594.2802899090909,0,0648bf3cec3939c40477931df0e04b4407c0ac3c54613b030120c69ba6a5b4bb,11
True,0.0,2,True,664.6327457,0,327,664.6327457,0,7e3c6bb78d3f16d99128a054e6cfeeb050a8ac17bc1fca7faecebf938aff9f82,10
True,0.0,14,True,469.743434,0,328,469.743434,0,e70fc550ab5a098fe6e97fb9c936af15e0dd2e65c8d66e42bca58bfc85c2525f,14
True,0.0,4,True,431.44078406666665,0,329,431.44078406666665,0,5b5df5ad2decc4fe0d9b5e51d5b026848d35c480eb6438cfbd10a888543248df,15
True,-0.0007015624999553438,14,True,407.962932375,0,330,407.9622308125,0,cc430efff444a39fe107918649250fee03f88a9271e7c3898eaf1a90d4a1cd9e,16
True,-0.0002125833333366245,5,True,618.3926623333333,0,331,618.39244975,0,9933fc0fd51f6090f0dcfcb3530a3b75670377161d8c49ee2c3cce27afe89640,12
True,0.0,9,True,535.3217379285715,0,332,535.3217379285715,0,5d0f358d96614246762ee2ac577a88206920db49f795b92b2ff5e1dcc594ae9f,14
True,0.0,5,True,589.0012768181819,0,333,589.0012768181819,0,e77c7bac3c3e6fa1da8db002e40fe64ec012a1db6f4dfadf9b0c74b5ade8cc72,11
True,0.0,3,True,613.3547626,0,334,613.3547626,0,9031088877c5b0c89f2e9144164daa113649916935f4dd779e13847fbfbd8d86,10
True,-0.0037087692307977704,10,True,514.3143971538461,0,335,514.3106883846153,0,c7eeccc7c7126527dd45aa9a64e3efc6e851c36b022d54e9364ad46cccbb2522,13
True,0.0,5,True,492.4351486153846,0,336,492.4351486153846,0,b6e08fab38f830fb676ade0ffa7b2a399a6d8e76309676fb4c5125728ab32aa9,13
True,0.0,7,True,773.2412564,8,337,773.2412564,8,52f92a7b9c7e706712b6dc81c695b51dd333bcd3826bf4705b6266bddbfd5446,10
True,0.0,1,True,442.6489834615385,0,338,442.6489834615385,0,bb9718da5a3c0895c07b4f9757b63675ec6dfc671ce0b7f42f92c67a1222bfc8,13
True,0.0,4,True,608.7938341666667,0,339,608.7938341666667,0,63671e8e9d0b06cd8f1d7bb535f0973e6a304442491981acdc51096a4ba0ab04,12
True,0.0,4,True,306.5320281875,0,340,306.5320281875,0,cfb301449be2e451327efaa4eb3fb9f6e22ede0e1f6afc78c312b3a3cceeccd2,16
True,-0.009280266666678472,14,True,473.7230692,0,341,473.7137889333333,0,10cbc48d6e0df517bdf64e4f99376b9b248768406f07304b7db7b41aa32d01be,15
True,0.0,7,True,573.3947513636364,0,342,573.3947513636364,0,9d570e12284b2f7cd215b81829e2dfb07aa2ba9bd2de3e8e9c91ad6f9a66e0d3,11
True,0.0,14,True,544.7678231428571,0,343,544.7678231428571,0,d0a1701db561665f20d4140ffe48ef8cbfe65700103e140a623d09e4c0a21017,14
True,0.0,8,True,483.53546785714286,0,344,483.53546785714286,0,a826af65746afce083627ef76325ac8db77e75aaf3c780c174a41f49d9357385,14
True,0.05693390909084428,9,True,674.3662305454545,0,345,674.4231644545454,0,8ab4505940644e6acb910aa712867b17bc1243e69e26c62692ea0ea994da6734,11
True,-0.016294818181791015,5,True,617.7421876363636,0,346,617.7258928181818,0,8cf31e785ed47106e94f1e6824fa76cc46e8f515beb7d3f6d17ee3f4d0e0403d,11
True,-0.23730306249996147,5,True,357.595663625,0,347,357.3583605625,0,a58233c5430f7cd582b2979f339cbc1375415a7f586d4bb46b703a2897a317bb,16
True,0.01657618181820908,10,True,659.6218842727272,0,348,659.6384604545455,0,ad1f2f515887b9264805debe0da8f1d0e2d52a59a76a61eaf9177bcd0beb1d8b,11
True,0.0,9,True,560.0136883636363,0,349,560.0136883636363,0,11d1a674f5097bf8e2b08e2d82bf32887bcd6323d01533026c2e078c37c10921,11
True,0.0,6,True,440.78255559999997,0,350,440.78255559999997,0,9f05f959a703f2ef1d986a774c2ff364ceb96a163fa185a2f70eced5701a0f76,15
True,0.0,6,True,516.2320807692308,0,351,516.2320807692308,0,ee6251cd80b7d4496eb02e7f3ec09c451d224786d17940d08ed75f5b35f3c1ac,13
True,0.0,1,True,419.28948164285714,0,352,419.28948164285714,0,903937b791fa94cc1f3ffcbfd43bd82aae205156d44ed54300f24f68dc615674,14
True,0.0,2,True,487.0820286666667,0,353,487.0820286666667,0,19ca83d7cfe0c3734338e9cc4e6d70abeeb3b6a2fe19b51c9de2a53d0138f17f,12
True,0.0,4,True,487.6912904615384,0,354,487.6912904615384,0,64b20cf4359f9dbd733905b30804b6bc5e5d6e77d41ce76820b806ec435b4de1,13
True,0.0,9,True,517.0549603571428,0,355,517.0549603571428,0,0f6470bd35d6dd69fc21abcd00529182d90b61e2866428cd08234865b77a58f4,14
True,0.0,1,True,467.83694461538465,0,356,467.83694461538465,0,3a87540f74e67b1ec6bc062b59900783943492ca42f0fe1984cbb381a09711b9,13
True,-0.09813966666661145,4,True,517.21297825,0,357,517.1148385833334,0,ca1bb381a04da202040073d0cdc48496515964d8d645b11a826fa03370ebd3c5,12
True,0.2848645833332739,12,True,641.4880438333333,4,358,641.7729084166666,4,bfc30ff8041293349a64005c52a8be8e593d6f2e2d1803771306ef2317d652bc,12
True,0.0,12,True,490.20012185714285,0,359,490.20012185714285,0,388ded7dbefdd48cdf1d0e4728c710eb96e2f6eccf690030beb66d2960f64723,14
True,0.0,5,True,652.5809038,0,360,652.5809038,0,f3111a531914867d289f1f39a82ebad3b0426d151488c724df1f1f2c8d7d089a,10
True,0.275938700000097,1,True,664.0170578,0,361,664.2929965000001,0,ab7fbc4a4f1f3f18836e93d5b4bbbc1c7be9af9e6f4897aea24c913d5a4f532c,10
True,-0.015305499999954009,8,True,677.6068308,0,362,677.5915253000001,0,494ae0f2776607197d4acd5945f4a79525ff6b072ce089df010300f0c0370e59,10
True,0.23894924999996192,12,True,381.2949635625,0,363,381.5339128125,0,a96390ee279bad85a30264d89843732a68b167d7cd1964facb90909ccdc50e97,16
True,0.0,10,True,682.4615722,0,364,682.4615722,0,131786bf5ac7d67ec8b5bc50169fb33268438e71f08e4d03750ea616d39b662d,10
True,0.013590636363574049,11,True,620.7874150909091,0,365,620.8010057272727,0,93b58556745ed0e0f255f84c63d923fba1f53f41d72f6f60f9a443768cb6c27f,11
True,0.0,1,True,208.2221109375,0,366,208.2221109375,0,15547d4431c7d1fbf6ceccada6a345557d70c73589c27b22bc2761bced5055e3,16
True,0.018454818181794508,4,True,590.435808909091,0,367,590.4542637272727,0,c11f972f3357efda53018f1e209e9d0d888b7c85ba5aac323f01ffd728d7befa,11
True,0.0,1,True,378.8854855333333,0,368,378.8854855333333,0,17fc46e3c4469362ad78ffcf359b1b41bf0c97d4f8812de6a85bd015244ca411,15
True,0.0,11,True,338.748167,0,369,338.748167,0,51373b4dd00d2ffe13ce32134e6148ff0b9ec89e7d21c36ff0a17d7da0285564,16
True,0.0,2,True,277.1427368125,0,370,277.1427368125,0,bf314fbdc0bceba7b89c70cfc56fd9dd526e1d66ffdd3820e945f46c82d6735e,16
True,0.09809183333334204,12,True,597.7053699166667,0,371,597.80346175,0,f2b71eaba990485de5c6f3f56ef91fdcae4c95b1517269bdeda0ac67fd845bba,12
True,-0.1312024615383507,1,True,499.62763499999994,0,372,499.4964325384616,0,69a8f5f1f23132fde65b07c3b1229cc2521ec69893350fdafc60df4d2840445a,13
True,0.0,10,True,486.2678397333333,0,373,486.2678397333333,0,1730ad20915342479b1114267e0a1c91d07ac1c3291689b8eca8346f848ee82c,15
True,0.0,7,True,508.3885624166667,0,374,508.3885624166667,0,d4c7bedb2b9410aaadd65b9390a764662fd8a44eb3327b298a687e5a414b873b,12
True,0.00021566666657690803,9,True,568.8073425833334,0,375,568.8075582499999,0,c89d6d09d8582f6c9ee5696bfc9791be004c9e40601d820c010a47716fa6265b,12
True,-0.052231500000061715,10,True,522.79929,0,376,522.7470585,0,c8252f39746e65483e06f389ce82874e97f48cf7475ccd56f6cd67cf17829ce5,12
True,0.0,1,True,485.7096227692308,0,377,485.7096227692308,0,0af5eb00c7a67964dbb0702e1108254f459cd2b69af31bab6d61c124bd1273f8,13
True,-5.124999972849764e-06,5,True,366.897978875,0,378,366.89797375,0,ad027b9a66f3a9f611df5a9ca10cf3c7d260b48cb686c4bd9ef0f244c2aa9ce4,16
True,1.1130819333333761,6,True,486.3174836,0,379,487.4305655333334,0,ceb81950c096deeb1f4de763ceac335f107cab357ed0e2c53a56b1644804f78b,15
True,0.0,8,True,577.0913460833334,0,380,577.0913460833334,0,3e54743511db5484429d512072d8a4e62ae4978b2be1009683e443e78b91a63d,12
True,0.0,2,True,463.8208039285714,0,381,463.8208039285714,0,65ed88c52556ffde80635fbdc23504e08f6ceedb33fc961569d7dbb2fadb610d,14
True,0.0026797999999530475,15,True,485.8656696666667,0,382,485.86834946666664,0,d929f860ccc0d58cf772ab4645bb57b2d06349f89776e603078da1f12764244c,15
True,-0.025579500000048938,3,True,679.7990983,0,383,679.7735187999999,0,94d95a8a927788f7a62aa8d2adf37a7555e82cba3ab747df41a1de0fc44bc84d,10
True,0.001068687500037413,16,True,402.97943875,0,384,402.9805074375,0,9dcdb1a792c544b9abd9b6950b9ec8a1d2b76f9a35f96775e1dbc86f522130c2,16
True,0.35223450000000867,5,True,698.6032546,0,385,698.9554891,0,7c3cc37a7a84d7b2906380f4d234304dab794de2e6922f5d95841e9f8b961e46,10
True,-0.08738228571428408,4,True,440.48297014285714,0,386,440.39558785714286,0,8862611c0a50aa2f6fccf88477681c88342788c37f0f88d3dcdfad13fd2a97e6,14
True,0.0,9,True,526.4561023846154,0,387,526.4561023846154,0,5fbaffbf91d2d90c52296bf99af31af7c5ee61ff3b90ccc4f585c2a21549a498,13
True,-0.016515909090912828,8,True,625.7376806363636,0,388,625.7211647272727,0,641a4f413229f04d9785168b32864109909bddbb8ca903526e977f3d938f42cb,11
True,0.0,5,True,736.8703944,0,389,736.8703944,0,285b5aabb50d5e03726ce73b03e1553ef1b0da20d335750cef13b4c64504d8aa,10
True,0.0,13,True,281.32044575,0,390,281.32044575,0,ffc2f63179de4eb785e67ed8ad3dcc012f7ca9af99b82e7bcec045b564539704,16
True,0.0,9,True,736.7234786,0,391,736.7234786,0,a139734823d689c39067d67ec6bbefe47c4d93b0b00eecb41001bff915b6487a,10
True,0.0,8,True,672.6886688,0,392,672.6886688,0,1a661de843d1dcb6376261c5655eec20e51da933aa90a05e0f0b6a025aae3779,10
True,-0.002890928571389395,6,True,451.47088078571426,0,393,451.46798985714287,0,1ce10bcee4f85121f259fe18a2665bec79075a1c2f840228faaedfff387e1b63,14
True,0.0,2,True,420.43135313333335,0,394,420.43135313333335,0,4f9b1fb4618a6c9e43005ab84e1eaf1cae4236dd1296aac71b5b3f89e082d88d,15
True,0.0,4,True,437.51538066666666,0,395,437.51538066666666,0,f8c541215b6b94a963e74a7056696203cfa7140e4aea68ec67a1bc9fe02a10d2,15
True,0.0,6,True,547.3475114545455,0,396,547.3475114545455,0,cad0111a3eeabdfec85f563f9f07b29c983abe10f7364eb57e8af9345e0c4b36,11
True,0.0,6,True,490.2306985384615,0,397,490.2306985384615,0,bdb26a2db50c90058b176bd91f39545dcef8f7f0dc7760e3201fecb4d800cb44,13
True,0.0,11,True,480.3105457333333,0,398,480.3105457333333,0,40bbf158b76b7764dffb1835a4d820c5d20574e56dccb50aae45a1bcdd6be8cc,15
True,-0.010063666666610516,1,True,546.4212180833333,0,399,546.4111544166667,0,e7f81fe39ac8758828cff77453e1e9d1545984e92a36ac90f7d4f6324fb1f52c,12
True,-0.30286623076915475,5,True,552.6302144615385,0,400,552.3273482307693,0,94a761cdb9edd3f720ab61c6f7f63260ba80aaf82435394eb31e497d569b3d85,13
True,0.0,8,True,430.23705846666667,0,401,430.23705846666667,0,64682970e5a8b0fca474e5a107b8b60009a8a70af55950e5d6aa11f75dee91b2,15
True,0.0,15,True,434.8817521333333,0,402,434.8817521333333,0,25e7969e2f539af76f208a7c21358e7d3d2d86785b49b7d17b1aa89dcf2344e3,15
True,0.0,11,True,568.5706486153847,0,403,568.5706486153847,0,1422c373aba54f72a5609474e1d63826e2c1084fe05aa9addcaab5cd38c70391,13
True,0.0,1,True,382.85361,0,404,382.85361,0,001373097c981979c9bb2b009228ec16785bea18f5ce7b8f3917a61bc0e610b9,15
True,0.0,12,True,451.1823303333333,0,405,451.1823303333333,0,607f73c079d7714554d946a6ed19aace1ee7f8e4c8ab8c27c0cc03ccd97e9077,15
True,0.0,9,True,257.099848,0,406,257.099848,0,b9a66a86f65d72596f8014bb64fd1a6ed264e9c21c665b4fad3ccb2c7dbb8f15,16
True,0.0,1,True,480.3750067142857,0,407,480.3750067142857,0,284136b93e4dbf1fbc69883fc550d94247cec76e5c8ed5dfbcf8eeb680aa263a,14
True,0.0,7,True,541.6297004166667,0,408,541.6297004166667,0,6fb8354734829b6e30cf493cf7543551c441724e9a4ce835a8c7b96d18ef2f29,12
True,0.0,1,True,638.0762619,0,409,638.0762619,0,8aece751226c0ea90a5e232b9087312896d3c78b33ae80b0111fc673e55a393e,10
True,0.0,16,True,302.818239375,0,410,302.818239375,0,a42c860c42302ce18cd2f583a85912b313304a9897db880f75d63dfd55e0fef4,16
True,0.0030194000000847154,4,True,648.078577,0,411,648.0815964000001,0,d6da6fa96cb37938f7abae6f49abd5df2dded7c470fe55b34660c0b9d5a818cd,10
True,0.0,4,True,464.37707969230775,0,412,464.37707969230775,0,28170831023a0fefd962c34d4ab534c7aa20689e812a529ddb5ab5cc84ec8a4d,13
True,0.0,6,True,518.1056495833333,0,413,518.1056495833333,0,9a0206c614642b7db28c0bdd96eb8becc1a8d4329ef0265ba111aefa75332197,12
True,0.0,5,True,603.9457117272727,0,414,603.9457117272727,0,a040fc7deb8d7548a93fed662007359349d168e4232a4afa326ca065587523c8,11
True,0.0,13,True,544.4623682307692,0,415,544.4623682307692,0,b1eac1267d7e74c56bb9ffa2940be87ac2ea7abed29da9b77e107f57859a3e6e,13
True,0.0,8,True,439.4886514,0,416,439.4886514,0,687fac267cb40ce3494a4d60befb70b3533b71bc76fbe7cfd29de2ee7a6ba883,15
True,0.0,6,True,403.33868206666665,0,417,403.33868206666665,0,f07e9f999f83de25aad975f01af996142d2d5c8f6efef691be92bd8b336251a6,15
True,0.00042346666668890975,13,True,525.5997644,0,418,525.6001878666667,0,1083fc6bdc99db7f530c01e17c1ae2fd729c51ad6a40f14b3f5da6b3841c4c7a,15
True,5.808333321510872e-05,10,True,577.2312631666667,0,419,577.23132125,0,4661f70798929e460deb6bd0d017d4cf5e4d1b38860f491fc03dc7b98a8c2e3e,12
True,-0.005806230769167087,6,True,563.2070513076923,0,420,563.2012450769231,0,fbd05e5535725d759385ae910de15b53c7a3dd590e28b2d5c053255b439e08d6,13
True,0.0,13,True,544.4603585384616,0,421,544.4603585384616,0,314cfa810327fa3369b60a8a312c0e7993e1f716007291de089e550e618b8542,13
True,0.0,3,True,410.36566980000003,0,422,410.36566980000003,0,2acfffc8c352afc4ec89f57b1aa414581f1f2d2eeb3bf3ef4e0e4d4387a83b5d,15
True,0.0,4,True,576.4347322307692,0,423,576.4347322307692,0,e033d733c99320ee1f374d8b31888383de7cbd79cff17a95e7aa1de2d1afc4be,13
True,0.0,2,True,619.3290595999999,0,424,619.3290595999999,0,48885156cf6ed4552736efb583ac1ae2e88eeef568e387cf5055b7d0c5369117,10
True,0.0,6,True,539.80518575,0,425,539.80518575,0,f95ed5bcfb69521fb03a42042a5e5d7669a4cfa353d3de7b6bbadeaf4229eca6,12
True,0.0,10,True,572.5801014545455,0,426,572.5801014545455,0,04c631f4e486048d4cd50eff992d116d7ec44df7cc952a02fe8739c46b6a6aae,11
True,0.0,13,True,473.40287013333335,0,427,473.40287013333335,0,dde9db905fd1524bffb3f9c8486ebc59e335d20b57fb76dfa397a4cce41f9890,15
True,0.0,9,True,409.005886,0,428,409.005886,0,018a87fb9706ab1b20b8d937b2ec6f9fceb6fdb07f10524bb74c3cb47e55ca61,15
True,0.0,2,True,555.32865625,0,429,555.32865625,0,be9c774c3191a70fe84e6fc89fc977c48601dff687452f3ec646b41836c8c301,12
True,0.0,6,True,458.9816189333333,0,430,458.9816189333333,0,38f59fe6f3949761f7e402f16fa2028d31a1b71f170a40188db3a4912c152dcd,15
True,0.0,9,True,533.537961923077,0,431,533.537961923077,0,c759f27f36fe1bb7945c880efda003afbbeab3d547ac7bae5f902f8ba4a18728,13
True,-0.008228499999972883,12,True,550.5235073333333,0,432,550.5152788333334,0,35da0b837cecc43b5d57b2969f6d29a52837c030c70cb7fdda5d4929a4b96c42,12
True,0.0,6,True,442.88175413333335,0,433,442.88175413333335,0,fec8da6bba35e43ebaf2e4b3b538fd457c7a0998ca0130cc3fb2e50bce70b1b8,15
True,0.0,8,True,542.3164088461538,0,434,542.3164088461538,0,85054434430626f210246781852c1c0ba761fa945bedf899e12c25fddabd529e,13
True,-0.17865068750001,4,True,293.506753,0,435,293.3281023125,0,e8d0e071d06d984e49980ed63045355346f561e0c7b65a622c09cfee92279b60,16
True,0.0,9,True,637.1183235454546,0,436,637.1183235454546,0,4a23138c5bf0307f176731cc4b229d7fc0745f4832df8d90eca22f9bca914f11,11
True,-0.07089487500002178,4,True,345.010443875,0,437,344.939549,0,9332750ba5125e6942289dfc2a6cc1075f78e7060c996171ef2f25e1fa4c29c5,16
True,0.0,4,True,627.8651784,0,438,627.8651784,0,21635ec8b05a0b4bd4f6b56f8bf0ef45b72b1b5e21ddc49a0b932e7e60c13da1,10
True,0.0,7,True,544.022701,0,439,544.022701,0,f9ebdb3b8ab3d16379a5a09ed3c4366d29eca5e4f5b20a2afc5c06045b4f09a3,12
True,0.0,4,True,660.9685363,0,440,660.9685363,0,de1d490abf92eeaa4459064c752953ff06a76900004b4e684c54c7acb1a16d15,10
True,-0.01602281818179563,5,True,633.7283824545455,0,441,633.7123596363637,0,debbf16f920d9663fe58a4a87a934865d523404bfacbf05c88f918517463c423,11
True,-0.00012876923079829794,9,True,474.49503300000003,0,442,474.49490423076924,0,c0fec17a8208229022aaacfc58c25f11d0e7a577238c17c7f53dde4470a32d6e,13
True,0.0,13,True,557.9425802307692,0,443,557.9425802307692,0,5edc453267b2e5241326acbafd7c7fa754ff0a8c8bfee1468d1ce859852c85c2,13
True,0.0,5,True,375.4000474375,0,444,375.4000474375,0,71ec933e7a9d9aab135f99807e8b086c288e09570a6a703bf5e405ffa6b02b75,16
True,-8.066666663353317e-05,13,True,441.96291226666665,0,445,441.9628316,0,2f153e0e82fe2641b798caa8f49b830c278a2712bef013081b240960cb7c4893,15
True,0.0,7,True,483.7453960666666,6,446,483.7453960666666,6,e30d3bbbd85241fff8607c9f54e5cae3f9cedcaffdee3e6a7d1b87fd4f577bee,15
True,0.0,10,True,748.1652397,0,447,748.1652397,0,d5cea6f7ceec3e1d78a034e0ea53310f150997a40bd95968884406147f30a4c2,10
True,-0.1304597857142653,8,True,470.0783938571429,0,448,469.9479340714286,0,d0a52bb759d43b267fa17a05d23313ae56a3c36f9717c8d0f5689a1bfd56c4a9,14
True,0.22979654545451922,1,True,536.7858369090909,0,449,537.0156334545454,0,47b2f33b5792ae362968f57967c500116048fc43e13b843c3fb97684907d60d5,11
True,9.090911134990165e-08,6,True,558.6986909090909,0,450,558.698691,0,53beecff000f9958821ee627ffcccecee303b1c5464e222da10be88b6bacac1e,11
True,0.0,7,True,555.377717923077,0,451,555.377717923077,0,18839c2c916b4510bbe30ac4e0c3e790dd24ccb62b9ae8fd948f322d19a53f91,13
True,0.0,10,True,463.98053319999997,0,452,463.98053319999997,0,0c69456b0a3488817ba7627f309fde9dc2b5dfddf687d018ab432eee41c9c4de,15
True,0.034728307692262206,11,True,484.9231233076923,0,453,484.9578516153846,0,5d4ca2ba6c93615202036097da30843916a54ddfd022d480d808b58cedb99074,13
True,0.0,1,True,519.3730296923077,0,454,519.3730296923077,0,4f5d8134daea1ad564a37cb117f21bf66fbb082e1957b307fca75cca3b42b831,13
True,0.3825173636363388,2,True,644.4867458181818,0,455,644.8692631818182,0,afc3212f8c5faf887ffca3c069862b6aa78991bb08142808d02f887972f51b9a,11
True,0.0,3,True,654.7976495,0,456,654.7976495,0,e1d20127de4b0d97910e31ca3849735f551720e8074d59439332db68d3c97ecc,10
True,-0.010384199999862176,1,True,615.7514266999999,0,457,615.7410425,0,f81dd049d18e3a6cb214b2e8fbc7c9b290c2093f6cd6e8b1ed879b8e4c0b2406,10
True,0.0,1,True,647.5831365,0,458,647.5831365,0,90ffe026138ebcffca54beb44cdc5b6f9a5caaade68759eb187b0db78cb6a675,10
True,-0.001988600000004226,5,True,449.56233206666667,0,459,449.56034346666667,0,799d9bc92e53033dcda3c9f606a55dd3050675f495710fc5aa659e6c33a6fc0f,15
True,0.002237142857154595,7,True,450.4172357142857,0,460,450.41947285714286,0,75da545fb7036d8ba1985f2bf6b8caa2908232bb5ee38eab43f21753271b3dbc,14
True,0.0,10,True,681.6165821,0,461,681.6165821,0,f236db057cadfc9cbd31f34e334431dd0d37ea90bd7fcc1dd3e738e753f86033,10
True,0.0,11,True,347.464015375,0,462,347.464015375,0,d0040be3003a39bb192a75e12c50eff4db015d0334e1aac4286a02e0d8631498,16
True,0.0,16,True,331.3894575625,0,463,331.3894575625,0,d76955069f4fad7f873b56f08dcc03f9f77ad4292117029b9d2f902c05d58a72,16
True,0.0013879166666583842,2,True,526.84914825,0,464,526.8505361666666,0,0dca777e69591848d1438b58576fab2c8e71be9d91a13cf4deb2ca7c432290a2,12
True,0.0,5,True,319.10950175,0,465,319.10950175,0,0d7348f096f8a4e8db8a50f226780585749e57d470a44cdad888a933e8c9f53b,16
True,0.0,10,True,605.2083738181818,0,466,605.2083738181818,0,2e6c86e131660fb87fde5b01e32889dc25c3ad439b8e884f12b10276c8004712,11
True,0.008645374999986188,2,True,247.7303335,0,467,247.738978875,0,e03ef4021cdda94e6ac742ae973566877c1bcf21941512d2c1d020b863a7e41c,16
True,0.0,3,True,598.543184,0,468,598.543184,0,887c9d5073f0cbd242dc9a62202b786381c2861c1ac020f3252fcb4b766962b8,10
True,0.0,10,True,514.2030498,0,469,514.2030498,0,52cf960b0e35c275cfe6cbdb9b2359ed47467f97753311739c4008b4fc2041e3,15
True,0.004843999999991411,8,True,389.168687625,0,470,389.173531625,0,b140c7fa8dc7e3efc5f786371e9fe316487e198da72f4c029bf6e6855c9ffb89,16
True,0.0,1,True,645.3049891,0,471,645.3049891,0,5a74adcdab103555cc606fa61d1f0b6df1459d7b5c7a337185e0b2ca0662cf41,10
True,0.023176599999942482,4,True,690.5726464,0,472,690.595823,0,021a0a462f1da706cd6291614da00bff6b475fd3c7ab6fc67a6bd1cf5e0fce5e,10
True,0.0,3,True,594.5225102727272,0,473,594.5225102727272,0,2280c66d98a0a6482b4a4cfe053c54f1b0db8f29f617a054bab7a03b563c610a,11
True,0.0,10,True,417.106374,0,474,417.106374,0,9fc8c3d282f819fce1ffb92066397bf90aaca348afc84046306ad8a2314f3f4a,15
True,0.0,9,True,564.6243660833334,0,475,564.6243660833334,0,58c1116055adae3e5911092f3d4841c6c31f17f3f56dec09ad7bd5699ac53428,12
True,0.0,9,True,546.8229488461538,0,476,546.8229488461538,0,9ab9ba9cc9e6d6f4e2e78c80a4c9d22b2666e572c7b7e8452d77c31fa9f823f2,13
True,0.0,13,True,496.16266079999997,0,477,496.16266079999997,0,6eb0cae83d03ba8d05cf16683faa9750162b543401107e942c399e9606c628d2,15
True,0.0,3,True,496.0430470769231,0,478,496.0430470769231,0,79d48dc3b0a1e6663ba1d6c680389ef7805331a22ce0428101013ded4d3b6ac2,13
True,0.0,7,True,627.8617287272727,0,479,627.8617287272727,0,3ee82e25cc038232bf3b3842b75582d2510070f978a828da883f997fbc470737,11
True,-7.692301551287528e-08,7,True,493.6560571538461,0,480,493.6560570769231,0,905e0a18b12e57bb0e0e925f9bd000c80661c9d60f392796f4d0748ff09a1e3a,13
True,0.0,5,True,297.3977505,0,481,297.3977505,0,e0b61db64bcf25652b863a110547cc2027abaf9f9d0a458c59a82412a832dd4a,16
True,0.1538734285713872,13,True,485.19620050000003,0,482,485.3500739285714,0,1b0e1e8815011ce4bfb8bcc3727df7be494f75fde43fa0898944ea166ef7e661,14
True,-0.26169673333333776,13,True,443.1576930666667,0,483,442.89599633333336,0,47b8770847318ac18261649d28dcf32ff558b8b1a2c7fbf4ed2b353ababa1961,15
