audit,delta,directional_count,full,historical_B,historical_failed,id,revised_B,revised_failed,scene_hash,total
True,0.0,4,True,524.2704424166667,0,124,524.2704424166667,0,ccd5d828f9fc45df08308adf6537e2ece066fb582177e27759c21d8902dd1e83,12
True,-0.3913546999999653,1,True,705.4105152,0,125,705.0191605,0,dbf53cf06b197abf6c2c8954855c11dff6e4feefd560bd28c226054b7e561d91,10
True,0.0,6,True,638.9594344999999,0,126,638.9594344999999,0,1257dfed649a367bf35110797cc5163739a334e5c3fa41d7e0452a42f33895d2,12
True,0.0,9,True,440.2526804666667,0,127,440.2526804666667,0,ae194a6964d5c0df9dd1b762b1cf48b7d97eac6f3951026fe96219078b2f2f17,15
True,0.0,1,True,579.0282071818182,0,128,579.0282071818182,0,34caa57a1f3500e373671372346295b0a85e7bf80a85e130e159bc7abc833ccb,11
True,0.0,10,True,516.1184808461538,0,129,516.1184808461538,0,ae4fff4a89e75e4a5ccbd33787979c086ac60bf2eeec7743cf58cb1e9478a820,13
True,-0.008289928571400651,12,True,479.3406144285714,0,130,479.3323245,0,fc40e2cd9aac6edf46b3422dfc42e5a163ee84472a59b51f247eb0f1b350bd1c,14
True,0.0,5,True,560.8306807272728,0,131,560.8306807272728,0,ba84c21bd506a676abf71b0ca1cb497f907b3f82b14e1952410dfe4f34dc3860,11
True,0.0,1,True,510.03557300000006,0,132,510.03557300000006,0,e1b35824f2de65ec7bb05e3356aba8eb74e6fa5a6b02a05b8f6927abc0852253,12
True,0.0003069000000550659,10,True,729.8279348,0,133,729.8282417,0,1c796c46f96151b82ceb2cbd7248cbac9807dcc45355ad50643c405d556d0725,10
True,0.0,10,True,482.62681133333336,0,134,482.62681133333336,0,e4329e5a5669af2dba2a653accef1f8f1103ac9d3bc1c3f5be6d2bbe1af7e3a1,15
True,-0.0012099999999577449,10,True,443.3910899333333,0,135,443.38987993333336,0,8af0f5b51dcb4056ea57369735b910617678fa4940cf471bb6c3fba26b35463f,15
True,0.0,6,True,525.1052570714286,0,136,525.1052570714286,0,c4021804096a2839669c76979accd01c6422d363184d6b70819d3c173aae3f10,14
True,0.0,2,True,622.8273476,0,137,622.8273476,0,7268a4837cd916a46d42f8b4a67316d78297ea441c2f8528fc241a251532fbc8,10
True,0.0,3,True,435.61443164285714,0,138,435.61443164285714,0,7a624cdd4e82af836cfba185695f771870a968d2dbcddde1e497d66a9029a9af,14
True,0.0,14,True,469.87746020000003,0,139,469.87746020000003,0,055ba08909adb6bbda3bc9f12125ea798b19425e686b9fa8f062671e9dea725a,15
True,0.0,11,True,522.5410388461539,0,140,522.5410388461539,0,f0995e6af274743ff3d59bfccc67b0b27f947600a1c3e087c0ac1f357cbffe84,13
True,0.0,10,True,569.8163152727274,0,141,569.8163152727274,0,bcef7fedc213eb1293b6b5de3a418031caddc8144ac4efdc9f02cbb9d548d2b6,11
True,0.0,12,True,544.6671126666666,0,142,544.6671126666666,0,47abe0234d22b9c5ab450133c3ac31089ebd513f850ae9de70df8a9b5fc80191,15
True,0.0,10,True,540.133274076923,0,143,540.133274076923,0,fe1e7ed9d6edfbe11942f540468e461fba9aea59ddbd3adf1984162b5e52e4a4,13
True,0.0,3,True,414.48144606666665,0,144,414.48144606666665,0,c3c2a274323223a1a72707fca708f5c742fa944b404f7b4ba77caf15a8026f9c,15
True,-0.030295500000022457,7,True,477.0664465,0,145,477.03615099999996,0,ab2b55378769b51b5b0836fef4fb4a851a576274957fe1a3e2e475025041e203,14
True,-0.0018155333333425006,9,True,423.78472793333333,0,146,423.7829124,0,b3aa066c417d941364984b619a46dc5374d0f604f07303f44af496a759880bae,15
True,0.0,10,True,487.7016984,0,147,487.7016984,0,93bb8754153fc6a5a90e98fb6ae7a64f21aa86871c4a0ef6c0cc0e41c20521ce,15
True,0.0,10,True,544.981962,0,148,544.981962,0,b61d3be6734ff51992bff905e148b13050c551d54a7bed0bcb5e75c555daa24c,12
True,0.0,11,True,495.432574,0,149,495.432574,0,bede2d8d89a54e42662c40cd9ad5d0dea27c00f64e434bf74346f485b477088c,14
True,8.713333329524175e-05,6,True,495.50981113333336,0,150,495.50989826666665,0,7973a63c9d4ddac7e22eff8a57ffc0589f92234c435d4f2fbde4eda4d1c23999,15
True,0.0,5,True,351.5730316875,0,151,351.5730316875,0,ddbed2ed8b35119a0ac875a243c2b9b22552613b294bd98493d99b448bb7e203,16
True,1.791526928571443,10,True,540.0386535,0,152,541.8301804285715,2,59a4eb7ca17a7ea03c95512549d83df373e30872f6ced2c245ebd98e4f830f5d,14
True,-0.008066363636316964,10,True,608.0769001818181,0,153,608.0688338181818,0,f1946fbff6a95453a93179084aa7122f45587d65006b3a4ea7772fda1d6dd74d,11
True,0.0,8,True,643.793316,0,154,643.793316,0,b695b500805207ee9fbb50dbadadb40a2bed1c01941120ba2b78880b65c894d1,10
True,0.0,7,True,490.57501784615386,0,155,490.57501784615386,0,718e2c023cbd1798bb35788bc988ee6e7742f951aa7c7d1f69971e921ec098fb,13
True,-0.003889749999984815,12,True,321.59705575,0,156,321.593166,0,fdd23c8b91326ba7e8cde969c675c636f7683826401cd59d8760d1f6e385a2f6,16
True,-0.005922461538489188,11,True,500.8835506923077,0,157,500.87762823076923,0,f12d4b3b03358f07409e6d70adb3a10d59e13f4b9b28b632f10693a5ebd0f995,13
True,0.0,4,True,494.8529562307692,0,158,494.8529562307692,0,0725d055f1454d83552da8b63d2e5bbfbd58e63e58eec4de00805686c23a0228,13
True,-0.06013593750003565,15,True,419.438369,0,159,419.3782330625,0,0807b9968d88d644c1ec1b74c00749ef18e9537b038fa76636a6fce3a42bf070,16
True,0.0,14,True,512.0634125333333,0,160,512.0634125333333,0,f55d1ea171e3e319b0a818cf73d7d06cd9281b9a98be0a29df2ecc91724a6750,15
True,0.0544422499999655,6,True,537.05281875,0,161,537.107261,0,e816aad0edb2ad36a8958e168e452e4f21389848f06702406948a51c15158ed6,12
True,-0.0005955999999969208,2,True,654.3551348,0,162,654.3545392,0,9face555c78439a5ed8d8d05e1c3c2a04526bd41a421d8c0d49bd61788b11c38,10
True,-0.14529115384618763,8,True,605.9832700769231,0,163,605.8379789230769,0,69a3ce2e141ce7d0f91f5648b9fe765072122be255375d1cea2c36a7a87fd77a,13
True,0.0,5,True,432.9728575,0,164,432.9728575,0,4418e8172920afbdd83cdebcc07b0971f6dbdd6a984c9b227fa5c2710b37f082,14
True,0.33885159999999814,9,True,636.7633587,0,165,637.1022103,0,b68ee95d5f67b66608f666a7183b98780708860bf9f7d0a0d03b846df44c6678,10
True,0.0,9,True,527.3593681538462,0,166,527.3593681538462,0,73348dae027457ecf01fd0776c694b8dc788e349428432e8490b077b7a4048ac,13
True,0.0,7,True,586.6344957499999,0,167,586.6344957499999,0,0f15aec15a7e59eeed1794a388c3515f83e82b7b3a9253faf95c1decf26cd0e7,12
True,0.0,8,True,469.7521836428572,0,168,469.7521836428572,0,e1ffc33d44e81b5a76db2d7ade95fd332a0f9796779bd188cba08e11dce25ef4,14
True,-0.004815133333295307,10,True,433.1568994,0,169,433.1520842666667,0,3b5865faee6951d4363e023ead3123c1038e4627ddf8f0b96efae90dddfce208,15
True,0.0,6,True,592.2988126363636,0,170,592.2988126363636,0,c08956e68a8758a7d5e2d2bc0cd7d7786e7226a5cbd60c51c1be538266caa8a9,11
True,-0.30651083333327733,7,True,542.935528,0,171,542.6290171666667,0,e2755c0e2b293c00fc412db94201f387da2844a2f45f3602de5463eaa188c769,12
True,0.016579750000005333,1,True,316.10477425,0,172,316.121354,0,20b2ed307e24e13241d17b38072d2230e391e99f76ff72eb86778ca69e1143d4,16
True,0.0,12,True,580.5377921666667,0,173,580.5377921666667,0,478a1ff1fa8c0bf18f54d82fa6eeabce466c48679c1098bae469e9c22c8cfbbb,12
True,-0.06151430769233457,9,True,495.0529580769231,0,174,494.9914437692308,0,ba236bda0a1f0767d707f6366459fbd2fe98f20816eb5ed53e5b799454025f07,13
True,-0.0003556000000344284,11,True,456.5867406,0,175,456.58638499999995,0,6e17c26c1f44788cbbc37fa3f8a19424ca0898cd42972364340a79ff3fe1c564,15
True,0.0,3,True,436.81050664285715,0,176,436.81050664285715,0,bf56db6afc58f45f193e8ed164fa2055fec3f3f418259131ce4a7ac42f3dca64,14
True,0.0,4,True,523.1403837500001,0,177,523.1403837500001,0,4c438818116cc923e8b13831b87b5a0663580fac01fcf1dadca7e67b1dc7ade0,12
True,-1.40000008741481e-06,4,True,650.9900694,0,178,650.990068,0,052b99ace93c6cbda9e831b56b3e22e56bc4e0f606d2d6781139793f94683300,10
True,0.0,1,True,591.5946145454545,0,179,591.5946145454545,0,6688c87561571f6a1dd686f11db99966bdd0408bd518481d460924458f04aeec,11
True,0.0,14,True,471.6525868666667,0,180,471.6525868666667,0,1ce45b86cdca5d78e931fd7f25d3943393e6eef30d647af8d26faea41df6700f,15
True,0.0,3,True,580.8935025,0,181,580.8935025,0,993cf447dc89c56198fd57ca9fdbfaad4cea658e5fb8f2fe9f45e29182a25f57,12
True,0.0,9,True,676.7222308,0,182,676.7222308,0,2756df53ab31cb8e9803180895802e676416732d874e7d0c2f9c810ae0aaf17d,10
True,0.0,12,True,462.3364521428571,0,183,462.3364521428571,0,e01b779661c3a1643dbb24be7702b5640eec3288a40cecc70103cbeb7b2324e8,14
True,0.04100349999998798,7,True,645.6136337,0,184,645.6546372,0,8b109f14bebd5478669792e14ce27f93377493ed895b0fffb49944bc0de2fe68,10
True,-0.015289928571462497,3,True,472.6501732857143,0,185,472.6348833571428,0,36446d065cd6d29e3a9e311181833de075bce7055e6734cdb5bb936c2b6fff2d,14
True,0.0,5,True,658.0012163,0,186,658.0012163,0,14186098a9b12150808004ae517d03365dd6b3da0cd188998094ab545d015c51,10
True,0.0,7,True,694.9482372,0,187,694.9482372,0,6e33a5381140d394e473de2fb869e6f10e8aaa7f47683dbb81f8b406c0437510,10
True,-0.0686533846153452,12,True,522.3584079999999,10,188,522.2897546153846,10,faa1c0759829ab55ac07ac089aa809e07db660f4527360dc4cb0af8934fb0dff,13
True,-0.00014923076923878398,4,True,468.2278777692308,0,189,468.2277285384616,0,725fd1310276ae2de8867815fcfe3d0ef6516eb6f7456d3b1d707ac182f94c54,13
True,0.001588499999911619,8,True,621.3144690833334,0,190,621.3160575833333,0,59a8dc4f2b0c8820e61a35934dd01097da542ce1159b0e2066c38735587a16e0,12
True,0.0,11,True,642.759654,0,191,642.759654,0,fa9c424d658be7eef047c816de5c39f59a29caba273a2f94a597ec8c1b5c48a7,11
True,0.0,1,True,438.18375906666665,0,192,438.18375906666665,0,0f9edccf7ba32e2138c4d891cc3126c5f61ca8156162f1f95835a8c2f088535e,15
True,-0.0005576666667366226,14,True,468.45913060000004,0,193,468.4585729333333,0,28e0b4f16ad86c8dd9557201e376d9d15a59e36b26e7f41970e2bdb6f53645c9,15
True,0.0,4,True,569.3231328181818,0,194,569.3231328181818,0,d02e98181142a11c4745079d64cec564be7c078c167f50219e1c225b727c9b6e,11
True,0.0,9,True,442.46733592857146,0,195,442.46733592857146,0,cb28e8af80cd6179db6bf40ae0225e224d255a0f40abe19ba25b18ff665442a8,14
True,0.3194694999999683,8,True,588.1289561666666,0,196,588.4484256666666,0,68ecf0a7622584b6a7317e839856feacec80d9be6e3576db8050cdede718a16e,12
True,0.0,1,True,425.4090225333333,0,197,425.4090225333333,0,f94ae277a5badee5b4e99af44c9bfb28eeb2e3be6175bd4803f09b0f78a807b7,15
True,0.00020866666665142475,7,True,453.1582202,0,198,453.15842886666667,0,061b493be1d69ba528cc1fadf655ba6a6bf6e19fbe08005f3557485e934d5165,15
True,0.0,8,True,442.6327966,0,199,442.6327966,0,5a86ebb932425454589d2f7fb3fd02852cbc0ae9d06f48a208be7e12cc7f0e6e,15
True,-0.009830599999986589,2,True,634.2432861,0,200,634.2334555,0,37a7836b3e87683e515ec1400d0eb9ccee85d7a69bfe871fd149d01dc528e796,10
True,0.0,9,True,649.550598,0,201,649.550598,0,85a6619bd9c31378bfe05f22dbdf557f58a00da62e14abf3005c5d1f9490cb01,10
True,-7.6923129199713e-08,7,True,521.070167,0,202,521.0701669230768,0,db11f95f1bc0a5b14b4f4a69e2d6f6b3ee2395e351ca8640a182df2b960a9a78,13
True,0.0,15,True,428.82487325,0,203,428.82487325,0,1903b1c92a002162e2f6c4f9127adf4601691e3e7dd2a45230aa7c7a780fe335,16
True,0.0,13,True,382.191860625,0,204,382.191860625,0,62f12c5ce9efebba3909462b1a8de2c90fc105801d971594e7ad115e5e1c4b9e,16
True,0.0,5,True,504.7594365,0,205,504.7594365,0,a626db0691a1a82ed1f1d0e4c169b32ea39db3e4c2558574cb78b15ccbb57d20,14
True,0.0,7,True,461.32456014285714,0,206,461.32456014285714,0,0f7b2c98d79060bf2edd96f5547fb20f4876686445dd6343beac7a1a0e908fad,14
True,7.142853064578958e-08,9,True,482.5551367857143,0,207,482.5551368571428,0,4f332515cb791612688c08bfe48275a3c0ea40643a8574751fa99b85f87cf987,14
True,0.0,2,True,616.994808,0,208,616.994808,0,21cab8d36514b2125e3725545e153cf12a054d385a4abf907807acd01cc7edb6,10
True,0.0,3,True,231.185162875,0,209,231.185162875,0,4ae08d6c7c0436e27fde7934ae9d7628aad284921bcf82097c98018d2bba0532,16
True,-0.008852545454601568,8,True,711.7869911818182,0,210,711.7781386363636,0,3f432a15e5bc9ea1e98d57785782a892847d55e6ca8168673639e4ec85d07df8,11
True,-0.2801078124999776,8,True,336.03549475,0,211,335.7553869375,0,0d12b77b6765e206718f98b1424462f64ac0b16da42ff75b5c35d43ec856aca7,16
True,0.0,8,True,463.9792010666667,0,212,463.9792010666667,0,7640729d54dfa70db131b1bed8412ab1cd55ded31c8c9b65403719952186b31e,15
True,0.0,5,True,499.2036823076923,0,213,499.2036823076923,0,c0bbb9a24858e2db099c30068c05c33da262cfbbcef6e686fbbefd72e4393c53,13
True,0.0,7,True,319.776960375,0,214,319.776960375,0,c066542ce1126b59880cae20e8d2616ae6380275dce1eb7ada73693e3b8ef20d,16
True,0.0,14,True,443.440644875,0,215,443.440644875,0,707e99ab133590d53ad6afaeb0ff2d51a5ccea09d81683e6b70f06076e1119ee,16
True,0.12245881818182625,7,True,642.0869894545455,0,216,642.2094482727273,0,0eca585844d74bb958db5e2b58f0ddfb50c2bf58314e9181edd420e3c4566abc,11
True,0.03448070000001735,1,True,604.3574025,0,217,604.3918832,0,03ea7f92631f4a2e7a2bfe35feab821000eff0c1325ad3ae84e1ac105efb762e,10
True,0.0,9,True,352.863142625,0,218,352.863142625,0,5e0b97a02abc339a8ab37e33824ef46319cc12b2248c843c22e5596d5e138f65,16
True,0.0,2,True,618.3737189000001,0,219,618.3737189000001,0,135103286a65cd8e4b4fec4a0997573d08604510fb6d0cc416df540b1b4f53d2,10
True,0.0,9,True,451.84161193333335,0,220,451.84161193333335,0,8033d4bd09035bcb3b17cd48bb1295a951058b6a3c459d7f64903f4327965a8f,15
True,0.0,2,True,273.631007625,0,221,273.631007625,0,b4e571d564fd7be35e7459c0eb9bb88e838e57d66abc3acf14e29739e6107137,16
True,0.0,2,True,523.0737256923077,0,222,523.0737256923077,0,410dc66d42647cf7aed9e096ed42c38872d584144d83b43f42546ad373183e64,13
True,0.2837725000000546,13,True,494.4630222142857,0,223,494.7467947142857,0,a3f444a3c105a6ec1cf71b58a6d6fafa3b65a19c849814b26e565def16dd9475,14
True,0.350063099999943,9,True,713.3494625000001,0,224,713.6995256,0,2a245aedf3c86c4a66a49c123362dfaa66b2cecc068da1c92532ee26e312b850,10
True,-6.666664376098197e-08,7,True,427.6584782,0,225,427.65847813333335,0,9f3a699dc18d6df7915c2fabb1c34b91596aff65b914015dc0a6339ae16cca74,15
True,0.0,9,True,676.1471671818182,0,226,676.1471671818182,0,c0d60d7e4113b45bdbdcd869aedb695124d1bd7704508cfe8a4f8fab02050772,11
True,-0.013915866666650345,1,True,437.22467393333335,0,227,437.2107580666667,0,de7d9c99032bd3dcf8bdcf673f02ca184d19280de0caaa5356c42785160b69c8,15
True,0.003121625000005679,5,True,412.490193,0,228,412.493314625,0,a85691b5d2c9ce3d61974fab106d41a730938e5451c2058eff6b903790ffdd61,16
True,0.010193249999986165,12,True,410.6755846875,0,229,410.6857779375,0,946ac230a9d288439c866ae318dd2e06f4de119ffb182a3f28d7b4e919585963,16
True,-0.0012500000000272848,1,True,591.6449779,0,230,591.6437278999999,0,40f0f7d98fb037418e4b26f127df72cfe7570a244438793ea6fa18d5e20f995c,10
True,0.0032382999999072126,4,True,691.4083139,0,231,691.4115522,0,598addd2669686e0e10c25fe2100fbd420ce6c978438b40ed040da9a024692a8,10
True,0.0,9,True,692.0140756,0,232,692.0140756,0,545330586fb299b9fa90ad0b13bfed2afb1b09b9a9e25f30664b705d386b6dbb,10
True,0.0,8,True,654.2449385,0,233,654.2449385,0,3679c5499cf8fb78f12fab7e2fa61f3b0aac5abe50cdd6f0db00718a4f36016a,10
True,0.0,4,True,344.9620359375,0,234,344.9620359375,0,9848febac9df2efd4f4e01629a2a536f086a2f98ff4e3974e1eb34626e7943c7,16
True,0.002705416666685778,1,True,521.8889273333333,0,235,521.89163275,0,db55a6910412ac723568b0ea2e0b78adb9e1d72051de085fd45dc23f95483e88,12
True,0.0,11,True,568.0273536923077,0,236,568.0273536923077,0,1983839365189c1b535c93e8a57b817a5223b874079cfeb0a9cdae26b8e81f38,13
True,0.0,5,True,461.0068563571429,0,237,461.0068563571429,0,da83a0c9f23719f8dcb9c8e3955222c426a587ed7c775b54187f11e9b2c25cb8,14
True,0.0,2,True,666.2375313,0,238,666.2375313,0,9edeb628d3136d5c12275e823f2e932253ee58b3c7e089e5a7f1a4cf7f0aa8e1,10
True,0.0,3,True,471.9796573846154,0,239,471.9796573846154,0,ff5df6ff39ba9f5c9e483e300e2dd54cd270bde43dbfda7b5984f208ac833304,13
True,0.0,4,True,667.1374079,0,240,667.1374079,0,90fb713069dcf6c6dc88c87ff64ed0a9419f08485caedc176b3beb6bd2cf2f41,10
True,0.0,6,True,271.407545,0,241,271.407545,0,da15b0cad3f3bc43d12833201ac2e9e5294095cebc559896e8f14a684657ed2c,16
True,0.0,7,True,471.5172318571428,0,242,471.5172318571428,0,520840d07c5241d3574d85be4eadeb4425c10b45e9ef55036ae98bfede8671c8,14
True,0.0,7,True,425.5148654,0,243,425.5148654,0,aad3db7657d1cbb9d9813204416c42e80015a49b95a62b5033f9c09a994ca4a7,15
True,0.0,5,True,592.0834258333333,0,244,592.0834258333333,0,a053cc8ac81bdc0d4d53416d4a1d01c14f1f3b3cb5142389f475be5884e86fa0,12
True,0.0,8,True,547.4891385833333,0,245,547.4891385833333,0,4919e1e61c7ec59c8aae7ad29890fb996444806522cf33cd078076d61cede137,12
True,0.0,4,True,645.6383529090909,0,246,645.6383529090909,0,eb8175173f4c69d779ec20692d828af9e436aac254e1b44a464d6110eb946bff,11
True,0.09614919999995664,6,True,457.73008173333335,0,247,457.8262309333333,0,d6266b42e79832b8856c60cb70aa73e40814defdbd02659de6ec85dcb84cad40,15
True,0.0007627692307323741,2,True,476.583743,0,248,476.58450576923076,0,e6b85c034897e87e95b53e4c1ece8885851b9aea309cc200ec7db9d72d3d8f2d,13
True,0.0,10,True,556.5188832499999,0,249,556.5188832499999,0,2a1563aaca6c83a160db59b8e200cc9a4ff91de53450bfec4c002d0552f9740c,12
True,0.0,7,True,600.1631603333334,0,250,600.1631603333334,0,398d4e5b4c8de05acd859a486dcbe689640bc685a500cf95b5e5f96b9ee7c716,12
True,0.0,5,True,618.0837125,0,251,618.0837125,0,72dc2a5fdd74ad5401afb0e766c4216cf24a77d48375101e683191077eaa7525,10
True,0.0,9,True,715.2928217,0,252,715.2928217,0,95e35f9071d99cdaffae0b0d9f43c9d05ca27d0bb6e6c2137b4c9f8e3fd7e8e3,10
True,0.0,2,True,292.8236300625,0,253,292.8236300625,0,61ae064dc318a84511354d0e068ca4ff193972961ada8eaa7c526810436edcb2,16
True,0.011142066666707251,15,True,513.279993,0,254,513.2911350666667,0,8bbf9542abee4d0331058cd3d114c5d04452153847edde037297e2640648fff7,15
True,0.0,1,True,535.286683,0,255,535.286683,0,2df66cfb3063866b7437ec70d378d3c0ca5817ab7eb868dd528aa370511a5266,11
True,0.0,9,True,550.58260325,0,256,550.58260325,0,c3c123791a86f083d604931118ac31f0a79381c1946b9ef9e643259843ea6581,12
True,0.0,6,True,484.79959915384615,0,257,484.79959915384615,0,e7c746a754a8a62c8df88f3d17077bd765cb37d7f16b4c622241b37fd2b9cff9,13
True,0.0,12,True,528.2114668666667,0,258,528.2114668666667,0,8c6738a0768200c4efb6637fb21d7dc9a747f2b75fe1bad4bae529394a0f6835,15
True,0.0,5,True,507.12922121428574,0,259,507.12922121428574,0,c09e60e7e47013c92a6441028a9673dd9123edd052924c582b814567d850a95b,14
True,0.0,5,True,498.38173450000005,0,260,498.38173450000005,0,60c8ace8731482025fcd1b44f4d15c827d838d7046faa2f9219dbc52d84929b7,14
True,0.0,3,True,561.52594925,0,261,561.52594925,0,8ce23055606871e037221bf51297df0645e5f558ca07e2bcb78877fd8ddb1d1b,12
True,-0.07385891666672251,3,True,514.3011554166667,0,262,514.2272965,0,e9c153454fc4e81430efce7de95887ba1a046d927811e0eea1bc59dc9731abc7,12
True,-6.250002115848474e-08,15,True,436.658356,0,263,436.6583559375,0,3e0a08034edf93df2e5ba447f19c0297a680fb2bc5f5760c1273a97d8e2a88b3,16
True,0.0,8,True,564.4053955384616,0,264,564.4053955384616,0,8a4bede7e88435251321fc80e5de547d580b94e2e249a33b7326386674254a10,13
True,0.0,8,True,383.3345176875,0,265,383.3345176875,0,b6ff2cca5c501a4703b62ba78652f8e128e8a2aa17a683b5e5307816bf15f22c,16
True,0.0,9,True,633.2663668,0,266,633.2663668,0,bcee5c065164e396a1d2ae0ce166f87f827a4c16690113d7472efa416057d3ae,10
True,0.0,7,True,518.2535010769232,0,267,518.2535010769232,0,254133bcf8b8464e5270d9b9559acd4cc9e6ea953f1c14f203872cc92df950cb,13
True,0.0,11,True,526.2190559230769,2,268,526.2190559230769,2,6c9cec0348c98cf93b506e6940ff78c530666aa89ee8252c73e10ecaa3957a7b,13
True,0.03151214285713877,2,True,472.2018425714286,0,269,472.2333547142857,0,b8d0040cc2683293e809b3f3e664853d78dd49dd9167b5c6cea11b58ed8c9b03,14
True,0.0,7,True,663.6054467272727,28,270,663.6054467272727,28,5b39e822b444f37984c86ca5630720d8fb4a4b2d3b36a5950d1fa5727d608e35,11
True,-0.005350636363687045,8,True,599.7710659090909,0,271,599.7657152727272,0,6b3aa288677e4eec9e4439a96b9f7f7c506c906cf42ff7631f3b4c70d19aed4a,11
True,0.0,6,True,606.385943,0,272,606.385943,0,86310a43b015795c6c740f9f6de907a546faa308c7d15201349a419a0b5892e9,10
True,0.0,1,True,528.7654509166667,0,273,528.7654509166667,0,f1ad8c70eeb8979b56758d3b958ac1db5d62ff28ccba51e33623c0d65bb5b31c,12
True,0.0,11,True,380.955810625,0,274,380.955810625,0,47fbfe7fc75b32953b87f1cd650080de8be3b5787413a46c84b0b7972018d67b,16
True,-0.0008835333333081508,10,True,452.23586213333334,0,275,452.23497860000003,0,b616cd93a5b840b735c2d52caed4512b3cc03e9a8d66ccab0f03a1900982c34d,15
True,0.020381400000019312,6,True,637.5286499,0,276,637.5490313,0,95c01a34b0b34f7916f1c806d8af936e4e0feb9252f3ee5bd008bed846e629f6,10
True,0.0,6,True,583.98769325,0,277,583.98769325,0,f51ef9d0c45f0ce627bdb6ae634021220fb3926e78cc490e81e3f6fec0ccf811,12
True,-0.07393873333330703,4,True,420.36427753333334,0,278,420.29033880000003,0,f4d90819c4f730fafeb1cf84858d9875cb66a66e904c8d6edeeef45dea449147,15
True,-0.002565250000031938,12,True,389.2153475,0,279,389.21278225,0,c4ebd41ea490e4fea2dea0c8b5ba79f2c9a1ab9b36eae8376ad35eb613682171,16
True,0.0,1,True,484.18458423076925,0,280,484.18458423076925,0,4598a51fb7221bcb3ec4e60944bff186713a74acb91afb4591e76aadca9ef0e9,13
True,0.0,9,True,706.4900822,0,281,706.4900822,0,ec9b929d18bb65b161fd45b9383759d55c96e4aa794d86de6b59922c2b54f015,10
True,0.0,7,True,470.8286037142857,0,282,470.8286037142857,0,ef7ed72074dddd0383b212644a9d2dc80e3f228931b3ac23feb7434ac633a8a2,14
True,0.0,3,True,592.9350908181818,0,283,592.9350908181818,0,a5384d777f40b242777c9900f84fad3be3e4d19508dbb649f584cd79af007a38,11
True,0.0,9,True,583.34931875,0,284,583.34931875,0,e80c119d8f04ab933af03623129a6641bce8097c74cc49e79539f0ee40406c05,12
True,0.0,12,True,525.9819846153846,0,285,525.9819846153846,0,2d17a322d1d4c23faacfaaded3270172bc0a975fbee36ab1aea6f869c723d497,13
True,-0.013971500000025117,6,True,663.1169298,0,286,663.1029583,0,1fe948fefbf46384371fc33ec42f88b4986e78de517f600b595125b1c1d89cf9,10
True,0.0,10,True,573.2491261666667,0,287,573.2491261666667,0,b5b9aa2623739eb94f3e0b0488626d7ec8367cf9fd46a1d3aadf56d809d83898,12
True,-0.008140125000011267,11,True,400.6483246875,0,288,400.6401845625,0,404375d72894ca71a60ce27de23829cf5cd17bb556d545c14e2484453182a8ec,16
True,0.0,6,True,584.8264495384615,0,289,584.8264495384615,0,b07df2fed65ccb32b86693257f1f409e32db4613aa0c516d2440ef184ed45e71,13
True,0.0,16,True,428.20675775,0,290,428.20675775,0,bcfee44704e6984f9b6e2431d557636ab6701abbb544d318157f55be59febf9d,16
True,1.728571430703596e-05,2,True,446.453183,0,291,446.45320028571433,0,172cf29694ef1dcb54f31336a27be7570889b6fa24d4e10ea323831336666307,14
True,0.0,11,True,508.77469871428576,0,292,508.77469871428576,0,5923585079005344c5c022f9ef5178cfbf47bea952143bad412c824978c4c6a9,14
True,-0.01866506666664236,9,True,455.08809279999997,0,293,455.0694277333333,0,2230c3f9c5e027af0aa790168732aeced63456c27e5de724c07a12f1c39379d5,15
True,0.0,5,True,611.6771293333334,0,294,611.6771293333334,0,ba301f0531c36fbb2eed9b3230cf052811c6fd9b1e05a4619400e24101799ab8,12
True,0.0,7,True,530.9870176923076,11,295,530.9870176923076,11,898179997853b2091ad4ce9972bdeb9254481a9929463d8cb70a900cd44a72a3,13
True,-0.2523828666667214,1,True,420.0285296,0,296,419.7761467333333,0,f20a63e1c8fbef00360f8290568e0140e1920a0b0ed784b1fcf19dfe1951fd09,15
True,0.00013506666670082268,8,True,431.83693013333334,0,297,431.83706520000004,0,4c86b9b085018ee7c135ff9d4a90377091551bee39c67349e83f4fb174a5427d,15
True,0.0,4,True,352.5601179375,0,298,352.5601179375,0,8927d96fe20d2b6d518ac0b291d7e8077366ed98613cb69ae7f765a4ca712dc0,16
True,0.0,6,True,688.0982086,0,299,688.0982086,0,3ca902c3a8d95e2819c224ae4e506cacd4590b30ed4d35eb5e997a8b49bc1f33,10
True,0.0,2,True,483.5821517692308,0,300,483.5821517692308,0,255d31dddd2f3e11ba7814597509a23f6094dba2314b612e89877aa05cd97c42,13
True,0.0,6,True,537.7886881666667,0,301,537.7886881666667,0,36089d82d9709238e696e5213eb4c7e40c14ddb7825e947d30124a42e21d3ec4,12
True,0.0,12,True,620.04794675,0,302,620.04794675,0,d2675eb68c041535736660583938a8a3570f794f37f9305cfaa9d20e632c6d24,12
True,0.0,3,True,576.9514142727273,0,303,576.9514142727273,0,a1ed8a4cd0a39e3c8a4aca5f9642bebc2ce495737ef07582a3fdcc6461e4a8b5,11
True,0.004358199999956014,5,True,661.2109704000001,0,304,661.2153286,0,57ebeefec6529a722d589b499cfa4a00317fe43fa1090dd7a20a6a4d96c3967f,10
