id,step,node,probability_range,mean_probability
609,18,0,0.0006181072638726803,0.3421727288565484
609,18,1,0.0004435800786708466,0.2762852208021589
609,18,2,0.0006647895725014896,0.25989297465904837
609,18,3,0.0005764917741354347,0.3731387692283956
609,18,4,0.0004934615426022138,0.33502596174860705
609,18,5,0.0005056872437508853,0.3250351613189644
609,18,6,0.0005431063505194622,0.11020846949263718
630,10,0,0.00010900907193545084,0.11567561470787198
630,10,1,0.0005593349072229303,0.4159806728146371
630,10,2,0.0006282214527701946,0.3840161582649015
630,10,3,0.00018111281094013165,0.57363212626093
630,10,4,0.0002625420287722946,0.6682391467803108
630,10,5,0.0001821574917958424,0.7991431367430062
630,10,6,6.737520125321694e-05,0.7353695286274803
630,10,7,0.00021197082832746794,0.6955508737760594
630,10,8,0.00017080431612004343,0.6935340399390831
630,10,9,5.833433298052526e-05,0.6710290608097562
630,10,10,0.00021196978709769887,0.6312052307220163
630,10,11,0.00023910694644724284,0.38747400604294935
630,10,12,0.0004028761347092402,0.020016804565153756
630,10,13,0.00021516177842428874,0.521784081602447
630,10,14,2.698923067312453e-05,0.012885673203162177
653,18,0,0.00022770617160372542,0.3634328088490329
653,18,1,5.714302915871272e-05,0.3312691412940756
653,18,2,0.00020847980263705157,0.28979802566744006
653,18,3,0.00013584759746765318,0.3439349223555772
653,18,4,0.0003240771449357638,0.31074539922428185
653,18,5,0.00016452879070461002,0.09810500644867255
653,18,6,0.0001229612663229407,0.014383343994921804
662,2,0,0.00015608828790669715,0.7656895964909439
662,2,1,0.00021970490140799104,0.517644351640021
662,2,2,0.00016064718128039335,0.4829406615815432
662,2,3,0.0002073184214435031,0.28257576631264275
662,2,4,0.00014366585966973933,0.5175957205639724
662,2,5,0.0004337604321223987,0.4828870379680325
662,2,6,0.000359264224263689,0.6715038037550928
662,2,7,8.978644836399319e-05,0.8284226111430567
662,2,8,0.0002109300143956494,0.7914066063827301
662,2,9,0.00011857038341755999,0.7947526288017365
662,2,10,4.860555964059099e-05,0.8560081265893213
662,2,11,0.00015091140922751656,0.814465560445679
662,2,12,0.00021767587261467547,0.7951437123866111
662,2,13,9.017538675837322e-05,0.9120588478643382
662,2,14,0.00011414916020668908,0.8560267029793581
662,2,15,0.00011388685432112133,0.8145019057710985
662,2,16,2.7289203819225172e-05,0.7948567367155367
662,2,17,5.371689821054293e-05,0.8284609183007912
662,2,18,0.00029533121061475764,0.7915661744390817
662,2,19,0.000261081190616963,0.6715645383333012
662,2,20,9.230416001215769e-05,0.9062259583704882
662,2,21,0.0001294152329698317,0.9061680083384512
662,2,22,0.00010547268494720541,0.7656377338797459
686,22,0,0.0005610841652515797,0.0761061872240479
686,22,1,0.00016321943644581616,0.08343527842470251
686,22,2,0.0002840630185009241,0.07650171820825695
746,21,0,8.035687892471444e-05,0.08991737786924218
746,21,1,0.0005275506209522218,0.13633814794083185
746,21,2,0.0001622670460775799,0.148816410772212
746,21,3,0.0002222655702149856,0.0899315873122613
752,18,0,0.00029236255147035983,0.030438860288812115
752,18,1,0.0002811122520909315,0.5680625310929706
752,18,2,0.00038259478091517973,0.6791610462990239
752,18,3,0.0004883684119827425,0.6779062818277907
752,18,4,6.774100257511684e-05,0.8092450473816991
752,18,5,0.0001111369149320307,0.7741545889049434
752,18,6,0.0005386574967418678,0.549893950424601
765,6,0,0.00012282096989280067,0.10626652862744938
765,6,1,0.0002732718670522827,0.11472901080678162
765,6,2,0.000288759207348388,0.1867796222025856
765,6,3,0.0003211058767895736,0.19108921750230398
765,6,4,0.0003006683430676338,0.20544904879463044
765,6,5,0.00016849102787319659,0.20097914248332624
765,6,6,0.0005864067047024468,0.19164883721237483
765,6,7,0.00025961823017783825,0.20583251553227175
765,6,8,0.00044434142843163826,0.21643839780793253
765,6,9,0.0004941010057809558,0.4367482589932668
765,6,10,0.0005062644429677521,0.40563137104240976
765,6,11,0.00016079545060376788,0.5805141380393248
765,6,12,0.00020163880502432896,0.7058393001292443
765,6,13,7.449062526521111e-05,0.6748528721369347
765,6,14,0.00014938264203301355,0.5714133498854431
765,6,15,0.00022176624915548615,0.32341325737321
765,6,16,0.00015441522154535647,0.36342487992681916
765,6,17,2.972952565127862e-05,0.6533726752092136
765,6,18,0.00042599172809054675,0.6600556830760157
787,12,0,0.00025474914122358694,0.26619960469372256
787,12,1,0.00019204709625442185,0.24906000308321308
787,12,2,0.000333130644531221,0.37135351223903107
787,12,3,0.00024141170407065982,0.33676157811151536
787,12,4,0.0002457376822337931,0.3440198724968136
787,12,5,0.0005982726091239288,0.3333781732997522
787,12,6,0.0003574988357497588,0.1887215612672901
787,12,7,0.00032426267543528287,0.16635783666750548
787,12,8,0.0002368023707560729,0.1794576680599662
787,12,9,0.00025039866218556917,0.1742791127547537
787,12,10,9.911397343131956e-05,0.14920445807857063
787,12,11,0.0001516385204191062,0.161894831205625
787,12,12,4.172436191418605e-05,0.08637242446826958
807,16,0,9.537495634626136e-05,0.01864514533424407
807,16,1,0.00017628420650861454,0.13524856564981477
807,16,2,0.0009163128194319414,0.36584951100888247
807,16,3,0.0005503509039771481,0.35474319002540405
807,16,4,0.0005681054595148005,0.4140566495422553
807,16,5,0.00041031431137183993,0.3632126571563586
807,16,6,0.00047319855229621677,0.35182576918904385
807,16,7,0.00012421121351202657,0.12045627998749509
807,16,8,0.0007743124359661513,0.3813827834192563
816,19,0,0.00011095274428896129,0.02013620094008754
816,19,1,0.00044125264264049946,0.14692662397953418
816,19,2,0.0003062683578056724,0.3040643170621976
816,19,3,0.0001695098619306501,0.3044976101654446
816,19,4,0.0003138858605337136,0.23568847933323425
816,19,5,0.000352479316534704,0.21811597649144263
832,23,0,0.00012775424657329726,0.030679500951061905
832,23,1,8.455303602827868e-05,0.032252433738889565
842,19,0,0.00043307474200160456,0.5565475694458497
842,19,1,5.3048070355332655e-05,0.8149562621526814
842,19,2,0.00014845399760343714,0.7796120267313632
842,19,3,0.0002007137664381542,0.5561282160273108
842,19,4,0.0001220854881898159,0.6849116622472294
842,19,5,0.00034191574522646206,0.6850363950474151
867,16,0,0.00014524477641242317,0.41281595055034387
867,16,1,0.00038706535855004276,0.7292142117921001
867,16,2,0.0003005482883490229,0.6429812278004344
867,16,3,0.00014308334862012106,0.5914033153233678
867,16,4,0.0002086948170396674,0.6997078879553252
867,16,5,0.00030980652516210405,0.5796003960175935
867,16,6,0.0001763071340559197,0.5419399496130144
867,16,7,0.0002088742261925347,0.16693583830221734
867,16,8,5.724017447994445e-05,0.01857355373794815
871,10,0,0.00038023894875782727,0.3122537553848428
871,10,1,0.0002648434464426197,0.27605263543803604
871,10,2,0.00014437135021461156,0.5116171705903277
871,10,3,0.00012426769546458605,0.690393322262887
871,10,4,0.00036172709645765355,0.6473133026959877
871,10,5,0.0003181278109423147,0.650842681504107
871,10,6,1.4816957712326939e-05,0.7846247782279692
871,10,7,0.00018269531735470856,0.6113425852386961
871,10,8,0.000157109840621672,0.6186934444557596
871,10,9,0.0001957604583775474,0.6908738229677912
871,10,10,0.00025550513919925244,0.6474111321166433
871,10,11,0.00021453030274920515,0.5207155599640934
871,10,12,0.00014784394074141005,0.3678656558464161
871,10,13,0.0004256259153523345,0.3376336946682723
871,10,14,0.00032812312353713846,0.0980476828114983
908,22,0,0.00010266819689574991,0.07649944843480339
908,22,1,0.00013464280713060273,0.07607390319743179
908,22,2,0.00013674384702511144,0.08342526125737863
913,8,0,0.00010707369792006816,0.34751464947903665
913,8,1,0.00016782415353355784,0.3083991464826748
