seed,stress,variant,total,cleared,clear_rate,error,mean_time_per_source,distance,fallback_count,grid_points,clear_attempts,optical_clear_attempts,diagnostic_count,detect_count,switch_count,runtime,config_hash
32,random,P4_route_only,16,16,1.0,,745.5830186578899,45686.641492631185,1,385,272,257,0,332,284,1.3917093000000023,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
33,edge,P4_current,16,16,1.0,,743.6267198818662,42900.137590549275,1,124,30,15,0,541,491,2.425435799999832,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
33,edge,P4_diagnostic_v1,16,16,1.0,,743.3423605402222,43052.38884321778,0,0,16,0,1,542,493,2.3742603000009694,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
33,edge,P4_diagnostic_v2,16,16,1.0,,743.3423605402222,43052.38884321778,0,0,16,0,1,542,493,2.6751756999983627,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
33,edge,P4_route_only,16,16,1.0,,757.863816896635,43424.1053517308,1,124,71,56,0,541,491,2.2648976999989827,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
34,bias,P4_current,10,10,1.0,,1177.0217031938273,40041.085159691356,0,0,10,0,0,626,582,1.2523275000003196,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
34,bias,P4_diagnostic_v1,10,10,1.0,,1177.0217031938273,40041.085159691356,0,0,10,0,0,626,582,1.2392300999999861,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
34,bias,P4_diagnostic_v2,10,10,1.0,,1177.0217031938273,40041.085159691356,0,0,10,0,0,626,582,1.2520980000008421,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
34,bias,P4_route_only,10,10,1.0,,1177.0217031938273,40041.085159691356,0,0,10,0,0,626,582,1.2611325000016222,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
35,cluster,P4_current,10,10,1.0,,1106.0294993320863,34846.47496660431,1,390,10,1,0,681,636,0.968944600001123,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
35,cluster,P4_diagnostic_v1,10,10,1.0,,1115.5147687924796,35290.73843962397,0,0,10,0,1,682,637,1.0464004000004934,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
35,cluster,P4_diagnostic_v2,10,10,1.0,,1125.7635244233286,35778.176221166425,0,0,10,0,2,683,637,1.5799532000000909,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
35,cluster,P4_route_only,10,10,1.0,,1208.936708472415,38011.83542362073,1,390,142,133,0,681,636,0.9886100000003353,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
36,random,P4_current,12,12,1.0,,971.0387903105379,42727.32741863227,0,0,12,0,0,515,472,0.9335699000002933,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
36,random,P4_diagnostic_v1,12,12,1.0,,971.0387903105379,42727.32741863227,0,0,12,0,0,515,472,0.9596398000012414,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
36,random,P4_diagnostic_v2,12,12,1.0,,971.0387903105379,42727.32741863227,0,0,12,0,0,515,472,0.9714280999996845,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
36,random,P4_route_only,12,12,1.0,,971.0387903105379,42727.32741863227,0,0,12,0,0,515,472,0.9921705999986443,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
37,edge,P4_current,11,11,1.0,,2492.7779651484384,113972.78808316427,1,294,261,251,0,644,601,1.4252911000003223,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
37,edge,P4_diagnostic_v1,11,11,1.0,,1133.540673287778,42894.737030827775,1,8,14,4,1,645,601,1.5199701999990793,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
37,edge,P4_diagnostic_v2,11,11,1.0,,1135.5944209876386,43027.69315432012,0,0,11,0,2,646,601,2.042886200000794,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
37,edge,P4_route_only,11,11,1.0,,1127.0028545801692,42470.1570019093,1,294,20,10,0,644,601,1.3973846999997477,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
38,bias,P4_current,11,11,1.0,,1055.1116334648787,39536.13984056832,0,0,11,0,0,615,569,1.5111689000004844,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
38,bias,P4_diagnostic_v1,11,11,1.0,,1055.1116334648787,39536.13984056832,0,0,11,0,0,615,569,1.468951400000151,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
38,bias,P4_diagnostic_v2,11,11,1.0,,1055.1116334648787,39536.13984056832,0,0,11,0,0,615,569,1.5457495999999082,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
38,bias,P4_route_only,11,11,1.0,,1055.1116334648787,39536.13984056832,0,0,11,0,0,615,569,1.5870672000000923,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
39,cluster,P4_current,16,16,1.0,,666.7560274347312,35610.48219477848,4,771,16,4,0,585,541,1.2327771999989636,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
39,cluster,P4_diagnostic_v1,16,16,1.0,,698.9097432505438,37987.77946004349,0,0,16,0,7,592,545,1.6322452999993402,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
39,cluster,P4_diagnostic_v2,16,16,1.0,,698.413008532092,37973.04068256736,0,0,16,0,6,591,545,3.055495200000223,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
39,cluster,P4_route_only,16,16,1.0,,802.0665543638376,42295.32434910699,4,771,292,280,0,585,541,1.2684404000010545,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
40,random,P4_current,13,13,1.0,,870.1794518375123,38966.664369438295,2,49,27,16,0,576,532,1.0906957000006514,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
40,random,P4_diagnostic_v1,13,13,1.0,,870.0682242407869,39084.43457565114,0,0,13,0,3,579,534,1.250062800001615,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
40,random,P4_diagnostic_v2,13,13,1.0,,867.6454809390113,38951.956261035724,0,0,13,0,2,578,534,1.7630709000004572,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
40,random,P4_route_only,13,13,1.0,,873.6427996931427,39071.78198005427,2,49,35,24,0,576,532,1.180083299999751,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
41,edge,P4_current,14,14,1.0,,965.3426949797746,49548.98864858431,1,204,176,163,0,515,474,1.1678435000012541,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
41,edge,P4_diagnostic_v1,14,14,1.0,,793.989303607112,39924.251252497845,0,0,14,0,2,517,476,1.3836763999988761,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
41,edge,P4_diagnostic_v2,14,14,1.0,,793.989303607112,39924.251252497845,0,0,14,0,2,517,476,1.8499717000013334,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
41,edge,P4_route_only,14,14,1.0,,862.298602568714,42365.90217980998,1,204,174,161,0,515,474,1.1919705999989674,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
42,bias,P4_current,10,10,1.0,,1223.3953620068692,42994.76810034347,1,36,29,20,0,596,548,1.22515519999979,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
42,bias,P4_diagnostic_v1,10,10,1.0,,1209.2810998646885,42524.05499323442,0,0,10,0,2,598,548,1.3639110000003711,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
42,bias,P4_diagnostic_v2,10,10,1.0,,1210.617517840107,42565.875892005344,0,0,10,0,3,599,548,2.147769799999878,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
42,bias,P4_route_only,10,10,1.0,,1216.705691654483,42615.28458272414,1,36,32,23,0,596,548,1.2178452000007383,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
43,cluster,P4_current,13,13,1.0,,837.5835617084261,35537.93151104769,1,16,15,3,0,626,580,1.4539198000002216,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
43,cluster,P4_diagnostic_v1,13,13,1.0,,839.2484193242573,35651.147256076714,0,0,13,0,1,627,580,1.443468400000711,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
43,cluster,P4_diagnostic_v2,13,13,1.0,,839.2484193242573,35651.147256076714,0,0,13,0,1,627,580,1.7149667999983649,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
43,cluster,P4_route_only,13,13,1.0,,839.3941342678526,35610.61872741041,1,16,18,6,0,626,580,1.3646860999997443,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
44,random,P4_current,14,14,1.0,,789.7954155667836,41100.67908967483,1,32,20,7,0,466,419,1.425015800001347,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
44,random,P4_diagnostic_v1,14,14,1.0,,788.8943420039575,41092.60394027701,0,0,14,0,1,467,421,1.6262127999998484,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
44,random,P4_diagnostic_v2,14,14,1.0,,788.8943420039575,41092.60394027701,0,0,14,0,1,467,421,1.8489395000015065,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
44,random,P4_route_only,14,14,1.0,,789.8210664410814,41057.47465087567,1,32,23,10,0,466,419,1.490953599999557,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
45,edge,P4_current,16,16,1.0,,1823.4118509835312,126302.94807868263,1,306,293,278,0,508,463,1.9571469999991677,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
45,edge,P4_diagnostic_v1,16,16,1.0,,695.4464568275163,40145.7165462013,0,0,16,0,3,511,463,2.084170999998605,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
45,edge,P4_diagnostic_v2,16,16,1.0,,691.2353229874451,39808.8258389956,0,0,16,0,3,511,463,2.8017969000011362,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
45,edge,P4_route_only,16,16,1.0,,683.6071162203128,39258.569297625014,1,306,17,2,0,508,463,1.887176800000816,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
46,bias,P4_current,13,13,1.0,,1870.5685374772288,102176.95493601989,2,770,257,246,0,521,480,1.064485799999602,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
46,bias,P4_diagnostic_v1,13,13,1.0,,864.1145897189259,40362.44833173018,0,0,13,0,2,523,481,1.1929830999997648,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
46,bias,P4_diagnostic_v2,13,13,1.0,,864.1145897189259,40362.44833173018,0,0,13,0,2,523,481,1.6604204000013851,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
46,bias,P4_route_only,13,13,1.0,,1111.3667105991676,49678.83618894588,2,770,467,456,0,521,480,1.088327699999354,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
47,cluster,P4_current,10,10,1.0,,1090.3718153040768,33893.59076520384,1,385,10,1,0,687,640,1.0525129999987257,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
47,cluster,P4_diagnostic_v1,10,10,1.0,,1103.7567576108006,34532.83788054003,0,0,10,0,1,688,641,1.1767872999989777,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
47,cluster,P4_diagnostic_v2,10,10,1.0,,1111.8235097487716,34911.17548743857,0,0,10,0,2,689,641,1.7087988000002952,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
47,cluster,P4_route_only,10,10,1.0,,1225.6757183772902,37973.785918864494,1,385,189,180,0,687,640,1.0910466999994242,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
48,random,P4_current,10,10,1.0,,1126.1475466557852,38137.37733278926,0,0,10,0,0,605,559,0.9856708999996044,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
48,random,P4_diagnostic_v1,10,10,1.0,,1126.1475466557852,38137.37733278926,0,0,10,0,0,605,559,1.0057923000003939,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
48,random,P4_diagnostic_v2,10,10,1.0,,1126.1475466557852,38137.37733278926,0,0,10,0,0,605,559,0.9589336999997613,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
48,random,P4_route_only,10,10,1.0,,1126.1475466557852,38137.37733278926,0,0,10,0,0,605,559,0.9893802999995387,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
49,edge,P4_current,10,10,1.0,,1185.5003820907223,38900.019104536084,1,124,27,18,0,670,624,1.323063900001216,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
49,edge,P4_diagnostic_v1,10,10,1.0,,1175.1148349747625,38575.74174873812,0,0,10,0,2,672,626,1.4651898000010988,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
49,edge,P4_diagnostic_v2,10,10,1.0,,1169.6269572686488,38301.34786343242,0,0,10,0,2,672,626,1.9219107999997505,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
49,edge,P4_route_only,10,10,1.0,,1199.7035846947279,39055.179234736366,1,124,64,55,0,670,624,1.3606720000007044,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
50,bias,P4_current,15,15,1.0,,770.1107363807439,41793.305228555786,0,0,15,0,0,527,483,1.7355597000005218,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
50,bias,P4_diagnostic_v1,15,15,1.0,,770.1107363807439,41793.305228555786,0,0,15,0,0,527,483,1.7243979000013496,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
50,bias,P4_diagnostic_v2,15,15,1.0,,770.1107363807439,41793.305228555786,0,0,15,0,0,527,483,1.6677048000001378,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
50,bias,P4_route_only,15,15,1.0,,770.1107363807439,41793.305228555786,0,0,15,0,0,527,483,1.5957362000008288,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
51,cluster,P4_current,12,12,1.0,,912.2052561924542,35177.31537154725,1,60,12,1,0,649,606,1.024510299999747,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
51,cluster,P4_diagnostic_v1,12,12,1.0,,918.0296896657643,35496.78137994586,0,0,12,0,1,650,607,1.1034709999985353,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
51,cluster,P4_diagnostic_v2,12,12,1.0,,918.0296896657643,35496.78137994586,0,0,12,0,1,650,607,1.2818626999996923,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
51,cluster,P4_route_only,12,12,1.0,,933.7091062220316,35942.546373321886,1,60,47,36,0,649,606,1.0387071999994077,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
52,random,P4_current,16,16,1.0,,1986.929103970308,137619.32831762466,4,1395,580,568,0,423,380,1.3649260999991384,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
52,random,P4_diagnostic_v1,16,16,1.0,,714.3224995584582,44050.79996467665,0,0,16,0,8,431,384,1.674250199999733,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
52,random,P4_diagnostic_v2,16,16,1.0,,709.6228009050061,43674.82407240049,0,0,16,0,8,431,384,3.519874300000083,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
52,random,P4_route_only,16,16,1.0,,981.5961980889211,55767.69584711369,4,1395,675,663,0,423,380,1.3948335999994015,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
53,edge,P4_current,15,15,1.0,,2568.1118778993396,169578.39084244988,4,565,412,401,0,564,520,1.530210499999157,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
53,edge,P4_diagnostic_v1,15,15,1.0,,792.3569792607133,42206.77344455348,0,0,15,0,5,569,524,1.7808598000010534,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
53,edge,P4_diagnostic_v2,15,15,1.0,,792.4460045036188,42213.450337771406,0,0,15,0,5,569,524,2.9329556000011507,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
53,edge,P4_route_only,15,15,1.0,,899.1689448256758,46447.670861925675,4,565,276,265,0,564,520,1.5199248999997508,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
54,bias,P4_current,12,12,1.0,,971.974626605621,41053.47759633725,0,0,12,0,0,573,528,1.305958200000532,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
54,bias,P4_diagnostic_v1,12,12,1.0,,971.974626605621,41053.47759633725,0,0,12,0,0,573,528,1.3155463000002783,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
54,bias,P4_diagnostic_v2,12,12,1.0,,971.974626605621,41053.47759633725,0,0,12,0,0,573,528,1.297555500001181,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
54,bias,P4_route_only,12,12,1.0,,971.974626605621,41053.47759633725,0,0,12,0,0,573,528,1.3208696999990934,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
55,cluster,P4_current,16,16,1.0,,658.9580541097774,35171.644328782175,1,385,17,2,0,579,531,1.4528517999988253,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
55,cluster,P4_diagnostic_v1,16,16,1.0,,667.1726231284512,35788.80985027609,0,0,16,0,2,581,532,1.578745799999524,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
55,cluster,P4_diagnostic_v2,16,16,1.0,,673.086121817678,36261.88974541422,0,0,16,0,2,581,532,2.052534000000378,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
55,cluster,P4_route_only,16,16,1.0,,720.2645191007454,38186.16152805962,1,385,143,128,0,579,531,1.4689760000001115,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
56,random,P4_current,12,12,1.0,,945.728212013802,38988.69272082807,1,308,49,38,0,570,530,1.1680551000008563,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
56,random,P4_diagnostic_v1,12,12,1.0,,895.5941302577899,36475.64781546736,0,0,12,0,2,572,532,1.1852853000000323,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
56,random,P4_diagnostic_v2,12,12,1.0,,893.3045349823122,36363.27209893871,0,0,12,0,1,571,532,1.3974939999989147,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
56,random,P4_route_only,12,12,1.0,,965.3494836535864,39040.969019215154,1,308,124,113,0,570,530,1.1391430999992735,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
57,edge,P4_current,10,10,1.0,,1345.9214858835535,44476.07429417775,1,220,220,211,0,654,614,1.2074713999991218,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
57,edge,P4_diagnostic_v1,10,10,1.0,,1138.492076058833,37229.603802941645,0,0,10,0,1,655,614,1.2269205000011425,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
57,edge,P4_diagnostic_v2,10,10,1.0,,1135.2464435595064,37042.32217797532,0,0,10,0,2,656,614,1.7806730000011157,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
57,edge,P4_route_only,10,10,1.0,,1258.6492998737876,40112.46499368939,1,220,220,211,0,654,614,1.1629517000001215,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
58,bias,P4_current,13,13,1.0,,883.172397949802,40796.20586673712,1,24,14,2,0,550,504,1.3064026000010927,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
58,bias,P4_diagnostic_v1,13,13,1.0,,886.0503422477657,40973.27224610475,0,0,13,0,1,551,504,1.3897876999999426,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
58,bias,P4_diagnostic_v2,13,13,1.0,,886.2308084681194,40985.00255042775,0,0,13,0,1,551,504,1.5689514999994572,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
58,bias,P4_route_only,13,13,1.0,,886.9430167715218,40951.29609014891,1,24,20,8,0,550,504,1.28254669999842,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
59,cluster,P4_current,15,15,1.0,,680.1790575046414,33923.42931284809,1,15,19,5,0,563,516,1.4819071000001713,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
59,cluster,P4_diagnostic_v1,15,15,1.0,,681.7403067554532,34075.52300665897,0,0,15,0,2,564,516,1.5433854000002611,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
59,cluster,P4_diagnostic_v2,15,15,1.0,,681.7403067554532,34075.52300665897,0,0,15,0,2,564,516,2.0139410000010685,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
59,cluster,P4_route_only,15,15,1.0,,678.0093682099513,33830.70261574634,1,15,16,2,0,562,516,1.4244197000007262,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
60,random,P4_current,11,11,1.0,,1055.9921023642864,38809.56563003576,0,0,11,0,0,640,599,1.1208882999999332,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
60,random,P4_diagnostic_v1,11,11,1.0,,1055.9921023642864,38809.56563003576,0,0,11,0,0,640,599,1.1293872999995074,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
60,random,P4_diagnostic_v2,11,11,1.0,,1055.9921023642864,38809.56563003576,0,0,11,0,0,640,599,1.160522600001059,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
60,random,P4_route_only,11,11,1.0,,1055.9921023642864,38809.56563003576,0,0,11,0,0,640,599,1.1481438000009803,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
61,edge,P4_current,12,12,1.0,,965.6482092111518,40053.89255266907,1,136,40,29,0,580,533,1.7694104000001971,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
61,edge,P4_diagnostic_v1,12,12,1.0,,940.2635996366836,38890.81597820101,0,0,12,0,2,582,535,1.8594707999982347,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
61,edge,P4_diagnostic_v2,12,12,1.0,,934.5938441213369,38550.63064728021,0,0,12,0,2,582,535,2.291722899999513,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
61,edge,P4_route_only,12,12,1.0,,942.8271147403053,38714.626884418314,1,136,38,27,0,580,533,1.774162300000171,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
62,bias,P4_current,13,13,1.0,,901.6333307807053,41866.16650074583,1,21,16,4,0,553,509,1.4189274000000296,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
62,bias,P4_diagnostic_v1,13,13,1.0,,904.3141882481087,42050.422236127066,0,0,13,0,1,554,511,1.5215612000010879,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
62,bias,P4_diagnostic_v2,13,13,1.0,,901.2795121195759,41853.16828777241,0,0,13,0,1,554,511,1.8201810000009573,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
62,bias,P4_route_only,13,13,1.0,,903.7160347788681,41956.542260626426,1,21,19,7,0,553,509,1.4842199000013352,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
63,cluster,P4_current,13,13,1.0,,1411.2501634348764,71726.26062326695,3,196,118,108,0,612,561,1.5750267999992502,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
63,cluster,P4_diagnostic_v1,13,13,1.0,,831.7722303932841,35555.194975563434,0,0,13,0,3,615,562,1.734146900000269,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
63,cluster,P4_diagnostic_v2,13,13,1.0,,843.0509365049497,36263.310872821705,0,0,13,0,4,616,562,2.6774468000003253,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
63,cluster,P4_route_only,13,13,1.0,,888.3675007167146,37453.887546586426,3,196,137,127,0,612,561,1.5932998999996926,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
64,random,P4_current,13,13,1.0,,2508.962677822574,141567.5740584672,2,336,254,243,0,593,550,1.549864599999637,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
64,random,P4_diagnostic_v1,13,13,1.0,,894.7646193238469,40154.70025605004,0,0,13,0,4,597,551,1.6716351999984909,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
64,random,P4_diagnostic_v2,13,13,1.0,,894.155587811725,40090.11320776213,0,0,13,0,5,598,551,2.968509599999379,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
64,random,P4_route_only,13,13,1.0,,1017.8005540922749,44597.03601599785,2,336,257,246,0,593,550,1.5192377000003034,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
65,edge,P4_current,11,11,1.0,,1073.0594909466822,38603.27200206752,0,0,11,0,0,678,638,1.37410219999947,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
65,edge,P4_diagnostic_v1,11,11,1.0,,1073.0594909466822,38603.27200206752,0,0,11,0,0,678,638,1.388923499998782,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
65,edge,P4_diagnostic_v2,11,11,1.0,,1073.0594909466822,38603.27200206752,0,0,11,0,0,678,638,1.8422558000002027,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
