seed,time_s,channel,current_channel,nodes,scan_credit_s,next_action,next_channel,next_path
0,432.0,13,19,23,138,active_localization,2,/measure
0,527.833413,2,2,23,137,certified_clear,2,/clear
0,527.833413,13,2,23,138,certified_clear,2,/clear
0,546.425004,13,2,23,138,active_localization,17,/measure
0,742.333757,13,17,23,138,certified_clear,17,/clear
0,742.333757,17,17,23,137,certified_clear,17,/clear
0,749.03261,13,17,23,138,active_localization,15,/measure
0,791.614656,13,15,23,138,active_localization,15,/measure
0,839.321116,13,15,23,138,certified_clear,15,/clear
0,839.321116,15,15,23,137,certified_clear,15,/clear
0,852.27753,13,15,23,138,discovery,1,/measure
0,1037.102107,13,20,22,132,certified_clear,13,/clear
0,1329.009485,6,6,22,131,certified_clear,6,/clear
0,2215.401644,18,18,20,119,certified_clear,18,/clear
0,2457.979338,12,12,19,113,certified_clear,12,/clear
0,3339.430185,5,5,15,89,certified_clear,5,/clear
0,4040.584652,8,8,12,71,certified_clear,8,/clear
0,5181.233067,11,11,6,35,certified_clear,11,/clear
0,6115.114425,7,7,3,17,certified_clear,7,/clear
0,6631.603168,10,10,1,5,certified_clear,10,/clear
0,6839.428213,9,9,1,5,certified_clear,9,/clear
1,432.0,1,19,23,138,active_localization,10,/measure
1,506.4029,1,10,23,138,certified_clear,10,/clear
1,506.4029,10,10,23,137,certified_clear,10,/clear
1,517.800882,1,10,23,138,certified_clear,1,/clear
1,733.358565,17,17,23,137,certified_clear,17,/clear
1,1066.335958,19,19,22,131,certified_clear,19,/clear
1,1563.208683,3,18,20,120,certified_clear,3,/clear
1,2319.581565,2,2,18,107,certified_clear,2,/clear
1,2785.129517,6,6,16,95,certified_clear,6,/clear
1,2964.270967,12,12,15,89,certified_clear,12,/clear
1,3052.938037,18,18,15,89,certified_clear,18,/clear
1,4471.107956,15,15,9,53,certified_clear,15,/clear
1,4838.878271,20,20,8,47,certified_clear,20,/clear
1,4955.561796,5,16,7,42,discovery,16,/measure
1,5046.543939,5,14,6,36,certified_clear,5,/clear
1,5409.478174,7,7,5,29,certified_clear,7,/clear
1,6216.947318,11,11,2,11,certified_clear,11,/clear
2,543.861921,12,12,23,137,certified_clear,12,/clear
2,702.298274,10,10,23,137,certified_clear,10,/clear
2,825.413168,8,8,23,137,certified_clear,8,/clear
2,1026.095203,1,20,22,132,discovery,20,/measure
2,1165.077346,1,19,21,126,certified_clear,1,/clear
2,1889.605723,9,9,19,113,certified_clear,9,/clear
2,2998.581149,14,14,15,89,certified_clear,14,/clear
2,3036.129417,20,20,15,89,certified_clear,20,/clear
2,3338.716033,11,11,14,83,certified_clear,11,/clear
2,4068.646794,6,6,11,65,certified_clear,6,/clear
2,5652.136661,2,2,4,23,certified_clear,2,/clear
2,6046.705266,5,5,3,17,certified_clear,5,/clear
2,6165.008286,13,19,2,12,certified_clear,13,/clear
2,6165.008286,18,19,2,12,certified_clear,13,/clear
2,6251.880466,18,19,2,12,certified_clear,18,/clear
3,602.555698,8,8,23,137,certified_clear,8,/clear
3,1156.004837,13,13,21,125,certified_clear,13,/clear
3,1606.111718,18,18,20,119,certified_clear,18,/clear
3,2338.338171,14,14,17,101,certified_clear,14,/clear
3,2781.29127,15,15,16,95,certified_clear,15,/clear
3,3169.215882,1,1,15,89,certified_clear,1,/clear
3,3306.069186,7,7,15,89,certified_clear,7,/clear
3,3426.471462,12,12,15,89,certified_clear,12,/clear
3,3516.630308,2,20,14,84,certified_clear,2,/clear
4,450.300816,8,8,23,137,certified_clear,8,/clear
4,607.646228,18,18,23,137,certified_clear,18,/clear
4,757.656319,4,4,23,137,certified_clear,4,/clear
4,1335.206426,17,17,21,125,certified_clear,17,/clear
4,2742.92722,14,14,16,95,certified_clear,14,/clear
4,2867.148999,11,20,15,90,certified_clear,11,/clear
4,3293.178671,3,3,14,83,certified_clear,3,/clear
4,3446.687329,16,20,13,78,certified_clear,15,/clear
4,3446.687329,1,20,13,78,certified_clear,15,/clear
4,3446.687329,15,20,13,78,certified_clear,15,/clear
4,3596.182964,16,20,13,78,certified_clear,1,/clear
4,3596.182964,1,20,13,78,certified_clear,1,/clear
4,3639.263831,16,20,13,78,discovery,20,/measure
4,3810.303697,16,19,12,72,discovery,19,/measure
4,3913.28584,16,20,11,66,discovery,20,/measure
4,4175.969029,16,19,10,60,certified_clear,16,/clear
4,4693.262733,10,20,9,54,certified_clear,10,/clear
5,499.421092,5,5,23,137,certified_clear,5,/clear
5,1083.69011,10,10,21,125,certified_clear,10,/clear
5,1395.684701,18,18,20,119,certified_clear,18,/clear
5,1996.444424,13,13,19,113,certified_clear,13,/clear
5,2271.271282,7,20,18,108,certified_clear,7,/clear
5,2450.853709,2,2,18,107,certified_clear,2,/clear
5,2482.412257,19,19,18,107,certified_clear,19,/clear
5,2827.347287,17,20,17,102,certified_clear,16,/clear
5,2827.347287,16,20,17,102,certified_clear,16,/clear
5,2910.497162,17,20,17,102,certified_clear,17,/clear
5,3631.900946,4,4,16,95,certified_clear,4,/clear
5,4883.504732,3,15,10,60,certified_clear,3,/clear
5,5698.431354,6,6,7,41,certified_clear,6,/clear
5,6479.481735,9,15,3,18,certified_clear,9,/clear
6,556.971662,6,6,23,137,certified_clear,6,/clear
6,713.345323,18,18,23,137,certified_clear,18,/clear
6,1040.022914,2,2,22,131,certified_clear,2,/clear
6,1256.373497,14,14,22,131,certified_clear,14,/clear
6,2035.348073,7,7,19,113,certified_clear,7,/clear
6,3837.59283,4,4,11,65,certified_clear,4,/clear
6,4958.673537,13,20,6,36,active_localization,16,/measure
6,5024.739941,13,16,6,36,active_localization,16,/measure
6,5124.13328,13,16,6,36,certified_clear,16,/clear
6,5124.13328,16,16,6,35,certified_clear,16,/clear
6,5134.963565,13,16,6,36,certified_clear,13,/clear
6,5371.730898,10,10,6,35,certified_clear,10,/clear
6,6146.636305,17,19,2,12,certified_clear,17,/clear
6,6358.898624,20,20,2,11,certified_clear,20,/clear
7,603.304884,13,13,23,137,certified_clear,13,/clear
7,1206.931538,6,6,21,125,certified_clear,6,/clear
7,1648.304871,3,3,20,119,certified_clear,3,/clear
7,5254.369391,15,15,13,77,certified_clear,15,/clear
7,6816.801844,5,5,7,41,certified_clear,5,/clear
7,6975.819883,20,20,7,41,certified_clear,20,/clear
7,7108.387992,14,19,6,36,certified_clear,14,/clear
8,561.246561,9,9,23,137,certified_clear,9,/clear
8,717.613445,3,3,23,137,certified_clear,3,/clear
8,942.5703,12,20,22,132,certified_clear,12,/clear
8,1243.499582,11,19,21,126,certified_clear,18,/clear
8,1243.499582,18,19,21,126,certified_clear,18,/clear
8,1348.18203,11,19,21,126,certified_clear,11,/clear
8,1799.104298,6,6,20,119,certified_clear,6,/clear
8,1960.313401,7,20,19,114,certified_clear,7,/clear
8,2169.745437,8,8,19,113,certified_clear,8,/clear
8,2723.743125,2,19,17,102,certified_clear,2,/clear
8,4633.331178,4,20,8,48,discovery,20,/measure
8,4633.331178,16,20,8,48,discovery,20,/measure
8,4730.313321,4,19,7,42,certified_clear,4,/clear
8,4730.313321,16,19,7,42,certified_clear,4,/clear
8,4877.350273,16,19,7,42,certified_clear,16,/clear
8,5279.507899,5,5,6,35,certified_clear,5,/clear
8,5360.315134,15,15,6,35,certified_clear,15,/clear
8,5402.345219,10,10,6,35,certified_clear,10,/clear
9,751.002689,5,20,22,132,active_localization,10,/measure
9,751.002689,6,20,22,132,active_localization,10,/measure
9,848.19183,5,10,22,132,certified_clear,10,/clear
9,848.19183,6,10,22,132,certified_clear,10,/clear
9,848.19183,10,10,22,131,certified_clear,10,/clear
9,859.184149,5,10,22,132,certified_clear,6,/clear
9,859.184149,6,10,22,132,certified_clear,6,/clear
9,967.75283,5,10,22,132,active_localization,20,/measure
9,990.103798,5,20,22,132,certified_clear,20,/clear
9,990.103798,20,20,22,131,certified_clear,20,/clear
9,1082.635746,5,20,22,132,certified_clear,5,/clear
9,1497.06401,16,16,21,125,certified_clear,16,/clear
9,1732.156498,1,1,21,125,certified_clear,1,/clear
9,3098.504135,12,12,15,89,certified_clear,12,/clear
9,3375.923882,15,15,13,77,certified_clear,15,/clear
9,3862.924431,11,11,12,71,certified_clear,11,/clear
10,432.0,16,19,23,138,certified_clear,16,/clear
10,1064.326903,6,6,22,131,certified_clear,6,/clear
10,1501.168514,8,8,21,125,certified_clear,8,/clear
10,2857.42378,9,9,16,95,certified_clear,9,/clear
10,3168.887999,12,12,16,95,certified_clear,12,/clear
10,3747.114464,15,15,14,83,certified_clear,15,/clear
10,4004.377086,17,17,13,77,certified_clear,17,/clear
10,4094.904896,1,1,13,77,certified_clear,1,/clear
10,4305.669779,4,4,13,77,certified_clear,4,/clear
10,4736.878169,5,5,11,65,certified_clear,5,/clear
10,5869.012665,14,14,6,35,certified_clear,14,/clear
10,6810.186949,2,2,2,11,certified_clear,2,/clear
11,432.0,19,19,23,137,active_localization,2,/measure
11,484.345973,19,2,23,138,active_localization,2,/measure
11,513.66559,19,2,23,138,active_localization,2,/measure
11,552.377711,19,2,23,138,active_localization,2,/measure
11,578.454254,19,2,23,138,active_localization,2,/measure
11,597.824707,19,2,23,138,certified_clear,2,/clear
11,597.824707,2,2,23,137,certified_clear,2,/clear
11,625.229927,19,2,23,138,discovery,1,/measure
11,831.692116,19,20,22,132,discovery,20,/measure
11,982.674259,19,19,21,125,active_localization,18,/measure
11,1137.4264,19,18,21,126,active_localization,18,/measure
11,1158.834999,19,18,21,126,certified_clear,18,/clear
11,1158.834999,18,18,21,125,certified_clear,18,/clear
11,1170.318598,19,18,21,126,active_localization,16,/measure
11,1197.833581,19,16,21,126,active_localization,16,/measure
11,1368.407772,19,16,21,126,active_localization,16,/measure
11,1384.645974,19,16,21,126,certified_clear,16,/clear
11,1384.645974,16,16,21,125,certified_clear,16,/clear
11,1408.873986,19,16,21,126,discovery,1,/measure
11,1648.050184,19,20,20,120,discovery,20,/measure
11,1943.050184,19,19,19,113,discovery,19,/measure
11,2082.032327,19,20,18,108,active_localization,14,/measure
11,2117.312459,19,14,18,108,active_localization,14,/measure
11,2138.511367,19,14,18,108,certified_clear,14,/clear
11,2138.511367,14,14,18,107,certified_clear,14,/clear
11,2167.764564,19,14,18,108,active_localization,4,/measure
11,2243.537925,19,4,18,108,active_localization,4,/measure
11,2339.847987,19,4,18,108,certified_clear,4,/clear
11,2339.847987,4,4,18,107,certified_clear,4,/clear
11,2350.651513,19,4,18,108,discovery,1,/measure
11,2532.984373,19,20,17,102,active_localization,12,/measure
11,2549.908628,12,12,17,101,certified_clear,12,/clear
11,2549.908628,19,12,17,102,certified_clear,12,/clear
11,2576.60949,19,12,17,102,discovery,1,/measure
11,2827.296195,19,20,16,96,discovery,20,/measure
11,3104.296195,19,19,15,89,discovery,19,/measure
11,3225.278338,19,20,14,84,discovery,20,/measure
11,3505.961527,19,19,13,77,discovery,19,/measure
11,3782.961527,19,20,12,72,certified_clear,11,/clear
11,3782.961527,11,20,12,72,certified_clear,11,/clear
11,3870.819874,19,20,12,72,active_localization,1,/measure
11,3891.000021,19,1,12,72,active_localization,1,/measure
11,3954.005595,19,1,12,72,active_localization,1,/measure
11,3968.706047,19,1,12,72,certified_clear,1,/clear
11,3968.706047,1,1,12,71,certified_clear,1,/clear
11,3984.932976,19,1,12,72,discovery,3,/measure
11,4285.549877,19,20,11,66,discovery,20,/measure
11,4394.53202,19,19,10,59,certified_clear,13,/clear
11,4394.53202,13,19,10,60,certified_clear,13,/clear
11,4548.678731,19,19,10,59,discovery,19,/measure
11,4864.788183,19,20,9,54,certified_clear,19,/clear
11,5435.216238,5,5,8,47,certified_clear,5,/clear
11,6054.031117,20,20,5,29,certified_clear,20,/clear
12,613.524433,20,20,23,137,certified_clear,20,/clear
12,1262.280126,19,19,21,125,certified_clear,19,/clear
12,2481.052617,3,3,17,101,certified_clear,3,/clear
12,2511.477977,11,11,17,101,certified_clear,11,/clear
12,2670.711921,8,8,17,101,certified_clear,8,/clear
12,3161.547137,9,17,15,90,certified_clear,9,/clear
12,3161.547137,16,17,15,90,certified_clear,9,/clear
12,3232.390526,16,17,15,90,active_localization,15,/measure
12,3267.84671,16,15,15,90,active_localization,15,/measure
12,3332.119544,16,15,15,90,certified_clear,15,/clear
12,3332.119544,15,15,15,89,certified_clear,15,/clear
12,3343.785135,16,15,15,90,certified_clear,16,/clear
12,3865.420401,4,4,14,83,certified_clear,4,/clear
12,4235.999998,5,5,13,77,certified_clear,5,/clear
12,4649.076674,12,12,12,71,certified_clear,12,/clear
12,4842.011606,1,1,12,71,certified_clear,1,/clear
12,4985.435887,10,10,12,71,certified_clear,10,/clear
12,5579.816286,6,6,9,53,certified_clear,6,/clear
12,6630.981208,18,18,4,23,discovery,18,/measure
12,6703.963351,18,17,3,18,certified_clear,18,/clear
13,1370.970477,10,19,21,126,certified_clear,10,/clear
13,1813.504144,2,2,20,119,certified_clear,2,/clear
13,2337.821693,1,20,18,108,certified_clear,1,/clear
13,2563.354107,13,13,18,107,certified_clear,13,/clear
13,4030.597552,3,20,11,66,discovery,20,/measure
13,4030.597552,15,20,11,66,discovery,20,/measure
13,4151.579695,3,19,10,60,certified_clear,3,/clear
13,4151.579695,15,19,10,60,certified_clear,3,/clear
13,4310.674965,15,19,10,60,certified_clear,15,/clear
13,6090.06947,8,8,3,17,certified_clear,8,/clear
13,6492.981839,6,6,1,5,certified_clear,6,/clear
14,432.0,13,19,23,138,active_localization,8,/measure
14,446.385212,8,8,23,137,certified_clear,8,/clear
14,446.385212,13,8,23,138,certified_clear,8,/clear
14,466.265916,13,8,23,138,certified_clear,13,/clear
14,1393.790555,2,2,21,125,certified_clear,2,/clear
14,1809.181339,17,17,20,119,certified_clear,17,/clear
14,2108.974644,19,19,19,113,certified_clear,19,/clear
14,2964.918719,15,15,16,95,certified_clear,15,/clear
14,3709.930316,7,7,13,77,certified_clear,7,/clear
14,5486.354939,9,9,6,35,certified_clear,9,/clear
15,856.041113,4,4,22,131,certified_clear,4,/clear
15,1025.230758,16,16,22,131,certified_clear,16,/clear
15,1102.044967,14,14,22,131,certified_clear,14,/clear
15,1347.527416,20,20,21,125,certified_clear,20,/clear
15,1903.753046,2,2,19,113,certified_clear,2,/clear
15,2294.942324,1,1,18,107,certified_clear,1,/clear
15,2421.564927,6,19,17,102,certified_clear,6,/clear
15,3130.238883,19,19,15,89,certified_clear,19,/clear
15,3548.831315,18,18,14,83,certified_clear,18,/clear
15,4069.89957,17,17,12,71,certified_clear,17,/clear
15,5209.73937,10,10,7,41,certified_clear,10,/clear
15,6351.513689,7,7,2,11,certified_clear,7,/clear
16,712.40086,6,6,23,137,certified_clear,6,/clear
16,1034.570797,19,19,22,131,certified_clear,19,/clear
16,1218.002828,3,3,22,131,certified_clear,3,/clear
16,1744.836314,15,15,20,119,certified_clear,15,/clear
16,1995.638514,18,20,19,114,certified_clear,18,/clear
16,2843.072686,5,5,18,107,certified_clear,5,/clear
16,3005.929341,1,1,18,107,certified_clear,1,/clear
16,3965.585023,9,9,14,83,certified_clear,9,/clear
16,4851.766641,16,16,10,59,certified_clear,16,/clear
16,7630.100491,13,20,2,12,active_localization,20,/measure
16,7679.157774,20,20,2,11,certified_clear,20,/clear
16,7679.157774,13,20,2,12,certified_clear,20,/clear
16,7690.649076,13,20,2,12,certified_clear,13,/clear
16,7878.404588,2,2,2,11,certified_clear,2,/clear
17,432.0,3,19,23,138,certified_clear,3,/clear
17,432.0,14,19,23,138,certified_clear,3,/clear
17,454.252556,14,19,23,138,active_localization,20,/measure
17,513.510539,14,20,23,138,certified_clear,20,/clear
17,513.510539,20,20,23,137,certified_clear,20,/clear
17,525.78087,14,20,23,138,active_localization,11,/measure
17,570.131879,14,11,23,138,active_localization,11,/measure
17,637.690114,11,11,23,137,certified_clear,11,/clear
17,637.690114,14,11,23,138,certified_clear,11,/clear
17,649.510781,14,11,23,138,active_localization,10,/measure
17,688.138226,10,10,23,137,certified_clear,10,/clear
17,688.138226,14,10,23,138,certified_clear,10,/clear
17,753.803594,14,10,23,138,certified_clear,14,/clear
17,1173.301614,8,19,22,132,certified_clear,8,/clear
17,1173.301614,19,19,22,131,certified_clear,8,/clear
17,1303.003398,19,19,22,131,certified_clear,19,/clear
17,1501.097787,4,4,22,131,certified_clear,4,/clear
17,1536.244003,13,13,22,131,certified_clear,13,/clear
17,1932.53899,17,17,21,125,certified_clear,17,/clear
17,2036.137077,6,6,21,125,certified_clear,6,/clear
17,2352.545328,12,12,20,119,certified_clear,12,/clear
17,2941.785037,9,9,18,107,certified_clear,9,/clear
17,3984.300632,5,16,12,72,certified_clear,5,/clear
17,5284.576178,7,7,6,35,certified_clear,7,/clear
18,717.858333,6,6,23,137,certified_clear,6,/clear
18,1065.451294,18,18,22,131,certified_clear,18,/clear
18,1523.852897,7,7,21,125,certified_clear,7,/clear
18,1891.001468,12,12,21,125,certified_clear,12,/clear
18,2204.295582,4,4,20,119,certified_clear,4,/clear
18,2331.221276,3,3,20,119,certified_clear,3,/clear
18,4633.352872,17,17,9,53,certified_clear,17,/clear
18,4943.432729,19,19,8,47,certified_clear,19,/clear
18,6608.153921,15,20,1,6,certified_clear,15,/clear
19,642.081483,4,4,23,137,certified_clear,4,/clear
19,1129.230771,15,15,21,125,certified_clear,15,/clear
19,2142.500597,8,8,17,101,certified_clear,8,/clear
19,2350.848,3,3,17,101,certified_clear,3,/clear
19,3061.496475,20,20,15,89,certified_clear,20,/clear
19,3272.976056,12,12,15,89,certified_clear,12,/clear
19,3297.056093,7,7,15,89,certified_clear,7,/clear
19,3493.913774,6,6,15,89,certified_clear,6,/clear
19,4256.09614,16,16,13,77,certified_clear,16,/clear
20,551.410428,4,4,23,137,certified_clear,4,/clear
20,583.286238,17,17,23,137,certified_clear,17,/clear
20,638.319483,1,1,23,137,certified_clear,1,/clear
20,772.677131,6,6,23,137,certified_clear,6,/clear
20,964.905892,20,20,22,131,certified_clear,20,/clear
20,1157.354163,15,15,22,131,certified_clear,15,/clear
20,1593.373242,18,18,21,125,certified_clear,18,/clear
20,2870.264601,7,7,15,89,certified_clear,7,/clear
20,3477.80727,14,14,13,77,certified_clear,14,/clear
20,6026.523418,8,16,1,6,certified_clear,8,/clear
21,513.542187,5,5,23,137,certified_clear,5,/clear
21,664.969743,20,20,23,137,certified_clear,20,/clear
21,1053.071756,10,10,22,131,certified_clear,10,/clear
21,1548.954423,7,18,20,120,certified_clear,7,/clear
21,2034.736934,1,1,19,113,certified_clear,1,/clear
21,2753.02777,17,17,16,95,certified_clear,17,/clear
21,4064.570017,3,18,10,60,certified_clear,3,/clear
21,4375.160831,11,11,10,59,certified_clear,11,/clear
21,5390.818137,18,18,5,29,certified_clear,18,/clear
21,5611.79096,15,19,4,24,certified_clear,15,/clear
21,6582.420197,4,16,2,12,discovery,16,/measure
21,6673.40234,4,19,1,6,certified_clear,4,/clear
22,432.0,5,19,23,138,certified_clear,12,/clear
22,432.0,12,19,23,138,certified_clear,12,/clear
22,499.459236,5,19,23,138,certified_clear,5,/clear
22,597.490341,19,19,23,137,certified_clear,19,/clear
22,714.467862,11,11,23,137,certified_clear,11,/clear
22,1164.071942,14,14,22,131,certified_clear,14,/clear
22,1566.028094,20,20,21,125,certified_clear,20,/clear
22,1850.974524,10,17,19,114,certified_clear,10,/clear
22,2064.915222,3,3,19,113,certified_clear,3,/clear
22,3600.566032,18,18,12,71,certified_clear,18,/clear
22,3842.944025,2,17,11,66,certified_clear,9,/clear
22,3842.944025,9,17,11,66,certified_clear,9,/clear
22,3922.327403,2,17,11,66,certified_clear,2,/clear
22,4622.123876,15,15,9,53,certified_clear,15,/clear
23,609.212742,1,1,23,137,certified_clear,1,/clear
23,939.074764,16,16,22,131,certified_clear,16,/clear
23,996.79906,2,2,22,131,certified_clear,2,/clear
23,2996.517357,5,5,16,95,certified_clear,5,/clear
23,3847.980876,15,15,13,77,certified_clear,15,/clear
23,4305.834044,11,19,11,66,certified_clear,11,/clear
23,5212.679827,17,17,8,47,certified_clear,17,/clear
23,5386.037187,7,20,7,42,certified_clear,7,/clear
23,6220.658199,14,14,4,23,certified_clear,14,/clear
23,6650.156803,4,19,2,12,certified_clear,4,/clear
23,7064.049438,3,3,1,5,certified_clear,3,/clear
24,449.958571,1,1,23,137,certified_clear,1,/clear
24,536.262903,16,16,23,137,certified_clear,16,/clear
24,899.047782,15,15,22,131,certified_clear,15,/clear
24,1009.493804,20,20,22,131,certified_clear,20,/clear
24,1528.629701,3,3,20,119,certified_clear,3,/clear
24,2618.156132,9,9,19,113,certified_clear,9,/clear
24,2998.844389,8,8,18,107,certified_clear,8,/clear
24,4584.545594,12,19,11,66,certified_clear,12,/clear
24,4829.751199,2,2,11,65,certified_clear,2,/clear
24,4857.346732,11,11,11,65,certified_clear,11,/clear
24,5690.034419,19,19,7,41,certified_clear,19,/clear
25,432.0,20,19,23,138,certified_clear,20,/clear
25,880.785348,6,6,22,131,certified_clear,6,/clear
25,1240.800209,7,7,21,125,certified_clear,7,/clear
25,1910.732253,18,18,19,113,certified_clear,18,/clear
25,2160.667179,19,19,18,107,certified_clear,19,/clear
25,2708.072884,10,10,17,101,certified_clear,10,/clear
25,3081.641966,4,4,16,95,certified_clear,4,/clear
25,3487.031526,15,15,15,89,certified_clear,15,/clear
25,3670.618842,5,17,14,84,certified_clear,5,/clear
25,5278.144583,2,2,7,41,certified_clear,2,/clear
25,5759.428536,11,11,5,29,certified_clear,11,/clear
25,6058.176531,16,16,4,23,certified_clear,16,/clear
25,6223.329302,8,8,4,23,certified_clear,8,/clear
25,6824.598716,3,3,1,5,certified_clear,3,/clear
26,649.781021,2,2,23,137,certified_clear,2,/clear
26,1052.229728,14,14,22,131,certified_clear,14,/clear
26,1559.307024,16,16,21,125,certified_clear,16,/clear
26,2217.539422,13,13,18,107,certified_clear,13,/clear
26,3172.546507,3,3,15,89,certified_clear,3,/clear
26,5032.756444,12,12,7,41,certified_clear,12,/clear
26,5250.555869,6,20,6,36,certified_clear,6,/clear
26,5370.633169,18,18,6,35,certified_clear,18,/clear
26,6561.91221,19,19,2,11,certified_clear,19,/clear
26,6723.849536,20,20,2,11,certified_clear,20,/clear
26,7013.29543,1,1,1,5,certified_clear,1,/clear
27,622.606208,12,12,23,137,certified_clear,12,/clear
27,758.711091,11,20,22,132,certified_clear,11,/clear
27,1119.374186,2,2,22,131,certified_clear,2,/clear
27,1307.478078,7,20,21,126,certified_clear,10,/clear
27,1307.478078,10,20,21,126,certified_clear,10,/clear
27,1365.097489,7,20,21,126,certified_clear,7,/clear
27,1519.539598,17,17,21,125,certified_clear,17,/clear
27,2719.188314,18,18,17,101,certified_clear,18,/clear
27,2805.961763,20,20,16,95,discovery,20,/measure
27,2805.961763,6,20,16,96,discovery,20,/measure
27,2914.943906,20,19,15,90,active_localization,3,/measure
27,2914.943906,6,19,15,90,active_localization,3,/measure
27,3107.440627,20,3,15,90,certified_clear,3,/clear
27,3107.440627,6,3,15,90,certified_clear,3,/clear
27,3107.440627,3,3,15,89,certified_clear,3,/clear
27,3119.006419,20,3,15,90,certified_clear,6,/clear
27,3119.006419,6,3,15,90,certified_clear,6,/clear
27,3264.732569,20,3,15,90,certified_clear,20,/clear
27,4401.890126,9,19,10,60,discovery,19,/measure
27,4492.872269,9,16,9,54,certified_clear,9,/clear
27,5183.723371,19,19,6,35,certified_clear,19,/clear
27,5440.904811,13,13,5,29,certified_clear,13,/clear
27,6363.434681,16,16,1,5,certified_clear,16,/clear
28,643.036489,16,16,23,137,certified_clear,16,/clear
28,908.138458,12,12,22,131,certified_clear,12,/clear
28,1043.061842,2,2,22,131,certified_clear,2,/clear
28,1466.257749,1,1,20,119,certified_clear,1,/clear
28,1526.122853,18,18,20,119,certified_clear,18,/clear
28,1734.044158,15,20,19,114,certified_clear,15,/clear
28,1964.950805,13,13,19,113,certified_clear,13,/clear
28,2013.803617,4,4,19,113,certified_clear,4,/clear
28,2308.818772,17,17,18,107,certified_clear,17,/clear
28,3249.362831,14,14,14,83,certified_clear,14,/clear
28,3716.447779,3,3,12,71,certified_clear,3,/clear
28,5076.699835,7,7,7,41,certified_clear,7,/clear
28,5423.506556,6,19,5,30,certified_clear,6,/clear
28,6280.612942,5,5,1,5,certified_clear,5,/clear
29,432.0,2,19,23,138,certified_clear,2,/clear
29,508.238234,1,1,23,137,certified_clear,1,/clear
29,553.677068,15,15,23,137,certified_clear,15,/clear
29,673.773801,14,14,23,137,certified_clear,14,/clear
29,987.605498,6,6,23,137,certified_clear,6,/clear
29,1215.240607,5,5,22,131,certified_clear,5,/clear
29,1400.182522,9,9,22,131,certified_clear,9,/clear
29,1488.291935,10,10,22,131,certified_clear,10,/clear
29,1724.739354,11,20,21,126,certified_clear,11,/clear
29,2252.26444,4,20,19,114,certified_clear,4,/clear
29,2602.296895,13,19,18,108,certified_clear,13,/clear
29,3233.941438,12,12,16,95,certified_clear,12,/clear
29,4963.686179,18,18,7,41,certified_clear,18,/clear
29,5281.905021,7,20,6,36,discovery,20,/measure
29,5360.887164,7,19,5,30,certified_clear,7,/clear
30,495.736495,1,1,23,137,certified_clear,1,/clear
30,526.811258,5,5,23,137,certified_clear,5,/clear
30,605.563003,2,2,23,137,certified_clear,2,/clear
30,969.349871,11,11,22,131,certified_clear,11,/clear
30,1075.715992,19,19,22,131,certified_clear,19,/clear
30,1207.067013,7,7,22,131,certified_clear,7,/clear
30,1625.164078,18,18,21,125,certified_clear,18,/clear
30,1762.666551,20,20,21,125,certified_clear,20,/clear
30,1800.18138,17,17,21,125,certified_clear,17,/clear
30,1830.159556,14,14,21,125,certified_clear,14,/clear
30,3363.326802,9,9,14,83,certified_clear,9,/clear
31,483.730891,19,19,23,137,certified_clear,19,/clear
31,573.981936,12,12,23,137,certified_clear,12,/clear
31,1170.235357,10,18,21,126,certified_clear,10,/clear
31,1244.414525,13,13,21,125,certified_clear,13,/clear
31,1482.248754,4,4,21,125,certified_clear,4,/clear
31,3342.435808,11,11,14,83,certified_clear,11,/clear
31,3491.522385,20,20,13,77,certified_clear,20,/clear
31,4597.549422,7,7,9,53,certified_clear,7,/clear
31,4886.966062,15,15,8,47,certified_clear,15,/clear
31,6122.596993,3,3,2,11,certified_clear,3,/clear
31,6362.225322,18,18,1,5,certified_clear,18,/clear
32,432.0,18,19,23,138,active_localization,13,/measure
32,498.943947,13,13,23,137,certified_clear,13,/clear
32,498.943947,18,13,23,138,certified_clear,13,/clear
32,509.834559,18,13,23,138,certified_clear,18,/clear
32,1078.366032,19,19,22,131,certified_clear,19,/clear
32,2496.464397,10,10,17,101,certified_clear,10,/clear
32,3291.149497,20,20,14,83,certified_clear,20,/clear
32,3742.461327,16,16,13,77,certified_clear,16,/clear
32,3923.906404,12,17,12,72,certified_clear,12,/clear
32,4322.225148,6,17,10,60,certified_clear,6,/clear
32,4601.972198,17,17,10,59,certified_clear,17,/clear
32,5142.418115,14,14,8,47,certified_clear,14,/clear
32,5391.362931,7,7,7,41,certified_clear,7,/clear
32,6083.726811,5,5,4,23,certified_clear,5,/clear
32,6330.04128,3,15,3,18,certified_clear,3,/clear
32,6950.441452,9,9,1,5,certified_clear,9,/clear
33,432.0,17,19,23,138,certified_clear,17,/clear
33,536.474053,8,8,23,137,certified_clear,8,/clear
33,1064.515648,15,15,22,131,certified_clear,15,/clear
33,1589.933531,5,5,20,119,certified_clear,5,/clear
33,1619.005744,6,6,20,119,certified_clear,6,/clear
33,2627.497754,7,7,17,101,certified_clear,7,/clear
33,5079.508535,16,16,7,41,certified_clear,16,/clear
33,5145.268491,12,12,7,41,certified_clear,12,/clear
33,5814.210163,9,9,5,29,certified_clear,9,/clear
34,601.208611,13,13,23,137,certified_clear,13,/clear
34,697.491536,7,7,23,137,certified_clear,7,/clear
