cohort,method,id,N,baseline_s,candidate_s,delta_s,improvement_pct,distance_delta_m,measure_delta,post_known16_s,baseline_post_known16_s,trace_path
development,D,59,13,517.6125877692308,517.6125877692308,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0059.json.gz
development,D,60,14,548.6761739285714,548.6761739285714,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0060.json.gz
development,D,61,15,450.6169454,450.6169454,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0061.json.gz
development,D,62,16,326.3744489375,326.5225546875,0.14810575000001336,-0.045379088492425446,-13.151544124775683,1,1246.6763370000003,1244.3066450000001,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0062.json.gz
development,D,63,10,734.6143925,734.6143925,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0063.json.gz
development,D,64,11,618.0038788181818,618.0038788181818,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0064.json.gz
development,D,65,12,596.36049975,596.36049975,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0065.json.gz
development,D,66,13,522.0525006923077,522.0525006923077,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0066.json.gz
development,D,67,14,479.14665185714284,479.14665185714284,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0067.json.gz
development,D,68,15,458.7681445333334,458.7681445333334,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0068.json.gz
development,D,69,16,401.8925675,399.9008950625,-1.9916724374999717,0.4955733443614774,-134.3337948474982,-1,1571.1180960000002,1602.9848549999997,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0069.json.gz
development,D,70,10,671.0634873,671.0634873,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0070.json.gz
development,D,71,11,650.6822406363636,650.6822406363636,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0071.json.gz
development,D,72,12,577.0183159166667,577.0183159166667,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0072.json.gz
development,D,73,13,558.7438217692307,558.7438217692307,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0073.json.gz
development,D,74,14,492.9084139285714,492.9084139285714,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0074.json.gz
development,D,75,15,486.9613884666667,486.9613884666667,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0075.json.gz
development,D,76,16,383.2539875,383.2539875,0.0,0.0,0.0,0,739.6810699999996,739.6810699999996,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0076.json.gz
development,D,77,10,729.8934284,729.8934284,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0077.json.gz
development,D,78,11,636.9517258181818,636.9517258181818,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0078.json.gz
development,D,79,12,617.9080528333333,617.9080528333333,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0079.json.gz
development,D,80,13,541.456287923077,541.456287923077,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0080.json.gz
development,D,81,14,512.6533212857142,512.6533212857142,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0081.json.gz
development,D,82,15,487.1983116,487.1983116,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0082.json.gz
development,D,83,16,427.6910316875,436.171480875,8.480449187499971,-1.9828447545508388,678.4359360254057,0,610.4392419999995,474.7520549999999,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0083.json.gz
development,D,84,10,720.1298954,720.1298954,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0084.json.gz
development,D,85,11,661.5905484545455,661.5905484545455,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0085.json.gz
development,D,86,12,602.0263029166666,602.0263029166666,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0086.json.gz
development,D,87,13,531.7923856923077,531.7923856923077,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0087.json.gz
development,D,88,14,554.4667901428571,554.4667901428571,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0088.json.gz
development,D,89,15,502.6376658666667,502.6376658666667,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0089.json.gz
development,D,90,16,458.219478625,471.02306575,12.803587124999979,-2.7942040271662583,1024.286969155055,0,406.158187,201.30079300000034,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0090.json.gz
development,D,91,10,765.7613251,765.7613251,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0091.json.gz
development,D,92,11,608.0516265454545,608.0516265454545,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0092.json.gz
development,D,93,12,550.4298371666666,550.4298371666666,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0093.json.gz
development,D,94,13,552.0495685384615,552.0495685384615,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0094.json.gz
development,D,95,14,505.7241367142857,505.7241367142857,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0095.json.gz
development,D,96,15,436.22528553333336,436.22528553333336,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0096.json.gz
development,D,97,16,283.4429753125,276.471821375,-6.971153937499992,2.459455532392074,-417.6923198464756,-2,1569.7753359999997,1681.3137989999996,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0097.json.gz
development,D,98,10,709.9732808,709.9732808,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0098.json.gz
development,D,99,11,619.2283662727273,619.2283662727273,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0099.json.gz
development,D,100,12,567.4968668333333,567.4968668333333,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0100.json.gz
development,D,101,13,578.9538986153847,578.9538986153847,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0101.json.gz
development,D,102,14,454.22734164285714,454.22734164285714,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0102.json.gz
development,D,103,15,452.6860997333333,452.6860997333333,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0103.json.gz
development,D,104,16,348.4087389375,386.2668549375,37.858115999999995,-10.866006436994468,3128.6492758451095,-4,2425.584058,1819.854202,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0104.json.gz
development,D,105,10,748.1025681,748.1025681,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0105.json.gz
development,D,106,11,601.3445331818182,601.3445331818182,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0106.json.gz
development,D,107,12,568.1325690833334,568.1325690833334,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0107.json.gz
development,D,108,13,536.247563076923,536.247563076923,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0108.json.gz
development,D,109,14,491.9280616428572,491.9280616428572,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0109.json.gz
development,D,110,15,457.2272845333334,457.2272845333334,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0110.json.gz
development,D,111,16,386.061190875,392.06660375,6.00541287499999,-1.5555598482688282,530.4330253523731,-2,1549.970523,1453.883917,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0111.json.gz
development,D,112,10,723.9099521,723.9099521,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0112.json.gz
development,D,113,11,638.3127077272727,638.3127077272727,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0113.json.gz
development,D,114,12,497.57263166666667,497.57263166666667,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0114.json.gz
development,D,115,13,538.0284827692308,538.0284827692308,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0115.json.gz
development,D,116,14,451.6526656428572,451.6526656428572,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0116.json.gz
development,D,117,15,448.1244064,448.1244064,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0117.json.gz
development,D,118,16,410.750250625,410.8419940625,0.09174343750004255,-0.022335576755083686,7.339476771463524,0,734.757329,733.2894339999993,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0118.json.gz
development,D,119,10,715.1283581,715.1283581,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0119.json.gz
development,D,120,11,581.5762854545454,581.5762854545454,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0120.json.gz
development,D,121,12,639.3757073333334,639.3757073333334,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0121.json.gz
development,D,122,13,570.8517064615385,570.8517064615385,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0122.json.gz
development,D,123,14,505.5664333571429,505.5664333571429,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0123.json.gz
development,D,124,15,424.07664953333335,424.07664953333335,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0124.json.gz
development,D,125,16,385.5901103125,385.5901103125,0.0,0.0,0.0,0,100.25754199999938,100.25754199999938,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0125.json.gz
development,D,126,10,624.0944336,624.0944336,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0126.json.gz
development,D,127,11,659.2247986363636,659.2247986363636,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\D_0127.json.gz
development,E-H2,0,10,743.7616928,842.3989021,98.6372093,-13.261937291858338,2231.8604706313236,91,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0000.json.gz
development,E-H2,1,11,690.230715090909,734.2141690909091,43.98345400000005,-6.372282924877815,224.0899566429216,73,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0001.json.gz
development,E-H2,2,12,594.9172105833333,654.2921605,59.374949916666765,-9.98037186694396,1207.4969956018504,79,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0002.json.gz
development,E-H2,3,13,559.4055166153846,606.6483133846154,47.242796769230836,-8.445178920484665,2390.7817851856526,24,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0003.json.gz
development,E-H2,4,14,496.43408871428574,581.8973437857143,85.46325507142853,-17.215428395090626,4982.4278509011565,34,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0004.json.gz
development,E-H2,5,15,457.42669813333333,545.9069431333334,88.48024500000002,-19.34304345615816,3316.0183719406377,111,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0005.json.gz
development,E-H2,6,16,471.866453875,432.2079408125,-39.65851306249999,8.404605315088954,-2612.681049020357,-18,2041.4729390000002,833.5708859999995,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0006.json.gz
development,E-H2,7,10,738.4458083000001,803.1256765,64.67986819999999,-8.758918728092135,1193.9934223554883,67,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0007.json.gz
development,E-H2,8,11,669.0200831818182,736.6037548181819,67.58367163636365,-10.101889813970889,872.1019469548555,96,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0008.json.gz
development,E-H2,9,12,575.2638424166666,693.8961805833333,118.63233816666661,-20.622248335354378,4582.940308958256,85,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0009.json.gz
development,E-H2,10,13,546.0069040769231,622.2513096153846,76.24440553846148,-13.96400026614315,1635.8863458660235,111,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0010.json.gz
development,E-H2,11,14,512.9626,533.8601569285714,20.897556928571476,-4.073894847026183,272.82898406184177,39,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0011.json.gz
development,E-H2,12,15,480.66360406666666,533.4671186,52.803514533333384,-10.985544585982353,300.2635721705119,122,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0012.json.gz
development,E-H2,13,16,386.1688009375,455.055514125,68.88671318749999,-17.838497833140355,3275.9370593354324,75,1547.3833379999996,1043.5247690000006,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0013.json.gz
development,E-H2,14,10,712.4332158999999,759.6797806,47.24656470000002,-6.631718404694897,1207.328239542141,39,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0014.json.gz
development,E-H2,15,11,640.7460734545455,715.4587242727273,74.71265081818183,-11.660258862824225,2354.1957975015757,58,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0015.json.gz
development,E-H2,16,12,521.3897100833334,681.0910445000001,159.70133441666667,-30.629935982269707,7692.08007217729,64,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0016.json.gz
development,E-H2,17,13,628.1263039230769,664.5043002307692,36.37799630769234,-5.7915097776493285,1354.5697695464296,34,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0017.json.gz
development,E-H2,18,14,487.87779635714287,573.7559416428571,85.87814528571425,-17.60238853396161,4686.470183914746,43,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0018.json.gz
development,E-H2,19,15,464.9257619333333,554.9706159333333,90.04485399999999,-19.367576798833475,2598.3640600458857,138,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0019.json.gz
development,E-H2,20,16,342.909811125,363.69476275,20.78495162500002,-6.0613464388230565,952.7961460208644,24,1356.233628,825.381284,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0020.json.gz
development,E-H2,21,10,813.9605859999999,830.7582307,16.79764470000009,-2.0636926392895605,1069.8822237171516,-8,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0021.json.gz
development,E-H2,22,11,637.2225356363637,793.5302855454545,156.30774990909083,-24.52953892363423,5176.926233373579,113,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0022.json.gz
development,E-H2,23,12,676.4773823333334,705.7546033333333,29.27722099999994,-4.327893550411943,621.6332742024097,38,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0023.json.gz
development,E-H2,24,13,529.2860086923076,622.442503,93.15649430769236,-17.600407488165338,3790.1721376937603,76,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0024.json.gz
development,E-H2,25,14,498.77655085714287,570.8400253571428,72.06347449999998,-14.448047803402053,4004.4432148284977,35,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0025.json.gz
development,E-H2,26,15,435.2220332,525.4331846666666,90.21115146666665,-20.727615925917853,5550.836351157657,41,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0026.json.gz
development,E-H2,27,16,386.188032,493.1984985,107.0104665,-27.7094207051968,6225.83729787817,79,2184.4394270000003,1136.258441,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0027.json.gz
development,E-H2,28,10,771.3961633,793.0991142,21.70295090000002,-2.813463682157269,855.1475364503931,7,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0028.json.gz
development,E-H2,29,11,623.3035789090909,739.256015090909,115.95243618181814,-18.602883106296076,4917.383997955618,49,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0029.json.gz
development,E-H2,30,12,536.41761375,669.1964818333333,132.77886808333335,-24.752891157898404,4406.732066952765,119,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0030.json.gz
development,E-H2,31,13,535.8460436153846,628.3455906923077,92.49954707692314,-17.26233648247606,3472.4705710352137,85,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0031.json.gz
development,E-H2,32,14,522.8648622142857,670.8746171428572,148.0097549285715,-28.307458700086197,5825.682860224828,151,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0032.json.gz
development,E-H2,33,15,462.58779239999996,559.3992224,96.81143000000003,-20.928228455343056,4185.857234278519,102,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0033.json.gz
development,E-H2,34,16,411.187939375,332.756566125,-78.43137324999998,19.07433699763047,-4709.509872840095,27,1672.7564350000002,970.8423990000001,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0034.json.gz
development,E-H2,35,10,622.9991828,773.564434,150.56525120000003,-24.16780877998932,6403.262559045157,38,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0035.json.gz
development,E-H2,36,11,592.4297061818182,710.680473,118.25076681818177,-19.960303405496393,3268.7921747897526,108,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0036.json.gz
development,E-H2,37,12,637.0681231666666,720.6511005833332,83.58297741666661,-13.119943437320591,2924.9786326767353,70,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0037.json.gz
development,E-H2,38,13,560.1846464615385,659.4420803076923,99.25743384615384,-17.71869944546378,5101.733178681421,45,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0038.json.gz
development,E-H2,39,14,494.5499255,611.2975976428571,116.74767214285714,-23.60685263976592,5832.337051248116,78,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0039.json.gz
development,E-H2,40,15,398.3281882,440.75656246666665,42.42837426666665,-10.651612294473978,927.1280636657066,75,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0040.json.gz
development,E-H2,41,16,404.3486715625,488.6894235,84.34075193749999,-20.85842191878291,4837.260174582196,63,2425.0956349999997,1119.1211039999998,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0041.json.gz
development,E-H2,42,10,749.3346921,812.3861633,63.05147120000004,-8.414326984287769,1277.5735539631205,62,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0042.json.gz
development,E-H2,43,11,616.7513343636364,712.7767488181818,96.0254144545454,-15.569551147161164,3561.397781281641,58,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0043.json.gz
development,E-H2,44,12,576.7914024166666,668.6699738333333,91.87857141666666,-15.929254671915993,3717.7142895774123,60,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0044.json.gz
development,E-H2,45,13,523.989113923077,656.7581366153846,132.76902269230766,-25.338126148895235,6769.986486136466,63,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0045.json.gz
development,E-H2,46,14,488.30238107142856,560.7341432142857,72.43176214285717,-14.833382950934638,3335.2233502812305,58,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0046.json.gz
development,E-H2,47,15,488.29182306666667,542.7149208,54.42309773333329,-11.145609072774265,4971.732323533142,-30,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0047.json.gz
development,E-H2,48,16,380.870659,298.2335915625,-82.63706743749998,21.696884620744694,-6215.965410568075,-14,429.2882660000005,406.1644729999998,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0048.json.gz
development,E-H2,49,10,687.3151223,832.0731201000001,144.7579978000001,-21.061372448141192,4297.899893062244,98,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0049.json.gz
development,E-H2,50,11,625.0649953636364,745.7801562727273,120.71516090909086,-19.312417397308245,4754.333861412346,63,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0050.json.gz
development,E-H2,51,12,550.0745468333333,691.34707875,141.2725319166667,-25.68243390463052,6791.351927295818,57,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0051.json.gz
development,E-H2,52,13,669.4000394615384,633.1722792307693,-36.22776023076915,5.411974618332938,-4154.80442599587,84,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0052.json.gz
development,E-H2,53,14,499.1665454285714,577.7936333571429,78.62708792857148,-15.751674195445986,4433.896151375775,36,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0053.json.gz
development,E-H2,54,15,472.1493514,578.1763661333333,106.02701473333332,-22.456244918889734,3347.026110426141,155,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0054.json.gz
development,E-H2,55,16,411.857347625,525.258529625,113.40118200000006,-27.534092241873243,6372.094548590565,90,2198.493442000001,272.073351,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0055.json.gz
development,E-H2,56,10,623.7538196,728.687156,104.93333639999992,-16.82287676687759,3376.6668216983817,63,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0056.json.gz
development,E-H2,57,11,604.1780819090909,720.5312822727273,116.35320036363635,-19.258096883617792,3484.4260137992023,97,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0057.json.gz
development,E-H2,58,12,619.8166700833334,696.73022525,76.91355516666658,-12.40908140730157,3039.8133058619933,53,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0058.json.gz
development,E-H2,59,13,517.6125877692308,552.7756105384616,35.16302276923079,-6.793309050070406,1530.5964737912218,25,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0059.json.gz
development,E-H2,60,14,548.6761739285714,567.9488253571428,19.272651428571407,-3.512573052075041,1144.0856127008192,8,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0060.json.gz
development,E-H2,61,15,450.6169454,520.9094516,70.29250619999999,-15.599170629857984,2686.937950749496,87,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0061.json.gz
development,E-H2,62,16,326.3744489375,460.9184566875,134.54400775,-41.22381766955196,6593.520621160067,140,1514.7747090000003,1244.3066450000001,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0062.json.gz
development,E-H2,63,10,734.6143925,793.4119508,58.79755829999999,-8.003866913075752,864.8779124999601,69,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0063.json.gz
development,E-H2,64,11,618.0038788181818,757.9261371818181,139.9222583636364,-22.641000025956437,5155.724202935784,84,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0064.json.gz
development,E-H2,65,12,596.36049975,661.4994997499999,65.1389999999999,-10.922755619680835,1218.3399890033324,89,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0065.json.gz
development,E-H2,66,13,522.0525006923077,703.7740966153846,181.72159592307685,-34.80906531088177,10656.903759093653,40,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0066.json.gz
development,E-H2,67,14,479.14665185714284,585.1204172142858,105.97376535714295,-22.117187910297442,6218.163565637482,40,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0067.json.gz
development,E-H2,68,15,458.7681445333334,554.1440028,95.37585826666657,-20.789555552878337,3103.189384419413,136,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0068.json.gz
development,E-H2,69,16,401.8925675,446.7721264375,44.87955893750001,-11.167053726988874,2420.3647035190916,39,2111.464116,1602.9848549999997,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0069.json.gz
development,E-H2,70,10,671.0634873,747.1468828,76.08339549999994,-11.337734348521744,2414.1697797983543,47,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0070.json.gz
development,E-H2,71,11,650.6822406363636,722.5298894545455,71.84764881818182,-11.041894849921707,2491.6207041393936,49,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0071.json.gz
development,E-H2,72,12,577.0183159166667,705.4771585833333,128.45884266666667,-22.262524277516825,4482.5305825473115,108,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0072.json.gz
development,E-H2,73,13,558.7438217692307,670.4267662307692,111.68294446153845,-19.988220023247983,4184.391374897561,104,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0073.json.gz
development,E-H2,74,14,492.9084139285714,556.7981155714285,63.88970164285712,-12.96177947818833,2482.27910571549,67,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0074.json.gz
development,E-H2,75,15,486.9613884666667,564.4466218,77.48523333333333,-15.911987103806545,3566.3924989269763,74,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0075.json.gz
