cohort,method,id,N,baseline_s,candidate_s,delta_s,improvement_pct,distance_delta_m,measure_delta,post_known16_s,baseline_post_known16_s,trace_path
development,E-H2,76,16,383.2539875,373.0215329375,-10.232454562499981,2.6698886107479836,-2258.596380643339,48,1417.0668460000006,739.6810699999996,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0076.json.gz
development,E-H2,77,10,729.8934284,847.1434833,117.25005490000001,-16.063996514809563,2012.502747130624,129,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0077.json.gz
development,E-H2,78,11,636.9517258181818,744.9147054545455,107.96297963636368,-16.949946952052343,3637.963896762132,77,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0078.json.gz
development,E-H2,79,12,617.9080528333333,715.4491405,97.54108766666673,-15.785696143529027,1232.4652633198493,154,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0079.json.gz
development,E-H2,80,13,541.456287923077,589.3616195384616,47.905331615384625,-8.847497514368218,2033.8465537832672,36,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0080.json.gz
development,E-H2,81,14,512.6533212857142,621.3428780714286,108.68955678571433,-21.201375719779826,4188.268980967496,113,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0081.json.gz
development,E-H2,82,15,487.1983116,583.5579082666667,96.35959666666668,-19.778310879242113,4431.969750473851,93,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0082.json.gz
development,E-H2,83,16,427.6910316875,470.8704418125,43.179410125000004,-10.095935365918507,2674.3527988063906,26,1604.8328340000007,474.7520549999999,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0083.json.gz
development,E-H2,84,10,720.1298954,828.3490816,108.21918619999997,-15.027731370586839,3905.9593147663254,50,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0084.json.gz
development,E-H2,85,11,661.5905484545455,764.8789228181818,103.28837436363631,-15.612129678229936,3615.8605881496405,68,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0085.json.gz
development,E-H2,86,12,602.0263029166666,630.214257,28.187954083333352,-4.682179822836607,1506.2772514419084,6,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0086.json.gz
development,E-H2,87,13,531.7923856923077,628.487762,96.6953763076923,-18.182918542884096,3090.1994559757186,107,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0087.json.gz
development,E-H2,88,14,554.4667901428571,591.4781906428572,37.011400500000036,-6.675133868786642,2040.7980241043915,19,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0088.json.gz
development,E-H2,89,15,502.6376658666667,586.3022369333333,83.66457106666667,-16.64510575871967,5304.842821402737,32,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0089.json.gz
development,E-H2,90,16,458.219478625,403.8050605625,-54.41441806250003,11.87518658652047,-4063.153444656782,-11,1564.3321740000001,201.30079300000034,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0090.json.gz
development,E-H2,91,10,765.7613251,803.2584281000001,37.49710300000004,-4.896708905363334,-460.14484306053055,78,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0091.json.gz
development,E-H2,92,11,608.0516265454545,712.8236388181818,104.77201227272735,-17.230775759613092,4092.4606609168295,55,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0092.json.gz
development,E-H2,93,12,550.4298371666666,628.1061388333334,77.67630166666675,-14.11193514990119,3610.5781239964344,35,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0093.json.gz
development,E-H2,94,13,552.0495685384615,562.0176303846154,9.968061846153887,-1.8056461619097242,1012.9240175276864,-12,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0094.json.gz
development,E-H2,95,14,505.7241367142857,569.5431389285715,63.819002214285774,-12.619330892316306,1607.3301595155608,95,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0095.json.gz
development,E-H2,96,15,436.22528553333336,501.710049,65.48476346666666,-15.011684475512311,4116.357255334224,26,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0096.json.gz
development,E-H2,97,16,283.4429753125,426.1515319375,142.70855662500003,-50.34824252309016,8176.684524836986,112,1457.069818,1681.3137989999996,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0097.json.gz
development,E-H2,98,10,709.9732808,718.5547655,8.581484700000033,-1.2087053037165507,1224.0742231152835,-26,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0098.json.gz
development,E-H2,99,11,619.2283662727273,705.7202893636363,86.49192309090904,-13.967693956193106,2357.0557659115148,80,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0099.json.gz
development,E-H2,100,12,567.4968668333333,526.2326863333334,-41.26418049999995,7.271261378103555,-1205.8508165827661,-42,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0100.json.gz
development,E-H2,101,13,578.9538986153847,609.528917923077,30.575019307692287,-5.281080131045823,2.3762465394538594,67,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0101.json.gz
development,E-H2,102,14,454.22734164285714,589.64472,135.41737835714287,-29.812687599862,5744.216500420025,125,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0102.json.gz
development,E-H2,103,15,452.6860997333333,537.2302304666666,84.5441307333333,-18.676104873362863,2105.809820207025,142,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0103.json.gz
development,E-H2,104,16,348.4087389375,425.180011875,76.77127293749999,-22.03482988733867,4411.701843615014,58,2199.423495,1819.854202,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0104.json.gz
development,E-H2,105,10,748.1025681,785.2295929,37.12702479999996,-4.962825471150789,26.351226567934646,61,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0105.json.gz
development,E-H2,106,11,601.3445331818182,684.5895515454545,83.24501836363629,-13.843148772496928,2918.4759838848695,54,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0106.json.gz
development,E-H2,107,12,568.1325690833334,627.70669475,59.574125666666646,-10.485955023277027,2094.447533978444,50,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0107.json.gz
development,E-H2,108,13,536.247563076923,634.3427891538462,98.09522607692315,-18.292899181502055,2936.1896979083067,113,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0108.json.gz
development,E-H2,109,14,491.9280616428572,647.6118483571428,155.6837867142856,-31.64767348184194,6672.865067257924,138,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0109.json.gz
development,E-H2,110,15,457.2272845333334,534.7279771333334,77.50069260000004,-16.95014606993559,4232.551948480101,53,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0110.json.gz
development,E-H2,111,16,386.061190875,484.0263374375,97.96514656249997,-25.375548974623396,6242.211739352326,54,1802.283453,1453.883917,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0111.json.gz
development,E-H2,112,10,723.9099521,815.7743951,91.86444299999994,-12.690037308301827,2868.222151354312,58,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0112.json.gz
development,E-H2,113,11,638.3127077272727,743.3631244545454,105.0504167272727,-16.457516113271065,2742.772933415992,101,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0113.json.gz
development,E-H2,114,12,497.57263166666667,629.1644591666667,131.59182750000002,-26.446757543561183,4370.509647437913,118,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0114.json.gz
development,E-H2,115,13,538.0284827692308,635.8578261538461,97.8293433846153,-18.182930182634195,4378.907313691849,61,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0115.json.gz
development,E-H2,116,14,451.6526656428572,537.8649791428571,86.21231349999994,-19.08818879155516,3729.8619413293127,78,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0116.json.gz
development,E-H2,117,15,448.1244064,514.7977414000001,66.67333500000007,-14.878309248009769,2780.5001313633547,74,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0117.json.gz
development,E-H2,118,16,410.750250625,456.3630581875,45.612807562499995,-11.10475465154197,2539.0245909469377,38,1419.266479,733.2894339999993,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0118.json.gz
development,E-H2,119,10,715.1283581,789.4553257,74.32696759999999,-10.393514221345757,3056.3483726574595,22,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0119.json.gz
development,E-H2,120,11,581.5762854545454,701.7770519090909,120.20076645454549,-20.668099690584807,4316.042125166285,77,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0120.json.gz
development,E-H2,121,12,639.3757073333334,630.3670791666667,-9.008628166666654,1.4089725435830647,-3060.517690150693,84,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0121.json.gz
development,E-H2,122,13,570.8517064615385,641.7650499230768,70.91334346153837,-12.4223756640931,3129.367306441458,49,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0122.json.gz
development,E-H2,123,14,505.5664333571429,574.9171948571428,69.35076149999992,-13.717437892283701,2399.5532832386743,82,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0123.json.gz
development,E-H2,124,15,424.07664953333335,484.2356938666666,60.15904433333327,-14.185889366824146,2856.9283130549375,55,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0124.json.gz
development,E-H2,125,16,385.5901103125,400.83675625,15.246645937500034,-3.954107102265536,1074.731669576253,2,2350.8857660000003,100.25754199999938,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0125.json.gz
development,E-H2,126,10,624.0944336,794.1752644000001,170.08083080000006,-27.25241912812986,6879.041531471339,54,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0126.json.gz
development,E-H2,127,11,659.2247986363636,777.1571537272728,117.93235509090914,-17.889550777649376,4716.2795199288885,59,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\E-H2_0127.json.gz
development,R12,0,10,743.7616928,743.7616928,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0000.json.gz
development,R12,1,11,690.230715090909,690.230715090909,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0001.json.gz
development,R12,2,12,594.9172105833333,594.9172105833333,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0002.json.gz
development,R12,3,13,559.4055166153846,559.4055166153846,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0003.json.gz
development,R12,4,14,496.43408871428574,496.43408871428574,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0004.json.gz
development,R12,5,15,457.42669813333333,457.42669813333333,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0005.json.gz
development,R12,6,16,471.866453875,471.866453875,0.0,0.0,0.0,0,833.5708859999995,833.5708859999995,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0006.json.gz
development,R12,7,10,738.4458083000001,738.4458083000001,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0007.json.gz
development,R12,8,11,669.0200831818182,669.0200831818182,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0008.json.gz
development,R12,9,12,575.2638424166666,575.2638424166666,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0009.json.gz
development,R12,10,13,546.0069040769231,546.0069040769231,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0010.json.gz
development,R12,11,14,512.9626,512.9626,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0011.json.gz
development,R12,12,15,480.66360406666666,480.66360406666666,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0012.json.gz
development,R12,13,16,386.1688009375,386.1688009375,0.0,0.0,0.0,0,1043.5247690000006,1043.5247690000006,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0013.json.gz
development,R12,14,10,712.4332158999999,712.4332158999999,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0014.json.gz
development,R12,15,11,640.7460734545455,640.7460734545455,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0015.json.gz
development,R12,16,12,521.3897100833334,521.3897100833334,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0016.json.gz
development,R12,17,13,628.1263039230769,628.1263039230769,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0017.json.gz
development,R12,18,14,487.87779635714287,487.87779635714287,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0018.json.gz
development,R12,19,15,464.9257619333333,464.9257619333333,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0019.json.gz
development,R12,20,16,342.909811125,342.909811125,0.0,0.0,0.0,0,825.381284,825.381284,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0020.json.gz
development,R12,21,10,813.9605859999999,813.9605859999999,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0021.json.gz
development,R12,22,11,637.2225356363637,637.2225356363637,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0022.json.gz
development,R12,23,12,676.4773823333334,676.4773823333334,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0023.json.gz
development,R12,24,13,529.2860086923076,529.2860086923076,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0024.json.gz
development,R12,25,14,498.77655085714287,498.77655085714287,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0025.json.gz
development,R12,26,15,435.2220332,435.2220332,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0026.json.gz
development,R12,27,16,386.188032,386.188032,0.0,0.0,0.0,0,1136.258441,1136.258441,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0027.json.gz
development,R12,28,10,771.3961633,771.3961633,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0028.json.gz
development,R12,29,11,623.3035789090909,623.3035789090909,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0029.json.gz
development,R12,30,12,536.41761375,536.41761375,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0030.json.gz
development,R12,31,13,535.8460436153846,535.8460436153846,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0031.json.gz
development,R12,32,14,522.8648622142857,522.8648622142857,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0032.json.gz
development,R12,33,15,462.58779239999996,462.58779239999996,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0033.json.gz
development,R12,34,16,411.187939375,411.187939375,0.0,0.0,0.0,0,970.8423990000001,970.8423990000001,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0034.json.gz
development,R12,35,10,622.9991828,622.9991828,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0035.json.gz
development,R12,36,11,592.4297061818182,592.4297061818182,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0036.json.gz
development,R12,37,12,637.0681231666666,637.0681231666666,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0037.json.gz
development,R12,38,13,560.1846464615385,560.1846464615385,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0038.json.gz
development,R12,39,14,494.5499255,494.5499255,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0039.json.gz
development,R12,40,15,398.3281882,398.3281882,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0040.json.gz
development,R12,41,16,404.3486715625,404.3486715625,0.0,0.0,0.0,0,1119.1211039999998,1119.1211039999998,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0041.json.gz
development,R12,42,10,749.3346921,749.3346921,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0042.json.gz
development,R12,43,11,616.7513343636364,616.7513343636364,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0043.json.gz
development,R12,44,12,576.7914024166666,576.7914024166666,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0044.json.gz
development,R12,45,13,523.989113923077,523.989113923077,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0045.json.gz
development,R12,46,14,488.30238107142856,488.30238107142856,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0046.json.gz
development,R12,47,15,488.29182306666667,488.29182306666667,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0047.json.gz
development,R12,48,16,380.870659,380.870659,0.0,0.0,0.0,0,406.1644729999998,406.1644729999998,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0048.json.gz
development,R12,49,10,687.3151223,687.3151223,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0049.json.gz
development,R12,50,11,625.0649953636364,625.0649953636364,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0050.json.gz
development,R12,51,12,550.0745468333333,550.0745468333333,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0051.json.gz
development,R12,52,13,669.4000394615384,669.4000394615384,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0052.json.gz
development,R12,53,14,499.1665454285714,499.1665454285714,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0053.json.gz
development,R12,54,15,472.1493514,472.1493514,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0054.json.gz
development,R12,55,16,411.857347625,411.857347625,0.0,0.0,0.0,0,272.073351,272.073351,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0055.json.gz
development,R12,56,10,623.7538196,623.7538196,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0056.json.gz
development,R12,57,11,604.1780819090909,604.1780819090909,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0057.json.gz
development,R12,58,12,619.8166700833334,619.8166700833334,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0058.json.gz
development,R12,59,13,517.6125877692308,517.6125877692308,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0059.json.gz
development,R12,60,14,548.6761739285714,548.6761739285714,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0060.json.gz
development,R12,61,15,450.6169454,450.6169454,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0061.json.gz
development,R12,62,16,326.3744489375,326.3744489375,0.0,0.0,0.0,0,1244.3066450000001,1244.3066450000001,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0062.json.gz
development,R12,63,10,734.6143925,734.6143925,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0063.json.gz
development,R12,64,11,618.0038788181818,618.0038788181818,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0064.json.gz
development,R12,65,12,596.36049975,596.36049975,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0065.json.gz
development,R12,66,13,522.0525006923077,522.0525006923077,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0066.json.gz
development,R12,67,14,479.14665185714284,479.14665185714284,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0067.json.gz
development,R12,68,15,458.7681445333334,458.7681445333334,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0068.json.gz
development,R12,69,16,401.8925675,401.8925675,0.0,0.0,0.0,0,1602.9848549999997,1602.9848549999997,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0069.json.gz
development,R12,70,10,671.0634873,671.0634873,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0070.json.gz
development,R12,71,11,650.6822406363636,650.6822406363636,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0071.json.gz
development,R12,72,12,577.0183159166667,577.0183159166667,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0072.json.gz
development,R12,73,13,558.7438217692307,558.7438217692307,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0073.json.gz
development,R12,74,14,492.9084139285714,492.9084139285714,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0074.json.gz
development,R12,75,15,486.9613884666667,486.9613884666667,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0075.json.gz
development,R12,76,16,383.2539875,383.2539875,0.0,0.0,0.0,0,739.6810699999996,739.6810699999996,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0076.json.gz
development,R12,77,10,729.8934284,729.8934284,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0077.json.gz
development,R12,78,11,636.9517258181818,636.9517258181818,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0078.json.gz
development,R12,79,12,617.9080528333333,617.9080528333333,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0079.json.gz
development,R12,80,13,541.456287923077,541.456287923077,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0080.json.gz
development,R12,81,14,512.6533212857142,512.6533212857142,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0081.json.gz
development,R12,82,15,487.1983116,487.1983116,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0082.json.gz
development,R12,83,16,427.6910316875,427.6910316875,0.0,0.0,0.0,0,474.7520549999999,474.7520549999999,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0083.json.gz
development,R12,84,10,720.1298954,720.1298954,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0084.json.gz
development,R12,85,11,661.5905484545455,661.5905484545455,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0085.json.gz
development,R12,86,12,602.0263029166666,602.0263029166666,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0086.json.gz
development,R12,87,13,531.7923856923077,531.7923856923077,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0087.json.gz
development,R12,88,14,554.4667901428571,554.4667901428571,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0088.json.gz
development,R12,89,15,502.6376658666667,502.6376658666667,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0089.json.gz
development,R12,90,16,458.219478625,458.219478625,0.0,0.0,0.0,0,201.30079300000034,201.30079300000034,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0090.json.gz
development,R12,91,10,765.7613251,765.7613251,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0091.json.gz
development,R12,92,11,608.0516265454545,608.0516265454545,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0092.json.gz
development,R12,93,12,550.4298371666666,550.4298371666666,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0093.json.gz
development,R12,94,13,552.0495685384615,552.0495685384615,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0094.json.gz
development,R12,95,14,505.7241367142857,505.7241367142857,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0095.json.gz
development,R12,96,15,436.22528553333336,436.22528553333336,0.0,0.0,0.0,0,,,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0096.json.gz
development,R12,97,16,283.4429753125,283.4429753125,0.0,0.0,0.0,0,1681.3137989999996,1681.3137989999996,J:\2026B_experiments\q4-r13-routing-study\r13\results\development\core\traces\R12_0097.json.gz
