cohort,method,id,time_s,channel,current_channel,nodes,credit_s,action
development,A1,0,432.0,13,19,23,138,local
development,A1,0,737.955089,2,2,23,137,local
development,A1,0,1182.155271,9,9,22,131,local
development,A1,0,1443.09512,4,4,21,125,local
development,A1,0,1539.789478,11,11,21,125,local
development,A1,0,1620.840303,18,18,21,125,local
development,A1,0,3623.709777,6,6,13,77,local
development,A1,0,3743.489696,1,20,12,72,local
development,A1,0,5475.849241,14,14,6,35,local
development,A1,0,6383.218725,10,10,1,5,local
development,A1,1,678.236182,12,12,23,137,local
development,A1,1,910.609671,6,20,22,132,local
development,A1,1,1026.148435,6,13,22,132,local
development,A1,1,1035.740636,6,13,22,132,local
development,A1,1,1049.225917,6,13,22,132,local
development,A1,1,1095.150106,6,13,22,132,local
development,A1,1,1122.263622,6,1,22,132,local
development,A1,1,1122.263622,1,1,22,131,local
development,A1,1,1171.252447,6,1,22,132,local
development,A1,1,1653.076599,16,16,21,125,local
development,A1,1,2439.258892,5,5,18,107,local
development,A1,1,3096.116664,17,17,15,89,local
development,A1,1,3242.481379,19,19,15,89,local
development,A1,1,3529.08924,14,14,14,83,local
development,A1,1,4711.921564,4,4,9,53,local
development,A1,1,4827.142837,18,20,8,48,local
development,A1,2,489.321829,17,17,23,137,local
development,A1,2,662.810569,5,5,23,137,local
development,A1,2,1221.832563,11,11,21,125,local
development,A1,2,1252.477812,18,18,21,125,local
development,A1,2,1707.923608,3,19,19,114,local
development,A1,2,1879.176406,3,10,19,114,local
development,A1,2,1879.176406,10,10,19,113,local
development,A1,2,1887.291166,3,10,19,114,explore
development,A1,2,2017.998891,3,20,18,108,local
development,A1,2,2017.998891,12,20,18,108,local
development,A1,2,2017.998891,6,20,18,108,local
development,A1,2,2153.997281,12,20,18,108,local
development,A1,2,2153.997281,6,20,18,108,local
development,A1,2,2229.826306,6,20,18,108,local
development,A1,2,3405.210303,1,1,14,83,local
development,A1,2,4587.63944,4,4,10,59,local
development,A1,2,5305.140911,15,19,6,36,local
development,A1,2,6351.079248,13,19,2,12,explore
development,A1,2,6442.061391,13,20,1,6,local
development,A1,3,432.0,17,19,23,138,local
development,A1,3,452.674483,17,14,23,138,local
development,A1,3,469.062904,14,14,23,137,local
development,A1,3,469.062904,17,14,23,138,local
development,A1,3,492.747092,17,14,23,138,local
development,A1,3,612.982156,8,8,23,137,local
development,A1,3,612.982156,17,8,23,138,local
development,A1,3,624.19662,17,8,23,138,local
development,A1,3,1197.07373,7,7,22,131,local
development,A1,3,1794.281715,13,20,19,114,local
development,A1,3,1925.465337,13,2,19,114,local
development,A1,3,1925.465337,2,2,19,113,local
development,A1,3,1937.104985,13,2,19,114,local
development,A1,3,3600.768462,19,19,13,77,local
development,A1,3,3626.978869,5,5,13,77,local
development,A1,3,4009.960944,18,18,12,71,local
development,A1,3,4243.349844,11,11,11,65,local
development,A1,3,4268.788922,6,6,11,65,local
development,A1,3,5958.894066,1,15,3,18,explore
development,A1,3,6203.577255,1,16,2,12,local
development,A1,4,481.218119,3,3,23,137,local
development,A1,4,599.542037,16,16,23,137,local
development,A1,4,663.010139,9,9,23,137,local
development,A1,4,1268.875879,2,2,21,125,local
development,A1,4,1521.448135,5,5,20,119,local
development,A1,4,1602.673907,4,4,20,119,local
development,A1,4,1734.311774,17,17,20,119,local
development,A1,4,2043.015778,10,10,19,113,local
development,A1,4,2233.402624,13,20,18,108,local
development,A1,4,2497.444096,6,19,17,102,local
development,A1,4,2497.444096,8,19,17,102,local
development,A1,4,2497.444096,19,19,17,101,local
development,A1,4,2604.687207,8,19,17,102,local
development,A1,4,2604.687207,19,19,17,101,local
development,A1,4,2706.07209,8,19,17,102,explore
development,A1,4,2852.227092,8,20,16,96,explore
development,A1,4,2943.209235,8,18,15,90,explore
development,A1,4,3193.892424,8,20,14,84,explore
development,A1,4,3440.892424,8,18,13,78,explore
development,A1,4,3531.874567,8,20,12,72,explore
development,A1,4,3782.557756,8,18,11,66,explore
development,A1,4,4029.557756,8,20,10,60,explore
development,A1,4,4120.539899,8,18,9,54,local
development,A1,4,4120.539899,1,18,9,54,local
development,A1,4,4184.260215,8,18,9,54,explore
development,A1,4,4389.75637,8,20,8,48,explore
development,A1,4,4824.75637,8,18,7,42,explore
development,A1,4,5065.75637,8,20,6,36,explore
development,A1,4,5150.738513,8,18,5,30,local
development,A1,4,5364.159088,8,18,5,30,local
development,A1,4,5374.159088,8,18,5,30,local
development,A1,4,5374.159088,18,18,5,29,local
development,A1,4,5383.695002,8,18,5,30,local
development,A1,5,526.91015,9,9,23,137,local
development,A1,5,619.835937,15,15,23,137,local
development,A1,5,1087.728319,13,13,22,131,local
development,A1,5,1157.165012,16,16,22,131,local
development,A1,5,1410.190281,8,20,21,126,local
development,A1,5,2057.645252,5,5,20,119,local
development,A1,5,3175.832482,11,11,16,95,local
development,A1,5,3231.33139,12,12,16,95,local
development,A1,5,3271.242018,14,14,16,95,local
development,A1,5,4717.619039,2,2,10,59,local
development,A1,5,4852.505877,7,7,9,53,local
development,A1,5,5068.981897,19,19,8,47,local
development,A1,5,5679.672012,17,17,6,35,local
development,A1,6,567.275639,6,6,23,137,local
development,A1,6,1696.633566,16,16,19,113,local
development,A1,6,2353.295856,7,20,16,96,local
development,A1,6,2671.658945,8,19,15,90,local
development,A1,6,3988.010018,18,18,12,71,local
development,A1,6,4562.863294,15,15,10,59,local
development,A1,6,5170.050781,19,19,8,47,local
development,A1,6,5298.685941,20,20,7,41,local
development,A1,6,5670.826256,11,11,6,35,local
development,A1,6,5747.223221,12,12,6,35,local
development,A1,6,6303.980407,14,14,0,0,local
development,A1,6,6560.752854,1,1,0,0,local
development,A1,6,6710.989389,9,9,0,0,local
development,A1,6,6787.846007,13,13,0,0,local
development,A1,7,481.833468,19,19,23,137,local
development,A1,7,678.849089,4,4,23,137,local
development,A1,7,999.684653,2,20,22,132,local
development,A1,7,1238.696049,10,10,22,131,local
development,A1,7,1652.182464,12,12,20,119,local
development,A1,7,1857.762926,11,11,20,119,local
development,A1,7,2601.230898,20,20,17,101,local
development,A1,7,6174.902299,7,7,3,17,local
development,A1,7,6597.616322,18,18,1,5,local
development,A1,8,523.123365,16,16,23,137,local
development,A1,8,710.157903,1,1,23,137,local
development,A1,8,1141.858624,17,17,22,131,local
development,A1,8,1345.738229,2,2,22,131,local
development,A1,8,1690.409319,4,4,21,125,local
development,A1,8,2260.024378,3,19,19,114,explore
development,A1,8,2387.006521,3,20,18,108,local
development,A1,8,3960.899937,9,9,12,71,local
development,A1,8,4861.798226,15,15,9,53,local
development,A1,8,5465.698378,10,10,7,41,local
development,A1,8,5689.831371,5,5,6,35,local
development,A1,8,6808.327988,12,12,2,11,local
development,A1,9,492.488903,18,18,23,137,local
development,A1,9,676.636274,2,2,23,137,local
development,A1,9,1139.666946,4,4,21,125,local
development,A1,9,1609.49479,14,19,19,114,local
development,A1,9,1884.55222,16,16,19,113,local
development,A1,9,2075.368774,6,20,18,108,local
development,A1,9,3724.610326,5,19,11,66,local
development,A1,9,4429.712243,7,7,10,59,local
development,A1,9,4664.051172,11,11,9,53,local
development,A1,9,4932.738177,17,17,9,53,local
development,A1,10,432.0,7,19,23,138,local
development,A1,10,628.328831,6,6,23,137,local
development,A1,10,657.655779,2,2,23,137,local
development,A1,10,757.72483,18,18,23,137,local
development,A1,10,1215.648417,20,20,22,131,local
development,A1,10,1955.659816,9,9,19,113,local
development,A1,10,2279.475796,10,10,18,107,local
development,A1,10,4268.889022,5,5,10,59,local
development,A1,10,4287.066737,16,16,10,59,local
development,A1,10,4823.70309,1,1,8,47,local
development,A1,10,4920.794875,14,14,8,47,local
development,A1,10,5472.94582,13,13,7,41,local
development,A1,11,432.0,3,19,23,138,local
development,A1,11,508.456142,3,10,23,138,local
development,A1,11,508.456142,10,10,23,137,local
development,A1,11,520.706019,3,10,23,138,local
development,A1,11,862.41449,13,13,23,137,local
development,A1,11,1124.209862,14,14,22,131,local
development,A1,11,1597.618395,7,7,21,125,local
development,A1,11,2558.807858,4,4,17,101,local
development,A1,11,2678.22972,5,5,17,101,local
development,A1,11,2842.926852,8,20,16,96,local
development,A1,11,2842.926852,20,20,16,95,local
development,A1,11,2962.350232,20,20,16,95,local
development,A1,11,3314.160112,1,1,15,89,local
development,A1,11,5056.655005,6,6,7,41,local
development,A1,11,5266.682646,12,12,6,35,local
development,A1,11,6826.833923,18,18,0,0,local
development,A1,12,432.0,3,19,23,138,local
development,A1,12,854.326265,16,16,23,137,local
development,A1,12,898.812324,11,11,23,137,local
development,A1,12,1431.919563,2,19,21,126,local
development,A1,12,1839.418554,20,20,20,119,local
development,A1,12,2048.159194,12,19,19,114,local
development,A1,12,2332.436997,13,18,18,108,local
development,A1,12,3311.847523,6,18,14,84,explore
development,A1,12,3426.829666,6,19,13,78,local
development,A1,12,3782.041447,10,10,13,77,local
development,A1,12,4181.868217,4,18,11,66,explore
development,A1,12,4284.85036,4,19,10,60,local
development,A1,12,4419.056084,4,14,10,60,local
development,A1,12,4419.056084,14,14,10,59,local
development,A1,12,4431.007011,4,14,10,60,local
development,A1,12,4720.534385,17,19,9,54,local
development,A1,12,6101.207468,9,19,3,18,local
development,A1,12,6529.277828,8,8,1,5,local
development,A1,13,494.079994,18,18,23,137,local
development,A1,13,551.904417,3,3,23,137,local
development,A1,13,754.478282,14,14,23,137,local
development,A1,13,1029.31775,4,4,22,131,local
development,A1,13,1535.79118,9,9,20,119,local
development,A1,13,1736.36054,6,20,19,114,local
development,A1,13,1925.957235,15,15,19,113,local
development,A1,13,2150.014156,17,17,18,107,local
development,A1,13,2213.42268,19,19,18,107,local
development,A1,13,2559.941357,13,13,17,101,local
development,A1,13,2817.071976,7,7,0,0,local
development,A1,13,4132.247063,2,2,0,0,local
development,A1,13,4164.353749,20,20,0,0,local
development,A1,14,552.015936,10,10,23,137,local
development,A1,14,572.854334,7,7,23,137,local
development,A1,14,684.612671,17,17,23,137,local
development,A1,14,1308.411414,8,20,20,120,local
development,A1,14,2724.263016,19,19,15,89,local
development,A1,14,4368.884669,16,16,9,53,local
development,A1,14,4481.464576,1,1,9,53,local
development,A1,14,4626.235906,5,20,8,48,local
development,A1,14,5812.635407,12,12,4,23,local
development,A1,14,6608.550627,3,18,0,0,local
development,A1,15,432.0,2,19,23,138,local
development,A1,15,671.181041,12,12,23,137,local
development,A1,15,1147.777078,13,13,21,125,local
development,A1,15,1621.979244,19,19,19,113,local
development,A1,15,1948.663081,4,4,18,107,local
development,A1,15,2703.57977,8,8,15,89,local
development,A1,15,2896.568183,14,20,14,84,local
development,A1,15,3920.343796,10,10,13,77,local
development,A1,15,4117.277658,9,17,11,66,local
development,A1,15,5665.280571,11,17,5,30,local
development,A1,16,489.267121,14,14,23,137,local
development,A1,16,727.210507,16,16,23,137,local
development,A1,16,863.579712,13,20,22,132,local
development,A1,16,1279.938486,12,12,21,125,local
development,A1,16,1328.671378,17,17,21,125,local
development,A1,16,1696.319189,9,9,20,119,local
development,A1,16,2040.37613,19,19,18,107,local
development,A1,16,2498.016092,10,10,17,101,local
development,A1,16,4639.555308,5,5,7,41,local
development,A1,16,4931.391786,7,7,6,35,local
development,A1,16,4984.685896,2,2,6,35,local
development,A1,16,5116.262645,11,20,5,30,local
development,A1,17,611.167235,4,4,23,137,local
development,A1,17,801.677621,13,20,22,132,local
development,A1,17,894.046125,11,11,22,131,local
development,A1,17,894.046125,13,11,22,132,local
development,A1,17,904.947812,13,11,22,132,local
development,A1,17,1385.747807,7,7,21,125,local
development,A1,17,4894.58176,14,14,8,47,local
development,A1,17,5258.935805,10,10,7,41,local
development,A1,17,5970.444822,6,6,5,29,local
development,A1,17,6778.891199,5,5,2,11,local
development,A1,17,6920.415867,18,18,2,11,local
development,A1,17,7256.953972,9,9,2,11,local
development,A1,18,432.0,7,19,23,138,local
development,A1,18,432.0,8,19,23,138,local
development,A1,18,432.0,16,19,23,138,local
development,A1,18,499.474957,8,19,23,138,local
development,A1,18,499.474957,16,19,23,138,local
development,A1,18,611.007996,16,19,23,138,local
development,A1,18,1036.324081,19,19,22,131,local
development,A1,18,1052.200472,10,10,22,131,local
development,A1,18,1196.013931,18,20,21,126,local
development,A1,18,1269.873533,13,13,21,125,local
development,A1,18,1269.873533,18,13,21,126,local
development,A1,18,1280.754001,18,13,21,126,local
development,A1,18,1319.781633,2,2,21,125,local
development,A1,18,1319.781633,18,2,21,126,local
development,A1,18,1385.991744,18,2,21,126,explore
development,A1,18,1578.782111,18,20,20,120,explore
development,A1,18,1693.764254,18,18,19,113,explore
development,A1,18,1968.447443,18,20,18,108,local
development,A1,18,2965.782459,9,20,14,84,local
development,A1,18,3227.08997,3,3,14,83,local
development,A1,18,4482.018484,14,14,9,53,local
development,A1,18,4862.038908,17,17,8,47,local
development,A1,18,4888.606543,1,1,8,47,local
development,A1,18,5014.411958,5,20,7,42,local
development,A1,19,566.101941,14,14,23,137,local
development,A1,19,826.132113,4,20,22,132,local
development,A1,19,1147.760204,20,19,21,126,explore
development,A1,19,1292.742347,20,20,20,119,local
development,A1,19,1985.792464,17,17,19,113,local
development,A1,19,2322.835473,5,5,17,101,local
development,A1,19,2410.300226,11,11,17,101,local
development,A1,19,2509.429662,2,2,17,101,local
development,A1,19,2581.933572,12,12,17,101,local
development,A1,19,2712.372741,9,19,16,96,local
development,A1,19,3734.547154,18,18,12,71,local
development,A1,19,4954.394116,13,13,7,41,local
development,A1,19,5616.564767,10,10,6,35,local
development,A1,19,5708.366878,8,19,5,30,local
development,A1,19,5851.95138,8,19,5,30,local
development,A1,19,5851.95138,19,19,5,29,local
development,A1,19,5862.368785,8,19,5,30,local
development,A1,19,6459.899745,7,7,3,17,local
development,A1,20,432.0,9,19,23,138,local
development,A1,20,432.0,10,19,23,138,local
development,A1,20,432.0,18,19,23,138,local
development,A1,20,451.6554,9,19,23,138,local
development,A1,20,451.6554,10,19,23,138,local
development,A1,20,505.279747,9,16,23,138,local
development,A1,20,505.279747,10,16,23,138,local
development,A1,20,505.279747,16,16,23,137,local
development,A1,20,516.379415,9,16,23,138,local
development,A1,20,516.379415,10,16,23,138,local
development,A1,20,584.317177,10,16,23,138,local
development,A1,20,783.861471,13,20,22,132,local
development,A1,20,1186.327159,20,20,21,125,local
development,A1,20,1385.363414,1,19,20,120,local
development,A1,20,1827.245833,12,19,18,108,local
development,A1,20,2931.452718,2,19,14,84,local
development,A1,20,3347.028031,14,14,13,77,local
development,A1,20,3707.284637,8,8,0,0,local
development,A1,20,3815.201891,15,15,0,0,local
development,A1,20,3846.694002,4,4,0,0,local
development,A1,20,4067.932872,19,19,0,0,local
development,A1,21,432.0,15,19,23,138,local
development,A1,21,565.655046,3,3,23,137,local
development,A1,21,980.881703,1,1,22,131,local
development,A1,21,1574.222102,14,20,19,114,local
development,A1,21,2073.807444,11,11,18,107,local
development,A1,21,2829.685744,8,8,15,89,local
development,A1,21,4648.77006,4,4,8,47,local
development,A1,21,5340.273455,2,2,6,35,local
development,A1,21,5883.169036,7,7,5,29,local
development,A1,22,637.21288,6,6,23,137,local
development,A1,22,1114.536813,10,10,21,125,local
development,A1,22,1229.249974,3,3,21,125,local
development,A1,22,2290.42703,9,9,17,101,local
development,A1,22,2756.716583,5,19,15,90,local
development,A1,22,3091.072014,14,14,15,89,local
development,A1,22,3139.271939,17,17,15,89,local
development,A1,22,3503.378254,13,13,14,83,local
development,A1,22,5982.739908,16,16,4,23,local
development,A1,22,6661.38517,18,18,1,5,local
development,A1,23,613.908259,9,9,23,137,local
development,A1,23,789.57693,16,20,22,132,local
development,A1,23,2481.828352,3,3,18,107,local
development,A1,23,2845.417055,5,5,17,101,local
development,A1,23,4951.439107,14,14,9,53,local
development,A1,23,5167.48791,1,1,8,47,local
development,A1,23,5203.294661,18,18,8,47,local
development,A1,23,5833.560741,17,17,6,35,local
development,A1,23,5862.188025,7,7,6,35,local
development,A1,23,6778.805491,4,4,2,11,local
development,A1,24,432.0,9,19,23,138,local
development,A1,24,674.505128,17,17,23,137,local
development,A1,24,953.838934,18,19,21,126,local
development,A1,24,1299.15759,2,20,20,120,local
development,A1,24,1687.366406,8,8,19,113,local
development,A1,24,2195.326398,15,20,18,108,local
development,A1,24,2365.51548,11,11,18,107,local
development,A1,24,2989.388571,19,19,16,95,local
development,A1,24,3313.687296,10,10,15,89,local
development,A1,24,5894.743411,4,4,3,17,local
development,A1,24,5919.522686,1,1,3,17,local
development,A1,24,6247.871833,20,20,2,11,local
development,A1,25,1111.041586,13,13,22,131,local
development,A1,25,1370.452619,16,16,22,131,local
development,A1,25,1661.600383,7,7,21,125,local
development,A1,25,2084.495529,17,17,19,113,local
development,A1,25,2661.355461,15,15,17,101,local
development,A1,25,3006.165145,2,2,16,95,local
development,A1,25,3308.807815,11,20,15,90,local
development,A1,25,3308.807815,20,20,15,89,local
development,A1,25,3414.96754,20,20,15,89,local
development,A1,25,4504.254946,9,9,11,65,local
development,A1,25,4928.053591,10,10,10,59,local
development,A1,25,5119.658758,12,12,10,59,local
development,A1,25,6555.177143,8,8,3,17,local
development,A1,26,432.0,1,19,23,138,local
development,A1,26,432.0,5,19,23,138,local
development,A1,26,530.167829,5,19,23,138,local
development,A1,26,643.92767,14,14,23,137,local
development,A1,26,710.427827,15,15,23,137,local
development,A1,26,951.543015,20,20,23,137,local
development,A1,26,1229.966903,4,4,22,131,local
development,A1,26,1530.205268,12,12,21,125,local
development,A1,26,1665.10709,2,2,21,125,local
development,A1,26,1848.789981,8,8,20,119,local
development,A1,26,2733.840096,7,18,16,96,explore
development,A1,26,2836.822239,7,19,15,90,local
development,A1,26,4220.753183,17,17,10,59,local
development,A1,26,4840.531193,9,9,7,41,local
development,A1,26,5294.541258,3,18,5,30,explore
development,A1,26,5379.523401,3,19,4,24,local
development,A1,26,5574.545049,6,6,4,23,local
development,A1,26,5679.177432,10,19,3,18,local
development,A1,27,554.571794,2,2,23,137,local
development,A1,27,707.490384,20,20,23,137,local
development,A1,27,1013.012077,6,18,21,126,local
development,A1,27,1424.054636,4,4,20,119,local
development,A1,27,2513.75169,13,18,16,96,local
development,A1,27,2569.89917,7,7,16,95,local
development,A1,27,2569.89917,13,7,16,96,local
development,A1,27,2656.243604,13,7,16,96,local
development,A1,27,2846.247106,16,16,16,95,local
development,A1,27,3216.779749,9,9,15,89,local
development,A1,27,3705.06049,17,17,13,77,local
development,A1,27,4574.882468,3,18,9,54,local
development,A1,27,5041.283991,5,19,8,48,local
development,A1,27,5288.619005,15,18,7,42,local
development,A1,27,5288.619005,18,18,7,41,local
development,A1,27,5351.145557,15,18,7,42,local
development,A1,27,5595.662537,12,12,0,0,local
development,A1,27,5793.597111,8,8,0,0,local
development,A1,28,432.0,20,19,23,138,local
development,A1,28,529.771331,10,10,23,137,local
development,A1,28,654.840766,19,19,23,137,local
development,A1,28,1459.839345,15,15,20,119,local
development,A1,28,1994.851538,14,14,19,113,local
development,A1,28,2479.497785,6,6,18,107,local
development,A1,28,3980.344032,2,2,12,71,local
development,A1,28,4756.733445,4,4,9,53,local
development,A1,28,5397.409734,12,12,7,41,local
development,A1,29,646.082909,15,15,23,137,local
development,A1,29,2047.832432,19,20,17,102,local
development,A1,29,2426.24767,2,20,16,96,local
development,A1,29,2739.515705,10,10,16,95,local
development,A1,29,2944.286433,13,13,15,89,local
development,A1,29,3347.145104,7,7,14,83,local
development,A1,29,3403.734034,4,4,14,83,local
development,A1,29,3541.716121,6,6,14,83,local
development,A1,29,3939.625545,3,3,13,77,local
development,A1,30,485.519153,5,5,23,137,local
development,A1,30,691.008559,2,2,23,137,local
development,A1,30,732.663316,13,13,23,137,local
development,A1,30,2497.055356,20,20,16,95,local
development,A1,30,2529.688643,15,15,16,95,local
development,A1,30,2740.378851,16,19,15,90,local
development,A1,30,3209.622578,6,6,15,89,local
development,A1,30,3333.194331,3,19,14,84,local
development,A1,30,3333.194331,7,19,14,84,local
development,A1,30,3387.170097,8,8,14,83,local
development,A1,30,3387.170097,3,8,14,84,local
development,A1,30,3387.170097,7,8,14,84,local
development,A1,30,3398.286231,3,8,14,84,local
development,A1,30,3398.286231,7,8,14,84,local
development,A1,30,3529.585466,7,8,14,84,local
development,A1,30,3642.25485,18,18,14,83,local
development,A1,30,4598.624197,12,12,10,59,local
development,A1,31,663.841923,9,9,23,137,local
development,A1,31,743.302513,11,11,23,137,local
development,A1,31,1097.321934,15,15,22,131,local
development,A1,31,1452.05431,17,19,20,120,local
development,A1,31,2045.236991,20,19,18,108,local
development,A1,31,2045.236991,2,19,18,108,local
development,A1,31,2105.71955,2,19,18,108,local
development,A1,31,4390.29146,19,19,10,59,local
development,A1,31,4552.252595,1,1,10,59,local
development,A1,31,4819.37336,14,14,9,53,local
development,A1,31,5368.564762,13,18,6,36,local
development,A1,31,5868.98916,3,3,4,23,local
development,A1,31,6257.702051,7,16,2,12,local
development,A1,31,6257.702051,12,16,2,12,local
development,A1,31,6359.28368,12,16,2,12,local
development,A1,32,535.291263,18,18,23,137,local
development,A1,32,1093.813781,14,14,21,125,local
development,A1,32,2401.389506,3,3,17,101,local
development,A1,32,2916.02909,20,20,16,95,local
development,A1,32,3389.250998,16,16,14,83,local
development,A1,32,4408.680401,2,2,10,59,local
development,A1,32,4476.741669,13,13,10,59,explore
development,A1,32,4569.284786,13,19,9,54,local
development,A1,32,5486.842763,19,19,6,35,local
development,A1,33,541.005924,17,17,23,137,local
development,A1,33,1340.845093,12,12,20,119,local
development,A1,33,1804.559853,13,13,19,113,local
development,A1,33,2921.590853,15,15,15,89,local
development,A1,33,3162.564214,3,3,15,89,local
development,A1,33,3483.819981,18,18,14,83,local
development,A1,33,3512.76902,14,14,14,83,local
development,A1,33,3592.185566,2,2,14,83,local
development,A1,33,4560.175536,7,19,10,60,local
development,A1,33,4825.288964,19,20,9,54,explore
development,A1,33,4928.271107,19,19,8,47,local
development,A1,33,5348.747032,20,20,7,41,local
development,A1,33,5700.737459,4,4,6,35,local
development,A1,33,5747.837081,8,8,6,35,local
development,A1,33,5821.810855,9,9,6,35,local
development,A1,33,6516.838524,16,11,2,12,explore
development,A1,33,6589.820667,16,16,1,5,local
development,A1,34,559.084426,1,1,23,137,local
development,A1,34,1000.037987,3,3,22,131,local
development,A1,34,1525.259208,5,5,20,119,local
development,A1,34,1955.496737,19,19,19,113,local
development,A1,34,2368.390861,4,4,18,107,local
development,A1,34,2615.177198,7,7,18,107,local
development,A1,34,2663.646265,11,11,18,107,local
development,A1,34,2836.50012,14,20,17,102,local
development,A1,34,3032.433018,16,16,17,101,local
development,A1,34,3533.327579,8,8,0,0,local
development,A1,34,3574.033796,9,9,0,0,local
development,A1,34,3673.671295,12,12,0,0,local
development,A1,34,4248.963906,6,6,0,0,local
development,A1,34,4805.346219,13,13,0,0,local
development,A1,35,599.265719,11,11,23,137,local
development,A1,35,3095.556309,15,15,14,83,local
development,A1,35,3129.618991,3,3,14,83,local
development,A1,35,3245.591443,9,9,14,83,local
development,A1,35,3545.947375,4,4,13,77,local
development,A1,35,3727.237942,6,6,13,77,local
development,A1,35,3869.100824,7,7,13,77,local
development,A1,35,4173.190383,10,10,12,71,local
development,A1,35,4835.480879,2,2,9,53,local
development,A1,35,6127.96716,14,14,4,23,local
development,A1,36,432.0,12,19,23,138,local
development,A1,36,577.16638,14,14,23,137,local
development,A1,36,720.086979,17,17,23,137,local
development,A1,36,844.958008,5,5,23,137,local
development,A1,36,1004.45162,1,1,23,137,local
development,A1,36,1085.433124,18,18,23,137,local
development,A1,36,1329.469751,20,20,22,131,local
development,A1,36,5009.469849,2,19,6,36,local
development,A1,36,5009.469849,4,19,6,36,local
development,A1,36,5142.453555,2,19,6,36,local
development,A1,36,5516.971811,9,9,4,23,local
development,A1,37,663.717763,20,20,23,137,local
development,A1,37,863.578693,15,15,22,131,local
development,A1,37,998.629862,5,5,22,131,local
development,A1,37,3729.200701,17,17,14,83,local
development,A1,37,4216.276272,16,18,12,72,local
development,A1,37,4569.812807,14,14,12,71,local
development,A1,37,4674.641453,4,19,11,66,local
development,A1,37,5080.149236,3,18,10,60,local
development,A1,37,6283.935829,9,19,5,30,local
development,A1,37,7222.824632,8,8,2,11,local
development,A1,38,606.4667,4,4,23,137,local
development,A1,38,1137.369096,17,17,21,125,local
development,A1,38,1404.565102,8,20,20,120,local
development,A1,38,1687.145928,13,13,20,119,local
development,A1,38,1967.906956,1,1,19,113,local
development,A1,38,3313.694205,19,19,14,83,local
development,A1,38,3342.707323,11,11,14,83,local
development,A1,38,4534.809371,14,20,9,54,local
development,A1,38,4724.813955,2,2,9,53,local
development,A1,38,6018.509698,9,9,3,17,local
development,A1,38,6870.061298,5,20,2,12,local
development,A1,39,633.450485,2,2,23,137,local
development,A1,39,761.744067,9,20,22,132,local
development,A1,39,1170.800864,20,20,22,131,local
development,A1,39,1337.314985,13,19,21,126,local
development,A1,39,1384.875703,13,14,21,126,local
development,A1,39,1483.994319,13,14,21,126,local
development,A1,39,1500.665591,13,14,21,126,local
development,A1,39,1511.982038,13,14,21,126,local
development,A1,39,1616.49897,13,14,21,126,explore
development,A1,39,1787.680609,13,19,20,120,explore
development,A1,39,2076.680609,13,18,19,114,explore
development,A1,39,2209.662752,13,19,18,108,explore
development,A1,39,2502.345941,13,18,17,102,local
development,A1,39,2660.169439,13,3,17,102,local
development,A1,39,2660.169439,3,3,17,101,local
development,A1,39,2667.178243,13,3,17,102,explore
development,A1,39,2799.05164,13,19,16,96,explore
development,A1,39,2926.033783,13,18,15,90,explore
development,A1,39,3212.716972,13,19,14,84,local
development,A1,39,3313.616406,13,16,14,84,local
development,A1,39,3465.385771,13,16,14,84,local
development,A1,39,3465.385771,16,16,14,83,local
development,A1,39,3476.235315,13,16,14,84,explore
development,A1,39,3657.58406,4,19,13,78,local
development,A1,39,3657.58406,13,19,13,78,local
development,A1,39,3747.040201,13,19,13,78,explore
development,A1,39,3934.51603,13,18,12,72,local
development,A1,39,4103.144475,13,12,12,72,local
development,A1,39,4103.144475,12,12,12,71,local
development,A1,39,4110.579463,13,12,12,72,local
development,A1,39,4157.022696,13,19,12,72,local
development,A1,39,4157.022696,19,19,12,71,local
development,A1,39,4234.704087,13,19,12,72,local
development,A1,39,4247.225951,13,17,12,72,local
development,A1,39,4247.225951,17,17,12,71,local
development,A1,39,4273.077509,13,17,12,72,explore
development,A1,39,4569.50502,13,18,11,66,local
development,A1,39,4596.927241,13,5,11,66,local
development,A1,39,4614.603865,13,5,11,66,local
development,A1,39,4614.603865,5,5,11,65,local
development,A1,39,4635.941401,13,5,11,66,explore
development,A1,39,4773.783388,13,18,10,60,explore
development,A1,39,5024.466577,13,15,9,54,explore
development,A1,39,5271.466577,13,18,8,48,explore
development,A1,39,5362.44872,13,15,7,42,explore
development,A1,39,5613.131909,13,18,6,36,explore
development,A1,39,5860.131909,13,15,5,30,explore
development,A1,39,5951.114052,13,18,4,24,local
development,A1,39,6083.48892,13,1,4,24,local
development,A1,39,6083.48892,1,1,4,23,local
development,A1,39,6096.298833,13,1,4,24,explore
development,A1,39,6228.848181,13,18,3,18,explore
development,A1,39,6469.848181,13,15,2,12,local
development,A1,39,6543.322938,13,18,2,12,local
development,A1,39,6543.322938,18,18,2,11,local
development,A1,39,6657.607851,13,18,2,12,explore
development,A1,39,6755.296396,13,15,1,6,explore
development,A1,39,6834.278539,13,13,0,0,local
development,A1,40,474.46248,4,4,23,137,local
development,A1,40,605.206248,16,16,23,137,local
development,A1,40,640.776178,3,3,23,137,local
development,A1,40,1576.249685,15,15,20,119,local
development,A1,40,1774.959517,12,20,19,114,local
development,A1,40,1774.959517,17,20,19,114,local
development,A1,40,1973.447903,12,20,19,114,local
development,A1,40,2301.575943,14,14,18,107,local
development,A1,40,2604.868768,13,20,17,102,local
