cohort,method,id,time_s,channel,current_channel,nodes,credit_s,action
regression,A1,0,432.0,19,19,23,137,local
regression,A1,0,999.676005,2,2,22,131,local
regression,A1,0,1198.15708,13,20,21,126,local
regression,A1,0,1324.782151,13,17,21,126,local
regression,A1,0,1324.782151,17,17,21,125,local
regression,A1,0,1331.481004,13,17,21,126,explore
regression,A1,0,1511.589795,13,20,20,120,local
regression,A1,0,1601.477662,13,15,20,120,local
regression,A1,0,1601.477662,15,15,20,119,local
regression,A1,0,1611.577209,13,15,20,120,explore
regression,A1,0,1822.483318,13,20,19,114,explore
regression,A1,0,1955.465461,13,18,18,108,explore
regression,A1,0,2248.14865,13,20,17,102,explore
regression,A1,0,2537.14865,13,18,16,96,explore
regression,A1,0,2670.130793,13,20,15,90,local
regression,A1,0,2706.388893,13,11,15,90,local
regression,A1,0,2706.388893,11,11,15,89,local
regression,A1,0,2761.457422,13,11,15,90,local
regression,A1,0,3008.489034,13,1,15,90,explore
regression,A1,0,3197.184383,13,20,14,84,explore
regression,A1,0,3474.184383,13,18,13,78,local
regression,A1,0,3881.919239,13,9,13,78,explore
regression,A1,0,4068.487164,13,20,12,72,local
regression,A1,0,4157.257632,13,10,12,72,local
regression,A1,0,4165.812815,10,10,12,71,local
regression,A1,0,4165.812815,13,10,12,72,local
regression,A1,0,4176.677678,13,10,12,72,local
regression,A1,0,4280.707398,13,12,12,72,local
regression,A1,0,4280.707398,12,12,12,71,local
regression,A1,0,4291.822106,13,12,12,72,local
regression,A1,0,4343.535298,13,18,12,72,local
regression,A1,0,4343.535298,18,18,12,71,local
regression,A1,0,4429.212391,13,18,12,72,local
regression,A1,0,4681.925846,6,6,12,71,local
regression,A1,0,4681.925846,13,6,12,72,local
regression,A1,0,4693.691998,13,6,12,72,local
regression,A1,0,5026.896458,7,7,12,71,local
regression,A1,0,6457.91995,5,5,4,23,local
regression,A1,0,7069.074417,8,8,1,5,local
regression,A1,1,432.0,1,19,23,138,local
regression,A1,1,432.0,17,19,23,138,local
regression,A1,1,578.543751,1,19,23,138,local
regression,A1,1,990.350071,19,19,22,131,local
regression,A1,1,1320.633745,11,11,21,125,local
regression,A1,1,1401.305497,10,10,21,125,local
regression,A1,1,1837.865553,3,3,20,119,local
regression,A1,1,2626.783067,2,2,17,101,local
regression,A1,1,3080.331019,6,6,15,89,local
regression,A1,1,3253.472469,12,12,14,83,local
regression,A1,1,3342.139539,18,18,14,83,local
regression,A1,1,4963.525673,20,20,8,47,local
regression,A1,1,5224.643201,15,15,8,47,local
regression,A1,1,6186.251176,7,7,3,17,local
regression,A1,2,456.790281,20,20,23,137,local
regression,A1,2,614.987989,14,14,23,137,local
regression,A1,2,1023.344653,9,9,22,131,local
regression,A1,2,2285.588164,11,11,17,101,local
regression,A1,2,3119.683506,6,6,14,83,local
regression,A1,2,4397.97908,18,18,9,53,local
regression,A1,2,4418.339357,13,13,9,53,local
regression,A1,2,4648.18034,5,5,8,47,local
regression,A1,2,4751.504407,12,12,8,47,local
regression,A1,2,4932.466783,8,19,7,42,local
regression,A1,2,5086.78061,10,10,7,41,local
regression,A1,2,5239.583419,1,19,6,36,local
regression,A1,2,5766.988899,2,19,4,24,local
regression,A1,3,511.146841,15,15,23,137,local
regression,A1,3,923.071453,1,1,22,131,local
regression,A1,3,1059.924757,7,7,22,131,local
regression,A1,3,1188.098423,2,20,21,126,local
regression,A1,3,1188.098423,12,20,21,126,local
regression,A1,3,1200.336869,2,20,21,126,local
regression,A1,3,2945.061889,14,14,14,83,local
regression,A1,3,3002.265172,18,18,14,83,local
regression,A1,3,3564.513003,8,8,13,77,local
regression,A1,3,4237.391943,3,3,11,65,local
regression,A1,3,4501.594145,10,10,10,59,local
regression,A1,3,4777.215174,19,19,10,59,local
regression,A1,3,6850.439986,13,13,1,5,local
regression,A1,4,645.000072,14,14,23,137,local
regression,A1,4,793.221851,11,20,22,132,local
regression,A1,4,1243.251523,3,3,21,125,local
regression,A1,4,1420.760181,16,20,20,120,local
regression,A1,4,1651.212127,8,8,20,119,local
regression,A1,4,1836.577139,1,20,19,114,local
regression,A1,4,1836.577139,15,20,19,114,local
regression,A1,4,1931.650892,15,20,19,114,local
regression,A1,4,2360.755472,4,4,17,101,local
regression,A1,4,2554.591337,18,18,17,101,local
regression,A1,4,3463.117875,17,17,14,83,local
regression,A1,4,3871.173265,10,19,12,72,local
regression,A1,5,432.0,13,19,23,138,local
regression,A1,5,917.147513,7,20,22,132,local
regression,A1,5,1096.72994,2,2,22,131,local
regression,A1,5,1128.288488,19,19,22,131,local
regression,A1,5,1562.669015,16,18,20,120,local
regression,A1,5,1756.376007,9,9,20,119,local
regression,A1,5,1926.91967,17,20,19,114,local
regression,A1,5,2421.972148,5,5,18,107,local
regression,A1,5,2920.383592,10,10,16,95,local
regression,A1,5,3480.142738,18,18,14,83,local
regression,A1,5,4887.720136,6,6,9,53,local
regression,A1,5,5633.904425,4,4,6,35,local
regression,A1,5,6075.922766,3,15,4,24,local
regression,A1,6,537.799903,2,2,23,137,local
regression,A1,6,963.322306,7,7,22,131,local
regression,A1,6,1956.240349,20,20,18,107,local
regression,A1,6,2518.213452,13,13,17,101,local
regression,A1,6,2674.435299,10,10,17,101,local
regression,A1,6,3682.867249,18,19,13,78,local
regression,A1,6,3682.867249,17,19,13,78,local
regression,A1,6,3859.807261,17,19,13,78,local
regression,A1,6,6655.551654,16,16,2,11,local
regression,A1,7,702.536191,7,7,23,137,local
regression,A1,7,982.456635,3,3,23,137,local
regression,A1,7,1346.319265,13,13,22,131,local
regression,A1,7,2830.89216,1,1,17,101,local
regression,A1,7,3009.312737,5,5,17,101,local
regression,A1,7,4548.779236,15,15,11,65,local
regression,A1,7,4934.30462,10,10,10,59,local
regression,A1,7,5618.37422,6,6,7,41,local
regression,A1,8,432.0,18,19,23,138,local
regression,A1,8,562.836829,11,11,23,137,local
regression,A1,8,719.839543,9,9,23,137,local
regression,A1,8,909.455739,3,3,23,137,local
regression,A1,8,1056.470886,12,12,23,137,local
regression,A1,8,1643.272353,4,4,21,125,local
regression,A1,8,1665.46521,16,16,21,125,local
regression,A1,8,2094.821803,5,5,20,119,local
regression,A1,8,2175.629038,15,15,20,119,local
regression,A1,8,2217.659123,10,10,20,119,local
regression,A1,8,2718.74094,13,20,17,102,local
regression,A1,8,3616.052562,14,14,14,83,local
regression,A1,8,3724.745439,8,20,13,78,local
regression,A1,8,3972.614939,7,19,12,72,local
regression,A1,8,4237.890086,2,2,0,0,local
regression,A1,8,4461.546707,6,6,0,0,local
regression,A1,9,432.0,18,19,23,138,local
regression,A1,9,721.651375,8,8,23,137,local
regression,A1,9,1020.289347,5,5,22,131,local
regression,A1,9,1557.380034,13,13,21,125,local
regression,A1,9,1812.370158,10,10,20,119,local
regression,A1,9,2024.989979,6,20,19,114,local
regression,A1,9,2024.989979,20,20,19,113,local
regression,A1,9,2123.107987,20,20,19,113,local
regression,A1,9,2546.599046,12,12,18,107,local
regression,A1,9,4808.954333,16,16,0,0,local
regression,A1,10,432.0,16,19,23,138,local
regression,A1,10,1066.937768,6,6,22,131,local
regression,A1,10,1138.502648,8,8,22,131,local
regression,A1,10,2028.484831,2,2,19,113,local
regression,A1,10,2776.666112,3,3,16,95,local
regression,A1,10,3075.133818,14,14,15,89,local
regression,A1,10,3366.752058,7,7,15,89,local
regression,A1,10,3652.635142,15,15,14,83,local
regression,A1,10,3749.274038,4,4,14,83,local
regression,A1,10,4042.937879,1,20,13,78,explore
regression,A1,10,4042.937879,17,20,13,78,explore
regression,A1,10,4145.920022,1,19,12,72,local
regression,A1,10,4145.920022,17,19,12,72,local
regression,A1,10,4331.571702,17,19,12,72,local
regression,A1,10,5089.720568,5,5,9,53,local
regression,A1,10,5891.305626,12,20,6,36,local
regression,A1,10,5957.985591,12,9,6,36,local
regression,A1,10,5967.577792,9,9,6,35,local
regression,A1,10,5967.577792,12,9,6,36,local
regression,A1,10,5978.035548,12,9,6,36,explore
regression,A1,10,6093.268368,12,20,5,30,local
regression,A1,11,538.904259,11,11,23,137,local
regression,A1,11,666.638032,1,1,23,137,local
regression,A1,11,1161.76116,13,19,21,126,explore
regression,A1,11,1306.743303,13,20,20,120,local
regression,A1,11,2109.778438,12,12,18,107,local
regression,A1,11,2357.784493,4,4,17,101,local
regression,A1,11,2844.54518,14,19,15,90,local
regression,A1,11,3584.625488,19,20,12,72,local
regression,A1,11,3584.625488,2,20,12,72,local
regression,A1,11,3722.87075,19,20,12,72,explore
regression,A1,11,3890.735829,19,19,11,65,explore
regression,A1,11,4005.717972,19,20,10,60,local
regression,A1,11,4073.763078,19,18,10,60,local
regression,A1,11,4147.120873,19,18,10,60,local
regression,A1,11,4161.250317,19,18,10,60,local
regression,A1,11,4161.250317,18,18,10,59,local
regression,A1,11,4177.553342,19,18,10,60,local
regression,A1,11,4246.697494,19,16,10,60,local
regression,A1,11,4358.629372,19,16,10,60,local
regression,A1,11,4358.629372,16,16,10,59,local
regression,A1,11,4368.74622,19,16,10,60,local
regression,A1,11,5107.560986,5,5,9,53,local
regression,A1,11,5726.375865,20,20,6,35,local
regression,A1,11,6274.076356,10,15,4,24,local
regression,A1,11,6915.737155,9,9,0,0,local
regression,A1,12,432.0,3,19,23,138,local
regression,A1,12,432.0,9,19,23,138,local
regression,A1,12,432.0,16,19,23,138,local
regression,A1,12,468.497052,9,19,23,138,local
regression,A1,12,468.497052,16,19,23,138,local
regression,A1,12,544.063263,9,19,23,138,local
regression,A1,12,830.57318,8,8,23,137,local
regression,A1,12,857.102945,11,11,23,137,local
regression,A1,12,1733.19889,18,18,20,119,local
regression,A1,12,2032.553967,5,5,19,113,local
regression,A1,12,2228.771719,12,12,19,113,local
regression,A1,12,2706.444313,1,1,17,101,local
regression,A1,12,3204.418341,10,10,15,89,local
regression,A1,12,3850.744177,6,20,12,72,local
regression,A1,12,4187.4031,20,20,11,65,local
regression,A1,12,4799.739799,19,19,8,47,local
regression,A1,12,5528.783061,15,15,4,23,local
regression,A1,13,544.159931,2,2,23,137,local
regression,A1,13,1492.526363,8,8,20,119,local
regression,A1,13,1644.23952,4,20,19,114,explore
regression,A1,13,1789.221663,4,19,18,108,local
regression,A1,13,2074.075065,6,6,18,107,local
regression,A1,13,2250.072865,12,20,17,102,local
regression,A1,13,2621.586553,1,19,16,96,local
regression,A1,13,2867.949906,13,13,16,95,local
regression,A1,13,4994.894397,10,20,7,42,local
regression,A1,13,5511.450447,15,15,6,35,local
regression,A1,13,5604.20166,3,3,6,35,local
regression,A1,14,554.004112,17,17,23,137,local
regression,A1,14,695.087994,19,19,23,137,local
regression,A1,14,1615.651448,2,18,19,114,local
regression,A1,14,1974.810699,4,4,18,107,local
regression,A1,14,4228.911969,9,9,10,59,local
regression,A1,14,5404.210196,15,15,7,41,local
regression,A1,14,5949.388324,18,18,5,29,explore
regression,A1,14,6058.370467,18,20,4,24,local
regression,A1,14,6107.452777,18,7,4,24,local
regression,A1,14,6157.999347,18,7,4,24,local
regression,A1,14,6157.999347,7,7,4,23,local
regression,A1,14,6177.984904,18,7,4,24,local
regression,A1,15,432.0,16,19,23,138,local
regression,A1,15,513.16601,14,14,23,137,local
regression,A1,15,681.439391,20,20,23,137,local
regression,A1,15,1247.102715,2,2,21,125,local
regression,A1,15,1636.969762,1,1,20,119,local
regression,A1,15,1782.658713,6,19,19,114,local
regression,A1,15,2439.214193,4,4,17,101,local
regression,A1,15,3179.560804,19,19,16,95,local
regression,A1,15,3967.664739,17,17,13,77,local
regression,A1,15,4236.84726,18,18,12,71,local
regression,A1,15,5317.673627,10,10,7,41,local
regression,A1,15,6429.447946,7,7,2,11,local
regression,A1,16,602.577843,5,5,23,137,local
regression,A1,16,1149.471641,1,1,21,125,local
regression,A1,16,2112.253075,9,19,17,102,local
regression,A1,16,2640.653119,16,16,16,95,local
regression,A1,16,3631.638978,13,20,15,90,local
regression,A1,16,3865.353552,2,2,15,89,local
regression,A1,16,5703.516892,17,19,7,42,local
regression,A1,16,6097.261685,6,6,6,35,local
regression,A1,16,6242.016612,3,3,6,35,local
regression,A1,16,7110.678629,18,19,2,12,local
regression,A1,16,7170.707556,15,15,2,11,local
regression,A1,16,7170.707556,18,15,2,12,local
regression,A1,16,7262.921297,18,15,2,12,local
regression,A1,16,7279.787844,19,19,2,11,local
regression,A1,16,7279.787844,18,19,2,12,local
regression,A1,16,7290.529586,18,19,2,12,local
regression,A1,17,432.0,13,19,23,138,local
regression,A1,17,432.0,19,19,23,137,local
regression,A1,17,596.661829,19,19,23,137,local
regression,A1,17,617.479363,4,4,23,137,local
regression,A1,17,617.479363,19,4,23,138,local
regression,A1,17,656.960582,19,4,23,138,local
regression,A1,17,934.868245,10,10,23,137,local
regression,A1,17,1234.80884,11,11,22,131,local
regression,A1,17,1289.14045,20,20,22,131,local
regression,A1,17,1385.046044,3,3,22,131,local
regression,A1,17,1524.455155,14,18,21,126,local
regression,A1,17,1794.458579,8,17,20,120,local
regression,A1,17,2176.036765,17,17,19,113,local
regression,A1,17,2277.023903,6,6,19,113,local
regression,A1,17,2592.964342,12,12,18,107,local
regression,A1,17,2917.588821,5,5,18,107,local
regression,A1,17,4097.237438,7,7,12,71,local
regression,A1,17,5169.376529,9,9,6,35,local
regression,A1,18,541.973923,4,4,23,137,local
regression,A1,18,668.896405,3,3,23,137,local
regression,A1,18,2512.608759,7,20,16,96,local
regression,A1,18,2630.519034,12,12,16,95,local
regression,A1,18,3649.59743,15,19,12,72,local
regression,A1,18,5319.114876,6,6,6,35,local
regression,A1,18,5608.01343,18,18,5,29,local
regression,A1,18,5747.323439,17,17,5,29,local
regression,A1,19,644.163624,6,6,23,137,local
regression,A1,19,1559.055369,7,7,22,131,local
regression,A1,19,2023.651173,12,12,20,119,local
regression,A1,19,2150.802779,20,20,20,119,local
regression,A1,19,3535.784714,3,3,15,89,local
regression,A1,19,3941.113793,4,4,14,83,local
regression,A1,19,4356.263081,15,15,12,71,local
regression,A1,19,5033.262346,8,8,9,53,local
regression,A1,19,5614.362162,16,16,7,41,local
regression,A1,20,432.0,15,19,23,138,local
regression,A1,20,578.672772,20,20,23,137,local
regression,A1,20,670.584988,6,6,23,137,local
regression,A1,20,792.733309,17,17,23,137,local
regression,A1,20,1243.023246,4,4,22,131,local
regression,A1,20,1296.036077,1,1,22,131,local
regression,A1,20,2166.154056,7,19,19,114,explore
regression,A1,20,2166.154056,14,19,19,114,explore
regression,A1,20,2287.136199,7,18,18,108,local
regression,A1,20,2287.136199,14,18,18,108,local
regression,A1,20,2455.768184,7,18,18,108,local
regression,A1,20,4055.602916,2,2,12,71,local
regression,A1,21,432.0,5,19,23,138,local
regression,A1,21,545.577437,5,10,23,138,local
regression,A1,21,545.577437,10,10,23,137,local
regression,A1,21,552.369463,5,10,23,138,local
regression,A1,21,954.428402,20,20,22,131,local
regression,A1,21,1203.103151,15,15,22,131,local
regression,A1,21,1727.731999,7,7,21,125,local
regression,A1,21,2036.015052,6,6,20,119,local
regression,A1,21,2146.010871,4,19,19,114,explore
regression,A1,21,2266.993014,4,18,18,108,local
regression,A1,21,3417.429551,11,18,14,84,local
regression,A1,21,3535.474029,11,18,14,84,local
regression,A1,21,3535.474029,18,18,14,83,local
regression,A1,21,3546.756106,11,18,14,84,local
regression,A1,21,4230.27128,3,3,11,65,local
regression,A1,21,5499.393901,1,1,6,35,local
regression,A1,21,6518.918942,17,17,2,11,local
regression,A1,22,588.816658,20,20,23,137,local
regression,A1,22,1120.07389,10,10,21,125,local
regression,A1,22,1170.461829,3,3,21,125,local
regression,A1,22,1660.698095,14,18,19,114,local
regression,A1,22,2112.100556,11,11,18,107,local
regression,A1,22,2455.634725,19,19,17,101,local
regression,A1,22,2992.53954,9,9,16,95,local
regression,A1,22,3292.318687,12,12,15,89,local
regression,A1,22,3435.080886,5,18,14,84,local
regression,A1,22,3435.080886,2,18,14,84,local
regression,A1,22,3526.423703,2,18,14,84,local
regression,A1,22,3765.439684,16,16,14,83,local
regression,A1,22,3920.616251,15,18,13,78,local
regression,A1,22,5938.7981,18,18,4,23,local
regression,A1,23,432.0,2,19,23,138,local
regression,A1,23,819.656158,4,20,22,132,local
regression,A1,23,819.656158,10,20,22,132,local
regression,A1,23,933.964771,10,20,22,132,local
regression,A1,23,1177.980866,3,3,22,131,local
regression,A1,23,1731.219951,1,1,21,125,local
regression,A1,23,2037.081973,16,16,20,119,local
regression,A1,23,2622.991052,7,7,19,113,local
regression,A1,23,2809.541627,17,17,18,107,local
regression,A1,23,3747.769561,11,11,14,83,local
regression,A1,23,4504.103468,15,15,11,65,local
regression,A1,23,4968.075688,5,5,10,59,local
regression,A1,23,6719.758483,14,14,2,11,local
regression,A1,24,432.0,9,19,23,138,local
regression,A1,24,701.106004,7,7,23,137,local
regression,A1,24,752.621119,4,4,23,137,local
regression,A1,24,1147.182004,11,20,22,132,local
regression,A1,24,1475.972989,12,12,22,131,local
regression,A1,24,2229.316451,6,6,19,113,local
regression,A1,24,2529.907314,2,2,19,113,local
regression,A1,24,3088.93942,1,1,18,107,local
regression,A1,24,3589.288849,15,15,16,95,local
regression,A1,24,3699.734871,20,20,16,95,local
regression,A1,24,4675.704051,8,8,11,65,local
regression,A1,24,7117.627999,5,5,0,0,local
regression,A1,25,611.521478,8,8,23,137,local
regression,A1,25,802.741989,16,20,22,132,local
regression,A1,25,1185.934958,3,3,21,125,local
regression,A1,25,1749.941464,11,11,19,113,local
regression,A1,25,1971.841222,2,2,19,113,local
regression,A1,25,3619.471708,15,15,13,77,local
regression,A1,25,3904.452233,5,5,12,71,local
regression,A1,25,5098.162876,10,10,7,41,local
regression,A1,25,5410.891949,20,20,6,35,local
regression,A1,25,5535.568773,4,4,6,35,local
regression,A1,25,5918.314656,6,19,5,30,local
regression,A1,25,6211.298815,7,7,5,29,local
regression,A1,25,6873.140578,18,19,2,12,local
regression,A1,25,7094.101957,19,19,2,11,local
regression,A1,26,545.722052,1,1,23,137,local
regression,A1,26,736.81713,14,14,23,137,local
regression,A1,26,1153.123464,16,16,22,131,local
regression,A1,26,1976.22375,20,20,19,113,local
regression,A1,26,2551.077591,12,12,18,107,local
regression,A1,26,4313.777935,3,3,10,59,local
regression,A1,26,4403.288858,2,2,10,59,local
regression,A1,26,7271.214096,19,19,0,0,local
regression,A1,27,432.0,2,19,23,138,local
regression,A1,27,761.835334,7,20,22,132,local
regression,A1,27,791.290929,7,6,22,132,local
regression,A1,27,791.290929,6,6,22,131,local
regression,A1,27,802.475804,7,6,22,132,local
regression,A1,27,943.880905,17,17,22,131,local
regression,A1,27,1283.638529,11,20,21,126,local
regression,A1,27,1913.194389,12,12,20,119,local
regression,A1,27,2183.662561,9,9,19,113,local
regression,A1,27,2802.996041,19,19,16,95,local
regression,A1,27,3084.177481,13,13,15,89,local
regression,A1,27,3932.029069,16,16,12,71,local
regression,A1,27,4729.275112,18,18,9,53,local
regression,A1,27,4877.030704,20,14,7,42,local
regression,A1,27,5069.527425,20,3,7,42,local
regression,A1,27,5069.527425,3,3,7,41,local
regression,A1,27,5081.093217,20,3,7,42,local
regression,A1,27,5243.707417,10,10,7,41,local
regression,A1,27,5243.707417,20,10,7,42,local
regression,A1,27,5254.099384,20,10,7,42,local
regression,A1,28,432.0,15,19,23,138,local
regression,A1,28,541.118294,16,16,23,137,local
regression,A1,28,1177.17853,1,1,21,125,local
regression,A1,28,1235.183271,18,18,21,125,local
regression,A1,28,1456.084441,13,13,21,125,local
regression,A1,28,1504.398372,4,4,21,125,local
regression,A1,28,1783.203325,17,17,20,119,local
regression,A1,28,3549.429708,5,5,14,83,local
regression,A1,28,4258.173622,6,20,11,66,local
regression,A1,28,4809.49272,7,7,9,53,local
regression,A1,28,5699.489506,14,14,6,35,local
regression,A1,28,6359.744157,3,3,3,17,local
regression,A1,29,446.302915,5,5,23,137,local
regression,A1,29,504.878488,6,6,23,137,local
regression,A1,29,798.958175,7,20,22,132,local
regression,A1,29,1606.299964,9,9,19,113,local
regression,A1,29,1788.185456,10,10,19,113,local
regression,A1,29,2153.995309,18,18,17,101,local
regression,A1,29,2479.968179,11,20,16,96,local
regression,A1,29,2632.989115,14,14,16,95,local
regression,A1,29,3353.082925,13,13,15,89,local
regression,A1,29,3649.092586,4,20,14,84,local
regression,A1,29,4305.394602,12,12,13,77,local
regression,A1,30,432.0,3,19,23,138,local
regression,A1,30,746.361654,1,20,22,132,local
regression,A1,30,925.826917,5,5,22,131,local
regression,A1,30,1251.412932,2,2,21,125,local
regression,A1,30,1547.578166,11,11,20,119,local
regression,A1,30,1653.944287,19,19,20,119,local
regression,A1,30,1831.714598,7,7,19,113,local
regression,A1,30,1892.645699,9,9,19,113,local
regression,A1,30,2627.731219,6,6,0,0,local
regression,A1,30,3562.496337,16,16,0,0,local
regression,A1,31,586.908059,15,15,23,137,local
regression,A1,31,1726.830069,7,20,18,108,local
regression,A1,31,2340.618969,11,11,17,101,local
regression,A1,31,2374.449843,20,20,17,101,local
regression,A1,31,2482.198374,16,16,17,101,local
regression,A1,31,2729.397369,19,19,17,101,local
regression,A1,31,2943.703094,12,12,16,95,local
regression,A1,31,3473.700412,10,17,14,84,local
regression,A1,31,3547.87958,13,13,14,83,local
regression,A1,31,3785.713809,4,4,14,83,local
regression,A1,31,4794.38339,18,18,9,53,local
regression,A1,31,4794.38339,3,18,9,54,local
regression,A1,31,4900.198087,3,18,9,54,local
regression,A1,32,432.0,18,19,23,138,local
regression,A1,32,432.0,20,19,23,138,local
regression,A1,32,456.964427,18,19,23,138,local
regression,A1,32,1017.219356,10,10,22,131,local
regression,A1,32,2546.361954,16,16,16,95,local
regression,A1,32,2624.709542,6,6,16,95,local
regression,A1,32,2836.700002,12,19,15,90,local
regression,A1,32,3660.028822,14,14,13,77,local
regression,A1,32,3920.973638,7,7,12,71,local
regression,A1,32,4649.337518,5,5,9,53,local
regression,A1,32,5422.042658,13,15,6,36,local
regression,A1,32,5459.54348,13,9,6,36,local
regression,A1,32,5459.54348,9,9,6,35,local
regression,A1,32,5470.627718,13,9,6,36,explore
regression,A1,32,5583.278032,13,19,5,30,local
regression,A1,32,5865.703516,19,15,4,24,local
regression,A1,32,5865.703516,3,15,4,24,local
regression,A1,32,5991.730972,3,15,4,24,explore
regression,A1,32,6128.18222,3,11,3,18,explore
regression,A1,32,6357.18222,3,15,2,12,explore
regression,A1,32,6430.164363,3,11,1,6,explore
regression,A1,32,6662.847552,3,15,0,0,local
regression,A1,33,552.7634,7,7,23,137,local
regression,A1,33,2313.538967,12,20,16,96,local
regression,A1,33,2911.057314,16,16,14,83,local
regression,A1,33,3478.447145,9,9,13,77,local
regression,A1,33,4327.693286,15,19,9,54,local
regression,A1,33,5048.220157,5,5,7,41,local
regression,A1,33,5090.792702,6,6,7,41,local
regression,A1,33,5131.582617,17,17,7,41,local
regression,A1,33,6196.029282,8,8,3,17,local
regression,A1,33,7093.934863,10,10,0,0,local
regression,A1,34,576.742686,6,6,23,137,local
regression,A1,34,626.339967,18,18,23,137,local
regression,A1,34,932.003785,17,17,22,131,local
regression,A1,34,1018.647443,11,11,22,131,local
regression,A1,34,1433.634625,5,5,21,125,local
regression,A1,34,1908.88456,13,13,20,119,local
regression,A1,34,2005.167485,7,7,20,119,local
regression,A1,34,2530.935557,8,8,18,107,local
regression,A1,34,2717.208464,14,20,17,102,local
regression,A1,34,2847.601706,20,20,17,101,local
regression,A1,34,3099.751193,1,16,15,90,local
regression,A1,34,3469.02529,19,19,14,83,local
regression,A1,34,4674.639614,3,3,9,53,local
regression,A1,34,4829.62849,10,10,9,53,local
regression,A1,34,6512.167092,16,16,0,0,local
regression,A1,35,432.0,2,19,23,138,local
regression,A1,35,744.385479,15,20,22,132,local
regression,A1,35,1077.254813,14,19,21,126,local
regression,A1,35,1546.097604,5,5,20,119,local
regression,A1,35,4305.599294,20,20,10,59,local
regression,A1,35,4728.592405,8,8,8,47,local
regression,A1,35,5005.284504,1,1,7,41,local
regression,A1,35,6363.931781,10,10,1,5,local
regression,A1,35,6794.09534,12,12,0,0,local
regression,A1,36,432.0,20,19,23,138,local
regression,A1,36,700.509695,4,4,23,137,local
regression,A1,36,1023.620384,15,15,22,131,local
regression,A1,36,1315.701415,18,18,21,125,local
regression,A1,36,2226.945769,9,17,17,102,local
regression,A1,36,3495.548405,14,14,14,83,local
regression,A1,36,4156.275011,6,6,11,65,local
regression,A1,36,4576.186919,16,16,10,59,local
regression,A1,36,5007.008317,17,17,8,47,local
regression,A1,36,5296.581289,19,19,7,41,local
regression,A1,36,5670.21123,2,2,6,35,local
regression,A1,36,6325.590839,5,12,2,12,local
regression,A1,37,496.670842,11,11,23,137,local
regression,A1,37,734.948613,6,6,23,137,local
regression,A1,37,1032.608646,10,10,22,131,local
regression,A1,37,1414.75807,13,13,21,125,local
regression,A1,37,1927.679783,19,19,19,113,explore
regression,A1,37,2060.661926,19,20,18,108,local
regression,A1,37,2915.941169,5,5,16,95,local
regression,A1,37,4347.802923,20,20,10,59,local
regression,A1,37,4884.218193,16,16,8,47,local
regression,A1,37,5016.115583,4,4,8,47,local
regression,A1,37,5160.395386,14,18,7,42,local
regression,A1,37,5160.395386,15,18,7,42,local
regression,A1,37,5206.074466,14,18,7,42,local
regression,A1,37,5304.826299,18,18,7,41,local
regression,A1,37,5304.826299,14,18,7,42,local
regression,A1,37,5315.04675,14,18,7,42,local
regression,A1,37,5840.95445,2,2,5,29,local
regression,A1,38,560.814193,14,14,23,137,local
regression,A1,38,593.255309,16,16,23,137,local
regression,A1,38,973.004029,5,5,22,131,local
regression,A1,38,995.3864,1,1,22,131,local
regression,A1,38,1584.2613,15,15,20,119,local
regression,A1,38,2380.809309,12,19,17,102,local
regression,A1,38,3575.135458,8,8,13,77,local
regression,A1,38,4011.510477,9,9,12,71,local
regression,A1,38,4698.655435,17,17,9,53,local
regression,A1,38,5167.735948,6,6,8,47,local
regression,A1,38,5217.903615,7,7,8,47,local
regression,A1,38,5422.344719,10,10,7,41,local
regression,A1,38,5497.961718,20,20,7,41,local
regression,A1,38,6450.081725,3,3,3,17,local
regression,A1,38,6738.71424,19,19,0,0,local
regression,A1,39,432.0,19,19,23,137,local
regression,A1,39,453.235832,19,16,23,138,local
regression,A1,39,469.668688,16,16,23,137,local
regression,A1,39,469.668688,19,16,23,138,local
regression,A1,39,492.863367,19,16,23,138,local
regression,A1,39,1087.970569,5,5,22,131,local
regression,A1,39,1680.756793,6,6,20,119,local
regression,A1,39,1728.025327,4,4,20,119,local
regression,A1,39,1863.823164,12,12,20,119,local
regression,A1,39,2063.716516,1,1,19,113,local
regression,A1,39,2152.715749,10,10,19,113,local
regression,A1,39,2726.75634,15,20,16,96,local
regression,A1,39,4475.228972,11,11,9,53,local
regression,A1,39,4562.812463,13,13,9,53,local
regression,A1,39,5684.870168,20,20,6,35,local
regression,A1,40,432.0,12,19,23,138,local
regression,A1,40,445.765726,12,14,23,138,local
regression,A1,40,445.765726,14,14,23,137,local
regression,A1,40,463.289355,12,14,23,138,local
regression,A1,40,911.794225,6,6,22,131,local
regression,A1,40,1744.565601,2,2,19,113,local
regression,A1,40,1872.609594,19,19,19,113,local
regression,A1,40,2289.073,7,7,17,101,local
regression,A1,40,2322.093487,15,15,17,101,local
regression,A1,40,2378.356149,9,9,17,101,local
regression,A1,40,3067.049514,5,20,14,84,local
regression,A1,40,3189.105516,4,4,14,83,local
regression,A1,40,4431.173314,8,8,8,47,local
regression,A1,40,4826.181249,20,20,6,35,local
regression,A1,40,4980.606049,16,16,6,35,local
regression,A1,40,5412.60148,3,17,4,24,local
regression,A1,40,6088.092078,10,10,1,5,local
regression,A1,41,3186.091277,1,19,14,84,local
regression,A1,41,3793.901729,7,7,14,83,local
