id,cohort,family,variant,run_status,error,total,cleared,virtual_time_s,mean_time_per_source,original_time_per_cleared,distance,detect_count,switch_count,clear_attempts,failed_clears,runtime_s,completion_reason,engine_end_reason,fallback_count,diagnostic_count,directional_count,scene_hash,source_hash,config_hash,remaining_tracks,transport,stage_discovery_s,stage_active_localization_s,stage_diagnostic_s,stage_optical_fallback_s,stage_certified_clear_s,first_source_first_seen_s,last_source_first_seen_s,last_source_first_seen_per_source_s,final_discovery_measure_s,post_last_seen_discovery_s,post_all_cleared_discovery_s,post_last_seen_discovery_measures,post_all_cleared_discovery_measures,discovery_nodes,discovery_measures,discovery_travel_s,discovery_measure_s,discovery_switch_s,known_actual_count,known_actual_measure_s,known_actual_switch_s,unseen_actual_count,unseen_actual_measure_s,unseen_actual_switch_s,absent_channel_count,absent_channel_measure_s,absent_channel_switch_s,audit_passed,known16_reached,known16_enabled,known16_time_s,known16_cleared,known16_unresolved,post_known16_s,conservative_set_checks,research_hash,official_calls,formal_test_count,route_compute_ms_p95,decision_compute_ms_p95,support_visits,route_refresh_count
0,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,10,10,6837.625093,683.7625092999999,683.7625092999999,23483.125463033117,353,326,10,0,2.329781099993852,coverage_exhausted,user_exit,0,0,7,5ca4e5d5b5b357cfa2de319d08d344edcb68f83a1e184d6594c19aa7d41356d0,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5254.2665130000005,1087.1413189999992,0.0,0.0,496.2172610000001,53.0,5935.298086,593.5298086,6837.625093,760.8351990000001,368.8530559999999,37,10,25,337,3251.2665130000005,1685.0,318.0,25.0,125.0,25.0,62.0,310.0,61.0,250.0,1250.0,232.0,True,False,True,,,,,61,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,19.776550012466032,4.004700000223238,0,51
1,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,11,11,6421.896412,583.8087647272728,583.8087647272728,22149.482078323188,327,302,11,0,2.2552446000045165,coverage_exhausted,user_exit,0,1,8,72ad836b15df6782b9be129feeafb8d0f7eb7f7282aa8260efe297efac923231,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4708.941457999999,1254.6793670000002,25.223748000000114,0.0,433.05183899999975,23.0,2844.288835,258.57171227272727,6421.896412,2884.541146,1489.6477340000001,165,72,25,311,2860.9414580000002,1555.0,293.0,49.0,245.0,45.0,37.0,185.0,36.0,225.0,1125.0,212.0,True,False,True,,,,,87,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,17.96190000459319,2.594850004243199,0,51
2,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,12,12,6942.591241,578.5492700833333,578.5492700833333,24912.95619532851,321,295,12,0,1.4756912000011653,coverage_exhausted,user_exit,0,0,4,dd71e9e82b09cf682481a425e20e13f660343cf8dfd5e81213af1a921fa11d91,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5163.389506,943.1232339999997,0.0,0.0,836.078501,17.0,6086.079248,507.17327066666667,6942.591241,701.4175270000005,345.43538400000034,29,8,25,308,3335.3895060000004,1540.0,288.0,34.0,170.0,34.0,74.0,370.0,73.0,200.0,1000.0,181.0,True,False,True,,,,,71,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,12.868875002459388,1.4558299997588615,0,50
3,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,13,13,6538.695627,502.9765866923077,502.9765866923077,23368.47814515094,304,280,13,0,1.1766338000015821,coverage_exhausted,user_exit,0,1,3,b3d31e6f53cde2340e0d3719da87d91736f816449d2e83c6edf867268be76ba2,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5019.2597620000015,917.5522480000002,57.632388999999876,0.0,544.251227999999,47.0,3834.147026,294.9343866153846,6538.695627,2267.7523970000007,223.1108860000004,100,14,25,290,3298.259762000001,1450.0,271.0,56.0,280.0,49.0,59.0,295.0,57.0,175.0,875.0,165.0,True,False,True,,,,,96,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,12.750499990943354,1.9454499997664243,0,51
4,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,14,14,6283.181542,448.7986815714286,448.7986815714286,23020.907723886667,272,249,14,0,1.6445704999932786,coverage_exhausted,user_exit,0,0,5,75a30ac5d7d468ce92198bb84fc945627b80c1353ab9b27b07f18534d6076f0c,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4640.9256270000005,1041.8895670000004,0.0,0.0,600.3663479999993,17.0,3987.557756,284.825554,6283.181542,1935.1769620000005,835.7165210000003,78,30,25,260,3099.9256270000005,1300.0,241.0,70.0,350.0,65.0,40.0,200.0,39.0,150.0,750.0,137.0,True,False,True,,,,,110,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,10.83459999790648,2.216599998064339,0,51
5,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,15,15,6694.064485,446.27096566666665,446.27096566666665,25115.32242686634,270,246,15,0,2.0799311000009766,coverage_exhausted,user_exit,0,3,4,7bc2efcf7ca9f0f9fc27db5666c65c7d517e967913e0cbdf989100980fe1181d,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4586.1524039999995,1221.396641999999,196.0557960000001,0.0,690.4596430000014,47.0,4779.249156,318.6166104,6694.064485,1529.003256,1003.6626639999995,52,30,25,250,3101.1524039999995,1250.0,235.0,51.0,255.0,50.0,74.0,370.0,70.0,125.0,625.0,115.0,True,False,True,,,,,101,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,11.449199993512588,2.0000600052298974,0,57
6,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,16,16,6894.341246,430.896327875,430.896327875,24166.7062334858,334,311,16,0,1.8632881000085035,public_max_cleared,user_exit,0,3,15,147d73c16e226df5acd5e8eadf7ccdffa1c446805934f3d4f9d7f40a3e54b2b3,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4348.715117000001,1338.3813519999992,344.32137299999977,0.0,862.923404,11.0,6262.409456,391.400591,6262.409456,0.0,0.0,0,0,21,311,2494.715117000001,1555.0,299.0,79.0,395.0,71.0,151.0,755.0,148.0,81.0,405.0,80.0,True,True,True,6262.409456,12.0,4.0,631.9317899999996,134,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,10.703149995242711,1.7585599998710677,0,47
7,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,10,10,6845.871923,684.5871923,684.5871923,23284.359620096653,361,334,10,0,1.5887404999957653,coverage_exhausted,user_exit,0,2,9,eb82928e30f95991ac94e43889af9467f021015249bc0d6cfa04a4ec80c4b92a,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5325.62048,887.61034,270.0522460000002,0.0,362.5888569999999,11.0,6380.069486,638.0069486,6845.871923,340.1365049999986,237.1543619999993,21,10,25,345,3274.6204799999996,1725.0,326.0,36.0,180.0,32.0,59.0,295.0,51.0,250.0,1250.0,243.0,True,False,True,,,,,72,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,9.688679996179415,1.6606000048341227,0,49
8,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,11,11,7143.64813,649.4225572727272,649.4225572727272,25103.24065145727,348,328,11,0,1.1709258999908343,coverage_exhausted,user_exit,0,0,7,caea317aac700a8a67a43fdca59ef6a2fc2fd9287126ba498ef6871dee783490,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5248.063434999998,1259.1172970000007,0.0,0.0,636.4673980000003,5.0,6399.446928,581.7679025454546,7143.64813,605.6827249999988,324.99953599999935,32,18,25,335,3255.063434999998,1675.0,318.0,38.0,190.0,38.0,72.0,360.0,71.0,225.0,1125.0,209.0,True,False,True,,,,,73,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,9.498999998322688,1.2963199958903695,0,49
9,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,12,12,6592.721325,549.3934437500001,549.3934437500001,22908.606633998,329,306,12,0,1.1181404999952065,coverage_exhausted,user_exit,0,3,2,8415d2c1605e737823f3fdfd0eb23fdcbfc0516912cae06a55ff51ae2a58fef5,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4780.19224,992.8211050000011,130.84320900000057,0.0,688.8647709999982,29.0,4539.335258,378.2779381666667,6592.721325,1659.4636010000004,1647.4636010000004,74,72,25,316,2903.1922400000003,1580.0,297.0,68.0,340.0,68.0,48.0,240.0,48.0,200.0,1000.0,181.0,True,False,True,,,,,105,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,13.215690007200452,2.462199999717994,0,47
10,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,13,13,6712.160325,516.320025,516.320025,23980.801644599505,312,291,13,0,1.2663688000029651,coverage_exhausted,user_exit,0,2,3,fbac408966c2c8db6fb1b274375766163aa9727974a61770e77e71bc39f4df39,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4959.768749000001,1076.3247029999998,189.5380640000003,0.0,486.5288089999989,11.0,3750.545995,288.50353807692306,6712.160325,2172.910757000001,1228.123235,106,49,25,298,3189.7687490000008,1490.0,280.0,79.0,395.0,79.0,44.0,220.0,42.0,175.0,875.0,159.0,True,False,True,,,,,119,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,10.965945004863897,1.7492450031568294,0,50
11,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,14,14,6937.987086,495.57050614285714,495.57050614285714,25359.935445571402,303,281,14,0,1.4370609000034165,coverage_exhausted,user_exit,0,1,7,52259ff92b398ecb753e2f205592e6e852ac5327af45ce91c0375c46d46795d0,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4667.755061000002,1070.1551329999988,218.418592,0.0,981.6582999999994,17.0,5181.335705,370.0954075,6756.026035,1128.9114680000002,0.0,43,0,25,288,2956.7550610000017,1440.0,271.0,79.0,395.0,74.0,59.0,295.0,55.0,150.0,750.0,142.0,True,False,True,,,,,122,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,11.036800002329983,2.1618399972794577,0,51
12,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,15,15,6782.082045,452.138803,452.138803,24565.41026188949,303,279,15,0,1.6366899000131525,coverage_exhausted,user_exit,0,1,8,eda08ee01887d0dec53c662e3f19e500162cb434b883693bc23f95b64ef48678,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4594.657389,801.8704970000002,58.14148600000044,0.0,1327.4126729999998,11.0,3287.847523,219.18983486666667,6782.082045,2339.6990870000004,138.8881879999999,126,5,25,293,2856.657389,1465.0,273.0,114.0,570.0,112.0,54.0,270.0,54.0,125.0,625.0,107.0,True,False,True,,,,,154,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,16.54887999757192,1.8876599991926923,0,49
13,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,16,16,4178.022087,261.1263804375,261.1263804375,15975.110430104509,152,143,16,0,1.6069144000066444,public_max_cleared,user_exit,0,5,3,6aaf982d3b04890b14b6623104395c9e94dfbb817dab7cda360d68b88ef1a4ca,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,1422.752613,1725.6043750000008,460.1316769999994,0.0,569.533422,17.0,2681.825171,167.6140731875,2681.825171,0.0,0.0,0,0,9,132,633.752613,660.0,129.0,53.0,265.0,53.0,47.0,235.0,44.0,32.0,160.0,32.0,True,True,True,2681.825171,10.0,6.0,1496.1969160000003,105,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,12.179510000714798,3.3678700034215576,0,30
14,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,10,10,6711.269129,671.1269129,671.1269129,22151.34565657201,376,351,10,0,1.4381863000016892,coverage_exhausted,user_exit,0,0,3,cedb9f4ecd6eeddf76dd65b1e00c79cdb6b5b7c1d759f4651d1efc8fd041e347,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5393.813278,836.519941,0.0,0.0,480.9359100000004,41.0,5515.365535,551.5365535,6608.550627,842.3080179999997,0.0,53,0,25,366,3218.8132779999996,1830.0,345.0,41.0,205.0,38.0,75.0,375.0,74.0,250.0,1250.0,233.0,True,False,True,,,,,71,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,9.448874999361578,1.2010000005830077,0,44
15,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,11,11,6960.791704,632.7992458181818,632.7992458181818,24598.958527842213,335,311,11,0,0.9703807000041706,coverage_exhausted,user_exit,0,3,6,7425c1afc585b6e81a44218ebf96b7c4d32c96d96890dff3023c09444753a68c,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5127.817963,917.2293779999998,438.9234670000001,0.0,476.82089600000035,11.0,3984.295515,362.2086831818182,6960.791704,2854.9635690000005,1234.3731619999999,121,45,25,324,3201.817963,1620.0,306.0,37.0,185.0,34.0,62.0,310.0,61.0,225.0,1125.0,211.0,True,False,True,,,,,70,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,10.924540004634764,1.3579949940321971,0,44
16,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,12,12,6333.846792,527.820566,527.820566,21809.233967002325,322,302,12,0,1.190470000001369,coverage_exhausted,user_exit,0,0,1,57333bb5b34c268837114f7b0d5363da19d7c46c18f0b9d8740041267a2ae614,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4724.676727,1209.6724979999995,0.0,0.0,399.49756700000023,29.0,4791.979626,399.3316355,6333.846792,1199.9879290000008,1061.1638980000007,52,40,25,311,2876.6767270000005,1555.0,293.0,63.0,315.0,63.0,48.0,240.0,48.0,200.0,1000.0,182.0,True,False,True,,,,,98,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,12.628000004042406,1.8262300036440138,0,48
17,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,13,13,8106.26864,623.5591261538461,623.5591261538461,28836.343209444534,383,359,13,0,1.6497767999971984,coverage_exhausted,user_exit,0,5,11,f8fbabf8f88123bfb8a8a3c1ce43f31f3b67217f49bc296659504c379f88b765,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5438.549121,1164.7762429999996,927.9080450000006,0.0,575.0352309999994,47.0,5343.899466,411.0691896923077,7443.464159,1147.5868769999997,0.0,63,0,25,364,3271.549121000001,1820.0,347.0,104.0,520.0,99.0,85.0,425.0,83.0,175.0,875.0,165.0,True,False,True,,,,,149,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,11.238250001042616,1.9498049994581372,0,51
18,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,14,14,6676.004645,476.85747464285714,476.85747464285714,24825.023225044923,277,256,14,0,1.1725533999997424,coverage_exhausted,user_exit,0,0,2,bdd04d09b038bae9fd5e080ba37778c3fc1287a70ae0a6bc3359b2aa90cc39b0,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4932.8157009999995,729.1455259999999,0.0,0.0,1014.0434180000008,11.0,4650.601596,332.1858282857143,6676.004645,1606.858353999999,1455.0354129999996,55,42,25,267,3350.8157009999995,1335.0,247.0,52.0,260.0,50.0,65.0,325.0,60.0,150.0,750.0,137.0,True,False,True,,,,,90,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,14.562780005508086,2.8181999892694862,0,49
19,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,15,15,7042.388711,469.4925807333333,469.4925807333333,25671.943553012054,309,288,15,0,1.5858852000092156,coverage_exhausted,user_exit,0,0,5,62025b5bee60e3aa411194bbcf0c57cf9706996faf726d87d07161c434960aac,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4858.618391999999,1428.662198000001,0.0,0.0,755.1081209999993,11.0,5434.281266,362.2854177333333,7042.388711,965.8076299999993,572.232833,35,15,25,294,3110.6183919999994,1470.0,278.0,104.0,520.0,101.0,65.0,325.0,58.0,125.0,625.0,119.0,True,False,True,,,,,149,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,6.499300000723448,3.0322699923999568,0,55
20,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,16,16,4899.609247,306.2255779375,306.2255779375,18413.046246881986,192,177,16,0,1.288256800005911,public_max_cleared,user_exit,0,4,2,61ddc6a327aebcbd1e48295fa3f7d4b01f7b992306e19a0a6e7796bf139bed0f,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,2363.574669,637.5307320000004,770.7599409999998,0.0,1127.7439050000003,11.0,3584.173253,224.0108283125,3584.173253,0.0,0.0,0,0,13,178,1305.5746689999999,890.0,168.0,63.0,315.0,63.0,64.0,320.0,57.0,51.0,255.0,48.0,True,True,True,3584.173253,10.0,6.0,1315.4359940000004,109,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,11.036860007152425,2.166069998929743,0,27
21,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,10,10,6770.635124,677.0635124,677.0635124,22713.175645050705,367,343,10,0,1.3329270999965956,coverage_exhausted,user_exit,0,2,8,10a8da02da1954eaa65d29abe6fa6aa81249082eaaf3cdf2e2d844fbaceb0ef3,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5276.177167000001,810.7337859999994,170.17269000000033,0.0,513.5514810000005,17.0,5122.661443,512.2661443,6770.635124,1408.9004720000003,876.7443880000001,82,50,25,353,3176.177167,1765.0,335.0,56.0,280.0,56.0,47.0,235.0,46.0,250.0,1250.0,233.0,True,False,True,,,,,90,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,14.707660001295146,1.8406699993647628,0,47
22,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,11,11,7278.56823,661.6880209090909,661.6880209090909,25112.841160407177,370,345,13,2,1.3786293000011938,coverage_exhausted,user_exit,1,0,6,c2e7a5e646b0766f366fdd48b59b31ecb56cc178585172ae2042658985be8c4a,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5262.014972,1389.8085549999992,0.0,356.1556330000003,270.58907000000045,83.0,6435.529281,585.0481164545455,6922.412597,350.53885399999945,0.0,22,0,25,354,3156.014972,1770.0,336.0,62.0,310.0,62.0,67.0,335.0,67.0,225.0,1125.0,207.0,True,False,True,,,,,102,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,10.98535000346601,1.6315800035954446,0,51
23,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,12,12,7144.014069,595.33450575,595.33450575,24720.070345972887,361,335,12,0,1.7502920999977505,coverage_exhausted,user_exit,0,2,9,c1801116a6e49d6df0458478d8f462121881228551f305235f7e5d25084b79b1,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5002.511646000002,1398.3367870000006,263.2332630000001,0.0,479.9323729999975,17.0,5082.558111,423.54650925000004,7144.014069,1556.2013320000005,354.3776630000002,76,16,25,341,2973.5116460000017,1705.0,324.0,71.0,355.0,70.0,70.0,350.0,66.0,200.0,1000.0,188.0,True,False,True,,,,,115,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,12.558000002172767,2.042830000573303,0,55
24,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,13,13,6540.324955,503.10191961538465,503.10191961538465,23131.624781418246,312,289,13,0,1.1989194999914616,coverage_exhausted,user_exit,0,2,11,7c933321ab78e21b8186669154ec4d61ebd5407f4934fe6dd7a38e4e089ad6c0,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4705.337384000001,941.825903,212.91586200000006,0.0,680.2458059999987,11.0,5622.177829,432.4752176153846,6540.324955,644.124941000001,278.2757410000004,40,14,25,300,2923.3373840000013,1500.0,282.0,61.0,305.0,55.0,64.0,320.0,58.0,175.0,875.0,169.0,True,False,True,,,,,99,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,12.493260004703183,1.5660150034818798,0,48
25,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,14,14,7219.787225,515.6990875,515.6990875,26633.93614169446,308,283,14,0,1.510645200003637,coverage_exhausted,user_exit,0,4,12,0c7782694b4182a35303cb1b223ab6b7f6b6e527b578a9117217cc1e234984dc,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5113.76484,1202.7484839999997,266.7740190000003,0.0,636.4998820000008,23.0,6157.096265,439.79259035714284,7219.787225,872.3777389999996,548.712407,33,18,25,286,3413.7648399999994,1430.0,270.0,27.0,135.0,26.0,109.0,545.0,106.0,150.0,750.0,138.0,True,False,True,,,,,77,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,11.056680011097338,1.2080400047125281,0,57
26,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,15,15,6343.393962,422.8929308,422.8929308,23241.969810439456,274,250,15,0,1.7269928000023356,coverage_exhausted,user_exit,0,0,5,435b74692192c55d713f0ad8b9ef095ec63cd41fbf2eaed0d1c3bd4ab3644c82,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,4503.889598000001,1094.172638,0.0,0.0,745.331726,5.0,5270.541258,351.3694172,6343.393962,748.2620610000004,545.4091410000001,33,15,25,258,2973.889598,1290.0,240.0,47.0,235.0,46.0,86.0,430.0,85.0,125.0,625.0,109.0,True,False,True,,,,,93,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,11.18672499069362,1.3745249925705139,0,56
27,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,16,16,5801.357114,362.584819625,362.584819625,20526.78558606343,273,251,16,0,1.7935409000056097,public_max_cleared,user_exit,0,1,8,63bbfc413e8387e121970036e586f95f11ac059765725ece622375a19eb74930,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,3518.9372599999997,1237.6869319999992,34.7253139999998,0.0,1010.0076080000016,5.0,5543.851238,346.490702375,5543.851238,0.0,0.0,0,0,19,255,2001.9372599999997,1275.0,242.0,103.0,515.0,99.0,78.0,390.0,76.0,74.0,370.0,67.0,True,True,True,5543.851238,14.0,2.0,257.50587600000017,153,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,10.604950005654244,2.8476649960794016,0,47
28,development,native_strict_mixed_N_stratified,A1,FULL_CLEAR,,10,10,6996.229837,699.6229837,699.6229837,24181.14918825694,356,330,10,0,1.4659763999952702,coverage_exhausted,user_exit,0,2,9,b3d8618377491e8dfbc44ab8b19b6028be5815d00ef5d9f9fd67f24109709cd4,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,185cb00c8b4412f5c06cc66aa6bf5c5914fc170362261b66fa62622e42cc80de,0,core,5358.496969,1155.677474,121.61880800000017,0.0,360.43658600000003,11.0,5161.842386,516.1842386000001,6996.229837,1577.018951,1559.018951,73,70,25,339,3342.496969,1695.0,321.0,40.0,200.0,39.0,49.0,245.0,49.0,250.0,1250.0,233.0,True,False,True,,,,,77,10f6065a0b6f52cf8410aa6078a968517a9b32db77cfd4cb578d09993a8fdd5f,0,0,12.153589999070391,1.9980199976998845,0,50
