cohort,method,id,kind,time_s,remaining_nodes,remaining_targets,nearest_node_m,accepted,index,point,estimated_cost,direct_cost,estimated_value_s,travel_m
regression,D,217,support_decision,3925.354798,,,,False,4.0,"[-1455.0, -840.0446416709054]",465.7210593326554,281.0437964373044,-184.67726289535096,520.1959898629586
regression,D,218,release,5557.747877,5.0,3.0,969.9999999999999,,,,,,,
regression,D,218,support_decision,5557.747877,,,,False,1.0,"[-1619.4675050769001, 935.0]",809.1496891164531,365.164121854282,-443.9855672621712,988.4159449855244
regression,D,218,support_decision,5699.602243,,,,True,1.0,"[-1619.4675050769001, 935.0]",125.91745853430504,132.11044034030215,6.192981805997107,304.4097052245337
regression,D,218,support_decision,5836.380935,,,,False,0.0,"[-1455.0, 840.0446416709054]",501.9438056241544,379.26545649536695,-122.67834912878743,195.94401028160837
regression,D,235,release,5981.224172,6.0,3.0,969.9999999999999,,,,,,,
regression,D,235,support_decision,5981.224172,,,,False,0.0,"[1619.4675050769001, -935.0]",1026.9629216598266,577.3809696891788,-449.5819519706479,988.4159449855244
regression,D,235,support_decision,6117.599459,,,,False,1.0,"[1455.0, -840.0446416709054]",199.06898266639115,111.48326121913658,-87.58572144725457,325.6445449851316
regression,D,235,support_decision,6189.447618,,,,False,1.0,"[1455.0, -840.0446416709054]",180.15804886080548,84.41529004083664,-95.74275881996884,433.63203397477935
regression,D,235,support_decision,6199.039819,,,,False,1.0,"[1455.0, -840.0446416709054]",172.992511197091,47.552155554211446,-125.44035564287955,414.95570995055147
regression,D,235,support_decision,6223.515436,,,,False,1.0,"[1455.0, -840.0446416709054]",527.5982262141858,350.1795633259068,-177.41866288827902,408.84641826787504
regression,D,235,support_decision,6314.465822,,,,False,1.0,"[1455.0, -840.0446416709054]",593.8106524748096,363.5140782848382,-230.29657418997135,596.2577865702423
regression,D,238,release,4483.805838,10.0,4.0,969.9999999999999,,,,,,,
regression,D,238,support_decision,4604.680859,,,,False,1.0,"[-1455.0, 840.0446416709054]",585.6452298837336,441.6867812840103,-143.95844859972328,659.4847243352557
regression,D,238,support_decision,4625.302344,,,,False,1.0,"[-1455.0, 840.0446416709054]",242.68460266916526,118.3461089852033,-124.33849368396196,651.2379266462356
regression,D,238,support_decision,4711.961414,,,,False,9.0,"[-970.0, 0.0]",544.1908396866436,257.6676427530448,-286.5231969335988,557.1681715240732
regression,D,238,support_decision,4735.440098,,,,True,1.0,"[-1455.0, 840.0446416709054]",148.301079808694,156.9251899436318,8.624110134937808,479.2921022843485
regression,D,238,support_decision,4853.671489,,,,False,1.0,"[-1619.4675050769001, 935.0]",844.6179456683581,370.0196784033904,-474.59826726496766,136.20796677459919
regression,D,246,release,5517.284871,6.0,1.0,988.4159449855243,,,,,,,
regression,D,246,support_decision,5517.284871,,,,False,0.0,"[-1940.0, 0.0]",403.9337551802196,232.7958174639158,-171.13793771630378,988.4159449855244
regression,D,246,support_decision,5647.383464,,,,True,0.0,"[-1940.0, 0.0]",609.856482886685,1041.4480576635954,431.5915747769104,557.9071001594903
regression,D,246,support_decision,5763.964884,,,,False,2.0,"[-970.0, 0.0]",448.03487152652707,191.7855037459523,-256.24936778057474,970.0
regression,D,253,release,6157.374838,2.0,1.0,189.91071665818893,,,,,,,
regression,D,253,support_decision,6157.374838,,,,False,1.0,"[-1940.0, 0.0]",654.2846755084539,547.4021747883677,-106.88250072008623,969.9999999999999
regression,D,253,support_decision,6281.867831,,,,False,1.0,"[-1940.0, 0.0]",223.4668167493915,163.1667279384415,-60.30008881095,387.51664236016103
regression,D,257,release,5086.740307,10.0,4.0,969.9999999999999,,,,,,,
regression,D,257,support_decision,5086.740307,,,,False,0.0,"[-1455.0, -840.0446416709054]",317.3911500595069,207.6770424261154,-109.7141076333915,969.9999999999999
regression,D,257,support_decision,5268.861964,,,,True,1.0,"[-1619.4675050769001, -935.0]",410.257742047398,440.48435065964605,30.22660861224807,215.94433769262787
regression,D,257,support_decision,5318.050832,,,,False,0.0,"[-1455.0, -840.0446416709054]",200.60680372682188,181.27863621539018,-19.3281675114317,189.91071665818893
regression,D,257,support_decision,5455.720871,,,,True,0.0,"[-1455.0, -840.0446416709054]",399.53181173358576,792.6044861364818,393.07267440289604,433.31921631017065
regression,D,257,support_decision,5613.774732,,,,False,0.0,"[-970.0, -1680.0892833418109]",2909.3225194700353,566.0298367934907,-2343.2926826765447,910.719619456846
regression,D,257,support_decision,5631.818065,,,,False,0.0,"[-970.0, -1680.0892833418109]",591.3682742787498,235.0471892042483,-356.3210850745015,961.5751179709314
regression,D,259,release,5501.449376,5.0,4.0,970.0,,,,,,,
regression,D,259,support_decision,5683.66116,,,,True,0.0,"[0.0, 1680.0892833418109]",735.3161913947538,1690.1678102308383,954.8516188360845,743.4026313676602
regression,D,259,support_decision,5838.341686,,,,False,0.0,"[0.0, 1870.0]",199.62225836688657,127.82311031464485,-71.79914805224172,189.91071665818913
regression,D,259,support_decision,5929.189163,,,,False,0.0,"[0.0, 1870.0]",683.6031405652938,224.55994228553138,-459.04319827976235,476.0457622206257
regression,D,259,support_decision,6091.831154,,,,False,0.0,"[0.0, 1870.0]",1844.1759311796181,668.4711469597707,-1175.7047842198474,430.5383002467356
regression,D,259,support_decision,6384.065403,,,,False,0.0,"[0.0, 1870.0]",1928.650866702944,1572.8234896701717,-355.82737703277235,1459.8342103481184
regression,D,259,support_decision,6426.020398,,,,False,0.0,"[0.0, 1870.0]",1935.0055040134116,708.4810706636613,-1226.5244333497503,1634.604890331939
regression,D,259,support_decision,6453.193395,,,,False,0.0,"[0.0, 1870.0]",1906.5661239107326,811.5246259863226,-1095.0414979244101,1740.4595952112873
regression,D,261,release,6596.877959,2.0,5.0,189.91071665818893,,,,,,,
regression,D,261,support_decision,6596.877959,,,,False,1.0,"[970.0, -1680.0892833418109]",342.97841434741406,263.7288712544677,-79.24954309294634,969.9999999999999
regression,D,261,support_decision,6825.550401,,,,False,1.0,"[970.0, -1680.0892833418109]",208.7491823495061,155.80199444502173,-52.947187904484366,391.01518573936187
regression,D,261,support_decision,6944.099653,,,,False,1.0,"[970.0, -1680.0892833418109]",570.092912447307,475.0601735431992,-95.03273890410776,328.28070060267453
regression,D,261,support_decision,6971.407381,,,,False,1.0,"[970.0, -1680.0892833418109]",261.25556179327066,189.28181934671156,-71.9737424465591,223.77577605568223
regression,D,261,support_decision,7132.107728,,,,False,1.0,"[970.0, -1680.0892833418109]",710.2164090484476,459.6498444469506,-250.56656460149702,609.9282360951324
regression,D,261,support_decision,7372.11893,,,,False,1.0,"[970.0, -1680.0892833418109]",2789.341494471167,797.1040934600815,-1992.2374010110857,1070.790819719777
regression,D,272,release,6824.14376,3.0,2.0,969.9999999999999,,,,,,,
regression,D,272,support_decision,6824.14376,,,,False,0.0,"[1455.0, -840.0446416709054]",568.0667338562256,472.6444369459657,-95.42229691025989,969.9999999999999
regression,D,272,support_decision,7003.761597,,,,False,1.0,"[1619.4675050769001, -935.0]",494.8179589940903,261.1769793152638,-233.6409796788265,1035.926548488839
regression,D,272,support_decision,7049.725647,,,,True,1.0,"[1619.4675050769001, -935.0]",464.4491222777173,1050.8351707654442,586.3860484877268,861.8306265951574
regression,D,287,release,4333.12651,10.0,3.0,189.91071665818893,,,,,,,
regression,D,287,support_decision,4333.12651,,,,False,1.0,"[970.0, 1680.0892833418109]",661.3630258908543,520.0694036661093,-141.29362222474492,969.9999999999999
regression,D,287,support_decision,4396.357887,,,,False,1.0,"[970.0, 1680.0892833418109]",274.65590311965263,217.06833590753996,-57.587567212112674,817.3742685747513
regression,D,287,support_decision,4543.888945,,,,False,9.0,"[-485.0, 840.0446416709054]",361.5531061395073,354.9217280079167,-6.631378131590566,1487.2261077860599
regression,D,287,support_decision,4874.456799,,,,False,6.0,"[-1455.0, 840.0446416709054]",536.3512785705759,510.26099770603344,-26.09028086454248,817.3806869818154
regression,D,288,release,6935.630854,2.0,1.0,189.91071665818913,,,,,,,
regression,D,288,support_decision,6935.630854,,,,False,0.0,"[0.0, 1870.0]",595.9234096179773,358.2354789625081,-237.6879306554692,189.91071665818913
regression,D,288,support_decision,7032.03357,,,,False,1.0,"[-970.0, 1680.0892833418109]",181.94456843507663,140.14678618739688,-41.79778224767975,514.1433263445468
regression,D,303,release,3030.73693,16.0,7.0,189.91071665818893,,,,,,,
regression,D,303,support_decision,3134.637446,,,,False,2.0,"[970.0, 0.0]",767.1532743273513,596.7033262833761,-170.44994804397516,513.1412548096943
regression,D,303,support_decision,3205.041533,,,,False,2.0,"[970.0, 0.0]",292.9743355425366,181.69853500022998,-111.27580054230663,287.00222515500394
regression,D,303,support_decision,3331.016719,,,,True,7.0,"[0.0, 1680.0892833418109]",972.3160155015852,1254.9807695282511,282.66475402666595,2030.2749343527357
regression,D,303,support_decision,3743.071706,,,,False,7.0,"[0.0, 1870.0]",600.2911087176637,410.2288876422137,-190.06222107545005,189.91071665818913
regression,D,303,support_decision,3891.993055,,,,False,5.0,"[970.0, 1680.0892833418109]",352.1751503014346,255.32413191450306,-96.85101838693154,1062.1881017821813
regression,D,303,support_decision,4097.424896,,,,False,12.0,"[-1455.0, -840.0446416709054]",703.3020141915131,647.0485326920426,-56.25348149947047,3135.242276789546
regression,D,303,support_decision,4724.611087,,,,True,11.0,"[-1940.0, 0.0]",516.1288229848288,722.5539168856038,206.42509390077498,846.7499065294652
regression,D,303,support_decision,4899.961068,,,,False,11.0,"[-1455.0, -840.0446416709054]",285.5059832873862,173.85878945660212,-111.64719383078406,969.9999999999999
regression,D,303,support_decision,5055.60169,,,,False,11.0,"[-1455.0, -840.0446416709054]",516.561559038412,433.444842258205,-83.11671678020707,255.645774185536
regression,D,305,release,5534.344837,5.0,5.0,969.9999999999999,,,,,,,
regression,D,305,support_decision,5534.344837,,,,False,4.0,"[970.0, 0.0]",1958.415741205796,325.4174530330571,-1632.9982881727387,969.9999999999999
regression,D,305,support_decision,5663.425761,,,,True,4.0,"[970.0, 0.0]",509.4486047428538,1154.774122318119,645.3255175752652,952.0989505678174
regression,D,305,support_decision,5859.845551,,,,True,1.0,"[1455.0, -840.0446416709054]",573.0109613894506,1599.6734453437914,1026.6624839543408,969.9999999999999
regression,D,305,support_decision,6059.845551,,,,False,1.0,"[1619.4675050769001, -935.0]",372.2362665659849,225.63608451505493,-146.60018205093,189.91071665818893
regression,D,305,support_decision,6133.876956,,,,False,2.0,"[1940.0, 0.0]",336.54286755922647,170.0104375612658,-166.53242999796066,749.3852509944162
regression,D,305,support_decision,6256.039201,,,,False,1.0,"[1619.4675050769001, -935.0]",794.3378133417611,662.1954180620988,-132.1423952796623,1036.0637926285767
regression,D,305,support_decision,6313.887754,,,,False,1.0,"[1619.4675050769001, -935.0]",342.32827189370437,117.91800714947794,-224.41026474422642,918.9626731901078
regression,D,305,support_decision,6411.553876,,,,False,1.0,"[1619.4675050769001, -935.0]",3167.0192294213343,353.7108533825857,-2813.3083760387485,580.6778771736281
regression,D,305,support_decision,6505.702215,,,,False,1.0,"[1619.4675050769001, -935.0]",3237.884188990049,468.6971852613598,-2769.1870037286894,940.002675017201
regression,D,305,support_decision,6660.925918,,,,False,1.0,"[1619.4675050769001, -935.0]",782.8904532189748,122.42879721388312,-660.4616560050918,1512.7490031041225
regression,D,305,support_decision,6730.205725,,,,False,0.0,"[970.0, -1680.0892833418109]",843.5593134114565,47.69674096912305,-795.8625724423334,1831.835470766346
regression,D,305,support_decision,6748.510172,,,,False,2.0,"[1940.0, 0.0]",3481.564973227738,332.60417474932365,-3148.9607984784143,1991.0758507524838
regression,D,310,release,6844.813758,3.0,5.0,969.9999999999999,,,,,,,
regression,D,310,support_decision,6844.813758,,,,False,1.0,"[0.0, 1680.0892833418109]",346.4319392635848,150.6140016744933,-195.8179375890915,969.9999999999999
regression,D,310,support_decision,6969.708571,,,,False,0.0,"[970.0, 1680.0892833418109]",309.1596517712454,233.93243640810084,-75.22721536314458,460.20363081033236
regression,D,310,support_decision,7090.079127,,,,False,0.0,"[970.0, 1680.0892833418109]",1776.282738589456,373.7000335313742,-1402.5827050580817,818.8041340450484
regression,D,310,support_decision,7286.014525,,,,True,2.0,"[0.0, 1870.0]",704.1882056267727,781.5948858838208,77.40668025704804,1499.9651743070403
regression,D,310,support_decision,7592.00756,,,,False,1.0,"[0.0, 1680.0892833418109]",312.35352203547836,211.81412068948663,-100.53940134599173,189.91071665818913
regression,D,310,support_decision,7774.572461,,,,False,1.0,"[0.0, 1680.0892833418109]",293.84720753464376,36.919489909468034,-256.9277176251757,698.919403742418
regression,D,310,support_decision,7795.103344,,,,True,1.0,"[0.0, 1680.0892833418109]",506.1930601789253,550.5638433638699,44.37078318494457,717.5238267787674
regression,D,314,release,4473.380022,10.0,2.0,969.9999999999999,,,,,,,
regression,D,314,support_decision,4473.380022,,,,False,0.0,"[1455.0, -840.0446416709054]",503.47659682053643,352.14299814062105,-151.33359867991538,969.9999999999999
regression,D,314,support_decision,4651.237397,,,,False,4.0,"[0.0, -1680.0892833418109]",740.145188657282,675.2651301806507,-64.88005847663135,2125.0044253645797
regression,D,315,release,6627.360669,2.0,3.0,969.9999999999999,,,,,,,
regression,D,315,support_decision,6855.141645,,,,False,0.0,"[0.0, -1680.0892833418109]",2070.8121734530173,406.1795368614571,-1664.6326365915602,1949.1069231620718
regression,D,315,support_decision,7199.752886,,,,False,0.0,"[0.0, -1680.0892833418109]",591.0997226920331,453.14509459045746,-137.95462810157562,1320.6487473788861
regression,D,315,support_decision,7431.307745,,,,False,0.0,"[0.0, -1680.0892833418109]",329.1962175317376,104.09363559275708,-225.1025819389805,629.0331573614756
regression,D,319,release,3992.116102,12.0,5.0,189.91071665818893,,,,,,,
regression,D,319,support_decision,4101.3237,,,,False,1.0,"[-970.0, 1680.0892833418109]",481.8515666552466,423.9431278293521,-57.90843882589451,457.43026161320046
regression,D,319,support_decision,4127.367747,,,,False,1.0,"[-970.0, 1680.0892833418109]",322.5757138532581,193.66363578308872,-128.91207807016937,482.2102798512424
regression,D,319,support_decision,4226.666217,,,,False,1.0,"[-970.0, 1680.0892833418109]",248.57656720826836,57.53259460291797,-191.0439726053504,464.4721787246182
regression,D,319,support_decision,4264.502916,,,,False,2.0,"[0.0, 1680.0892833418109]",181.57026458075165,146.364696536386,-35.20556804436566,574.8870364335137
regression,D,319,support_decision,4396.266923,,,,False,2.0,"[0.0, 1680.0892833418109]",107.03706325643145,87.11016779108323,-19.926895465348224,157.97233437436236
regression,D,319,support_decision,4418.998887,,,,True,2.0,"[0.0, 1680.0892833418109]",44.941724324950926,60.510292838723906,15.56856851377298,89.42227016299414
regression,D,319,support_decision,4462.862594,,,,False,7.0,"[1455.0, -840.0446416709054]",1127.5580495955746,1028.7515891886032,-98.80646040697138,2980.917816279188
regression,D,320,release,2664.613597,18.0,7.0,189.91071665818893,,,,,,,
regression,D,320,support_decision,2664.613597,,,,True,2.0,"[485.0, 840.0446416709054]",236.86994794043466,247.50036409113437,10.630416150699716,970.0
regression,D,320,support_decision,2901.449854,,,,False,2.0,"[-485.0, 840.0446416709054]",371.4577202575063,203.8479470940126,-167.6097731634937,811.6900666887562
regression,D,320,support_decision,3078.21052,,,,False,6.0,"[-1455.0, 840.0446416709054]",582.6979482590217,508.1299232044063,-74.56802505461542,1067.4071969772701
regression,D,320,support_decision,3278.648362,,,,False,6.0,"[-1455.0, 840.0446416709054]",270.02495004820696,163.88606615147032,-106.13888389673664,501.51848354155834
regression,D,320,support_decision,3417.567479,,,,False,1.0,"[970.0, 1680.0892833418109]",913.4228449936454,801.7874848708354,-111.63536012280997,3049.15408438172
regression,D,320,support_decision,3991.299807,,,,False,0.0,"[1619.4675050769001, 935.0]",857.0779017042197,351.05380992649026,-506.02409177772944,1030.1948625765067
regression,D,320,support_decision,4009.824468,,,,False,1.0,"[970.0, 1680.0892833418109]",388.78095780922075,209.64295088516306,-179.1380069240577,1008.0500878510924
regression,D,320,support_decision,4177.651995,,,,False,1.0,"[970.0, 1680.0892833418109]",566.8531256531709,379.6650218280887,-187.18810382508218,254.06314196043806
regression,D,320,support_decision,4190.438669,,,,False,1.0,"[970.0, 1680.0892833418109]",136.8009506652011,91.24076833239386,-45.560182332807244,225.33283798858145
regression,D,320,support_decision,4270.300602,,,,True,15.0,"[1455.0, -840.0446416709054]",936.081429708986,948.2795897000667,12.198159991080729,2432.8115709117055
regression,D,320,support_decision,4762.862916,,,,False,15.0,"[1619.4675050769001, -935.0]",289.0713103727494,165.3386164694253,-123.7326939033241,189.91071665818893
regression,D,331,release,3475.005921,14.0,5.0,189.91071665818893,,,,,,,
regression,D,331,support_decision,3475.005921,,,,False,0.0,"[1619.4675050769001, -935.0]",232.471977139736,153.59513171762765,-78.87684542210835,189.91071665818893
regression,D,331,support_decision,3607.496764,,,,False,2.0,"[485.0, -840.0446416709054]",441.8506170548751,231.82247965237156,-210.02813740250355,461.4092878216917
regression,D,331,support_decision,3702.781988,,,,True,3.0,"[0.0, -1680.0892833418109]",649.1454684844005,921.4491950312527,272.3037265468522,1113.1581603667023
regression,D,331,support_decision,4072.766817,,,,False,2.0,"[485.0, -840.0446416709054]",644.0477874993671,626.4311937290558,-17.616593770311283,552.3551718354191
regression,D,331,support_decision,4172.81131,,,,False,2.0,"[485.0, -840.0446416709054]",279.91323199505246,105.40155999838787,-174.51167199666457,255.49817819302683
regression,D,331,support_decision,4263.252045,,,,False,7.0,"[0.0, 1680.0892833418109]",1685.8041770375025,1619.9008424084068,-65.90333462909575,2177.6364683201678
regression,D,332,release,5731.530345,5.0,3.0,189.91071665818913,,,,,,,
regression,D,332,support_decision,5731.530345,,,,False,0.0,"[0.0, 1870.0]",293.7905321508482,248.78931958767816,-45.00121256317004,189.91071665818913
regression,D,332,support_decision,5777.960338,,,,False,0.0,"[0.0, 1870.0]",174.7386818763634,87.48429567666606,-87.25438619969732,195.09097005161013
regression,D,332,support_decision,6387.888593,,,,True,2.0,"[1455.0, 840.0446416709054]",690.345495115533,696.9575000316414,6.61200491610839,1559.44337879143
regression,D,332,support_decision,6705.777269,,,,False,2.0,"[1619.4675050769001, 935.0]",325.7812688088991,240.85669264259906,-84.92457616630003,189.91071665818893
regression,D,335,release,6415.148178,3.0,4.0,969.9999999999999,,,,,,,
regression,D,335,support_decision,6415.148178,,,,False,2.0,"[-1940.0, 0.0]",522.234783198714,364.8180781839808,-157.41670501473322,970.0
regression,D,335,support_decision,6465.234172,,,,False,2.0,"[-1940.0, 0.0]",291.3054727459394,172.11770678264486,-119.18776596329457,745.7385778844573
regression,D,335,support_decision,6595.903118,,,,False,2.0,"[-1940.0, 0.0]",3099.7538955768578,1773.9603521390736,-1325.7935434377841,507.35631667229086
regression,D,335,support_decision,6941.273768,,,,False,0.0,"[-1455.0, 840.0446416709054]",765.3924444991021,601.4498278103512,-163.94261668875095,1420.8441101153908
regression,D,335,support_decision,7163.67402,,,,True,0.0,"[-1455.0, 840.0446416709054]",427.54055780602414,515.524978523032,87.98442071700788,539.337445505068
regression,D,335,support_decision,7277.541509,,,,False,0.0,"[-1619.4675050769001, 935.0]",323.6630181324306,219.3727396442293,-104.29027848820127,189.91071665818893
regression,D,358,release,6697.849976,3.0,3.0,969.9999999999999,,,,,,,
regression,D,358,support_decision,6697.849976,,,,False,0.0,"[-1455.0, -840.0446416709054]",464.25219292718975,80.88870530206792,-383.3634876251218,969.9999999999999
regression,D,358,support_decision,6770.847501,,,,False,1.0,"[-1619.4675050769001, -935.0]",614.2531521701353,407.64627368516113,-206.60687848497417,1094.011911154278
regression,D,358,support_decision,6930.178772,,,,False,0.0,"[-1455.0, -840.0446416709054]",133.3218098278566,112.9508567703473,-20.37095305750931,260.61491934090776
regression,D,358,support_decision,7014.374958,,,,True,1.0,"[-1619.4675050769001, -935.0]",581.4928625282276,1516.4000716724977,934.90720914427,537.319057434036
regression,D,362,release,3743.576444,13.0,5.0,189.91071665818913,,,,,,,
regression,D,362,support_decision,3743.576444,,,,False,0.0,"[0.0, -1870.0]",303.2572992659149,188.51976394206494,-114.73753532384998,189.91071665818913
regression,D,362,support_decision,3897.550441,,,,False,1.0,"[970.0, -1680.0892833418109]",510.8501993886971,399.4979793853437,-111.35222000335341,403.7112131885982
regression,D,362,support_decision,3963.533881,,,,False,2.0,"[485.0, -840.0446416709054]",344.0096477546286,326.14809392721276,-17.861553827415833,742.4927858474255
regression,D,362,support_decision,4279.49701,,,,False,3.0,"[970.0, 0.0]",681.3815217148498,562.3278432907211,-119.05367842412863,289.0719258919246
regression,D,362,support_decision,4395.148496,,,,False,3.0,"[970.0, 0.0]",693.7149220181905,594.3611175654393,-99.3538044527512,611.9337138380766
regression,D,369,release,5406.922695,4.0,1.0,189.91071665818893,,,,,,,
regression,D,369,support_decision,5406.922695,,,,True,0.0,"[1619.4675050769001, -935.0]",623.0884639017981,713.9491976639736,90.86073376217541,189.91071665818893
regression,D,369,support_decision,5449.904838,,,,False,1.0,"[485.0, -840.0446416709054]",454.618378984093,160.76373648701548,-293.8546424970775,1138.4344689751856
regression,D,369,support_decision,5495.425677,,,,False,1.0,"[485.0, -840.0446416709054]",428.48261401913237,108.08510586464152,-320.3975081544909,1047.867481386166
regression,D,371,release,5433.770443,6.0,2.0,969.9999999999999,,,,,,,
regression,D,371,support_decision,5433.770443,,,,False,0.0,"[1455.0, -840.0446416709054]",395.75744187375284,63.31190919835948,-332.44553267539334,969.9999999999999
regression,D,371,support_decision,5486.382814,,,,False,2.0,"[1940.0, 0.0]",570.7241968675619,323.9083340016605,-246.8158628659014,774.5465374684823
regression,D,371,support_decision,5520.377115,,,,False,2.0,"[1940.0, 0.0]",252.86382007787847,128.08326319432328,-124.78055688355519,636.2021491458684
regression,D,378,release,4246.495524,11.0,3.0,969.9999999999999,,,,,,,
regression,D,378,support_decision,4246.495524,,,,False,0.0,"[-1455.0, 840.0446416709054]",870.0614879111562,668.0139971582611,-202.0474907528951,969.9999999999999
regression,D,378,support_decision,4382.182941,,,,True,0.0,"[-1455.0, 840.0446416709054]",758.1840611923092,1201.1770335110357,442.9929723187265,895.3344955080329
regression,D,378,support_decision,4566.24984,,,,False,0.0,"[-1619.4675050769001, 935.0]",257.263617456705,181.01401498862631,-76.24960246807868,189.91071665818893
regression,D,378,support_decision,4741.413481,,,,False,0.0,"[-1619.4675050769001, 935.0]",457.839011359879,357.2714514100932,-100.56755994978579,955.4776907707067
regression,D,378,support_decision,5041.175454,,,,False,7.0,"[1455.0, 840.0446416709054]",859.1271523958646,695.6899314431769,-163.43722095268777,2175.8638992410133
regression,D,387,release,6974.313111,2.0,2.0,970.0,,,,,,,
regression,D,387,support_decision,6974.313111,,,,False,0.0,"[0.0, 1680.0892833418109]",455.46583300516124,223.2704652452378,-232.19536775992344,970.0
regression,D,387,support_decision,7058.476141,,,,False,0.0,"[0.0, 1680.0892833418109]",366.6079799882632,201.9076946082173,-164.7002853800459,812.9165939966407
regression,D,387,support_decision,7195.295891,,,,True,1.0,"[0.0, 1870.0]",625.4885102751248,1561.136589723936,935.6480794488111,1144.8027496811926
regression,D,404,release,3941.897956,12.0,4.0,969.9999999999999,,,,,,,
regression,D,404,support_decision,3941.897956,,,,False,7.0,"[-485.0, 840.0446416709054]",351.6045963113322,161.60136656750166,-190.00322974383056,970.0
regression,D,404,support_decision,4072.147279,,,,False,4.0,"[0.0, 1680.0892833418109]",606.5947250628999,325.5285770078944,-281.0661480550055,451.7135378853659
regression,D,404,support_decision,4084.54789,,,,False,4.0,"[0.0, 1680.0892833418109]",143.8462117381398,139.1221312777829,-4.724080460356902,457.10273298689754
regression,D,404,support_decision,4179.559863,,,,False,7.0,"[-485.0, 840.0446416709054]",840.2855171861095,756.9668085702143,-83.31870861589516,916.3706471985356
regression,D,404,support_decision,4443.194407,,,,False,2.0,"[1455.0, 840.0446416709054]",906.0957870781734,899.5495375129982,-6.546249565175231,2130.5868714244007
regression,D,404,support_decision,4700.925549,,,,False,2.0,"[1455.0, 840.0446416709054]",305.959784207132,193.02319343186272,-112.93659077526925,894.7720304549828
regression,D,404,support_decision,4764.716461,,,,False,2.0,"[1455.0, 840.0446416709054]",198.9132752239666,132.26479388691155,-66.64848133705505,600.9845856074695
regression,D,408,release,3211.248403,14.0,4.0,969.9999999999999,,,,,,,
regression,D,408,support_decision,3507.569969,,,,True,2.0,"[1455.0, 840.0446416709054]",662.531194272528,920.1438337474833,257.61263947495536,1234.7262240546909
regression,D,408,support_decision,3759.515214,,,,False,2.0,"[1619.4675050769001, 935.0]",281.96600339611587,182.4820878616952,-99.48391553442067,189.91071665818893
regression,D,408,support_decision,4333.44993,,,,False,9.0,"[-970.0, -1680.0892833418109]",396.6305977149,271.72826259078596,-124.90233512411402,1039.0182595605547
regression,D,426,release,6833.280443,1.0,3.0,189.91071665818913,,,,,,,
regression,D,426,support_decision,6949.823371,,,,True,0.0,"[0.0, 1870.0]",347.053270560536,472.48699708837705,125.43372652784103,646.3288088152204
regression,D,440,release,6561.880056,3.0,3.0,969.9999999999999,,,,,,,
regression,D,440,support_decision,6561.880056,,,,False,2.0,"[1619.4675050769001, 935.0]",938.1570683569851,529.2916281107393,-408.8654402462457,988.4159449855241
regression,D,440,support_decision,6750.067902,,,,False,0.0,"[485.0, 840.0446416709054]",813.5291467597112,419.7814075677246,-393.7477391919866,625.1207049748854
regression,D,440,support_decision,6987.766778,,,,False,0.0,"[485.0, 840.0446416709054]",691.7682007033137,525.1351999502119,-166.63300075310178,951.3857969540737
regression,D,448,release,5964.491029,5.0,2.0,189.91071665818913,,,,,,,
regression,D,448,support_decision,5964.491029,,,,False,0.0,"[0.0, 1870.0]",511.6556221785545,373.20505192989333,-138.45057024866117,189.91071665818913
regression,D,448,support_decision,6024.21683,,,,False,2.0,"[-485.0, 840.0446416709054]",335.5484852810033,182.65430672916946,-152.89417855183385,703.1827875920901
regression,D,448,support_decision,6154.898829,,,,False,1.0,"[-970.0, 1680.0892833418109]",283.6847187866628,157.92789314193104,-125.75682564473178,244.36204452852763
regression,D,456,release,3657.370613,13.0,6.0,969.9999999999999,,,,,,,
regression,D,456,support_decision,3657.370613,,,,False,2.0,"[970.0, -1680.0892833418109]",474.7905021881528,355.2474195905129,-119.54308259763991,969.9999999999999
regression,D,456,support_decision,3709.831478,,,,False,2.0,"[970.0, -1680.0892833418109]",308.19412803753096,200.68297413489404,-107.51115390263692,737.7009002360383
regression,D,456,support_decision,3836.735557,,,,False,0.0,"[1455.0, -840.0446416709054]",274.16436725822274,112.09892859514214,-162.0654386630806,453.52432203211725
regression,D,456,support_decision,3869.081776,,,,False,3.0,"[0.0, -1680.0892833418109]",783.1674215877894,358.08663878217993,-425.08078280560943,1299.0037303923377
regression,D,456,support_decision,4111.20092,,,,False,3.0,"[0.0, -1680.0892833418109]",517.5260539901651,414.08769024975265,-103.43836374041246,560.4556585552722
regression,D,456,support_decision,4309.052191,,,,True,6.0,"[-1455.0, -840.0446416709054]",432.9115477789439,742.9114151686671,309.9998673897232,869.3053593376103
regression,D,456,support_decision,4488.913263,,,,False,5.0,"[-970.0, -1680.0892833418109]",286.5800564691349,205.83568041613543,-80.74437605299946,969.9999999999999
regression,D,456,support_decision,4669.714669,,,,False,5.0,"[-970.0, -1680.0892833418109]",170.53985119537515,37.14431365178765,-133.3955375435875,394.0507545302348
regression,D,456,support_decision,4691.385994,,,,True,3.0,"[0.0, -1680.0892833418109]",484.86249586769486,558.7546874144207,73.89219154672583,777.2205717752788
regression,D,456,support_decision,5047.632488,,,,True,5.0,"[-1619.4675050769001, -935.0]",894.9055714201688,1124.8982018752176,229.9926304550488,2056.0499294713095
regression,D,456,support_decision,5464.842474,,,,False,5.0,"[-1940.0, 0.0]",295.660031764063,185.23598424300073,-110.42404752106225,988.4159449855244
