question,new_run,time_s,radius_m,field,old,new,new_minus_old
q2,EXP102_B_Q23_S0__cuda001,9000.0,0.005,T,49.4791186301064,49.47911494907595,-3.6810304493428703e-06
q2,EXP102_B_Q23_S0__cuda001,9000.0,0.005,C,1.9005959800129157,1.900125463896789,-0.00047051611612669575
q2,EXP102_B_Q23_S0__cuda001,9000.0,0.01,T,49.51348953990789,49.513495462229116,5.922321228979399e-06
q2,EXP102_B_Q23_S0__cuda001,9000.0,0.01,C,1.7359783228169439,1.7358192735518174,-0.00015904926512644302
q2,EXP102_B_Q23_S0__cuda001,9000.0,0.015,T,49.56450049372846,49.565409474329044,0.0009089806005846413
q2,EXP102_B_Q23_S0__cuda001,9000.0,0.015,C,1.4719802380638336,1.471936427235594,-4.3810828239676525e-05
q2,EXP102_B_Q23_S0__cuda001,9000.0,0.02,T,49.661668752173426,49.661390468067964,-0.0002782841054624896
q2,EXP102_B_Q23_S0__cuda001,9000.0,0.02,C,1.1166264698350976,1.11694945990413,0.0003229900690324694
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.0,T,49.8493617107043,49.84955728832284,0.00019557761854116507
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.0,C,1.7661838277130708,1.7655074017707943,-0.0006764259422764596
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.005,T,49.855250265065834,49.85537258895749,0.00012232389165944824
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.005,C,1.7165384695011905,1.716176748510193,-0.00036172099099740507
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.01,T,49.87459220240073,49.87461151480966,1.9312408930716174e-05
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.01,C,1.570199298671301,1.570063981939815,-0.00013531673148592382
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.015,T,49.910051957483475,49.91015066671184,9.87092283679658e-05
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.015,C,1.3332574157818264,1.3331719108839284,-8.550489789804772e-05
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.02,T,49.966626483611314,49.96642828545737,-0.00019819815394583884
q2,EXP102_B_Q23_S0__cuda001,10800.0,0.02,C,1.008106748823678,1.0083682121148125,0.00026146329113463374
