mode,region,level,step_m,key,x,y,parent,rank_cumulative,in_Csafe,in_Q0,in_Qvis_Q5,squared_slack_lower_m2,boundary_distance_m,D_lower_m,D_upper_m,inner_gap_m,T_s,J_lower_m,J_upper_m,near_possible,near_upper_m,score_elapsed_s,safety_status
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f8b179b6ep+8,0x1.bcef9405b1f43p+9",456.21082600804846,889.8717047804752,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f2eedf69bp+8,0x1.bcef957fb028ap+9",1,True,True,True,2418945848304251381292051/77371252455336267181195264,1.5632071267646097e-05,112.18583133379714,112.19352858825623,0.007697254459088754,204.99999687358547,153.18583070851423,153.19352796297332,False,0.0,0.022127200005343184,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f2eedf69bp+8,0x1.bcef957fb028ap+9",456.21073811487594,889.8717498407507,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f2eedf69bp+8,0x1.bcef957fb028ap+9",2,True,True,True,9675751065097083705042515/309485009821345068724781056,1.5632019085387583e-05,112.18583920045725,112.19353645639544,0.007697255938182934,204.99999687359593,153.18583857517643,153.19353583111462,False,0.0,0.03361699999368284,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.b652c68f36297p+8,0x1.c1689ee5fafcbp+9",438.3233422763091,898.817349193146,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f2eedf69bp+8,0x1.bcef957fb028ap+9",3,True,True,True,6315081597449986556586831/309485009821345068724781056,1.0202564681094373e-05,112.20526331990224,112.21475969108508,0.009496371182834196,204.99999795948682,153.2052629117996,153.21475928298244,False,0.0,0.03371329999936279,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.d9ea7175b6372p+8,0x1.b848f8ec5d64cp+9",473.9157937593328,880.5700965362571,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f2eedf69bp+8,0x1.bcef957fb028ap+9",4,True,True,True,4855494291141604980789183/38685626227668133590597632,6.275579482917237e-05,112.27490321551826,112.28474498555063,0.009841770032366526,204.99998744884076,153.27490070528643,153.28474247531878,False,0.0,0.030818600003840402,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.a442b24537fe0p+8,0x1.c5b3a5151c8c5p+9",420.2605326902103,907.4034754170794,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f2eedf69bp+8,0x1.bcef957fb028ap+9",5,True,True,True,42225225076615341782251/2417851639229258349412352,8.731971888664702e-06,112.32533941984909,112.33439858980316,0.009059169954070967,204.99999825360536,153.32533907057015,153.33439824052422,False,0.0,0.02273589999822434,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",998.7568720340223,-49.84579859264516,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",7,True,True,True,2117916829672825680143569103/19807040628566084398385987584,5.346373859538289e-05,112.47138205271749,112.48069320892446,0.009311156206976534,204.999989307252,153.4713799141679,153.48069107037486,False,0.0,0.0320549000025494,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e15222b3ap+9,-0x1.8ec405cd0e9fbp+5",998.7568762463991,-49.845714189537794,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",8,True,True,True,2117916689560316122085624455/19807040628566084398385987584,5.346373507109092e-05,112.47137529551861,112.48072014617502,0.009344850656404446,204.99998930725272,153.47137315696915,153.48071800762557,False,0.0,0.02104759999201633,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.eb6e5d21a4303p+8,0x1.b3754d6a47a47p+9",491.43110857256414,870.9164250230614,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f2eedf69bp+8,0x1.bcef957fb028ap+9",9,True,True,True,14283410435394598696328215/309485009821345068724781056,2.3076094407770142e-05,112.48243888005766,112.49163655951818,0.009197679460527297,204.99999538478085,153.48243795701381,153.49163563647437,False,0.0,0.031904300005408004,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f2c7b7590d8e3p+9,-0x1.173cfb20fb1fcp+6",997.5602828327359,-69.80955173046817,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",10,True,True,True,33610647855918943891405211/309485009821345068724781056,5.430093176528317e-05,112.48694662031002,112.49618001786641,0.00923339755638608,204.9999891398134,153.4869444482727,153.4961778458291,False,0.0,0.0438743999984581,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.924624454b757p+8,0x1.c9c278f8b41e2p+9",402.27399094669585,915.5193167571526,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.6d57533b3dd37p+8,0x1.d16fd586e7418p+9",11,True,True,True,5215543988275282760926619/309485009821345068724781056,8.426165777564165e-06,112.53484061426816,112.54422728776952,0.00938667350135347,204.99999831476657,153.53484027722146,153.54422695072282,False,0.0,0.032495399995241314,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f3c6e8d2d508cp+9,-0x1.ddca808cf1c29p+4",999.5539802112776,-29.861939001621213,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",12,True,True,True,8338197915624622014314087727/79228162514264337593543950336,5.262142826722993e-05,112.56566504743446,112.57548549447681,0.009820447042343972,204.9999894757141,153.5656629425773,153.57548338961965,False,0.0,0.033140700004878454,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f1fb7a968dd38p+9,-0x1.66fb5b8843314p+6",995.9646785919676,-89.7454663554202,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",13,True,True,True,34125625862888953616952559/309485009821345068724781056,5.513292364867084e-05,112.60220624699258,112.61033000857124,0.008123761578659128,204.99998897341501,153.60220404167558,153.61032780325425,False,0.0,0.03570399999443907,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f3f9c36897b58p+9,-0x1.3bb811c4e9355p+3",999.9512758961455,-9.866219410506952,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",17,True,True,True,32815738193821616775812931399/316912650057057350374175801344,5.177410719170439e-05,112.77909168885911,112.78885065009422,0.009758961235107222,204.9999896451783,153.77908961789478,153.78884857912988,False,0.0,0.017607800007681362,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f0fffdb850543p+9,-0x1.b5855115a5d10p+6",993.9999304191809,-109.38019212555469,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.ee6a570c1032ep+9,-0x1.2a159830f22d7p+7",18,True,True,True,4328814711771239499944163/38685626227668133590597632,5.594862034286052e-05,112.80785692557073,112.81690484618068,0.009047920609944526,204.99998881027568,153.80785468762588,153.8169026082358,False,0.0,0.018838600008166395,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.fc8520b0a24a9p+8,0x1.ae866b367c3f7p+9",508.52003005945386,861.0501468760184,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.0f45e914b63e3p+9,0x1.a40352fcdf673p+9",19,True,True,True,7301715898607419342808687/309485009821345068724781056,1.179655839678162e-05,112.81545497021953,112.82529414650683,0.009839176287300688,204.99999764068804,153.81545449835716,153.82529367464446,False,0.0,0.019651599999633618,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.7fe2664620e09p+8,0x1.cdb0c9ed131ccp+9",383.8843730764643,923.3811622947046,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.6d57533b3dd37p+8,0x1.d16fd586e7418p+9",20,True,True,True,5331488304928375516074011/309485009821345068724781056,8.613483942099265e-06,112.83175748177425,112.84028480773092,0.0085273259566776,204.99999827730295,153.83175713723483,153.84028446319152,False,0.0,0.020232900002156384,SAFE
M1,Csafe,1,20,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.ace3e61da839cp+8,0x1.c0989be84bc09p+9",428.89023003918714,897.1922579164394,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f2eedf69bp+8,0x1.bcef957fb028ap+9",21,True,True,True,214690194490413159817625535575/19342813113834066795298816,5.565096605982831,113.12783873151203,113.13602294689268,0.008184215380651949,203.88698067880316,153.90523486727267,153.91341908265332,False,0.0,0.018135499994968995,SAFE
