mode,region,level,step_m,key,x,y,parent,rank_cumulative,in_Csafe,in_Q0,in_Qvis_Q5,squared_slack_lower_m2,boundary_distance_m,D_lower_m,D_upper_m,inner_gap_m,T_s,J_lower_m,J_upper_m,near_possible,near_upper_m,score_elapsed_s,safety_status
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c8211bf057b9ap+8,0x1.bf48570912f60p+9",456.1293325628445,894.5651561110099,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",1,False,False,True,1160393684795218415311445183/19807040628566084398385987584,2.9292455337781576e-05,111.50698562009215,111.51466758486444,0.007681964772288552,205.8283631912725,152.67265825834664,152.68034022311895,False,0.0,0.02114090000395663,SAFE
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",456.1292472620604,894.5651993050841,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",2,False,False,True,1160390224362349523897474975/19807040628566084398385987584,2.9292367912603368e-05,111.50699304593051,111.51467501211823,0.007681966187718103,205.82836313783955,152.67266567349844,152.68034763968615,False,0.0,0.021734099995228462,SAFE
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c9e9a752a7284p+8,0x1.bed47641cdf80p+9",457.91270939427363,893.6598589187342,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",3,False,False,True,1238184995692407427691630399/19807040628566084398385987584,3.125618411559117e-05,111.50763610824055,111.51728921464928,0.009653106408734402,205.82947919739837,152.67353194772022,152.68318505412896,False,0.0,0.020043500000610948,SAFE
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c6581a1d6d96cp+8,0x1.bfbbc2dfa11a3p+9",454.34414848256597,895.4668845688469,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",8,False,False,True,1092721369683828835341022623/19807040628566084398385987584,2.7584165877669875e-05,111.50889861506725,111.51859654114494,0.009697926077691932,205.82724383108828,152.67434738128492,152.6840453073626,False,0.0,0.020211700000800192,SAFE
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cbb1bbcbaeb60p+8,0x1.be6020a7f2195p+9",459.69427178397564,892.7509965831874,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",9,False,False,True,1328253277596997872445673695/19807040628566084398385987584,3.3529827305756044e-05,111.50890395414287,111.51824218949398,0.009338235351108892,205.83059183414005,152.67502232097087,152.684360556322,False,0.0,0.022754599995096214,SAFE
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c48ea25275030p+8,0x1.c02eb9a76c45dp+9",452.5571643386529,896.3650407103229,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",10,False,False,True,1033464805625007378010881503/19807040628566084398385987584,2.6088319827977102e-05,111.51008979428866,111.51926137847154,0.00917158418288011,205.82612112988303,152.67531402026526,152.68448560444816,False,0.0,0.021226700002443977,SAFE
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cbdc7e07c12a7p+8,0x1.be0cf0c4e402ap+9",459.8612980696293,892.1010976899463,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",20,False,False,True,19901344884350680493619898778495/19807040628566084398385987584,0.5025068306562162,111.58978598140327,111.5997794284852,0.009993447081939166,205.73034468778172,152.7358549189596,152.74584836604157,False,0.0,0.025887800002237782,SAFE
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c565aeaab620dp+8,0x1.bfa60c4aac49dp+9",453.3971964544915,895.2972501126529,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",21,False,False,True,22863525909276774984101112055391/19807040628566084398385987584,0.5773231868819266,111.60313313194305,111.61216991470818,0.009036782765122098,205.7113533223341,152.74540379640987,152.754440579175,False,0.0,0.022400699992431328,SAFE
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c92116593ba5ap+8,0x1.be6aa49c26c51p+9",457.1292472620604,892.8331484975153,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",27,False,False,True,43239079378484671377375232196831/19807040628566084398385987584,1.092104163333829,111.68559477400366,111.6932697483755,0.007674974371838061,205.61088502455334,152.80777177891434,152.81544675328615,False,0.0,0.024699500005226582,SAFE
M3,Q5,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c2aa46fc309c1p+8,0x1.c003c021ef0c4p+9",450.66514564692267,896.0293009202219,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",28,False,False,True,45408978778267098949898726259263/19807040628566084398385987584,1.1469415167554189,111.69909901793316,111.7068473587542,0.007748340821038369,205.59587050670245,152.81827311927367,152.8260214600947,False,0.0,0.026380700001027435,SAFE
