mode,region,level,step_m,key,x,y,parent,rank_cumulative,in_Csafe,in_Q0,in_Qvis_Q5,squared_slack_lower_m2,boundary_distance_m,D_lower_m,D_upper_m,inner_gap_m,T_s,J_lower_m,J_upper_m,near_possible,near_upper_m,score_elapsed_s,safety_status
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c835f2eedf69bp+8,0x1.bcef957fb028ap+9",456.21073811487594,889.8717498407507,global_boundary,1,True,True,True,9675751065097083705042515/309485009821345068724781056,1.5632019085387583e-05,112.18583920045725,112.19353645639544,0.007697255938182934,204.99999687359593,153.18583857517643,153.19353583111462,False,0.0,0.03361699999368284,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.9b4985505ab10p+8,0x1.c7c0be2c09858p+9",411.28719045843263,911.5058035894863,global_boundary,2,True,True,True,1314343474413708942208815/77371252455336267181195264,8.493745667692565e-06,112.41916053037029,112.42870566653663,0.009545136166337898,204.99999830125063,153.4191601906204,153.42870532678677,False,0.0,0.01867929998843465,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e12eccb10p+9,-0x1.8ec4320d734f7p+5",998.7568720340223,-49.84579859264516,global_boundary,3,True,True,True,2117916829672825680143569103/19807040628566084398385987584,5.346373859538289e-05,112.47138205271749,112.48069320892446,0.009311156206976534,204.999989307252,153.4713799141679,153.48069107037486,False,0.0,0.0320549000025494,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f3fff9e4d6574p+8,0x1.b103419f0cc52p+9",499.9999068282407,866.0254401028017,global_boundary,4,True,True,True,2341756747490945375803371/77371252455336267181195264,1.5133248439269664e-05,112.63112086241898,112.6410419347477,0.009921072328722857,204.99999697335005,153.63112025708898,153.6410413294177,False,0.0,0.02120190000277944,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f183eee85515ep+9,-0x1.8e45626ffbefep+6",995.0307283797699,-99.56775832152559,global_boundary,5,True,True,True,137513905514612674528567671/1237940039285380274899124224,5.554142569508258e-05,112.69349751261932,112.7017244327517,0.008226920132386795,204.99998889171462,153.69349529096223,153.70172221109465,False,0.0,0.022262300000875257,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.dc1f20bba9749p+8,0x1.b5aaa69fcd6eep+9",476.12159321677296,875.333209967908,legacy_213,6,True,True,True,2197343569730717222055990678363/309485009821345068724781056,3.5563237191964845,112.91899699533252,112.92648431860695,0.007487323274432356,204.28873525616044,153.7767440465646,153.78423136983903,False,0.0,0.03270530000736471,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f3fffe51357f9p+9,0x1.67e5e925ab87ep-14",999.9999486457083,8.580639095143343e-05,global_boundary,7,True,True,True,139799662160949980387323834525600753791/1361129467683753853853498429727072845824,5.135428671110276e-05,112.93304336182368,112.94299444145788,0.00995107963420594,204.99998972914238,153.93304130765216,153.94299238728638,False,0.0,0.021505900003830902,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f20f905dd4ba4p+9,-0x1.9554d3f9addf0p+4",996.1215932167729,-25.333209967908203,legacy_213,8,True,True,True,2197343569730683777615925835615/309485009821345068724781056,3.5563237191964845,113.21361411123914,113.22111877650273,0.007504665263596166,204.28873525616044,154.07136116247122,154.07886582773483,False,0.0,0.045976499997777864,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.6d57533b3dd37p+8,0x1.d16fd586e7418p+9",365.3411137605612,930.8737038258723,global_boundary,9,True,True,True,5608392129120610513326747/309485009821345068724781056,9.060846196007333e-06,113.20826033569485,113.21766679991399,0.00940646421913982,204.9999981878305,154.20825997326097,154.2176664374801,False,0.0,0.02217660000314936,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.ee6a570c1032ep+9,-0x1.2a159830f22d7p+7",988.8307814673515,-149.0421767516734,global_boundary,10,True,True,True,142575767122287953077418279/1237940039285380274899124224,5.758589543347625e-05,113.47480934848167,113.48424762931462,0.009438280832952728,204.9999884828207,154.47480704504582,154.48424532587876,False,0.0,0.02135199999611359,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.0f45e914b63e3p+9,0x1.a40352fcdf673p+9",542.5461755647524,840.0259700861774,global_boundary,11,True,True,True,1312281022255293836334267/77371252455336267181195264,8.480417363898596e-06,113.93768107202222,113.94721515687367,0.009534084851452462,204.99999830391624,154.93768073280546,154.9472148176569,False,0.0,0.021815899992361665,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.4f7fb3304bac1p+8,0x1.d70532cd89824p+9",335.4988279518839,942.0406128808431,circle_intersection,12,True,True,True,6228693832029076047238955/309485009821345068724781056,1.006299760319962e-05,113.96165060976605,113.970323411779,0.00867280201295273,204.99999798740023,154.9616502072461,154.97032300925906,False,0.0,0.03140069999790285,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.ebe54de858457p+9,-0x1.66a1df92ed184p+7",983.7914400511753,-179.316158858721,circle_intersection,13,True,True,True,9103051750047456755257875/77371252455336267181195264,5.8827094903790567e-05,114.19271880517299,114.20136758155246,0.008648776379473588,204.9999882345808,155.19271645208914,155.20136522846863,False,0.0,0.028672300002654083,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f360e10aaa164p+9,0x1.8ec48bff927bap+5",998.7568677263739,49.84597015062123,global_boundary,14,True,True,True,487397508701757116908271175/4951760157141521099596496896,4.9214572641176346e-05,114.25637631953049,114.26594131240088,0.009564992870394917,204.99999015708516,155.2563743509475,155.26593934381793,False,0.0,0.031229699990944937,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.9cd200b09f7cdp+8,0x1.ba7cb371049edp+9",412.82032302755107,884.9742261192856,legacy_213,15,True,True,True,14360104455709601352260333734631/309485009821345068724781056,23.475550741302413,116.08644529258714,116.09544942940983,0.009004136822682085,200.30488985173926,156.147423262935,156.1564273997577,False,0.0,0.03302620000613388,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.e66900584fbe6p+9,-0x1.53e59b8824f70p+6",972.820323027551,-84.97422611928573,legacy_213,16,True,True,True,3590026113927392440494741389515/77371252455336267181195264,23.4755507413023,116.37424320702719,116.38326800051554,0.009024793488350724,200.30488985173926,156.43522117737504,156.4442459708634,False,0.0,0.03746580000733957,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.4bf8cdaa84eaap+8,0x1.ceaa39844cc8bp+9",331.97188821549446,925.3298802733347,global_boundary,17,True,True,True,7667361749745944135406515/38685626227668133590597632,9.909833283927583e-05,116.32039367295238,116.33031239322014,0.009918720267762637,201.6154339711941,156.6434804671912,156.65339918745897,False,0.0,0.031229300002451055,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.e4563dd59ea35p+9,-0x1.5cbd9d3ec166ap+7",968.6737620377158,-174.37034031020022,global_boundary,18,True,True,True,44742929700924538008820443/309485009821345068724781056,7.22861041140277e-05,116.39442601902337,116.40434178577733,0.009915766753962885,201.84855832240137,156.76413768350363,156.7740534502576,False,0.0,0.02841210000042338,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f01f20bba9748p+8,0x1.a45899ce963f0p+9",496.1215932167729,840.6921938165306,legacy_213,19,True,True,True,3644185990646123969017563082415/77371252455336267181195264,23.834030505056603,117.24361369091174,117.25295187871403,0.009338187802285347,200.23319389898842,157.29025247070945,157.2995906585117,False,0.0,0.02633609999611508,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.23df2dd412f1dp+9,0x1.95f8123c02c88p+9",583.7435860722068,811.9380564702597,global_boundary,20,True,True,True,703105635327389911103943/38685626227668133590597632,9.087427429221862e-06,116.36711558582522,116.37525885608093,0.008143270255715152,204.99999818251425,157.36711522232807,157.37525849258378,False,0.0,0.019855599995935336,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.e80f905dd4ba4p+9,0x1.29d98c5a703e0p+3",976.1215932167729,9.307806183469381,legacy_213,21,True,True,True,14576743962584489144921043231767/309485009821345068724781056,23.834030505056603,117.55820717538876,117.56783843009161,0.009631254702853198,200.23319389898842,157.60484595518645,157.6144772098893,False,0.0,0.03852490001008846,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.f183eea01532dp+9,0x1.8e458f5e02d37p+6",995.0307197669514,99.56792971508263,global_boundary,22,True,True,True,465922562347361295062211999/4951760157141521099596496896,4.7046157078511897e-05,116.70706339820119,116.71631762216434,0.009254223963154118,204.99999059076828,157.70706151635483,157.716315740318,False,0.0,0.038755700006731786,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.5d84e0a59584fp+8,0x1.bf4ec0423bcecp+9",349.51905283832906,894.6152422706632,legacy_213,23,True,True,True,14025665985279404597806330680015/309485009821345068724781056,22.92240380826763,119.25455934724057,119.26216823346574,0.007608886225170863,197.09372712298548,158.67330477183768,158.68091365806285,False,0.0,0.025359799998113886,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.dac27052cac26p+9,-0x1.213b0108ef3b2p+7",949.5190528383289,-144.61524227066326,legacy_213,24,True,True,True,13294910504236922247770712837447/309485009821345068724781056,21.71485379455862,119.53683178449663,119.54672675754279,0.009894973046158384,197.09372712298543,158.95557720909372,158.96547218213988,False,0.0,0.04231129999971017,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.b0d200b09f7cdp+8,0x1.a92aa69fcd6eep+9",432.82032302755107,850.333209967908,legacy_213,25,True,True,True,27729856879991726539379207844675/309485009821345068724781056,45.85116464987368,120.16713962712586,120.17529033377046,0.008150706644599381,195.829767070025,159.33309304113087,159.34124374777548,False,0.0,0.04283589999249671,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.dc6900584fbe6p+9,-0x1.92aa69fcd6ef8p+5",952.820323027551,-50.3332099679082,legacy_213,26,True,True,True,27729856879991679080959049209935/309485009821345068724781056,45.85116464987357,120.47504044701377,120.48399018619828,0.008949739184515693,195.82976707002504,159.64099386101879,159.6499436002033,False,0.0,0.02670100000977982,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.21b6206359b62p+9,0x1.8e34802c27df2p+9",579.4228634059948,796.4101615137754,legacy_213,27,True,True,True,2321137573659873862980837081227/77371252455336267181195264,15.114219820388143,120.047392862699,120.05692096239984,0.00952809970084445,201.97715603592206,160.44282406988341,160.45235216958426,False,0.0,0.032270999989123084,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.e9b6206359b62p+9,0x1.9e5bfe9ec1064p+6",979.4228634059948,103.58983848622444,legacy_213,28,True,True,True,9284550294639467665207560189183/309485009821345068724781056,15.11421982038803,120.401458862614,120.4110200382842,0.009561175670199873,201.9771560359221,160.79689006979842,160.80645124546862,False,0.0,0.041908500003046356,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.37beaf0f78aadp+9,0x1.86ea6fc5e536cp+9",623.4897174205013,781.8315360421379,global_boundary,29,True,True,True,832549171631259697750099/38685626227668133590597632,1.0760445888990944e-05,120.31213251099756,120.31954265109192,0.007410140094364692,204.99999784791052,161.31213208057966,161.31954222067404,False,0.0,0.018955399995320477,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.7184e0a59584fp+8,0x1.adfcb371049edp+9",369.51905283832906,859.9742261192856,legacy_213,30,True,True,True,29037236953371949115052784687803/309485009821345068724781056,48.067425103709866,123.12335255717515,123.13148273936987,0.008130182194719282,192.20042734993956,161.56343802716307,161.5715682093578,False,0.0,0.03363530000206083,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.ee6a569fbda6fp+9,0x1.2a15ae9ec3b0ap+7",988.8307685543094,149.04234787119668,global_boundary,31,True,True,True,27761217613972962559557939/309485009821345068724781056,4.4850666995444044e-05,120.68192554384723,120.69168783173038,0.009762287883148701,204.9999910298663,161.6819237498205,161.69168603770365,False,0.0,0.027196499999263324,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.020f905dd4ba4p+9,0x1.93068cfd5f0f1p+9",516.1215932167729,806.051177665153,legacy_213,32,True,True,True,101428876265664115188419327451/1208925819614629174706176,42.86887000787465,122.51281305958499,122.52024228391538,0.0074292243303943906,196.42622599842477,161.79805825926994,161.80548748360033,False,0.0,0.043358599999919534,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.d0c27052cac26p+9,-0x1.b7e59b8824f70p+6",929.5190528383289,-109.97422611928573,legacy_213,33,True,True,True,7076788664010320536101738586115/77371252455336267181195264,46.82915997121404,123.42337139305539,123.43147988381173,0.008108490756342235,192.20042734993956,161.8634568630433,161.87156535379964,False,0.0,0.03277570000500418,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.de0f905dd4ba4p+9,0x1.5f97302a0f0e0p+5",956.1215932167729,43.94882233484691,legacy_213,34,True,True,True,6491448081002497543157321297735/77371252455336267181195264,42.86887000787465,122.85167155012525,122.86072807316121,0.009056523035965824,196.4262259984248,162.1369167498102,162.14597327284616,False,0.0,0.023742900011711754,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.43504529fab61p+8,0x1.b61ceebaa7cbep+9",323.313555358609,876.2260354346579,global_boundary,35,True,True,True,61258516265077672947673023/309485009821345068724781056,9.89684755268172e-05,123.86516221849382,123.87503457994868,0.009872361454853262,191.79440251272655,162.22404272103913,162.23391508249398,False,0.0,0.017521299989311956,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cce8e1cc02431p+9,-0x1.3aa22bf13a89dp+7",921.8193907748265,-157.3167415031393,global_boundary,36,True,True,True,175760696124092158791596751/1237940039285380274899124224,7.098918240444618e-05,123.94384366702239,123.95358482024496,0.009741153222563526,192.02936094267528,162.34971585555746,162.35945700878,False,0.0,0.03281970000534784,SAFE
M1,Csafe,0,50,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c4d200b09f7ccp+8,0x1.97d899ce963f0p+9",452.820323027551,815.6921938165306,legacy_213,37,True,True,True,10027314318211376093388227253995/77371252455336267181195264,67.04769682475046,125.07728400780795,125.08668590384138,0.009401896033438106,191.59046063504962,163.39537613481787,163.4047780308513,False,0.0,0.026579400000628084,SAFE
