mode,region,level,step_m,key,x,y,parent,rank_cumulative,in_Csafe,in_Q0,in_Qvis_Q5,squared_slack_lower_m2,boundary_distance_m,D_lower_m,D_upper_m,inner_gap_m,T_s,J_lower_m,J_upper_m,near_possible,near_upper_m,score_elapsed_s,safety_status
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c82116593ba5ap+8,0x1.bf48587369877p+9",456.1292472620604,894.5651993050841,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc958e3fdc479p+8,0x1.be25ccea29bbdp+9",1,False,False,True,1160390224362349523897474975/19807040628566084398385987584,2.9292367912603368e-05,111.50699304593051,111.51467501211823,0.007681966187718103,205.82836313783955,152.67266567349844,152.68034763968615,False,0.0,0.021734099995228462,SAFE
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc9593b77a42ep+8,0x1.be25cb8364017p+9",460.58428522810834,892.295273231345,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc958e3fdc479p+8,0x1.be25ccea29bbdp+9",2,False,False,True,1378718990359470777065610911/19807040628566084398385987584,3.4803760968316055e-05,111.50959703823565,111.5172287601565,0.007631721920844825,205.8311468303747,152.6758264043106,152.68345812623144,False,0.0,0.021413399997982197,SAFE
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc958e3fdc479p+8,0x1.be25ccea29bbdp+9",460.5842018044273,892.295316000345,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc958e3fdc479p+8,0x1.be25ccea29bbdp+9",3,False,False,True,1378714069230418728077690207/19807040628566084398385987584,3.480363682228926e-05,111.50960440892752,111.51723613224257,0.00763172331505757,205.83114677837966,152.67583376460345,152.6834654879185,False,0.0,0.024159400010830723,SAFE
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3a9b4bae3924p+8,0x1.c0680a832c459p+9",451.66291397148075,896.8128208128138,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc958e3fdc479p+8,0x1.be25ccea29bbdp+9",6,False,False,True,1006555038797936409573474399/19807040628566084398385987584,2.540902175951487e-05,111.51306041856564,111.52079298305394,0.007732564488293292,205.82555847615066,152.67817211379577,152.6859046782841,False,0.0,0.023036700004013255,SAFE
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.d1072573fc03ap+8,0x1.bd00658aa5835p+9",465.0279152384061,890.0030988033456,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc958e3fdc479p+8,0x1.be25ccea29bbdp+9",9,False,False,True,1703764254525997899181476191/19807040628566084398385987584,4.3009057435483555e-05,111.5175519893274,111.52739495413797,0.009842964810573562,205.8339092713714,152.68433384360168,152.69417680841227,False,0.0,0.021202899995842017,SAFE
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.d575c415e75f1p+8,0x1.bbd82864980dfp+9",469.4600232782241,887.6887326948598,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc958e3fdc479p+8,0x1.be25ccea29bbdp+9",10,False,False,True,2212468799105143709234054559/19807040628566084398385987584,5.585056601375982e-05,111.53281942161736,111.54035118955585,0.0075317679384880876,205.83665000291128,152.70014942219962,152.70768119013812,False,0.0,0.027896700004930608,SAFE
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.d5ea11742a139p+8,0x1.bb1149b5dbefdp+9",469.91432882334954,886.1350619625006,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc958e3fdc479p+8,0x1.be25ccea29bbdp+9",23,False,False,True,46065815069972372100842309197151/19807040628566084398385987584,1.163541572923009,111.73019004135695,111.7383851378018,0.008195096444850947,205.604568689029,152.85110377916277,152.8592988756076,False,0.0,0.030012899995199405,SAFE
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c5c10b0b8e7b9p+8,0x1.bf100e8450a1dp+9",453.7540747855051,894.1254430192672,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.cc958e3fdc479p+8,0x1.be25ccea29bbdp+9",24,False,False,True,57933018626087840783692092064095/19807040628566084398385987584,1.463505917282987,111.74576785389318,111.75480790770462,0.009040053811432358,205.53459235142955,152.8526863241791,152.86172637799052,False,0.0,0.027174400005606003,SAFE
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.a6d21a9cf013fp+8,0x1.c755142e3db5cp+9",422.8207185827377,910.6646783639258,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.9db7aaab0825bp+8,0x1.c966e00d3f5f4p+9",25,False,False,True,606212879128205551291482559/19807040628566084398385987584,1.5302964698094e-05,111.69272456062309,111.70144514180868,0.008720581185585274,205.80712302928848,152.8541491664808,152.86286974766637,False,0.0,0.02351739999721758,SAFE
M3,Q5,3,5,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.a24638ab5d030p+8,0x1.c85f6e52267b1p+9",418.27430220623773,912.7455542266745,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.9db7aaab0825bp+8,0x1.c966e00d3f5f4p+9",27,False,False,True,581592506543372617016237151/19807040628566084398385987584,1.4681458992527041e-05,111.74207797077308,111.75141835140401,0.009340380630931122,205.80416715264394,152.90291140130188,152.9122517819328,False,0.0,0.024534500000299886,SAFE
