mode,region,level,step_m,key,x,y,parent,rank_cumulative,in_Csafe,in_Q0,in_Qvis_Q5,squared_slack_lower_m2,boundary_distance_m,D_lower_m,D_upper_m,inner_gap_m,T_s,J_lower_m,J_upper_m,near_possible,near_upper_m,score_elapsed_s,safety_status
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c02f12c15615fp+8,0x1.bef87f0973ea2p+9",448.18387993194295,893.9413768592824,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",1,True,True,True,7584882617412572102356075/309485009821345068724781056,1.225403889293375e-05,112.1808901632937,112.1886781452088,0.007787981915100772,204.99999754919196,153.1808896731321,153.1886776550472,False,0.0,0.021600199994281866,SAFE
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c1f88a9897ed0p+8,0x1.be858846e5aafp+9",449.9708648081696,893.0432213422226,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",2,True,True,True,495920544720699473350275/19342813113834066795298816,1.2819245739592589e-05,112.17969592919647,112.18938052569916,0.009684596502694376,204.99999743615058,153.1796954164266,153.1893800129293,False,0.0,0.02001860000018496,SAFE
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c18c79e55bbp+8,0x1.be121c7633125p+9",451.7560497460324,892.1414935826657,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",3,True,True,True,8339367018713886356321751/309485009821345068724781056,1.3472974160322337e-05,112.18044607223452,112.18939090456286,0.008944832328339203,204.9999973054049,153.1804455333155,153.18939036564385,False,0.0,0.02845549999619834,SAFE
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",451.7559613453165,892.1415383464038,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",4,True,True,True,8339345450285208535829175/309485009821345068724781056,1.3472939258463157e-05,112.1804538679215,112.18939871149496,0.008944843573459593,204.99999730541188,153.18045332900388,153.18939817257734,False,0.0,0.028753100006724708,SAFE
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c58a17ed398a6p+8,0x1.bd9e3bb57f0c9p+9",453.53942759184645,891.2361971731526,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",5,True,True,True,2202604431643180993334207/77371252455336267181195264,1.423399760369648e-05,112.18046574937696,112.19034762145378,0.0098818720768179,204.9999971532002,153.180465180017,153.19034705209384,False,0.0,0.02021630000672303,SAFE
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c7522c7a9c4b8p+8,0x1.bd29e62302554p+9",455.32099119487566,890.3273357163803,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",10,True,True,True,2340750040559973599070055/77371252455336267181195264,1.5126742709981045e-05,112.18376448012673,112.19352456060012,0.009760080473398602,204.9999969746512,153.18376387505697,153.19352395553037,False,0.0,0.021369800000684336,SAFE
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c77cee5d4cb18p+8,0x1.bcd6b63f2ef2cp+9",455.4880121528854,889.677436731266,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",18,True,True,True,77737168675148971110064877975/77371252455336267181195264,0.5024909267129942,112.2673280254407,112.27671784675978,0.009389821319075509,204.89950181465713,153.24722838837215,153.25661820969123,False,0.0,0.048678999999538064,SAFE
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c1061f0041a7ep+8,0x1.be6fd1c4f739fp+9",449.0239105377476,892.8735891539726,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",19,True,True,True,89308209727132618952660794467/77371252455336267181195264,0.5773074202733142,112.27531759324404,112.28458671839824,0.009269125154204971,204.88453851594505,153.25222529643304,153.26149442158726,False,0.0,0.03127110000059474,SAFE
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c4c186aec72cbp+8,0x1.bd346a1671b53p+9",452.7559613453165,890.4094875388349,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",22,True,True,True,675600814499325735185387396135/309485009821345068724781056,1.0920883119930522,112.36066481909157,112.36974723779394,0.009082418702377026,204.78158233760112,153.3169812866118,153.32606370531417,False,0.0,0.04615390000981279,SAFE
M1,Csafe,4,2,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.be4ab751bc232p+8,0x1.becd859c39fc6p+9",446.29185973017877,893.6056399615416,"228e647c73d7697911cbbf0da871677bf5344cc5a9adc2c0bbe41f28aa545d8c|0x1.c3c186aec72cbp+8,0x1.be121dedb4779p+9",24,True,True,True,88688197289298816370229039935/38685626227668133590597632,1.146925803148747,112.36895322367165,112.37810809332709,0.009154869655432663,204.77061483937,153.32307619154565,153.3322310612011,False,0.0,0.03553249999822583,SAFE
