id,cohort,family,total,comparison,delta_s_per_source,delta_percent,delta_total_s,baseline_s_per_source,valid
81,evaluation,strict_mixed_stratified,12,R1-R0,0.0,0.0,0.0,724.12252825,True
81,evaluation,strict_mixed_stratified,12,R2-R0,-169.08609708333336,-23.35048151201245,-2029.0331649999998,724.12252825,True
81,evaluation,strict_mixed_stratified,12,R12-R0,-169.08609708333336,-23.35048151201245,-2029.0331649999998,724.12252825,True
81,evaluation,strict_mixed_stratified,12,R12-R1,-169.08609708333336,-23.35048151201245,-2029.0331649999998,724.12252825,True
81,evaluation,strict_mixed_stratified,12,R12-R2,0.0,0.0,0.0,555.0364311666666,True
82,evaluation,strict_mixed_stratified,13,R1-R0,0.0,0.0,0.0,743.8684445384616,True
82,evaluation,strict_mixed_stratified,13,R2-R0,-137.09210669230777,-18.42961718551827,-1782.197387000001,743.8684445384616,True
82,evaluation,strict_mixed_stratified,13,R12-R0,-137.09210669230777,-18.42961718551827,-1782.197387000001,743.8684445384616,True
82,evaluation,strict_mixed_stratified,13,R12-R1,-137.09210669230777,-18.42961718551827,-1782.197387000001,743.8684445384616,True
82,evaluation,strict_mixed_stratified,13,R12-R2,0.0,0.0,0.0,606.7763378461539,True
83,evaluation,strict_mixed_stratified,14,R1-R0,0.0,0.0,0.0,650.353046357143,True
83,evaluation,strict_mixed_stratified,14,R2-R0,-117.72805064285728,-18.102175626345364,-1648.1927090000008,650.353046357143,True
83,evaluation,strict_mixed_stratified,14,R12-R0,-117.72805064285728,-18.102175626345364,-1648.1927090000008,650.353046357143,True
83,evaluation,strict_mixed_stratified,14,R12-R1,-117.72805064285728,-18.102175626345364,-1648.1927090000008,650.353046357143,True
83,evaluation,strict_mixed_stratified,14,R12-R2,0.0,0.0,0.0,532.6249957142857,True
84,evaluation,strict_mixed_stratified,15,R1-R0,0.0,0.0,0.0,600.6840314,True
84,evaluation,strict_mixed_stratified,15,R2-R0,-56.51511859999994,-9.408460296219543,-847.7267789999996,600.6840314,True
84,evaluation,strict_mixed_stratified,15,R12-R0,-56.51511859999994,-9.408460296219543,-847.7267789999996,600.6840314,True
84,evaluation,strict_mixed_stratified,15,R12-R1,-56.51511859999994,-9.408460296219543,-847.7267789999996,600.6840314,True
84,evaluation,strict_mixed_stratified,15,R12-R2,0.0,0.0,0.0,544.1689128,True
85,evaluation,strict_mixed_stratified,16,R1-R0,-176.67324706249997,-34.07597533596986,-2826.7719529999995,518.4686434375,True
85,evaluation,strict_mixed_stratified,16,R2-R0,-30.51246574999999,-5.885113041301636,-488.19945199999984,518.4686434375,True
85,evaluation,strict_mixed_stratified,16,R12-R0,-129.32950874999995,-24.94451889945207,-2069.272139999999,518.4686434375,True
85,evaluation,strict_mixed_stratified,16,R12-R1,47.34373831250002,13.851485073999346,757.4998130000004,341.795396375,True
85,evaluation,strict_mixed_stratified,16,R12-R2,-98.81704299999996,-20.251212612638547,-1581.0726879999993,487.9561776875,True
86,evaluation,strict_mixed_stratified,10,R1-R0,0.0,0.0,0.0,944.5053802,True
86,evaluation,strict_mixed_stratified,10,R2-R0,-248.14278049999996,-26.272246373806308,-2481.4278050000003,944.5053802,True
86,evaluation,strict_mixed_stratified,10,R12-R0,-248.14278049999996,-26.272246373806308,-2481.4278050000003,944.5053802,True
86,evaluation,strict_mixed_stratified,10,R12-R1,-248.14278049999996,-26.272246373806308,-2481.4278050000003,944.5053802,True
86,evaluation,strict_mixed_stratified,10,R12-R2,0.0,0.0,0.0,696.3625997,True
87,evaluation,strict_mixed_stratified,11,R1-R0,0.0,0.0,0.0,784.3284150909091,True
87,evaluation,strict_mixed_stratified,11,R2-R0,-203.32101672727265,-25.92294411566185,-2236.5311839999995,784.3284150909091,True
87,evaluation,strict_mixed_stratified,11,R12-R0,-203.32101672727265,-25.92294411566185,-2236.5311839999995,784.3284150909091,True
87,evaluation,strict_mixed_stratified,11,R12-R1,-203.32101672727265,-25.92294411566185,-2236.5311839999995,784.3284150909091,True
87,evaluation,strict_mixed_stratified,11,R12-R2,0.0,0.0,0.0,581.0073983636364,True
88,evaluation,strict_mixed_stratified,12,R1-R0,0.0,0.0,0.0,722.45590575,True
88,evaluation,strict_mixed_stratified,12,R2-R0,-127.06290766666677,-17.587634989952708,-1524.7548920000008,722.45590575,True
88,evaluation,strict_mixed_stratified,12,R12-R0,-127.06290766666677,-17.587634989952708,-1524.7548920000008,722.45590575,True
88,evaluation,strict_mixed_stratified,12,R12-R1,-127.06290766666677,-17.587634989952708,-1524.7548920000008,722.45590575,True
88,evaluation,strict_mixed_stratified,12,R12-R2,0.0,0.0,0.0,595.3929980833333,True
89,evaluation,strict_mixed_stratified,13,R1-R0,0.0,0.0,0.0,703.1536316153846,True
89,evaluation,strict_mixed_stratified,13,R2-R0,-160.6173279230769,-22.842423149274495,-2088.0252629999995,703.1536316153846,True
89,evaluation,strict_mixed_stratified,13,R12-R0,-160.6173279230769,-22.842423149274495,-2088.0252629999995,703.1536316153846,True
89,evaluation,strict_mixed_stratified,13,R12-R1,-160.6173279230769,-22.842423149274495,-2088.0252629999995,703.1536316153846,True
89,evaluation,strict_mixed_stratified,13,R12-R2,0.0,0.0,0.0,542.5363036923077,True
90,evaluation,strict_mixed_stratified,14,R1-R0,0.0,0.0,0.0,631.4012659285714,True
90,evaluation,strict_mixed_stratified,14,R2-R0,-130.39632235714288,-20.651894348893215,-1825.5485129999997,631.4012659285714,True
90,evaluation,strict_mixed_stratified,14,R12-R0,-130.39632235714288,-20.651894348893215,-1825.5485129999997,631.4012659285714,True
90,evaluation,strict_mixed_stratified,14,R12-R1,-130.39632235714288,-20.651894348893215,-1825.5485129999997,631.4012659285714,True
90,evaluation,strict_mixed_stratified,14,R12-R2,0.0,0.0,0.0,501.00494357142856,True
91,evaluation,strict_mixed_stratified,15,R1-R0,0.0,0.0,0.0,603.581822,True
91,evaluation,strict_mixed_stratified,15,R2-R0,-106.00557706666666,-17.56275176005328,-1590.0836559999998,603.581822,True
91,evaluation,strict_mixed_stratified,15,R12-R0,-106.00557706666666,-17.56275176005328,-1590.0836559999998,603.581822,True
91,evaluation,strict_mixed_stratified,15,R12-R1,-106.00557706666666,-17.56275176005328,-1590.0836559999998,603.581822,True
91,evaluation,strict_mixed_stratified,15,R12-R2,0.0,0.0,0.0,497.5762449333333,True
92,evaluation,strict_mixed_stratified,16,R1-R0,-56.176111562499955,-10.599212184071899,-898.8177849999993,530.002707625,True
92,evaluation,strict_mixed_stratified,16,R2-R0,-144.20242231249995,-27.20786521236594,-2307.238756999999,530.002707625,True
92,evaluation,strict_mixed_stratified,16,R12-R0,-146.46506456249995,-27.634776663467605,-2343.441032999999,530.002707625,True
92,evaluation,strict_mixed_stratified,16,R12-R1,-90.28895299999999,-19.055273332122212,-1444.6232479999999,473.8265960625,True
92,evaluation,strict_mixed_stratified,16,R12-R2,-2.262642249999999,-0.5864801909535262,-36.20227599999998,385.8002853125,True
93,evaluation,strict_mixed_stratified,10,R1-R0,0.0,0.0,0.0,916.5520603000001,True
93,evaluation,strict_mixed_stratified,10,R2-R0,-231.74973780000016,-25.284950832377735,-2317.497378000001,916.5520603000001,True
93,evaluation,strict_mixed_stratified,10,R12-R0,-231.74973780000016,-25.284950832377735,-2317.497378000001,916.5520603000001,True
93,evaluation,strict_mixed_stratified,10,R12-R1,-231.74973780000016,-25.284950832377735,-2317.497378000001,916.5520603000001,True
93,evaluation,strict_mixed_stratified,10,R12-R2,0.0,0.0,0.0,684.8023225,True
94,evaluation,strict_mixed_stratified,11,R1-R0,0.0,0.0,0.0,823.902125909091,True
94,evaluation,strict_mixed_stratified,11,R2-R0,-206.67489827272732,-25.084884693637964,-2273.4238809999997,823.902125909091,True
94,evaluation,strict_mixed_stratified,11,R12-R0,-206.67489827272732,-25.084884693637964,-2273.4238809999997,823.902125909091,True
94,evaluation,strict_mixed_stratified,11,R12-R1,-206.67489827272732,-25.084884693637964,-2273.4238809999997,823.902125909091,True
94,evaluation,strict_mixed_stratified,11,R12-R2,0.0,0.0,0.0,617.2272276363636,True
95,evaluation,strict_mixed_stratified,12,R1-R0,0.0,0.0,0.0,761.463162,True
95,evaluation,strict_mixed_stratified,12,R2-R0,-146.81885225000008,-19.28114970977415,-1761.8262270000005,761.463162,True
95,evaluation,strict_mixed_stratified,12,R12-R0,-146.81885225000008,-19.28114970977415,-1761.8262270000005,761.463162,True
95,evaluation,strict_mixed_stratified,12,R12-R1,-146.81885225000008,-19.28114970977415,-1761.8262270000005,761.463162,True
95,evaluation,strict_mixed_stratified,12,R12-R2,0.0,0.0,0.0,614.6443097499999,True
96,evaluation,strict_mixed_stratified,13,R1-R0,0.0,0.0,0.0,727.527014923077,True
96,evaluation,strict_mixed_stratified,13,R2-R0,-186.39426907692314,-25.6202539910674,-2423.1254980000003,727.527014923077,True
96,evaluation,strict_mixed_stratified,13,R12-R0,-186.39426907692314,-25.6202539910674,-2423.1254980000003,727.527014923077,True
96,evaluation,strict_mixed_stratified,13,R12-R1,-186.39426907692314,-25.6202539910674,-2423.1254980000003,727.527014923077,True
96,evaluation,strict_mixed_stratified,13,R12-R2,0.0,0.0,0.0,541.1327458461539,True
97,evaluation,strict_mixed_stratified,14,R1-R0,0.0,0.0,0.0,647.3893516428572,True
97,evaluation,strict_mixed_stratified,14,R2-R0,-153.57508642857147,-23.722213848412764,-2150.0512100000005,647.3893516428572,True
97,evaluation,strict_mixed_stratified,14,R12-R0,-153.57508642857147,-23.722213848412764,-2150.0512100000005,647.3893516428572,True
97,evaluation,strict_mixed_stratified,14,R12-R1,-153.57508642857147,-23.722213848412764,-2150.0512100000005,647.3893516428572,True
97,evaluation,strict_mixed_stratified,14,R12-R2,0.0,0.0,0.0,493.8142652142857,True
98,evaluation,strict_mixed_stratified,15,R1-R0,0.0,0.0,0.0,646.2318292666666,True
98,evaluation,strict_mixed_stratified,15,R2-R0,-183.63395546666663,-28.416111239065934,-2754.5093320000005,646.2318292666666,True
98,evaluation,strict_mixed_stratified,15,R12-R0,-183.63395546666663,-28.416111239065934,-2754.5093320000005,646.2318292666666,True
98,evaluation,strict_mixed_stratified,15,R12-R1,-183.63395546666663,-28.416111239065934,-2754.5093320000005,646.2318292666666,True
98,evaluation,strict_mixed_stratified,15,R12-R2,0.0,0.0,0.0,462.5978738,True
99,evaluation,strict_mixed_stratified,16,R1-R0,-141.14576881250002,-34.31398753864896,-2258.3323010000004,411.335956375,True
99,evaluation,strict_mixed_stratified,16,R2-R0,-22.03752675000004,-5.357549323966523,-352.60042800000065,411.335956375,True
99,evaluation,strict_mixed_stratified,16,R12-R0,-124.86499150000003,-30.35596318892316,-1997.8398640000005,411.335956375,True
99,evaluation,strict_mixed_stratified,16,R12-R1,16.280777312499993,6.025673048816381,260.4924369999999,270.1901875625,True
99,evaluation,strict_mixed_stratified,16,R12-R2,-102.82746474999999,-26.41353186270254,-1645.2394359999998,389.298429625,True
100,evaluation,strict_mixed_stratified,10,R1-R0,0.0,0.0,0.0,887.2219683999999,True
100,evaluation,strict_mixed_stratified,10,R2-R0,-217.61013439999988,-24.527135502791264,-2176.1013439999997,887.2219683999999,True
100,evaluation,strict_mixed_stratified,10,R12-R0,-217.61013439999988,-24.527135502791264,-2176.1013439999997,887.2219683999999,True
100,evaluation,strict_mixed_stratified,10,R12-R1,-217.61013439999988,-24.527135502791264,-2176.1013439999997,887.2219683999999,True
100,evaluation,strict_mixed_stratified,10,R12-R2,0.0,0.0,0.0,669.611834,True
101,evaluation,strict_mixed_stratified,11,R1-R0,0.0,0.0,0.0,827.5561054545454,True
101,evaluation,strict_mixed_stratified,11,R2-R0,-224.42873890909095,-27.119459022759635,-2468.716128,827.5561054545454,True
101,evaluation,strict_mixed_stratified,11,R12-R0,-224.42873890909095,-27.119459022759635,-2468.716128,827.5561054545454,True
101,evaluation,strict_mixed_stratified,11,R12-R1,-224.42873890909095,-27.119459022759635,-2468.716128,827.5561054545454,True
101,evaluation,strict_mixed_stratified,11,R12-R2,0.0,0.0,0.0,603.1273665454545,True
102,evaluation,strict_mixed_stratified,12,R1-R0,0.0,0.0,0.0,715.8272395833333,True
102,evaluation,strict_mixed_stratified,12,R2-R0,-153.42669749999993,-21.433481294914973,-1841.1203699999996,715.8272395833333,True
102,evaluation,strict_mixed_stratified,12,R12-R0,-153.42669749999993,-21.433481294914973,-1841.1203699999996,715.8272395833333,True
102,evaluation,strict_mixed_stratified,12,R12-R1,-153.42669749999993,-21.433481294914973,-1841.1203699999996,715.8272395833333,True
102,evaluation,strict_mixed_stratified,12,R12-R2,0.0,0.0,0.0,562.4005420833333,True
103,evaluation,strict_mixed_stratified,13,R1-R0,0.0,0.0,0.0,675.8634612307693,True
103,evaluation,strict_mixed_stratified,13,R2-R0,-80.23459853846157,-11.871421247177908,-1043.0497810000006,675.8634612307693,True
103,evaluation,strict_mixed_stratified,13,R12-R0,-80.23459853846157,-11.871421247177908,-1043.0497810000006,675.8634612307693,True
103,evaluation,strict_mixed_stratified,13,R12-R1,-80.23459853846157,-11.871421247177908,-1043.0497810000006,675.8634612307693,True
103,evaluation,strict_mixed_stratified,13,R12-R2,0.0,0.0,0.0,595.6288626923077,True
104,evaluation,strict_mixed_stratified,14,R1-R0,0.0,0.0,0.0,667.5135071428571,True
104,evaluation,strict_mixed_stratified,14,R2-R0,-136.0508649285713,-20.381739616162484,-1904.7121089999991,667.5135071428571,True
104,evaluation,strict_mixed_stratified,14,R12-R0,-136.0508649285713,-20.381739616162484,-1904.7121089999991,667.5135071428571,True
104,evaluation,strict_mixed_stratified,14,R12-R1,-136.0508649285713,-20.381739616162484,-1904.7121089999991,667.5135071428571,True
104,evaluation,strict_mixed_stratified,14,R12-R2,0.0,0.0,0.0,531.4626422142858,True
105,evaluation,strict_mixed_stratified,15,R1-R0,0.0,0.0,0.0,557.1711818666666,True
105,evaluation,strict_mixed_stratified,15,R2-R0,-90.4686750666666,-16.237141835579738,-1357.0301259999997,557.1711818666666,True
105,evaluation,strict_mixed_stratified,15,R12-R0,-90.4686750666666,-16.237141835579738,-1357.0301259999997,557.1711818666666,True
105,evaluation,strict_mixed_stratified,15,R12-R1,-90.4686750666666,-16.237141835579738,-1357.0301259999997,557.1711818666666,True
105,evaluation,strict_mixed_stratified,15,R12-R2,0.0,0.0,0.0,466.70250680000004,True
106,evaluation,strict_mixed_stratified,16,R1-R0,-8.898477500000013,-1.5451981547101405,-142.3756400000002,575.8793765625,True
106,evaluation,strict_mixed_stratified,16,R2-R0,-116.46755162500006,-20.224296330979975,-1863.480826000001,575.8793765625,True
106,evaluation,strict_mixed_stratified,16,R12-R0,-159.31097406250007,-27.66394848404683,-2548.975585000001,575.8793765625,True
106,evaluation,strict_mixed_stratified,16,R12-R1,-150.41249656250005,-26.528670861964898,-2406.599945000001,566.9808990625,True
106,evaluation,strict_mixed_stratified,16,R12-R2,-42.84342243750001,-9.325711727887844,-685.4947590000002,459.4118249375,True
107,evaluation,strict_mixed_stratified,10,R1-R0,0.0,0.0,0.0,855.1358249000001,True
107,evaluation,strict_mixed_stratified,10,R2-R0,-195.79048660000012,-22.895834895339103,-1957.9048660000008,855.1358249000001,True
107,evaluation,strict_mixed_stratified,10,R12-R0,-195.79048660000012,-22.895834895339103,-1957.9048660000008,855.1358249000001,True
107,evaluation,strict_mixed_stratified,10,R12-R1,-195.79048660000012,-22.895834895339103,-1957.9048660000008,855.1358249000001,True
107,evaluation,strict_mixed_stratified,10,R12-R2,0.0,0.0,0.0,659.3453383,True
108,evaluation,strict_mixed_stratified,11,R1-R0,0.0,0.0,0.0,826.6515845454545,True
108,evaluation,strict_mixed_stratified,11,R2-R0,-172.309712,-20.84429706800197,-1895.4068319999997,826.6515845454545,True
108,evaluation,strict_mixed_stratified,11,R12-R0,-172.309712,-20.84429706800197,-1895.4068319999997,826.6515845454545,True
108,evaluation,strict_mixed_stratified,11,R12-R1,-172.309712,-20.84429706800197,-1895.4068319999997,826.6515845454545,True
108,evaluation,strict_mixed_stratified,11,R12-R2,0.0,0.0,0.0,654.3418725454545,True
109,evaluation,strict_mixed_stratified,12,R1-R0,0.0,0.0,0.0,794.43511025,True
109,evaluation,strict_mixed_stratified,12,R2-R0,-203.2798591666666,-25.58797522212943,-2439.3583099999996,794.43511025,True
109,evaluation,strict_mixed_stratified,12,R12-R0,-203.2798591666666,-25.58797522212943,-2439.3583099999996,794.43511025,True
109,evaluation,strict_mixed_stratified,12,R12-R1,-203.2798591666666,-25.58797522212943,-2439.3583099999996,794.43511025,True
109,evaluation,strict_mixed_stratified,12,R12-R2,0.0,0.0,0.0,591.1552510833334,True
110,evaluation,strict_mixed_stratified,13,R1-R0,0.0,0.0,0.0,759.2407828461538,True
110,evaluation,strict_mixed_stratified,13,R2-R0,-208.76697746153843,-27.496807623918333,-2713.9707069999995,759.2407828461538,True
110,evaluation,strict_mixed_stratified,13,R12-R0,-208.76697746153843,-27.496807623918333,-2713.9707069999995,759.2407828461538,True
110,evaluation,strict_mixed_stratified,13,R12-R1,-208.76697746153843,-27.496807623918333,-2713.9707069999995,759.2407828461538,True
110,evaluation,strict_mixed_stratified,13,R12-R2,0.0,0.0,0.0,550.4738053846154,True
111,evaluation,strict_mixed_stratified,14,R1-R0,0.0,0.0,0.0,633.1800864999999,True
111,evaluation,strict_mixed_stratified,14,R2-R0,-191.75033842857135,-30.283696931863535,-2684.5047379999996,633.1800864999999,True
111,evaluation,strict_mixed_stratified,14,R12-R0,-191.75033842857135,-30.283696931863535,-2684.5047379999996,633.1800864999999,True
111,evaluation,strict_mixed_stratified,14,R12-R1,-191.75033842857135,-30.283696931863535,-2684.5047379999996,633.1800864999999,True
111,evaluation,strict_mixed_stratified,14,R12-R2,0.0,0.0,0.0,441.42974807142855,True
112,evaluation,strict_mixed_stratified,15,R1-R0,0.0,0.0,0.0,555.7490756666666,True
112,evaluation,strict_mixed_stratified,15,R2-R0,-123.37420346666659,-22.199623691441882,-1850.6130519999988,555.7490756666666,True
112,evaluation,strict_mixed_stratified,15,R12-R0,-123.37420346666659,-22.199623691441882,-1850.6130519999988,555.7490756666666,True
112,evaluation,strict_mixed_stratified,15,R12-R1,-123.37420346666659,-22.199623691441882,-1850.6130519999988,555.7490756666666,True
112,evaluation,strict_mixed_stratified,15,R12-R2,0.0,0.0,0.0,432.3748722,True
113,evaluation,strict_mixed_stratified,16,R1-R0,-1.82895074999999,-0.4531960524598821,-29.26321199999984,403.5672288125,True
113,evaluation,strict_mixed_stratified,16,R2-R0,-58.67501281249997,-14.53909252868517,-938.8002049999996,403.5672288125,True
113,evaluation,strict_mixed_stratified,16,R12-R0,-119.92937631249998,-29.717322852351813,-1918.8700209999997,403.5672288125,True
113,evaluation,strict_mixed_stratified,16,R12-R1,-118.10042556249999,-29.397354449785997,-1889.6068089999999,401.7382780625,True
113,evaluation,strict_mixed_stratified,16,R12-R2,-61.25436350000001,-17.76043664029808,-980.0698160000002,344.892216,True
114,evaluation,strict_mixed_stratified,10,R1-R0,0.0,0.0,0.0,894.2809019,True
114,evaluation,strict_mixed_stratified,10,R2-R0,-201.35892969999998,-22.51629541368829,-2013.5892970000004,894.2809019,True
114,evaluation,strict_mixed_stratified,10,R12-R0,-201.35892969999998,-22.51629541368829,-2013.5892970000004,894.2809019,True
114,evaluation,strict_mixed_stratified,10,R12-R1,-201.35892969999998,-22.51629541368829,-2013.5892970000004,894.2809019,True
114,evaluation,strict_mixed_stratified,10,R12-R2,0.0,0.0,0.0,692.9219722,True
115,evaluation,strict_mixed_stratified,11,R1-R0,0.0,0.0,0.0,827.5672030909092,True
115,evaluation,strict_mixed_stratified,11,R2-R0,-165.20754363636377,-19.963036599242265,-1817.2829800000009,827.5672030909092,True
115,evaluation,strict_mixed_stratified,11,R12-R0,-165.20754363636377,-19.963036599242265,-1817.2829800000009,827.5672030909092,True
115,evaluation,strict_mixed_stratified,11,R12-R1,-165.20754363636377,-19.963036599242265,-1817.2829800000009,827.5672030909092,True
115,evaluation,strict_mixed_stratified,11,R12-R2,0.0,0.0,0.0,662.3596594545454,True
116,evaluation,strict_mixed_stratified,12,R1-R0,0.0,0.0,0.0,781.8018801666667,True
116,evaluation,strict_mixed_stratified,12,R2-R0,-190.4251745833334,-24.357216248026678,-2285.102095,781.8018801666667,True
116,evaluation,strict_mixed_stratified,12,R12-R0,-190.4251745833334,-24.357216248026678,-2285.102095,781.8018801666667,True
116,evaluation,strict_mixed_stratified,12,R12-R1,-190.4251745833334,-24.357216248026678,-2285.102095,781.8018801666667,True
116,evaluation,strict_mixed_stratified,12,R12-R2,0.0,0.0,0.0,591.3767055833333,True
117,evaluation,strict_mixed_stratified,13,R1-R0,0.0,0.0,0.0,687.7311000769231,True
117,evaluation,strict_mixed_stratified,13,R2-R0,-153.3214227692307,-22.29380389400474,-1993.1784960000005,687.7311000769231,True
117,evaluation,strict_mixed_stratified,13,R12-R0,-153.3214227692307,-22.29380389400474,-1993.1784960000005,687.7311000769231,True
117,evaluation,strict_mixed_stratified,13,R12-R1,-153.3214227692307,-22.29380389400474,-1993.1784960000005,687.7311000769231,True
117,evaluation,strict_mixed_stratified,13,R12-R2,0.0,0.0,0.0,534.4096773076924,True
118,evaluation,strict_mixed_stratified,14,R1-R0,0.0,0.0,0.0,617.1803719999999,True
118,evaluation,strict_mixed_stratified,14,R2-R0,-75.3385312142857,-12.206890340687261,-1054.7394369999993,617.1803719999999,True
118,evaluation,strict_mixed_stratified,14,R12-R0,-75.3385312142857,-12.206890340687261,-1054.7394369999993,617.1803719999999,True
118,evaluation,strict_mixed_stratified,14,R12-R1,-75.3385312142857,-12.206890340687261,-1054.7394369999993,617.1803719999999,True
118,evaluation,strict_mixed_stratified,14,R12-R2,0.0,0.0,0.0,541.8418407857142,True
119,evaluation,strict_mixed_stratified,15,R1-R0,0.0,0.0,0.0,646.35247,True
119,evaluation,strict_mixed_stratified,15,R2-R0,-134.13041080000005,-20.751898851720956,-2011.9561620000004,646.35247,True
119,evaluation,strict_mixed_stratified,15,R12-R0,-134.13041080000005,-20.751898851720956,-2011.9561620000004,646.35247,True
119,evaluation,strict_mixed_stratified,15,R12-R1,-134.13041080000005,-20.751898851720956,-2011.9561620000004,646.35247,True
119,evaluation,strict_mixed_stratified,15,R12-R2,0.0,0.0,0.0,512.2220592,True
120,evaluation,strict_mixed_stratified,16,R1-R0,-5.600509999999986,-1.1726489596763934,-89.60815999999977,477.5947613125,True
120,evaluation,strict_mixed_stratified,16,R2-R0,-12.694769749999978,-2.658063022951278,-203.11631599999964,477.5947613125,True
120,evaluation,strict_mixed_stratified,16,R12-R0,-62.38581881250002,-13.062500652447422,-998.1731010000003,477.5947613125,True
120,evaluation,strict_mixed_stratified,16,R12-R1,-56.785308812500034,-12.030932295169707,-908.5649410000005,471.9942513125,True
120,evaluation,strict_mixed_stratified,16,R12-R2,-49.69104906250004,-10.688545916185438,-795.0567850000007,464.8999915625,True
121,evaluation,strict_mixed_stratified,10,R1-R0,0.0,0.0,0.0,957.0362123000001,True
121,evaluation,strict_mixed_stratified,10,R2-R0,-248.23506550000013,-25.937896843362747,-2482.350655000001,957.0362123000001,True
121,evaluation,strict_mixed_stratified,10,R12-R0,-248.23506550000013,-25.937896843362747,-2482.350655000001,957.0362123000001,True
121,evaluation,strict_mixed_stratified,10,R12-R1,-248.23506550000013,-25.937896843362747,-2482.350655000001,957.0362123000001,True
121,evaluation,strict_mixed_stratified,10,R12-R2,0.0,0.0,0.0,708.8011468,True
122,evaluation,strict_mixed_stratified,11,R1-R0,0.0,0.0,0.0,847.741019090909,True
122,evaluation,strict_mixed_stratified,11,R2-R0,-248.26631772727274,-29.285632302363492,-2730.9294950000003,847.741019090909,True
122,evaluation,strict_mixed_stratified,11,R12-R0,-248.26631772727274,-29.285632302363492,-2730.9294950000003,847.741019090909,True
122,evaluation,strict_mixed_stratified,11,R12-R1,-248.26631772727274,-29.285632302363492,-2730.9294950000003,847.741019090909,True
122,evaluation,strict_mixed_stratified,11,R12-R2,0.0,0.0,0.0,599.4747013636363,True
123,evaluation,strict_mixed_stratified,12,R1-R0,0.0,0.0,0.0,735.0833406666667,True
123,evaluation,strict_mixed_stratified,12,R2-R0,-94.86210908333328,-12.904946124517023,-1138.3453090000003,735.0833406666667,True
123,evaluation,strict_mixed_stratified,12,R12-R0,-94.86210908333328,-12.904946124517023,-1138.3453090000003,735.0833406666667,True
123,evaluation,strict_mixed_stratified,12,R12-R1,-94.86210908333328,-12.904946124517023,-1138.3453090000003,735.0833406666667,True
123,evaluation,strict_mixed_stratified,12,R12-R2,0.0,0.0,0.0,640.2212315833334,True
124,evaluation,strict_mixed_stratified,13,R1-R0,0.0,0.0,0.0,694.405382,True
124,evaluation,strict_mixed_stratified,13,R2-R0,-88.34765092307703,-12.72277738813335,-1148.5194620000002,694.405382,True
124,evaluation,strict_mixed_stratified,13,R12-R0,-88.34765092307703,-12.72277738813335,-1148.5194620000002,694.405382,True
124,evaluation,strict_mixed_stratified,13,R12-R1,-88.34765092307703,-12.72277738813335,-1148.5194620000002,694.405382,True
124,evaluation,strict_mixed_stratified,13,R12-R2,0.0,0.0,0.0,606.057731076923,True
125,evaluation,strict_mixed_stratified,14,R1-R0,0.0,0.0,0.0,713.8897494285713,True
125,evaluation,strict_mixed_stratified,14,R2-R0,-141.10709157142855,-19.765950090245287,-1975.4992819999998,713.8897494285713,True
125,evaluation,strict_mixed_stratified,14,R12-R0,-141.10709157142855,-19.765950090245287,-1975.4992819999998,713.8897494285713,True
125,evaluation,strict_mixed_stratified,14,R12-R1,-141.10709157142855,-19.765950090245287,-1975.4992819999998,713.8897494285713,True
125,evaluation,strict_mixed_stratified,14,R12-R2,0.0,0.0,0.0,572.7826578571428,True
126,evaluation,strict_mixed_stratified,15,R1-R0,0.0,0.0,0.0,585.2789347333332,True
126,evaluation,strict_mixed_stratified,15,R2-R0,-83.33741399999991,-14.238922512728122,-1250.061209999999,585.2789347333332,True
126,evaluation,strict_mixed_stratified,15,R12-R0,-83.33741399999991,-14.238922512728122,-1250.061209999999,585.2789347333332,True
126,evaluation,strict_mixed_stratified,15,R12-R1,-83.33741399999991,-14.238922512728122,-1250.061209999999,585.2789347333332,True
126,evaluation,strict_mixed_stratified,15,R12-R2,0.0,0.0,0.0,501.94152073333333,True
127,evaluation,strict_mixed_stratified,16,R1-R0,-198.68828068750003,-36.978589522784894,-3179.0124910000004,537.3062716875,True
127,evaluation,strict_mixed_stratified,16,R2-R0,-82.51719418750002,-15.357571376999006,-1320.2751070000004,537.3062716875,True
127,evaluation,strict_mixed_stratified,16,R12-R0,-99.49545493750003,-18.517456463893108,-1591.9272790000005,537.3062716875,True
127,evaluation,strict_mixed_stratified,16,R12-R1,99.19282575,29.293430469262926,1587.085212,338.617991,True
127,evaluation,strict_mixed_stratified,16,R12-R2,-16.978260750000004,-3.733216471101376,-271.65217200000006,454.7890775,True
128,evaluation,strict_mixed_stratified,10,R1-R0,0.0,0.0,0.0,930.3414161000001,True
128,evaluation,strict_mixed_stratified,10,R2-R0,-207.30050590000008,-22.282196870156092,-2073.005059000001,930.3414161000001,True
128,evaluation,strict_mixed_stratified,10,R12-R0,-207.30050590000008,-22.282196870156092,-2073.005059000001,930.3414161000001,True
128,evaluation,strict_mixed_stratified,10,R12-R1,-207.30050590000008,-22.282196870156092,-2073.005059000001,930.3414161000001,True
128,evaluation,strict_mixed_stratified,10,R12-R2,0.0,0.0,0.0,723.0409102,True
129,evaluation,strict_mixed_stratified,11,R1-R0,0.0,0.0,0.0,808.969831,True
129,evaluation,strict_mixed_stratified,11,R2-R0,-173.68458281818175,-21.469846731303104,-1910.5304109999997,808.969831,True
