id,cohort,family,variant,run_status,error,total,cleared,virtual_time_s,mean_time_per_source,original_time_per_cleared,distance,detect_count,switch_count,clear_attempts,failed_clears,runtime_s,completion_reason,engine_end_reason,fallback_count,diagnostic_count,directional_count,scene_hash,source_hash,config_hash,remaining_tracks,transport,stage_discovery_s,stage_active_localization_s,stage_diagnostic_s,stage_optical_fallback_s,stage_certified_clear_s,first_source_first_seen_s,last_source_first_seen_s,last_source_first_seen_per_source_s,final_discovery_measure_s,post_last_seen_discovery_s,post_all_cleared_discovery_s,post_last_seen_discovery_measures,post_all_cleared_discovery_measures,discovery_nodes,discovery_measures,discovery_travel_s,discovery_measure_s,discovery_switch_s,known_actual_count,known_actual_measure_s,known_actual_switch_s,unseen_actual_count,unseen_actual_measure_s,unseen_actual_switch_s,absent_channel_count,absent_channel_measure_s,absent_channel_switch_s,audit_passed,known16_reached,known16_enabled,known16_time_s,known16_cleared,known16_unresolved,post_known16_s,conservative_set_checks
0,regression,previous_C,R0,FULL_CLEAR,,16,16,7710.824452,481.92652825,481.92652825,27789.1222591669,350,323,16,0,3.5688538999966113,public_max_cleared,user_exit,0,2,5,b26ddbd5fc3c7517f38be3a3b20eb2c117737797ba7f7121f8b6943bd8097183,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,a83f9b9046a67008b589df491c3fa79e7c9047910fd773dfff7c4327160acf7c,0,core,5860.621367,1079.9648370000016,152.81270300000006,0.0,617.4255449999989,11.0,7417.330335,463.5831459375,7435.330335,18.0,0,3,0,30,332,3891.6213669999993,1660.0,309.0,89.0,445.0,82.0,123.0,615.0,120.0,120.0,600.0,107.0,True,True,False,7417.330335,14,2,293.4941170000002,139
0,regression,previous_C,R1,FULL_CLEAR,,16,16,7690.905041,480.6815650625,480.6815650625,27784.525201909353,347,319,16,0,3.514199400000507,public_max_cleared,user_exit,0,2,5,b26ddbd5fc3c7517f38be3a3b20eb2c117737797ba7f7121f8b6943bd8097183,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,7b6ab61b38248b4dd3aed2ba1ac0d2b554bb786d5fded8da95698455f218b2e9,0,core,5842.621367,974.7050060000013,152.81270300000006,0.0,720.7659649999994,11.0,7417.330335,463.5831459375,7417.330335,0,0,0,0,30,329,3891.6213669999993,1645.0,306.0,88.0,440.0,81.0,123.0,615.0,120.0,118.0,590.0,105.0,True,True,True,7417.330335,14,2,273.57470600000033,138
0,regression,previous_C,R2,FULL_CLEAR,,16,16,6586.985887,411.6866179375,411.6866179375,24804.929444508984,261,241,16,0,2.2859645999997156,public_max_cleared,user_exit,0,0,5,b26ddbd5fc3c7517f38be3a3b20eb2c117737797ba7f7121f8b6943bd8097183,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,ad6f6ac36a2f55f3a95b0c23b8acacf0e55549b599af596fed473e92300394c4,0,core,4257.571182,1315.2187709999998,0.0,0.0,1014.1959339999999,11.0,6133.730086,383.358130375,6449.026204,129.1775379999999,0,8,0,23,245,2802.571182,1225.0,230.0,48.0,240.0,48.0,105.0,525.0,98.0,92.0,460.0,84.0,True,True,False,6133.730086,14,2,453.25580100000025,96
0,regression,previous_C,R12,FULL_CLEAR,,16,16,6508.900192,406.806262,406.806262,24604.50097200874,255,233,16,0,2.4448477999976603,public_max_cleared,user_exit,0,0,5,b26ddbd5fc3c7517f38be3a3b20eb2c117737797ba7f7121f8b6943bd8097183,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,8b388593ef2e9bdd4e80ec6a5d13f907c92e148dce5ef7b19a5a8078bffe25e0,0,core,4128.393644,1493.0191649999997,0.0,0.0,887.4873830000001,11.0,6133.730086,383.358130375,6133.730086,0,0,0,0,22,237,2721.393644,1185.0,222.0,46.0,230.0,46.0,105.0,525.0,98.0,86.0,430.0,78.0,True,True,True,6133.730086,14,2,375.1701060000005,96
1,regression,previous_C,R0,FULL_CLEAR,,16,16,7751.642454,484.477653375,484.477653375,29948.212262426867,285,257,16,0,2.45360319998872,public_max_cleared,user_exit,0,0,2,00af031b8bddcdca30c0a32b58b5017cbffef48e865f4eb1d94c761598562506,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,a83f9b9046a67008b589df491c3fa79e7c9047910fd773dfff7c4327160acf7c,0,core,5975.978709,945.0139129999994,0.0,0.0,830.6498320000003,5.0,2392.028753,149.5017970625,7686.192681,4803.374916000001,0,160,0,34,274,4358.978709,1370.0,247.0,101.0,505.0,87.0,37.0,185.0,35.0,136.0,680.0,125.0,True,True,False,2392.028753,11,5,5359.613701,144
1,regression,previous_C,R1,FULL_CLEAR,,16,16,3917.788044,244.86175275,244.86175275,15213.940213206666,134,125,16,0,2.7219985999981873,public_max_cleared,user_exit,0,5,2,00af031b8bddcdca30c0a32b58b5017cbffef48e865f4eb1d94c761598562506,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,7b6ab61b38248b4dd3aed2ba1ac0d2b554bb786d5fded8da95698455f218b2e9,0,core,1172.6037929999998,1572.975626,404.0163139999995,0.0,768.1923110000005,5.0,2392.028753,149.5017970625,2392.028753,0,0,0,0,8,114,491.6037929999999,570.0,111.0,46.0,230.0,45.0,37.0,185.0,35.0,31.0,155.0,31.0,True,True,True,2392.028753,11,5,1525.7592909999998,98
1,regression,previous_C,R2,FULL_CLEAR,,16,16,5823.347241,363.9592025625,363.9592025625,22351.73623844491,216,193,16,0,2.151086400001077,public_max_cleared,user_exit,0,0,2,00af031b8bddcdca30c0a32b58b5017cbffef48e865f4eb1d94c761598562506,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,ad6f6ac36a2f55f3a95b0c23b8acacf0e55549b599af596fed473e92300394c4,0,core,3666.7078370000013,854.0952740000005,0.0,0.0,1302.5441299999989,5.0,5225.102608,326.568913,5545.084751,319.9821430000002,0,15,0,21,200,2483.707837000001,1000.0,183.0,54.0,270.0,48.0,62.0,310.0,57.0,84.0,420.0,78.0,True,True,False,5225.102608,14,2,598.2446330000002,102
1,regression,previous_C,R12,FULL_CLEAR,,16,16,5553.682914,347.105182125,347.105182125,21363.41460232482,204,181,16,0,2.370265899997321,public_max_cleared,user_exit,0,0,2,00af031b8bddcdca30c0a32b58b5017cbffef48e865f4eb1d94c761598562506,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,8b388593ef2e9bdd4e80ec6a5d13f907c92e148dce5ef7b19a5a8078bffe25e0,0,core,3346.725694000001,1110.5353269999998,0.0,0.0,1096.4218929999993,5.0,5225.102608,326.568913,5225.102608,0,0,0,0,19,185,2251.7256940000007,925.0,170.0,50.0,250.0,45.0,62.0,310.0,57.0,73.0,365.0,68.0,True,True,True,5225.102608,14,2,328.58030599999984,101
2,regression,previous_C,R0,FULL_CLEAR,,16,16,8918.874214,557.429638375,557.429638375,34289.37105709773,335,306,16,0,2.382939000002807,public_max_cleared,user_exit,0,2,9,54413849870c175805afc3d7a313ed958fe5993fdbdf03ffe5ce934aec8cb27f,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,a83f9b9046a67008b589df491c3fa79e7c9047910fd773dfff7c4327160acf7c,0,core,6714.845975000001,1049.8033199999998,225.96000099999992,0.0,928.2649179999986,29.0,8573.650565,535.8531603125,8760.650565,187.0,0,8,0,36,324,4799.845975000001,1620.0,295.0,97.0,485.0,89.0,83.0,415.0,82.0,144.0,720.0,124.0,True,True,False,8573.650565,15,1,345.22364899999957,140
2,regression,previous_C,R1,FULL_CLEAR,,16,16,8823.334751,551.4584219375,551.4584219375,34026.67374181143,328,298,16,0,2.3839153999870177,public_max_cleared,user_exit,0,2,9,54413849870c175805afc3d7a313ed958fe5993fdbdf03ffe5ce934aec8cb27f,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,7b6ab61b38248b4dd3aed2ba1ac0d2b554bb786d5fded8da95698455f218b2e9,0,core,6527.845975000001,1139.6702379999995,225.96000099999992,0.0,929.8585369999997,29.0,8573.650565,535.8531603125,8573.650565,0,0,0,0,35,316,4659.845975000001,1580.0,288.0,96.0,480.0,88.0,83.0,415.0,82.0,137.0,685.0,118.0,True,True,True,8573.650565,15,1,249.6841860000004,140
2,regression,previous_C,R2,FULL_CLEAR,,16,16,6993.038969,437.0649355625,437.0649355625,27310.19485770267,245,226,16,0,1.8354382000106853,public_max_cleared,user_exit,0,4,9,54413849870c175805afc3d7a313ed958fe5993fdbdf03ffe5ce934aec8cb27f,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,ad6f6ac36a2f55f3a95b0c23b8acacf0e55549b599af596fed473e92300394c4,0,core,4476.855453000001,844.3085679999992,529.3902879999991,0.0,1142.4846600000014,29.0,5164.966176,322.810386,6880.217562,1523.464841,0,46,0,24,233,3095.8554530000006,1165.0,216.0,83.0,415.0,77.0,54.0,270.0,53.0,96.0,480.0,86.0,True,True,False,5164.966176,14,2,1828.0727930000003,127
2,regression,previous_C,R12,FULL_CLEAR,,16,16,6246.718892,390.41993075,390.41993075,24738.594465374517,206,189,16,0,2.2928815000050236,public_max_cleared,user_exit,0,8,9,54413849870c175805afc3d7a313ed958fe5993fdbdf03ffe5ce934aec8cb27f,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,8b388593ef2e9bdd4e80ec6a5d13f907c92e148dce5ef7b19a5a8078bffe25e0,0,core,2953.3906120000006,1034.9738589999995,1339.0014389999992,0.0,919.3529820000007,29.0,5164.966176,322.810386,5164.966176,0,0,0,0,16,187,1840.3906120000006,935.0,178.0,72.0,360.0,70.0,54.0,270.0,53.0,61.0,305.0,55.0,True,True,True,5164.966176,14,2,1081.752716,123
3,regression,previous_C,R0,FULL_CLEAR,,13,13,10426.66641,802.0512623076922,802.0512623076922,37953.33203510004,468,431,13,0,2.701657500001602,coverage_exhausted,user_exit,0,2,10,643dbbae32e20ebd1bfaccd7aab9a2127152ebe442e959a67d38b5fd4009d846,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,a83f9b9046a67008b589df491c3fa79e7c9047910fd773dfff7c4327160acf7c,0,core,7616.250649999998,1217.988770000001,755.5373530000015,0.0,836.8896369999984,29.0,7602.43107,584.80239,9646.400767,2043.9696969999995,0,80,0,37,454,4922.250649999999,2270.0,424.0,75.0,375.0,62.0,120.0,600.0,112.0,259.0,1295.0,250.0,True,False,False,,,,,115
3,regression,previous_C,R1,FULL_CLEAR,,13,13,10426.66641,802.0512623076922,802.0512623076922,37953.33203510004,468,431,13,0,2.8476002999959746,coverage_exhausted,user_exit,0,2,10,643dbbae32e20ebd1bfaccd7aab9a2127152ebe442e959a67d38b5fd4009d846,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,7b6ab61b38248b4dd3aed2ba1ac0d2b554bb786d5fded8da95698455f218b2e9,0,core,7616.250649999998,1217.988770000001,755.5373530000015,0.0,836.8896369999984,29.0,7602.43107,584.80239,9646.400767,2043.9696969999995,0,80,0,37,454,4922.250649999999,2270.0,424.0,75.0,375.0,62.0,120.0,600.0,112.0,259.0,1295.0,250.0,True,False,True,,,,,115
3,regression,previous_C,R2,FULL_CLEAR,,13,13,6808.110925,523.7008403846154,523.7008403846154,24785.55463551381,302,276,13,0,1.7513773999962723,coverage_exhausted,user_exit,0,1,10,643dbbae32e20ebd1bfaccd7aab9a2127152ebe442e959a67d38b5fd4009d846,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,ad6f6ac36a2f55f3a95b0c23b8acacf0e55549b599af596fed473e92300394c4,0,core,4928.412604,1060.3670140000002,130.77587599999993,0.0,688.5554310000001,29.0,5152.630583,396.3561986923077,6808.110925,1107.3963919999997,883.9287549999999,58,35,25,288,3219.4126039999996,1440.0,269.0,60.0,300.0,52.0,53.0,265.0,52.0,175.0,875.0,165.0,True,False,False,,,,,99
3,regression,previous_C,R12,FULL_CLEAR,,13,13,6808.110925,523.7008403846154,523.7008403846154,24785.55463551381,302,276,13,0,1.8181699000124354,coverage_exhausted,user_exit,0,1,10,643dbbae32e20ebd1bfaccd7aab9a2127152ebe442e959a67d38b5fd4009d846,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,8b388593ef2e9bdd4e80ec6a5d13f907c92e148dce5ef7b19a5a8078bffe25e0,0,core,4928.412604,1060.3670140000002,130.77587599999993,0.0,688.5554310000001,29.0,5152.630583,396.3561986923077,6808.110925,1107.3963919999997,883.9287549999999,58,35,25,288,3219.4126039999996,1440.0,269.0,60.0,300.0,52.0,53.0,265.0,52.0,175.0,875.0,165.0,True,False,True,,,,,99
4,regression,previous_C,R0,FULL_CLEAR,,16,16,8441.453379,527.5908361875,527.5908361875,32092.26690404977,329,298,16,0,2.8152585000061663,public_max_cleared,user_exit,0,0,5,34b58d99bb71e215c827fc4e627131f753f36508a83c71e2125db64999cb80cb,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,a83f9b9046a67008b589df491c3fa79e7c9047910fd773dfff7c4327160acf7c,0,core,6695.214429999998,1125.1184,0.0,0.0,621.1205490000027,5.0,6995.850112,437.240632,8277.855364,1221.5951139999988,0,41,0,37,316,4828.214429999997,1580.0,287.0,86.0,430.0,81.0,82.0,410.0,69.0,148.0,740.0,137.0,True,True,False,6995.850112,14,2,1445.6032670000004,131
4,regression,previous_C,R1,FULL_CLEAR,,16,16,7344.256436,459.01602725,459.01602725,27716.282188417248,291,266,16,0,2.884070000000065,public_max_cleared,user_exit,0,1,5,34b58d99bb71e215c827fc4e627131f753f36508a83c71e2125db64999cb80cb,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,7b6ab61b38248b4dd3aed2ba1ac0d2b554bb786d5fded8da95698455f218b2e9,0,core,5473.619315999999,1255.8665159999998,162.2082479999999,0.0,452.562356000001,5.0,6995.850112,437.240632,6995.850112,0,0,0,0,30,275,3845.619315999999,1375.0,253.0,77.0,385.0,75.0,82.0,410.0,69.0,116.0,580.0,109.0,True,True,True,6995.850112,14,2,348.4063239999996,125
4,regression,previous_C,R2,FULL_CLEAR,,16,16,5071.568911,316.9730569375,316.9730569375,19652.84455283856,179,166,16,0,1.843893900004332,public_max_cleared,user_exit,0,0,5,34b58d99bb71e215c827fc4e627131f753f36508a83c71e2125db64999cb80cb,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,ad6f6ac36a2f55f3a95b0c23b8acacf0e55549b599af596fed473e92300394c4,0,core,2905.957461999999,1179.1304380000001,0.0,0.0,986.4810110000012,5.0,4837.461952,302.341372,4940.444095,102.98214300000018,0,11,0,15,166,1919.957461999999,830.0,156.0,32.0,160.0,30.0,74.0,370.0,67.0,60.0,300.0,59.0,True,True,False,4837.461952,14,2,234.10695900000064,77
4,regression,previous_C,R12,FULL_CLEAR,,16,16,5331.520918,333.220057375,333.220057375,21117.60459210241,174,158,16,0,2.139272799991886,public_max_cleared,user_exit,0,1,5,34b58d99bb71e215c827fc4e627131f753f36508a83c71e2125db64999cb80cb,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,8b388593ef2e9bdd4e80ec6a5d13f907c92e148dce5ef7b19a5a8078bffe25e0,0,core,2802.9753189999988,1451.9938550000006,151.64786300000014,0.0,924.9038810000006,5.0,4837.461952,302.341372,4837.461952,0,0,0,0,14,155,1881.9753189999988,775.0,146.0,29.0,145.0,27.0,74.0,370.0,67.0,52.0,260.0,52.0,True,True,True,4837.461952,14,2,494.0589660000005,80
5,development,strict_mixed_stratified,R0,FULL_CLEAR,,10,10,9217.760489,921.7760489,921.7760489,30493.80244373528,517,484,10,0,2.2983932999923127,coverage_exhausted,user_exit,0,0,4,55589cd228ffa45deb4218c583ea6040248041d9e94e18d520148ff5fdd2a821,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,a83f9b9046a67008b589df491c3fa79e7c9047910fd773dfff7c4327160acf7c,0,core,7794.321165999999,1140.1422100000004,0.0,0.0,283.2971130000005,41.0,6289.914059,628.9914059,9217.760489,2673.161774,1097.7511270000005,141,50,37,504,4799.321166,2520.0,475.0,58.0,290.0,58.0,76.0,380.0,76.0,370.0,1850.0,341.0,True,False,False,,,,,91
5,development,strict_mixed_stratified,R1,FULL_CLEAR,,10,10,9217.760489,921.7760489,921.7760489,30493.80244373528,517,484,10,0,2.3166162999987137,coverage_exhausted,user_exit,0,0,4,55589cd228ffa45deb4218c583ea6040248041d9e94e18d520148ff5fdd2a821,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,7b6ab61b38248b4dd3aed2ba1ac0d2b554bb786d5fded8da95698455f218b2e9,0,core,7794.321165999999,1140.1422100000004,0.0,0.0,283.2971130000005,41.0,6289.914059,628.9914059,9217.760489,2673.161774,1097.7511270000005,141,50,37,504,4799.321166,2520.0,475.0,58.0,290.0,58.0,76.0,380.0,76.0,370.0,1850.0,341.0,True,False,True,,,,,91
5,development,strict_mixed_stratified,R2,FULL_CLEAR,,10,10,6820.345799,682.0345798999999,682.0345798999999,23506.72900420113,349,324,10,0,1.7704890000022715,coverage_exhausted,user_exit,0,0,4,55589cd228ffa45deb4218c583ea6040248041d9e94e18d520148ff5fdd2a821,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,ad6f6ac36a2f55f3a95b0c23b8acacf0e55549b599af596fed473e92300394c4,0,core,5627.987235999999,886.9105090000002,0.0,0.0,305.44805399999984,41.0,4731.678505,473.1678505,6820.345799,1818.4483499999997,1666.3662669999994,83,70,25,336,3631.987236,1680.0,316.0,30.0,150.0,30.0,56.0,280.0,56.0,250.0,1250.0,230.0,True,False,False,,,,,63
5,development,strict_mixed_stratified,R12,FULL_CLEAR,,10,10,6820.345799,682.0345798999999,682.0345798999999,23506.72900420113,349,324,10,0,1.7215655999898445,coverage_exhausted,user_exit,0,0,4,55589cd228ffa45deb4218c583ea6040248041d9e94e18d520148ff5fdd2a821,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,8b388593ef2e9bdd4e80ec6a5d13f907c92e148dce5ef7b19a5a8078bffe25e0,0,core,5627.987235999999,886.9105090000002,0.0,0.0,305.44805399999984,41.0,4731.678505,473.1678505,6820.345799,1818.4483499999997,1666.3662669999994,83,70,25,336,3631.987236,1680.0,316.0,30.0,150.0,30.0,56.0,280.0,56.0,250.0,1250.0,230.0,True,False,True,,,,,63
6,development,strict_mixed_stratified,R0,FULL_CLEAR,,11,11,9405.519756,855.0472505454545,855.0472505454545,32367.598777052237,485,452,11,0,2.1830684000015026,coverage_exhausted,user_exit,0,0,4,1be8d6f0e58486959751d38ee4614a924b15303d806b78478faf5c69e66022e2,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,a83f9b9046a67008b589df491c3fa79e7c9047910fd773dfff7c4327160acf7c,0,core,7691.474002,1392.7570299999986,0.0,0.0,321.28872400000085,5.0,6643.503753,603.9548866363637,9405.519756,2579.759551,2111.769652,112,90,37,472,4889.474002,2360.0,442.0,88.0,440.0,79.0,51.0,255.0,49.0,333.0,1665.0,314.0,True,False,False,,,,,123
6,development,strict_mixed_stratified,R1,FULL_CLEAR,,11,11,9405.519756,855.0472505454545,855.0472505454545,32367.598777052237,485,452,11,0,2.184728799998993,coverage_exhausted,user_exit,0,0,4,1be8d6f0e58486959751d38ee4614a924b15303d806b78478faf5c69e66022e2,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,7b6ab61b38248b4dd3aed2ba1ac0d2b554bb786d5fded8da95698455f218b2e9,0,core,7691.474002,1392.7570299999986,0.0,0.0,321.28872400000085,5.0,6643.503753,603.9548866363637,9405.519756,2579.759551,2111.769652,112,90,37,472,4889.474002,2360.0,442.0,88.0,440.0,79.0,51.0,255.0,49.0,333.0,1665.0,314.0,True,False,True,,,,,123
6,development,strict_mixed_stratified,R2,FULL_CLEAR,,11,11,7238.041776,658.0037978181819,658.0037978181819,24950.208894251864,369,348,11,0,1.4055307999951765,coverage_exhausted,user_exit,0,0,4,1be8d6f0e58486959751d38ee4614a924b15303d806b78478faf5c69e66022e2,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,ad6f6ac36a2f55f3a95b0c23b8acacf0e55549b599af596fed473e92300394c4,0,core,5723.031276999999,885.5047209999994,0.0,0.0,629.5057780000012,5.0,5457.385418,496.12594709090905,7238.041776,1376.1881709999998,621.5441099999998,63,18,25,359,3587.031276999999,1795.0,341.0,75.0,375.0,68.0,59.0,295.0,57.0,225.0,1125.0,216.0,True,False,False,,,,,106
6,development,strict_mixed_stratified,R12,FULL_CLEAR,,11,11,7238.041776,658.0037978181819,658.0037978181819,24950.208894251864,369,348,11,0,1.4000116999959573,coverage_exhausted,user_exit,0,0,4,1be8d6f0e58486959751d38ee4614a924b15303d806b78478faf5c69e66022e2,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,8b388593ef2e9bdd4e80ec6a5d13f907c92e148dce5ef7b19a5a8078bffe25e0,0,core,5723.031276999999,885.5047209999994,0.0,0.0,629.5057780000012,5.0,5457.385418,496.12594709090905,7238.041776,1376.1881709999998,621.5441099999998,63,18,25,359,3587.031276999999,1795.0,341.0,75.0,375.0,68.0,59.0,295.0,57.0,225.0,1125.0,216.0,True,False,True,,,,,106
7,development,strict_mixed_stratified,R0,FULL_CLEAR,,12,12,9131.270586,760.9392155,760.9392155,32526.352941043853,434,396,12,0,2.5238669000100344,coverage_exhausted,user_exit,0,3,9,13ee2288f3f74818529b212c5cfcebf35f4736253e2f229021cfc7fd994b2930,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,a83f9b9046a67008b589df491c3fa79e7c9047910fd773dfff7c4327160acf7c,0,core,7168.218661000002,1162.662068999999,186.81310499999972,0.0,613.5767510000003,35.0,7263.35673,605.2797275,9131.270586,1748.6561260000008,1555.6561260000008,73,64,37,417,4696.218661000001,2085.0,387.0,52.0,260.0,51.0,69.0,345.0,57.0,296.0,1480.0,279.0,True,False,False,,,,,93
7,development,strict_mixed_stratified,R1,FULL_CLEAR,,12,12,9131.270586,760.9392155,760.9392155,32526.352941043853,434,396,12,0,2.6296785000013188,coverage_exhausted,user_exit,0,3,9,13ee2288f3f74818529b212c5cfcebf35f4736253e2f229021cfc7fd994b2930,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,7b6ab61b38248b4dd3aed2ba1ac0d2b554bb786d5fded8da95698455f218b2e9,0,core,7168.218661000002,1162.662068999999,186.81310499999972,0.0,613.5767510000003,35.0,7263.35673,605.2797275,9131.270586,1748.6561260000008,1555.6561260000008,73,64,37,417,4696.218661000001,2085.0,387.0,52.0,260.0,51.0,69.0,345.0,57.0,296.0,1480.0,279.0,True,False,True,,,,,93
7,development,strict_mixed_stratified,R2,FULL_CLEAR,,12,12,7152.072467,596.0060389166666,596.0060389166666,25500.362335948947,335,317,12,0,1.5465417000086745,coverage_exhausted,user_exit,0,2,9,13ee2288f3f74818529b212c5cfcebf35f4736253e2f229021cfc7fd994b2930,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,ad6f6ac36a2f55f3a95b0c23b8acacf0e55549b599af596fed473e92300394c4,0,core,5251.020878,874.0541169999992,239.20953700000018,0.0,787.7879350000004,35.0,4166.159147,347.1799289166667,7152.072467,2489.3889359999994,498.16385999999966,114,16,25,324,3323.0208780000003,1620.0,308.0,75.0,375.0,68.0,49.0,245.0,46.0,200.0,1000.0,194.0,True,False,False,,,,,110
7,development,strict_mixed_stratified,R12,FULL_CLEAR,,12,12,7152.072467,596.0060389166666,596.0060389166666,25500.362335948947,335,317,12,0,1.6081197999883443,coverage_exhausted,user_exit,0,2,9,13ee2288f3f74818529b212c5cfcebf35f4736253e2f229021cfc7fd994b2930,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,8b388593ef2e9bdd4e80ec6a5d13f907c92e148dce5ef7b19a5a8078bffe25e0,0,core,5251.020878,874.0541169999992,239.20953700000018,0.0,787.7879350000004,35.0,4166.159147,347.1799289166667,7152.072467,2489.3889359999994,498.16385999999966,114,16,25,324,3323.0208780000003,1620.0,308.0,75.0,375.0,68.0,49.0,245.0,46.0,200.0,1000.0,194.0,True,False,True,,,,,110
8,development,strict_mixed_stratified,R0,FULL_CLEAR,,13,13,8844.415001,680.3396154615384,680.3396154615384,30287.07498844416,459,427,13,0,2.946374299994204,coverage_exhausted,user_exit,0,2,5,283c914c6b7b269d0ce48e1569a6e6e14c2e05b24b54ba4ffee75347bb14d9ec,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,a83f9b9046a67008b589df491c3fa79e7c9047910fd773dfff7c4327160acf7c,0,core,7211.1045189999995,1008.0081610000001,171.54748100000052,0.0,453.7548399999989,29.0,5236.26993,402.78999461538467,8844.415001,3066.1425199999994,757.1294359999993,137,28,37,446,4563.104519,2230.0,418.0,95.0,475.0,85.0,92.0,460.0,87.0,259.0,1295.0,246.0,True,False,False,,,,,134
8,development,strict_mixed_stratified,R1,FULL_CLEAR,,13,13,8844.415001,680.3396154615384,680.3396154615384,30287.07498844416,459,427,13,0,2.942392299999483,coverage_exhausted,user_exit,0,2,5,283c914c6b7b269d0ce48e1569a6e6e14c2e05b24b54ba4ffee75347bb14d9ec,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,7b6ab61b38248b4dd3aed2ba1ac0d2b554bb786d5fded8da95698455f218b2e9,0,core,7211.1045189999995,1008.0081610000001,171.54748100000052,0.0,453.7548399999989,29.0,5236.26993,402.78999461538467,8844.415001,3066.1425199999994,757.1294359999993,137,28,37,446,4563.104519,2230.0,418.0,95.0,475.0,85.0,92.0,460.0,87.0,259.0,1295.0,246.0,True,False,True,,,,,134
8,development,strict_mixed_stratified,R2,FULL_CLEAR,,13,13,6855.873179,527.3748599230769,527.3748599230769,23959.365889426852,337,314,13,0,2.5557438999967417,coverage_exhausted,user_exit,0,1,5,283c914c6b7b269d0ce48e1569a6e6e14c2e05b24b54ba4ffee75347bb14d9ec,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,ad6f6ac36a2f55f3a95b0c23b8acacf0e55549b599af596fed473e92300394c4,0,core,4886.851538000001,946.887982,381.1964149999999,0.0,640.9372439999995,29.0,5919.567106,455.35131584615385,6855.873179,668.6236980000003,287.0607090000003,30,14,25,323,2965.851538000001,1615.0,306.0,31.0,155.0,30.0,117.0,585.0,103.0,175.0,875.0,173.0,True,False,False,,,,,71
8,development,strict_mixed_stratified,R12,FULL_CLEAR,,13,13,6855.873179,527.3748599230769,527.3748599230769,23959.365889426852,337,314,13,0,2.458397199996398,coverage_exhausted,user_exit,0,1,5,283c914c6b7b269d0ce48e1569a6e6e14c2e05b24b54ba4ffee75347bb14d9ec,c8ee7cf0047be6a556716e6110a1887d5b39e30a9a4761165ddadded151cbc63,8b388593ef2e9bdd4e80ec6a5d13f907c92e148dce5ef7b19a5a8078bffe25e0,0,core,4886.851538000001,946.887982,381.1964149999999,0.0,640.9372439999995,29.0,5919.567106,455.35131584615385,6855.873179,668.6236980000003,287.0607090000003,30,14,25,323,2965.851538000001,1615.0,306.0,31.0,155.0,30.0,117.0,585.0,103.0,175.0,875.0,173.0,True,False,True,,,,,71
