audit,certified_clears,clear_attempts,cleared,completion_reason,device,discovery_nodes,distance_m,execution_backend,localization_observations,mean_time_per_source_s,measures,mixed,optical_fallbacks,policy,problem,runtime_s,seed,status,total,variant,virtual_time_s,wall_s
True,11,11,11,coverage_exhausted,cpu,7,16264.30457635288,LOCAL_DEV,29,360.2600832727273,110,False,0,P3,3,0.6213779000099748,130,FULL_CLEAR,11,A,3962.860916,0.6218397000047844
True,11,11,11,coverage_exhausted,cpu,7,14701.925772007944,LOCAL_DEV,28,331.8531958181818,110,False,0,P3,3,0.7157526999944821,130,FULL_CLEAR,11,D,3650.385154,0.71625800000038
True,11,11,11,coverage_exhausted,cpu,7,15106.258850278304,LOCAL_DEV,30,343.9319791818182,119,False,0,P3,3,0.7431074000051012,131,FULL_CLEAR,11,A,3783.251771,0.743629399992642
True,11,11,11,coverage_exhausted,cpu,7,14561.476985654392,LOCAL_DEV,32,333.48139972727273,118,False,0,P3,3,0.66525210000691,131,FULL_CLEAR,11,D,3668.295397,0.665726099992753
True,11,11,11,coverage_exhausted,cpu,7,15068.846980687269,LOCAL_DEV,32,338.3426720909091,111,False,0,P3,3,1.0529172999958973,132,FULL_CLEAR,11,A,3721.769393,1.05347410000104
True,11,11,11,coverage_exhausted,cpu,7,13398.38682412026,LOCAL_DEV,31,313.8797604545455,121,False,0,P3,3,0.7618187999905786,132,FULL_CLEAR,11,D,3452.677365,0.7622829000029014
True,11,11,11,coverage_exhausted,cpu,7,16658.820917181965,LOCAL_DEV,29,366.796744,109,False,0,P3,3,0.6946292000066023,133,FULL_CLEAR,11,A,4034.764184,0.6949060000042664
True,11,11,11,coverage_exhausted,cpu,7,14057.61274587535,LOCAL_DEV,33,321.6838680909091,113,False,0,P3,3,0.7406779999873834,133,FULL_CLEAR,11,D,3538.522549,0.7411786999873584
True,13,80,14,coverage_exhausted,cpu,7,19310.9659520872,LOCAL_DEV,35,341.4423712142857,109,False,1,P3,3,0.7435013999929652,134,FULL_CLEAR,14,A,4780.193197,0.7439199000073131
True,14,14,14,coverage_exhausted,cpu,7,14763.338119236578,LOCAL_DEV,37,267.1191162857143,120,False,0,P3,3,0.8072574000107124,134,FULL_CLEAR,14,D,3739.667628,0.8077890999993542
True,11,11,11,coverage_exhausted,cpu,7,17892.15762832395,LOCAL_DEV,30,389.49377518181814,110,False,0,P3,3,0.8240135000087321,135,FULL_CLEAR,11,A,4284.431527,0.8243033999897307
True,11,11,11,coverage_exhausted,cpu,7,13202.691498581216,LOCAL_DEV,31,308.23075445454543,117,False,0,P3,3,0.6931627000012668,135,FULL_CLEAR,11,D,3390.538299,0.6934763000026578
True,12,26,14,coverage_exhausted,cpu,7,16067.244675975373,LOCAL_DEV,36,285.5320667142857,114,False,2,P3,3,0.6917464999860385,136,FULL_CLEAR,14,A,3997.448934,0.6922432999999728
True,14,14,14,coverage_exhausted,cpu,7,16155.636884967083,LOCAL_DEV,38,282.00909814285717,109,False,0,P3,3,0.9012738000019453,136,FULL_CLEAR,14,D,3948.127374,0.9017610000009881
True,13,13,13,coverage_exhausted,cpu,7,14260.800532143903,LOCAL_DEV,37,276.0123156923077,113,False,0,P3,3,0.8934551999991527,137,FULL_CLEAR,13,A,3588.160104,0.8939314000017475
True,13,13,13,coverage_exhausted,cpu,7,13685.150764760945,LOCAL_DEV,38,267.69462699999997,114,False,0,P3,3,0.9235755999980029,137,FULL_CLEAR,13,D,3480.030151,0.9240259000071092
True,13,17,14,coverage_exhausted,cpu,7,16940.642304239715,LOCAL_DEV,44,299.00917592857144,121,False,1,P3,3,1.035313699991093,138,FULL_CLEAR,14,A,4186.128463,1.0358257000043523
True,14,14,14,coverage_exhausted,cpu,7,16912.569483917672,LOCAL_DEV,47,299.03670707142857,124,False,0,P3,3,1.2094563999999082,138,FULL_CLEAR,14,D,4186.513899,1.2100127000012435
True,15,15,15,coverage_exhausted,cpu,7,16453.634464212842,LOCAL_DEV,39,267.24845973333333,108,False,0,P3,3,0.8972110000031535,139,FULL_CLEAR,15,A,4008.726896,0.8976786999992328
True,15,15,15,coverage_exhausted,cpu,7,15072.280732413803,LOCAL_DEV,41,254.83040986666668,123,False,0,P3,3,0.9128493000025628,139,FULL_CLEAR,15,D,3822.456148,0.9133770999906119
True,14,14,14,coverage_exhausted,cpu,7,16044.893739217154,LOCAL_DEV,38,273.9270532142857,94,False,0,P3,3,0.9531653999874834,140,FULL_CLEAR,14,A,3834.978745,0.953603000001749
True,14,14,14,coverage_exhausted,cpu,7,13046.618517221552,LOCAL_DEV,40,241.59455014285714,118,False,0,P3,3,0.8507149000070058,140,FULL_CLEAR,14,D,3382.323702,0.8512371999968309
True,14,14,14,coverage_exhausted,cpu,7,16000.92022047286,LOCAL_DEV,39,277.8702887142857,104,False,0,P3,3,0.9125094000046374,141,FULL_CLEAR,14,A,3890.184042,0.9129839000088396
True,14,14,14,coverage_exhausted,cpu,7,14879.949883823632,LOCAL_DEV,42,265.2135697857143,112,False,0,P3,3,0.9964474000007613,141,FULL_CLEAR,14,D,3712.989977,0.9969165000075009
True,16,16,16,coverage_exhausted,cpu,7,18715.38416524624,LOCAL_DEV,44,271.6923018125,89,False,0,P3,3,1.0914544999977807,142,FULL_CLEAR,16,A,4347.076829,1.0919080000021495
True,16,16,16,coverage_exhausted,cpu,7,15211.61599611845,LOCAL_DEV,41,232.8951998125,101,False,0,P3,3,0.7064583000028506,142,FULL_CLEAR,16,D,3726.323197,0.7068458000139799
True,12,12,12,coverage_exhausted,cpu,7,19345.305595562975,LOCAL_DEV,34,377.17175991666664,101,False,0,P3,3,0.8906480000005104,143,FULL_CLEAR,12,A,4526.061119,0.8910769999929471
True,12,12,12,coverage_exhausted,cpu,7,13068.018539944744,LOCAL_DEV,35,281.38364241666665,118,False,0,P3,3,0.6948781000101008,143,FULL_CLEAR,12,D,3376.603709,0.6953806999954395
True,14,14,14,coverage_exhausted,cpu,7,18765.950028115494,LOCAL_DEV,38,312.6564291428571,94,False,0,P3,3,0.9963790999900084,144,FULL_CLEAR,14,A,4377.190008,0.9968152000074042
True,14,14,14,coverage_exhausted,cpu,7,14565.56661193605,LOCAL_DEV,43,261.86523735714286,115,False,0,P3,3,0.9899945000070147,144,FULL_CLEAR,14,D,3666.113323,0.990297800002736
True,13,13,13,coverage_exhausted,cpu,7,15651.879842352928,LOCAL_DEV,32,298.6443053076923,116,False,0,P3,3,0.7516986999980872,145,FULL_CLEAR,13,A,3882.375969,0.7521986999927321
True,13,13,13,coverage_exhausted,cpu,7,13742.102246364793,LOCAL_DEV,36,272.0323423846154,122,False,0,P3,3,0.9602401000011014,145,FULL_CLEAR,13,D,3536.420451,0.9607699000043795
True,12,94,13,coverage_exhausted,cpu,7,21346.85681215236,LOCAL_DEV,30,399.33625930769233,103,False,1,P3,3,0.6731228999997256,146,FULL_CLEAR,13,A,5191.371371,0.6737548999954015
True,13,13,13,coverage_exhausted,cpu,7,14078.67643992672,LOCAL_DEV,36,273.05656053846155,112,False,0,P3,3,0.8527157000062289,146,FULL_CLEAR,13,D,3549.735287,0.8532144000055268
True,12,12,12,coverage_exhausted,cpu,7,15701.15967278046,LOCAL_DEV,32,319.51932816666664,107,False,0,P3,3,0.7592827000044053,147,FULL_CLEAR,12,A,3834.231938,0.7597481999982847
True,12,12,12,coverage_exhausted,cpu,7,11416.092542612805,LOCAL_DEV,33,253.93487566666667,118,False,0,P3,3,0.7329058000032092,147,FULL_CLEAR,12,D,3047.218508,0.7334088000061456
True,15,15,15,coverage_exhausted,cpu,7,18934.026177997974,LOCAL_DEV,38,299.9203490666667,107,False,0,P3,3,0.9730532999965362,148,FULL_CLEAR,15,A,4498.805236,0.9734968999982812
True,15,15,15,coverage_exhausted,cpu,7,15805.61353066679,LOCAL_DEV,40,263.0748471333333,119,False,0,P3,3,0.8134776999941096,148,FULL_CLEAR,15,D,3946.122707,0.8140319999947678
True,13,13,13,coverage_exhausted,cpu,7,16732.536814082465,LOCAL_DEV,30,310.88518176923077,106,False,0,P3,3,0.6761507999908645,149,FULL_CLEAR,13,A,4041.507363,0.6766590000042925
True,13,13,13,coverage_exhausted,cpu,7,13898.583364956603,LOCAL_DEV,32,271.28589776923076,114,False,0,P3,3,0.6604191000078572,149,FULL_CLEAR,13,D,3526.716671,0.6608964000042761
True,14,295,15,coverage_exhausted,cpu,7,28991.13833550704,LOCAL_DEV,37,489.81517840000004,107,False,1,P3,3,0.9175859999959357,150,FULL_CLEAR,15,A,7347.227676,0.9182366000022739
True,15,15,15,coverage_exhausted,cpu,7,16340.231625087392,LOCAL_DEV,41,269.0030883333333,116,False,0,P3,3,0.9376131000026362,150,FULL_CLEAR,15,D,4035.046325,0.9381243999960134
True,10,10,10,coverage_exhausted,cpu,7,16163.209232959662,LOCAL_DEV,27,396.3641846,115,False,0,P3,3,0.8108968000015011,151,FULL_CLEAR,10,A,3963.641846,0.8113728000025731
True,10,10,10,coverage_exhausted,cpu,7,12892.269880990281,LOCAL_DEV,26,335.5453976,122,False,0,P3,3,0.7613017999974545,151,FULL_CLEAR,10,D,3355.453976,0.7618280000024242
True,13,13,13,coverage_exhausted,cpu,7,14418.799032595232,LOCAL_DEV,37,281.9046005384615,120,False,0,P3,3,0.8154918000072939,152,FULL_CLEAR,13,A,3664.759807,0.8160215999960201
True,13,13,13,coverage_exhausted,cpu,7,13441.199315524753,LOCAL_DEV,37,266.78768176923074,120,False,0,P3,3,0.7967215999960899,152,FULL_CLEAR,13,D,3468.239863,0.7973303999897325
True,11,11,11,coverage_exhausted,cpu,7,13261.331838730017,LOCAL_DEV,31,309.0242152727273,116,False,0,P3,3,0.7402313999918988,153,FULL_CLEAR,11,A,3399.266368,0.7407183000032092
True,11,11,11,coverage_exhausted,cpu,7,12152.923739904196,LOCAL_DEV,31,292.68952272727273,123,False,0,P3,3,0.771838700005901,153,FULL_CLEAR,11,D,3219.58475,0.7723401999974158
True,13,13,13,coverage_exhausted,cpu,7,18130.53012331202,LOCAL_DEV,36,330.6235403076923,103,False,0,P3,3,0.9412069999962114,154,FULL_CLEAR,13,A,4298.106024,0.9416597999952501
True,13,13,13,coverage_exhausted,cpu,7,12823.425464087159,LOCAL_DEV,38,255.3603916153846,116,False,0,P3,3,0.8885255999921355,154,FULL_CLEAR,13,D,3319.685091,0.8890152999956626
True,15,22,16,coverage_exhausted,cpu,7,18986.86108413831,LOCAL_DEV,43,279.148263375,96,False,1,P3,3,0.942133600008674,155,FULL_CLEAR,16,A,4466.372214,0.9425418000028003
True,16,16,16,coverage_exhausted,cpu,7,16346.921950897671,LOCAL_DEV,46,249.7740243125,109,False,0,P3,3,0.9745014000072842,155,FULL_CLEAR,16,D,3996.384389,0.9749685999995563
True,14,14,14,coverage_exhausted,cpu,7,19318.972358505478,LOCAL_DEV,41,327.9853194285714,112,False,0,P3,3,1.280266900008428,156,FULL_CLEAR,14,A,4591.794472,1.2808037000067998
True,14,14,14,coverage_exhausted,cpu,7,12596.656947976491,LOCAL_DEV,41,232.38081335714287,112,False,0,P3,3,1.0099770999950124,156,FULL_CLEAR,14,D,3253.331387,1.0103051999903983
True,12,12,12,coverage_exhausted,cpu,7,17191.426878382033,LOCAL_DEV,34,340.19044791666664,99,False,0,P3,3,0.8784890999959316,157,FULL_CLEAR,12,A,4082.285375,0.8787570999993477
True,12,12,12,coverage_exhausted,cpu,7,13650.712854660094,LOCAL_DEV,35,291.1785474166667,118,False,0,P3,3,0.8376812000060454,157,FULL_CLEAR,12,D,3494.142569,0.838188399997307
True,13,13,13,coverage_exhausted,cpu,7,16722.434074987334,LOCAL_DEV,37,312.26821638461536,110,False,0,P3,3,1.110910099989269,158,FULL_CLEAR,13,A,4059.486813,1.11138149999897
True,13,13,13,coverage_exhausted,cpu,7,13689.793461395837,LOCAL_DEV,39,271.76605315384614,123,False,0,P3,3,1.052469200003543,158,FULL_CLEAR,13,D,3532.958691,1.0529846999997972
True,14,24,15,coverage_exhausted,cpu,7,18199.44541173584,LOCAL_DEV,43,288.19260546666663,98,False,1,P3,3,1.114180500007933,159,FULL_CLEAR,15,A,4322.889082,1.1146884000045247
True,15,15,15,coverage_exhausted,cpu,7,15314.815154949014,LOCAL_DEV,43,248.26420206666666,99,False,0,P3,3,1.0981136000045808,159,FULL_CLEAR,15,D,3723.963031,1.0983871999924304
True,11,11,11,coverage_exhausted,cpu,7,15416.004628258357,LOCAL_DEV,27,340.2909931818182,102,False,0,P3,3,0.6675411000032909,160,FULL_CLEAR,11,A,3743.200925,0.6681736999889836
True,11,11,11,coverage_exhausted,cpu,7,13267.160149755133,LOCAL_DEV,33,308.4029115454545,115,False,0,P3,3,0.771552399994107,160,FULL_CLEAR,11,D,3392.432027,0.7720727999985684
True,16,16,16,coverage_exhausted,cpu,7,20004.393379936675,LOCAL_DEV,45,290.742417125,97,False,0,P3,3,1.4147426999988966,161,FULL_CLEAR,16,A,4651.878674,1.4151600999903167
True,16,16,16,coverage_exhausted,cpu,7,16500.332347103504,LOCAL_DEV,48,257.3166543125,124,False,0,P3,3,1.1542383000050904,161,FULL_CLEAR,16,D,4117.066469,1.1547164999938104
True,11,11,11,coverage_exhausted,cpu,7,18975.685195009988,LOCAL_DEV,29,407.01245827272726,106,False,0,P3,3,0.8352201000088826,162,FULL_CLEAR,11,A,4477.137041,0.8356978000083473
True,11,11,11,coverage_exhausted,cpu,7,14091.369497032174,LOCAL_DEV,33,325.3885363636364,119,False,0,P3,3,0.7509836999961408,162,FULL_CLEAR,11,D,3579.2739,0.7514830000000075
True,11,11,11,coverage_exhausted,cpu,7,15365.351780745792,LOCAL_DEV,31,346.91548690909093,116,False,0,P3,3,0.821146599992062,163,FULL_CLEAR,11,A,3816.070356,0.8217084999923827
True,11,11,11,coverage_exhausted,cpu,7,15365.351780745792,LOCAL_DEV,31,346.91548690909093,116,False,0,P3,3,0.8354680000047665,163,FULL_CLEAR,11,D,3816.070356,0.8359626000019489
True,11,11,11,coverage_exhausted,cpu,7,16359.749415055412,LOCAL_DEV,27,368.2681711818182,122,False,0,P3,3,0.8303101000055904,164,FULL_CLEAR,11,A,4050.949883,0.8308296000031987
True,11,11,11,coverage_exhausted,cpu,7,12838.934749421616,LOCAL_DEV,30,306.16245000000004,125,False,0,P3,3,0.6090630999970017,164,FULL_CLEAR,11,D,3367.78695,0.6093843999988167
True,14,24,15,coverage_exhausted,cpu,7,16659.559866442934,LOCAL_DEV,44,271.8607982666667,108,False,1,P3,3,0.9649642000003951,165,FULL_CLEAR,15,A,4077.911974,0.9655678999988595
True,15,15,15,coverage_exhausted,cpu,7,16437.620085049337,LOCAL_DEV,46,267.7682678,110,False,0,P3,3,1.084533700006432,165,FULL_CLEAR,15,D,4016.524017,1.0850301000027684
True,10,10,10,coverage_exhausted,cpu,7,15569.12116144872,LOCAL_DEV,26,386.7824233,118,False,0,P3,3,0.5164053999906173,166,FULL_CLEAR,10,A,3867.824233,0.516938000000664
True,10,10,10,coverage_exhausted,cpu,7,12212.784476687668,LOCAL_DEV,29,322.7556896,123,False,0,P3,3,0.4566192000056617,166,FULL_CLEAR,10,D,3227.556896,0.4571825000020908
True,12,12,12,coverage_exhausted,cpu,7,14984.844272308877,LOCAL_DEV,32,314.9974045,121,False,0,P3,3,0.7693997000023955,167,FULL_CLEAR,12,A,3779.968854,0.7699428999912925
True,12,12,12,coverage_exhausted,cpu,7,15694.618245617763,LOCAL_DEV,30,320.24363725,108,False,0,P3,3,0.6716044999920996,167,FULL_CLEAR,12,D,3842.923647,0.6721034000074724
True,11,11,11,coverage_exhausted,cpu,7,15646.305341341445,LOCAL_DEV,28,354.75100636363635,121,False,0,P3,3,0.8753090999962296,168,FULL_CLEAR,11,A,3902.26107,0.8758574000094086
True,11,11,11,coverage_exhausted,cpu,7,12660.23983216835,LOCAL_DEV,28,296.2770878181818,113,False,0,P3,3,0.6747496000025421,168,FULL_CLEAR,11,D,3259.047966,0.6752836999949068
True,13,13,13,coverage_exhausted,cpu,7,14672.860177745102,LOCAL_DEV,36,283.35169515384615,115,False,0,P3,3,0.7629916000005323,169,FULL_CLEAR,13,A,3683.572037,0.7634783999965293
True,13,13,13,coverage_exhausted,cpu,7,13557.485136642308,LOCAL_DEV,35,268.8074636153846,121,False,0,P3,3,0.8630599000025541,169,FULL_CLEAR,13,D,3494.497027,0.8635452000016812
True,15,15,15,coverage_exhausted,cpu,7,13782.491106333162,LOCAL_DEV,42,234.36654793333335,115,False,0,P3,3,0.9465758000005735,170,FULL_CLEAR,15,A,3515.498219,0.9471191000047838
True,15,15,15,coverage_exhausted,cpu,7,13527.607141964447,LOCAL_DEV,44,225.96809526666667,102,False,0,P3,3,0.8110027000075206,170,FULL_CLEAR,15,D,3389.521429,0.8115073999942979
True,9,24,10,coverage_exhausted,cpu,7,15749.016070085974,LOCAL_DEV,25,396.980321,122,False,1,P3,3,0.6073032999993302,171,FULL_CLEAR,10,A,3969.80321,0.6078484000026947
True,10,10,10,coverage_exhausted,cpu,7,12722.843101489543,LOCAL_DEV,29,333.8568619,125,False,0,P3,3,0.7918694000109099,171,FULL_CLEAR,10,D,3338.568619,0.7924023999948986
True,11,11,11,coverage_exhausted,cpu,7,15551.711370212206,LOCAL_DEV,31,346.66747927272723,109,False,0,P3,3,0.7561202999931993,172,FULL_CLEAR,11,A,3813.342272,0.7566031000023941
True,11,11,11,coverage_exhausted,cpu,7,13729.129817867055,LOCAL_DEV,36,323.62054209090905,128,False,0,P3,3,0.8990972999890801,172,FULL_CLEAR,11,D,3559.825963,0.8996398000017507
True,14,14,14,coverage_exhausted,cpu,7,17942.70953804977,LOCAL_DEV,35,306.3958505,106,False,0,P3,3,0.7525578999920981,173,FULL_CLEAR,14,A,4289.541907,0.7530701000068802
True,14,14,14,coverage_exhausted,cpu,7,16075.863268173027,LOCAL_DEV,40,285.36947507142855,119,False,0,P3,3,0.8922828000067966,173,FULL_CLEAR,14,D,3995.172651,0.8928018000005977
True,15,15,15,coverage_exhausted,cpu,7,17996.38246005553,LOCAL_DEV,40,283.9517661333333,99,False,0,P3,3,0.9663603999943007,174,FULL_CLEAR,15,A,4259.276492,0.9668470999895362
True,15,15,15,coverage_exhausted,cpu,7,13249.913811905133,LOCAL_DEV,45,226.39885086666666,113,False,0,P3,3,1.0508216000016546,174,FULL_CLEAR,15,D,3395.982763,1.0513457999913953
True,14,14,14,coverage_exhausted,cpu,7,15982.92171228867,LOCAL_DEV,38,283.04173885714283,117,False,0,P3,3,0.93591749999905,175,FULL_CLEAR,14,A,3962.584344,0.9362584000045899
True,14,14,14,coverage_exhausted,cpu,7,15982.92171228867,LOCAL_DEV,38,283.04173885714283,117,False,0,P3,3,0.8846332000102848,175,FULL_CLEAR,14,D,3962.584344,0.8851708000001963
True,15,15,15,coverage_exhausted,cpu,7,17665.027895616295,LOCAL_DEV,39,280.0003719333333,100,False,0,P3,3,0.959296799992444,176,FULL_CLEAR,15,A,4200.005579,0.959814899993944
True,15,15,15,coverage_exhausted,cpu,7,15386.001742353776,LOCAL_DEV,41,254.0800232,111,False,0,P3,3,0.6454368999984581,176,FULL_CLEAR,15,D,3811.200348,0.6459388000075705
True,10,10,10,coverage_exhausted,cpu,7,13447.090813472405,LOCAL_DEV,26,336.2418164,105,False,0,P3,3,0.6073935000022175,177,FULL_CLEAR,10,A,3362.418164,0.607815200011828
True,10,10,10,coverage_exhausted,cpu,7,13354.95090349171,LOCAL_DEV,27,340.09901840000003,114,False,0,P3,3,0.5377632000017911,177,FULL_CLEAR,10,D,3400.990184,0.5382018999953289
True,11,11,11,coverage_exhausted,cpu,7,17952.84087076578,LOCAL_DEV,29,390.14256145454544,109,False,0,P3,3,0.8849249000049895,178,FULL_CLEAR,11,A,4291.568176,0.8853908999881241
True,11,11,11,coverage_exhausted,cpu,7,15090.421674385674,LOCAL_DEV,32,345.82584845454545,123,False,0,P3,3,0.8694556999980705,178,FULL_CLEAR,11,D,3804.084333,0.8699693999951705
True,10,10,10,coverage_exhausted,cpu,7,14012.273151399138,LOCAL_DEV,29,352.5454628,114,False,0,P3,3,0.8116435999982059,179,FULL_CLEAR,10,A,3525.454628,0.8121253999997862
True,10,10,10,coverage_exhausted,cpu,7,11501.416067206252,LOCAL_DEV,29,298.7283212,107,False,0,P3,3,0.6263711999927182,179,FULL_CLEAR,10,D,2987.283212,0.6268087999924319
True,10,10,10,coverage_exhausted,cpu,7,15575.252881361988,LOCAL_DEV,27,379.30505750000003,106,False,0,P3,3,0.7354487999982666,180,FULL_CLEAR,10,A,3793.050575,0.7358776000037324
True,10,10,10,coverage_exhausted,cpu,7,11397.38685564851,LOCAL_DEV,27,303.947737,119,False,0,P3,3,0.6842149000003701,180,FULL_CLEAR,10,D,3039.47737,0.6847131999966223
True,13,13,13,coverage_exhausted,cpu,7,17198.18301787918,LOCAL_DEV,35,315.81820053846155,102,False,0,P3,3,1.0158052000042517,181,FULL_CLEAR,13,A,4105.636607,1.016298899994581
True,13,13,13,coverage_exhausted,cpu,7,14722.40406146277,LOCAL_DEV,39,284.8062165384615,117,False,0,P3,3,1.0354308999958448,181,FULL_CLEAR,13,D,3702.480815,1.035929199992097
True,13,13,13,coverage_exhausted,cpu,7,19294.590363932977,LOCAL_DEV,36,346.6860056153846,99,False,0,P3,3,1.058200700004818,182,FULL_CLEAR,13,A,4506.918073,1.0584521999990102
True,13,13,13,coverage_exhausted,cpu,7,13099.062753559765,LOCAL_DEV,38,258.21634976923076,113,False,0,P3,3,0.9209602000046289,182,FULL_CLEAR,13,D,3356.812547,0.9214304000051925
True,12,74,13,coverage_exhausted,cpu,7,18320.431815016684,LOCAL_DEV,34,352.00664330769234,112,False,1,P3,3,0.9912274999951478,183,FULL_CLEAR,13,A,4576.086363,0.9915873999998439
True,13,13,13,coverage_exhausted,cpu,7,15709.324987896569,LOCAL_DEV,36,302.1434613076923,121,False,0,P3,3,0.8871361000055913,183,FULL_CLEAR,13,D,3927.864997,0.8876867999933893
True,10,10,10,coverage_exhausted,cpu,7,14967.654039428935,LOCAL_DEV,25,372.6530808,115,False,0,P3,3,0.6577407000004314,184,FULL_CLEAR,10,A,3726.530808,0.6583973999950103
True,10,10,10,coverage_exhausted,cpu,7,12443.384131662158,LOCAL_DEV,28,330.0676825,128,False,0,P3,3,0.7156477000098675,184,FULL_CLEAR,10,D,3300.676825,0.7161654999945313
True,14,112,15,coverage_exhausted,cpu,7,26451.802293406417,LOCAL_DEV,42,424.9573644,121,False,1,P3,3,0.962616299992078,185,FULL_CLEAR,15,A,6374.360466,0.9633822000032524
True,15,15,15,coverage_exhausted,cpu,7,17594.747372888116,LOCAL_DEV,47,286.2632984,118,False,0,P3,3,1.161875699996017,185,FULL_CLEAR,15,D,4293.949476,1.162535100011155
True,14,14,14,coverage_exhausted,cpu,7,17810.724743215804,LOCAL_DEV,39,306.1532107142857,111,False,0,P3,3,1.195324200001778,186,FULL_CLEAR,14,A,4286.14495,1.1958946000086144
True,14,14,14,coverage_exhausted,cpu,7,14849.615816881627,LOCAL_DEV,42,268.63736885714286,122,False,0,P3,3,1.2145306000020355,186,FULL_CLEAR,14,D,3760.923164,1.215041099989321
True,14,14,14,coverage_exhausted,cpu,7,17793.497752844058,LOCAL_DEV,41,305.7642538571428,110,False,0,P3,3,1.000808099997812,187,FULL_CLEAR,14,A,4280.699554,1.0013178999943193
True,14,14,14,coverage_exhausted,cpu,7,18220.592981986734,LOCAL_DEV,41,310.222757,106,False,0,P3,3,0.9888076000061119,187,FULL_CLEAR,14,D,4343.118598,0.9893382000009296
True,10,10,10,coverage_exhausted,cpu,7,11238.69747265752,LOCAL_DEV,28,304.7739493,126,False,0,P3,3,0.6768376000109129,188,FULL_CLEAR,10,A,3047.739493,0.6773661000042921
True,10,10,10,coverage_exhausted,cpu,7,12673.454641765738,LOCAL_DEV,31,328.769093,118,False,0,P3,3,0.8263914999988629,188,FULL_CLEAR,10,D,3287.69093,0.8268982000008691
True,10,10,10,coverage_exhausted,cpu,7,14702.289135718287,LOCAL_DEV,27,362.34578270000003,107,False,0,P3,3,0.8225393000029726,189,FULL_CLEAR,10,A,3623.457827,0.8227983999968274
True,10,10,10,coverage_exhausted,cpu,7,10934.87680022127,LOCAL_DEV,30,296.8975358,123,False,0,P3,3,0.7631804999982705,189,FULL_CLEAR,10,D,2968.975358,0.7636295999982394
True,12,12,12,coverage_exhausted,cpu,7,16921.49591936306,LOCAL_DEV,34,350.9415986666667,129,False,0,P3,3,0.9181876000075135,190,FULL_CLEAR,12,A,4211.299184,0.918794600002002
True,12,12,12,coverage_exhausted,cpu,7,15702.095558116738,LOCAL_DEV,32,326.61825941666666,121,False,0,P3,3,0.7664617999980692,190,FULL_CLEAR,12,D,3919.419113,0.7669970999995712
True,16,16,16,coverage_exhausted,cpu,7,17164.170773897447,LOCAL_DEV,44,256.8646346875,100,False,0,P3,3,1.0106903999985661,191,FULL_CLEAR,16,A,4109.834155,1.0109704999922542
True,16,16,16,coverage_exhausted,cpu,7,17164.170773897447,LOCAL_DEV,44,256.8646346875,100,False,0,P3,3,0.9722998999932315,191,FULL_CLEAR,16,D,4109.834155,0.9727296000055503
True,12,12,12,coverage_exhausted,cpu,7,17934.09112272865,LOCAL_DEV,33,358.5681853333333,111,False,0,P3,3,0.9123981000011554,192,FULL_CLEAR,12,A,4302.818224,0.9127204999967944
True,12,12,12,coverage_exhausted,cpu,7,15730.549116444026,LOCAL_DEV,35,326.6758185833333,120,False,0,P3,3,0.8370760000107111,192,FULL_CLEAR,12,D,3920.109823,0.837390000000596
True,14,14,14,coverage_exhausted,cpu,7,19089.086636187676,LOCAL_DEV,40,321.20123778571434,103,False,0,P3,3,0.9643213999952422,193,FULL_CLEAR,14,A,4496.817329,0.9647904000012204
True,14,14,14,coverage_exhausted,cpu,7,16329.221223507533,LOCAL_DEV,39,282.70316007142856,105,False,0,P3,3,0.9549448999896413,193,FULL_CLEAR,14,D,3957.844241,0.9552410000032978
True,16,16,16,coverage_exhausted,cpu,7,20602.443971881083,LOCAL_DEV,45,303.843049625,112,False,0,P3,3,1.240966199999093,194,FULL_CLEAR,16,A,4861.488794,1.241277600012836
True,16,16,16,coverage_exhausted,cpu,7,17094.506389176368,LOCAL_DEV,46,260.4938298125,113,False,0,P3,3,1.229374700007611,194,FULL_CLEAR,16,D,4167.901277,1.2298888999939663
True,15,15,15,coverage_exhausted,cpu,7,15511.38907759367,LOCAL_DEV,43,257.685188,116,False,0,P3,3,0.9591752000123961,195,FULL_CLEAR,15,A,3865.27782,0.9597320000029868
True,15,15,15,coverage_exhausted,cpu,7,16903.285276396557,LOCAL_DEV,43,277.44380386666666,119,False,0,P3,3,0.9131807999947341,195,FULL_CLEAR,15,D,4161.657058,0.9135430000023916
True,15,15,15,coverage_exhausted,cpu,7,17949.18673336775,LOCAL_DEV,39,282.9891566,98,False,0,P3,3,1.0031521999917459,196,FULL_CLEAR,15,A,4244.837349,1.003393999999389
True,15,15,15,coverage_exhausted,cpu,7,14491.03344316285,LOCAL_DEV,40,241.68044613333333,109,False,0,P3,3,0.739944100001594,196,FULL_CLEAR,15,D,3625.206692,0.7404442999977618
True,12,12,12,coverage_exhausted,cpu,7,19394.74691906243,LOCAL_DEV,35,382.74578191666666,111,False,0,P3,3,1.0848385999997845,197,FULL_CLEAR,12,A,4592.949383,1.0853344000061043
True,12,12,12,coverage_exhausted,cpu,7,15640.87652753635,LOCAL_DEV,35,325.84794208333335,122,False,0,P3,3,0.8484972000005655,197,FULL_CLEAR,12,D,3910.175305,0.8490555000025779
True,11,11,11,coverage_exhausted,cpu,7,12855.315265122434,LOCAL_DEV,30,304.7330048181818,122,False,0,P3,3,0.7414133000129368,198,FULL_CLEAR,11,A,3352.063053,0.7419329000113066
