audit,certified_clears,clear_attempts,cleared,completion_reason,device,discovery_nodes,distance_m,execution_backend,localization_observations,mean_time_per_source_s,measures,mixed,optical_fallbacks,policy,problem,runtime_s,seed,status,total,variant,virtual_time_s,wall_s
True,16,16,16,coverage_exhausted,cpu,7,14836.807740235678,LOCAL_DEV,47,229.5850965625,105,False,0,P3,3,1.010725200001616,259,FULL_CLEAR,16,D,3673.361545,1.0112223000032827
True,10,10,10,coverage_exhausted,cpu,7,14029.53822716761,LOCAL_DEV,29,355.8907645,118,False,0,P3,3,0.7280276999954367,260,FULL_CLEAR,10,A,3558.907645,0.728610000005574
True,10,10,10,coverage_exhausted,cpu,7,13581.911743135783,LOCAL_DEV,32,353.0382348,128,False,0,P3,3,0.7083951000095112,260,FULL_CLEAR,10,D,3530.382348,0.7087209000019357
True,16,16,16,coverage_exhausted,cpu,7,17979.024750467357,LOCAL_DEV,46,269.675309375,108,False,0,P3,3,1.2613771000033012,261,FULL_CLEAR,16,A,4314.80495,1.2618714999989606
True,16,16,16,coverage_exhausted,cpu,7,18072.854554051617,LOCAL_DEV,48,273.2231816875,114,False,0,P3,3,1.220220999995945,261,FULL_CLEAR,16,D,4371.570907,1.2207696999976179
True,16,16,16,coverage_exhausted,cpu,7,21011.903017846762,LOCAL_DEV,41,302.711287625,95,False,0,P3,3,1.0751272000052268,262,FULL_CLEAR,16,A,4843.380602,1.0755588000029093
True,16,16,16,coverage_exhausted,cpu,7,15717.088480544713,LOCAL_DEV,44,245.96360625,120,False,0,P3,3,1.0665644999971846,262,FULL_CLEAR,16,D,3935.4177,1.067025399999693
True,13,13,13,coverage_exhausted,cpu,7,17517.82957584206,LOCAL_DEV,36,325.12045484615385,111,False,0,P3,3,0.8650575999927241,263,FULL_CLEAR,13,A,4226.565913,0.8655488999938825
True,13,13,13,coverage_exhausted,cpu,7,17099.130989464495,LOCAL_DEV,39,323.60201507692307,122,False,0,P3,3,1.15110889999778,263,FULL_CLEAR,13,D,4206.826196,1.1516222999925958
True,15,15,15,coverage_exhausted,cpu,7,21050.386004122374,LOCAL_DEV,42,326.4718131333333,104,False,0,P3,3,1.203989499990712,264,FULL_CLEAR,15,A,4897.077197,1.20446290000109
True,15,15,15,coverage_exhausted,cpu,7,15564.526691127856,LOCAL_DEV,45,258.86035573333334,117,False,0,P3,3,1.149321199991391,264,FULL_CLEAR,15,D,3882.905336,1.1496408000093652
True,15,15,15,coverage_exhausted,cpu,7,16676.35356132356,LOCAL_DEV,40,268.8180475333333,105,False,0,P3,3,1.1148225999932038,265,FULL_CLEAR,15,A,4032.270713,1.1151086000027135
True,15,15,15,coverage_exhausted,cpu,7,16690.1498311836,LOCAL_DEV,42,273.46866446666667,116,False,0,P3,3,1.029445099993609,265,FULL_CLEAR,15,D,4102.029967,1.0299678000010317
True,14,14,14,coverage_exhausted,cpu,7,17638.449226433557,LOCAL_DEV,41,301.6207032857143,106,False,0,P3,3,1.0668416999978945,266,FULL_CLEAR,14,A,4222.689846,1.067340299996431
True,14,14,14,coverage_exhausted,cpu,7,16704.41545607876,LOCAL_DEV,41,288.56307785714284,106,False,0,P3,3,1.014101299995673,266,FULL_CLEAR,14,D,4039.88309,1.014376999999513
True,13,13,13,coverage_exhausted,cpu,7,17884.327432806323,LOCAL_DEV,37,332.1434989230769,114,False,0,P3,3,0.9439818999962881,267,FULL_CLEAR,13,A,4317.865486,0.9444827999977861
True,13,13,13,coverage_exhausted,cpu,7,15091.399740092087,LOCAL_DEV,37,288.79076546153846,113,False,0,P3,3,0.9736363999982132,267,FULL_CLEAR,13,D,3754.279951,0.9741211999935331
True,12,12,12,coverage_exhausted,cpu,7,18765.184566525324,LOCAL_DEV,32,372.3364095833333,111,False,0,P3,3,0.9077566000050865,268,FULL_CLEAR,12,A,4468.036915,0.9082495000038762
True,12,12,12,coverage_exhausted,cpu,7,13524.031166877707,LOCAL_DEV,31,282.0671863333333,104,False,0,P3,3,0.7362060999876121,268,FULL_CLEAR,12,D,3384.806236,0.7367365000100108
True,12,12,12,coverage_exhausted,cpu,7,15445.352624260157,LOCAL_DEV,33,319.255877,115,False,0,P3,3,0.9380264000064926,269,FULL_CLEAR,12,A,3831.070524,0.9385594000050332
True,12,12,12,coverage_exhausted,cpu,7,13886.36325931057,LOCAL_DEV,34,293.10605433333336,114,False,0,P3,3,0.7922950000065612,269,FULL_CLEAR,12,D,3517.272652,0.7927960999950301
True,15,15,15,coverage_exhausted,cpu,7,19199.251582127028,LOCAL_DEV,40,297.2566878,92,False,0,P3,3,1.0332513000030303,270,FULL_CLEAR,15,A,4458.850317,1.0336953999940306
True,15,15,15,coverage_exhausted,cpu,7,15582.348639319498,LOCAL_DEV,39,256.49798153333336,110,False,0,P3,3,0.7178671999863582,270,FULL_CLEAR,15,D,3847.469723,0.7183397000044351
True,10,10,10,coverage_exhausted,cpu,7,13994.772639249566,LOCAL_DEV,29,356.7954528,121,False,0,P3,3,0.768714199992246,271,FULL_CLEAR,10,A,3567.954528,0.7692711000127019
True,10,10,10,coverage_exhausted,cpu,7,11172.978500838484,LOCAL_DEV,30,298.1595699,117,False,0,P3,3,0.7551326000102563,271,FULL_CLEAR,10,D,2981.595699,0.7556559000076959
True,16,16,16,coverage_exhausted,cpu,7,22877.24015721505,LOCAL_DEV,45,330.840502,108,False,0,P3,3,1.2319721000094432,272,FULL_CLEAR,16,A,5293.448032,1.232550500004436
True,16,16,16,coverage_exhausted,cpu,7,16524.08961249208,LOCAL_DEV,44,249.801120125,103,False,0,P3,3,1.1114016999927117,272,FULL_CLEAR,16,D,3996.817922,1.1119044999941252
True,10,10,10,coverage_exhausted,cpu,7,17600.13423552707,LOCAL_DEV,29,428.6026848,121,False,0,P3,3,0.8730092999903718,273,FULL_CLEAR,10,A,4286.026848,0.8734783000109019
True,10,10,10,coverage_exhausted,cpu,7,12230.041873174252,LOCAL_DEV,29,320.8008376,120,False,0,P3,3,0.7479919999896083,273,FULL_CLEAR,10,D,3208.008376,0.7484701000066707
True,11,11,11,coverage_exhausted,cpu,7,17127.934457637708,LOCAL_DEV,32,373.3260810909091,106,False,0,P3,3,0.9206728999997722,274,FULL_CLEAR,11,A,4106.586892,0.9211607000033837
True,11,11,11,coverage_exhausted,cpu,7,13700.54669359864,LOCAL_DEV,36,320.1917579090909,122,False,0,P3,3,0.7932161999924574,274,FULL_CLEAR,11,D,3522.109337,0.7935314000060316
True,12,12,12,coverage_exhausted,cpu,7,15668.480774237227,LOCAL_DEV,35,316.30801283333335,102,False,0,P3,3,0.8903610999986995,275,FULL_CLEAR,12,A,3795.696154,0.890805500006536
True,12,12,12,coverage_exhausted,cpu,7,12454.78939881109,LOCAL_DEV,35,269.57982308333334,115,False,0,P3,3,0.8193393999972614,275,FULL_CLEAR,12,D,3234.957877,0.8198783999978332
True,13,13,13,coverage_exhausted,cpu,7,18801.303107771975,LOCAL_DEV,36,337.7123555384615,96,False,0,P3,3,1.014027299999725,276,FULL_CLEAR,13,A,4390.260622,1.0144825000024866
True,13,13,13,coverage_exhausted,cpu,7,15440.301368773096,LOCAL_DEV,34,293.7738672307692,112,False,0,P3,3,0.9166955000109738,276,FULL_CLEAR,13,D,3819.060274,0.9171780000033323
True,12,12,12,coverage_exhausted,cpu,7,17715.87343404203,LOCAL_DEV,37,355.76455708333333,113,False,0,P3,3,1.1127828000026057,277,FULL_CLEAR,12,A,4269.174685,1.1133054999954766
True,12,12,12,coverage_exhausted,cpu,7,13905.197040808842,LOCAL_DEV,37,298.2532841666667,124,False,0,P3,3,0.8763319999998203,277,FULL_CLEAR,12,D,3579.03941,0.8768608999962453
True,11,26,13,coverage_exhausted,cpu,7,13356.815972924629,LOCAL_DEV,36,263.3356303846154,109,False,2,P3,3,0.7130027999955928,278,FULL_CLEAR,13,A,3423.363195,0.7134999999980209
True,13,13,13,coverage_exhausted,cpu,7,11805.55359037343,LOCAL_DEV,36,233.8546706153846,103,False,0,P3,3,0.7489206999889575,278,FULL_CLEAR,13,D,3040.110718,0.749399699998321
True,13,13,13,coverage_exhausted,cpu,7,19232.167894438153,LOCAL_DEV,37,350.8025831538462,110,False,0,P3,3,1.030503799993312,279,FULL_CLEAR,13,A,4560.433581,1.0307833000115352
True,13,13,13,coverage_exhausted,cpu,7,15934.954441417432,LOCAL_DEV,38,306.38391484615386,123,False,0,P3,3,0.9030659000127343,279,FULL_CLEAR,13,D,3982.990893,0.9033670000062557
True,14,14,14,coverage_exhausted,cpu,7,16901.321790481434,LOCAL_DEV,35,287.80459707142853,98,False,0,P3,3,0.8994766000105301,280,FULL_CLEAR,14,A,4029.264359,0.8997577999980422
True,14,14,14,coverage_exhausted,cpu,7,14690.394640300608,LOCAL_DEV,38,260.79135214285714,108,False,0,P3,3,0.7281132000061916,280,FULL_CLEAR,14,D,3651.07893,0.7285712000011699
True,15,15,15,coverage_exhausted,cpu,7,17696.285520830403,LOCAL_DEV,41,277.08380693333334,92,False,0,P3,3,1.0890048000001116,281,FULL_CLEAR,15,A,4156.257104,1.0892791999940528
True,15,15,15,coverage_exhausted,cpu,7,12884.634523500865,LOCAL_DEV,44,220.5284602,110,False,0,P3,3,0.9455642000102671,281,FULL_CLEAR,15,D,3307.926903,0.9460415999928955
True,15,15,15,coverage_exhausted,cpu,7,17771.447191010804,LOCAL_DEV,40,286.8859626666666,114,False,0,P3,3,1.066075599999749,282,FULL_CLEAR,15,A,4303.28944,1.0665818000125
True,15,15,15,coverage_exhausted,cpu,7,18246.627769859955,LOCAL_DEV,40,297.88837026666664,125,False,0,P3,3,0.9073100000096019,282,FULL_CLEAR,15,D,4468.325554,0.9078742999990936
True,10,10,10,coverage_exhausted,cpu,7,13033.362903861222,LOCAL_DEV,27,336.967258,120,False,0,P3,3,0.6755706999974791,283,FULL_CLEAR,10,A,3369.67258,0.6760612999933073
True,10,10,10,coverage_exhausted,cpu,7,13033.362903861222,LOCAL_DEV,27,336.967258,120,False,0,P3,3,0.6766118999948958,283,FULL_CLEAR,10,D,3369.67258,0.6771011000091676
True,14,14,14,coverage_exhausted,cpu,7,13258.513374943075,LOCAL_DEV,39,236.40733392857143,99,False,0,P3,3,0.7068137999885948,284,FULL_CLEAR,14,A,3309.702675,0.7070864000124857
True,14,14,14,coverage_exhausted,cpu,7,13601.360433682356,LOCAL_DEV,43,246.80514907142856,112,False,0,P3,3,0.9419270000071265,284,FULL_CLEAR,14,D,3455.272087,0.9424268000002485
True,12,12,12,coverage_exhausted,cpu,7,13995.8387430077,LOCAL_DEV,35,290.26397925,105,False,0,P3,3,0.6931599999952596,285,FULL_CLEAR,12,A,3483.167751,0.6936265999975149
True,12,12,12,coverage_exhausted,cpu,7,13594.764774563508,LOCAL_DEV,34,287.16274633333336,112,False,0,P3,3,0.7642970000015339,285,FULL_CLEAR,12,D,3445.952956,0.764783400009037
True,14,14,14,coverage_exhausted,cpu,7,15855.268986624911,LOCAL_DEV,38,281.789557,118,False,0,P3,3,0.7940568000049097,286,FULL_CLEAR,14,A,3945.053798,0.794549400001415
True,14,14,14,coverage_exhausted,cpu,7,14848.133899161738,LOCAL_DEV,39,264.6876270714286,112,False,0,P3,3,0.7506657000049017,286,FULL_CLEAR,14,D,3705.626779,0.7511463999981061
True,16,16,16,coverage_exhausted,cpu,7,19033.41842800741,LOCAL_DEV,40,276.4802304375,91,False,0,P3,3,1.1178186000033747,287,FULL_CLEAR,16,A,4423.683687,1.1182752000022447
True,16,16,16,coverage_exhausted,cpu,7,15157.4557401161,LOCAL_DEV,44,231.5931966875,100,False,0,P3,3,0.9871379999967758,287,FULL_CLEAR,16,D,3705.491147,0.987679300000309
True,15,27,16,coverage_exhausted,cpu,7,18911.383107882073,LOCAL_DEV,39,275.9547888125,88,False,1,P3,3,1.0166978999914136,288,FULL_CLEAR,16,A,4415.276621,1.017211699989275
True,16,16,16,coverage_exhausted,cpu,7,16864.831614097995,LOCAL_DEV,45,253.8103951875,102,False,0,P3,3,0.8317251999978907,288,FULL_CLEAR,16,D,4060.966323,0.8321927000069991
True,13,13,13,coverage_exhausted,cpu,7,19193.948362948275,LOCAL_DEV,34,344.21459015384613,97,False,0,P3,3,0.9723949000035645,289,FULL_CLEAR,13,A,4474.789672,0.9728979999927105
True,13,13,13,coverage_exhausted,cpu,7,15782.237209940013,LOCAL_DEV,37,298.18826469230765,110,False,0,P3,3,0.7810690000042086,289,FULL_CLEAR,13,D,3876.447441,0.7816464999923483
True,14,14,14,coverage_exhausted,cpu,7,18052.157267651473,LOCAL_DEV,39,305.6736753571428,101,False,0,P3,3,0.8655124999932013,290,FULL_CLEAR,14,A,4279.431455,0.8657988000049954
True,14,14,14,coverage_exhausted,cpu,7,15817.458029912159,LOCAL_DEV,40,281.6779720714286,119,False,0,P3,3,0.7316320999962045,290,FULL_CLEAR,14,D,3943.491609,0.7320985000114888
True,14,14,14,coverage_exhausted,cpu,7,17019.202961784722,LOCAL_DEV,39,292.5600424285714,105,False,0,P3,3,0.9010448999906657,291,FULL_CLEAR,14,A,4095.840594,0.9015420000068843
True,14,14,14,coverage_exhausted,cpu,7,16468.621308714744,LOCAL_DEV,40,287.1945901428572,111,False,0,P3,3,0.8602051000052597,291,FULL_CLEAR,14,D,4020.724262,0.8605183999898145
True,14,14,14,coverage_exhausted,cpu,7,17983.63126504665,LOCAL_DEV,39,307.7661609285714,108,False,0,P3,3,0.700213399992208,292,FULL_CLEAR,14,A,4308.726253,0.7005425000097603
True,14,14,14,coverage_exhausted,cpu,7,16315.047207070882,LOCAL_DEV,44,286.28638864285716,114,False,0,P3,3,0.7144021999993129,292,FULL_CLEAR,14,D,4008.009441,0.7147189999959664
True,15,15,15,coverage_exhausted,cpu,7,17564.76659001618,LOCAL_DEV,40,278.39688793333335,100,False,0,P3,3,0.9802371999976458,293,FULL_CLEAR,15,A,4175.953319,0.9807325000001583
True,15,15,15,coverage_exhausted,cpu,7,15720.155200905452,LOCAL_DEV,42,264.33540266666665,125,False,0,P3,3,0.7424637999938568,293,FULL_CLEAR,15,D,3965.03104,0.7427922999922885
True,13,53,14,coverage_exhausted,cpu,7,18370.269478133843,LOCAL_DEV,35,324.7895638571428,115,False,1,P3,3,0.5501403999951435,294,FULL_CLEAR,14,A,4547.053894,0.550779600001988
True,14,14,14,coverage_exhausted,cpu,7,17595.36776377353,LOCAL_DEV,36,305.6481107857143,116,False,0,P3,3,0.6412305999983801,294,FULL_CLEAR,14,D,4279.073551,0.6417093000054592
True,10,10,10,coverage_exhausted,cpu,7,15057.054421609577,LOCAL_DEV,24,373.6410884,113,False,0,P3,3,0.3846832999988692,295,FULL_CLEAR,10,A,3736.410884,0.3852231000055326
True,10,10,10,coverage_exhausted,cpu,7,14841.92742729731,LOCAL_DEV,27,373.5385487,121,False,0,P3,3,0.5673464999999851,295,FULL_CLEAR,10,D,3735.385487,0.5676728999969782
True,10,10,10,coverage_exhausted,cpu,7,14580.527870198091,LOCAL_DEV,30,364.9105576,115,False,0,P3,3,0.5068197999935364,296,FULL_CLEAR,10,A,3649.105576,0.5070978000003379
True,10,10,10,coverage_exhausted,cpu,7,13695.37312445378,LOCAL_DEV,30,352.6074627,124,False,0,P3,3,0.47214129999338184,296,FULL_CLEAR,10,D,3526.074627,0.4726841000083368
True,13,13,13,coverage_exhausted,cpu,7,15235.014162483469,LOCAL_DEV,37,288.1540642307692,107,False,0,P3,3,0.7995924999995623,297,FULL_CLEAR,13,A,3746.002835,0.7998729999962961
True,13,13,13,coverage_exhausted,cpu,7,14864.59279599203,LOCAL_DEV,40,290.8398891538462,125,False,0,P3,3,0.743493000001763,297,FULL_CLEAR,13,D,3780.918559,0.7438220000040019
True,15,15,15,coverage_exhausted,cpu,7,17509.02811007712,LOCAL_DEV,40,279.5203748,104,False,0,P3,3,0.6801913999952376,298,FULL_CLEAR,15,A,4192.805622,0.6807037000107812
True,15,15,15,coverage_exhausted,cpu,7,15203.591246144471,LOCAL_DEV,42,253.64788333333334,116,False,0,P3,3,0.8258056000049692,298,FULL_CLEAR,15,D,3804.71825,0.8261454999883426
True,15,15,15,coverage_exhausted,cpu,7,17511.123611415154,LOCAL_DEV,42,280.4149814,106,False,0,P3,3,0.7270857999974396,299,FULL_CLEAR,15,A,4206.224721,0.7273953999974765
True,15,15,15,coverage_exhausted,cpu,7,14698.77391787799,LOCAL_DEV,46,247.31698553333334,117,False,0,P3,3,0.8320623000035994,299,FULL_CLEAR,15,D,3709.754783,0.8324856999970507
True,15,15,15,coverage_exhausted,cpu,7,18266.25690696711,LOCAL_DEV,43,291.75009193333335,109,False,0,P3,3,0.7385450000001583,300,FULL_CLEAR,15,A,4376.251379,0.7390668000007281
True,15,15,15,coverage_exhausted,cpu,7,17244.073864238853,LOCAL_DEV,45,280.1876514,114,False,0,P3,3,0.778278700003284,300,FULL_CLEAR,15,D,4202.814771,0.7785987999959616
True,15,15,15,coverage_exhausted,cpu,7,18837.07181222469,LOCAL_DEV,42,293.8942908,96,False,0,P3,3,0.9212935000105062,301,FULL_CLEAR,15,A,4408.414362,0.9216191000014078
True,15,15,15,coverage_exhausted,cpu,7,17695.30166670848,LOCAL_DEV,47,289.0706889333333,122,False,0,P3,3,0.918178000007174,301,FULL_CLEAR,15,D,4336.060334,0.9185226999979932
True,12,12,12,coverage_exhausted,cpu,7,14136.98181278907,LOCAL_DEV,34,303.61636375,127,False,0,P3,3,0.6136599999881582,302,FULL_CLEAR,12,A,3643.396365,0.6139987000060501
True,12,12,12,coverage_exhausted,cpu,7,15536.880405995591,LOCAL_DEV,34,320.69800683333335,115,False,0,P3,3,0.7093936000019312,302,FULL_CLEAR,12,D,3848.376082,0.7096897000010358
True,16,16,16,coverage_exhausted,cpu,7,18062.934677072455,LOCAL_DEV,43,274.0366835,117,False,0,P3,3,0.8417525000113528,303,FULL_CLEAR,16,A,4384.586936,0.8423185999999987
True,16,16,16,coverage_exhausted,cpu,7,18914.130462818346,LOCAL_DEV,47,286.7391309375,122,False,0,P3,3,0.911720800009789,303,FULL_CLEAR,16,D,4587.826095,0.9120312000013655
True,13,13,13,coverage_exhausted,cpu,7,16622.407218801312,LOCAL_DEV,36,312.4216494615385,113,False,0,P3,3,0.6849987999885343,304,FULL_CLEAR,13,A,4061.481443,0.6855137999955332
True,13,13,13,coverage_exhausted,cpu,7,15129.302459827191,LOCAL_DEV,35,293.22003784615384,121,False,0,P3,3,0.6752828999888152,304,FULL_CLEAR,13,D,3811.860492,0.6755897999973968
True,16,16,16,coverage_exhausted,cpu,7,17571.19490412043,LOCAL_DEV,44,260.1399365,96,False,0,P3,3,0.7613076999987243,305,FULL_CLEAR,16,A,4162.238984,0.7618775000009919
True,16,16,16,coverage_exhausted,cpu,7,16472.81525282563,LOCAL_DEV,48,250.410190625,106,False,0,P3,3,0.6541256000055,305,FULL_CLEAR,16,D,4006.56305,0.6544182000070577
True,10,10,10,coverage_exhausted,cpu,7,15432.732040411931,LOCAL_DEV,26,386.1546409,122,False,0,P3,3,0.4909008999966318,306,FULL_CLEAR,10,A,3861.546409,0.49122060000081547
True,10,10,10,coverage_exhausted,cpu,7,12549.069191262297,LOCAL_DEV,26,327.0813838,120,False,0,P3,3,0.5146292999997968,306,FULL_CLEAR,10,D,3270.813838,0.5151365000056103
True,15,15,15,coverage_exhausted,cpu,7,16934.973526162325,LOCAL_DEV,37,272.5329804,105,False,0,P3,3,0.5334757999953581,307,FULL_CLEAR,15,A,4087.994706,0.5338050999998813
True,15,15,15,coverage_exhausted,cpu,7,15115.374558962394,LOCAL_DEV,43,249.87166100000002,109,False,0,P3,3,0.624089200005983,307,FULL_CLEAR,15,D,3748.074915,0.6243969999923138
True,14,14,14,coverage_exhausted,cpu,7,16943.91045239631,LOCAL_DEV,35,291.5558637142857,105,False,0,P3,3,0.7472972999967169,308,FULL_CLEAR,14,A,4081.782092,0.7475780999957351
True,14,14,14,coverage_exhausted,cpu,7,14810.337533447326,LOCAL_DEV,40,267.29053614285715,119,False,0,P3,3,0.6533736999990651,308,FULL_CLEAR,14,D,3742.067506,0.6536786999931792
True,11,11,11,coverage_exhausted,cpu,7,15743.946567200579,LOCAL_DEV,26,345.3444830909091,100,False,0,P3,3,0.45370670000556856,309,FULL_CLEAR,11,A,3798.789314,0.4539719999884255
True,11,11,11,coverage_exhausted,cpu,7,14348.202760503409,LOCAL_DEV,33,329.149141,117,False,0,P3,3,0.5050616000080481,309,FULL_CLEAR,11,D,3620.640551,0.505401599992183
True,15,21,16,coverage_exhausted,cpu,7,16077.051358897552,LOCAL_DEV,44,243.275642,98,False,1,P3,3,0.5657768999953987,310,FULL_CLEAR,16,A,3892.410272,0.5660573999921326
True,16,16,16,coverage_exhausted,cpu,7,15993.938817583517,LOCAL_DEV,45,241.98673525,100,False,0,P3,3,0.6480539999902248,310,FULL_CLEAR,16,D,3871.787764,0.6484528000000864
True,13,13,13,coverage_exhausted,cpu,7,13795.525494367472,LOCAL_DEV,35,270.4696230769231,116,False,0,P3,3,0.5867586999956984,311,FULL_CLEAR,13,A,3516.1051,0.5870625000097789
True,13,13,13,coverage_exhausted,cpu,7,13795.525494367472,LOCAL_DEV,35,270.4696230769231,116,False,0,P3,3,0.6015637999953469,311,FULL_CLEAR,13,D,3516.1051,0.6018678999971598
True,14,14,14,coverage_exhausted,cpu,7,20467.153616899028,LOCAL_DEV,38,344.88790871428574,112,False,0,P3,3,0.7553063000086695,312,FULL_CLEAR,14,A,4828.430722,0.7558544000057736
True,14,14,14,coverage_exhausted,cpu,7,15832.03022364695,LOCAL_DEV,41,285.45757435714285,128,False,0,P3,3,0.9018943999981275,312,FULL_CLEAR,14,D,3996.406041,0.9024591000052169
True,14,14,14,coverage_exhausted,cpu,7,14679.122394430375,LOCAL_DEV,39,261.0588914285714,109,False,0,P3,3,0.6920115000102669,313,FULL_CLEAR,14,A,3654.82448,0.6923207999934675
True,14,14,14,coverage_exhausted,cpu,7,14679.122394430375,LOCAL_DEV,39,261.0588914285714,109,False,0,P3,3,0.6949394999974174,313,FULL_CLEAR,14,D,3654.82448,0.6952437999862013
True,15,95,16,coverage_exhausted,cpu,7,31031.81938674712,LOCAL_DEV,41,443.960242625,98,False,1,P3,3,0.737274899991462,314,FULL_CLEAR,16,A,7103.363882,0.73764909998863
True,16,16,16,coverage_exhausted,cpu,7,15502.563971285492,LOCAL_DEV,44,235.344549625,98,False,0,P3,3,0.6388885000051232,314,FULL_CLEAR,16,D,3765.512794,0.6391784000006737
True,16,16,16,coverage_exhausted,cpu,7,18305.844035028895,LOCAL_DEV,46,270.8855504375,101,False,0,P3,3,0.877649099988048,315,FULL_CLEAR,16,A,4334.168807,0.8779554000066128
True,16,16,16,coverage_exhausted,cpu,7,17485.74302492364,LOCAL_DEV,45,264.759287875,111,False,0,P3,3,0.7281055000057677,315,FULL_CLEAR,16,D,4236.148606,0.7286026999936439
True,11,16,12,coverage_exhausted,cpu,7,14428.661879582203,LOCAL_DEV,30,300.5610310833333,109,False,1,P3,3,0.5182033999881241,316,FULL_CLEAR,12,A,3606.732373,0.5186854000057792
True,12,12,12,coverage_exhausted,cpu,7,14711.426514957158,LOCAL_DEV,37,309.44044191666666,120,False,0,P3,3,0.6789318999944953,316,FULL_CLEAR,12,D,3713.285303,0.6794580000132555
True,15,15,15,coverage_exhausted,cpu,7,16983.90725572832,LOCAL_DEV,43,276.1187634666667,113,False,0,P3,3,0.7384351999935461,317,FULL_CLEAR,15,A,4141.781452,0.7387271000043256
True,15,15,15,coverage_exhausted,cpu,7,15857.230733996712,LOCAL_DEV,41,266.29640993333334,126,False,0,P3,3,0.7272886999999173,317,FULL_CLEAR,15,D,3994.446149,0.7278287999943132
True,11,11,11,coverage_exhausted,cpu,7,13844.821558024618,LOCAL_DEV,30,317.54221,113,False,0,P3,3,0.5245500000019092,318,FULL_CLEAR,11,A,3492.96431,0.5248528000083752
True,11,11,11,coverage_exhausted,cpu,7,13383.103905363028,LOCAL_DEV,28,309.42007090909095,113,False,0,P3,3,0.46262120000028517,318,FULL_CLEAR,11,D,3403.62078,0.4628989999910118
True,16,16,16,coverage_exhausted,cpu,7,20798.50339205516,LOCAL_DEV,45,300.481292375,97,False,0,P3,3,0.9614280999958282,319,FULL_CLEAR,16,A,4807.700678,0.961714100005338
True,16,16,16,coverage_exhausted,cpu,7,15783.810366586791,LOCAL_DEV,44,243.2351294375,110,False,0,P3,3,0.6299383000005037,319,FULL_CLEAR,16,D,3891.762071,0.6302484000043478
True,16,16,16,coverage_exhausted,cpu,7,14318.33305696523,LOCAL_DEV,46,221.54166325,101,False,0,P3,3,0.748443500007852,320,FULL_CLEAR,16,A,3544.666612,0.7489172000059625
True,16,16,16,coverage_exhausted,cpu,7,15134.702076654392,LOCAL_DEV,46,234.121276,108,False,0,P3,3,0.7421853999985615,320,FULL_CLEAR,16,D,3745.940416,0.7424910999980057
True,14,14,14,coverage_exhausted,cpu,7,15661.526509464933,LOCAL_DEV,39,271.73609271428575,101,False,0,P3,3,0.6289399999950547,321,FULL_CLEAR,14,A,3804.305298,0.6295405000128085
True,14,14,14,coverage_exhausted,cpu,7,11860.66196726058,LOCAL_DEV,41,221.36659949999998,110,False,0,P3,3,0.6559821999981068,321,FULL_CLEAR,14,D,3099.132393,0.6562909999920521
True,15,15,15,coverage_exhausted,cpu,7,20287.89401288444,LOCAL_DEV,39,310.9052534,90,False,0,P3,3,0.8235869000054663,322,FULL_CLEAR,15,A,4663.578801,0.8240489999880083
True,15,15,15,coverage_exhausted,cpu,7,14218.166765964228,LOCAL_DEV,43,238.7088901333333,111,False,0,P3,3,0.5555489000107627,322,FULL_CLEAR,15,D,3580.633352,0.5558619999937946
True,15,15,15,coverage_exhausted,cpu,7,18704.03929858631,LOCAL_DEV,40,295.3871906,104,False,0,P3,3,0.83286369999405,323,FULL_CLEAR,15,A,4430.807859,0.8331536000041524
True,15,15,15,coverage_exhausted,cpu,7,17132.356388380922,LOCAL_DEV,39,274.2314184,103,False,0,P3,3,0.6405304999934742,323,FULL_CLEAR,15,D,4113.471276,0.6408138999977382
True,11,11,11,coverage_exhausted,cpu,7,15871.298731806359,LOCAL_DEV,29,352.47815854545456,109,False,0,P3,3,0.49075329999323003,324,FULL_CLEAR,11,A,3877.259744,0.49105080000299495
True,11,11,11,coverage_exhausted,cpu,7,11741.840403862621,LOCAL_DEV,32,284.12437090909094,121,False,0,P3,3,0.43622460000915453,324,FULL_CLEAR,11,D,3125.36808,0.4365222999913385
True,14,14,14,coverage_exhausted,cpu,7,16251.05516808285,LOCAL_DEV,37,284.6579312142857,112,False,0,P3,3,0.6381887000025017,325,FULL_CLEAR,14,A,3985.211037,0.6387040999979945
True,14,14,14,coverage_exhausted,cpu,7,16047.242747050246,LOCAL_DEV,38,281.8177534285714,112,False,0,P3,3,0.6601210000080755,325,FULL_CLEAR,14,D,3945.448548,0.6604287999944063
True,15,15,15,coverage_exhausted,cpu,7,21189.049801478417,LOCAL_DEV,42,330.920664,110,False,0,P3,3,0.9235527999990154,326,FULL_CLEAR,15,A,4963.80996,0.9239942999993218
True,15,15,15,coverage_exhausted,cpu,7,17507.181016530812,LOCAL_DEV,41,281.2290802,108,False,0,P3,3,0.6850971999956528,326,FULL_CLEAR,15,D,4218.436203,0.6853763999970397
True,14,14,14,coverage_exhausted,cpu,7,15899.04038404994,LOCAL_DEV,35,275.843434,103,False,0,P3,3,0.5421287000062875,327,FULL_CLEAR,14,A,3861.808076,0.5424171000049682
True,14,14,14,coverage_exhausted,cpu,7,13585.736447918649,LOCAL_DEV,40,247.15337814285712,113,False,0,P3,3,0.7392076999967685,327,FULL_CLEAR,14,D,3460.147294,0.739533300002222
