id,variant,channel,adopted,saving_us,planning_wall_s
15,A,19,True,875800,0.031407699978444725
15,A,18,True,1373361,0.03127960002166219
15,A,11,True,2825882,0.030489400000078604
15,A,9,True,84093,0.13248569998540916
15,A,4,True,806010,0.023923899978399277
15,B,4,True,3076302,0.11798320000525564
15,B,9,True,5299700,0.0481961999903433
15,B,10,True,2677422,0.05417519999900833
15,B,20,True,2331746,0.1210558999737259
15,B,16,True,1349134,0.1275739999837242
15,B,7,True,2449193,0.11151409999001771
15,B,17,True,6345690,0.04231590003473684
15,B,12,True,975404,0.03362070000730455
15,B,2,True,832850,0.10934149997774512
15,B,5,True,1630142,0.10559130000183359
15,B,14,True,3122858,0.10430840001208708
15,B,6,True,4234755,0.028369400009978563
15,B,18,True,2278609,0.10124730001552962
15,B,19,True,5099723,0.09884069999679923
15,B,11,True,5060944,0.02080169998225756
16,A,19,True,2539299,0.022037700022337958
16,A,14,True,2036697,0.02193800001987256
16,A,5,True,1802838,0.09547860000748187
16,A,9,True,879082,0.08724839999922551
