id,N,A_s_per_source,B_s_per_source,delta_s_per_source,delta_game_s,A_failed_clears,B_failed_clears
348,11,694.9273197272728,659.6218842727272,-35.305435454545545,-388.35979000000043,0,0
349,11,605.7575504545455,560.0136883636363,-45.74386209090915,-503.1824830000005,0,0
350,15,403.2307049333333,440.78255559999997,37.55185066666667,563.27776,0,0
351,13,490.1293306153847,516.2320807692308,26.10275015384616,339.33575199999996,0,0
352,14,447.3637413571428,419.28948164285714,-28.074259714285688,-393.0396359999995,0,0
353,12,517.2391505833333,487.0820286666667,-30.157121916666597,-361.8854629999996,0,0
354,13,536.5251654615384,487.6912904615384,-48.833875000000035,-634.8403750000007,0,0
355,14,522.335544,517.0549603571428,-5.280583642857209,-73.92817100000048,0,0
356,13,517.7222307692308,467.83694461538465,-49.88528615384615,-648.5087199999998,0,0
357,12,559.25908725,517.21297825,-42.046109,-504.55330799999956,0,0
358,12,597.9941005,641.4880438333333,43.49394333333339,521.9273199999998,0,4
359,14,497.2742053571429,490.20012185714285,-7.074083500000029,-99.03716900000018,0,0
360,10,684.8661857,652.5809038,-32.28528189999997,-322.8528189999997,0,0
361,10,662.1277114000001,664.0170578,1.8893463999999085,18.893463999999767,0,0
362,10,783.37184,677.6068308,-105.76500920000001,-1057.6500919999999,0,0
363,16,399.1521215625,381.2949635625,-17.85715799999997,-285.7145279999995,0,0
364,10,722.2386084,682.4615722,-39.7770362,-397.7703620000002,0,0
365,11,637.4873642727273,620.7874150909091,-16.69994918181817,-183.69944100000066,0,0
366,16,207.6588505625,208.2221109375,0.5632603749999987,9.01216599999998,0,0
367,11,702.7358567272727,590.435808909091,-112.30004781818172,-1235.300526,0,0
368,15,415.3828117333333,378.8854855333333,-36.49732620000003,-547.4598930000002,0,0
369,16,307.2457388125,338.748167,31.502428187500016,504.03885100000025,5,0
370,16,283.83961025,277.1427368125,-6.696873437500017,-107.14997500000027,0,0
371,12,615.36412175,597.7053699166667,-17.658751833333326,-211.90502199999992,0,0
372,13,505.3867373076923,499.62763499999994,-5.759102307692331,-74.86833000000024,0,0
373,15,440.39821713333333,486.2678397333333,45.86962259999996,688.044339,0,0
374,12,606.0122337500001,508.3885624166667,-97.62367133333339,-1171.4840560000002,0,0
375,12,597.9389879166666,568.8073425833334,-29.131645333333267,-349.57974399999966,0,0
376,12,612.0655378333333,522.79929,-89.2662478333333,-1071.194974,0,0
377,13,476.6816770769231,485.7096227692308,9.027945692307696,117.36329399999977,0,0
378,16,448.3976225625,366.897978875,-81.4996436875,-1303.994299,0,0
379,15,517.0590496,486.3174836,-30.741565999999978,-461.12348999999995,0,0
380,12,630.8776706666666,577.0913460833334,-53.786324583333226,-645.4358949999996,0,0
381,14,507.85475014285714,463.8208039285714,-44.03394621428572,-616.4752470000003,0,0
382,15,488.7513552,485.8656696666667,-2.8856855333332874,-43.285282999999254,0,0
383,10,659.8784244999999,679.7990983,19.92067380000003,199.20673799999986,0,0
384,16,450.946569125,402.97943875,-47.96713037500001,-767.4740860000002,4,0
385,10,711.07867,698.6032546,-12.475415399999974,-124.75415399999929,0,0
386,14,483.5111805,440.48297014285714,-43.02821035714288,-602.394945,0,0
387,13,584.9394395384616,526.4561023846154,-58.48333715384615,-760.283383,0,0
388,11,658.8438452727273,625.7376806363636,-33.1061646363637,-364.16781100000026,0,0
389,10,773.4706649,736.8703944,-36.600270499999965,-366.0027049999999,0,0
390,16,422.712011875,281.32044575,-141.391566125,-2262.265058,0,0
391,10,684.9194837,736.7234786,51.80399490000002,518.039949,0,0
392,10,822.7343506999999,672.6886688,-150.04568189999998,-1500.456819,0,0
393,14,494.1554937142857,451.47088078571426,-42.684612928571426,-597.5845810000001,0,0
394,15,431.2844038,420.43135313333335,-10.853050666666661,-162.79575999999997,0,0
395,15,435.9887282,437.51538066666666,1.5266524666666328,22.899786999999378,0,0
396,11,597.4956708181818,547.3475114545455,-50.148159363636296,-551.6297530000002,0,0
397,13,496.4531772307692,490.2306985384615,-6.222478692307675,-80.89222299999983,0,0
398,15,498.5839463333333,480.3105457333333,-18.273400600000002,-274.101009,0,0
399,12,533.3791238333333,546.4212180833333,13.042094249999991,156.5051309999999,0,0
400,13,522.8560628461538,552.6302144615385,29.774151615384653,387.0639710000005,0,0
401,15,481.6061228666667,430.23705846666667,-51.36906440000001,-770.5359660000004,0,0
402,15,500.24435106666664,434.8817521333333,-65.36259893333335,-980.4389840000003,0,0
403,13,568.9104034615385,568.5706486153847,-0.33975484615382356,-4.41681299999982,0,0
404,15,404.4430538,382.85361,-21.58944379999997,-323.84165699999994,0,0
405,15,515.3717964,451.1823303333333,-64.18946606666668,-962.8419910000002,0,0
406,16,311.6197705625,257.099848,-54.51992256249997,-872.3187609999995,0,0
407,14,459.15126171428574,480.3750067142857,21.22374499999995,297.13242999999966,0,0
408,12,633.1321971666667,541.6297004166667,-91.50249675000009,-1098.0299610000002,0,0
409,10,707.9394285999999,638.0762619,-69.86316669999997,-698.6316669999997,0,0
410,16,423.1769131875,302.818239375,-120.3586738125,-1925.738781,0,0
411,10,711.2659851000001,648.078577,-63.187408100000084,-631.8740809999999,0,0
412,13,539.6575866153846,464.37707969230775,-75.28050692307687,-978.6465899999994,0,0
413,12,563.3237625,518.1056495833333,-45.21811291666677,-542.6173550000003,0,0
414,11,647.930257,603.9457117272727,-43.984545272727246,-483.82999800000016,0,0
415,13,567.5863832307692,544.4623682307692,-23.124014999999986,-300.6121949999997,0,0
416,15,479.28850173333336,439.4886514,-39.79985033333338,-596.9977550000003,0,0
417,15,479.38803686666665,403.33868206666665,-76.0493548,-1140.7403219999997,0,0
418,15,497.21270826666665,525.5997644,28.387056133333374,425.80584199999976,0,0
419,12,587.1235045,577.2312631666667,-9.892241333333232,-118.70689599999969,0,0
420,13,554.2954350769231,563.2070513076923,8.911616230769141,115.85101099999974,0,0
421,13,618.6885822307693,544.4603585384616,-74.22822369230767,-964.9669079999994,0,0
422,15,456.2466983333333,410.36566980000003,-45.88102853333328,-688.2154279999995,0,0
423,13,557.2744932307692,576.4347322307692,19.160239000000047,249.08310700000038,0,0
424,10,661.7797899,619.3290595999999,-42.45073030000003,-424.5073030000003,0,0
425,12,584.8615488333334,539.80518575,-45.056363083333395,-540.6763570000003,0,0
426,11,664.0129916363636,572.5801014545455,-91.43289018181815,-1005.7617920000002,0,0
427,15,541.8347684666667,473.40287013333335,-68.43189833333332,-1026.478475,0,0
428,15,438.24779060000003,409.005886,-29.241904600000055,-438.6285690000004,0,0
429,12,578.0390909166666,555.32865625,-22.71043466666663,-272.525216,0,0
430,15,403.18630786666665,458.9816189333333,55.79531106666667,836.929666,0,0
431,13,547.858067923077,533.537961923077,-14.32010600000001,-186.1613779999998,0,0
432,12,624.3369395,550.5235073333333,-73.81343216666664,-885.7611859999997,0,0
433,15,454.2934106666667,442.88175413333335,-11.411656533333371,-171.17484800000057,0,0
434,13,516.4677753076922,542.3164088461538,25.848633538461513,336.032236,0,0
435,16,363.36442775,293.506753,-69.85767475,-1117.722796,0,0
436,11,734.765852,637.1183235454546,-97.64752845454541,-1074.122813,0,0
437,16,408.1057031875,345.010443875,-63.09525931249999,-1009.5241489999999,0,0
438,10,671.3727123,627.8651784,-43.5075339,-435.075339,0,0
439,12,625.5488216666666,544.022701,-81.52612066666666,-978.3134479999999,0,0
440,10,649.5412478999999,660.9685363,11.427288400000066,114.27288399999998,0,0
441,11,652.8624122727273,633.7283824545455,-19.13402981818183,-210.47432800000024,0,0
442,13,564.0778716153847,474.49503300000003,-89.58283861538462,-1164.5769019999998,0,0
443,13,595.5180757692308,557.9425802307692,-37.57549553846161,-488.48144200000024,0,0
444,16,368.7054771875,375.4000474375,6.694570250000027,107.11312400000043,0,0
445,15,506.1951504666667,441.96291226666665,-64.23223820000004,-963.4835730000004,0,0
446,15,519.5390821333333,483.7453960666666,-35.79368606666668,-536.905291,0,6
447,10,704.0797412,748.1652397,44.085498500000085,440.85498499999994,0,0
448,14,489.09929785714286,470.0783938571429,-19.020903999999973,-266.2926559999996,0,0
449,11,566.4939544545455,536.7858369090909,-29.70811754545457,-326.7892929999998,0,0
450,11,661.4742330909091,558.6986909090909,-102.7755421818182,-1130.5309640000005,0,0
451,13,528.9700536153846,555.377717923077,26.407664307692357,343.29963599999974,0,0
452,15,514.7502610666667,463.98053319999997,-50.7697278666667,-761.5459179999998,0,0
453,13,523.6297535384615,484.9231233076923,-38.70663023076918,-503.18619299999955,0,0
454,13,544.3660150769231,519.3730296923077,-24.992985384615395,-324.9088099999999,0,0
455,11,592.1734513636364,644.4867458181818,52.31329445454537,575.4462389999999,0,0
456,10,736.3575558,654.7976495,-81.55990629999997,-815.5990629999997,0,0
457,10,685.8225414,615.7514266999999,-70.07111470000007,-700.711147,0,0
458,10,643.6310234,647.5831365,3.9521131000000196,39.52113100000042,0,0
459,15,449.57835093333335,449.56233206666667,-0.016018866666684062,-0.2402830000000904,0,0
460,14,483.61776828571425,450.4172357142857,-33.20053257142854,-464.80745599999955,0,0
461,10,743.0058605,681.6165821,-61.38927840000008,-613.8927840000006,0,0
462,16,354.7215591875,347.464015375,-7.257543812500046,-116.12070100000074,0,0
463,16,496.58234425,331.3894575625,-165.1928866875,-2643.086187,0,0
464,12,582.1914454166666,526.84914825,-55.34229716666664,-664.1075659999997,0,0
465,16,337.1830788125,319.10950175,-18.07357706250002,-289.17723300000034,0,0
466,11,679.8513165454546,605.2083738181818,-74.64294272727273,-821.0723699999999,0,0
467,16,309.9640139375,247.7303335,-62.2336804375,-995.738887,0,0
468,10,705.9304282,598.543184,-107.38724420000005,-1073.8724419999999,0,0
469,15,433.36471926666667,514.2030498,80.83833053333336,1212.5749580000002,0,0
470,16,384.445886625,389.168687625,4.722801000000004,75.56481600000006,0,0
471,10,648.3397944000001,645.3049891,-3.03480530000013,-30.34805300000062,0,0
472,10,721.3783341000001,690.5726464,-30.80568770000002,-308.056877,0,0
473,11,686.9887056363636,594.5225102727272,-92.46619536363642,-1017.1281490000001,0,0
474,15,480.6057786666667,417.106374,-63.49940466666669,-952.49107,0,0
475,12,594.0282743333333,564.6243660833334,-29.403908249999972,-352.8468989999992,0,0
476,13,604.4271138461538,546.8229488461538,-57.604164999999966,-748.8541450000002,0,0
477,15,464.1073631333333,496.16266079999997,32.05529766666666,480.8294649999998,0,0
478,13,543.6042294615385,496.0430470769231,-47.56118238461539,-618.2953710000002,0,0
479,11,654.6316556363637,627.8617287272727,-26.76992690909094,-294.469196,0,0
480,13,519.1956912307692,493.6560571538461,-25.53963407692305,-332.0152429999998,0,0
481,16,313.6851564375,297.3977505,-16.28740593750001,-260.5984950000002,0,0
482,14,517.2967865714286,485.19620050000003,-32.10058607142855,-449.4082049999997,0,0
483,15,491.99437673333335,443.1576930666667,-48.83668366666666,-732.5502550000001,0,0
484,15,432.4377498,426.820716,-5.6170338000000015,-84.25550699999985,0,0
485,11,604.2232298181818,534.9258521818182,-69.29737763636365,-762.271154,0,0
486,12,682.9431711666666,596.6694635833334,-86.27370758333325,-1035.2844909999994,0,0
487,13,515.6814929999999,527.7333923076923,12.051899307692338,156.67469100000017,0,0
488,13,547.2422248461538,542.2234779230769,-5.018746923076947,-65.24370999999974,0,0
489,14,513.0648188571429,493.92495049999997,-19.139868357142916,-267.958157,0,0
490,13,573.9350084615385,519.7095248461538,-54.22548361538463,-704.9312869999994,0,0
491,13,602.6691522307692,550.708873,-51.960279230769174,-675.4836299999997,0,0
492,15,529.8101746666666,496.9639678666666,-32.846206800000004,-492.6931020000002,94,0
493,16,338.4900570625,268.7273893125,-69.76266774999999,-1116.2026839999999,0,0
494,13,561.1062776153847,553.2403988461539,-7.86587876923079,-102.25642400000015,0,0
495,10,688.1353286,639.5302766,-48.605052,-486.0505199999998,0,0
496,13,549.2128874615385,520.2416936153846,-28.971193846153824,-376.6255199999996,0,0
497,16,463.00864075,380.2448450625,-82.76379568749996,-1324.2207309999994,0,0
498,14,537.5456537142857,483.29731328571427,-54.248340428571396,-759.4767659999998,0,0
499,12,597.2620588333333,513.2896430833333,-83.97241574999998,-1007.6689889999998,0,0
500,10,666.7242726000001,761.4899883,94.76571569999999,947.6571569999996,0,0
501,15,519.3053961333333,438.24445413333336,-81.0609419999999,-1215.9141299999992,0,0
502,15,501.87016306666663,447.3371299333333,-54.53303313333333,-817.9954969999999,0,0
503,10,704.0762612000001,662.5555735,-41.52068770000005,-415.20687700000053,0,0
504,13,577.7494548461539,578.0097223846153,0.26026753846144857,3.383477999999741,0,0
505,12,560.5061368333334,518.671352,-41.8347848333334,-502.01741800000036,0,0
506,11,611.2013336363636,632.7595057272728,21.558172090909125,237.13989299999957,0,0
507,14,493.3450564285714,478.63390507142856,-14.711151357142853,-205.9561190000004,0,0
508,14,501.4801444285714,450.8036719285714,-50.67647249999999,-709.4706150000002,0,0
509,16,254.7659898125,265.0861433125,10.320153499999975,165.1224559999996,0,0
510,10,756.0933473,714.5447131,-41.54863420000004,-415.48634200000015,2,0
511,12,605.5654537500001,636.0104280833333,30.44497433333322,365.33969199999956,0,0
512,13,553.597571,528.9755097692307,-24.622061230769305,-320.0867960000005,0,0
513,10,711.0270834,683.4214562,-27.60562720000007,-276.0562719999998,0,0
514,16,298.35441875,383.7601311875,85.40571243750003,1366.4913990000005,0,0
515,11,613.3527064545455,600.0806388181818,-13.272067636363658,-145.99274400000013,0,0
516,14,472.592624,463.6931162857143,-8.899507714285676,-124.59310800000003,0,0
517,15,477.3526966,425.7141350666667,-51.6385615333333,-774.5784229999999,0,0
518,14,488.0743136428572,427.3425142142857,-60.73179942857149,-850.2451920000003,0,0
519,13,498.5751383846154,508.6157670769231,10.040628692307678,130.5281729999997,0,0
520,15,501.57137993333333,471.6200264,-29.95135353333336,-449.27030300000024,0,0
521,11,601.7606886363636,604.557767,2.7970783636363876,30.767861999999695,0,0
522,10,709.0374715,643.6452096,-65.3922619,-653.9226189999999,0,0
523,11,612.4379932727272,554.0322082727272,-58.40578500000004,-642.4636350000001,0,0
524,15,536.6511075333333,489.9654414,-46.685666133333314,-700.2849919999999,0,0
525,14,534.7398537142857,486.21682571428573,-48.523027999999954,-679.322392,0,0
526,10,677.6824919,659.8912656,-17.79122629999995,-177.91226299999926,0,0
527,16,395.6195525,444.103946,48.48439350000001,775.7502960000002,7,0
528,10,710.2296257,615.1072856,-95.12234010000009,-951.2234010000002,0,0
529,16,391.51849075,355.547517875,-35.97097287500003,-575.5355660000005,0,0
530,12,627.8597705833333,560.3528720833333,-67.50689850000003,-810.0827820000004,0,0
531,13,569.1400043076923,560.7237772307692,-8.416227076923064,-109.41095199999927,0,0
532,12,618.0873645,575.8218129166667,-42.26555158333338,-507.18661900000006,0,0
533,14,521.1384378571428,490.60617007142855,-30.532267785714225,-427.45174899999984,0,0
534,10,730.9172378999999,678.3857997,-52.53143819999991,-525.3143819999996,0,0
535,14,460.27958592857146,442.4346112142857,-17.84497471428574,-249.82964600000014,0,0
536,10,759.1004919,763.7156437,4.615151800000035,46.15151799999967,0,0
537,16,372.0792430625,277.2487721875,-94.830470875,-1517.287534,0,0
538,10,757.869691,678.0837292,-79.7859618,-797.8596179999995,0,0
539,14,539.8275746428571,486.2144525,-53.61312214285715,-750.5837099999999,0,0
540,15,441.5679025333333,414.4960112666667,-27.071891266666626,-406.07836899999984,0,0
541,12,618.6521858333333,533.3847355833333,-85.26745025000002,-1023.2094029999998,45,0
542,16,378.6817825,263.67169325,-115.01008925000002,-1840.1614280000003,0,0
543,16,422.2963396875,437.0872866875,14.790947000000017,236.65515200000027,4,0
544,15,518.4200830666666,459.2544618666667,-59.16562119999992,-887.4843179999998,0,0
545,10,696.0569904,680.9319032000001,-15.125087199999939,-151.25087199999962,0,0
546,10,663.9880083,604.7478884,-59.24011990000008,-592.4011989999999,0,0
547,12,544.0904529166667,507.2542099166667,-36.83624299999997,-442.0349159999996,0,0
548,16,373.251538375,234.9868635625,-138.2646748125,-2212.234797,0,0
549,13,507.5774306923077,511.2397516923077,3.66232100000002,47.61017300000003,0,0
550,10,675.7799562,582.9240935,-92.85586269999999,-928.5586270000003,0,0
551,13,511.19410430769227,473.51562215384615,-37.67848215384612,-489.8202679999995,0,0
552,14,490.8125298571428,486.268074,-4.544455857142793,-63.62238199999956,0,0
553,13,534.899154,493.1908925384615,-41.70826146153843,-542.2073989999999,0,0
554,11,631.4327059090909,631.0857414545454,-0.34696445454551395,-3.8166089999995165,0,0
555,15,443.53384773333335,423.2155578,-20.318289933333347,-304.77434900000026,0,0
556,13,526.8860696153846,557.1906241538461,30.304554538461502,393.95920899999965,0,0
557,13,532.6241684615385,475.58309023076924,-57.041078230769244,-741.534017,0,0
558,16,280.9310900625,401.0950584375,120.16396837499997,1922.6234939999995,0,0
559,10,657.9964584,654.0443262,-3.952132200000051,-39.52132200000051,0,0
560,16,357.5735448125,434.3478245,76.77427968749998,1228.3884749999997,0,0
561,12,563.1255289166667,611.95216675,48.82663783333328,585.9196540000003,0,0
562,12,542.6028731666667,508.17902641666666,-34.423846749999996,-413.0861610000002,0,0
563,12,575.7728217499999,572.5644905,-3.208331249999901,-38.49997499999972,0,0
564,11,727.9182330909091,659.0647237272727,-68.85350936363636,-757.3886030000003,0,0
565,15,494.22303780000004,443.6285689333333,-50.594468866666716,-758.9170330000006,0,0
566,15,423.36725033333335,434.188843,10.821592666666675,162.32389000000057,0,0
567,13,542.1403442307693,506.83980546153845,-35.300538769230855,-458.9070040000006,0,0
568,15,492.6747770666667,474.00186606666665,-18.672911000000056,-280.0936650000003,0,0
569,13,543.2678910769231,508.7336283846154,-34.53426269230772,-448.94541500000014,0,0
570,16,360.715893125,443.883587875,83.16769475000001,1330.6831160000002,0,0
571,12,561.4833308333333,539.8002804166666,-21.683050416666674,-260.1966050000001,0,0
572,12,600.4068976666666,581.2819086666667,-19.124988999999914,-229.49986799999988,0,0
573,13,557.4531516923078,483.4030866923077,-74.05006500000007,-962.6508450000001,0,0
574,16,404.1401666875,351.343032125,-52.79713456250005,-844.7541530000008,0,0
575,15,503.47298333333333,441.951257,-61.52172633333333,-922.825895,0,0
576,11,597.3426021818182,578.9676331818182,-18.374968999999965,-202.12465900000007,0,0
577,11,620.8140017272727,644.6533593636364,23.839357636363616,262.23293400000057,0,0
578,12,594.9316215833334,627.0981244166667,32.16650283333331,385.9980340000002,0,0
579,11,657.9279903636364,654.9867760909091,-2.9412142727272794,-32.35335699999996,0,0
580,16,361.706661625,350.1087463125,-11.597915312499993,-185.56664499999988,0,0
581,16,316.0139921875,341.96598575,25.951993562500036,415.2318970000006,0,0
582,13,505.4220516923077,519.4380486153846,14.015996923076841,182.20795999999973,0,0
583,15,436.4891250666667,476.8809791333333,40.39185406666661,605.8778109999994,0,0
584,14,530.2851492142858,472.56847407142857,-57.716675142857184,-808.0334520000006,0,0
585,14,537.1549079285714,476.84326585714285,-60.311642071428594,-844.3629890000002,11,0
586,16,426.14057325,352.857287375,-73.28328587499999,-1172.5325739999998,0,0
587,13,502.344222,508.7619869230769,6.417764923076902,83.43094399999973,0,0
588,12,622.6784970833334,536.9512470833333,-85.72725000000003,-1028.7269999999999,0,0
589,13,536.9409222307693,529.8440983846153,-7.096823846153939,-92.25871000000006,4,0
590,11,629.0214155454546,579.7055349090909,-49.31588063636366,-542.4746869999999,0,0
591,15,440.32888146666664,470.3850056,30.056124133333356,450.8418620000002,0,0
592,14,506.37059600000003,445.9546086428572,-60.41598735714285,-845.8238229999997,0,0
593,15,495.16825886666663,472.47539973333335,-22.692859133333286,-340.392887,0,0
594,14,496.85706292857145,458.2355035,-38.62155942857146,-540.7018320000006,0,0
595,10,769.6916379,762.7818793,-6.909758600000032,-69.09758599999986,0,7
596,11,663.5547212727273,615.5450151818181,-48.00970609090916,-528.1067670000002,0,0
597,14,462.5410720714286,450.7832961428571,-11.757775928571448,-164.60886300000038,0,0
598,10,721.6678949,645.3695291,-76.29836579999994,-762.9836580000001,0,0
599,14,510.4430612142857,439.10303707142856,-71.34002414285715,-998.760338,0,0
600,15,495.6331128666667,444.9239791333333,-50.709133733333374,-760.6370059999999,0,0
601,11,636.2850294545455,585.3596873636363,-50.92534209090911,-560.1787629999999,0,0
602,12,587.33923525,533.1901430833333,-54.14909216666672,-649.7891060000002,0,0
603,10,687.2035759,617.5703942,-69.63318170000002,-696.3318170000002,0,0
604,13,462.1178637692308,500.3032311538461,38.18536738461535,496.4097759999995,0,0
605,16,376.0297288125,321.462664875,-54.56706393750005,-873.0730230000008,0,0
606,16,411.3228225625,298.4741595625,-112.84866299999999,-1805.5786079999998,0,0
607,13,592.4343563076923,544.8015777692308,-47.63277853846148,-619.2261209999997,0,0
608,14,547.9290057857144,517.2328386428571,-30.696167142857234,-429.7463400000006,0,0
609,14,514.6485708571429,476.7332429285714,-37.91532792857146,-530.8145910000003,0,0
610,15,471.7559374,433.69324553333337,-38.062691866666626,-570.9403779999993,0,0
611,15,597.0590548,502.32668973333335,-94.73236506666666,-1420.9854759999998,0,0
612,15,499.7160389333333,476.810792,-22.90524693333333,-343.57870400000047,0,0
613,15,452.9509046,414.37712166666665,-38.57378293333335,-578.6067439999997,0,0
614,12,579.9044646666667,517.89141925,-62.01304541666673,-744.1565450000007,0,0
615,14,587.166028142857,555.9195115,-31.246516642857046,-437.45123299999887,0,0
616,14,579.5555253571429,524.1186095714286,-55.43691578571429,-776.1168210000005,0,0
617,11,637.1959384545454,610.5770325454546,-26.618905909090813,-292.80796499999997,0,0
618,10,661.7841417,643.2886474,-18.49549430000002,-184.95494299999973,0,0
619,10,701.1268262,658.3676004,-42.75922579999997,-427.5922579999997,0,0
620,10,687.3327233,676.6125924,-10.720130899999958,-107.20130900000004,0,0
621,13,601.6368735384615,620.119283923077,18.48241038461549,240.27133500000036,0,0
622,16,349.0368383125,359.1911086875,10.15427037500001,162.46832600000016,0,0
623,11,613.8951385454545,644.1548797272727,30.259741181818185,332.85715300000084,0,0
624,10,724.3443281,627.173021,-97.17130710000004,-971.7130710000001,0,0
625,12,568.7304409166667,519.18600825,-49.544432666666694,-594.5331919999999,0,0
626,14,560.7574285714286,546.9844414285715,-13.772987142857119,-192.82182000000012,0,0
627,10,711.4160094,679.5114278,-31.90458160000003,-319.04581599999983,0,0
628,10,671.9412173,697.7954432,25.854225900000074,258.54225900000074,0,0
629,16,330.4293321875,304.8247144375,-25.60461774999999,-409.6738839999998,0,0
630,11,616.6877910909091,653.7634748181819,37.0756837272728,407.83252100000027,0,0
631,11,636.8790475454545,600.0122668181818,-36.86678072727261,-405.53458799999953,0,0
632,12,547.565847,516.6819800833333,-30.883866916666648,-370.6064029999998,4,0
633,11,601.8506555454545,595.22025,-6.6304055454545505,-72.93446099999983,0,0
634,12,578.2920045833333,537.7839078333333,-40.50809675000005,-486.0971610000006,0,0
635,16,480.785435,340.1989599375,-140.58647506250003,-2249.3836010000005,0,0
636,15,511.30875899999995,515.6040682,4.2953092000000765,64.42963800000052,0,13
637,10,720.7591661,610.2331436000001,-110.52602249999995,-1105.260225,0,0
638,10,748.1178866,662.6539,-85.4639866,-854.6398660000004,0,0
639,13,564.957699,508.2649623846154,-56.69273661538466,-737.0055760000005,2,0
640,15,407.6130707333333,429.75790546666667,22.14483473333337,332.1725210000004,0,0
641,10,690.2576024,661.1846494,-29.072952999999984,-290.7295299999996,0,0
642,15,476.31057,429.9674146666667,-46.3431553333333,-695.1473299999998,0,0
643,12,555.3380910833333,557.0106845833333,1.672593499999948,20.071121999999377,0,0
644,13,537.0773311538461,635.2718921538461,98.19456100000002,1276.5292930000005,0,0
645,12,593.6833385,586.863075,-6.82026350000001,-81.84316200000012,0,0
646,11,648.8091551818181,593.4270898181818,-55.38206536363634,-609.2027189999999,0,0
647,12,619.70398425,564.5940706666667,-55.10991358333331,-661.3189629999997,0,11
648,10,692.2811124,666.6554293,-25.625683099999947,-256.2568309999997,0,0
649,12,577.3227214166667,640.3170638333333,62.994342416666655,755.9321090000003,0,0
650,11,656.6311441818182,620.885180909091,-35.74596327272718,-393.2055959999998,0,0
651,11,624.5495904545455,596.173782,-28.375808454545563,-312.13389300000017,0,0
652,10,782.2131091,717.1574039,-65.05570520000003,-650.5570520000001,0,0
653,14,516.3548635714286,437.6885192857143,-78.66634428571433,-1101.3288200000006,0,0
654,10,666.2869071,610.1265351,-56.16037200000005,-561.6037200000001,0,0
655,13,569.7829936923076,522.6221410769231,-47.160852615384556,-613.0910839999997,0,0
656,15,519.7453919333333,469.5515305333333,-50.1938614,-752.907921,10,0
657,10,751.7589546,749.5160873,-2.242867300000057,-22.428673000000344,0,0
658,15,490.13389040000004,533.4600343333334,43.326143933333356,649.892159,0,0
659,16,478.330896,440.14292775,-38.18796824999998,-611.0074919999997,0,0
660,12,608.8186079166667,519.7033381666666,-89.11526975000004,-1069.383237,0,0
661,11,623.2796819090909,609.2279197272727,-14.051762181818162,-154.56938399999945,0,0
662,16,434.2245779375,411.5002783125,-22.724299625000015,-363.58879400000023,0,0
663,10,718.9518236,650.7095381,-68.24228549999998,-682.4228549999998,0,0
664,10,682.6129371,648.9170718,-33.69586529999992,-336.9586529999997,0,0
665,15,439.3511864666667,432.58695773333335,-6.764228733333368,-101.46343100000013,0,0
666,13,497.18436123076924,534.8074396923076,37.6230784615384,489.10001999999986,0,24
667,15,490.5700232,585.9547706666667,95.38474746666674,1430.7712120000006,0,10
668,15,499.2598089333333,444.947194,-54.31261493333329,-814.6892239999997,0,0
669,11,767.2236493636364,670.2751100909092,-96.9485392727272,-1066.433932,101,0
670,16,334.107644375,341.425116875,7.317472500000008,117.07956000000013,0,0
671,12,578.4801619166667,559.4283035,-19.051858416666732,-228.62230100000033,0,0
672,16,344.4470996875,352.6568235625,8.209723875000009,131.35558200000014,0,0
673,12,557.9489389166666,543.9527879166667,-13.99615099999994,-167.95381199999974,0,0
674,10,726.4473693,599.5733928,-126.87397650000003,-1268.7397650000003,0,0
675,12,559.71232625,510.8766024166667,-48.83572383333336,-586.0286859999997,0,0
676,15,468.4166246666667,423.23738853333333,-45.17923613333335,-677.6885420000008,0,0
677,14,472.7946497857143,479.8872312857143,7.092581499999994,99.2961409999998,0,0
678,15,451.9633658,469.17814246666666,17.214776666666637,258.2216499999995,0,0
679,16,413.165194125,323.353276375,-89.81191775000002,-1436.9906840000003,0,0
680,10,655.0103187,654.2503087,-0.7600099999999657,-7.600099999999657,0,0
681,11,656.2411018181818,642.6500955454545,-13.591006272727327,-149.50106899999992,0,0
682,12,570.6231364166666,501.67458975,-68.94854666666663,-827.38256,0,0
683,10,632.4015526999999,628.1820466,-4.219506099999876,-42.19506099999944,0,0
684,15,456.63098026666665,435.34666300000004,-21.28431726666662,-319.2647589999997,0,0
685,14,487.62833028571424,432.01493678571427,-55.61339349999997,-778.587509,0,0
686,11,605.0627820909091,581.7294668181818,-23.333315272727305,-256.66646800000035,0,0
687,12,539.7981975833333,515.9567328333334,-23.841464749999886,-286.09757699999955,0,0
688,13,654.4425627692308,534.501225,-119.94133776923081,-1559.2373910000006,134,0
689,14,519.3791950714286,467.73095778571434,-51.64823728571429,-723.0753219999997,0,0
690,10,676.1594836,637.5475244,-38.6119592,-386.119592,0,0
691,14,552.9717314285714,505.58039485714284,-47.39133657142855,-663.4787120000001,45,0
692,16,351.7679350625,314.1414645625,-37.62647049999998,-602.0235279999997,0,0
693,14,491.1550573571429,417.81076171428566,-73.34429564285722,-1026.8201390000004,0,0
694,13,523.3010542307692,462.6480173846154,-60.65303684615378,-788.4894789999998,0,0
695,11,654.6354147272727,564.3822504545454,-90.2531642727273,-992.784807,0,0
696,14,467.3157164285714,518.3291841428571,51.013467714285696,714.1885480000001,0,0
697,11,602.8650432727272,595.3331468181818,-7.531896454545404,-82.8508609999999,0,0
