arm,n,mean,median,p95,p99,maximum,cvar90,normalized_variance,cv,mean_distance,mean_runtime,mean_discovery_s,mean_clear_attempts
B0,128,570.9702904363103,557.7018444093405,747.6167303349999,815.2302746790001,846.8656129000001,758.6893921451705,0.03604187858536249,0.18984698729598656,25963.59965561037,3.487705452343789,5080.239217890625,13.1328125
B10,128,571.5137937999673,559.3221202554944,747.6167303349999,815.2302746790001,846.8656129000001,758.5586493237216,0.03625600302605527,0.19041009171274317,26044.790613840578,3.465372770312797,5091.447485195313,13.0234375
B20,128,572.4689112222952,557.1970734065934,746.6838086249999,811.0768361140001,846.8656129000001,760.417208471591,0.03742604973682854,0.1934581343258239,26124.33092450442,3.464816909375031,5122.836739984375,13.09375
B5,128,571.9971117759067,557.7018444093405,747.6167303349999,815.2302746790001,846.8656129000001,759.4590183076705,0.03572417777435646,0.18900840662350568,26052.720573534345,3.476338228125428,5102.594935265624,12.984375
R12,128,556.2008416186419,559.5277529065934,716.4636311749999,767.0623539640001,846.8656129000001,730.7700370501419,0.03539079054399365,0.18812440177710504,24904.890838812702,1.5394366445317473,4903.382517554687,13.46875
