id,cohort,family,variant,run_status,error,total,cleared,virtual_time_s,mean_time_per_source,original_time_per_cleared,distance,detect_count,switch_count,clear_attempts,failed_clears,runtime_s,completion_reason,engine_end_reason,fallback_count,diagnostic_count,directional_count,scene_hash,source_hash,config_hash,remaining_tracks,transport,stage_discovery_s,stage_active_localization_s,stage_diagnostic_s,stage_optical_fallback_s,stage_certified_clear_s,first_source_first_seen_s,last_source_first_seen_s,last_source_first_seen_per_source_s,final_discovery_measure_s,post_last_seen_discovery_s,post_all_cleared_discovery_s,post_last_seen_discovery_measures,post_all_cleared_discovery_measures,discovery_nodes,discovery_measures,discovery_travel_s,discovery_measure_s,discovery_switch_s,known_actual_count,known_actual_measure_s,known_actual_switch_s,unseen_actual_count,unseen_actual_measure_s,unseen_actual_switch_s,absent_channel_count,absent_channel_measure_s,absent_channel_switch_s,audit_passed,known16_reached,known16_enabled,known16_time_s,known16_cleared,known16_unresolved,post_known16_s,conservative_set_checks,known16_enabled_from_config
3,development,native_unconditioned,R12,FULL_CLEAR,,14,14,6929.748515,494.9820367857143,494.9820367857143,25203.74258532281,307,284,14,0,1.1163277000014205,coverage_exhausted,user_exit,0,0,3,671b153a7a5092b9a514162b0c0b32e1c885f61f5a4f8ab7f620a5b924214a55,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,f4f34db6344c0505716325c50d6ad76e327d6a7b904ff57f371e2f512518b98a,0,core,5077.480859999999,672.0660880000006,0.0,0.0,1180.201567000001,29.0,4641.520352,331.53716799999995,6929.748515,1568.4529269999994,1208.5464659999998,60,36,25,298,3309.4808599999988,1490.0,278.0,87.0,435.0,87.0,61.0,305.0,55.0,150.0,750.0,136.0,True,False,True,,,,,124,True
1,development,native_unconditioned,B20,FULL_CLEAR,,12,12,7705.477324,642.1231103333333,642.1231103333333,27492.386627423602,362,337,12,0,3.1955882999900496,coverage_exhausted,user_exit,0,2,8,4dd9a4a988be4e6876f501653aee6945027443bd3ab9510c282d6ebfa3fbc7ae,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,311ff6e9fed6297eced9c9daf6f639d648122c47783d057efac191fd36809056,0,core,5500.149729,1185.5902960000008,165.48943499999996,0.0,854.247864,11.0,7246.472404,603.8727003333333,7493.472404,247.0,0.0,9,0,25,348,3432.1497289999998,1740.0,328.0,40.0,200.0,35.0,108.0,540.0,97.0,200.0,1000.0,196.0,True,False,False,,,,,78,True
2,development,native_unconditioned,B5,FULL_CLEAR,,10,10,6903.189982,690.3189982,690.3189982,23690.949919436545,356,335,10,0,2.38055409998924,coverage_exhausted,user_exit,0,0,2,0b0a290d6ba1af2ae0b2e87c519a1bf023a931328ef24488fbb6f8d4bee3e7a4,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,9966523b1b3691c7156983fa1992fd8ea2e92376dc259da99d4d71096bdc82a6,0,core,5564.067803999999,733.3282970000005,0.0,0.0,605.7938809999995,47.0,3903.84651,390.38465099999996,6903.189982,2363.1817440000004,1548.8512730000002,123,70,25,349,3489.067804,1745.0,330.0,71.0,355.0,67.0,28.0,140.0,26.0,250.0,1250.0,237.0,True,False,False,,,,,98,True
2,development,native_unconditioned,B10,FULL_CLEAR,,10,10,6903.189982,690.3189982,690.3189982,23690.949919436545,356,335,10,0,2.478647300013108,coverage_exhausted,user_exit,0,0,2,0b0a290d6ba1af2ae0b2e87c519a1bf023a931328ef24488fbb6f8d4bee3e7a4,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,a0868ebb5f0363a0e5d025a273288729cb52ceff1d7ac8db67d31ab8860c18aa,0,core,5564.067803999999,733.3282970000005,0.0,0.0,605.7938809999995,47.0,3903.84651,390.38465099999996,6903.189982,2363.1817440000004,1548.8512730000002,123,70,25,349,3489.067804,1745.0,330.0,71.0,355.0,67.0,28.0,140.0,26.0,250.0,1250.0,237.0,True,False,False,,,,,98,True
2,development,native_unconditioned,B0,FULL_CLEAR,,10,10,6903.189982,690.3189982,690.3189982,23690.949919436545,356,335,10,0,2.611981200010632,coverage_exhausted,user_exit,0,0,2,0b0a290d6ba1af2ae0b2e87c519a1bf023a931328ef24488fbb6f8d4bee3e7a4,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,db4f254ad6fd9043e87e7f9e49963251cc86825d0c856ee4bcff015984699234,0,core,5564.067803999999,733.3282970000005,0.0,0.0,605.7938809999995,47.0,3903.84651,390.38465099999996,6903.189982,2363.1817440000004,1548.8512730000002,123,70,25,349,3489.067804,1745.0,330.0,71.0,355.0,67.0,28.0,140.0,26.0,250.0,1250.0,237.0,True,False,False,,,,,98,True
2,development,native_unconditioned,B20,FULL_CLEAR,,10,10,6678.23625,667.823625,667.823625,23136.181258389926,337,316,10,0,2.5403691999963485,coverage_exhausted,user_exit,0,0,2,0b0a290d6ba1af2ae0b2e87c519a1bf023a931328ef24488fbb6f8d4bee3e7a4,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,311ff6e9fed6297eced9c9daf6f639d648122c47783d057efac191fd36809056,0,core,5358.743148999999,637.6411499999999,0.0,0.0,681.8519510000007,47.0,4029.277439,402.9277439,6678.23625,2292.2210039999995,1390.8702789999998,107,60,25,331,3392.7431489999994,1655.0,311.0,52.0,260.0,47.0,29.0,145.0,27.0,250.0,1250.0,237.0,True,False,False,,,,,78,True
3,development,native_unconditioned,B0,FULL_CLEAR,,14,14,7021.179233,501.51280235714285,501.51280235714285,26535.89617632033,278,254,14,0,2.6920252999989316,coverage_exhausted,user_exit,0,0,3,671b153a7a5092b9a514162b0c0b32e1c885f61f5a4f8ab7f620a5b924214a55,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,db4f254ad6fd9043e87e7f9e49963251cc86825d0c856ee4bcff015984699234,0,core,5461.261114999998,430.6195080000007,0.0,0.0,1129.298610000001,29.0,5967.327595,426.2376853571428,7021.179233,944.2751280000002,661.2751280000002,39,24,25,270,3862.2611149999984,1350.0,249.0,69.0,345.0,68.0,51.0,255.0,44.0,150.0,750.0,137.0,True,False,False,,,,,105,True
4,development,native_unconditioned,R12,FULL_CLEAR,,11,11,7079.292019,643.5720017272728,643.5720017272728,25806.460100007982,315,288,11,0,1.266240299999481,coverage_exhausted,user_exit,0,0,7,ccd9a1ba3768d9a6cc20d33f33ac980b52456ec8275819acd1f6fe1590c1a76c,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,f4f34db6344c0505716325c50d6ad76e327d6a7b904ff57f371e2f512518b98a,0,core,5113.572192,1425.9711340000001,0.0,0.0,539.7486930000007,53.0,3523.073077,320.27937063636364,7079.292019,3154.261595,2785.711311,132,117,25,297,3349.5721919999996,1485.0,279.0,38.0,190.0,37.0,34.0,170.0,32.0,225.0,1125.0,210.0,True,False,True,,,,,78,True
3,development,native_unconditioned,B5,FULL_CLEAR,,14,14,7021.179233,501.51280235714285,501.51280235714285,26535.89617632033,278,254,14,0,2.8524141000089003,coverage_exhausted,user_exit,0,0,3,671b153a7a5092b9a514162b0c0b32e1c885f61f5a4f8ab7f620a5b924214a55,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,9966523b1b3691c7156983fa1992fd8ea2e92376dc259da99d4d71096bdc82a6,0,core,5461.261114999998,430.6195080000007,0.0,0.0,1129.298610000001,29.0,5967.327595,426.2376853571428,7021.179233,944.2751280000002,661.2751280000002,39,24,25,270,3862.2611149999984,1350.0,249.0,69.0,345.0,68.0,51.0,255.0,44.0,150.0,750.0,137.0,True,False,False,,,,,105,True
3,development,native_unconditioned,B10,FULL_CLEAR,,14,14,7021.179233,501.51280235714285,501.51280235714285,26535.89617632033,278,254,14,0,2.8140454999957,coverage_exhausted,user_exit,0,0,3,671b153a7a5092b9a514162b0c0b32e1c885f61f5a4f8ab7f620a5b924214a55,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,a0868ebb5f0363a0e5d025a273288729cb52ceff1d7ac8db67d31ab8860c18aa,0,core,5461.261114999998,430.6195080000007,0.0,0.0,1129.298610000001,29.0,5967.327595,426.2376853571428,7021.179233,944.2751280000002,661.2751280000002,39,24,25,270,3862.2611149999984,1350.0,249.0,69.0,345.0,68.0,51.0,255.0,44.0,150.0,750.0,137.0,True,False,False,,,,,105,True
3,development,native_unconditioned,B20,FULL_CLEAR,,14,14,7021.179233,501.51280235714285,501.51280235714285,26535.89617632033,278,254,14,0,2.823990099990624,coverage_exhausted,user_exit,0,0,3,671b153a7a5092b9a514162b0c0b32e1c885f61f5a4f8ab7f620a5b924214a55,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,311ff6e9fed6297eced9c9daf6f639d648122c47783d057efac191fd36809056,0,core,5461.261114999998,430.6195080000007,0.0,0.0,1129.298610000001,29.0,5967.327595,426.2376853571428,7021.179233,944.2751280000002,661.2751280000002,39,24,25,270,3862.2611149999984,1350.0,249.0,69.0,345.0,68.0,51.0,255.0,44.0,150.0,750.0,137.0,True,False,False,,,,,105,True
5,development,native_unconditioned,R12,FULL_CLEAR,,15,15,7162.03669,477.46911266666666,477.46911266666666,26345.183448755113,306,288,15,0,1.6252210999955423,coverage_exhausted,user_exit,0,0,1,3a4485151a33a309190b172031dc9a7eb1c646fccfb5a8abe1715320358da1f7,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,f4f34db6344c0505716325c50d6ad76e327d6a7b904ff57f371e2f512518b98a,0,core,5259.724981999999,1332.8749150000012,0.0,0.0,569.4367929999994,29.0,4703.52914,313.5686093333333,7162.03669,1755.191245,1239.645568,55,25,25,291,3530.7249819999993,1455.0,274.0,66.0,330.0,66.0,100.0,500.0,99.0,125.0,625.0,109.0,True,False,True,,,,,110,True
4,development,native_unconditioned,B0,FULL_CLEAR,,11,11,7079.292019,643.5720017272728,643.5720017272728,25806.460100007982,315,288,11,0,3.1389888000121573,coverage_exhausted,user_exit,0,0,7,ccd9a1ba3768d9a6cc20d33f33ac980b52456ec8275819acd1f6fe1590c1a76c,31563bf61255651dcf43874105133a1fa2c72756a45c01bbdf33d62e38e8af30,db4f254ad6fd9043e87e7f9e49963251cc86825d0c856ee4bcff015984699234,0,core,5113.572192,1425.9711340000001,0.0,0.0,539.7486930000007,53.0,3523.073077,320.27937063636364,7079.292019,3154.261595,2785.711311,132,117,25,297,3349.5721919999996,1485.0,279.0,38.0,190.0,37.0,34.0,170.0,32.0,225.0,1125.0,210.0,True,False,False,,,,,78,True
