certified_clears,clear_attempts,clear_rate,cleared,distance_m,error,evidence,localization_observations,mean_time_per_source_s,measure_count,mixed,optical_fallbacks,policy,runtime_s,seed,stress,switch_count,total,use_negative,virtual_time_s
16,16,1.0,16,32290.64991559506,,synthetic_local,37,451.1331239449382,118,False,0,P2,0.7415768000000007,29,edge,90,16,True,7218.129983119011
15,194,1.0,16,32628.92060632157,,synthetic_local,36,490.7990075790186,120,False,1,P3,0.7425080999999984,29,edge,113,16,True,7852.784121264298
6,1660,1.0,16,486977.95403178973,,synthetic_local,28,6592.786925397387,527,True,10,P1,0.10059989999999885,29,edge,442,16,True,105484.59080635819
12,411,1.0,16,128860.97295167203,,synthetic_local,40,1898.3871618959,563,True,4,P4,0.5864742000000014,29,edge,522,16,True,30374.1945903344
11,514,1.0,16,195869.81524637857,,synthetic_local,39,2755.622690579738,564,True,5,P4,0.5803767999999998,29,edge,522,16,False,44089.96304927581
10,10,1.0,10,22523.992898739616,,synthetic_local,26,526.4798579747923,122,False,0,P1,0.030889999999999418,30,bias,100,10,True,5264.798579747922
10,10,1.0,10,23964.467496440673,,synthetic_local,26,555.2893499288135,122,False,0,P2,0.5067173999999994,30,bias,100,10,True,5552.893499288135
10,10,1.0,10,15672.423316051823,,synthetic_local,27,391.2484663210365,123,False,0,P3,0.5485375999999995,30,bias,113,10,True,3912.484663210365
5,144,1.0,10,80948.76491265083,,synthetic_local,24,2006.5752982530162,583,True,5,P1,0.07099670000000202,30,bias,509,10,True,20065.75298253016
10,10,1.0,10,41962.67718249194,,synthetic_local,46,1195.8535436498391,596,True,0,P4,0.5881341000000013,30,bias,536,10,True,11958.53543649839
8,89,1.0,10,60288.61809955972,,synthetic_local,42,1586.0723619911946,596,True,2,P4,0.5538378000000002,30,bias,536,10,False,15860.723619911945
13,13,1.0,13,27392.532572104978,,synthetic_local,39,464.5005011093072,88,False,0,P1,0.0341661000000002,31,cluster,55,13,True,6038.506514420994
13,13,1.0,13,29988.569373315146,,synthetic_local,39,504.4395288202329,88,False,0,P2,0.812132499999997,31,cluster,55,13,True,6557.713874663028
13,13,1.0,13,11643.610479049345,,synthetic_local,39,223.97862275460528,88,False,0,P3,0.5971189999999993,31,cluster,78,13,True,2911.7220958098687
6,1062,1.0,13,452931.607702381,,synthetic_local,24,7441.94781080586,504,True,7,P1,0.07396730000000318,31,cluster,427,13,True,96745.32154047619
8,18,1.0,13,34728.53949633049,,synthetic_local,39,826.6698384050846,628,True,5,P4,0.6491481000000014,31,cluster,581,13,True,10746.7078992661
7,19,1.0,13,34765.97639443529,,synthetic_local,38,828.1688676066968,630,True,6,P4,0.5811042999999998,31,cluster,580,13,False,10766.195278887059
16,16,1.0,16,35144.8604169416,,synthetic_local,44,474.43575521177013,86,False,0,P1,0.0459852000000005,32,random,52,16,True,7590.972083388322
16,16,1.0,16,37693.214195386165,,synthetic_local,43,505.97767744232704,85,False,0,P2,0.9140672999999992,32,random,52,16,True,8095.642839077233
16,16,1.0,16,21484.795258356175,,synthetic_local,42,304.30994072945225,84,False,0,P3,0.8143448999999983,32,random,72,16,True,4868.959051671236
12,677,1.0,16,301338.2479435036,,synthetic_local,39,3999.8530992937913,291,True,4,P1,0.07279530000000278,32,random,212,16,True,63997.64958870066
14,279,1.0,16,58170.29383976824,,synthetic_local,52,904.5036729971049,337,True,2,P4,0.6679279000000022,32,random,284,16,True,14472.058767953678
14,279,1.0,16,58170.29383976824,,synthetic_local,52,904.5036729971049,337,True,2,P4,0.6568755000000017,32,random,284,16,False,14472.058767953678
16,16,1.0,16,34805.52367038511,,synthetic_local,46,485.131545879814,126,False,0,P1,0.04437899999999928,33,edge,91,16,True,7762.104734077024
16,16,1.0,16,35736.651982743766,,synthetic_local,41,495.2081497842969,121,False,0,P2,0.7910898999999993,33,edge,91,16,True,7923.33039654875
16,16,1.0,16,17469.216588188952,,synthetic_local,44,269.0527073523618,124,False,0,P3,0.9243630999999972,33,edge,111,16,True,4304.8433176377885
7,1643,1.0,16,565194.3318448637,,synthetic_local,30,7564.24164806079,519,True,9,P1,0.08114790000000127,33,edge,433,16,True,121027.86636897264
12,216,1.0,16,73665.87131513565,,synthetic_local,53,1167.1358914391953,554,True,4,P4,0.738295800000003,33,edge,491,16,True,18674.174263027126
12,55,1.0,16,43881.28742261878,,synthetic_local,54,764.6410927827349,554,True,4,P4,0.6963043000000013,33,edge,491,16,False,12234.257484523758
10,10,1.0,10,23870.227465130007,,synthetic_local,29,550.6045493025999,118,False,0,P1,0.026797399999999527,34,bias,92,10,True,5506.045493025999
10,10,1.0,10,25210.145790512473,,synthetic_local,27,576.4029158102494,116,False,0,P2,0.5700851999999976,34,bias,92,10,True,5764.029158102494
10,10,1.0,10,17598.51264557973,,synthetic_local,27,426.3702529115947,117,False,0,P3,0.5517630999999987,34,bias,109,10,True,4263.702529115947
2,538,1.0,10,169192.16717084797,,synthetic_local,15,3916.6433434169653,628,True,8,P1,0.05932340000000025,34,bias,554,10,True,39166.43343416965
9,10,1.0,10,39655.513698680654,,synthetic_local,38,1173.8102739736125,635,True,1,P4,0.5850811,34,bias,582,10,True,11738.102739736125
8,75,1.0,10,48325.373603339234,,synthetic_local,36,1366.7074720667842,635,True,2,P4,0.5718300000000021,34,bias,582,10,False,13667.074720667842
10,10,1.0,10,21565.192736041325,,synthetic_local,30,493.70385472082637,100,False,0,P1,0.02294480000000121,35,cluster,74,10,True,4937.0385472082635
10,10,1.0,10,23539.016114293736,,synthetic_local,30,533.1803222858748,100,False,0,P2,0.6407645000000031,35,cluster,74,10,True,5331.803222858748
10,10,1.0,10,12284.46068387411,,synthetic_local,30,309.58921367748223,100,False,0,P3,0.5529824999999988,35,cluster,89,10,True,3095.8921367748226
5,434,1.0,10,189685.51184011847,,synthetic_local,21,4252.610236802369,556,True,5,P1,0.07103339999999747,35,cluster,487,10,True,42526.1023680237
4,13,1.0,10,34712.83992627065,,synthetic_local,24,1101.2567985254132,676,True,6,P4,0.5501362999999984,35,cluster,631,10,True,11012.567985254133
4,13,1.0,10,34712.83992627065,,synthetic_local,24,1101.2567985254132,676,True,6,P4,0.4272451000000004,35,cluster,631,10,False,11012.567985254133
12,12,1.0,12,29685.870678765586,,synthetic_local,33,550.4311779794267,106,False,0,P1,0.03239669999999961,36,random,78,12,True,6605.17413575312
12,12,1.0,12,31291.08425212593,,synthetic_local,33,577.1847375354321,106,False,0,P2,0.6512063999999995,36,random,78,12,True,6926.216850425185
9,21,1.0,12,15358.670228502719,,synthetic_local,32,323.4778371417121,121,False,3,P3,0.36148139999999884,36,random,118,12,True,3881.734045700545
5,734,1.0,12,258015.8642271269,,synthetic_local,23,4739.931070452136,521,True,7,P1,0.07125570000000181,36,random,445,12,True,56879.17284542563
11,17,1.0,12,42429.72612765174,,synthetic_local,43,971.7454354608625,526,True,1,P4,0.5678585999999974,36,random,470,12,True,11660.94522553035
10,24,1.0,12,42574.18833714479,,synthetic_local,42,975.9031389524134,526,True,2,P4,0.5351447,36,random,470,12,False,11710.837667428961
11,11,1.0,11,25042.265538676445,,synthetic_local,31,527.2230097941173,127,False,0,P1,0.024838599999998934,37,edge,101,11,True,5799.45310773529
11,11,1.0,11,25590.215685428215,,synthetic_local,27,535.3675579168766,123,False,0,P2,0.5567673000000006,37,edge,101,11,True,5889.043137085643
11,11,1.0,11,15457.295088716184,,synthetic_local,26,351.8599107039307,122,False,0,P3,0.49617359999999877,37,edge,114,11,True,3870.459017743238
5,1143,1.0,11,376326.9097487814,,synthetic_local,18,7502.034722705121,646,True,6,P1,0.06971990000000261,37,edge,576,11,True,82522.38194975632
10,249,1.0,11,94646.69730609842,,synthetic_local,36,2141.7581328381534,652,True,1,P4,0.5124109000000026,37,edge,601,11,True,23559.33946121969
9,384,1.0,11,136139.97846260422,,synthetic_local,34,2932.5450629564407,651,True,2,P4,0.5051877999999981,37,edge,601,11,False,32257.995692520846
11,11,1.0,11,31286.122000996875,,synthetic_local,34,631.6567636544886,111,False,0,P1,0.053193600000000174,38,bias,81,11,True,6948.224400199375
11,11,1.0,11,32010.136109230796,,synthetic_local,30,643.0024747132873,107,False,0,P2,0.619633799999999,38,bias,81,11,True,7073.02722184616
11,11,1.0,11,16009.162112870543,,synthetic_local,31,355.62112932491885,110,False,0,P3,0.5503728999999993,38,bias,105,11,True,3911.8324225741076
8,47,1.0,11,59170.71065135132,,synthetic_local,30,1409.6492845700234,597,True,3,P1,0.05796020000000013,38,bias,524,11,True,15506.142130270258
9,29,1.0,11,39843.489735399606,,synthetic_local,53,1069.8816315527204,625,True,2,P4,0.6169898000000025,38,bias,566,11,True,11768.697947079923
9,29,1.0,11,39843.489735399606,,synthetic_local,53,1069.8816315527204,625,True,2,P4,0.5908611000000015,38,bias,566,11,False,11768.697947079923
16,16,1.0,16,31142.01588370508,,synthetic_local,48,420.40019854631345,76,False,0,P1,0.039934399999999926,39,cluster,38,16,True,6726.403176741015
16,16,1.0,16,34334.070664667066,,synthetic_local,48,460.3008833083384,76,False,0,P2,1.016525699999999,39,cluster,38,16,True,7364.814132933415
16,16,1.0,16,11734.950229238186,,synthetic_local,48,179.56187786547736,76,False,0,P3,0.7080596999999997,39,cluster,66,16,True,2872.9900458476377
7,1201,1.0,16,367135.0547767146,,synthetic_local,29,4945.063184708934,357,True,9,P1,0.07365349999999893,39,cluster,274,16,True,79121.01095534295
5,17,1.0,16,35411.889159947714,,synthetic_local,54,662.7736144993463,581,True,11,P4,0.6786176000000026,39,cluster,534,16,True,10604.377831989541
5,17,1.0,16,35411.889159947714,,synthetic_local,54,662.7736144993463,581,True,11,P4,0.5509027000000017,39,cluster,534,16,False,10604.377831989541
13,13,1.0,13,27730.650546290217,,synthetic_local,33,477.163854558311,103,False,0,P1,0.030988599999997035,40,random,77,13,True,6203.130109258043
13,13,1.0,13,29961.159872735367,,synthetic_local,33,511.4793826574672,103,False,0,P2,0.6293372000000019,40,random,77,13,True,6649.231974547074
12,15,1.0,13,12774.870940940706,,synthetic_local,34,254.38262986062622,114,False,1,P3,0.38856600000000086,40,random,111,13,True,3306.974188188141
7,443,1.0,13,132909.4995635017,,synthetic_local,27,2359.2230702077195,468,True,6,P1,0.06523289999999804,40,random,393,13,True,30669.89991270035
9,50,1.0,13,39430.05463765115,,synthetic_local,39,882.2316098100175,576,True,4,P4,0.5767464000000011,40,random,527,13,True,11469.010927530227
8,65,1.0,13,40520.347966682784,,synthetic_local,37,902.4668917951195,576,True,5,P4,0.4820545000000003,40,random,527,13,False,11732.069593336553
14,14,1.0,14,30760.841797678448,,synthetic_local,42,502.79773996683485,142,False,0,P1,0.034672800000002724,41,edge,107,14,True,7039.168359535688
14,14,1.0,14,31399.529958304014,,synthetic_local,37,510.13614226148576,137,False,0,P2,0.7470245999999996,41,edge,107,14,True,7141.9059916608
14,14,1.0,14,16542.823108817436,,synthetic_local,37,299.1831872688204,137,False,0,P3,0.7654087999999994,41,edge,125,14,True,4188.564621763486
8,714,1.0,14,243822.71471546913,,synthetic_local,28,3848.467353078133,503,True,6,P1,0.06692630000000221,41,edge,429,14,True,53878.54294309386
13,176,1.0,14,49109.384180154135,,synthetic_local,45,962.6340597164864,525,True,1,P4,0.5190841999999982,41,edge,474,14,True,13476.87683603081
12,208,1.0,14,52647.45069651387,,synthetic_local,43,1019.6778670930541,524,True,2,P4,0.5110475999999977,41,edge,474,14,False,14275.490139302758
10,10,1.0,10,22538.879483128097,,synthetic_local,29,525.3775896625621,120,False,0,P1,0.02582920000000044,42,bias,96,10,True,5253.775896625621
10,10,1.0,10,23677.61747530422,,synthetic_local,25,546.1523495060844,116,False,0,P2,0.49063449999999875,42,bias,96,10,True,5461.523495060845
10,10,1.0,10,14701.12818072979,,synthetic_local,25,367.82256361459565,116,False,0,P3,0.4168541000000019,42,bias,108,10,True,3678.2256361459567
6,146,1.0,10,71091.22610592202,,synthetic_local,24,1816.3245221184402,593,True,4,P1,0.054106799999999566,42,bias,522,10,True,18163.245221184403
8,30,1.0,10,42771.2343012899,,synthetic_local,46,1226.6246860257977,611,True,2,P4,0.5540531999999985,42,bias,547,10,True,12266.246860257977
8,30,1.0,10,42771.2343012899,,synthetic_local,46,1226.6246860257977,611,True,2,P4,0.5644558999999987,42,bias,547,10,False,12266.246860257977
13,13,1.0,13,26396.785698222542,,synthetic_local,39,449.2582415111161,88,False,0,P1,0.029626499999999112,43,cluster,56,13,True,5840.3571396445095
13,13,1.0,13,28984.649267045657,,synthetic_local,39,489.07152718531773,88,False,0,P2,0.7979346000000014,43,cluster,56,13,True,6357.92985340913
13,13,1.0,13,11770.947016984188,,synthetic_local,39,225.93764641514133,88,False,0,P3,0.6105412999999977,43,cluster,78,13,True,2937.1894033968374
7,571,1.0,13,196146.82508432047,,synthetic_local,28,3342.18192437417,426,True,6,P1,0.06445779999999957,43,cluster,350,13,True,43448.36501686421
4,19,1.0,13,35571.91507344692,,synthetic_local,42,834.7986934376448,617,True,9,P4,0.6679813999999986,43,cluster,570,13,True,10852.383014689383
4,19,1.0,13,35433.55361533208,,synthetic_local,40,831.9008248512629,615,True,9,P4,0.45561449999999937,43,cluster,570,13,False,10814.710723066417
14,14,1.0,14,30840.556787984046,,synthetic_local,39,483.650811256915,94,False,0,P1,0.032654999999998324,44,random,63,14,True,6771.11135759681
14,14,1.0,14,32471.8258116744,,synthetic_local,36,505.8832258810629,91,False,0,P2,0.7119798999999993,44,random,63,14,True,7082.365162334881
11,39,1.0,14,16407.50179104212,,synthetic_local,34,290.32145415774465,107,False,3,P3,0.35130510000000115,44,random,103,14,True,4064.500358208425
9,229,1.0,14,89103.8233935277,,synthetic_local,30,1489.697477050395,399,True,5,P1,0.06307340000000039,44,random,325,14,True,20855.76467870553
11,46,1.0,14,41397.33833421849,,synthetic_local,43,799.4619762031215,466,True,3,P4,0.6193108999999986,44,random,417,14,True,11192.4676668437
10,114,1.0,14,52411.112433270406,,synthetic_local,40,970.6587490467207,464,True,4,P4,0.5479947000000003,44,random,417,14,False,13589.22248665409
16,16,1.0,16,33678.64951758976,,synthetic_local,44,477.8581189698718,144,False,0,P1,0.03678160000000119,45,edge,110,16,True,7645.7299035179485
16,16,1.0,16,34496.08492893948,,synthetic_local,40,486.82606161174357,140,False,0,P2,0.7863314999999993,45,edge,110,16,True,7789.216985787897
16,16,1.0,16,18239.858469497474,,synthetic_local,41,285.18573086871834,141,False,0,P3,0.7826899000000012,45,edge,130,16,True,4562.971693899493
7,1571,1.0,16,533982.328397939,,synthetic_local,29,7133.716604974258,447,True,9,P1,0.08938170000000056,45,edge,363,16,True,114139.46567958813
14,294,1.0,16,125803.42671840407,,synthetic_local,46,1818.1678339800487,511,True,2,P4,0.6325490000000009,45,edge,461,16,True,29090.68534368078
13,387,1.0,16,142763.451892755,,synthetic_local,44,2047.293148659437,510,True,3,P4,0.5687345999999991,45,edge,461,16,False,32756.690378550993
13,13,1.0,13,28331.32184391102,,synthetic_local,37,484.17418221401545,99,False,0,P1,0.027101799999996956,46,bias,68,13,True,6294.264368782201
13,13,1.0,13,30888.597503192228,,synthetic_local,35,522.747653895265,97,False,0,P2,0.6899370999999981,46,bias,68,13,True,6795.719500638445
13,13,1.0,13,17633.43183594389,,synthetic_local,33,319.5912590145215,95,False,0,P3,0.5483226999999999,46,bias,88,13,True,4154.6863671887795
9,144,1.0,13,85564.72462749844,,synthetic_local,31,1586.9188404230526,522,True,4,P1,0.06776370000000043,46,bias,449,13,True,20629.944925499683
11,258,1.0,13,102353.11743799505,,synthetic_local,46,1878.5094990460775,534,True,2,P4,0.5646267999999992,46,bias,480,13,True,24420.62348759901
11,291,1.0,13,176370.7911526818,,synthetic_local,46,3024.8583254258697,534,True,2,P4,0.5466006000000014,46,bias,480,13,False,39323.158230536304
10,10,1.0,10,22658.909793110342,,synthetic_local,30,515.4781958622067,100,False,0,P1,0.022982799999994086,47,cluster,73,10,True,5154.781958622067
10,10,1.0,10,24744.35807458378,,synthetic_local,30,557.1871614916756,100,False,0,P2,0.6527414000000036,47,cluster,73,10,True,5571.871614916756
10,10,1.0,10,12089.474170524936,,synthetic_local,30,305.6894834104987,100,False,0,P3,0.5019837999999979,47,cluster,89,10,True,3056.8948341049872
3,690,1.0,10,191354.99271285237,,synthetic_local,17,4377.399854257064,581,True,7,P1,0.07101499999999561,47,cluster,508,10,True,43773.99854257064
5,11,1.0,10,33798.672921290374,,synthetic_local,30,1085.3734584258077,681,True,5,P4,0.5117604999999941,47,cluster,636,10,True,10853.734584258076
5,11,1.0,10,33798.672921290374,,synthetic_local,30,1085.3734584258077,681,True,5,P4,0.4286263000000048,47,cluster,636,10,False,10853.734584258076
10,10,1.0,10,21661.245262004242,,synthetic_local,27,504.4249052400852,114,False,0,P1,0.024659499999998502,48,random,92,10,True,5044.249052400852
10,10,1.0,10,23114.269639562186,,synthetic_local,27,533.485392791244,114,False,0,P2,0.5547477000000001,48,random,92,10,True,5334.85392791244
10,10,1.0,10,13673.800486186114,,synthetic_local,27,346.5760097237223,115,False,0,P3,0.5332948000000002,48,random,106,10,True,3465.760097237223
7,334,1.0,10,167550.439580388,,synthetic_local,22,3756.9087916077588,517,True,3,P1,0.05222870000000057,48,random,452,10,True,37569.08791607759
8,16,1.0,10,38122.65606175143,,synthetic_local,36,1126.6531212350285,603,True,2,P4,0.5264147999999977,48,random,559,10,True,11266.531212350284
8,16,1.0,10,38122.65606175143,,synthetic_local,36,1126.6531212350285,603,True,2,P4,0.44038150000000087,48,random,559,10,False,11266.531212350284
10,10,1.0,10,23119.56650072793,,synthetic_local,29,542.8913300145585,130,False,0,P1,0.028981500000000437,49,edge,105,10,True,5428.913300145586
10,10,1.0,10,23399.37613654454,,synthetic_local,22,544.9875227308905,123,False,0,P2,0.35342800000000096,49,edge,105,10,True,5449.875227308906
9,15,1.0,10,15192.27064508741,,synthetic_local,22,386.04541290174825,127,False,1,P3,0.32508700000000346,49,edge,122,10,True,3860.4541290174825
3,880,1.0,10,287715.0809196906,,synthetic_local,16,6401.401618393818,647,True,7,P1,0.0768519000000012,49,edge,576,10,True,64014.01618393818
8,27,1.0,10,38706.853236282805,,synthetic_local,22,1181.6370647256567,670,True,2,P4,0.4490240999999955,49,edge,624,10,True,11816.370647256568
5,269,1.0,10,89046.49860562869,,synthetic_local,18,2260.529972112575,669,True,5,P4,0.4080695000000034,49,edge,624,10,False,22605.299721125746
15,15,1.0,15,33768.55170148424,,synthetic_local,43,490.580689353123,94,False,0,P1,0.03600289999999973,50,bias,60,15,True,7358.710340296845
15,15,1.0,15,35458.22754811882,,synthetic_local,40,512.1097006415844,91,False,0,P2,0.7540028000000021,50,bias,60,15,True,7681.645509623765
14,82,1.0,15,25594.790160599885,,synthetic_local,41,397.8638688079987,97,False,1,P3,0.6624204999999961,50,bias,88,15,True,5967.95803211998
8,646,1.0,15,180216.47726050185,,synthetic_local,29,2723.5530301400354,487,True,7,P1,0.06475479999999578,50,bias,407,15,True,40853.29545210053
13,51,1.0,15,42443.06375328336,,synthetic_local,54,788.5741833771111,535,True,2,P4,0.6549464,50,bias,482,15,True,11828.612750656666
14,61,1.0,15,51067.05060303094,,synthetic_local,53,896.8940080404125,513,True,1,P4,0.5876147000000032,50,bias,462,15,False,13453.410120606188
12,12,1.0,12,24854.199394434185,,synthetic_local,36,462.7366565739031,92,False,0,P1,0.03337919999999883,51,cluster,62,12,True,5552.839878886837
12,12,1.0,12,27311.788802945153,,synthetic_local,36,503.6964800490859,92,False,0,P2,0.7623184999999992,51,cluster,62,12,True,6044.3577605890305
12,12,1.0,12,11681.773004975177,,synthetic_local,36,244.8628834162529,92,False,0,P3,0.5921671000000046,51,cluster,82,12,True,2938.354600995035
6,971,1.0,12,371381.40676665894,,synthetic_local,23,6690.440112777658,524,True,6,P1,0.06185239999999936,51,cluster,452,12,True,80285.2813533319
6,15,1.0,12,35487.879502227464,,synthetic_local,36,916.8813250371246,647,True,6,P4,0.6343512999999987,51,cluster,601,12,True,11002.575900445496
4,40,1.0,12,37664.175783543236,,synthetic_local,33,960.3195963923873,649,True,8,P4,0.5407966000000002,51,cluster,602,12,False,11523.835156708648
16,16,1.0,16,33563.69029135644,,synthetic_local,44,456.1086286419553,90,False,0,P1,0.03692989999999696,52,random,55,16,True,7297.738058271285
16,16,1.0,16,35740.96073283413,,synthetic_local,41,482.3870091604265,87,False,0,P2,0.8332083000000026,52,random,55,16,True,7718.192146566824
15,26,1.0,16,19014.818086279003,,synthetic_local,42,280.6227260784875,97,False,1,P3,0.6408087000000009,52,random,92,16,True,4489.9636172558
8,418,1.0,16,142224.88936166698,,synthetic_local,34,2000.1861170208413,393,True,8,P1,0.08036040000000355,52,random,307,16,True,32002.97787233346
11,582,1.0,16,137421.14479318412,,synthetic_local,53,1986.9518099148006,430,True,5,P4,0.6280658999999957,52,random,379,16,True,31791.22895863681
11,582,1.0,16,137421.14479318412,,synthetic_local,53,1986.9518099148006,430,True,5,P4,0.589599199999995,52,random,379,16,False,31791.22895863681
15,15,1.0,15,33623.99707813012,,synthetic_local,46,504.4532943750681,134,False,0,P1,0.045181099999993535,53,edge,97,15,True,7566.799415626021
15,15,1.0,15,34297.807529812875,,synthetic_local,38,510.7707670641714,126,False,0,P2,0.8186587000000003,53,edge,97,15,True,7661.561505962572
15,15,1.0,15,19525.621336228975,,synthetic_local,36,314.8082844830529,125,False,0,P3,0.6928690000000017,53,edge,117,15,True,4722.124267245793
3,1736,1.0,15,544063.2566107915,,synthetic_local,20,7798.043421477242,501,True,12,P1,0.10976829999999893,53,edge,415,15,True,116970.65132215864
8,506,1.0,15,141717.35343712434,,synthetic_local,38,2218.0313791616604,572,True,7,P4,0.6912688999999972,53,edge,519,15,True,33270.47068742491
10,126,1.0,15,45217.058150968536,,synthetic_local,39,852.1607753462465,564,True,5,P4,0.5789528000000033,53,edge,511,15,False,12782.411630193697
12,12,1.0,12,28073.411589706993,,synthetic_local,33,519.55685982845,98,False,0,P1,0.026649800000001278,54,bias,70,12,True,6234.6823179414
12,12,1.0,12,29681.010821874694,,synthetic_local,32,545.9335136979115,97,False,0,P2,0.6662450999999976,54,bias,70,12,True,6551.202164374939
12,12,1.0,12,17797.26513516409,,synthetic_local,32,349.2877522527347,97,False,0,P3,0.6296004000000011,54,bias,87,12,True,4191.453027032817
8,389,1.0,12,180409.98663331053,,synthetic_local,29,3372.416443888509,545,True,4,P1,0.06110100000000074,54,bias,471,12,True,40468.99732666211
11,17,1.0,12,40996.94571060168,,synthetic_local,39,975.4490951766948,581,True,1,P4,0.6659837999999993,54,bias,526,12,True,11705.389142120337
8,30,1.0,12,41187.594735857565,,synthetic_local,37,982.7099122642927,583,True,4,P4,0.5564171999999985,54,bias,526,12,False,11792.518947171513
16,16,1.0,16,32175.310904745595,,synthetic_local,48,433.25388630931997,76,False,0,P1,0.04077989999999687,55,cluster,37,16,True,6932.0621809491195
16,16,1.0,16,35672.457277027046,,synthetic_local,48,476.96821596283814,76,False,0,P2,0.9986077000000009,55,cluster,37,16,True,7631.49145540541
16,16,1.0,16,12703.012055957093,,synthetic_local,48,191.60015069946365,76,False,0,P3,0.7307660000000027,55,cluster,65,16,True,3065.6024111914185
9,946,1.0,16,324609.6850539544,,synthetic_local,33,4346.558563174428,306,True,7,P1,0.07464029999999866,55,cluster,223,16,True,69544.93701079085
5,18,1.0,16,34895.57340742466,,synthetic_local,55,651.0071675928081,566,True,11,P4,0.6778078999999977,55,cluster,521,16,True,10416.114681484929
5,18,1.0,16,34895.57340742466,,synthetic_local,55,651.0071675928081,566,True,11,P4,0.5056678000000048,55,cluster,521,16,False,10416.114681484929
12,12,1.0,12,28276.002924504628,,synthetic_local,33,524.433382075077,101,False,0,P1,0.0325733000000028,56,random,73,12,True,6293.200584900925
12,12,1.0,12,29654.810003479142,,synthetic_local,31,546.5801667246524,99,False,0,P2,0.576075000000003,56,random,73,12,True,6558.9620006958285
11,69,1.0,12,29037.88334081614,,synthetic_local,30,556.1313890136023,107,False,1,P3,0.4573579000000052,56,random,100,12,True,6673.576668163228
6,208,1.0,12,84224.78223085693,,synthetic_local,28,1716.66303718095,531,True,6,P1,0.06673719999999861,56,random,452,12,True,20599.9564461714
10,53,1.0,12,39039.32138721389,,synthetic_local,49,951.1553564535656,579,True,2,P4,0.5358414999999965,56,random,528,12,True,11413.864277442786
10,53,1.0,12,39039.32138721389,,synthetic_local,49,951.1553564535656,579,True,2,P4,0.5283943000000022,56,random,528,12,False,11413.864277442786
10,10,1.0,10,22298.81582222696,,synthetic_local,27,527.1763164445392,131,False,0,P1,0.021848900000001947,57,edge,107,10,True,5271.763164445392
10,10,1.0,10,22830.992079861066,,synthetic_local,24,536.3198415972213,128,False,0,P2,0.4219799999999978,57,edge,107,10,True,5363.198415972212
10,10,1.0,10,14878.667555752334,,synthetic_local,24,378.47335111504674,128,False,0,P3,0.38562340000000006,57,edge,119,10,True,3784.733511150467
2,1135,1.0,10,371987.36609663675,,synthetic_local,14,8161.647321932745,644,True,8,P1,0.07600970000000018,57,edge,574,10,True,81616.47321932745
9,220,1.0,10,44419.390670503286,,synthetic_local,28,1347.2878134100642,659,True,1,P4,0.44945669999999893,57,edge,614,10,True,13472.878134100643
7,352,1.0,10,66092.2644636599,,synthetic_local,24,1818.8452892731943,656,True,3,P4,0.4238543000000021,57,edge,614,10,False,18188.452892731944
13,13,1.0,13,29362.628093034957,,synthetic_local,36,499.2712014313071,97,False,0,P1,0.029062000000003252,58,bias,68,13,True,6490.525618606992
13,13,1.0,13,31126.421956859507,,synthetic_local,33,525.2526454901463,94,False,0,P2,0.5992655000000013,58,bias,68,13,True,6828.284391371902
13,13,1.0,13,17179.514983733035,,synthetic_local,32,311.454076672816,93,False,0,P3,0.5733020999999994,58,bias,83,13,True,4048.9029967466076
10,115,1.0,13,64105.65650795347,,synthetic_local,32,1256.1639462762066,535,True,3,P1,0.06345890000000054,58,bias,463,13,True,16330.131301590687
11,23,1.0,13,40290.58349568094,,synthetic_local,51,881.2397460873995,560,True,2,P4,0.6320471999999953,58,bias,503,13,True,11456.116699136193
10,18,1.0,13,40075.51589662913,,synthetic_local,49,876.7771676404486,560,True,3,P4,0.5528339000000031,58,bias,503,13,False,11398.103179325832
15,15,1.0,15,30563.395294385493,,synthetic_local,45,442.0452705918067,80,False,0,P1,0.03720560000000006,59,cluster,43,15,True,6630.6790588771
15,15,1.0,15,33684.920585277294,,synthetic_local,45,483.6656078036974,80,False,0,P2,0.9509177999999991,59,cluster,43,15,True,7254.984117055461
15,15,1.0,15,11778.89693903715,,synthetic_local,45,193.3852925204954,80,False,0,P3,0.7095529999999997,59,cluster,70,15,True,2900.779387807431
9,503,1.0,15,150091.37335986883,,synthetic_local,33,2218.8183114649178,301,True,6,P1,0.061972900000000664,59,cluster,220,15,True,33282.27467197377
2,18,1.0,15,33588.85401430295,,synthetic_local,38,668.8513868573729,546,True,13,P4,0.6827345999999963,59,cluster,501,15,True,10032.770802860592
2,18,1.0,15,33588.85401430295,,synthetic_local,38,668.8513868573729,546,True,13,P4,0.5158115999999993,59,cluster,501,15,False,10032.770802860592
11,11,1.0,11,23256.73125810886,,synthetic_local,27,482.12238651107003,103,False,0,P1,0.029405300000000523,60,random,82,11,True,5303.3462516217705
11,11,1.0,11,25215.691022096213,,synthetic_local,28,518.194382219931,104,False,0,P2,0.5377551999999994,60,random,82,11,True,5700.1382044192405
10,33,1.0,11,13280.637446270977,,synthetic_local,30,312.46613538674524,111,False,1,P3,0.3691016000000005,60,random,105,11,True,3437.1274892541974
6,265,1.0,11,142867.43362537443,,synthetic_local,23,3012.4078840977177,636,True,5,P1,0.061392500000003736,60,random,566,11,True,33136.486725074894
