cohort,seed,seed_hex,source_seed,derivation_index,contrast,reference,candidate,valid_pair,reference_status,candidate_status,mean_time_per_source_delta,virtual_time_s_delta,last_source_first_seen_s_delta,last_source_first_seen_per_source_s_delta,detect_count_delta,switch_count_delta,discovery_measures_delta,discovery_travel_s_delta,discovery_measure_s_delta,discovery_switch_s_delta,final_discovery_measure_s_delta,post_last_seen_discovery_s_delta,post_all_cleared_discovery_s_delta,distance_delta,stage_discovery_s_delta,stage_active_localization_s_delta,stage_diagnostic_s_delta,stage_optical_fallback_s_delta,stage_certified_clear_s_delta,comparison,last_discovery_comparison
holdout128,63,5669dff0e487f578d3f297b24b4e6045bfaa5f1cdee89e9b97e6440c9b2fc6ad,,95,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-3.122991384615375,-40.59888800000044,-2171.623081999999,-167.04792938461532,-79,-77,-76,404.3463460000021,-380.0,-78.0,-40.59888800000044,2346.2155030000004,1737.7941250000003,2157.0055508999358,-53.653653999997914,-439.03466800000194,297.6501269999999,0.0,154.43930699999987,win,win
holdout128,64,a7135f658f2dcd590eefde3bb070c2e1a2872e5c177e7bfee319b4f2329451d6,,96,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-81.2099701333334,-1218.1495520000008,-3983.3109109999996,-265.5540607333333,-43,-33,-39,-440.6773069999981,-195.0,-34.0,-938.4865950000003,2837.926069,2415.166324,-4850.747761499828,-669.6773069999981,83.12596799999892,0.0,0.0,-631.5982130000009,win,win
holdout128,64,a7135f658f2dcd590eefde3bb070c2e1a2872e5c177e7bfee319b4f2329451d6,,96,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,65,0291194fa1e49443cf97c085dd91941b0326103117092205452b129826ff4ac5,,97,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-119.0685175384616,-1547.8907280000003,-3252.3421630000003,-250.18016638461546,-63,-59,-63,-1033.7651589999969,-315.0,-60.0,-1547.8907280000003,1881.513710000001,-834.6728860000003,-5869.45364707063,-1408.7651589999969,81.97617899999966,55.1329939999996,0.0,-276.23474200000203,win,win
holdout128,65,0291194fa1e49443cf97c085dd91941b0326103117092205452b129826ff4ac5,,97,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,19.380878307692342,251.95141800000056,3561.16222,273.9355553846154,14,14,16,88.90705300000081,80.0,14.0,251.95141800000056,-3465.4335679999995,654.5209439999999,839.7570854193182,182.907052999999,-68.88002600000209,-55.1329939999996,0.0,193.05738500000143,loss,loss
holdout128,66,e663bf764e53819c838a132c9a355d3c039a952cda564f2e55382963f3fab76c,,98,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-110.81701178571427,-1551.4381649999996,-2482.8491209999993,-177.34636578571423,-127,-128,-126,-525.1383229999992,-630.0,-127.0,-1551.4381649999996,1351.2525209999994,3029.552479,-3942.1908300424766,-1282.1383229999992,-320.32361400000013,0.0,0.0,51.02377199999978,win,win
holdout128,66,e663bf764e53819c838a132c9a355d3c039a952cda564f2e55382963f3fab76c,,98,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.6387635714285125,8.942689999999857,-108.06741099999999,-7.719100785714261,-8,-7,-8,37.82474799999909,-40.0,-7.0,8.942689999999857,117.01010099999985,117.01010099999985,279.7134501883411,-9.17525200000091,0.0,0.0,0.0,18.11794200000054,loss,win
holdout128,67,f4c6388b340a3f068692da0faefa9bd0302f65e679bb267e0c15e4c4eadb6f05,,99,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-80.93321753333328,-1213.9982629999995,-1906.9214919999995,-127.12809946666664,-81,-70,-71,-26.183788999999706,-355.0,-69.0,-834.8408689999997,1193.9603310000002,2426.1159399999997,-3589.991320526169,-450.1837889999988,-621.9826180000009,-369.17743500000086,-62.391733999998905,289.73731300000054,win,win
holdout128,67,f4c6388b340a3f068692da0faefa9bd0302f65e679bb267e0c15e4c4eadb6f05,,99,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,68,47da8744ad4a414cc40072b0d8f4bff14d31c3071920033a8584b2b18d0f4ef3,,100,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-78.59037956250006,-1257.446073000001,-2337.8703289999994,-146.11689556249996,-89,-90,-85,-747.183178000003,-425.0,-85.0,-1257.446073000001,1425.0877289999971,409.3438279999982,-3612.2303714365044,-1257.183178000002,-146.26552199999878,-56.71022300000004,0.0,202.71285000000034,win,win
holdout128,68,47da8744ad4a414cc40072b0d8f4bff14d31c3071920033a8584b2b18d0f4ef3,,100,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-1.8319156874999862,-29.31065099999978,-24.779663000000255,-1.548728937500016,2,2,2,109.8938990000006,10.0,2.0,-29.31065099999978,-175.18938699999944,1546.1351670000004,-206.55325504211942,121.8938990000006,-42.72044099999948,0.0,0.0,-108.4841090000009,win,win
holdout128,69,84d9b34005206e90d46f5bf3ed4a4c954b7cbd4011af60a2c78e66b86b38db34,,101,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-45.78935661538458,-595.2616359999993,-1507.705648,-115.97735753846158,80,84,82,-631.5039749999987,410.0,85.0,-595.2616359999993,679.5831560000015,-2451.871014999999,-5396.30816884667,-136.5039749999978,-378.91531499999996,0.0,0.0,-79.84234600000082,win,win
holdout128,69,84d9b34005206e90d46f5bf3ed4a4c954b7cbd4011af60a2c78e66b86b38db34,,101,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-35.525864384615375,-461.8362369999995,-482.680785,-37.12929115384614,-62,-62,-61,82.81750499999998,-305.0,-62.0,-461.8362369999995,204.7036760000001,3107.1578470000004,-449.18119319334073,-284.1824949999991,-103.13509200000112,0.0,0.0,-74.51864999999793,win,win
holdout128,70,c1fd44fadc094501c753ac2ce28c551ca89c0b3a6c6dc94a1bc6f0982a5907bd,,102,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-29.711693749999995,-475.3870999999999,69.15024300000005,4.321890187500003,17,17,23,-379.9011249999994,115.0,22.0,-475.3870999999999,-402.6248879999994,-2220.2216849999995,-2886.9355090923054,-242.9011249999985,-331.31089900000063,0.0,0.0,98.82492400000012,win,loss
holdout128,70,c1fd44fadc094501c753ac2ce28c551ca89c0b3a6c6dc94a1bc6f0982a5907bd,,102,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-45.983619625000074,-735.7379140000012,-2137.4768010000007,-133.59230006250004,-98,-100,-102,34.62425599999733,-510.0,-101.0,-735.7379140000012,1603.5820059999978,3400.814830999998,-728.6895838603668,-576.3757440000027,7.760591000001568,0.0,0.0,-167.12276100000054,win,win
holdout128,71,3b3bf77671234499de96acf9ca08d53cce07db0df117ec7058ad9bc4e38d2b42,,103,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-30.853874214285838,-431.9542390000006,228.8265650000003,16.344754642857083,-23,-22,-23,-477.8168050000004,-115.0,-21.0,-431.9542390000006,-671.8843059999999,63.504353000000265,-1474.7711968952135,-613.8168050000004,-467.54498300000023,563.2827539999996,0.0,86.12479500000018,win,loss
holdout128,71,3b3bf77671234499de96acf9ca08d53cce07db0df117ec7058ad9bc4e38d2b42,,103,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-15.788029142856999,-221.03240799999912,-413.9180059999999,-29.5655718571428,-26,-28,-28,375.62228600000344,-140.0,-29.0,-221.03240799999912,266.3997890000019,1422.3896880000011,-315.16204601648496,206.62228600000344,44.766108000000486,-272.4544459999995,0.0,-199.96635600000263,win,win
holdout128,72,93c26be7d45a7f278d2873d3396331601831306fb97c8402b8f05a733190e7ae,,104,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-82.49223359999996,-824.9223359999996,-146.3994849999999,-14.63994850000006,-26,-26,-23,-592.005302999999,-115.0,-24.0,-824.9223359999996,-625.9537179999998,-619.9537179999998,-3344.611672023355,-731.0053029999999,136.12969099999816,0.0,0.0,-230.04672399999947,win,win
holdout128,72,93c26be7d45a7f278d2873d3396331601831306fb97c8402b8f05a733190e7ae,,104,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,73,e56dd4614c9cf0b547d94b7e293409b54dcdb73debb0c2f02092c6eabbc49ef3,,105,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-170.59216600000013,-2217.698158000001,-3296.082128000001,-253.5447790769232,-94,-84,-89,-1159.1302250000026,-445.0,-86.0,-2217.698158000001,1339.6323909999992,1140.6323909999992,-8318.490800626678,-1690.1302250000026,238.50329100000113,-698.9349629999988,0.0,-67.13626100000101,win,win
holdout128,73,e56dd4614c9cf0b547d94b7e293409b54dcdb73debb0c2f02092c6eabbc49ef3,,105,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,74,6976615075b9b0b7d106fabc1b02d09fdbe0a74c1ea4122c501423e8bc167621,,106,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-30.350092800000084,-303.5009280000013,-199.72373900000002,-19.97237389999998,26,27,26,-534.9544300000034,130.0,27.0,-303.5009280000013,-93.09284700000353,-2504.183333000001,-2302.5046425734326,-377.95443000000523,-16.74333999999726,0.0,0.0,91.19684199999938,win,win
holdout128,74,6976615075b9b0b7d106fabc1b02d09fdbe0a74c1ea4122c501423e8bc167621,,106,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-62.411713599999985,-624.1171359999989,-3735.4798170000004,-373.54798170000004,-100,-103,-100,253.85057500000494,-500.0,-101.0,-624.1171359999989,3095.132217000005,2902.979798000001,-105.58569078978326,-347.149424999996,-351.3305460000024,0.0,0.0,74.362834999999,win,win
holdout128,75,fabc341132770b70c917131c212d723b2b6705fb03f89f4a6fc1580d2a39cd40,,107,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-48.36217179999994,-483.6217180000003,939.0470509999996,93.90470509999989,13,13,15,-576.3098130000017,75.0,15.0,-483.6217180000003,-1262.0816880000002,-1467.0816880000011,-2808.108585841459,-486.30981300000167,-137.19778900000028,4.547473508864641e-13,0.0,139.88588400000128,win,loss
holdout128,75,fabc341132770b70c917131c212d723b2b6705fb03f89f4a6fc1580d2a39cd40,,107,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,76,977c1e46db1c8610ac9329846117ede3ccec899c64eef7d8a1f2a01265a453bb,,108,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-96.97694899999999,-1163.7233880000003,-4872.847794,-406.07064950000006,-10,-8,-9,-849.0544940000009,-45.0,-7.0,-1163.7233880000003,3648.1448039999987,-92.86529700000028,-5528.616939296226,-901.0544940000018,-441.506306,138.26055000000088,0.0,40.576862000000176,win,win
holdout128,76,977c1e46db1c8610ac9329846117ede3ccec899c64eef7d8a1f2a01265a453bb,,108,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,52.24606316666677,626.9527580000013,3268.1155550000003,272.3429629166667,-32,-33,-35,516.7959830000027,-175.0,-35.0,626.9527580000013,-2907.957178999998,1458.042821000001,4099.763785123745,306.7959830000018,487.4329949999992,21.74973399999908,0.0,-189.02595399999979,loss,loss
holdout128,77,7690c30ac69db4aa679507cb5a9d688520451fb6fdfd05d58f0468ed7e681574,,109,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-71.12836936363647,-782.4120630000016,-4676.095569,-425.09959718181824,10,20,15,-516.8175860000028,75.0,20.0,-782.4120630000016,3412.3980059999985,2045.0749009999981,-4262.060287866196,-421.81758600000467,-380.9519899999999,0.0,0.0,20.35751300000095,win,win
holdout128,77,7690c30ac69db4aa679507cb5a9d688520451fb6fdfd05d58f0468ed7e681574,,109,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,10.383908454545576,114.22299300000122,433.6721859999998,39.42474418181817,14,13,15,22.021500000000742,75.0,14.0,114.22299300000122,-157.02587099999982,-1658.1994249999989,156.1149648140272,111.02150000000256,8.334474000000228,0.0,0.0,-5.13298099999929,loss,loss
holdout128,78,9ad79ac3c928817055e7f37e912adc7ca0a3cdfea38a3cbffa39f4e13beb7edc,,110,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-51.67667892857139,-723.4735049999999,-563.5612799999999,-40.25437714285715,6,11,12,-771.7337289999987,60.0,12.0,-723.4735049999999,-364.0190739999989,-46.662209000000075,-3822.367524345791,-699.7337289999996,-647.5789650000017,375.086943999999,0.0,248.75224500000144,win,win
holdout128,78,9ad79ac3c928817055e7f37e912adc7ca0a3cdfea38a3cbffa39f4e13beb7edc,,110,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-19.38552735714302,-271.39738300000135,-2043.9084970000004,-145.9934640714286,1,6,3,-170.6012800000026,15.0,5.0,-271.39738300000135,1629.9877659999993,279.3633429999991,-1411.9869021803024,-150.6012800000026,-155.6005010000008,104.60163700000157,0.0,-69.79723899999954,win,win
holdout128,79,6929366cfeafaffb55155959a88be713ba0003cf8ed5c0620d173f8e4b232d78,,111,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-99.26051615384608,-1290.3867099999989,-4548.227964,-349.8636895384615,-103,-100,-101,-539.8715499999998,-505.0,-100.0,-1290.3867099999989,3110.619686000001,2698.740320000001,-3376.933565808031,-1144.8715499999998,-127.56435600000123,-14.15664599999991,0.0,-3.7941579999985606,win,win
holdout128,79,6929366cfeafaffb55155959a88be713ba0003cf8ed5c0620d173f8e4b232d78,,111,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,14.814584153846113,192.58959399999912,122.3217339999992,9.40936415384607,-17,-19,-21,115.46672699999908,-105.0,-20.0,192.58959399999912,126.28327099999933,538.1626369999994,1482.9479767666708,-9.533273000000918,209.81611399999974,25.223747999999887,0.0,-32.91699499999959,loss,loss
holdout128,80,0899281257d2bc5fd82688f3029c1211f274797882a317a72b9c3669a0f003ed,,112,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-95.73467027272716,-1053.081372999999,1942.3136169999998,176.57396518181815,-2,2,-2,-618.6903280000006,-10.0,1.0,-1053.081372999999,-2905.060761999999,-385.9999999999982,-5225.406853623936,-627.6903280000006,629.4479929999995,-909.0239320000001,0.0,-145.81510599999842,win,loss
holdout128,80,0899281257d2bc5fd82688f3029c1211f274797882a317a72b9c3669a0f003ed,,112,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-39.38557809090901,-433.24135899999965,-2512.162945,-228.3784495454546,-29,-30,-27,-66.93435599999884,-135.0,-28.0,-433.24135899999965,2078.9215860000004,2078.9215860000004,-1291.2067931976053,-229.93435599999975,-247.26290300000028,0.0,0.0,43.95589999999993,win,win
holdout128,81,baee4d43daf6f81989aface865cf661ec306e5a229e1d8402af4aa53f63567bc,,113,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-114.58951720000005,-1145.8951720000005,-4980.611908999999,-498.0611909,-30,-32,-31,-1066.3988680000002,-155.0,-31.0,-1145.8951720000005,3547.870545999999,654.3021869999993,-4819.475846784713,-1252.3988680000002,-165.69096000000104,180.1531,0.0,92.04155600000047,win,win
holdout128,81,baee4d43daf6f81989aface865cf661ec306e5a229e1d8402af4aa53f63567bc,,113,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,82,86c0631943a1c25d4d49dda2a7efafba4bd4e4c3cee2271daf13367cd32e0ca3,,114,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-113.46486264285716,-1588.5080770000004,-3773.881453,-269.5629609285714,-172,-167,-165,-621.5656080000017,-825.0,-166.0,-1588.5080770000004,2280.9589449999985,2336.5886689999998,-2807.540391383889,-1612.5656079999999,-706.3464109999976,246.83718499999986,0.0,483.56675699999914,win,win
holdout128,82,86c0631943a1c25d4d49dda2a7efafba4bd4e4c3cee2271daf13367cd32e0ca3,,114,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,83,8ae65cdcf10c3032703e37b6b8652d5265cca579b0d249b79e36603ecee90915,,115,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-42.44487828571425,-594.2282959999993,280.5485689999996,20.039183499999922,78,82,80,-854.9795309999963,400.0,81.0,-594.2282959999993,-1210.678522999996,544.503662000001,-5331.141485236971,-373.9795309999972,-503.3322049999987,376.44501999999954,0.0,-93.36158000000421,win,loss
holdout128,83,8ae65cdcf10c3032703e37b6b8652d5265cca579b0d249b79e36603ecee90915,,115,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-4.414701142857098,-61.80581600000005,-5020.808832,-358.62920228571426,-61,-57,-60,203.88128499999948,-300.0,-57.0,-61.80581600000005,4733.963440999999,442.2612630000003,1500.9709246056373,-153.1187149999987,228.3870529999973,-167.3623179999995,0.0,30.28816400000278,win,win
holdout128,84,4e7c16c115c9541a6a3b3dc26bbd971e36ef8fb99d2c7276c232e42ddf25c0b2,,116,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-89.47335169999997,-894.7335169999988,-432.38828399999875,-43.238828399999875,-9,-13,-13,-644.3751439999951,-65.0,-13.0,-894.7335169999988,-542.2534799999976,25.327280000001338,-4183.667571541533,-722.3751439999942,117.42955499999675,-195.25750400000015,0.0,-94.53042400000027,win,win
holdout128,84,4e7c16c115c9541a6a3b3dc26bbd971e36ef8fb99d2c7276c232e42ddf25c0b2,,116,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-26.28713330000005,-262.87133300000096,-3594.0608360000006,-359.4060836000001,-39,-39,-37,-34.250527000001966,-185.0,-38.0,-262.87133300000096,3145.395215999999,1860.814997999998,-144.35667109699716,-257.25052700000197,-92.91358299999865,0.0,0.0,87.29277699999966,win,win
holdout128,85,ffddd8bbcc71d2c638b4e3b9bbb97520e44204b0499db7403aa0131af48e61d4,,117,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-81.229601,-812.29601,-3218.0478620000004,-321.8047862,-12,-6,-9,-682.31491,-45.0,-7.0,-812.29601,2071.531301,-2627.9404049999994,-3731.480056839726,-734.314910000001,-181.78823700000044,0.0,0.0,103.8071370000007,win,win
holdout128,85,ffddd8bbcc71d2c638b4e3b9bbb97520e44204b0499db7403aa0131af48e61d4,,117,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,20.396175400000175,203.96175399999993,1207.7855090000003,120.77855089999997,-14,-18,-17,212.44225000000188,-85.0,-18.0,203.96175399999993,-760.8284599999988,4287.956483,1459.8087854824116,109.44225000000188,122.26542999999947,0.0,0.0,-27.745926000001646,loss,loss
holdout128,86,91b6e9fa2d98eb0e4c3dacc6548a571e2a77fee9c56df2a23f72c14c4964142e,,118,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-68.24101710000014,-682.4101709999995,-245.5694280000007,-24.556942800000115,23,27,27,-637.4147810000013,135.0,28.0,-682.4101709999995,-544.0298040000007,-2016.310875000001,-4122.050870313615,-474.4147810000013,-375.31323699999894,155.7058669999996,0.0,11.611980000000813,win,win
holdout128,86,91b6e9fa2d98eb0e4c3dacc6548a571e2a77fee9c56df2a23f72c14c4964142e,,118,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,87,efe8e6c85a8b7b3242c13f59a8c0896a982ab3b5f36c0555d21013837179315e,,119,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-12.2462230000001,-122.462230000001,-1168.6160099999997,-116.86160099999995,17,17,16,-285.93689000000086,80.0,17.0,-122.462230000001,574.292465999999,769.4483359999995,-1122.3111539535967,-188.93688999999904,51.53183700000045,164.4006929999996,0.0,-149.45787000000018,win,win
holdout128,87,efe8e6c85a8b7b3242c13f59a8c0896a982ab3b5f36c0555d21013837179315e,,119,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-90.56573479999997,-905.6573480000006,-3085.5650299999998,-308.556503,-96,-98,-94,-80.7451940000019,-470.0,-96.0,-905.6573480000006,2627.6150719999987,2876.4491009999983,-1638.2867332084497,-646.7451940000028,-39.23718400000098,-403.31357299999945,0.0,183.6386030000017,win,win
holdout128,88,04b6a45783453d0b1f8b1778429b7bd66d69dd67a7066398659480ec27d0347f,,120,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-153.45557469230766,-1994.9224709999999,-2392.8619909999998,-184.06630699999994,26,30,25,-1258.4248469999966,125.0,29.0,-1994.9224709999999,-265.72504899999876,-555.9678029999995,-10579.612365196714,-1104.4248469999984,-437.2317930000007,-156.66948200000047,-207.78773899999987,-88.80861000000209,win,win
holdout128,88,04b6a45783453d0b1f8b1778429b7bd66d69dd67a7066398659480ec27d0347f,,120,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,26.08138492307694,339.05800400000044,97.95916900000066,7.535320692307778,-1,1,-1,319.8764370000008,-5.0,0.0,339.05800400000044,257.94158400000015,238.98989900000015,1715.2900162650694,314.8764370000008,158.30525899999884,-108.43445000000065,0.0,-25.689241999998103,loss,loss
holdout128,89,9630bdf6a85fb3b556f547033c2ec5d59156a37cc8eb0e9f4ac2121db5dfa81d,,121,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-45.99055873333327,-689.858381,603.2941799999999,40.21961200000004,107,117,117,-705.5440959999978,585.0,119.0,-689.858381,-1483.4305909999975,-1650.753092,-6709.291904281839,-1.5440959999978077,-846.0353619999992,90.58234700000003,0.0,67.13872999999671,win,loss
holdout128,89,9630bdf6a85fb3b556f547033c2ec5d59156a37cc8eb0e9f4ac2121db5dfa81d,,121,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,4.0825779333333685,61.2386690000003,-3729.6885560000005,-248.6459037333334,-79,-81,-81,202.8119039999974,-405.0,-82.0,61.2386690000003,3392.841290999999,-590.7617449999998,2686.1933356206646,-284.1880960000026,-10.15565099999958,99.355368,0.0,256.22704800000247,loss,win
holdout128,90,1e6f958322d1b04357306e38fb4c22e3845077b544e5edb3100515b11f8488ae,,122,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-73.1857339375,-1170.971743,-1695.9551459999993,-105.99719662499996,-33,-28,-27,-1155.238440000001,-135.0,-26.0,-1170.971743,327.31410999999844,327.31410999999935,-4889.85869940745,-1316.238440000001,-278.429246999998,206.6251030000003,0.0,217.07084099999884,win,win
holdout128,90,1e6f958322d1b04357306e38fb4c22e3845077b544e5edb3100515b11f8488ae,,122,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,91,272f38b041dff06f9fb6e0465ed6150ee94fdea5ab367617bb476da628a4714f,,123,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-69.79496345454561,-767.7445980000011,-363.323026,-33.02936599999998,-51,-47,-47,-422.7262320000027,-235.0,-46.0,-767.7445980000011,-45.33508200000142,-449.3350820000014,-2328.722997803183,-703.7262320000045,-153.0433139999999,0.0,0.0,89.02494800000159,win,win
holdout128,91,272f38b041dff06f9fb6e0465ed6150ee94fdea5ab367617bb476da628a4714f,,123,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,92,e676a2909524734e59fdf00c01aab0556edbeba175aeec92c43edca352a6be1a,,124,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-76.51933490909096,-841.7126840000001,-2340.182105,-212.74382772727273,-13,-11,-11,-535.1695250000021,-55.0,-10.0,-841.7126840000001,1179.5346639999989,1068.5078939999994,-3828.563437410012,-600.1695250000012,-528.0177310000014,0.0,0.0,286.47457200000304,win,win
holdout128,92,e676a2909524734e59fdf00c01aab0556edbeba175aeec92c43edca352a6be1a,,124,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,-33.03656990909087,-363.40226900000016,-3189.1729860000005,-289.92481690909096,-95,-94,-98,54.65150200000062,-490.0,-97.0,-363.40226900000016,2967.091053000001,906.5592930000003,1027.9886593452975,-532.3484980000012,259.0739090000002,0.0,0.0,-90.12768000000096,win,win
holdout128,93,c581baa7351bd36fd3f03be34ad1ad5eb0fe2b23ed324dec66ca1438586bd87d,,125,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-96.33310200000005,-1155.9972240000006,-328.8999269999995,-27.408327249999957,-17,-13,-12,-995.9231060000011,-60.0,-11.0,-1155.9972240000006,-903.5739580000018,1856.4159409999984,-5289.986109859747,-1066.923106000002,-260.1592360000009,0.0,0.0,171.0851180000019,win,win
holdout128,93,c581baa7351bd36fd3f03be34ad1ad5eb0fe2b23ed324dec66ca1438586bd87d,,125,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie
holdout128,94,c4b26113fb5fdb0ce1f57098be84e3756a08ae6f2feb4a171ffd7d0a1a572fa7,,126,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-115.45932100000005,-1154.593209999999,-3522.6517059999996,-352.26517060000003,-80,-77,-79,-657.8541839999971,-395.0,-78.0,-1154.593209999999,2199.0277650000016,2292.135139000002,-3387.96603832634,-1130.854183999998,57.96550500000035,-253.30672199999998,0.0,171.60219099999767,win,win
holdout128,94,c4b26113fb5fdb0ce1f57098be84e3756a08ae6f2feb4a171ffd7d0a1a572fa7,,126,D2-D1,D1,D2,True,FULL_CLEAR,FULL_CLEAR,26.41450800000007,264.14508000000023,714.8262799999993,71.48262799999998,-4,0,-2,286.9671769999986,-10.0,-1.0,264.14508000000023,-391.11136499999975,-654.1012639999999,1420.725391262029,275.9671769999986,21.242778000000953,99.34427699999924,0.0,-132.40915199999904,loss,loss
holdout128,95,8da03061ea839709725b4c5942d9de28e57ab14bd99d2d33fd11fe74c1fc0074,,127,D1-D0,D0,D1,True,FULL_CLEAR,FULL_CLEAR,-53.26926176923075,-692.500403,-836.3594679999997,-64.33534369230767,81,91,87,-152.0360759999994,435.0,90.0,-692.500403,440.0576199999996,2484.091733,-5912.502019596046,372.9639239999997,-315.0340199999987,-840.631818999999,-34.59248600000001,124.79399799999737,win,win
