cohort,problem,seed,seed_hex,baseline,candidate,baseline_s_per_source,candidate_s_per_source,delta_s_per_source,comparison,total_time_delta_s,distance_delta_m,certificate_travel_delta_m,discovery_delta_s,active_localization_delta_s,diagnostic_delta_s,optical_fallback_delta_s,certified_clear_delta_s
development100,4,90,eff26fad7c2b82a7f4c6b5d9abd9801c8889be505d185f96594d0ae0483ef080,nccp,segment_entry,1119.8119145,1119.9555474000001,0.1436329000000569,loss,1.4363290000001143,7.181653111925698,1.3177825458802772,-0.019475000000966247,1.1922480000007454,0.0,0.0,0.2635559999994257
development100,4,91,acb2933e71c2dc97a7fd0ddf28f59969470787e0be8924d421931294cb3699f9,mec_center,nccp,1081.697748909091,1079.736860090909,-1.9608888181819566,win,-21.569777000000613,-107.84887271988555,-100.88257648746867,-2.472481999999218,1.0792210000008708,0.0,0.0,-20.17651600000096
development100,4,91,acb2933e71c2dc97a7fd0ddf28f59969470787e0be8924d421931294cb3699f9,mec_center,segment_entry,1081.697748909091,1079.6976300909091,-2.000118818181818,win,-22.001307000000452,-110.00652288989659,-97.78153839009315,-2.483610999999655,0.03861299999994117,0.0,0.0,-19.556309000000226
development100,4,91,acb2933e71c2dc97a7fd0ddf28f59969470787e0be8924d421931294cb3699f9,nccp,segment_entry,1079.736860090909,1079.6976300909091,-0.03922999999986132,win,-0.43152999999983876,-2.1576501700110384,3.101038097375522,-0.011129000000437372,-1.0406080000009297,0.0,0.0,0.6202070000007325
development100,4,92,f0a5617934203a26bd9dc6340e3cc2778ee398acbe37de02aadc3cfbe5506f28,mec_center,nccp,984.11792275,982.5874493333334,-1.5304734166666094,win,-18.365680999999313,-91.82840792305069,-115.98338139391467,1.7181089999994583,2.1455030000031456,0.9673830000010639,0.0,-23.19667600000389
development100,4,92,f0a5617934203a26bd9dc6340e3cc2778ee398acbe37de02aadc3cfbe5506f28,mec_center,segment_entry,984.11792275,982.4768696666666,-1.6410530833334178,win,-19.692637000000104,-98.46320112356625,-113.38113248948025,0.10705099999904633,2.069069000001946,0.8074690000012197,0.0,-22.676226000003453
development100,4,92,f0a5617934203a26bd9dc6340e3cc2778ee398acbe37de02aadc3cfbe5506f28,nccp,segment_entry,982.5874493333334,982.4768696666666,-0.11057966666680841,win,-1.3269560000007914,-6.63479320051556,2.6022489044344184,-1.611058000000412,-0.07643400000119982,-0.15991399999984424,0.0,0.5204500000004373
development100,4,93,63e4a6b913522d8aa946071005ef08e4559968653db91fb8c3752165fccbcc21,mec_center,nccp,1024.2507399166668,1023.002754,-1.2479859166668348,win,-14.975831000001563,-74.8791485359834,-86.3777816867946,0.3642779999954655,-1.7423630000021149,3.6778110000004745,0.0,-17.275556999997775
development100,4,93,63e4a6b913522d8aa946071005ef08e4559968653db91fb8c3752165fccbcc21,mec_center,segment_entry,1024.2507399166668,1023.1475423333333,-1.1031975833335537,win,-13.23837100000128,-66.19185412552906,-78.13339195401068,-0.007874000002630055,-1.4227160000001504,3.818898000002264,0.0,-15.626679000001786
development100,4,93,63e4a6b913522d8aa946071005ef08e4559968653db91fb8c3752165fccbcc21,nccp,segment_entry,1023.002754,1023.1475423333333,0.14478833333328112,loss,1.737460000000283,8.687294410454342,8.24438973278393,-0.37215199999809556,0.31964700000196444,0.14108700000178942,0.0,1.6488779999959888
development100,4,94,063ac0a96127347f6e233f31b563382033ab6a7477173dd5e3030ce29ee25af2,mec_center,nccp,977.1577816363636,975.8931243636363,-1.264657272727277,win,-13.911229999999705,-69.55614932114258,-45.440088334570646,-2.333216999999422,-2.489995999998996,0.0,0.0,-9.088017000000491
development100,4,94,063ac0a96127347f6e233f31b563382033ab6a7477173dd5e3030ce29ee25af2,mec_center,segment_entry,977.1577816363636,975.796637090909,-1.361144545454522,win,-14.9725899999994,-74.86296343434515,-43.73400620650864,-3.53248099999837,-2.6933089999992035,0.0,0.0,-8.746800000000746
development100,4,94,063ac0a96127347f6e233f31b563382033ab6a7477173dd5e3030ce29ee25af2,nccp,segment_entry,975.8931243636363,975.796637090909,-0.096487272727245,win,-1.061359999999695,-5.306814113202563,1.7060821280620075,-1.1992639999989478,-0.20331300000020747,0.0,0.0,0.34121699999974453
development100,4,95,7258c523f1f605f0973ee54e5370de9af0979a8255744b4c375567bb8e17c2c6,mec_center,nccp,920.14301,918.0119666153846,-2.1310433846153956,win,-27.70356400000128,-138.51782494185318,-106.83086014127275,0.5817169999991165,-8.975928000002568,2.0568170000015016,0.0,-21.36616999999933
development100,4,95,7258c523f1f605f0973ee54e5370de9af0979a8255744b4c375567bb8e17c2c6,mec_center,segment_entry,920.14301,918.1662585384615,-1.9767514615384698,win,-25.697769000000335,-128.4888401359858,-99.5544838709884,1.299102999999377,-9.020603000001756,1.9346279999999751,0.0,-19.91089700000032
development100,4,95,7258c523f1f605f0973ee54e5370de9af0979a8255744b4c375567bb8e17c2c6,nccp,segment_entry,918.0119666153846,918.1662585384615,0.15429192307692574,loss,2.005795000000944,10.028984805867367,7.276376270284345,0.7173860000002605,-0.044674999999188,-0.12218900000152644,0.0,1.4552729999990106
development100,4,96,41568530290f0b6c97acb1ae1e6ee74b892312b4490626f8841b01a6ce0f7403,mec_center,nccp,1159.3877046,1158.2838729,-1.1038317000000006,win,-11.038317000000461,-55.19157954612456,-69.93602833156842,3.251100999999835,0.5251269999994292,-0.8273389999985739,0.0,-13.987206000001208
development100,4,96,41568530290f0b6c97acb1ae1e6ee74b892312b4490626f8841b01a6ce0f7403,mec_center,segment_entry,1159.3877046,1158.3739027,-1.0138019000000895,win,-10.138018999999986,-50.69008833758562,-68.24721238000484,3.133468999998513,1.205294000001004,-0.8273389999994833,0.0,-13.649443000000247
development100,4,96,41568530290f0b6c97acb1ae1e6ee74b892312b4490626f8841b01a6ce0f7403,nccp,segment_entry,1158.2838729,1158.3739027,0.09002979999991112,loss,0.9002980000004754,4.501491208538937,1.6888159515635834,-0.11763200000132201,0.6801670000015747,-9.094947017729282e-13,0.0,0.3377630000009617
development100,4,97,36595ad7e46dcef50cf82306d706cd1812bd37bda70399ed9ef90e6a771198ed,mec_center,nccp,805.7070277857143,804.3872094999999,-1.3198182857144047,win,-18.47745600000053,-92.38726170817972,-95.77275245450528,0.14806600000156322,0.5290300000003754,0.0,0.0,-19.154552000000308
development100,4,97,36595ad7e46dcef50cf82306d706cd1812bd37bda70399ed9ef90e6a771198ed,mec_center,segment_entry,805.7070277857143,804.3270932857142,-1.379934500000104,win,-19.31908300000032,-96.59538823898765,-96.16330403184247,-0.21202899999661895,0.12560999999993783,0.0,0.0,-19.232664000002046
development100,4,97,36595ad7e46dcef50cf82306d706cd1812bd37bda70399ed9ef90e6a771198ed,nccp,segment_entry,804.3872094999999,804.3270932857142,-0.06011621428569924,win,-0.8416269999997894,-4.208126530807931,-0.3905515773371917,-0.3600949999981822,-0.40342000000043754,0.0,0.0,-0.07811200000173812
development100,4,98,96fc4ff5fc1f7ce678072fcefaeed5f9b9bed70b0518453734b25932bdebc485,mec_center,nccp,1025.085627,1023.4430364166666,-1.6425905833333445,win,-19.71108699999968,-98.55545038542914,-99.92646690943184,-1.0622959999982413,-0.4040660000000571,1.7405670000002829,0.0,-19.9852920000003
development100,4,98,96fc4ff5fc1f7ce678072fcefaeed5f9b9bed70b0518453734b25932bdebc485,mec_center,segment_entry,1025.085627,1023.6857930833334,-1.39983391666658,win,-16.798006999999416,-83.99003962850838,-98.26825437580919,1.5498159999988275,-0.4190920000000915,1.7249189999999999,0.0,-19.65364999999906
development100,4,98,96fc4ff5fc1f7ce678072fcefaeed5f9b9bed70b0518453734b25932bdebc485,nccp,segment_entry,1023.4430364166666,1023.6857930833334,0.24275666666676443,loss,2.9130800000002637,14.565410756920755,1.6582125336226454,2.612111999997069,-0.0150260000000344,-0.01564800000028299,0.0,0.33164200000123856
development100,4,99,b31d2f6ecf0c7b9f340ec3f739320e8f6e36a50ec3be20b6c5e6f20ca441f1f3,mec_center,nccp,897.9699484615384,895.9127694615383,-2.057179000000019,win,-26.743327000000136,-133.71663828393503,-94.13701315664639,-5.37182600000051,-2.544098000001668,0.0,0.0,-18.827402999999208
development100,4,99,b31d2f6ecf0c7b9f340ec3f739320e8f6e36a50ec3be20b6c5e6f20ca441f1f3,mec_center,segment_entry,897.9699484615384,896.7286069999999,-1.2413414615384681,win,-16.137439000000086,39.31281243059493,251.25998495268777,-63.905054000000746,-2.4843800000016927,0.0,0.0,50.25199500000315
development100,4,99,b31d2f6ecf0c7b9f340ec3f739320e8f6e36a50ec3be20b6c5e6f20ca441f1f3,nccp,segment_entry,895.9127694615383,896.7286069999999,0.815837538461551,loss,10.60588800000005,173.02945071452996,345.39699810933416,-58.533228000000236,0.05971799999997529,0.0,0.0,69.07939800000236
development100,3,0,0000000000000000000000000000000000000000000000000000000000000000,mec_center,nccp,260.2759700666667,259.05276573333333,-1.2232043333333422,win,-18.348065000000133,-91.74033735609919,-117.15764715293562,5.846125999999231,-0.7626649999988331,0.0,0.0,-23.431526000000474
development100,3,0,0000000000000000000000000000000000000000000000000000000000000000,mec_center,segment_entry,260.2759700666667,259.18729566666667,-1.0886744000000022,win,-16.33011600000009,-81.65057968532892,-114.82954230463474,5.886399999999867,0.749391000000287,0.0,0.0,-22.965907000000186
development100,3,0,0000000000000000000000000000000000000000000000000000000000000000,nccp,segment_entry,259.05276573333333,259.18729566666667,0.13452993333334007,loss,2.017949000000044,10.089757670770268,2.3281048483008817,0.04027400000063608,1.51205599999912,0.0,0.0,0.465619000000288
development100,3,1,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,mec_center,nccp,357.7748098571428,355.8509979285714,-1.9238119285714106,win,-26.933366999999635,-134.6668451920923,-128.2812808434967,3.8848669999997583,-5.161977999999181,0.0,0.0,-25.656256000000212
development100,3,1,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,mec_center,segment_entry,357.7748098571428,355.8615282857143,-1.913281571428513,win,-26.785941999999523,-133.9297130574705,-126.59299741759446,4.7602960000003804,-6.227638000000752,0.0,0.0,-25.31859999999932
development100,3,1,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,nccp,segment_entry,355.8509979285714,355.8615282857143,0.010530357142897628,loss,0.14742500000011205,0.7371321346217883,1.6882834259022275,0.8754290000006222,-1.0656600000015715,0.0,0.0,0.3376560000008908
development100,3,2,000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f,mec_center,nccp,313.39484015384613,311.02485015384616,-2.369989999999973,win,-30.80986999999959,-154.04935348015715,-119.1562925005203,-5.244042000000718,-1.73457099999996,0.0,0.0,-23.83125699999931
development100,3,2,000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f,mec_center,segment_entry,313.39484015384613,310.98393676923075,-2.4109033846153807,win,-31.341743999999835,-156.70874367886063,-117.00824889376008,-5.446489000001293,-2.493609000000106,0.0,0.0,-23.401645999998834
development100,3,2,000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f,nccp,segment_entry,311.02485015384616,310.98393676923075,-0.04091338461540772,win,-0.5318740000002435,-2.659390198703477,2.1480436067602113,-0.20244700000057492,-0.759038000000146,0.0,0.0,0.42961100000047736
development100,3,3,1f1e1d1c1b1a191817161514131211100f0e0d0c0b0a09080706050403020100,mec_center,nccp,332.53949341666663,329.82300200000003,-2.7164914166665994,win,-32.59789699999965,-162.98946351397717,-142.77161866893698,0.07467700000029254,-4.118247000000338,0.0,0.0,-28.554326999999944
development100,3,3,1f1e1d1c1b1a191817161514131211100f0e0d0c0b0a09080706050403020100,mec_center,segment_entry,332.53949341666663,329.87506141666665,-2.6644319999999766,win,-31.973183999999947,-159.86590677963977,-140.964264106536,0.2725159999997686,-4.052845000001071,0.0,0.0,-28.192854999999042
development100,3,3,1f1e1d1c1b1a191817161514131211100f0e0d0c0b0a09080706050403020100,nccp,segment_entry,329.82300200000003,329.87506141666665,0.05205941666662284,loss,0.6247129999997014,3.1235567343373987,1.807354562400974,0.19783899999947607,0.06540199999926699,0.0,0.0,0.3614720000009015
development100,3,4,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,mec_center,nccp,375.244212,373.1387581818182,-2.105453818181786,win,-23.159991999999875,-90.7999526530075,339.4748984468433,1.0008840000004966,-92.05585499999916,0.0,0.0,67.89497899999907
development100,3,4,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,mec_center,segment_entry,375.244212,373.6100798181818,-1.6341321818181882,win,-17.975454000000354,-89.87726834173372,-104.7531291583764,-0.73264700000027,3.7078200000019024,0.0,0.0,-20.950627000001873
development100,3,4,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,nccp,segment_entry,373.1387581818182,373.6100798181818,0.4713216363635979,loss,5.18453799999952,0.9226843112737697,-444.2280276052197,-1.7335310000007667,95.76367500000106,0.0,0.0,-88.84560600000094
development100,3,5,5555555555555555555555555555555555555555555555555555555555555555,mec_center,nccp,304.61398584615387,303.04766561538463,-1.5663202307692359,win,-20.362162999999782,-101.81079711974962,-149.0808702791661,4.713158000000021,4.7408560000012585,0.0,0.0,-29.81617700000072
development100,3,5,5555555555555555555555555555555555555555555555555555555555555555,mec_center,segment_entry,304.61398584615387,303.1372771538462,-1.4767086923076818,win,-19.19721299999992,-95.986059789313,-147.82536954464206,5.125808999999663,5.242053000000396,0.0,0.0,-29.565075000000093
development100,3,5,5555555555555555555555555555555555555555555555555555555555555555,nccp,segment_entry,303.04766561538463,303.1372771538462,0.08961153846155412,loss,1.1649499999998625,5.824737330436619,1.2555007345240483,0.4126509999996415,0.5011969999991379,0.0,0.0,0.2511020000006283
development100,3,6,0000000000000000000000000000000000000000000000000000000000000001,mec_center,nccp,381.8998779090909,378.17520581818184,-3.7246720909090527,win,-40.97139299999981,-249.85696756570906,1011.6284576809694,-15.114132999999583,-228.18295400000034,0.0,0.0,202.32569399999988
development100,3,6,0000000000000000000000000000000000000000000000000000000000000001,mec_center,segment_entry,381.8998779090909,379.41604245454545,-2.483835454545442,win,-27.322189999999864,-136.61095769701933,-144.81614003303423,-4.434335000000601,6.075371999999788,0.0,0.0,-28.963226999999165
development100,3,6,0000000000000000000000000000000000000000000000000000000000000001,nccp,segment_entry,378.17520581818184,379.41604245454545,1.2408366363636105,loss,13.649202999999943,113.24600986868973,-1156.4445977140035,10.679797999998982,234.25832600000012,0.0,0.0,-231.28892099999905
development100,3,7,0000000000000000000000000000000000000000000000000000000000000002,mec_center,nccp,342.6904363,341.51245009999997,-1.1779862000000207,win,-11.779862000000321,-58.89931028598767,-91.47549621251255,1.1793779999993603,5.335858999999573,0.0,0.0,-18.295098999999425
development100,3,7,0000000000000000000000000000000000000000000000000000000000000002,mec_center,segment_entry,342.6904363,341.3615646,-1.3288716999999792,win,-13.288716999999906,-66.44360041762775,-87.81166881982813,0.9722449999994751,3.3013710000002447,0.0,0.0,-17.562332999999796
development100,3,7,0000000000000000000000000000000000000000000000000000000000000002,nccp,segment_entry,341.51245009999997,341.3615646,-0.15088549999995848,win,-1.5088549999995848,-7.544290131640082,3.663827392684425,-0.20713299999988521,-2.034487999999328,0.0,0.0,0.7327659999996285
development100,3,8,0000000000000000000000000000000000000000000000000000000000000004,mec_center,nccp,306.160853,304.9782560625,-1.1825969374999659,win,-18.921550999999454,-94.60775034113976,-165.28590263542992,6.8148790000009285,7.320748999998614,0.0,0.0,-33.05717899999854
development100,3,8,0000000000000000000000000000000000000000000000000000000000000004,mec_center,segment_entry,306.160853,304.8837373125,-1.277115687499986,win,-20.433850999999777,-102.16927128426323,-161.73599524675228,6.707024000000274,5.206321999999091,0.0,0.0,-32.3471969999988
development100,3,8,0000000000000000000000000000000000000000000000000000000000000004,nccp,segment_entry,304.9782560625,304.8837373125,-0.09451875000002019,win,-1.512300000000323,-7.561520943123469,3.5499073886776387,-0.1078550000006544,-2.114426999999523,0.0,0.0,0.7099819999997408
development100,3,9,0000000000000000000000000000000000000000000000000000000000000040,mec_center,nccp,291.22918473333334,290.0688836,-1.1603011333333484,win,-17.40451699999994,-87.02257561638908,-145.39180208403332,7.946722000001046,3.7271209999998973,0.0,0.0,-29.078360000000202
development100,3,9,0000000000000000000000000000000000000000000000000000000000000040,mec_center,segment_entry,291.22918473333334,290.1676753333333,-1.061509400000034,win,-15.922641000000112,-79.61319871191517,-141.97770257351294,9.167112000000543,3.305787999999211,0.0,0.0,-28.39554099999964
development100,3,9,0000000000000000000000000000000000000000000000000000000000000040,nccp,segment_entry,290.0688836,290.1676753333333,0.09879173333331437,loss,1.4818759999998292,7.409376904473902,3.414099510520373,1.2203899999994974,-0.4213330000006863,0.0,0.0,0.6828190000005634
development100,3,10,0000000000000000000000000000000000000000000000000000000000001000,mec_center,nccp,374.1362158,359.83422770000004,-14.30198809999996,win,-143.0198809999997,-780.0994010162431,218.4602608688765,-176.3489209999998,-10.363011999999799,0.0,0.0,43.69205199999965
development100,3,10,0000000000000000000000000000000000000000000000000000000000001000,mec_center,segment_entry,374.1362158,371.9266713,-2.2095444999999927,win,-22.095444999999927,-110.47722619545493,-98.94668706203674,-0.43936299999995754,-1.8667440000001534,0.0,0.0,-19.78933799999993
development100,3,10,0000000000000000000000000000000000000000000000000000000000001000,nccp,segment_entry,359.83422770000004,371.9266713,12.092443599999967,loss,120.92443599999979,669.6221748207881,-317.40694793091325,175.90955799999983,8.496267999999645,0.0,0.0,-63.48138999999958
development100,3,11,0000000000000000000000000000000000000000000000000000000000040000,mec_center,nccp,263.74804675,262.008264875,-1.7397818750000056,win,-27.83651000000009,-139.18256160882083,-148.37340666877435,-1.2024059999998826,3.0405759999987367,0.0,0.0,-29.674679999999057
development100,3,11,0000000000000000000000000000000000000000000000000000000000040000,mec_center,segment_entry,263.74804675,261.945962625,-1.8020841250000217,win,-28.833346000000347,-144.1667317607571,-144.66953504809044,-2.6860620000004474,2.7866240000000744,0.0,0.0,-28.93390799999986
development100,3,11,0000000000000000000000000000000000000000000000000000000000040000,nccp,segment_entry,262.008264875,261.945962625,-0.0623022500000161,win,-0.9968360000002576,-4.984170151936269,3.7038716206839126,-1.4836560000005647,-0.25395199999866236,0.0,0.0,0.7407719999991969
development100,3,12,0000000000000000000000000000000000000000000000000000000001000000,mec_center,nccp,266.573534375,265.144404875,-1.4291294999999877,win,-22.866071999999804,-114.33037465833331,-127.1234636533668,0.4618949999999131,2.096724999999651,0.0,0.0,-25.424691999999368
development100,3,12,0000000000000000000000000000000000000000000000000000000001000000,mec_center,segment_entry,266.573534375,265.1104504375,-1.4630839375000164,win,-23.409343000000263,-117.04672594347721,-122.8016940471257,-0.18338199999948301,1.3343760000000202,0.0,0.0,-24.560337000000914
development100,3,12,0000000000000000000000000000000000000000000000000000000001000000,nccp,segment_entry,265.144404875,265.1104504375,-0.03395443750002869,win,-0.543271000000459,-2.716351285143901,4.321769606241105,-0.6452769999993961,-0.7623489999996309,0.0,0.0,0.8643549999984543
development100,3,13,0000000000000000000000000000000000000000000000000000000040000000,mec_center,nccp,259.6589266428571,257.7876645,-1.8712621428571197,win,-26.197670000000016,-130.98834963518857,-144.4016250633358,0.6005739999998241,2.082081999998991,0.0,0.0,-28.88032599999866
development100,3,13,0000000000000000000000000000000000000000000000000000000040000000,mec_center,segment_entry,259.6589266428571,257.786258,-1.8726686428571497,win,-26.217360999999983,-131.08679578908777,-143.59836987865242,0.682758000000149,1.8195579999987785,0.0,0.0,-28.719676999998853
development100,3,13,0000000000000000000000000000000000000000000000000000000040000000,nccp,segment_entry,257.7876645,257.786258,-0.0014065000000300643,win,-0.019690999999966152,-0.09844615389920364,0.803255184683394,0.08218400000032489,-0.26252400000021225,0.0,0.0,0.16064899999980753
development100,3,14,0000000000000000000000000000000000000000000000000000001000000000,mec_center,nccp,336.9791564615385,335.4071316153846,-1.5720248461538517,win,-20.436322999999902,-102.18162014568225,-104.65549424906521,3.076876999999058,-2.582100999998829,0.0,0.0,-20.93109900000053
development100,3,14,0000000000000000000000000000000000000000000000000000001000000000,mec_center,segment_entry,336.9791564615385,335.44045584615384,-1.5387006153846414,win,-20.003107999999884,-100.01555224692856,-102.40362681690112,2.816803999999138,-2.3391879999983303,0.0,0.0,-20.480724000000976
development100,3,14,0000000000000000000000000000000000000000000000000000001000000000,nccp,segment_entry,335.4071316153846,335.44045584615384,0.03332423076921032,loss,0.43321500000001834,2.166067898753681,2.25186743216409,-0.2600729999999203,0.24291300000049887,0.0,0.0,0.45037499999955344
development100,3,15,0000000000000000000000000000000000000000000000000000040000000000,mec_center,nccp,311.0974622857143,309.3411349285714,-1.7563273571428795,win,-24.588583000000654,-122.94290814061969,-128.21507567384788,-4.10989600000039,5.164331000001084,0.0,0.0,-25.64301800000129
development100,3,15,0000000000000000000000000000000000000000000000000000040000000000,mec_center,segment_entry,311.0974622857143,309.2734586428572,-1.8240036428571216,win,-25.536051000000043,-127.68023516532776,-123.02959343423572,-4.3259410000002845,3.3958110000007764,0.0,0.0,-24.605921000000478
development100,3,15,0000000000000000000000000000000000000000000000000000040000000000,nccp,segment_entry,309.3411349285714,309.2734586428572,-0.06767628571424211,win,-0.9474679999993896,-4.737327024708065,5.185482239612156,-0.21604499999989457,-1.7685200000003078,0.0,0.0,1.0370970000008128
development100,3,16,0000000000000000000000000000000000000000000000000001000000000000,mec_center,nccp,324.2062354545455,322.5348681818182,-1.6713672727273092,win,-18.385040000000117,-91.92518595072215,-123.40320899349786,0.33445200000051045,5.9611509999999726,0.0,0.0,-24.680643000000885
development100,3,16,0000000000000000000000000000000000000000000000000001000000000000,mec_center,segment_entry,324.2062354545455,322.5429999090909,-1.6632355454545973,win,-18.29559100000006,-91.47795303583916,-123.29701320520235,0.33240400000067893,6.0314079999998285,0.0,0.0,-24.65940300000051
development100,3,16,0000000000000000000000000000000000000000000000000001000000000000,nccp,segment_entry,322.5348681818182,322.5429999090909,0.008131727272711942,loss,0.08944900000005873,0.44723291488298855,0.10619578829550846,-0.002047999999831518,0.0702569999998559,0.0,0.0,0.021240000000375403
development100,3,17,0000000000000000000000000000000000000000000000000040000000000000,mec_center,nccp,312.8062658,310.9475261333333,-1.8587396666666791,win,-27.88109500000064,-139.40547267374131,-171.6064079888081,4.886942000000545,1.5532460000003994,0.0,0.0,-34.32128300000136
development100,3,17,0000000000000000000000000000000000000000000000000040000000000000,mec_center,segment_entry,312.8062658,310.9123244666667,-1.8939413333333164,win,-28.409120000000257,-142.04558756841652,-169.59536383527757,4.264107000000422,1.245846000000256,0.0,0.0,-33.91907300000065
development100,3,17,0000000000000000000000000000000000000000000000000040000000000000,nccp,segment_entry,310.9475261333333,310.9123244666667,-0.035201666666637266,win,-0.5280249999996158,-2.6401148946752073,2.01104415353052,-0.6228350000001228,-0.30740000000014334,0.0,0.0,0.40221000000070717
development100,3,18,0000000000000000000000000000000000000000000000001000000000000000,mec_center,nccp,308.0999425,306.96938766666665,-1.130554833333349,win,-13.566658000000189,-67.83330442786428,-95.46828007689487,2.7147619999996095,2.812235000000328,0.0,0.0,-19.093655000000126
development100,3,18,0000000000000000000000000000000000000000000000001000000000000000,mec_center,segment_entry,308.0999425,307.01424325,-1.0856992500000047,win,-13.028390999999829,-65.14197246155163,-93.05138075313107,3.2465079999997215,2.335375999999087,0.0,0.0,-18.610274999998694
development100,3,18,0000000000000000000000000000000000000000000000001000000000000000,nccp,segment_entry,306.96938766666665,307.01424325,0.044855583333344384,loss,0.53826700000036,2.691331966312646,2.4168993237638006,0.531746000000112,-0.47685900000124093,0.0,0.0,0.4833800000014321
development100,3,19,0000000000000000000000000000000000000000000000040000000000000000,mec_center,nccp,373.95774500000005,372.64763227272726,-1.3101127272727808,win,-14.411240000000362,-72.05620541318422,-105.74187269806384,-0.9763100000000122,7.713443999999981,0.0,0.0,-21.14837400000033
development100,3,19,0000000000000000000000000000000000000000000000040000000000000000,mec_center,segment_entry,373.95774500000005,372.70934627272726,-1.248398727272786,win,-13.732386000000588,-68.66192207597123,-102.73558950224151,0.08359099999961472,6.731141999998954,0.0,0.0,-20.547118999999157
development100,3,19,0000000000000000000000000000000000000000000000040000000000000000,nccp,segment_entry,372.64763227272726,372.70934627272726,0.06171399999999494,loss,0.6788539999997738,3.3942833372129826,3.006283195822334,1.059900999999627,-0.9823020000010274,0.0,0.0,0.6012550000011743
development100,3,20,0000000000000000000000000000000000000000000001000000000000000000,mec_center,nccp,279.695127875,278.0253446875,-1.669783187500002,win,-26.716531000000032,-133.58265565338297,-129.76107364399377,3.277348999999276,-4.041664999999739,0.0,0.0,-25.952214999999796
development100,3,20,0000000000000000000000000000000000000000000001000000000000000000,mec_center,segment_entry,279.695127875,278.1462495,-1.5488783750000152,win,-24.782054000000244,-123.9102622873288,-125.80528612181661,2.869780999999648,-2.49077699999998,0.0,0.0,-25.16105800000014
development100,3,20,0000000000000000000000000000000000000000000001000000000000000000,nccp,segment_entry,278.0253446875,278.1462495,0.12090481249998675,loss,1.934476999999788,9.672393366054166,3.955787522177161,-0.4075679999996282,1.550887999999759,0.0,0.0,0.7911569999996573
development100,3,21,0000000000000000000000000000000000000000000040000000000000000000,mec_center,nccp,293.3987736428571,291.9719228571429,-1.4268507857142367,win,-19.97591099999954,-99.87954984969474,-95.73616418698703,0.3523789999994733,-1.1810569999997824,0.0,0.0,-19.147232999999346
development100,3,21,0000000000000000000000000000000000000000000040000000000000000000,mec_center,segment_entry,293.3987736428571,291.8857217142857,-1.5130519285714286,win,-21.182726999999886,-105.91365923895864,-94.17283044563919,-0.10271499999998923,-2.245449000000008,0.0,0.0,-18.834563000000117
development100,3,21,0000000000000000000000000000000000000000000040000000000000000000,nccp,segment_entry,291.9719228571429,291.8857217142857,-0.08620114285719183,win,-1.2068160000003445,-6.034109389263904,1.563333741347833,-0.45509399999946254,-1.0643920000002254,0.0,0.0,0.31266999999922973
development100,3,22,0000000000000000000000000000000000000000001000000000000000000000,mec_center,nccp,369.8622874,368.4257138,-1.436573600000031,win,-14.365736000000197,-71.82867101386728,-75.89028839851153,-0.6873180000009143,1.4996410000012474,0.0,0.0,-15.178059000000587
development100,3,22,0000000000000000000000000000000000000000001000000000000000000000,mec_center,segment_entry,369.8622874,368.4858761,-1.3764113000000293,win,-13.76411300000018,-68.82056780824314,-75.41457245117772,-0.4896300000007159,1.8084320000011758,0.0,0.0,-15.082915000000526
development100,3,22,0000000000000000000000000000000000000000001000000000000000000000,nccp,segment_entry,368.4257138,368.4858761,0.06016230000000178,loss,0.6016230000000178,3.0081032056241384,0.4757159473338106,0.19768800000019837,0.3087909999999283,0.0,0.0,0.09514400000006162
development100,3,23,0000000000000000000000000000000000000000040000000000000000000000,mec_center,nccp,231.3794093125,229.581791375,-1.7976179375000072,win,-28.761887000000115,-143.80943692927394,-225.8732324211046,-4.074211999999761,20.486972999999352,0.0,0.0,-45.174647999999934
development100,3,23,0000000000000000000000000000000000000000040000000000000000000000,mec_center,segment_entry,231.3794093125,229.6747810625,-1.7046282500000132,win,-27.27405200000021,-136.37024393084357,-221.56601266990583,-4.1032860000000255,21.14243899999974,0.0,0.0,-44.313204999999925
development100,3,23,0000000000000000000000000000000000000000040000000000000000000000,nccp,segment_entry,229.581791375,229.6747810625,0.09298968749999403,loss,1.4878349999999045,7.4391929984303715,4.307219751198772,-0.029074000000264277,0.6554660000003878,0.0,0.0,0.8614430000000084
development100,3,24,0000000000000000000000000000000000000001000000000000000000000000,mec_center,nccp,281.0418925454546,279.1315030909091,-1.9103894545454523,win,-21.01428399999986,-105.071421491597,-76.90528317435383,-4.469041999999945,-1.1641860000011093,0.0,0.0,-15.381055999998694
