seed,seed_hex,stress,problem,variant,run_status,engine_end_reason,total,cleared,clear_rate,error,mean_time_per_source,virtual_time_s,distance,runtime,device,fallback_count,grid_points,clear_attempts,optical_clear_attempts,diagnostic_count,detect_count,switch_count,config_hash,scene_hash,source_hash,directional_count,evidence,grid_version,clearance_point,polygon_certified_count,near_certified_count,polygon_clear_travel_m,polygon_clear_mec_travel_m,same_state_clear_saving_m,polygon_zero_move_count,nccp_fallback_count,max_clearance_vertex_distance,certificate_audit_violations,stage_discovery_s,stage_active_localization_s,stage_diagnostic_s,stage_optical_fallback_s,stage_certified_clear_s,stage_sum_error_s
86,20eb4f3904a69054d9761472a73fc2d576f7717320933de3ea5f7d3d73322aa3,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,12,12,1.0,,1004.3419319166666,12052.103183,45515.51591601615,0.9994967999955406,cpu,0,0,12,0,6,489,444,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,451bee4e04d7b7cd2897f716b1164fa158f114b5289abc8e8674efb6cf6ae925,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,1,recovered_practice_engine_local,grid_v1,nccp,12,0,1428.6251864556482,1511.8363611588707,83.21117470322231,0,0,19.998999999999988,0,9603.002604999998,1554.2488459999981,549.1266950000004,0.0,345.7250370000027,0.0
87,1080c3e927c1683056c3e816124e72eaffabaa26960f0d3c787ee9f95cf6563f,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,1158.8773036,11588.773036,39593.865180176144,1.2826959999947576,cpu,0,0,10,0,5,612,560,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,c2cbcde8f04e3d95f641a88d65e776504212fdfbf76fa64e1df6fc7ab1513773,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,10,recovered_practice_engine_local,grid_v1,mec_center,10,0,1409.8211899230419,1409.8211899230419,0.0,0,0,17.0082294755453,0,9904.839103000002,1225.661211,126.30848300000002,0.0,331.9642389999986,1.8189894035458565e-12
87,1080c3e927c1683056c3e816124e72eaffabaa26960f0d3c787ee9f95cf6563f,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,10,10,1.0,,1155.8371659,11558.371659,39441.85830969039,1.236489500006428,cpu,0,0,10,0,5,612,560,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,c2cbcde8f04e3d95f641a88d65e776504212fdfbf76fa64e1df6fc7ab1513773,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,10,recovered_practice_engine_local,grid_v1,nccp,10,0,1305.5397155574628,1407.3457535767964,101.80603801933347,0,0,19.999,0,9893.276473,1227.6787609999997,126.30848300000002,0.0,311.10794200000004,0.0
88,fa71271cf39f080ccda04b745523eb06b01a10490c123c1aad8553c6036d9131,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,741.651869625,11866.429914,44477.14956883902,1.7001145999965956,cpu,0,0,16,0,2,490,441,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,f06420d57f671b53d9545c34e8dada0772b5acb86133f980819d2abfe0d1c46a,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,11,recovered_practice_engine_local,grid_v1,mec_center,16,0,3993.0628219737123,3993.0628219737123,0.0,0,0,19.815609431536583,0,9514.188703000002,1207.7671719999987,265.86147399999993,0.0,878.612565,1.8189894035458565e-12
88,fa71271cf39f080ccda04b745523eb06b01a10490c123c1aad8553c6036d9131,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,16,16,1.0,,739.3180070625,11829.088113,44290.44058446566,1.7179155999983777,cpu,0,0,16,0,2,490,441,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,f06420d57f671b53d9545c34e8dada0772b5acb86133f980819d2abfe0d1c46a,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,11,recovered_practice_engine_local,grid_v1,nccp,16,0,3861.888011231746,3988.351936031234,126.4639247994876,0,0,19.998999999999985,0,9512.251774000002,1198.5972649999985,265.86147399999993,0.0,852.3775999999987,1.8189894035458565e-12
89,06c348606eb2e414823bd970e2eeb0db811b46dc975606d5c91e6e719d2ea8a9,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,910.09321525,10921.118583,39960.59290650276,1.0317953999983729,cpu,0,0,12,0,0,486,439,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,f649d7114d7b00dfa433a2a29fddd75b570febeaa77f30539d209512aa24ba80,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,2,recovered_practice_engine_local,grid_v1,mec_center,12,0,2749.3471476174373,2749.3471476174373,0.0,0,0,18.71758165831215,0,9141.592991,1169.6561609999987,0.0,0.0,609.8694310000008,0.0
89,06c348606eb2e414823bd970e2eeb0db811b46dc975606d5c91e6e719d2ea8a9,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,12,12,1.0,,908.1574481666667,10897.889378,39844.44688770747,1.0119570000024396,cpu,0,0,12,0,0,486,439,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,f649d7114d7b00dfa433a2a29fddd75b570febeaa77f30539d209512aa24ba80,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,2,recovered_practice_engine_local,grid_v1,nccp,12,0,2655.599142766124,2749.1599360244572,93.56079325833386,1,0,19.998999999999995,0,9139.290841999999,1167.4787080000006,0.0,0.0,591.1198280000004,0.0
90,eff26fad7c2b82a7f4c6b5d9abd9801c8889be505d185f96594d0ae0483ef080,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,1121.9716678999998,11219.716679,39663.58339135919,1.0165300999942701,cpu,0,0,10,0,2,547,502,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,68a84440e973801e54a6d80d6e7a9fe5045620ec85d2a392714396223ab12e16,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,1,recovered_practice_engine_local,grid_v1,mec_center,10,0,775.3100173005706,775.3100173005706,0.0,0,0,13.18771578005615,0,9724.735917,1095.861296000001,194.0574629999992,0.0,205.06200300000023,1.8189894035458565e-12
90,eff26fad7c2b82a7f4c6b5d9abd9801c8889be505d185f96594d0ae0483ef080,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,10,10,1.0,,1119.8119145,11198.119145,39555.59572389711,1.246545200003311,cpu,0,0,10,0,2,547,502,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,68a84440e973801e54a6d80d6e7a9fe5045620ec85d2a392714396223ab12e16,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,1,recovered_practice_engine_local,grid_v1,nccp,10,0,664.3614439231617,769.0280089144744,104.66656499131274,1,0,19.998999999999995,0,9726.957857000001,1095.1924530000001,193.0965470000001,0.0,182.87228800000014,1.8189894035458565e-12
91,acb2933e71c2dc97a7fd0ddf28f59969470787e0be8924d421931294cb3699f9,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,1081.697748909091,11898.675238,42603.37617653087,1.1570174999942537,cpu,0,0,11,0,0,561,518,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,8cfae9ea526b199deb6ee8fd32f9a007f61b866794c49d6f8da8ad62140ba502,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,3,recovered_practice_engine_local,grid_v1,mec_center,11,0,1849.218327373673,1849.218327373673,0.0,0,0,18.318532324967894,0,9748.158664999999,1725.672907,0.0,0.0,424.8436659999999,0.0
91,acb2933e71c2dc97a7fd0ddf28f59969470787e0be8924d421931294cb3699f9,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,11,11,1.0,,1079.736860090909,11877.105461,42495.52730381099,1.0515040000027511,cpu,0,0,11,0,0,561,518,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,8cfae9ea526b199deb6ee8fd32f9a007f61b866794c49d6f8da8ad62140ba502,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,3,recovered_practice_engine_local,grid_v1,nccp,11,0,1748.3357508862043,1850.9849537871255,102.64920290092164,0,0,19.99899999999999,0,9745.686183,1726.7521280000008,0.0,0.0,404.66714999999897,0.0
92,f0a5617934203a26bd9dc6340e3cc2778ee398acbe37de02aadc3cfbe5506f28,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,984.11792275,11809.415073,42217.07535638408,1.4808929999999236,cpu,0,0,12,0,2,559,511,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,3223dcfe907006246f99dba830cace391aa825ab61c2a9ecc710cf13422becf2,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,6,recovered_practice_engine_local,grid_v1,mec_center,12,0,1373.1921010236251,1373.1921010236251,0.0,0,0,18.386142969574827,0,9669.538001,1647.2265829999983,158.01206899999852,0.0,334.6384200000034,0.0
92,f0a5617934203a26bd9dc6340e3cc2778ee398acbe37de02aadc3cfbe5506f28,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,12,12,1.0,,982.5874493333334,11791.049392,42125.24694846103,1.4755844000028446,cpu,0,0,12,0,2,559,511,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,3223dcfe907006246f99dba830cace391aa825ab61c2a9ecc710cf13422becf2,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,6,recovered_practice_engine_local,grid_v1,nccp,12,0,1257.2087196297105,1371.4206556043698,114.21193597465924,0,0,19.99899999999999,0,9671.25611,1649.3720860000014,158.97945199999958,0.0,311.4417439999995,0.0
93,63e4a6b913522d8aa946071005ef08e4559968653db91fb8c3752165fccbcc21,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,1024.2507399166668,12291.008879,44015.0443924291,1.0263811000040732,cpu,0,0,12,0,3,579,533,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,2a7cec940620b9ac31b3ec4d3c1290462b30c3fd793631513d5fcd8b5979aa27,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,8,recovered_practice_engine_local,grid_v1,mec_center,12,0,3430.0265156521555,3430.0265156521555,0.0,0,0,19.422051284182178,0,10215.864767000003,999.1594399999999,329.97936899999877,0.0,746.0053030000007,0.0
93,63e4a6b913522d8aa946071005ef08e4559968653db91fb8c3752165fccbcc21,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,12,12,1.0,,1023.002754,12276.033048,43940.16524389312,1.0507394000014756,cpu,0,0,12,0,3,579,533,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,2a7cec940620b9ac31b3ec4d3c1290462b30c3fd793631513d5fcd8b5979aa27,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,8,recovered_practice_engine_local,grid_v1,nccp,12,0,3343.648733965361,3424.076463835347,80.42772986998557,0,0,19.998999999999988,0,10216.229044999998,997.4170769999978,333.65717999999924,0.0,728.7297460000029,0.0
94,063ac0a96127347f6e233f31b563382033ab6a7477173dd5e3030ce29ee25af2,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,977.1577816363636,10748.735598,37943.67798846234,1.154176700001699,cpu,0,0,11,0,0,525,480,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,112d4b1588b9d76776f34f1353df73ae152eca7e0deb20ad3eab696a42b6fbe8,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,6,recovered_practice_engine_local,grid_v1,mec_center,10,1,1482.875083920882,1482.875083920882,0.0,0,0,18.890728337938306,0,9441.198368999998,955.9622119999996,0.0,0.0,351.57501700000046,0.0
94,063ac0a96127347f6e233f31b563382033ab6a7477173dd5e3030ce29ee25af2,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,11,11,1.0,,975.8931243636363,10734.824368,37874.1218391412,1.2425051999962307,cpu,0,0,11,0,0,525,480,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,112d4b1588b9d76776f34f1353df73ae152eca7e0deb20ad3eab696a42b6fbe8,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,6,recovered_practice_engine_local,grid_v1,nccp,10,1,1437.4349955863113,1523.8311737816643,86.39617819535309,0,0,19.998999999999995,0,9438.865151999998,953.4722160000006,0.0,0.0,342.48699999999997,1.8189894035458565e-12
95,7258c523f1f605f0973ee54e5370de9af0979a8255744b4c375567bb8e17c2c6,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,920.14301,11961.85913,41559.29564715253,1.7111469999945257,cpu,0,0,13,0,2,605,560,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,e29e9aba015cc9a409b08de0dc3b3ae581bd415d34481aa8cc6558e67a4a0a6e,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,9,recovered_practice_engine_local,grid_v1,mec_center,13,0,2779.0747511594222,2779.0747511594222,0.0,0,0,19.422366064547063,0,9830.713732,1155.0384420000019,355.2920059999997,0.0,620.81495,0.0
95,7258c523f1f605f0973ee54e5370de9af0979a8255744b4c375567bb8e17c2c6,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,13,13,1.0,,918.0119666153846,11934.155566,41420.77782221068,1.9100640000033309,cpu,0,0,13,0,2,605,560,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,e29e9aba015cc9a409b08de0dc3b3ae581bd415d34481aa8cc6558e67a4a0a6e,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,9,recovered_practice_engine_local,grid_v1,nccp,13,0,2672.2438910181495,2790.2379739574158,117.99408293926614,1,0,19.99899999999999,0,9831.295449,1146.0625139999993,357.3488230000012,0.0,599.4487800000006,0.0
96,41568530290f0b6c97acb1ae1e6ee74b892312b4490626f8841b01a6ce0f7403,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,1159.3877046,11593.877046,39799.3852105613,1.3716247999982443,cpu,0,0,10,0,1,605,559,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,2aa3b4d050efb587712c5da6ab4b768b8941111d7b4863a7ebf1d1bb8dc8c6c5,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,6,recovered_practice_engine_local,grid_v1,mec_center,10,0,1156.5042994346736,1156.5042994346736,0.0,0,0,17.82961848407661,0,10024.324139,1209.1514429999997,79.1006039999993,0.0,281.3008600000008,0.0
96,41568530290f0b6c97acb1ae1e6ee74b892312b4490626f8841b01a6ce0f7403,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,10,10,1.0,,1158.2838729,11582.838729,39744.19363101517,1.1637875000014901,cpu,0,0,10,0,1,605,559,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,2aa3b4d050efb587712c5da6ab4b768b8941111d7b4863a7ebf1d1bb8dc8c6c5,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,6,recovered_practice_engine_local,grid_v1,nccp,10,0,1086.5682711031052,1156.249551772935,69.68128066983007,1,0,19.998999999999995,0,10027.57524,1209.6765699999992,78.27326500000072,0.0,267.3136539999996,1.8189894035458565e-12
97,36595ad7e46dcef50cf82306d706cd1812bd37bda70399ed9ef90e6a771198ed,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,805.7070277857143,11279.898389,39724.491932388184,1.5542482000018936,cpu,0,0,14,0,0,551,510,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,ae03bfa6a4f2680505bb8d65b15c47bcf0349c91a9097fab7c2d5a9bd8f137bf,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,1,recovered_practice_engine_local,grid_v1,mec_center,14,0,2300.464466231292,2300.464466231292,0.0,0,0,19.655336982342128,0,9761.987151999998,987.8183430000001,0.0,0.0,530.0928940000009,0.0
97,36595ad7e46dcef50cf82306d706cd1812bd37bda70399ed9ef90e6a771198ed,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,14,14,1.0,,804.3872094999999,11261.420933,39632.104670680004,1.6366553000043496,cpu,0,0,14,0,0,551,510,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,ae03bfa6a4f2680505bb8d65b15c47bcf0349c91a9097fab7c2d5a9bd8f137bf,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,1,recovered_practice_engine_local,grid_v1,nccp,14,0,2204.691713776787,2308.6012047157988,103.9094909390121,0,0,19.999,0,9762.135218,988.3473730000005,0.0,0.0,510.9383420000006,1.8189894035458565e-12
98,96fc4ff5fc1f7ce678072fcefaeed5f9b9bed70b0518453734b25932bdebc485,sha256_new_design,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,1025.085627,12301.027524,42545.13761670804,1.52404860000388,cpu,0,0,12,0,2,630,582,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,8a6791fcb255c883e67e6e8665da116d442fe20e32c91ddd1b6e198afcc9720e,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,12,recovered_practice_engine_local,grid_v1,mec_center,12,0,2901.557225887333,2901.557225887333,0.0,0,0,18.096884529589772,0,10261.663697,1081.9267760000014,317.12560599999983,0.0,640.3114449999975,0.0
98,96fc4ff5fc1f7ce678072fcefaeed5f9b9bed70b0518453734b25932bdebc485,sha256_new_design,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,12,12,1.0,,1023.4430364166666,12281.316437,42446.58216632261,1.5162068999998155,cpu,0,0,12,0,2,630,582,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,8a6791fcb255c883e67e6e8665da116d442fe20e32c91ddd1b6e198afcc9720e,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,12,recovered_practice_engine_local,grid_v1,nccp,12,0,2801.630758977901,2902.302979490347,100.67222051244474,0,0,19.998999999999974,0,10260.601401000002,1081.5227100000013,318.8661730000001,0.0,620.3261529999972,1.8189894035458565e-12
99,b31d2f6ecf0c7b9f340ec3f739320e8f6e36a50ec3be20b6c5e6f20ca441f1f3,supplied_all_directional_fixture,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,897.9699484615384,11673.60933,41068.04664944894,1.2882441000037943,cpu,0,0,13,0,0,573,530,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,babe33cd54233b9a63da82b7204f8ee115c3e8e42a22c19ea6a018fb6effd9e7,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,13,recovered_practice_engine_local,grid_v1,mec_center,13,0,2237.889674218736,2237.889674218736,0.0,0,0,19.91086172778617,0,9714.17958,1446.8518160000017,0.0,0.0,512.577933999998,0.0
99,b31d2f6ecf0c7b9f340ec3f739320e8f6e36a50ec3be20b6c5e6f20ca441f1f3,supplied_all_directional_fixture,4,P4_diagnostic_v1_grid_v1_nccp,FULL_CLEAR,user_exit,13,13,1.0,,895.9127694615383,11646.866003,40934.330011165,1.2871099000039976,cpu,0,0,13,0,0,573,530,2bb2bec8100fb608e61b78d1fc3a58e8ae43a7c0a3b90f60455a9e3f20d649e4,babe33cd54233b9a63da82b7204f8ee115c3e8e42a22c19ea6a018fb6effd9e7,6715d13abf8c010f2fc2139cfe9e5000ccff9f61dab7250fd98e80a0d028ae32,13,recovered_practice_engine_local,grid_v1,nccp,13,0,2143.75266106209,2237.889674218736,94.1370131566461,0,0,19.999,0,9708.807754,1444.307718,0.0,0.0,493.7505309999988,0.0
