time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
9.612000000000000000e+04,1.202647999999999912e-02,1.852714295899651198e-01,8.511691072424735216e-01,1.557860217066167174e-04
9.618000000000000000e+04,1.202599407407407318e-02,1.851688891385154245e-01,8.511622351845509193e-01,1.557863142283533956e-04
9.624000000000000000e+04,1.202549925925925842e-02,1.850665144990262245e-01,8.511540093041051191e-01,1.557866033339120617e-04
9.630000000000000000e+04,1.202500000000000097e-02,1.849643051009562111e-01,8.511450589726549110e-01,1.557868891507724210e-04
9.636000000000000000e+04,1.202450074074074005e-02,1.848622604477010989e-01,8.511360135976079322e-01,1.557871718083299372e-04
9.642000000000000000e+04,1.202400592592592528e-02,1.847603801163288928e-01,8.511275026204991878e-01,1.557874514370248379e-04
9.648000000000000000e+04,1.202351999999999935e-02,1.846586637572683598e-01,8.511201555175881284e-01,1.557877281678199909e-04
9.654000000000000000e+04,1.202304740740740667e-02,1.845571110939602799e-01,8.511146018028163951e-01,1.557880021318522779e-04
9.660000000000000000e+04,1.202259259259259166e-02,1.844557219224800537e-01,8.511114710331209032e-01,1.557882734607811122e-04
9.666000000000000000e+04,1.202216000000000048e-02,1.843544961111363012e-01,8.511113928160887188e-01,1.557885422860917028e-04
9.672000000000000000e+04,1.202175407407407408e-02,1.842534336000488382e-01,8.511149968199598348e-01,1.557888087392693128e-04
9.678000000000000000e+04,1.202137925925925860e-02,1.841525344007090836e-01,8.511229127859767374e-01,1.557890729512767015e-04
9.684000000000000000e+04,1.202104000000000020e-02,1.840517985955253955e-01,8.511357705430659948e-01,1.557893350529025050e-04
9.690000000000000000e+04,1.202074074074073982e-02,1.839512263373544176e-01,8.511542000248683015e-01,1.557895951747612095e-04
9.696000000000000000e+04,1.202048592592592537e-02,1.838508178490189660e-01,8.511788312891053199e-01,1.557898534465964973e-04
9.702000000000000000e+04,1.202027999999999951e-02,1.837505734228147836e-01,8.512102945392790998e-01,1.557901099985004045e-04
9.708000000000000000e+04,1.202012740740740840e-02,1.836504934200049455e-01,8.512492201487213972e-01,1.557903649593458636e-04
