time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
1.014000000000000000e+04,1.565954237918167763e-02,1.686702458638929425e+00,7.699537291966841446e-01,1.613675301772762285e-04
1.020000000000000000e+04,1.564717806934730684e-02,1.682679990413075810e+00,7.696190910407558761e-01,1.613461159015205416e-04
1.026000000000000000e+04,1.563476172013178803e-02,1.678667074186661612e+00,7.692779246903936885e-01,1.613903822265922534e-04
1.032000000000000000e+04,1.562228925392880607e-02,1.674664820395429299e+00,7.689287974686686011e-01,1.614299087624057290e-04
1.038000000000000000e+04,1.560975659313206150e-02,1.670672491786026281e+00,7.685716687668869840e-01,1.614922965876384596e-04
1.044000000000000000e+04,1.559715966013525308e-02,1.666688801258045860e+00,7.682060196773053962e-01,1.614723277626570913e-04
1.050000000000000000e+04,1.558449437733207439e-02,1.662715700501335991e+00,7.678319651027271098e-01,1.615053245617627936e-04
1.056000000000000000e+04,1.557175666711622421e-02,1.658753910717538416e+00,7.674483692619907815e-01,1.615897745629160990e-04
1.062000000000000000e+04,1.555894245188139437e-02,1.654801660807105446e+00,7.670545330578811827e-01,1.616391233651720430e-04
1.068000000000000000e+04,1.554604765402128365e-02,1.650858419869644766e+00,7.666497611121252387e-01,1.616772609829852947e-04
1.074000000000000000e+04,1.553306819592958909e-02,1.646924701484576259e+00,7.662341270386459069e-01,1.617218607203961393e-04
1.080000000000000000e+04,1.552000000000000081e-02,1.642998623581533701e+00,7.658083280906304857e-01,1.617223084401658720e-04
1.086000000000000000e+04,1.550677385541490878e-02,1.639080681509474502e+00,7.653649972918801225e-01,1.617485421852332304e-04
1.092000000000000000e+04,1.549333467454289820e-02,1.635171757052890307e+00,7.648984901040892792e-01,1.617455243905480513e-04
1.098000000000000000e+04,1.547969956455696322e-02,1.631273133553526877e+00,7.644105342467689690e-01,1.617659220960770592e-04
1.104000000000000000e+04,1.546588563263009974e-02,1.627385047226827197e+00,7.639024673433796320e-01,1.618666035171857556e-04
1.110000000000000000e+04,1.545190998593530367e-02,1.623504961910840372e+00,7.633763833036637525e-01,1.618704671255732149e-04
1.116000000000000000e+04,1.543778973164557089e-02,1.619633796041131557e+00,7.628339149621056192e-01,1.619027256925020038e-04
1.122000000000000000e+04,1.542354197693389731e-02,1.615771464120547396e+00,7.622773884974582970e-01,1.618966932806770306e-04
1.128000000000000000e+04,1.540918382897327708e-02,1.611918447066430726e+00,7.617079556607145863e-01,1.619858764977410743e-04
1.134000000000000000e+04,1.539473239493670959e-02,1.608075125465837196e+00,7.611262999054156930e-01,1.619929647939220168e-04
1.140000000000000000e+04,1.538020478199718898e-02,1.604240342823923360e+00,7.605352035836218105e-01,1.620821468795599445e-04
1.146000000000000000e+04,1.536561809732770942e-02,1.600413198487336874e+00,7.599360879892178566e-01,1.620422270972217969e-04
1.152000000000000000e+04,1.535098944810126681e-02,1.596595023671735669e+00,7.593312844848228993e-01,1.620760353132742076e-04
1.158000000000000000e+04,1.533633594149085878e-02,1.592784664436563080e+00,7.587225382610098823e-01,1.621401075932612753e-04
1.164000000000000000e+04,1.532167468466948124e-02,1.588981536238923464e+00,7.581109848575408039e-01,1.621205391352961397e-04
1.170000000000000000e+04,1.530702278481012833e-02,1.585187330814797013e+00,7.574987036328015844e-01,1.621560505098342409e-04
1.176000000000000000e+04,1.529239734908579597e-02,1.581402204287059687e+00,7.568868317870469653e-01,1.621970961075610022e-04
1.182000000000000000e+04,1.527781548466948004e-02,1.577625972119557574e+00,7.562763179379733414e-01,1.622689252094866596e-04
